"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68"
9495.2 4430.6 13113.7 2843.9 9670.2 11453.5 8399.8 8194.6 3307.1 1457.2 6680.3 2962.5 1834.1 5745.2 9609.9 879.7 7745.1 5474 2520.7 13126.9 11975.6 8898.1 10541.7 4346.9 1851.5 6689 4899.2 5400.7 10721.7 4166.9 4218 3075.3 2989.8 5434.9 10996.3 2339.6 21880.8 12834 20955.7 6081.3 17298.5 3876.4 4734.4 7246.2 17139.1 4353.9 5030.1 7996.3 3988.8 5565.8 8413.1 4625 4305.9 5897.4 5317.5 5323.5 6530.2 8207.4 4810 5509.5 6515.4 8255.3 11254.8 7001.8 16915.7 21845.7 15597.1 5715.6
13226.1 8211.9 12603.7 18038.9 10097 19650.8 13143.7 17816 10205.8 13549.4 16136 14019.5 14821.9 9704.1 18070.4 18641.8 8448.4 24170.6 12855.5 22033.9 16359.3 9078.4 8778.9 8206.5 13069.8 14347.6 17102.8 7578.6 9862.7 13029.8 17101.6 13567.5 10641.5 12325.4 18163.1 9976.6 13693.3 18800 11330 14125.8 13874.9 5987.1 11773.2 14386 11012.8 12911.5 19891 24373.9 16194.3 8548.1 12159.9 10171.1 8049.4 19524.9 6070.1 17304.2 7583 10242 27900.5 24186.8 9693.3 17833 4944.7 9364.4 12339.7 11459.3 11099 19722.4
10115.9 2919.4 4048.7 4145.1 8058.8 8244.7 8982.3 8789.3 4805.3 6302.1 7231.4 5007.7 6599.6 5472 6728.7 15427.8 4836.2 6637.5 5764.1 3053.2 6686.8 5198.1 6496.4 10192.3 14253.2 11675.7 16415.9 10072.2 6236.3 8118.6 11224.2 6498.5 7449.4 5926.2 5621.8 18465.4 3224.5 7600.5 3566.9 10964.1 3245.8 8173.3 11520.7 15332.7 8343.1 25878.1 12023 8315.7 29393.6 4894.1 5116.4 6995 6474.7 6524 3146.9 11496.3 4830.1 7797.5 5244.1 8892.4 3389.7 12574.8 12254.2 4656.9 4646.8 4687.4 7309.3 5286.8
13.7 8.5 17.8 7.2 14.7 21 138.1 15.1 13.3 27.9 11.7 20.4 10.8 9.5 25.7 10.2 6.7 17.6 95.1 12.3 12.3 8.8 14.6 20.4 19.6 30.4 10.5 24.3 11.4 18.8 20.5 15.5 14.1 12.7 19.1 298.4 15.9 10.4 10.6 14.3 13.1 25590.2 13.8 14.1 16 10.8 34.1 18.4 19.5 22.9 9.6 15 26 119.1 20.7 31145.9 623.5 18.6 16.7 15.9 12.1 10.8 5.2 28.2 85.2 19.1 6.8 60.5
9872.4 4909.5 12394 2892.2 7872.1 9719.8 6559.2 7667.9 3488.2 1420.3 5968.3 3039.7 1809.6 4994.5 7028.7 338.1 7871.4 5162.5 2529.8 12062 10615 9401.2 9495.7 3450 2094.5 4485.9 4254.4 5333.7 10043.6 4013.8 4730.3 3010 2380.2 5443.2 9159.4 2655.5 19380.5 10491.5 18101.2 5456.3 20184.1 3262.3 4910.5 6218.8 13662.8 3408.8 5309.7 7440 3496.8 5624.9 9099.5 5571.3 3621.7 5137.6 5011.4 6121.5 7103.8 6894.3 5510.6 5939.1 14401.9 7335.5 10219.2 9534.9 16772.7 25099.3 15002.4 5591.3
23255.4 31845 26041.9 11867.6 17983.2 21629.8 21689 15260 13414.2 22630.6 16033.3 18913.7 14834.6 25729.1 28289.6 17590.4 17201.7 25515.4 27421.2 25692.9 15401.7 17880.7 18554 15260.5 20339.1 23765.9 21338.1 19306.4 23757.4 24465.9 27392.1 18931.9 27123 23401.5 19817.1 25287.9 23575 26993.1 24395.1 19819.5 23768.7 33584.1 16454.2 27334.6 18102.6 25165.9 20196.3 19699.4 15925 24354.3 22105.8 21388.2 22517.3 17162.7 23823.6 19887.4 33885.7 19562.9 24688.4 28100.8 31852 25922.5 16502.1 16850.2 19443 20599.3 25325.3 19130.5
10048.1 13337 11340.5 6540 14934.1 11307 8606.5 10727 11528.7 12336.4 7246.6 11350.7 8281.6 15275.4 8999.2 6577.8 11276.5 13495.7 12176 17002.4 9319.3 9797 11549.2 13069.7 6648.1 7185.5 12001.8 13081.4 8401.8 16310.7 11324.1 7473.1 11356.1 10746.9 8750.5 13599.1 6171.8 9422 12992.3 10566.2 14868.8 19152.1 11330.2 10275.8 12762.3 10956.8 10656.5 10011.7 8651.1 13794.2 12538.5 7507.9 24793.8 13011.1 15550.6 10243.8 35346.5 12221.5 24510.2 17766.2 7477.1 13830.3 7013.5 9629.6 7396.4 7539.9 19400.8 7794.8
12603.7 6356.1 12662.8 14805.7 8822.2 5735.9 7835 9689.9 12538 15787.8 9713.9 10122.7 12731.8 14531 5292.8 11316.3 23383.9 6992.9 24074.1 8331.4 12178.8 17942.5 3194.1 14305.3 9931.2 11943.5 17525.2 9005.5 6873.3 6473.6 17665 18920.8 13773 17569.3 13091.2 4344.1 13354.5 8748 4779 6745.5 8831.1 5177.6 9842.2 5506.9 6836.8 7345.5 20711.9 13410 11047.8 8705 19096.4 15762.8 8435 9927.8 7646.4 13001.1 13387.9 13231.3 17969.2 10648.3 5385.9 11665.6 4663.1 9950.5 5972.1 6922.3 17435.8 11515.4
18.1 15.7 4 77.8 325.1 39.4 1.4 1055.5 8.5 4.6 34.6 1877.3 38.7 301.4 50.9 25.6 3.7 4.4 5.9 420 1378.3 38.2 3.2 1145.2 691.3 586.5 3.9 659.8 7.2 299.4 8.1 3285.7 4.3 27.3 1149.3 1500.8 1578.1 2580.3 8.8 1894.9 305.2 287.6 373 5.5 146.4 228.9 85.7 552.2 350 264.4 257.4 223.1 1198.5 49.3 54.2 88.2 249.1 13.5 123.4 147.2 72.2 38418.6 1398.6 8587.2 1419.5 111.6 4540.6 13
24970.8 35912.2 22769.1 25687.9 20828.2 20431.6 25706 18297 21879.4 22768.1 22152.2 19096.2 18710 15972.9 22458.6 17548.7 23595.3 22653.7 19294.6 16177.4 15926.5 20358.5 21836 22109.5 19908 29791.6 22015.2 25716.6 31523.4 14955.8 32629.2 35411.3 24395.6 18531.6 27402 20118.5 23817.1 26686.5 25469 26924.9 23189.7 21576.9 14760 21368.7 20040 26567.2 30608.1 28512.5 26299.9 28253.2 21862.8 20756.2 17524 17497.2 28595.1 26588.3 17332.5 24386.1 30165.3 22025.9 24905.6 21638.2 21407.8 15389 20017.9 18415.1 23642.5 18879.1
13623.5 27700.3 15989.3 8589.9 16625.6 11335.4 16763.5 14535.1 17220.7 14937.5 10517 16782.2 15040 20262.3 12885.7 12184.4 17553.9 20627.2 15658.6 23208.7 11520.3 14510.4 22190.1 12670 8795 11879.4 17278.7 15011.1 17343.5 20660.6 18493.6 13225.7 19849.5 15890.4 14431.5 21401.3 13024.9 17865.3 18155 11989.7 17483.6 25517.4 14227.7 18905 13469.9 21148.3 14484.5 14768.5 13910 18446.2 15960.6 14793.6 22871.1 16758 19069.8 16839.7 31339.9 18635.4 30961.5 27873.9 20138.7 18334.6 9572 15289.1 13577 17034.3 19958 10731.7
5578.4 2176.6 3293.4 6184.1 13513.3 6178.9 515.9 9835.1 9598.5 442.9 342 12339.8 539.1 5585.1 9492.8 3184.6 324.2 8322.1 1468.5 1033.8 6969.7 365.4 398.9 10366 560.7 8928.4 5293.2 4103.2 431.1 15093.2 2570.2 1286.7 1198.5 5874.7 11747.1 7173.7 7385.1 5516 5987.2 15509.6 6576.1 2171 3723.3 6470.5 1579.1 498.7 388.2 11852.6 944.7 13658.4 6912.2 10527.7 12166.9 9704.6 564.3 1506.8 8601.1 7555 633.1 496.2 680.2 14816.7 616.3 15226.5 14180.8 8691.2 7485.3 2566
12766.9 2663.4 7957 2335.4 2044.1 12913.2 2226.4 1063.2 960.9 995.7 3430.9 783.7 696.9 1234.3 6356.1 359.2 3794.8 322.2 429.9 7202.3 15942.1 6885.4 1577.1 4864.4 1394 1969.8 2449.9 4489.5 6333.1 944.6 1146.9 4312.8 2256.3 1515.8 1580.9 404.3 13544.8 2144.7 16350.1 2113.6 3559.1 704 913.8 12557.8 6316.9 5503.2 2589.5 6143.7 1185.3 1097.4 5745.4 3543.8 935.4 457.5 1488.7 5844.5 3641.9 3195.8 8382 1768.4 9445 1489.5 19430.6 5324.7 2935.6 18292.6 11555.2 11018.5
2996.6 1787.4 3125.1 3869.3 4882.7 3155.4 2909.7 2554.4 3430.2 5637.1 1841.1 10664.7 5773.3 7042 11150.4 3005.1 11910.7 3816.3 3430.1 4921.6 7890.3 11010.6 2057.6 8964.9 2444 3834.6 7906.6 5458 5248.6 14455.9 22058.2 4741.5 5261.6 6995.2 17075.6 5014.6 7476.5 8204.3 732.3 4648.3 2843.7 7524 7643.6 1445.6 2922.9 1125.9 6624 7779.1 5348.4 1213 10460.2 9841.1 14139.7 6927 4310.1 4414.3 27117.3 8504.5 6586.4 1792.1 4650.6 8659.6 2550.2 8684.2 9322.6 10264.5 6043.5 9463.8
341.4 216.7 118.8 218.5 9255.6 2270.9 92.4 8768.2 3304 227.8 141.6 1328.5 187.6 133.8 449.5 458 139.3 4384.8 120.6 1006.2 16187.2 708.9 127.4 10071.3 213.7 10591 3180.9 15652.5 183.7 1566.1 676.7 885.6 289.8 440.3 1057.5 189.3 12915.6 244.2 265.5 11377.6 274.1 1371.8 12870.6 144.6 7218.3 352.3 254.7 504.4 229.4 142.3 641.7 16764.3 414.3 7406.8 212.5 1433.9 613.2 875.6 179 21.6 333.5 1929.7 81.3 3737.3 2940.1 135.1 14784.7 305.4
9621.1 21920.2 16665.7 11550.3 14565.4 10838.5 12850 13307.5 14200.4 17132.7 12884 13432.2 11866.9 19309 18207.3 10355 12688 20138.1 11676.6 22952.1 9133.5 14397.1 15240.2 11805.7 12531.7 6454.5 12200.4 16615.6 15504.9 20884.8 15888.2 9744.4 14223.1 11871.6 10273.2 17011.3 9279.8 13308.3 16423.6 6261.6 15457.5 24549.8 8340.6 17239.2 9485.6 16488.3 13792.3 12629.5 10908.8 18635.6 13634.5 6525.5 18704.1 12677.2 13080 14433.3 34475.8 13380.4 17188.5 24279.3 19816.3 18043.7 11072.6 12874.2 13097 13521.5 13326.9 12433.5
19143.3 13743.8 18898.5 7212.7 8290.9 12516.4 6737.3 10732.3 9810.1 6710.5 8106 7813.9 7572.2 9648.3 8591.8 3915.3 15017.5 7947.6 7564.7 16135.3 16022.3 15732.2 13701 5581.4 6289.7 9911.4 8276.6 8312.4 18193.6 11437.4 12094.1 9245.1 6939.5 11936.7 10197.8 8207.5 21475.8 17926.4 22143 8107.5 18949.2 6237.9 12206 8292.5 14486.5 5125 14927.8 14440.2 3786.1 12032.7 15920.6 17196.9 9552.4 10568 4847.8 11613.7 10890 14709.5 11285.2 9445.9 16982.3 9111 12057.4 15247.6 17095.6 24880.6 16784.6 10307.9
21207.5 32665.1 21004 22026.6 17340.6 19681.5 21706 16478.9 18747.3 19303.5 18123.7 15225.5 15819.9 12888.5 17843.1 14159.9 18267.1 19256.1 17053.1 13668.5 14151.2 18253.2 17558.1 19069.7 15128.6 29290.6 16239.7 21406.4 26741.6 10354 28410.1 29632 19648 16083.2 24127.8 18722.7 21024.2 22211.7 23606.1 26494.5 20616.4 18660.4 13983.1 16480.8 20111 22488.2 28097.2 25052.2 26387.2 24474.8 19953.8 19772.3 14308.1 14968.4 24839.1 24279.3 12568.1 17649.2 21100.9 16835.8 23026.7 16295 16047.9 11820.7 16398.1 16115.3 19838.6 14518.1
13680.9 25763.9 11037 8351.9 8198.1 7976.1 7013.1 7846.7 10512.1 11733.8 9384.5 10213.8 16339.2 11865.7 12165.5 17955.5 15089.4 9347.8 10215.6 15390.8 10932.4 13823.6 17636.8 9533.9 9454.6 16894.8 18123.6 18245.9 14330.1 12142.3 27611.5 20712 11415.5 10585 6821.1 9493.2 14023 12614 6039.8 8427.4 6935.6 5847.6 14349 6493.3 12894.5 12176.1 18184.3 13120.7 23620.6 11404.1 16678.7 9823.9 9936.7 12041.2 11459.1 20971.8 15075.5 11744.4 14646.8 19927.3 18278.8 10201.3 8205.3 10842.8 8117.6 7815.7 15586.1 13701.1
10979.4 14360.6 13546.6 8028.6 8229.8 8591.1 8837.6 9024.4 10694.6 10183.7 8812.3 12186.7 11153.1 17252.9 7107.2 8721.6 11979.6 15588 11676.1 20129.1 8869.5 13192.4 17258.6 9934.6 8329.5 7175.7 15563.8 11915 13015.9 17651.6 16267.9 12183.8 13126.4 10037.9 9411.2 11764.3 9663.6 13417.4 8500.7 6205.3 15511.7 18972.7 4524.8 12552 6654.1 10953.4 14348.7 9282.1 5267.9 16122 11980.7 9084.9 13954.6 11533.5 23291.3 9422.7 35208.9 12152.1 18459.1 16439.7 13124.2 15322.8 9292.7 14786.7 12522.2 14451.7 9713.9 7923
5617.2 13536.9 5004.1 8328.2 3175.9 6889.8 16623.8 6838.2 6716.4 14210 15293.8 4410.8 6695 3748.9 3498 12781 6643.2 4585.4 24723.1 17434.3 4798.2 8970.3 13325.4 4773.5 13936.2 11535.2 7520.4 9230 9557.9 4521 10409.7 12600 13419.7 4881.9 3038.6 6239.1 5083.2 4472.9 3927.9 3517 5433.1 6901 2461.7 5675.9 7716.4 4418.8 9150.6 4735.6 14373.9 4220.1 4026 3171.3 5053.3 6087 6700.6 9371.5 7189.7 5540.8 22351.7 10148.7 5067.9 4493.8 4268.1 2697.8 3914.5 4247.1 7730.4 5276.2
11067.6 30511.1 16046.9 8825.8 9577.3 15075.1 16071.1 8695.9 4866.8 12038.3 9260 11320.2 14408.7 14702.3 26239.3 13898.2 12372.2 21134.2 9668.4 19036.7 8360.5 9844.5 12357.5 12401.2 7100.4 13874.1 10580.2 12206.6 11102.1 14510.1 14071.4 10425.1 11036.5 11005.2 6359.3 12505.9 14470.7 15640 14497.3 9691.3 12982.8 19006.2 9322.7 17931.6 11874 21897 10968.3 11298.5 18286 14189.9 8297.3 11015.5 15761.3 11324.3 11173.9 19501.6 22976.6 9801.6 16569.7 21663.9 13738.2 19905.2 13682.2 11740.6 13559.6 10031 16977.4 11163.4
1088.4 3083.4 644.4 1118.7 730.2 751.9 22892.6 739.8 619.7 5003.3 4592.6 854.8 5161.3 811.9 191.1 292.7 1090.4 187.9 804.8 7888.6 740.5 794.5 25497.6 443.3 12058.4 975.9 195.9 2078.3 9736.1 2104.3 10252.7 1014.3 234.1 1740.1 1373.1 849.3 333.6 2267.9 497.9 833.4 184.5 3153.7 184.2 242.8 188.1 2868.3 5391.4 754.5 8080.8 318.5 501.2 483.3 1446.3 529.9 3655.6 2597.4 2237.3 819.5 2442.6 8465.4 7206.6 1013 1014.7 526.1 453.1 527.6 1085.3 72.6
19259 21008.4 19634.6 11854.7 17024.8 23995.2 18387.9 16647.5 18713.4 18351.9 12257.3 18562.8 19685 25279.1 21352.4 16171.2 20474.6 27445.4 30141.3 30099.5 14094.6 19776.4 18659.3 20599.9 15396.5 25482.9 23958.8 21272.5 17445.5 24366 23681.4 14887.5 22629.1 16929.3 15664.8 19217.5 21857 19828 16296.1 17345.7 24931.9 23346.8 14382.1 24397.6 15300.4 23914.3 19456.3 18966.8 15749.4 24668.4 17820.8 17574.2 26107.3 19857.2 28302 17943.9 37457.4 23254 26123.3 28003.8 22803.6 24333 16143.3 22714 19638 20812.4 22427.7 21160.7
13008.3 15388.8 19609.1 10224.5 16343.8 15899 19335.2 9868.6 14692.9 19430.4 11064.2 9985.5 20226.1 16907.4 17524.5 11325 10900.2 21283.4 20552.4 20163.1 9928.4 11676.5 17927 10232.5 10641.4 5982.9 12331.2 12863 13838.4 18806.7 13780.9 14109.7 19700.4 10895.9 11611.1 12915.9 7018.7 17495.8 11392.8 11592.6 13446 18854.4 9667.9 13384.3 10782 16544.5 17429.4 13830.4 11243.7 13677.8 12223.3 12458.8 17417.2 8469.3 12141.7 12619.1 31598.3 21337.9 9887.3 24331.8 20460.9 16515.5 9280 10929 8973.2 9494.7 12415.1 8196.7
14280.5 280.3 108.9 86.2 43.9 100.8 208 112.7 111.9 2345.3 62.2 125.8 1434.5 114.2 108 268.1 102.6 146.4 721 206.8 75.1 75.2 94.2 120.1 108.8 192.8 534.6 107.7 70.8 116.1 94.4 93.5 21785.2 22.4 255.5 6756.7 80.6 74.3 40.2 81.8 61.2 267.2 109.7 165.1 112.3 680.6 359.2 116.5 863 112.4 102.3 81 928.7 78.6 179.9 9288.2 239.2 102.9 298.6 174.9 26703.2 58.6 54.4 17.8 16.7 53.4 89.2 12.8
8939.6 6424.1 10617.4 10532.5 5216.4 5402.1 4718.2 7171.5 6350.7 9423 4175.8 9004.4 9741.2 7930.5 4550.8 7565.9 25554.1 3350.3 5638.5 6045 7585 26223.6 5370.5 11962.1 3609.1 5534.3 6504.7 20103.7 10698.6 7598.5 14730 6714.9 2963.9 6549.9 6948.8 3445.9 6905.5 11316.5 3061.6 7527.9 10897.9 2767.7 4124.3 5140.3 4805.5 3669.6 8087.8 8421.5 4901.5 4118.5 6527.2 7113.8 3636.3 5831 12246.7 5087.5 4862.4 6403.4 10678.3 10214.3 4313 9148.4 3684.2 7857.3 9955.1 10262.5 16927.6 5074.5
2301.8 11671.1 8022.1 2906.6 2078.3 3636.8 5319.5 1097.9 3479.3 11033.1 10375.5 1829.8 7446.7 3649.7 5641.7 772.1 6067.7 929.4 4988.6 4728.2 3310.8 6503.7 12638.7 2377.7 12709.4 4357 3412.9 4315.1 6357.2 3291.3 5769.9 11382.9 4221.3 1641.5 1327 5036.8 1104 5272.9 1491 1178.4 6847.4 6712.1 3174.2 6735.4 3070.5 7723.5 3974.4 2705.7 8158.6 1476.4 2488.5 1736.5 2762.4 1053.7 31268.8 10557.2 5214.3 2638.4 11497.3 7817.6 5785.4 1543.7 1868.6 1787.3 1272.9 3002.4 2158.5 2056.7
21282.1 27608.4 20976 16552.8 15633.9 15715 16844.7 13476.1 14617.2 17759.5 17367.3 13546.4 18255.1 17351.4 16407.2 15036.8 15156 19569.6 13687.6 10957.4 13743.4 14057.7 20195.5 14582.8 16559.7 27780.3 15473.4 21707.9 28707.5 15664.2 19678.1 22491.8 26414.7 18203.4 23870.5 22788 21690.3 29877.8 23115.1 20634.2 16233.3 23749.5 12468.3 17060.8 17633.4 22450 26189.4 16487.9 24406.1 18856.2 17901.4 18575.1 11684.9 13387.7 18820 23257 20202.1 20193.4 23296.1 20205.3 26067.4 20195 15693.2 9291.2 14304.5 16918.6 22494.4 13967.1
4083.5 13338.4 28411.5 309.4 479.3 1504.4 755.9 124.2 132.3 139.6 2129.1 437.8 238.8 693.6 816.9 196.6 851.7 135.9 217.7 234.4 799 523.6 147.5 913.1 384.8 1459 753.5 1380.4 2727.3 360.1 296.6 311.9 2377.1 389.8 359 1201.9 647.4 291.2 564.5 1061.7 1864.4 2661.3 213.6 2314.7 897.7 12946.8 621.2 1105.4 289.2 674.3 822.6 550.9 447.8 697.4 759.7 1028.8 355.7 599.6 1371.1 633.2 4710.6 80.6 1738.7 956 223.4 411.9 623.2 19606
2133.2 1869.6 23739.2 138.4 708.6 8644.3 869.7 34.5 70.7 40.8 2811.8 615.3 157.1 684.1 462.6 46.1 1477.5 80.2 44.1 290.6 1047.1 973.4 73.4 735 121.8 1572.3 973.1 1600.8 7330.1 309.3 97.6 70.3 569.8 387.7 449.4 1842.8 1444.4 157.1 340.2 501.6 2001 1631.1 43.4 765.6 1055.1 1775.3 1713.3 622.2 54.2 504.1 756.3 392.1 608.1 312.4 2469.1 887 1294.5 640.1 4543 1317.3 2617.6 49 11634.9 1586.8 303.4 1392.7 1008 26685.3
7296.3 14745.6 9630 3485.2 7499.3 10845.4 5102 8385.5 8556.8 5165.6 3856.8 13854.9 6805.5 17368.7 19397.9 6941.8 10749.4 14707.5 10787.2 19267.2 8077 9954.5 10263.3 10657 8370.1 14268.1 11621.6 10683.4 9582 20661.9 16678.3 7027.6 14875.9 13617.6 7877.2 12176.5 10943.7 14736.6 5907.1 6909.7 18794.2 18598.7 7595.8 11221.1 8667.3 10600.7 7714.5 10305.4 12119.5 17172 11776.3 11007.4 14100.9 8903 10152.5 8783 29488.5 12314.7 10107.5 13564.6 6099.1 15222.7 6670.3 13048.1 11949.2 7689 9945 8486
17791.5 17242.1 18561.2 23329.4 25251.4 17494.8 18218.6 15796.7 16848.4 22364.3 21546.5 14470.1 26645.5 17607.4 13601.9 24880 13020.3 19222.6 29610.2 15981.9 23648.6 11860.6 16948.9 16015.9 20356.9 25109.3 17102.6 12953.4 11438.8 12598.6 15975.8 20361.6 16773.2 17800.3 22995.6 21940.6 15828.4 14623.8 18471 29406.9 18623.6 16904.5 20383.6 13485.9 19637 23061 24843 28176.6 27098.1 16525 15248.1 20929.7 15858.4 16212.3 16971.2 23536.6 12569 17525.3 15186.6 14848.3 16156.2 12259.9 14614.4 12932.7 21927.1 15088.2 21175.8 14196.5
9738.1 7672.6 5910.4 3734.3 5430.4 11519.8 6271.8 5243.3 7178.4 978.7 10862.1 12124.7 6017.7 8356.8 5453.4 1905 16559.1 985.9 4233.1 7967.3 11295.1 13511.6 3845.3 9835.6 1214.1 4465.2 16737.1 15869.5 16510.8 11288.6 19629.7 4565.8 8081.1 8866.6 6093.4 4945.2 5883.4 3240.1 3948.2 16336 8467.7 8671.6 4124.5 8378 10691.5 14398.9 5064.5 1324.8 3822 3991.4 12683.9 7640 5737.2 5659.6 3390.1 3862 5929.8 12571.4 10396.5 2028 2077.7 4062.1 3228.1 2398.8 6352.2 9634.2 6100.5 14846.6
11598.7 17407 10628.6 10104.4 12564.1 11763.1 9417.6 11921.9 11805.7 11855.8 9110.5 12956.5 12420.3 17552.4 17423.6 11059.5 9777.5 22344.3 9260.5 22532 9688.1 11325 11853.5 8506.7 21886.5 7808.1 11421 14738.9 12751.3 19280.6 15830.6 9972.9 14918.2 12773.3 9656.6 15909.1 8921.6 13594.9 12017.4 10198.8 17027.8 21178.4 6611.1 11394.7 6844.8 18922.7 11777.6 14156.5 13318.2 18078.5 13563.3 13226.5 16921.4 11915.1 12566.6 12215 27287.4 8918.9 19938.6 28184 8931.6 15521.5 10235.8 12576 13961.5 11468.4 8433.4 11702.2
19558.4 20340.9 14890.6 17368.4 16296.6 15056.3 15655.1 14348.2 10412.8 12543.2 10232 14414 11030.5 22838.7 16851.5 14344.8 13007.5 23710.2 10963.5 22260.5 11491 14097 13082.3 12157.1 15213.3 16167.6 14777.5 18923.8 15962.3 26719.7 18452.9 13924.8 15613.7 17036.7 16299.7 19831.6 20808.6 17787 17474.4 16594.6 17377.1 23266.4 13297.2 15076.3 10950.2 13766 15965 16469 16120.9 19103.3 15001.4 15933.8 18479.8 14305.6 13586.9 14837.2 39636.5 19307.8 19943.8 16380.9 11456 22669.6 11643.3 14378.4 15226.3 15486.2 14516 11653.8
126.2 237.8 279.9 102.1 628.9 30.7 230.5 15.6 990.6 312.7 2463.5 5381.3 3200.4 746.1 607.1 194.8 12.7 20 145.6 20536.9 488 37.1 466.7 68.7 11386.7 466.2 126.2 796.3 262.2 1073.7 589.9 491.3 182 170.5 966.4 11313.7 1747.8 233.7 145.1 70.9 62.4 21098.6 687.7 14.4 327.8 11778.3 11881.9 681 2802.5 935.8 414.3 9.6 11055.2 426.5 342.5 731.8 7734.2 114.9 150.2 3688.2 187.5 206 693.3 525.2 278.4 708.5 884 272.8
6982.7 10990.4 10872.2 5101.8 7561.6 9139.2 26818.6 7344.3 9856.1 11053.2 7834.9 7578.9 7556.9 11146.6 11899.5 6755.8 9230.6 15001.8 8914.6 19550.6 5403.6 9676.8 7784 8340.4 6372.5 5501.6 10536.9 9350 5533.2 9696.7 7865.1 5796.7 27059.2 7169.9 5006.4 8449.9 6773.7 11309.3 4094.8 4162.5 10102.8 9001.9 6303.4 7289.1 7617.5 6683.1 7807.4 6580.8 5534.2 8404.6 7135.5 7573.4 7733.5 7558.4 14737.2 20541.6 11004.4 11939.7 12207 11794.5 11341.3 8948.7 15437.9 6207.1 7556.5 5759.9 16856 7204.1
12622.1 16374.7 16915.4 9963 12884.1 13364.1 8792.2 9091 14131.9 14759.7 9249.3 12214.9 10037.1 13442.3 8016.4 10067.4 19718.2 16327.7 11994.9 8638.8 11767.4 20157.2 8192 12969.5 9338.6 23542.9 16000.2 22112.7 15358.7 15164 25892.6 23507.6 15622.8 10939.8 9682.4 9781.4 9065.8 9325.2 12752.3 20173.5 22140.1 10577.9 15683.6 11729.9 15608.2 10454.2 22549 13787.6 15402.9 13772.4 20196.7 14266.8 13032.3 15717.5 6525 10000.8 20604.8 17645.7 16634.5 11772.6 21171.3 12274.8 10238.9 19002.2 10641 16566.2 14721.6 12825.1
267.4 9050.5 624.9 614.7 204.3 263.9 877.9 244.5 403.5 3523.9 8195.4 803.8 22783.4 1545.9 268 125.6 2744.2 173.5 1122.8 24902.5 1419.7 129.5 670.8 337.8 356.8 534.6 180 1726.5 1389.6 2995.4 1489.4 4900.7 3689.7 1357.5 1513.8 3861.1 278.5 724.5 603.8 868.4 361.8 2878 245.5 244 2554.3 8941.8 13431.1 878.1 605.1 529.2 1099.9 127.4 3343.7 305.9 2455.8 1633.2 3823.9 413.3 1876.8 3197.5 869.9 487.2 3707.1 600.7 141.7 276.8 4963.8 250.2
16059 6277 11773.6 17145.7 13515.4 20015.6 6864.9 8818.2 12391.2 20975 9336.1 11182.5 12888.7 10658.3 15280.1 15120 11178.2 8608.2 28835.6 14837 19088.3 11811.2 7267 14156.6 6563.9 9116.2 12576.6 8269.8 4471.7 6942.5 11184.1 9501.2 7322 11829.5 7611.8 14051.4 14171.3 8650.4 5391.7 11815.2 6144.2 9496.2 11155.4 12438.7 9361 8395.3 8651.1 11301.9 11947.8 7084.8 8136.6 10464.7 8842.3 7308.6 11935.5 16877.6 5113.2 13864.6 11838.5 23344.2 9428 8235 5763.2 10021.7 12961.9 7308.1 10732.5 16067.2
1521.2 853.7 11601.7 5150.8 6557.9 6069.9 1134.4 2075.5 7502.8 1453.1 1206.4 4661.9 580.9 5199.3 15428.6 3713.7 1064.4 11328.4 879.3 1327.5 4223.1 923.8 954.2 1321.6 1616.8 384.8 894 1905.8 1350.5 10133.2 2203.8 1090.3 887 4092.6 11064 3511.4 4129.8 1910.4 7127 2143.2 5760.5 1339.9 6761.4 3297.9 2893.4 974.6 2069.1 9135.9 1379.3 9182 2848.5 2352.6 2276.5 12464.8 828.9 1386.4 4246.1 2023.8 975.7 2516.5 1160.9 1857 1231.3 7687.5 17100.4 18526.8 886.6 17152.5
1173.8 1477.1 1011.6 2320.4 872.5 915.2 906.4 866.1 996.7 1583.4 1801.8 1472 6618.3 3432 981.7 5158.2 4691.5 813.9 6301.8 24785.4 2952.6 3639.5 5285.1 1387.4 5145 6741.1 3616.6 2286.5 1540.8 1319.2 1354.6 28751.1 1381.1 2727.9 745.6 1737.8 1668.3 2781.3 843.4 1550 3927.1 1166.5 1448.1 910.8 1430.5 1052.8 3124.8 1840.6 3183.7 766.4 2922.6 1537.3 3803.1 1154.5 2264.1 4520.2 3034.7 1904.1 2907.6 5915.1 5375.9 2145.6 2032.5 2204.9 1168.5 3187.8 2715.3 6626.3
