"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53"
416.5 271.1 244.7 431.1 541.3 934.7 527.6 159.6 134.2 1006.5 326.2 323.3 804 146.1 270.9 741.1 1564.4 1036.4 1028.2 351 250.7 373.6 180.5 177.1 66.5 1321.8 216.9 287.8 301.1 267.4 520.4 720.2 86.7 46.6 205.780532084967 133.1 95.1 289.6 537 304.9 292.8 650.5 275.1 601.6 453 347.9 212 66.8 978.5 355.5 357 425.6 105.7
746 869.5 858.7 407.9 605.9 806.2 800.1 637.8 908.8 859.6 656.9 489 652.9 828.7 1060.8 418.2 627.2 728.5 746.7 598.8 786.1 622.5 934.4 877.7 352.3 875.4 907.6 638.5 554.9 972.8 954.4 1069.4 685 1321.6 2572.9 337.5 366.4 857.7 646.4 731.8 939.9 828.9 441.2 730.2 780.3 859.9 840.2 816.1 331.7 334.457906123033 502.2 814.3 1158.8
302.3 964.6 1157.4 912.9 753.9 786.1 756.7 1323.6 1190.8 848.6 1054.8 1151.6 430.2 1373 651.1 399.9 671.8 411.2 817.8 1058.2 1412 809 1759 1294.3 656.3 1196.3 791.3 1084.1 952 775.9 839.1 740.1 658.5 911.9 278.8 1614.1 565.6 1501.5 720 1477.3 653.2 747.9 671.2 803.5 678.5 1010.2 626.1 704 607.5 482.5 828.9 744 1150.3
587.2 427.5 969 397.9 474 242.3 441.9 586.1 461.7 403.8 567.4 237.2 352.7 629 867.6 289.1 329.6 347.7 362.5 351.4 437.3 255.9 392.3 734 398.8 432.5 411.8 319.7 606.1 849.5 562.3 1398.1 306.6 1817.6 502.1 609.7 947.6 278 1089.3 681.5 447.1 1064.7 852.6 1386.9 535.9 464.6 380 1009.6 389.8 158.1 326.9 261.8 693.1
861.5 1499.2 1152 906.8 1623.8 984.4 1103.7 924.3 918.7 731.7 1017.3 374.3 915.3 1087.7 1028 842.4 675.7 751.1 910.1 1225.9 1063.3 1078 1119.7 1278 1022.2 942.8 1226.9 771.8 1293.8 1221.5 1137.7 1513.6 1440.1 1816.6 1743.7 872.6 889.7 706.3 1304.1 1392.7 1222.6 2101.4 954.6 1400.8 1463.1 1371.9 1157.6 1513.2 1059.4 328.3 1027.9 1314.1 1318
709.3 1146.1 1497.5 612.6 606.5 425.3 853.7 1388.8 1080 366.7 798.4 295.7 646.1 1308 1348.1 181.7 491 553.1 600.1 697.9 1094.9 636.4 1197.5 1135.5 813.8 745.9 579.1 717.1 862.8 1038 973 1155 1064.6 1434.5 1141.7 838.6 826.4 615.4 602.2 1309.1 941.3 1400.6 599.3 1359.7 1106.3 1164.6 957.2 1121.3 743.4 239.6 882 1236.2 1174.9
723.1 837.3 699.2 413.8 305.5 604 627.4 267.2 902.2 319 651.5 32.9 429.6 260.5 1260.6 217.7 340.2 634.1 413.2 485.8 913.6 452.6 684.3 809.8 1152.3 498.2 605 1111.7 677.9 1121.4 1182.6 819.6 695.8 819.9 1169.1 452.8 827.8 296.9 829.4 580.3 1024.4 695 734.5 865.3 841.7 1550.4 1308.1 714.2 668.4 1434.8 1095.2 1091.1 510.6
282 248.5 229.2 483.3 175.1 164.3 221.8 343.3 286.8 352 331.7 606.5 366.6 375.7 439.3 638.7 371.2 142.5 181.2 556.7 272 638.7 257.8 239.6 475.4 337.6 263.7 180.9 524.1 258.1 417.3 239 331.5 54.8 1338.7 393.4 302.9 518.8 278.9 388.1 287.1 454.8 344.2 328.8 279.2 333.2 290.1 286.5 206 2343.5 286.6 310.1 316.1
281.9 160.9 330.3 266.5 86.7 128.5 330.2 425.4 1133.3 143.8 232.3 226.1 738.4 461.7 511.5 140.3 22.8 84 117 429.7 377.8 177.9 452 867.6 632.4 83.9 106.1 396.4 328.7 97.8 275.5 854.6 592.3 87.3 1680.1 97.3 327.8 459.2 527 964 511.6 496.4 1141.5 592 77.5 339.6 240.1 812.1 404.6 71.6 235.8 373.7 48.6
201.7 150.3 47.6 5.2 126.3 81.2128108139105 237.4 6.4 82.4 73.2570081692541 11.2 36.4 96.4388451593649 11.3 82.6 77.6 153.5 86.1 6.6 1.8 23.2 265.872374878461 8.3 5.3 2.4 8.6 118.4 481.8 10.7 222.4 29 464.8 34.4 93.5 12.2 82.5 20.4 231.328627903996 70.2 92.8 78.9 89.6 96.1 239.8 149.1 4.5 2365 323.765042868256 30.2 119.614112565616 10.7 1.1 106.3
506.3 777.9 131.7 313.3 1089.4 440.4 211.2 156.2 239 980.6 164.2 125.9 568.8 111.9 69.4 901.6 491.1 1117.1 589.2 114.8 10.6 344.1 366.3 40.2 61.4 779.8 521.7 693 79.4 312.4 783.2 29.7 204 28.4 12.1 104 74.1 304.8 1244.6 75 179.7 34.6 163.1 60.5 649.6 166.5 94.6 10.1 786.5 448.4 531.9 249.8 171
318.7 259.3 59.7 314.2 66.6 97.7 351.3 6 189.5 30.8 45.7 168.6 118.8 60.8 257.6 759 909.3 329.8 94.2 410.6 220.8 466 192.3 78.1 74.1 124.7 864.5 294.7 97.3 228.5 1429.8 243.6 217.7 43.3 352.9 162 180.3 244.7 361.6 612.7 230.9 234.1 184.6 72.8 281.8 146.7 1770.7 150.2 86.6 165.6 222.6 519.8 92.4
169.3 364.5 809.8 394.1 466.9 542.4 580.7 359.2 403 312.4 353.8 373.8 405.7 492.2 242.5 825.5 398.8 873.7 745.1 521.1 648.1 546.7 735 376 433.8 388.4 608.2 1404.2 603.9 373.7 557.9 202.6 269.9 793.2 641.2 216.5 482.1 424.2 274.4 350.4 447.1 926 389.2 284.3 683.9 436.9 1479.4 1921.7 515.4 1150.8 459.2 653.5 545.8
1101 706.8 465.1 875.5 831.2 737.7 618.6 779.5 624.8 1381.6 596.7 1274.8 1794.8 476.3 562.9 668.2 1385 678 594 865.9 422 513.4 374.4 573.2 695 502.6 648.9 1512.9 538.3 439.9 588.6 1325.1 816.5 481.5 872.6 582.8 645.7 691.8 1079.4 491.1 424.2 1370.4 478.6 928 593 507.5 636.2 413.5 796.5 1162.1 535.8 586.4 375
172.1 49.4 94 126 151.4 207.4 149.7 108.3 171.3 1019.1 58.5 248.6 870.9 102.4 91.4 152.8 137.5 145.3 190.8 190.2 99.9 66.9 66.5 326.6 136.2 244.4 449.2 12.3 89.5 107.9 235.4 1687.6 259.6 78.6 38.2 178.660145092896 133.9 117.4 275.8 248 222 1023.4 56.6 1314.1 252.3 127.2 77.2 206.8 162.8 73.8 242.7 432.9 26.6
1269 1213.8 691.7 955 1157.1 1337.3 1124.3 723.8 648.8 1376.4 770.1 698.1 1050.6 773.7 881.1 1401.5 1523.4 1541.6 1323.6 880.6 715.5 710.3 853 363.9 333.9 1411.4 1070.2 1071.5 654.8 949.7 1191.7 651 840.4 500.5 380.3 495.5 617.7 539.7 1104.1 626.4 665.6 473.1 928.1 543 1211.9 812.8 555 450.8 814.3 432.3 1061.8 707.7 420.5
877 1278.1 1803.4 1067.1 1051.5 674.9 1022.4 1946.3 1064.9 1055.4 1319.4 867.8 1655.6 1579.3 1284.6 747 1329.1 1302.2 1032.8 1159.3 1364.9 1234.5 1525.3 1192.5 830.9 1389.7 1150.4 1818.6 1169.7 1491.1 1327.5 1218.8 928.7 2270.1 554.4 1308.1 1055.4 1072.5 1189.7 1434.7 1120.1 1002.7 1023.9 1212.3 1386.1 1485.9 958.8 874.9 931 671.3 1180.2 1491.7 1489.2
574.2 650.2 704.1 921.7 1013.3 1762.5 771.5 458 540.5 1074.9 575.4 658.1 1283.4 773.8 561.9 853 924.7 743.1 618.1 819.3 406.5 1742.6 708.2 1219.2 656.4 565.1 771 540.2 637.6 703.1 686.8 576.1 1153 409.2 1320.1 605.2 711.7 636.1 683.9 521.9 468.5 772 547.5 510.2 1117.4 580.1 1460.2 1059.6 817.3 1301.3 640.4 343.2 310.5
457.8 461.2 581.2 1633.5 556.9 841.8 574.2 563.1 872.7 477.4 459.8 976.9 782.2 546.3 417.2 363.3 516.9 426.5 530.6 692.5 660.8 1292.3 708.2 1455.9 1330 490.6 442.7 621.9 523.5 412.6 447.2 620.5 980.9 505 1424.7 611.2 1568.4 1014.6 412 582.5 674.9 694.5 419.5 625.2 461.6 522.8 1156.4 1023.2 488.4 364.3 535.5 665.5 696.9
0.2 1.3 175.2 137.9 8 0.1 28.2 10.7 81.6 76.2887955034544 220.4 519.2 108.654381351931 11.7 5.2 169.91585834397 4.3 4.8 14.4 154.6 24.9 96.3 25.2 19.2 139.60877580751 73.2 35.4 13.1 538.4 171.971862562108 3.9 37.5 4.8 178.235938335739 19.1 1983.4 7.6 160.5 6.7 13 6.6 16.4 113.703527961851 10.8 69.3273652753862 151.3 10.2 20 24.1 1274.0837002546 79.6 20.5 140.394222586772
1252 1327.2 1030.6 935.9 1456.7 840 957.6 1277.4 885.9 1253.9 787.7 893.2 940.7 1121.7 925.9 603.3 1303.4 1515.6 1613.7 808.3 1464.1 914.2 1294.2 1095.4 550 1228 1398.4 1092.3 706.1 1671.5 1239.5 1214.3 757 1710.7 448.1 629.1 748.8 1204.6 1072.6 1224.2 945.9 650.7 622.1 1068.9 1181.6 806.4 1435.6 1091.5 813.5 232.3 1188.6 927.7 1548.3
75 31.6 135.4 101.8 102.9 5.4 546.5 221.8 613.6 69.7 209.9 1145.5 174.8 95.6 172.2 29.7 69.2 16.3 71.8 578.7 773 125.3 264.1 869.1 228.6 56.7 109.4 646.5 1245.7 323.9 234.2 543.1 160.6 571.9 103 864.3 197.4 326.9 59.8 365.1 195.3 132.1 281.2 211.6 69.5 1264.7 84.6 871.7 309.399199225329 40.3 142.8 130.2 322.7
108.3 42.8 196.7 287.6 32.3 17.4 65.5 91.1 723.7 9.9 38.7 95.6 35.7 62.9 47.9 22.9 18.1 27.1 10.6 15.2 34.5 603.2 44 943 333.3 63.1 168.1 15.5 8.5 5.4 167.9 15.6 6 26 235.6 28.8 495.7 664.6 18.2 50.6 130 16.7 131.2 81.2 90.7 83.6 1424.8 1494.6 67.7 67.5 53 107.001569209616 13.9
243.9 441.6 105.5 151.3 156.7 729.9 460.4 28.7 17.5 698.4 126.2 143.1 272.5 30.3 12 332 910.1 988 1239.8 466.8 295.4 382.9 245.6 162.6 130.5 1165.7 897.1 178.1 279.9 1190.8 627.5 853.4 167.8 456.7 33.7 9.4 70.3 283.1 563.9 433.7 290.4 477 112.2 745 256.6 222.1 356.5 79.2 119.3 85.9 281.4 420.3 372.3
48.8 368.5 76.6 303.3 334.6 120.6 234.9 65.7 100.5 112.1 100.1 119.9 74.3 32.3 45.8 88.5 69.5 266.9 76.1 522.4 66.3 526.8 572.2 281.9 628.1 320.5 139.3 179.7 84.7 368.9 36.8 364 85.7 363.4 138.1 62.4 79.1 260.6 59 75.9 32.4 146.3 64.2 400.5 246.6 651.8 120.6 153.2 604.2 1110.5 112.1 1993.4 277.6
1377.8 1440.7 1514.7 1542.1 1374 877.6 1214 2214.3 1028.7 1435.5 1072.5 1647 1835.4 1499.4 1491.2 661.6 1192 1049.5 1085 1609.5 1375.4 1381.8 1680.1 1453.7 1378.5 1590.8 1018 1582.2 1134.6 1380.5 1060.5 1688.6 1156.9 1773.1 1411.9 786.6 991.2 1744.5 1494.1 1728 1244.2 1595.8 852.3 1472 1234.8 1693.8 1500.3 1392.5 1010.8 596.4 980.3 1456.3 1741.1
489.9 808.2 296.1 1063.2 401 861.3 432.9 320.9 196.081793957701 1110.9 419.7 147.7 537.5 392.1 128.6 935.5 549.7 1028.4 377.8 256.5 219.269408102654 329.4 181.4 180.560495452618 113.7 445.9 424.8 222.9 193.932362284655 531.3 9.3 203.566656464462 381 18 196.931230844036 730.2 341.3 589.8 897.4 57.8 55 23.3 116.6 29.6 725.4 105 1362.7 137.1 225.7 273.7 254.5 224.7 5.2
278.6 307.6 271.9 567.5 717.3 925.9 781.3 216.6 1096.8 488.5 559.7 786.1 221.5 183.5 108.5 284.8 316 407 406.3 784.6 351.6 1195.3 629.5 560.6 1260.7 352.4 577.3 1092.8 746.8 443.6 458.5 813.9 577.7 430.5 301.9 663.3 429.4 883.1 356.5 313.7 531.1 212.8 109.3 618.9 538.4 978.1 437.6 762.3 1004.2 1572 420.4 1108.2 719.5
834.2 1102.2 598.5 476.7 583.7 377.4 594.6 401.1 855.5 296 579.4 169.4 102.8 423.3 885.9 190.4 163.3 507.9 684.1 254.9 1252 349.7 1404 1103.9 716.5 1016.9 679.3 307.6 417.1 996.6 937.9 856.4 657.6 881.7 363.6 651.5 606.5 575 587.3 993.6 870.8 583.8 491.2 1235.1 665.7 598 1019.9 1143.8 525.2 60 1215.2 649 740.6
269.7 83.7 142.4 76 139.4 203.7 54.3 123.8 64.5 497 275.2 11.4 789.8 84.9 86.5 16.9 244 47 699.5 42 107.8 439.5 134.8 177.6 143.5 296.7 207.9 2180.5 26.9 42 100 166.3 118.9 76.1 247.200245752157 69.7 414.9 137.1 593.7 46.3 383.2 79.4 107.1 119.5 352.111623732712 202.2 78.2 240.3 278.6 60.8 144 301.7 335.8
319.4 844.9 1275.8 532.7 510.9 278.1 545 1546.1 462.8 262.7 839.5 1013.5 399.4 1303.9 879.6 473.3 231.4 204.1 478 683.3 808.1 699.9 848.8 520.3 727.3 1017.1 479.7 504.6 601.9 872.2 216.9 955.9 626.4 565.6 442 797.1 757.4 872.2 288.1 808.9 506.1 566.2 914.7 1138.6 501 807.1 325.2 838 706.3 927.7 435.4 374.3 1585.3
601.7 342.9 226.2 436.6 573.9 422.2 225.8 326.4 367.5 510.8 474.7 499.5 291 277 472 1750.1 348.8 265.4 482.1 230.8 494 484.8 581.2 378.1 561.8 505.4 165.7 322.6 263.7 553.2 428.7 615.7 439 478 956.8 357.7 355.3 301.7 842.5 325 495 272.6 613.6 389.1 154.2 321 337.8 372.8 285 662 293.4 863.2 1934.5
121.6 49.6 375.3 63.9 137.1 19.6 55.4 179.3 111.9 138 62.9 900.8 26.9 104.3 169 161.144144850088 162.9 125 88.4 174.681447973499 106 348.2 26.2 37.5 46.7 30 167.7 58.5 133.903818101612 8.5 8.5 866.3 28.4 129.7 300.7 27.5 40.6 125.071249132503 114.6 15.9 85 180.7 170.3 262.4 5.6 228.7 921.8 1557.8 110.4 137.191424370936 50.4 56.7 1329
1071 1262.5 1263.3 829.9 904.9 944.3 923.9 1264.5 1246 923.6 1100.3 684.9 564 1195.3 1404.2 542.9 632.3 831 953.1 1012 1407.3 740.1 1550.3 1358.8 905.4 1277.5 874.3 815 1108.3 1434.4 1173.3 911 1109.3 1936.1 625.2 960.7 860.4 1329.4 708 1318 1583.7 934.2 530.3 1192 1275.7 1157.1 1048.1 1112.8 712.7 159.6 951 1466.9 1220.5
958.3 1111 1088.8 1003 1528.3 907.3 905.8 1314.6 1050 1158.4 874.1 565 2106.7 1360.6 1084.1 688.9 1489.5 1303.9 990.2 1192.9 1234.2 848.9 1738.8 1064.4 1037.6 1554.8 1139.6 1616.8 764.2 887 1255.9 1598.9 1176 480.7 1141.5 1141.2 778.3 556.1 1341.2 1182 1362 1223 977.5 1325.2 1053.1 824.7 1159.9 1136.5 988 677.7 897.6 598.8 1452.2
391.5 118.9 387.2 802.8 157 153.7 623.3 232.1 335.8 253.8 481.5 328.1 228.8 199.7 200.7 651.7 405.5 86.7 135.4 157.2 151.3 512 94.3 135.1 246.8 182.9 161.1 142.7 179.5 108.1 136.1 442.7 252.9 195.9 169.3 200 784.6 465.3 318.4 224.6 968.2 128 100.1 164.9 153.3 214.3 215.1 531.2 156.4 419.3 2077.9 126.2 107.2
412.6 33.3 60.1 85.3 41.6 85.9 177.9 106.3 560 46.1 139.8 370.5 466.8 46.2 253.2 19.5 65.2 30.8 139.3 235.9 255.9 246.8 101.5 721.5 168.4 189.9 74.5 77.3 274.5 75.5 400.9 1705.4 1023 69.8 79.3 196.068692717646 206.7 62.7 151.5 82.8 138.6 694.3 48.9 639 34.1 321.3 85.9 1078.6 160.6 5.6 104.8 415.5 141.9
170.1 516.8 295.2 727.1 234.8 284.4 159.6 184.2 516.9 348.4 227.7 382.6 94.4 189 65.6 130.4 182.1 107.7 72.7 185.9 236.8 530.9 638.1 1001.1 793.1 549.9 105.4 273.4 90.8 453.2 124.2 896.9 485.6 643 443.7 1160.1 738.3 533.3 95.5 290.4 241.6 225.5 118.8 478.5 141.7 604.4 1660.1 688.3 587.2 297.4 160.6 242 143.1
661.7 1447.9 1830.3 830.6 1406.1 1360.3 1537.7 1376.7 1286 940.4 1433 1206.6 679.5 1462.6 599.6 1388.2 916.2 1052.2 1459.8 1554 1259.1 1454.3 1937.6 1305.8 1055.8 1486.9 1348.3 1390 1617.1 1216.4 1343.2 1017 1262.3 1433 1673 1664.4 1108.5 1310.9 1137.4 1028.8 1259 1804.6 1464.9 1251 2029.7 1574.2 797.7 1485.7 1524.8 1638.2 1610.6 1605.7 1727.2
300.6 373.9 293.2 179.6 340.8 73.1 319.3 294.2 472.8 100.8 418.4 87 416.2 339.6 406.1 174.9 410.7 674.3 401.6 210.2 131.2 79.1 48.9 19.4 58.8 954.9 1333.3 895.6 677.6 845.6 934.2 14.5 623.7 703 77.4 231.1 427.7 139.3 641.3 160.3 55.8 36.2 725.1 29.6 230.2 211.4 23.8 33.9 609.1 165.6 622.1 76 1044.3
812 784.1 215.5 210.8 1108.6 1297.5 559.4 320.5 640.1 1160.2 161.1 371.7 398.1 373 541.6 1090.5 642.8 654.9 430.6 305.4 986.8 410.7 1187.6 312.7 282 127.4 201.8 162.8 389.9 130.6 565 169.6 471.9 57 376 298.9 350 257.9 171.6 387.9 876.2 82.1 227 172.1 682.7 449 234.1 142.6 265.8 385.3 277.6 675.9 293.456298307298
996.5 1303.8 1202.5 911.2 891.9 588 680.2 1668.5 1200.5 878.9 984.8 730.5 755.8 1377.1 1229.4 518.6 750.8 1100.7 1226.9 852.3 1380.3 1040.4 1622.1 1311.5 861.7 1238.5 1549.1 716.9 896.5 1286.3 1133.1 1404.6 992.8 1309.8 1260.7 899.1 821.7 1240.7 539.4 1379.3 1587.3 1029.9 638.2 1440.4 1362.3 856.9 1507.6 1254.6 632.7 368.3 1197.1 950.1 1218
1421.3 1428.2 2034.9 1331.9 1668.4 1316.6 1683 2226.9 1513.4 1523.2 1605.4 1593.1 2393.4 1795.9 1873.5 1287.1 1707.6 1607.7 1439.3 1965.1 1801.8 1325.6 1997 1649.2 1347.9 1644.4 1499.6 1756.4 1877.2 1738.2 1704.2 1871 1875.6 1684.6 1698.1 1241.3 1329.2 1409.2 1613 2156 2159.8 2815.4 1662.4 1801.9 1720.4 1688.5 1827.7 1644.4 1522.6 1113.4 1276.3 1423.1 1850.5
832.8 773.2 706.9 643.4 672.5 368.4 714.5 928.2 950.2 752.1 880.4 452.7 467.2 827.3 1648.1 381.3 632.2 465.3 649.4 707 1331.8 370.3 1327.4 1001.7 756.4 1332.1 555.9 1329.8 1166.7 612.1 839.3 1391.4 1006.2 630.4 419.8 727.2 995.3 562.1 806.8 885.6 989.6 564.4 794.4 858.5 856 1197.7 1556.7 620.2 930.5 523.4 1216.7 1146.4 977.7
76.1 106.8 120.5 320.5 111 192.2 533.3 87.7 163.2 151.2 250.9 294 39.9 49.3 20.5 74.9 83.3 78.9 83.3 897.5 220.7 553.2 89 489.3 1081.2 148.7 94.9 260.2 274.1 225.4 7.8 457.7 75.3 1098.9 153.1 88.7 16.2 263.2 61.6 51.7 8.1 3.4 32.1 144.3 105.1 1407.2 19.9 564.5 499.2 752 107.1 646.7 158.6
437.4 856.2 726.2 83.5 493.4 71.9 210.8 686.5 869 89.5 640.2 189.178273149803 318.578359412807 832.5 978.9 195.591081898451 209.881479566108 110.6 237 5.4 850.3 16.9 601.9 343.2 96 191.3 374.3 6.6 292 533 742.5 480.3 280.4 435.8 111.3 642.7 319.8 407.3 107.9 381.7 1526.6 159.3 187.7 525.9 805.2 341.4 303.5 628 139.4 132.555418762004 82.9 726.4 384.3
887.2 790.6 1280.8 1626.8 854.4 1005.5 917.6 1166.8 942.8 1044.5 973.5 1843.9 1131.1 1349.2 1273.2 1267.7 870.1 664.9 793.9 1134.8 665.9 1155.3 870.7 994.8 1544.8 813.4 977.3 936.4 1611.9 791.2 1301.9 986.1 1008.9 1225.2 1815.3 1647.7 1488.3 1372.4 859.7 999.7 1120.5 977.7 1204.8 948.6 975.1 1075.1 1835.4 1527 814.3 1697.6 889.1 930.4 1122.9
510.5 697.2 615.1 603.4 388.8 488.5 754.4 782.3 456.7 519.9 732.6 387.9 394.7 711.4 606.9 466.7 770.5 696.8 467.1 706.4 674.4 603.9 836 870.5 559.7 801 688.1 553 799.2 564.7 819.7 970.5 622.2 774.3 2549.1 736.6 559.4 595.2 477.4 637.8 638.2 1075.4 537.1 781.7 742.9 815.1 598.5 632.4 371.9 257.5 440.3 943.6 691.9
1857 1030.7 631.3 694 783.3 754.2 764.6 680.9 542.5 1381.2 756 642.5 457.3 710.5 733.7 843.8 1194.9 1044.8 860.8 404.7 689.5 437.7 510.8 1016.5 191.9 1340.9 852.2 418.2 431.2 1206.2 814.1 890.4 456.1 641.8 580.213882702689 652.5 878.7 578.3 1041 581.1 664.6 484.7 1057.2 839.2 402 1185.1 496.2 724.9 416.4 308.224386491352 467.6 606.1 597.3
630.8 709 303.8 1243.8 775.1 1322.2 926.2 414.6 356.7 742.8 475.6 1369.1 386.6 407.6 459 1553.4 1052.4 875.9 1068.4 1069.8 490.1 851.8 621.8 231.5 393.8 437.3 540.9 336.1 527.8 482.7 325 486.5 834.5 441 162.3 446.1 498 712.6 595 468.3 388.9 428.1 262.7 376.3 485.6 533.8 704.8 299.1 455.9 825.4 438.4 700.6 467.7
1049.5 695.6 528.7 936.4 729.8 1127.9 709.1 891.1 559 1250.8 658.2 1003.9 1498.9 692 603.7 1521.7 1542 878.4 1329.8 874.7 608.2 605.6 623.8 263.5 740.4 709.4 914.2 730.3 496.6 584.4 664.6 597.4 838.9 485.2 14.3 1069.6 817.1 732.3 843 577.3 551.1 491 632.2 596.6 410.9 545.1 631.2 473.6 971.6 1334.6 587.6 698.7 807.8
405.5 272.8 1052.6 1141 296.4 1183.2 308.8 373.1 179.5 795.5 820.1 641.3 510.2 496.6 517 613.8 458.4 366.8 367.4 848.2 251.9 252.4 736.9 220.3 330.5 319.7 901.4 439.6 850.9 259.5 898.1 821.3 898.3 302 888.2 838.8 694.7 799 269.6 623.5 330.2 448.6 711.2 264.6 279.4 313 1015 1016.3 793.7 1432.7 293.7 426.2 948.7
231.8 252.9 349 136.1 205.3 763.5 245.5 317.2 268.1 1081.6 276.4 145.6 554 287.1 298.4 145.4 844.7 765.2 619 266.8 356.2 180.9 306.5 342.6 176.8 967.6 1215.6 1255.5 304.1 373.5 271.6 284.6 224.1 190.2 110.7 226.7 234.7 314.1 305.1 297.9 308.7 254.8 413.8 301.5 368.7 235.5 154.8 104.8 491.1 1453.2 493.2 303.4 240.1
481.7 296.9 550.7 1372.7 354.6 530.7 367.5 817.1 888 406.3 365.6 1163 648 1241.9 537.2 639.6 908.4 341.1 718.4 642.5 565.3 799.8 351.6 590.9 1332.3 398.1 530 625.9 926.4 636.4 1004.9 362.2 568 906.7 1525.7 226.9 763.3 608.9 367.8 915.9 596.5 606.2 346.6 884.9 299.6 925.6 994.8 862.3 764.5 1128.7 899.7 930 371.7
290.3 211.8 498.8 232.6 121.7 545.6 451 10.7 467.4 382 533.2 735 114 212.6 86.1 420.8 223.8 203.8 341.5 526.4 175.4 448.7 101.2 448.8 497.9 362.3 225.3 481.5 383.8 112.7 68.9 467.5 249.002946762418 334.8 324 1809.8 217 374 291.7 342.8 51.7 53.6 139.6 307.9 168.6 551.6 98.2 1410.1 675.9 589.5 339.9 133.9 210.9
1575.7 1278.7 1637.5 1518.3 1156.5 1527.2 1411 1798.1 1313.2 1400.2 1179.4 2364.5 1754.2 1262.5 1412.4 1311.2 939.7 851 1294.6 1735.4 1456.2 1444.1 1000.4 793 1426.3 974.1 1178.6 1104.1 1557.7 1102.3 1645.8 1150.3 1749.1 1168.1 1883.5 1147 1372.7 1177.4 1049.6 1366 1307.7 896.9 891 926.8 1076.1 1502.4 1661.9 1192.6 1351.8 1301 947.8 1182.1 1623.6
706.8 1239.1 982.3 1352.3 616.1 785.8 639.5 1312.9 841.4 817 779.7 1057.2 1188.4 1910.2 1489.7 729.9 1183.9 980.7 898.5 1327 1005 969.7 1200.6 648.3 1247.2 1012.1 1207 1150.6 927.4 1145.1 1124.2 718.8 1544 1660.6 1459.6 730.6 954 1036.1 854.6 990.7 1378.8 1588.2 500.4 1105.4 1633 1090.6 1341.9 1126.7 715.4 1406.4 908.4 1346.1 1012.4
75.5 173.1 591.4 280 364.9 641.5 141.7 545.2 46.2 54.8 276.8 122.6 122.3 394.5 239.5 767.9 90.2 824.6 228.8 237 155.9 374.4 199.4 762.7 201 298.8 163.5 304.4 130.6 302.7 31.9 286 261.9 567.3 204.4 637.2 126 1600.8 160 349.3 41.2 264.7 661.2 307.2 222.2 243.8 260.5 989.6 432.7 1235.1 274.2 441 468.2
1186.4 1273.3 1314.3 1092.6 1185.3 864.2 1071.5 1343.5 1600.8 960.8 1259.3 1166 1053 1731.7 1742.3 800.5 674.6 900.8 1258.2 1492.9 1319.8 880.7 1377.3 1194.3 1175.7 1048.5 873.6 1176.9 1706 1540.9 1628.9 975.3 1209.5 2078.5 763 1468.7 992.1 1471.3 972.5 1531.3 1579.2 1211.4 749.9 1377.1 1206.3 1185.6 1118.8 1251.9 778 604.1 1360 1465.8 1338.8
460.8 434.9 628.3 831.6 881.7 721 484.3 333.7 622.3 370.7 524.6 740.5 241.1 369.5 268.4 1620.5 727.9 800.5 748.2 540 769.6 999.7 972.3 725.1 708.9 607 368.4 489.3 528.8 535.5 588.1 348.6 478.5 373.6 227.2 586.1 518.2 588 684.9 460.2 495.1 255.4 832.3 470.3 526.2 471.8 311.6 772 773.2 1977.8 624.2 669.5 357.1
1019.6 984.6 1215.5 954.1 1230.7 1398.8 1144 1626.6 612.7 1621.1 1245.7 827.6 961.1 1385.6 1051.3 1381.8 1162.5 1494.3 1422.4 1074.4 1176.3 788.4 1439.1 892.9 363.5 1449.6 1354.1 884.3 1035.4 1137.9 1124.2 893.8 690.6 1038.5 41.8 981.5 603.3 822.9 1132.7 1263.7 916.9 1004.6 1098.7 927.9 1047.4 1023.3 766.3 1051.5 813.8 410.8 930.3 1049.6 978.7
274 80.7 34.9 136.5 117.6 752.1 237.9 48 29.8 603.2 10.1 126.7 559.6 175.86211024689 150.076884718551 754.2 1185.8 962.9 289.9 121.1 15.6 673.2 106.4 34.8 77.7 119 416.7 20.3 7.3 175.3 175.9 26.2 46.2 7.7 6.6 195.848791029764 26.1 52.8 83.6 62.9 18.1 33.3 93.6 14.9 232.7 123 26.8 13.2 67.4 1345.3 200 138.4 150
1140.5 622.1 631.9 704.8 821.5 799.3 731.5 530.6 714.7 875.3 735.4 333.4 683.2 465.5 680.5 1642.3 1093 1370.1 1186.8 643.5 874.8 512.7 358 743.8 652.7 610.6 1057.2 788.7 927.1 915.6 1030.9 901.8 793.3 339.1 441.3 410.1 955.6 549.1 1505.7 843.4 1057 1286.7 1156.9 893.7 877.2 318.5 610.4 458.8 1052.5 933.7 732.2 537.3 296.9
