"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
5576.7 7510.2 7949.4 2344.3 5654.7 1094.1 5982.6 2895.7 7848 6907.3 15286.1 5881.9 6390.1 10255.4 6531.6 11233.3 11940.4 2903.8 7988.7 11835.6 308.5 3910.3 17400.1 5686.2 1758.8 7486.7 5882.4 3603.2 6687.9 2119 216.8 705.9 134.9 1732.5 11.3 2588.3 1332.8 3468.2 3460.5 4926.9 69.4 2893 1538 333.7 4172.9 4031.4 18790 9525.3 2247 7135.1 13035.7 2357.2 7949.9 5623.8 15378.9 10698 19.7 1748.9 480.2 1304 5020.7 1300.6 15.4 2488.4 1123.1 155.4 537.6 5611.3 7547.5 13954.1 5715.3 2507.7 520.5 8588.8 2741.9 4771.3 1017.1 6061.2 23.3 899.7 1643.7 6291.4 5059.1 4666.1 7546.9 8611.7 2074.3 4733.9 1129.3 79.8 1753.9 324.5 259.2 6958.4 1308.9 5831 1682.9 30 738.4 427.7
12531.8 9664.5 10315.9 5441.4 7333.4 1918 9255.3 5427.5 7221.3 4569.5 13346.6 4035.6 7092.2 11317.9 12530.9 10955.1 13912.4 4458.6 14320.9 13519.2 274.1 6548.4 10880.5 5158.2 2282.8 7122.6 6262.2 4604.5 6267.4 2058.6 138.7 931.4 203.7 2335.5 21.2 3753.4 1328.1 3292 5252.8 3955.2 36.3 3265.1 1769.9 883.2 5312.8 3414.7 17107 8721.1 4265.6 8492.3 13296.4 1741.2 7382.5 7692.2 14915.3 9534.4 22.9 1080.8 1243.7 1790.8 4655 1617.3 113.7 3853.3 707.5 253.5 923.4 4975.5 6243.9 13258.7 4934 1868.8 665.9 7088.5 4550.3 3465.5 1667.7 8650.1 7.2 780.9 1049.2 2829.3 7042.7 3907.3 6154.6 8165.2 3345.1 2396.3 3000.3 198 2949.9 570.3 416.6 5991.8 1574.5 4419.1 4451.4 269.3 814.9 744.1
5056.8 7566.8 6508.4 6436.9 4621.4 3252.8 9795.2 4326.1 6770.2 3222.5 5190.3 4203.5 5009.1 2560.5 5342.5 5113.3 5167.9 2228.1 4558.2 2436 1272.5 2833.6 2292.4 2139.4 3606.2 3449.4 4603.2 7387.1 2234.9 14616 3481.3 10791.2 2004.7 2879.2 5181 4523.1 1979 2102.7 3516.1 2367.1 2701.4 2483.9 2484.9 3519.1 4055 3421.4 4195.4 6659.4 1807.8 2788.9 2100.9 6704.3 4299.4 3814.1 3717.9 7677 1183.3 6992.4 33225.9 4007.2 1801.8 3149.9 3140 4058.1 2662.6 7064.9 1360.2 1600.6 992.5 2427.3 4378.4 2039.1 479.4 1885.4 12028.5 3594.8 2046 5409.5 3732.7 2045.7 1009 1644.6 3582.1 3899.1 943.3 2235.5 2193.4 22171.2 3378.5 1237.4 1832.5 5469.3 1758.4 1727.4 2208.4 3126.1 5040.7 3518.4 2485.4 1610.8
7644.9 7643.6 11770.3 8436.5 11443.9 9600.6 12648.8 13588.7 9934.3 9657.3 7011.7 9139.2 9790 7495.4 7013.6 6815.6 8628.8 7691.6 10125.4 9435 7469.1 8506.4 8696.1 21840.8 7196.6 9637 11193.9 12783.7 11602.3 15111.7 13325.4 18068.3 21030.3 9930.7 8991.5 7407.1 9728.9 10173.6 7264.8 20220.6 3812.6 7792.1 14843 9248.5 10344.1 6644 16372.6 9072.2 10701.9 10312.1 6077.1 9077.8 6230.4 7353.8 4929.2 7331.7 12181.5 15299.8 6536.6 12019.7 9168.4 5927.3 12880.1 10294.7 13783.9 14476.1 9267.6 11760.6 13822.6 13353 21476.7 11685.9 15043.7 8857.5 14297.9 13226.5 4751.1 14952 16500.3 13891.5 8881.1 4644.8 8866.9 11750.7 11492.7 7461.8 7631.8 6134.8 29340.2 9411.4 11162.2 8472.6 11360.2 5581.8 6286 6334.9 9899.7 14962.6 6510 10622.4
6885.1 12210.4 10357.3 9052.3 11364.2 9838.6 13105.1 11489.1 9730.3 8861.9 8193.7 7639.1 7541.3 8504 9080.1 10939.8 9964.1 6712.2 7853.9 4787.8 5577.5 11809.2 7197.1 20012.7 6000.7 12631.6 8215 9264.5 6200.4 8120.7 10102.5 20833.2 12852.8 8971.2 6271.9 9845 6317.1 7514.2 4916.5 14849.8 6846.9 9208.4 15736.7 11772.8 9772 6563.2 17208.4 8360.5 8499.4 10556.1 5007.4 7184.8 5497.5 5725.5 6748.7 8655.6 6803.2 20458.1 5991.8 7272.3 6334.2 6330.5 7136.8 3204.2 6736.5 18822.8 8104.8 14900.6 20739.2 11383.9 12396.6 7191.3 6029.3 5558.4 9331 9167.7 9458 6326.4 14950.7 17059 15081.3 5875.4 7238.2 11973.4 13105.1 9403.9 10746.4 4718.5 10867.1 6044.7 9307.4 18669.7 17600.5 4341.6 8688.5 5072.4 11526.5 21098.5 7126.1 5967
9722.1 6392.9 7133.9 5423.2 6500.9 7124.7 4790.6 5843.4 6394.9 7719.1 6983.7 6111.7 7637.2 5712.1 6447.9 7929.9 10079.1 6658.2 7063.2 10890.6 5097.9 6731.3 5265.7 8761.8 10741.5 6468.5 5885.7 6812.1 18901.7 7613.2 8411.2 12473.1 9306.5 11959.6 13487.3 6931.8 12458.3 11693.4 8813.6 14101 3471.4 5764.3 6971.2 12317 8337.3 5637 10213 7629.5 6136.7 6183.1 12453 6751.7 8397.2 18851.8 11416.8 7811.7 9917.4 10818.4 8832.8 9845.1 6732.4 6151.7 10446.8 10536.8 11575.7 12089.9 10641.7 10338.6 11638.1 8107.8 15578 7010.6 13816.9 7302 11975.4 10504.6 14949.9 11609.2 9667.6 34732.5 10678 8170.9 8863.9 13135.7 10140.3 11936.1 12115.9 8014.6 8402.3 17001.5 9150.1 12420.4 22791.9 8318.7 7674.7 6320.5 10483.2 9758.1 11732.5 11778.6
13498.4 10882.5 12999.4 10696 15183.9 15967.8 12694.9 11774.4 11659.6 9917.4 6822.2 10257.6 12853.4 14198.9 10855.1 11583 13974.9 12054.7 12380 8815.5 15891.9 12127.8 6701.2 11108 17366.5 8602.2 10923.3 13243.8 11591.7 14391 14075.6 16478.2 12547 16541.5 18081.9 13377.1 14514.3 8749.4 11906.7 12579.9 10300.9 11502.8 12052.3 20967.5 16043.1 10469.3 11738.2 9866.8 12687.8 14912.7 9866.3 13080.4 7909.6 13379.3 9057.9 11530.3 6873.4 12591.5 13198.9 18609.7 10031.8 6243 17716.9 18521.6 20157.5 22024.1 3027.7 2680.8 1029.4 984.9 11115 15315.9 11419.4 12063.2 8531 3558 10692 15187.6 2470.7 9623.5 1368.1 11836.5 11655.1 14223.9 1652.4 10516.7 11059.2 10706.8 12348.6 12931.7 15027.4 13267.5 10036 11722.6 14132.7 10192.7 15185.1 14458.3 16121.5 16084.9
4597.7 4164.2 2748.5 2348.7 2684.4 2591.3 2415.7 3001 4339.6 2748 5620.8 2523 3309.4 3714.6 5990.1 2854.4 6766.5 4550.7 2510.2 4415.7 3439.5 2314.2 2108.7 2757.1 16989.1 3258.5 3739.2 4612.7 2536.1 4798.3 18299.7 4066.9 3492.7 2090.3 8211.9 5810.1 3111.3 3012.3 2858.3 2664.6 2056.2 2304.7 3614.2 2317 6213.3 4027.8 4439.1 6209.7 2871.6 3866.8 3929.1 4903.4 5705.1 3277.3 3533.3 2916.9 16621.4 4184.8 3390.6 2670.9 5846.2 8038.3 8403 3595.2 5863.6 3756.4 9184 14365.3 16483.2 12576.4 7797.9 7655.8 4647.9 2038.8 2252.8 11746 7631.5 2922 15451.6 14822.9 15133.1 10479.4 3369.6 4473.6 18082.1 6342.3 8201.6 10910.4 2406.5 3961.9 6122.1 2098 13525.2 6599.4 6029 4741 4419.6 691.7 4351.6 5049.8
6928.1 9892 12725.2 5749.2 11634.5 9950.6 10772.4 13160.7 11059.3 9150 8308.5 9630.9 9403 7489.2 8289.8 8406.5 7615.3 6866.3 8979.3 8619.9 8286.8 12437.7 7399.3 19907.9 11988 10170.3 9590 10051.5 12194.4 10761.4 7170.6 26951.7 7723.3 12255.9 9536.5 9618.2 8286.4 7688.2 7932.1 13422.4 8495.5 8401.1 8300.9 9643.4 13735.6 7874.7 13722.7 6137.7 11477.2 13756.2 6021.9 12249.4 4180.3 7663.8 7123.6 8836.9 18750.8 19308.6 7250.3 16187.3 8386.8 5957.4 11157.9 11439.3 8741.2 20567.9 10010.9 17383.6 15823.2 10929.2 17077 9810.2 3417.4 8915.1 10558.2 7105.4 5350.6 10686 22180.9 12335.5 12715.1 6762.5 10060.3 16137.7 17755 10840 10147.6 6670.4 12993.7 3772.3 10116.2 14510.1 11040.9 5574.1 8080.2 6113.3 14450 17135.9 6683.1 10397.9
672.4 575.8 1046.1 455.8 721.9 824.3 518.8 782.3 679.3 450 493.5 954.2 5172.2 741.9 865.6 695.4 739.1 785 539.8 614.3 471 986 444 446.2 1510 701.1 847.2 1677.8 550.3 1076.3 990.7 33780.8 489.1 1129 1209.9 910.2 672.7 583.2 800.6 726.6 1014.1 481.9 1001.6 540.3 1751.8 4473.1 634.7 767.7 1025.4 696 946.7 1355.5 833.4 1033.2 1046.7 1060.3 3480.6 1346.5 1817.8 779.8 18125.3 794.3 598.7 858.4 1413.8 1849.1 740.8 704.5 3059.6 9938.5 927.4 1062.2 446.1 735.5 558 469.2 799.5 1194 378.7 1344.1 361.3 741.2 831.3 1574.7 369.6 1026.4 963.1 8776.7 895.2 580.2 1039.2 1110.1 937 2002 849.1 11250.7 1149 10314.4 1377.4 1026.5
13902.2 13938.4 15302.9 12257.2 14001.8 14225.9 15161.9 16313.7 15640.2 12275.8 11908.6 15004.6 9972.1 14732.6 10944.3 11738.5 10215.7 12495 11589.5 13265.2 17440.3 16862.1 13872.7 23748.1 19784.3 16243 11911.6 13038 19784 17420.6 14515 24034.5 14933.3 17618.7 16861.2 15982.4 18950.1 19114.3 14049.8 21932.3 13984.5 10704.1 22756.4 16945.3 17334.4 11614 16983.8 11509.2 15124.8 18569.5 11236.8 12377.4 10709.6 11209.9 15410.4 10308.4 12588.1 23425.7 8649.6 21523.9 11581.5 21374.4 20568.3 17035 19601.4 26436.1 16960.8 27550.5 20242.2 11557.2 20166.3 9217.1 11874.9 16472 19908.2 21917.5 13503 17379.2 21468.2 22487.2 18008 14875.2 11789.3 19154.3 22217.3 19197.8 15854.9 10582.7 20483.9 16946.4 15031.1 18648.3 15490.3 12087.9 12157.9 11034.5 19568.5 19027.2 17394.2 18403.8
3691.7 3053.9 1951 4811.3 5985.7 12066.2 4408.7 4139.1 5543.9 6673.8 9953 11649 13541.8 2619.5 5699.8 4346.2 6692.6 2548.1 5681.4 16645.2 475 3231.1 11582.6 5138.3 11922.4 5235.4 6844.6 10071.2 8898 10384.1 2470.3 3685.4 4195 7704.1 388.3 5116.9 1309.6 5518.8 5785.4 381.6 458.2 1532.5 13949.9 1300 11793.8 7984.3 1200.1 6671 6678.7 4097.5 5787 7109.9 12792.6 18961.5 8752.1 8504.7 2019.4 3780 10255.1 11262.2 5253.9 882.9 1125.4 18542.3 5458 4753.7 388 537.3 2029.1 2433.2 3646.7 6543.5 2633.2 3158.1 3874.3 3229.8 4593.6 2783.4 207.2 4810.2 1234.1 6577.7 1502.1 7123.7 1770.8 4174.2 4269.7 4075.3 3012.5 448 1508.7 5529.3 950.5 10660 9832.2 4444.5 4323.3 4741.1 1350.4 2314.8
6987.2 8249.7 8028.7 8254.2 11655.3 8059.6 8649.3 7319.3 10359 11249.6 4308.8 8449.8 8445.6 9583.9 6702.3 7809.1 7540.3 10660.9 9095.6 7565.5 12807.4 9564.5 7803.4 17202.7 9791 5993.5 8545.5 8328.9 11460.6 10202.1 17324.2 12027.7 10309.1 14490.8 19540.3 6891 13947.9 9350.1 8432.7 10915.2 10944.2 9804.2 12212.5 16769.7 12082.2 10444.2 9030.1 5402.6 9951.9 9320.9 6447.8 7069.8 6655.9 9643 6431 7630.5 17502.2 11836.6 9293.5 27272.4 7139.5 9824.3 12364.1 13879.1 25035.2 17541.8 14463.2 11245.8 6121.9 3302.1 9668.9 10322.3 13510.7 11000.9 11759 8741 8403.1 8690.8 15847.9 9611.3 11894.7 15948.7 7963.1 14803.5 7325.2 7625.2 9997.8 8273.8 12714.2 18698.9 8230.6 11802.1 11256.5 14491.1 12223.1 9491.9 15666.6 17888.2 18168.5 16735.8
10784.4 11763.3 9470.1 9833.6 11101.5 9638.2 12757.8 7693.4 8324.3 10586.3 11179 3550.6 8710.5 11435.2 13536.7 16743.5 13734.8 5091.8 11213.9 5123.3 2816.8 15690.3 8528.8 4025.9 13648.1 16336.2 7998.6 7669 10825 4821.1 3073.3 5931.7 1133.4 5351.8 392 5208.7 2022 3201.4 6808.6 3901.5 1375.4 10869.3 4927.3 7398.2 5227.4 4464.5 9668.8 10577 3812 5820.2 4028.8 5830.1 7286.7 10316.3 12128.4 17003.2 2871.3 3996.8 2560.8 4297.1 5544.6 2398.1 848.4 2450.2 4775.1 5097 2187.6 1292.5 2262.2 3044.6 4278.3 8380.8 2193.4 4201.5 3882.7 3994.5 2627.7 3527.2 890.8 3174.7 1856.2 3087.8 4309.6 4079.7 4143.3 5212.8 2153 2947.5 4046.9 770 4160.7 10604.2 454.6 3820.2 1885.9 5114.2 3255.7 4073.1 1789.4 1673.3
4130.4 3970.2 1196.2 2814.9 1747.2 2163.2 6527.8 756.2 1622.4 9334.9 3978.7 1570 1436.3 10122.1 4543.9 3278.6 1352.5 14987.7 3724.3 2401.3 18285 1662.6 2174.5 14874 2059.8 1812.6 6491.3 1384.8 5515.3 2271.5 600.3 1589.2 7023.9 6408.5 11377.5 11739.8 8505.1 3225 2187.9 8694.7 3958.8 7873.8 6734.1 3046.9 3220.7 10812.6 10249.2 651 2004.5 13372.7 8407.7 2940 2192.3 4781.6 3402.3 1785.4 3607.8 4860.3 2942.5 2764 1917.1 10745 1481.9 908.8 3608.5 2227.4 10366.8 14965.8 11282.4 2372.2 8468.2 9069.5 11854.8 7360.3 8583.8 4318.2 6732.7 3325.6 14045.2 2472.6 7915 9980.1 8887.4 11657.1 7598.1 6960.4 5564.6 5864.7 1657.9 4112.8 11511.6 2714.8 6661 10475.4 8078.3 5102.8 4613.1 8113.8 10088.4 11870.2
4574.5 3065.2 8152 2343 7119 4138.3 3334.9 3661.4 5466 4892.7 1903.7 4499.8 2519.5 5671.6 2801.1 3843.1 4035 3583.3 3344.2 2645.5 5883.9 4364.4 4302 9741.8 4995.1 5093.7 6754 7365.6 6866.7 12176.8 5900.4 16751.7 4917.9 9988.3 19409.1 9046.2 7441.9 6156.1 13208.2 6463.9 3205.1 6192.1 10331.2 10795.7 5379 3555.5 5725.9 2188.4 7904.7 4191.5 2937.7 7834.2 2028.5 4444.9 2272.2 4363.5 14259.2 8124.6 3177.7 14530.8 2872.4 4909.1 8112.5 11746.2 6641 5200.4 9386 9031.5 9479 9614.6 12761.8 7573 3931.8 3688.3 8682.4 5708.4 2231.6 6995.3 23914.8 4875.5 8027.4 2687.2 5492.2 11435.9 17906.9 11356.8 2693.1 10045.1 13858.3 3533.2 7482.1 8443.5 8650.1 5929.3 9276.9 4578.5 11819 8776.1 5036.9 10266
605.7 877.4 1260 863.6 423.8 5580.7 481.4 714.2 317.7 6333.3 650.3 341 1630 198.1 1988.4 457.5 741.4 2477.8 265.6 722.5 38.3 234.3 313 236.5 4147.7 474.4 1534 2923.2 350.5 7768.5 723.8 2196.4 506.5 252.1 892.6 309.9 478.1 732.5 203.5 434.3 1301.9 873.5 650.1 151.9 4093.4 540.3 190.2 515.7 562.5 425.2 607.1 3916.7 831 446.9 544.3 5273.6 977.4 1398.2 11817 4950.4 3657.8 437 3715.4 2158.2 534.7 26643.6 1049.6 406.8 1311.6 1178.8 1902.5 1931.3 361.1 668.7 1001.2 633.6 18093.4 510.4 777.1 18842.3 2605.2 333.8 1084.6 1035.9 331.8 201 323.1 3474.2 293.5 11547.1 164.6 3162.1 1262.5 661.4 235.9 7478.5 564.9 322.3 1161.4 296.9
3117.5 5284.2 7231.1 5815.9 6528.8 7413.4 7183.9 12736 6523.9 5260.8 3299.9 6569.9 4127.9 6243.3 6002.9 5641.4 3577.7 3390 4263.2 3862.5 11795.5 9615.7 5987.1 19776.7 9992.5 7056.6 5935.1 8935.2 7659.6 8912.6 6563.9 18286.8 7240.9 8327.8 8033.1 6573.2 4038.5 3812 4845.8 13868 9492 5952.1 10449.3 9211.6 10227.3 5072.9 9625.8 3753 8024.8 4903.3 3259.3 8158.5 2306.2 3123.4 4174.8 4292.6 3870 19086.7 3849.7 9909.5 3230.3 4443 7290.2 5229.2 13956.2 22064.6 6431 4206.5 1557.2 2579 14287.7 5412.4 5709.1 4010.7 9988.1 2224.9 1862.4 3204.7 5475.3 9747.3 1999.7 6015.7 3061.3 12234.8 4059.4 6099.5 3977.5 5786.4 12633.6 3413.4 5815.4 14328.6 11352.3 5132 5905 4702.5 10997.3 13413.5 7076.5 5318.5
332.7 86.2 910.9 140.4 188.2 418 390 172.8 482.1 49.5 52.1 57.9 452 45.7 46.3 94.7 170.6 40.4 513.5 1062.1 41.5 49.8 37.4 1488.9 499.3 58.8 34.1 192.3 905.2 234.1 228.4 178 2155.6 364 414.9 42 3132 503.7 279.9 1111 2709.7 39.5 42.3 75.5 535.7 55.7 267.3 176.3 64.7 1662.9 273.2 244.6 210.3 1121 254.2 57.7 140.3 26145.7 98.6 8212.6 168 8227.5 352.2 56.2 54.4 2714.3 47 94.2 162.5 139.1 252 239.1 2166.9 27597.6 10338.6 52.2 53.8 233.2 337.5 232.1 27.9 69.6 5481 57.2 100.7 98.6 122.8 73.8 151.4 723.9 53.2 212.4 137.2 229.3 71.8 111.2 45.1 42.2 70.2 72.8
2550.5 9166.5 14850.9 5861.7 7312.4 5742.3 12135.5 11205.5 9083 6876.5 5979.4 5819.6 4775.2 11637.1 9936.2 9469.7 5544 5090.3 5031.4 4331.4 2899.8 9009 4678 8676 4595.1 7066.9 4947.4 6124.7 9647.5 9694.9 13118.8 8264.7 3170.6 6405.3 2579.3 9885.3 2871 5715.7 12129.9 16890.3 5125.8 8864.4 11466.2 2509.8 8320.1 6011.7 11623.9 3944 9763.4 9673.5 2502.5 6905.6 3031.5 7506.9 3906.8 11486.2 20462.1 6286.9 2721.4 2240.7 3048.1 1970.8 904.9 1193 15768.9 5071.7 3066.8 3272.7 4878 4469.9 8561.3 5434.8 1164.7 8316.9 8466.8 3558.3 2111.7 10604.7 3721.9 5240.3 3252.7 2603 9437 9521.6 6528.2 5638.6 3160.6 4872.1 15562.9 1197.9 8248 12646.3 3953.5 3298.3 3380.6 5747.9 10281 18904.3 8335.7 3695.8
3089.1 1215.1 3504.8 1720.4 3582.2 1646.2 1900.1 766.2 5743 6478.6 4116.7 11549.7 6503 2693.5 3334.4 1751.3 2861.5 10233.9 6744.8 9564.7 1032 1182.5 14966.8 17159.5 6433.2 2716.3 3919.6 8449.8 11288.6 4628.6 274.7 309.6 2872.7 10733.1 972.6 1262.8 5246.8 8489.1 3042.2 437.9 905.3 649.3 18663 938.2 3891 8740.6 1851.5 2851.4 3310.2 8628.6 2906.3 5630.7 2292.2 11906.8 2419.9 4221.6 12504.5 1898.9 7357.9 811.1 639 3030 230.4 765.8 5853.6 3807.8 1516.5 1851 1657.2 2300.2 9030.8 2684.2 7903.3 2708.7 3685.4 2673.3 4196.2 3138.1 929.6 758.6 6459.1 5668.3 1246.6 11880.2 4403.8 818.2 1160.7 1917.7 565.1 3856.4 1359.4 13519.5 1617.1 11841.8 3690.8 6516.3 3953.1 618.7 818.9 2308.6
2219 2552.4 4532.1 1926.2 2587.9 5796.3 2700.3 6233.6 2519.5 2975.5 1705.8 3230.6 2490 2574.5 2224.1 2603.5 2189.8 2812.7 1578.9 1417.1 5330.1 4624.6 2359 14623.9 3793.4 2127.8 3542.3 8042.9 1927.8 5633.2 9434.6 17323.9 5532.9 4534.7 8853 2793.5 6118.3 3187.3 3552.4 16077.5 5008.1 4463.9 3364.2 14013.2 7551.1 2564.1 4541.4 1990.1 3242.2 4234.9 1917.8 2686.4 1385.2 1852.9 2467.1 2732.2 10110.9 15193 3361.9 13301.1 3259.1 1974.2 10496.5 11004.3 11159.6 23449.8 4470.2 5020 7070.9 3140.4 7190.7 6668.2 3211.9 4643.2 3459.2 4950.3 2794 3205.2 15342.1 7076.4 8095.3 3667.4 2491.1 7270.4 4737.2 4568.9 6007.6 3469.9 6890.2 5312.4 6249 5859.1 7617.2 3109.1 4419.6 2444.5 8270.6 7831.5 4115.8 6218.1
11167 10259.3 6327.2 11034.3 20201 13402.2 17312.5 12651.8 12917.8 12447.2 7629.7 8556.9 8213.9 8458.7 10513 15026.4 10020.7 8430.3 10695.2 5609.2 9669.7 10353.2 10731.2 15123.4 15623.3 9958.8 19133.2 16851.1 11697.1 8848.7 14494.9 15811.1 4955.8 14335 12856.3 6737.7 8954 6126.4 5085.5 7769.9 7561.5 9316.7 11584 14328.3 27155.7 11517.9 9726.2 11008.8 7664.2 8367.5 4074.6 10566.6 7774 7005.6 9718.8 11616.9 15211.4 11759.4 7261.6 20658.6 6445.8 4382.8 9887 11312.2 17121.9 16997.9 7959.9 10734.5 9887 4820.7 12756.4 7177.6 7172.4 7577.7 7846.5 15351.5 4001.3 11339.3 15338.2 11507.4 9524.4 7845.1 5193.8 12098 11307.2 3980.9 6295.5 9649.6 9298.5 7220.2 6614.3 9927.8 8056.6 11981.5 8431.2 7502.4 10991.9 12490.6 11963.4 9129.2
2728.7 770.6 10170.8 780.6 939 1021.8 664.6 1944.5 636.4 1887.2 323.6 2502.4 1235.6 16708.9 618.5 722.9 263.8 1396.6 232.9 314.3 12138.9 1813.4 1119.5 2263.8 1250.9 979.3 1922.2 671.8 566.2 3732 1795 1614.3 5188.3 12999.3 4733.4 8927.9 1409.1 3069.9 2467.2 16900.1 1067.7 5108.5 2276.1 10114.3 1284.2 1354.4 10811.3 408.6 6023.5 11113.7 5992.2 1393.9 611.9 479.7 322.8 787.4 1315.9 1392.7 640.8 402.1 806.3 3633.9 284.4 760.3 5020.7 811.5 1997.3 2425.8 793.1 294.5 4703.2 2430.6 3360.8 3051.3 1126.1 355.3 1480.8 2413.1 449.3 308.8 977.3 7979.6 12350.3 9191.5 1828.2 8853.4 8512.7 1713.5 4361.4 976.4 16823.8 1783 8124.7 1896 1936.4 2169.8 4320.3 6423.8 2136.3 6949.4
17755.4 11125.5 12393.2 13391.4 15980.8 20069.6 13068.2 12163.8 8509.4 13454.3 13320.9 18054.9 15077.5 10428.1 15382.2 18294.1 16052.1 8853.7 11181.2 7542.1 10126.2 10133.9 9409.8 7900.2 18472.8 13181.1 19673.6 21433.5 9628.5 15380.7 14638.8 12937.7 15265.5 10532 22866.6 9615.9 12756.3 10655.9 9320.8 10850.6 19057.4 12456.3 23111 15913.1 18586.9 17548.4 10924.7 14745.6 14106.2 10419.8 10495.5 16337.2 13461.9 7850.3 15671.3 13830.2 12390.3 16318.1 20828.7 19507.1 18579 9725.6 19745.8 23858.2 18347.7 16687.3 11418.2 12143.4 2579.8 8941.4 11773.4 14924.8 11431.8 13849.3 13403.4 14341.2 11373.3 15624 13045.6 15735.1 11745.3 8906.8 12120.3 11976.8 8460.7 7758.3 11640.4 20644.7 17744.1 17083.7 13885.6 10694.8 8961.5 10314.3 11579.5 10984.3 12610.5 13163 11703.4 11685.8
4355.5 6240.8 11019.4 6303.5 6980.4 6551.4 10968.8 7930.5 9304.4 6358.4 5490.8 5694.1 4781.8 5091.4 5611.4 3754 5745.4 3898.3 9873.4 7207.8 2956 5300.3 4182.6 14658.1 4343.8 9527.6 6697.2 6454.9 6481.8 13937.8 7700.2 12507.8 19354.9 7123.1 3120.5 7696.5 5931.4 6462 6963 16719.6 3176.6 4155.5 7743.7 3390.9 6362.6 5220.1 16616.3 8538.4 8193.3 4943 3707.9 9035.7 3536.6 5060.3 3277.3 5292.1 5960.9 13312.4 1597.7 5360.8 6696.1 3807.2 6926.2 5173.8 9344.2 6829.6 6681.6 8146.2 11540.9 17144.7 15840.8 5266.1 10205.6 5833 11461.8 8567.8 1616.1 10985.6 9219 3611.1 3874.4 983.6 6651.6 6852.7 8720 6280.3 3133.3 3577 21576.9 3162.6 7833.6 6257.7 10427.5 2711.4 3694.5 4048.7 8009 15493.4 3113.9 6216.7
9463.8 9922.1 8680.4 10155.7 7951.1 10729.8 11498.7 11549.1 12925.5 7583.4 10674.4 6992.4 7626.2 8213.3 9616.2 8219.6 9072.7 12515.4 6653.5 7008.9 11274.5 14317.7 9470.7 14036.8 4678.6 8412.8 6170.7 5145.2 7957.3 10262.9 6602.4 11226.6 11463.7 9990.6 9050.3 10060.6 9586.9 8784.9 9148.6 13786.3 2861.8 7275.4 8138.3 10210.2 6742.8 8746.4 13601.1 11506.6 7849.7 8282.8 6027.2 10854.3 5851.4 4762.9 3379.2 9890.4 7534.6 10144.5 4006.5 3881.5 12913 7580.5 10630.2 5649.6 6153.1 13757.5 9420.8 9529.3 20885 19403.7 15673.3 11332.2 5049 9153.6 10088.1 8101.4 4383.1 9635.3 14927.8 23466.3 15058.3 3491.4 15301.2 8445.1 19180.8 9941.4 7238.9 6054.1 20047.4 3841.3 14573.4 16920.9 11925.6 5065.1 9679.4 8855.4 10825.5 11405 3496 9207
7665.5 2827.8 5447.9 5039.1 2631.6 7001.2 5547.5 4036.4 5815 19426.7 5357.1 7955.2 4941.8 9704.6 5600.9 7410.9 4303 1333.1 5800.1 6974 16110.1 2598 8759.2 7655.5 10231.8 4030.1 7389.8 10272.3 3296.9 7934.7 19479.2 3290.5 563.3 8901.9 360.5 5670.7 1939.4 7527.4 5036.4 11371.7 1250.7 16511.2 7904.8 5761.2 7056.7 5062.5 6106.4 5267.9 8589.4 8134.9 3898 9971 3889.7 4148.4 6762.6 6627.9 6898.9 3144.7 8942 3743.5 2023.6 1079.1 1288.8 2178.8 11839.4 7201 3385.7 4020.3 785 2018.1 8320.6 7363.3 800.7 1847.1 4240.1 3105.4 5463.4 8838.7 335.9 4326.1 2806.7 10769.8 12018.6 10136.1 3607 2128.3 1348 5411.5 6751.3 783.3 13830.7 5323.5 5886.5 11383.4 9894.2 6054.2 7078.5 2115.9 1052.6 2302.3
