"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197"
498.43 353.67 207.895 278.04 225.48 297.91 294.91 436.19 267.805 322.25 338.95 296.165 409.28 482.225 256.055 409.28 550.89 344.325 329.46 276.685 363.67 289.713 439.41 395.83 301.62 219.89 322.825 256.845 211.63 286.43 299.895 243.42 257.67 360.11 415.475 341.3 235.77 251.32 250.32 172.31 370.09 290.79 192.19 235.76 262.08 242.11 252.34 253.49 362.25 268.93 426.03 235.86 405.46 267.55 249.925 337.75 321.24 270.26 255.53 237.2 295.567 239.815 352.36 421.825 423.84 279.76 297.08 151.55 258.94 247.17 405.05 492.86 237.35 245.02 288.52 238.78 377.875 415.51 267.11 653.205 348.025 301.115 413.04 662.13 337.72 287.31 360.825 343.51 317.15 281.8 254.27 251.8 336.13 264.91 282.26 252.48 185.15 381.06 387.045 371.71 328.15 348.29 299.1 374.135 397.01 320.075 346.69 330.445 302.93 220 173.63 449.56 256.13 258.11 294.78 206.12 200.71 317.06 185.27 218.22 469.98 219.59 543.255 367.005 247.835 404.14 232.705 724.34 258.84 288.09 386.64 323.96 274.87 284.89 281.1 246.98 396.12 486.32 281.84 252.77 265.16 309.78 317.77 340.94 350.26 215.71 224.71 318.68 261.29 318.85 339.09 269.93 277.34 327.56 326.57 193.95 328.48 980 940.11 514.56 596.23 513.68 355.38 382.26 576.39 475 431.3 432.42 667.04 284.94 758.49 575.23 584.45 365.82 502.81 178.81 356.27 510.49 833.55 632.14 1003.84 530.25 798.46 571.47 667.06 989.43 944.62 555.5 1166.5 795.92 704.85 493.64 801.99 630.59 696.25 454.13 796.51
220.89 277.51 332.565 235.48 413.63 248.88 244.21 257.46 309.34 408.08 532.66 255.295 398.17 209.605 236.73 371.22 383.19 213.175 196.01 297.765 328.955 537.057 183.93 282.44 222.07 399.705 321.14 434.5 229.68 256.19 329.67 402.47 460.41 310.97 295.135 281.97 380.89 261.48 476.17 389.16 232.84 201.77 383.93 399.03 298.01 249.63 313.73 484.5 256.86 293.07 220.81 364.06 336.22 110.67 219.87 203.31 345.88 473.91 364.73 332.81 667.127 530.75 380.66 418.86 602.3 268.81 243.05 270.01 450.6 206.8 258.5 188.285 112.02 198.83 125.5 212.76 272.87 264.71 248.6 261.175 375.235 285.845 266.39 354.21 404.15 287.31 191.355 215.81 194.62 263.15 223.9 287.12 75.81 258.7 269.43 191.31 226.96 424.57 316.715 244.2 162.77 283.44 266.9 187.435 280.73 295.46 215.13 361.49 148.92 134.81 309.56 427.55 470.64 295.215 609.57 345.25 359.61 501.96 397.15 243.34 96.41 214.66 168.31 147.445 212.875 197.125 189.59 153.17 492.73 517.2 483.29 618.78 327.8 417.18 140.41 526.72 297.77 115.12 250.08 539.71 198.57 262.87 231.99 390.24 445.54 420.21 333.1 449.23 410.4 247.54 353.46 95.23 448.85 242.83 118.09 224 347.35 92.22 329.45 167.04 113.12 137.57 220.12 206.61 279.16 524.44 111.43 174.42 203.45 234.71 361.06 313.33 138.28 399.91 85.79 232.49 258.5 478.49 725.23 592.75 625.37 426.54 673.65 578.56 428.34 161.06 464.02 501.54 1311.99 1077.37 1003.62 830.13 967.28 586.68 383.76 415.62 859.56
902.89 651.04 799.775 748.885 640.47 1000.59 807.205 974.71 835.26 808.75 641.05 778.575 1034.77 897.145 926.6 1065.59 948.23 1127.77 797.055 897.58 951.17 1206.66 1023.15 1275.21 729.31 1033.1 946.315 957.94 751.6 1057.63 699.29 960.76 1353.07 658.11 887.865 999.54 1067.12 935.85 819.08 962.25 1119.84 542.64 1034.12 667.81 762.27 871.79 690.3 846.25 849.1 1027.72 1005.98 962.08 1177.13 715.89 596.745 914.92 1042.56 995.23 1154.19 945.87 1074.67 912.428 914.18 761.435 924.51 670.815 651.36 712.7 971.107 515.22 736.11 926.875 545.79 631 554.74 739.94 666.975 882.5 906.055 743.445 755.535 1099.27 999.95 733.12 1062.83 817.89 969.855 989.02 616.89 594.62 689.11 1254.62 995.45 807.29 1061.13 683.7 1281.42 1058.09 1013.11 940.575 1085.4 816.84 647.055 742.82 712.34 749.525 911.31 745.015 847.62 772.85 636 657.96 1034.89 659.355 741.95 1266.67 759.09 1074.14 847.57 664.1 690.21 932.67 753.265 930.43 782.245 745.635 643.605 1130.92 851.15 826.33 1081.99 800.98 967.35 1048.17 845.01 1124.8 774.86 955.27 953.66 887.91 751.12 660.53 781.06 743.36 886.68 713.76 801.35 898.5 892.44 881.57 904.88 853.88 861.19 853.36 834.91 790.89 869.97 889.4 868.58 860.41 757.94 771.05 402.52 793.23 710.48 923.53 775.74 605 693.51 739.08 964.18 851.85 871.79 843.52 778.13 798.86 811.87 1134.92 911.3 1231.1 1214.38 674.13 1339.51 842.01 1107.82 930.32 825.05 862.25 1282.25 1159.9 1155.38 1205.35 1317.05 1080.03 956.58 798.21 1170.41
236.38 357.9 370.77 458.335 440.71 334.09 549.16 277.81 278.005 426.88 493.09 254.16 379.41 495.33 588.33 313.38 487.88 246.125 334.06 573.69 664.18 947.28 490.815 449.78 405.76 496.04 733.3 858.555 519.74 180.38 338.48 637.6 517.85 262.91 288.96 215.63 492.3 319.41 606.61 619.85 313.78 357.02 520 369.17 551.86 740.835 430.87 624.95 216.04 343.73 591.54 772.63 692.73 290.88 414.915 344.5 446.93 376.87 301.84 430.47 466.88 664.007 246.36 584.745 372.51 437.165 274.39 857.4 464.213 354.65 229.93 414.16 319.98 236.94 237.44 141.39 303.02 323.22 267.4 347.5 262.24 218.59 373.14 226.92 677.45 615.34 328.82 328.89 275.87 442.11 336.29 474.7 223.75 330.79 794.95 312.97 537.9 659.07 247.775 208.57 230.99 649.95 513.79 254.38 224.245 371.94 396.89 364.22 330.29 180.71 480.63 454.13 631.27 184.7 373.48 382.86 549.05 623.84 394.88 228.08 148.21 168.28 174.045 231.96 517.235 375.19 169.825 337.51 538.59 382.95 398.15 717.34 476.46 444.69 208.03 346.67 711.11 254.25 343.7 587.39 541.61 562.71 662.94 521.37 552.38 336.58 455.49 770.71 785.93 723.51 638.22 409.06 967.93 452.73 459.36 970.13 201.54 225.34 187.81 173.79 219.26 244.14 248.96 245.69 307.92 166.61 222.61 253.35 309.18 198.26 243.33 232.98 363.95 212.36 227.22 154.84 294.04 230.18 306.31 142.22 233.55 446.12 292.71 258.96 217.81 296.34 265.96 277.44 227.02 236.63 242.16 227.71 291.56 211.92 430.7 323.46 246.11
59.96 25.05 170.76 113.605 34.47 37.26 82.74 94.33 160.505 215.23 35.02 531.945 146.32 45.47 124.51 405.89 11.6 84.17 307.71 57.39 392.375 252.197 93.845 198.88 341.14 343.655 138.165 105.245 147.09 479.49 298.105 50.15 295.02 119.88 74.71 201.57 123.44 50.37 50.42 21.44 130.3 49.48 299.19 97.36 64.52 148.35 610.92 37.36 272.99 376.48 230.11 40.4 11.59 56.45 41.955 160.44 586.6 100.07 15.96 260.77 21.73 238.247 154.92 34.745 76.75 91.795 98.13 21.76 237.76 116.18 559.95 263.015 557.51 57.89 49.27 586.87 65.755 235.04 219.545 420.46 203.19 21.43 138.92 197.58 35.38 20.27 180.58 160.25 34.94 103.42 48.76 171.06 81.47 114.46 218.505 185.02 150.6 287.44 230.135 411.125 408.44 27.16 70.68 70.645 374.725 138.185 245.21 135.725 170.71 361.36 38.73 49.14 19.72 453.015 99 34.75 158.87 147.86 214.97 140.27 264.87 325.15 357.845 36.855 278.38 41.445 143.365 26.4 180.96 42.19 119.85 138.07 54.52 385.92 23.13 396.68 174.06 38.42 76.55 42.15 27.7 96.06 48.74 61.8 58.8 97.19 68.34 63.09 33.45 50.7 66.59 42.02 43.7 87.48 36.59 38.21 568.19 395.39 276.8 39.25 609.8 70.68 721.94 385.52 262.74 147.46 767.36 158.67 685.29 210.41 402.35 535.52 198.26 262.59 813.19 57.16 619.01 276.92 280.43 494.85 375.53 322.8 462.94 401.13 229.38 356.18 674.52 357.88 597.66 460.83 442.6 340.98 334.84 281.26 371.59 115.47 415.44
354.87 489.66 542.305 624.225 540.78 243.04 578.45 303.28 514.01 559.57 321.33 236.825 704.2 468.28 369.855 319.22 422.19 169.345 489.885 198.59 593.275 357.243 225.86 655.4 696.13 598.045 455.705 379.02 633.04 127.57 477.185 241.69 731.15 586.86 270.43 471.12 449.71 722.92 729.8 310.48 379.65 298.87 339.22 755.37 274.06 336.405 481.7 464.26 495.75 572.4 311.89 438.31 482.15 482.21 446.855 499.11 442.45 431.14 409.57 528.43 468.473 388.402 478.18 597.245 739.41 493.27 497.71 570.03 206.327 567.3 712.13 346.96 652.23 652.8 424.95 482.96 601.07 714.04 399.93 251.83 320.545 319.64 284.33 936.93 327.14 248.17 952.05 342.54 509.5 519.48 350.89 368.84 125.92 513.09 415.34 461.87 482.78 675.32 783.455 399.695 327.25 300.29 506.84 594.255 283.9 677.455 187.615 549.31 203.79 480.17 174.53 381.56 561.29 282.45 408.87 317.5 448.33 588.38 680.65 308.92 512.62 470.11 330.87 550.34 299.435 524.975 501.91 410.06 435.36 321.39 518.16 729.17 310.15 658.59 184.45 928.42 619.88 304.76 477.12 502.17 672.22 757.05 671.3 459.49 433.64 554.55 576.08 850.66 437.3 521.53 456.37 452.07 463.84 288.89 485.64 542.86 546.25 273.8 782.99 261.8 387.36 586.45 493.4 493.62 460.9 604.06 737.29 536.33 532.05 271.16 545.29 361.33 591.36 419.71 322.12 692.4 510.68 234.42 174.42 221.08 61.91 191.76 174.52 129.65 211.68 292.51 123.99 219.82 156 213.78 127.38 266 71.87 289.94 167.4 188.58 214.12
30.78 31.42 55.855 19.86 15.24 67.68 30.905 57 44.765 76.46 17.68 20.485 54.1 29.195 124.435 167.78 46 36.505 4.52 46.58 120.465 251.28 55.405 38.55 107.78 621.715 39.44 56.285 -8.26 15.96 728.61 78.81 16.72 45.48 53.8 223.67 54.43 76.72 23.38 1.62 46.99 87.55 455.68 83.42 69.51 28.46 87.08 33.31 60.45 192.63 47.46 27.16 108.37 -1.56 62.235 48.88 86.35 33.33 -4.65 26.54 22.73 61.7475 114.81 55.37 65.28 90.75 76.49 51.55 14.4533 51.24 -8.79 41.875 16.14 52.12 69.53 -9.78 24.83 -4.19 43.425 1039.97 16.695 49.535 56.86 47.12 34.07 107.08 112.285 50.1 9.42 59.81 78.35 167.03 17.63 83.59 77.345 87.4 265.59 123.09 598.14 425.045 11.43 13.32 93.23 69.99 7.305 85.54 64.685 56.15 37.52 37.39 52.33 53.44 105.36 13.055 40.04 19.43 174.15 42.89 -60.73 47.24 125.07 856.06 89.03 24.515 51.51 -3.175 21.585 54.25 2.17 40.1 82.93 69.03 495.24 11.97 222.97 49.84 258.16 71.66 9.42 143.18 253.76 219.76 152.45 150.92 107.37 120.21 160.84 219.45 221.88 404.3 181.36 211.47 376.89 194.32 221.06 287.87 28.21 584.06 17.04 -4.71 117.58 47.52 200.93 374.91 -7.03 0.97 132.67 49.51 1135.47 18.6 5.04 157.47 -21.37 247.77 86.44 -11.62 1032.32 21.78 54.54 1.96 3.64 54.52 38.94 14.5 20.6 -9.33 18.5 36.63 18.7 -0.42 22.91 0.85 50.64 -10.39 21.7 58.49 -47.98
191.56 172.59 180.625 188.045 155.83 288.58 152.205 304.29 230.715 142.31 339.72 106.17 162.65 366.385 361.45 224.09 291.61 551.385 149.255 320.76 245.825 140.583 297.67 177.55 103.27 187.185 226.135 203.07 123.38 228.44 142.995 273.62 287.37 225.67 375.98 389.59 206.64 202.55 208.58 256.03 277.57 126.44 204.28 197.93 418.64 192.5 129.8 199.72 206.37 156.84 287.03 146.29 331.73 171.39 356.255 159.71 177.35 250.15 239.22 162.33 245.817 193.967 192.47 203.43 225.94 313.045 292.76 183.02 242.02 261.84 182.01 349.075 161.7 174.57 164.11 138.03 209.155 184.76 256.23 52.6 196.215 403.38 161.36 177.45 309.61 463.79 324.07 363.98 161.29 317.01 343.1 279.05 170.38 256.92 334.885 196.7 569.67 213.45 203.475 223.46 313.74 257.94 351.645 184.54 352.865 192.605 500.29 292.23 296.49 115.12 213.34 480.09 172.8 221.055 190.88 241.02 193.46 225.25 139.55 315.21 330.79 183.08 224.655 411.63 290.005 218.02 159.5 305.2 107.1 192.5 104.74 201.89 168.38 109.29 597.78 73.73 190.91 184.91 90.13 196.97 230.19 187.17 154.01 201.75 220.72 191.85 196.94 223.51 213.32 256.85 201.08 184.74 230.99 355.54 310.69 307.6 146.95 130.47 73.08 261.8 189.82 204.66 102.25 121.93 109.74 152.08 105.37 115.83 146.4 161.01 210.4 107.94 163.59 134.8 117.54 87.41 105.38 866.91 552.3 991.48 683.95 694.92 559.31 495.9 605.67 652.34 668.04 873.07 535.67 801.3 863.23 669.02 703.93 635.72 960.01 745.37 624.92
491.03 520.14 194.225 207.105 644.44 345.75 343.54 569.93 313.555 311.67 258.66 283.86 764.64 285.51 438.98 555.61 495.82 741.725 540.75 668.185 673.46 1858.26 357.36 471.18 414.1 948.27 650.67 577.905 437.42 323.27 310.405 395.63 515.27 796.04 847.48 511.4 528.86 482.98 718.56 510.41 513.73 390.08 569.42 795.16 509.17 352.785 620.72 457.18 518.37 844.87 424.99 680.25 471.31 439.27 348.08 461.8 568.74 390.38 361.08 362.16 386.303 401.935 424.67 241.21 276.85 405.85 291.68 570.91 565.963 430.19 482.49 797.69 358.89 351.22 318.36 641.29 472.505 456.72 298.69 501.9 473.275 363.745 501.33 240.69 428.1 477.41 330.46 787.9 391.18 125.21 214.09 658.96 379.78 336.14 467.78 450.93 897.84 300.02 322.455 402.265 495.27 502.27 262.655 470.095 543.525 379.845 372.28 399.56 335.12 313.62 234.07 397.35 437.97 530.43 512.97 497.9 387.44 812.19 503.5 364.74 168.04 466.17 293.23 202.085 452.225 408.21 551.065 434.87 369.32 555.95 497.7 221.07 592.33 350.93 425.49 426.8 318.63 868.56 520.14 626.35 479.13 508.44 316.19 445.23 443.16 649.99 716.11 489.76 478.2 530.2 310.39 580.15 629.62 385.18 519.91 437.39 395.55 475.28 373.76 560.32 670.55 432.28 457.26 509.47 361.47 425.87 570.02 414.71 253.6 259.01 628.98 326.06 370.03 397.63 353.04 414.5 463.62 562.4 374.2 499.67 384.05 529.6 424.34 451.27 308.38 420.03 430.84 248.64 563.2 409.95 378.25 522.03 516.81 345.7 345.51 510.57 335.75
1110.82 443.35 703.46 694.025 619.57 523.93 1113.46 822.75 710.89 905.32 743.93 1304.805 920 1022.16 901.71 758.27 910.8 738.81 761.505 669.84 929.97 666.973 668.835 832.94 801.61 704.19 1051.37 769.47 604.19 895.01 903.06 667.62 745.06 951.78 813.115 839.71 794.38 648.17 858.71 815.74 719.66 592.95 743.75 679.75 816.24 596.64 705.98 692.49 560.39 790.27 1038.3 701.57 859.06 677.53 735.96 913.16 1012.97 954.27 978.72 728.18 1084.68 820.245 1025.75 880.705 1036.41 749.375 685.64 597.27 832.537 585.44 1020.99 689.255 847.39 729.58 778.85 1094.43 831.495 805.68 748.46 890.88 785.19 773.66 1023.99 975.12 1288.87 693.12 1029.17 794.71 892.45 870.83 736.4 754.44 664.56 722.17 741.395 903.82 734.16 1015.81 1011.92 931.72 1153.45 1015.73 855.325 1078.36 641.62 622.715 772.485 1090.33 791.26 734.94 615.95 773.01 814.23 833.755 858.07 759.64 860.87 843.19 717.34 628.51 891.35 894.38 836.245 952.23 675.635 951.91 707.165 955.98 706.68 802.61 1112.49 981.07 688.83 793.53 729.78 950.14 782.14 614.51 1034.36 840.77 765.28 1029.08 840.97 945.37 934.34 703.29 834.68 1275.45 745.61 976.59 999.56 633.28 807.55 679.68 931.88 1050.22 804.65 699.2 1019.09 770.54 635.17 784.22 1073.25 872.91 842.48 932.94 864.58 692.7 838.02 1440.46 606.15 988.91 651.04 866.06 866.45 811.02 1018.49 990.48 1496.4 1384.78 1035.71 897.48 1306.4 870.45 898.05 1073.95 1213.86 858.91 1255.25 1224.83 966.98 1026.59 785.8 807.6 794.81 742.68 1223.97
436.84 348.39 364.315 296.63 568.74 428.51 265.06 442.35 466.42 459.78 356.6 278.36 378.56 365.4 292.16 377.12 258.61 209.78 406.77 353.645 338.89 478.107 307.33 442.34 589.52 521.41 327.695 353.91 348.65 485.26 324.805 431.5 372.44 552.28 507.33 366.45 299.16 378.35 363.31 296.41 393.99 275.42 218.23 390.07 304.99 319.55 389.84 338.66 342.88 417.82 294.28 311.15 520.14 388.87 262.895 267.12 319.79 331.11 321.86 466.71 310.23 455.865 533.9 387.265 454.81 539.215 371.59 327.21 316.707 326.59 408.73 399.26 259.79 370.84 240.33 460.32 322.31 529.27 252.935 849.95 410.98 444.69 317.07 329.2 351.87 218.32 260.045 303.54 359.38 339.78 352.83 340.59 619.49 378.14 335.83 330.15 296.44 369.85 773.91 296.87 491.65 271.03 466.815 285.005 561.92 437.52 573.08 440.135 336.73 308.18 434.53 441.96 456.92 254.1 357.35 339.53 501.42 359.12 332.39 204.77 452.47 293.59 450.815 342.66 395.065 478.28 315.25 599.32 311.1 424.6 637.42 409.45 408.41 167.4 219.82 306.69 397.35 389.91 519.42 535.23 357.72 361.44 424.6 482.74 633.39 321.6 609.47 453.36 484.3 469.66 511.59 520.39 485.41 547.56 412.41 382.82 184.75 574.51 698.88 235.42 294.28 375.91 640.32 880.94 570.5 410.25 443.91 921.35 432.59 240.38 412.16 409.4 511.51 449.55 270.8 317.44 836.63 894.63 858.59 567.21 1194.14 424.58 832.59 481.64 783.65 716.26 871.13 585.82 903.83 773.06 907.7 815.12 780.14 846.65 667.68 593.02 1151.06
884.02 698.99 785.165 746.62 738.71 693.3 395.375 456.72 441.175 805.25 943.82 1116.005 473.84 779.52 639.515 527.75 448.36 713.56 859.325 482.105 412.465 440.533 404.695 632.14 701.81 634.28 705.83 787.175 859.95 1079.83 493.78 704.17 645.36 593.24 553.3 358.4 574.64 703.74 645.7 428.4 509.89 684.32 474.33 602.11 483.32 713.135 807.92 747.84 538.84 595.83 482.18 483.06 741.07 637.31 633.435 316.82 500.47 439.98 549.69 486.29 617.89 580.21 398.05 427.18 438.15 490.34 598.78 702.24 873.667 620.46 664.17 260.305 468.33 533.3 565.19 508.95 545.595 503.71 634.38 498.3 761.72 485.81 500.48 541.42 447.12 299.41 340.49 390.3 609.9 755.59 446.91 726.31 697.53 372.77 487.73 374.56 284.62 408.4 592.41 713.21 459.97 458.39 564.33 945.81 897.765 701.495 795.97 523.42 998.05 904.45 832.09 498.5 501.33 657.605 684.7 664.8 493.09 445.47 1067.54 487.62 705.41 389.26 527.515 485.555 552.005 617.995 701.025 353.41 424.01 481.21 451.31 626.44 551.66 975.04 481.14 429.76 491.81 753.55 580.21 422.47 390.76 405.4 537.28 553.89 678.12 757.38 569.59 475.68 656.59 461.9 585.31 451.36 556.89 489 385.37 410.1 631.88 644.12 597.53 743.46 798.14 498.09 626.94 706.83 751.65 849.3 685.89 883.43 548.27 1148.19 563.93 531.44 484.14 659.68 433.4 896.75 614.31 567.38 921.12 715.24 809.2 573.91 922.7 1112.06 558.6 501.84 770.85 537.8 527.42 627.69 525.72 517.02 862.6 667.23 686.73 1182.46 874.41
154.94 160.92 198.95 316.295 153.81 204.49 302.715 303.28 157.43 156.42 375.03 256.11 199.55 315.29 242.965 242.99 304.35 288.79 177.38 408.855 211.285 224.823 289.69 238.79 277.79 312.71 218.145 225.76 180.3 177.13 222.225 259.82 208.51 206.2 387.85 308.11 146.47 216.78 231.26 156.3 246.15 173.43 227.53 177.02 214.18 260.495 220.22 254.5 217.11 288.4 345.06 198.2 337.11 156.45 288.33 304.9 234.13 250.92 194.01 217.3 262.507 196.107 352.36 223.575 271.15 308.065 285.2 92.12 173.38 184.77 103.67 184.04 246.8 253.11 171.83 153.14 230.725 176.51 173.39 196.61 254.42 498.82 154.94 233.34 376.81 498.21 370.2 324.99 198.33 204.06 239.58 280.06 188.98 181.59 194.485 211.08 194.94 576.17 262.335 149.22 227.4 245.61 342.295 195.595 162.01 203.225 331.24 351.16 248.14 168.69 247.57 291.52 244.64 161.455 172.42 357.5 141.99 162.23 248.08 128.63 176.85 149.52 158.015 351.265 296.3 123.565 149.045 443.45 241.57 223.68 304.84 212.16 194.72 195.56 213.54 185.6 174.64 155.06 173.23 208.11 158.96 192.92 253.16 184.49 309.84 115.78 232.12 195.17 149.26 299.29 227.13 136.19 280.13 230.5 241.67 202.4 91.27 160.53 186.25 164.79 170.19 159.01 274.66 147.17 163.66 150.76 137.99 205.96 144.65 310.87 134.81 183.08 148.27 227.83 177.41 262.23 117.45 620.75 470.81 336.39 1012.95 681.93 1000.49 487.88 616.59 676.49 871.94 1009.11 561.82 817.45 797.68 784.24 1008.21 675.3 782.72 375.34 742.43
390.1 524.34 522.065 453.37 488.79 493.69 508.055 474.18 525.31 409.25 541.21 532.47 433.29 711.425 617.165 372.9 512.63 405.625 447.105 615.56 670.215 438.787 634.58 553.06 577.31 454.005 480.27 405.405 388.71 1257.23 419.705 491.06 523 355.63 469.925 517.44 477.08 524.58 579.69 581.9 700.37 373.96 571.28 632.97 547.89 708.795 597.21 455.15 541 552.87 567.57 424.07 582.68 377.67 611.6 382.2 300.35 459.33 486.81 430.47 476.073 473.568 448.61 421.71 437.39 422.415 360.8 738.8 594.953 400.97 480.64 458.75 374.21 425.04 610.69 669.73 592.855 508.66 703.11 354.09 539.49 423.22 439.8 433.36 517.77 489.6 494.215 541.41 438.32 489.58 473.94 599.6 548.56 436.44 471.88 507.5 378.24 351.49 560.11 486.67 461.78 562.38 602.785 334.39 400.28 364.955 670.905 563.96 647.69 510.27 568.71 426.79 368.41 266.685 417.02 719.27 548.21 520.79 433.43 696.09 520.27 441.52 417.585 426.7 671.815 562.36 424.625 528.06 449.8 468.29 537.03 540.1 444.88 575.22 446.66 334.48 448.82 504 342.3 459.54 413.99 531.3 678 387.59 471.84 526.49 506.51 508.84 472.1 447.25 457.18 488.97 489.17 593.78 493.61 602.23 409.17 381.52 307.85 346.64 375.71 394.07 477.78 492.79 273.41 351.4 430.51 397.9 428.13 630 400.84 401.55 334.96 410.56 472.81 464.68 437.28 885.39 776.28 1164.7 1032.68 705.31 712.5 541.29 703.89 747.51 782.18 818.06 1565.38 1019.88 1250 965.09 895.67 903.44 785.31 845.65 850.66
193.19 369.52 169.81 305.46 413.63 195.14 507.755 296.14 455.065 615.85 248.74 414.35 993 327.36 141.735 383.87 568.78 253.305 579.895 174.56 534.52 297.947 281.54 319.61 537.94 133.015 138.555 226.37 161.32 445.7 635.52 100.51 200.89 249.6 161.695 185.49 253.87 275.71 693.29 317.99 285.19 194.48 193.12 357.22 193.22 355.175 193.95 214.94 193.49 212.09 317.07 159.53 387.46 221.81 244.88 600.53 360.45 243.97 533.02 758.11 548.41 411.127 605.97 390.58 381.37 300.885 271.15 394.92 171.177 361.97 374.63 206.855 374.21 611.48 295.26 690.64 528.835 197.95 175.81 530.98 284.06 380.61 246.88 506.52 549.59 174.33 261.235 382.51 301.37 384.25 168.93 116.56 205.96 237.4 156.57 406.34 170.15 216.54 270.23 673.77 915.54 860.68 196.67 294.055 282.615 192.575 156.865 274.295 199.76 393.85 144.7 207.94 265.48 570.27 406.65 64.6 164.5 130.18 136.12 265.78 160.33 519.39 201.435 301.535 319.935 371.785 264.655 234.93 284.15 570.8 839.49 565.63 510.07 226.55 189.95 385.74 328.21 206.77 264.56 279.51 184.82 326.05 231.21 436.33 230.64 258.09 362.77 188.7 156.09 250.08 160.1 212.84 246.74 161.45 154.51 198.65 497.1 299.65 165.97 393.89 220.15 224.39 235.33 259.3 646.56 464.74 864.58 475.88 479.08 498.05 412.16 237.33 542.4 498.91 270.14 314.89 462.86 134.7 112.21 125.93 105.41 273.23 157.11 88.87 132.08 194.62 82.1 115.52 333.01 101.88 150.46 52.32 109.42 134.08 195.19 154.69 91.54
370.43 240.44 225.615 346.865 325.21 313.09 209.345 951.8 775.7 251.69 201.54 304.3 270.77 433.13 509.605 159.66 120.07 480.21 161.4 432.655 173.12 116.39 810.675 197.96 790.17 190.365 412.785 117.545 167.96 153.55 369.055 230.46 403.15 516.88 353.67 327.22 179.55 359.05 404.51 132.75 211.92 559.43 253.58 251.69 315.96 249.57 208.54 257.54 329.97 233.11 336.76 154.44 311.09 261.95 176.385 197.48 147.51 220.89 233.79 302.64 194.467 259.91 752.98 404.125 306.94 274.91 181.42 131.76 538.58 270.4 208.73 123.985 89.53 341.99 202.71 159.02 807.915 87.44 97.34 130.41 216.69 434.655 519.15 161.91 408.49 159.45 213.19 323.04 349.56 261.08 253.29 156.93 138.85 785.03 225.9 209.28 93.34 207.27 190.545 160.13 135.87 337.9 172.62 192.095 107.02 182.95 159.085 186.455 152.96 265.76 107.6 293.74 277.75 242.465 361.74 72.67 523.94 200.93 273.17 77.64 267.07 40.93 590.865 87.55 124.175 172.59 254.965 111.19 169.64 397.77 302.44 139.42 205.46 134.59 333.71 260.23 103.39 136.17 231.49 765.1 393.25 399.67 470.56 408.82 602.15 559.81 602.05 580.45 707.24 495.56 625.78 454.9 577.64 596.26 889.4 244.66 298.07 291.28 232.53 137.83 133.63 298.14 150.71 153.49 279.98 125.04 129.64 190.19 313.6 156.16 211.13 274.17 69.75 237.42 304.06 157.37 172.29 228.05 265.27 221.08 289.43 292.79 296.75 340.95 300.21 273.36 728.76 185.06 185.06 169.47 209.77 141.21 227.03 106.01 127.48 294.85 161.84
