"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83"
0.5109 0.2818 -0.02104 0.1718 0.4163 0.2946 0.02202 -0.1019 0.245 0.5209 0.3971 0.1723 0.5776 0.1301 0.3928 0.6655 0.6299 0.3107 0.4032 -0.2794 0.06141 -0.8585 -0.5547 0.01202 -0.04713 0.06972 -0.6235 -0.2533 0.5587 -0.3036 -0.9726 -0.1094 -1.288 -0.9552 -0.06792 0.212 0.01318 -0.1365 -0.6129 0.0661 0.602 -0.4148 -0.5881 0.9915 -0.2784 0.1467 -1.07 0.5142 -1.127 -1.378 -0.01878 -0.03347 -0.656 -0.04284 -1.33e-08 -0.09975 -0.5408 0.4935 0.02907 -0.1811 -0.08219 0.2979 0.5153 0.598 -0.03553 0.03574 -0.04454 0.3572 -0.4164 -0.3665 -0.268 0.4611 -0.2054 -0.4698 -0.3674 -0.3588 -0.6904 -0.06965 -0.6143 -0.1971 -0.04971 0.1175 -0.2837
0.5957 -0.02246 0.1839 -0.1784 -0.1948 0.0917 0.04517 -0.1902 0.03328 -0.2902 0.2756 0.186 -0.6042 -0.0271981445831653 0.1037 -0.1011 -0.2714 2.08e-09 0.3484 -1.618 -0.409 -0.2872 -0.4523 0.1403 -0.02316 -0.2786 -0.3522 -0.1959 -0.3816 0.225 -0.4627 -0.9784 -1.515 -1.661 0.5298 -0.09151 -0.0827 0.3888 0.4277 0.7683 -0.1413 0.2884 0.08298 -0.04194 0.3965 0.442 -0.06381 0.1221 0.6872 0.9489 0.5517 0.2066 0.6581 0.2598 0.2626 0.4049 0.07003 -8.1e-09 0.1172 0.2263 -0.1254 0.4473 -0.1611 0.3467 0.3931 -0.6453 0.1021 0.02305 -0.4693 0.1515 -0.4824 0.3904 0.2094 -0.05453 0.4163 0.4778 0.618 0.4337 0.3428 0.281 0.7074 -0.3838 0.2602
-0.1408 0.2813 0.3477 0.29 0.503 -0.378 -0.0539 -0.1658 -0.3044 -0.06422 0.6182 0.4406 -0.2577 0.3828 -0.07327 0.4843 -0.236 -0.2162 0.01214 -0.3141 0.3018 -0.08248 0.3007 1.452 1.517 0.4002 0.6117 0.3054 -0.1557 -0.03057 0.2281 -0.2415 -0.5512 -0.2058 0.8212 0.9316 1.237 0.395 0.1863 -0.9484 -0.2969 -0.09139 0.06128 0.0617 -0.461 -0.2791 -0.101642843642673 0.2035 0.4992 0.1483 0.3606 -0.2677 0.3922 0.005313 -0.4889 0.2527 0.5204 -0.1769 0.5436 0.3034 0.3104 0.2425 0.6768 0.2418 -1.162 -0.04082 -0.852 1.112 0.1124 0.2006 -0.1668 -0.1265 -0.1169 -0.5362 -0.1783 0.04039 0.1241 -0.005313 -0.4096 -0.3552 -0.1122 -0.5434 -0.463
-0.2386 -0.2902 -0.423 -0.4339 -0.4577 -0.01183 0.01183 -0.4574 0.199 0.1072 -0.05701 0.2501 -0.6362 -0.08796 -0.5135 -0.05765 -0.1739 0.363 -0.1341 -0.4781 -0.5233 0.1111 0.07557 0.0130633475476088 0.2754 0.7531 -0.03691 -0.1051 -0.1381 0.3196 -0.189535387828587 -1.134 -0.7739 -0.9148 -1.075 -0.7896 -0.7796 -0.5496 0.01202 0.2581 0.1424 0.6969 0.108 0.5847 0.6079 0.8009 0.4491 0.7902 0.5924 0.7733 -0.0316 0.04415 0.3476 0.5284 0.7001 0.2647 0.5302 0.158 0.7261 -0.3584 0.02752 0.2221 0.5783 -0.23 -0.004725 0.4699 0.263 -0.639 -0.3546 -0.3282 0.418968709686979 -0.0566217301029272 0.3412 1.307 -0.03935 0.2857 0.3256 0.5756 -0.08484 0.3297 0.613 -0.3389 0.1425
0.2907 0.2498 0.09472 -0.03037 0.3432 0.399 0.79 0.5316 -0.05581 0.4829 -0.4102 -0.1163 -0.3012 0.313156827595594 -0.1366 -0.06648 0.009338 -0.1667 -0.6442 -1.538 -0.003527 -0.6652 0.2033 0.2893 0.3719 -0.04133 0.2813 0.5467 -0.464 0.426 -0.9756 -1.59 -1.27 -1.121 -0.2467 -0.303 -0.1067 0.0323 0.2374 0.0684876092486001 -0.449 -0.3064 -0.5184 -0.06184 -0.05639 -0.169668366770506 -0.1598 -0.2643 -0.01861 -0.354 0.3645 0.1585 -0.6034 -0.6292 -0.8156 -0.53 0.03496 -0.4216 0.03401 0.7234 0.434 0.003526 -0.04628 0.5885 0.3705 -0.2953 -0.1587 0.5283 -0.1093 0.1079 -0.7407 0.4322 -0.2282 -0.3856 0.2953 -0.4127 0.2292 0.155 0.3 0.6053 -0.1721 0.08546 0.2487
-0.3778 0.1961 0.5499 -0.07849 -0.4199 0.3298 2.02e-08 -0.4026 0.1959 -0.1991 0.7766 0.7491 -0.4233 0.5378 0.3103 -0.5569 -0.3804 -0.3537 0.04504 -0.7934 -0.3716 -0.2407 -0.5492 0.166 -0.08077 0.2471 0.1722 0.02079 -0.443 -0.428 -0.8303 -1.634 -1.668 -1.809 -0.2107 -0.5934 -0.1547 -0.6417 0.1571 -0.4132 0.3205 0.1645 -0.436 0.1525 -0.3622 0.2213 0.2758 0.6287 0.03127 -0.3159 -0.2621 -0.2919 1.24e-08 0.01809 -0.07233 -0.07299 -0.2294 0.3714 0.2844 0.1278 0.1318 -0.2174 0.1449 -0.5322 -0.00755 0.06091 -0.06821 0.5476 0.3409 0.3672 0.6884 -0.1639 -0.1158 -0.006599 -0.5044 0.6205 0.06486 0.1783 -0.1711 -0.2076 0.1147 -0.4331 -0.3941
0.08862 0.5857 -0.3614 0.02721 0.4661 -0.1393 0.7932 0.6881 0.7538 0.4748 -0.3572 -0.0645760537858628 0.02799 0.7595 -0.2023 0.4045 0.9607 -0.3576 -0.2964 0.2346 -1.342 1.197 0.0107919258081769 0.3662 0.3207 -0.3252 0.09961 0.3972 0.7786 -0.02562 0.2419 -0.9974 -0.9552 -0.5749 0.7094 0.3054 -0.8027 -0.08804 -0.06128 -0.3421 -0.1258 0.1652 -0.1304 -0.184 0.0398 0.1598 -0.8618 -0.3347 -0.4717 -0.4465 -0.02994 -6.85e-09 -0.4295 -0.3641 -0.2826 -0.1323 -0.1864 -0.7874 -0.5875 0.1801 -0.4986 0.39 -0.1391 0.002481 -0.04394 0.3033 -0.1451 0.4593 -0.3268 0.7055 0.5144 -0.08816 0.2009 -0.2454 -0.195 0.5751 0.189 0.1319 0.2668 0.03516 -0.2765 0.8396 -0.04588
-0.1696 0.02914 -0.1182 -0.4723 0.1043 0.1718 -0.419 0.5822 0.3137 0.001282 -0.1045 0.2202 -0.5719 -0.05202 -0.279497186922082 0.07436 -0.2609 0.8442 -0.173 -0.1761 -0.1892 1.631 0.5876 0.295 0.2609 0.5001 0.08316 0.05071 -0.5871 -0.1603 1.853 -0.3512 2.384 -0.4573 -0.5569 -0.2627 -0.2562 -0.9759 -0.2993 0.1343 0.153 0.1291 -0.1213 -0.02892 -0.003319 0.139 0.0881 0.2386 0.01282 -0.07681 -0.05805 -0.0846 0.2715 -0.05373 -0.119 -0.1685 0.0547 0.07 0.02015 0.05431 0.2275 -0.04393 -0.2441 -0.2451 -0.03335 0.144 -0.04156 -0.5331 -0.1166 -0.3117 -0.02655 0.08294 0.4276 0.6058 0.007914 0.1562 0.04859 0.1094 -0.2547 -0.09104 0.37 0.2434 0.09835
0.1643 -0.4948 -0.403 -0.6833 -0.4916 -0.3673 -0.3079 -0.6192 -0.1575 -0.5939 0.1333 -0.0561 -0.4741 -0.2159 0.1707 -0.8431 -0.409 -0.8157 0.59 0.6797 -0.4416 1.607 0.111 0.402 0.1676 1.336 0.2609 0.4286 -0.1634 -0.8591 0.497 1.03e-08 0.2088 -0.2332 0.6298 -0.2123 -0.2023 0.2442 -0.01593 0.1882 0.0158 -0.007784 -0.4411 0.687 0.6494 0.372 -0.1587 0.07281 -0.606 -0.6028 -0.0479 -0.02113 -0.1522 0.05835 0.5272 0.07219 -0.3017 0.6565 0.4374 0.07663 0.2466 0.2774 0.1153 -0.4931 0.2628 -2.06e-08 0.09058 0.6982 -0.6683 -0.718 -0.5683 0.06339 -0.4875 -0.5636 -0.4502 0.0436 0.0582 -0.6098 -0.3242 -0.3339 -0.01934 -0.7721 -0.1606
0.8659 -0.03353 0.05788 0.1487 0.3453 0.4053 -0.1918 0.2059 -0.6768 -0.1491 -0.05474 -0.5266 -0.09011 -0.07188 0.4993 -0.2669 -0.3459 -0.6702 -0.4013 -0.426 -0.04032 -0.2566 0.05591 0.6925 0.7823 0.1341 0.4645 0.7239 -0.9358 -0.337 -0.03696 0.2774 -0.4979 -0.354 -0.5974 -1.51e-08 -0.2326 0.05927 0.5909 0.6015 0.129 -0.8086 -0.7918 0.5317 -0.365 0.01576 -0.2107 -0.2284 -0.02184 -0.5507 0.4507 0.4123 -0.7619 -0.2022 -0.3471 -0.4194 0.4664 0.4584 0.3316 0.9945 0.3846 0.6152 0.3827 0.3046 0.3907 -0.8522 0.3951 1.09e-08 -0.3889 -0.4704 0.1805 0.9547 -0.3982 -1.223 -0.07637 -0.5098 0.5173 -0.7317 0.1634 -0.06144 -0.1004 -0.3129 0.1675
-0.2501 1.229 -0.03413 -0.1561 -0.5331 0.78 0.03915 0.135 0.405 6.99e-06 0.0869 -0.1368 -0.07163 -0.09346 -0.167 -0.5114 -0.2351 -0.5501 0.03017 1.255 0.2034 0.601 -0.1046 -2.55e-08 -0.2428 0.2903 -0.01101 -0.41 -0.002732 1.996 0.1992 -0.4809 1.319 0.5166 -0.2901 0.3249 0.1637 -0.2855 -0.0298 -7.01e-06 0.007785 0.4524 0.7166 -0.09664 -0.1146 -0.1732 0.4912 0.4996 -0.02269 0.1175 -0.2337 0.3194 0.3794 0.7228 0.9362 1.204 0.2413 0.4473 0.116607969329756 -0.09085 -0.2096 -0.3413 0.06287 -0.1547 0.0231 0.7237 -0.1852 -0.2439 -0.2281 -0.5247 -0.2628 -0.2436 0.3942 -0.0685 -0.0347 -0.1859 -0.3641 -0.4147 -0.3642 -0.1922 -0.4564 -0.02017 -0.2896
-0.3191 1.2 -0.3874 -1.82e-09 -0.2058 1.019 -0.344 -0.03701 0.08071 -0.2151 -0.01425 -0.2773 -0.3456 -0.02314 -0.3745 -0.6272 -0.2693 -0.3738 -0.02409 0.3217 0.2973 0.7217 0.01425 0.154 0.1654 -0.09295 0.1567 0.1077 -0.07739 1.804 0.2689 -0.3096 1.752 0.08595 -0.08611 0.632 -0.2212 -0.04184 -0.01796 0.1366 -0.1421 0.1046 0.3794 -0.2398 -0.1947 -0.04945 0.3764 0.6369 0.09515 0.02321 -0.2344 0.1844 0.1372 0.9927 0.923 1.151 0.5348 0.1812 0.5303 0.4369 -0.1202 -0.03685 -0.06528 -0.1065 -0.2427 0.3964 -0.1373 0.3168 -0.2537 -0.5302 -0.03925 -0.07435 0.493 -0.4691 0.0615068663822306 -0.2661 0.08548 -0.2457 -0.4275 -0.5112 -0.5597 -0.2416 -0.4995
-0.2246 -0.003911 0.4033 -0.1939 -0.0118708661949546 -0.02782 -0.2947 -0.0856448166098683 0.3627 -0.1623 -0.2506 -0.3065 -0.2204 -0.1472 -0.2071 -0.0823720926805526 0.8198 -0.569 -0.5291 0.0596 0.01144 -0.3294 -0.237160131874969 -0.0200177010500796 -0.211516554883242 -0.16853300588622 -0.104573167548909 -0.0210671708162702 -0.100973095741428 -0.08822 -0.1804 -0.1741 0.2775 0.4998 0.1337 0.3453 0.2278 0.5859 0.0328 0.1503 -0.2277 0.7999 0.2676 -0.2549 -0.1823 0.4536 0.8308 0.2977 -0.3569 -0.1995 0.3741 0.2788 0.9238 -0.1677 -0.3158 -0.03042 0.6146 0.3335 0.1162 -0.01831 -0.151 -0.3461 -0.1247 -0.6192 -0.3065 0.6889 0.6553 -0.0750310653458691 -0.2062 -0.7675 1.683 0.2892 1.09 -0.04868 -0.3543 0.6946 1.195 1.132 0.6779 0.4737 1.121 -0.1347 1.048
-0.1833 -0.1617 0.0827099837905728 0.009002 -0.0322487605497963 0.1732 0.02995 -0.00767688825214745 -0.1761 -0.06998 0.22 -0.01307 0.001661 0.07594 0.08596 -0.0818386274818126 -0.1763 -0.5488 0.1389 0.6395 -0.6856 -0.2255 0.2457 -0.00628127265184446 -0.2656 -0.082884633998863 0.1314 -0.0905061631775024 -0.3201 -0.008608 0.45 0.2594 0.5079 0.4382 0.0281448733454476 -0.2031 -0.4442 0.05448 0.07698 -0.02576 -0.01843 0.1607 -0.1267 -5.1e-10 -0.2016 0.2678 1.254 0.325 0.4582 0.6775 1.76 0.9436 -0.2283 -0.02651 -0.01713 0.5792 0.5337 -0.4052 -0.3531 0.06828 0.2014 -0.09963 0.3973 -0.2249 0.02089 -0.1096 0.141 0.00295838030491967 -0.5294 0.5372 0.4095 0.7028 0.784 0.1212 -0.2605 0.08975 1.389 1.106 1.24 1.177 0.9978 -0.2542 1.185
0.4247 0.3376 -0.04778 0.2303 0.03323 0.004722 0.06326 0.6638 0.1522 0.7569 0.1587 0.4438 0.3218 0.4417 -0.2847 0.2836 0.2184 0.05406 -0.6525 -0.919 -0.6401 -0.5896 -0.9707 -0.4845 -0.5112 -0.8581 -0.9838 -0.3692 -0.03525 -0.6509 -1.211 -0.8156 -0.9736 -1.215 0.19 -0.4288 -0.5835 -0.1987 0.1819 -3.5e-09 -0.3571 -0.08956 -0.7454 0.3948 0.278 -0.04085 0.07216 0.5462 0.4819 0.3992 0.3822 -0.1331 -0.4052 0.1685 -0.1711 0.1042 -0.313 -0.3324 -0.2409 -0.5348 0.3441 0.3369 -0.1052 1.21 0.04414 -0.3086 -0.4958 -0.7292 -0.6781 -0.3368 -0.1208 -0.3347 0.2307 -0.1525 -0.2137 0.106 0.006587 0.2043 -0.3985 0.1464 -0.3565 0.4608 0.06951
-0.1009 -0.3055 0.3042 -0.5839 -0.1479 -0.2002 -0.5533 -0.3316 0.2283 -0.3288 -0.1044 0.1103 -0.9224 -0.1248 -0.3086 0.0462 -0.08504 0.2883 0.2075 -0.9119 -0.01595 0.6774 -0.1066 0.1146 -0.04736 0.4387 -0.4117 -0.8091 -0.5114 -0.01315 0.06959 -0.6699 0.6339 -1.073 0.005742 -0.5065 -0.3393 0.1304 -0.1124 0.7766 0.05521 0.3199 0.4412 0.1372 0.213 0.8197 1.134 0.7983 0.8384 0.7912 0.6056 0.1621 0.2928 0.441 0.7347 0.5327 0.2313 0.7635 0.7356 -0.1521 0.04267 -9.67e-09 -0.2259 -0.07793 0.417 0.4055 0.3009 -0.5988 0.5803 0.2894 -0.003884 0.1439 0.3293 1.317 0.7567 0.4928 0.5485 0.116 0.2469 0.1509 0.5378 -0.005446 0.3862
0.2484 -0.1339 0.7046 0.5501 0.5793 0.875 -0.09101 -0.206 0.1707 0.09994 0.2354 0.2263 -0.2392 0.6531 -0.02153 -0.9159 0.7881 -0.5707 -0.2259 0.3218 -0.2402 -0.0027 -0.1151 0.03211 0.1631 0.1448 0.03516 0.008332 -0.9773 -0.7693 -0.3137 -1.025 -0.6907 -0.7937 -0.3628 0.316 -0.4815 -0.2985 1.245 0.2985 0.1729 -0.6084 0.1928 0.09219 0.1277 0.1226 -0.6497 -0.2761 -0.8561 -0.986 -0.1825 -0.1794 -0.7797 -0.3365 -0.09108 0.07794 0.02764 0.2979 0.04171 0.156 -0.7351 -0.3927 0.6571 0.03204 -0.1714 0.0767 -0.3006 -0.7383 0.1634 0.3007 0.2435 -0.08533 0.6773 -0.7419 -0.2865 0.5192 0.1077 0.3401 0.08591 0.3893 -0.0512 0.586 0.4223
-0.2302 0.2212 -0.247743838722095 -0.2195 -0.0373755007695216 -0.0347 0.0347 0.3346 0.6568 0.1501 -0.3068 -0.2338 -0.6815 -0.5139 -0.4242 -0.0963 0.007575 -0.2437 0.4723 -1.26 0.3049 -0.4718 -0.0480039021705888 -0.1907 -0.5651 -0.073302350904696 -0.06641 -0.277053612908841 -0.2631 -0.0429337743351142 -0.0776843305817148 -0.796567402303212 -0.6703 -1.77 7.07e-10 -0.3761 -0.5694 -0.6021 0.3147 0.2845 -0.2265 0.7842 0.7963 0.6799 0.1293 0.539 0.2375 0.3427 0.1756 0.328 -0.6783 -0.014674971015805 0.8125 0.1777 0.2289 0.3423 -0.1388 -0.04024 0.05959 0.193 -0.3616 0.6927 0.03978 -0.06803 -0.1393 0.2701 0.2882 -0.6453 0.4571 0.5412 -0.6829 0.07258 0.2728 1.258 0.6296 -0.2267 0.3648 0.09903 0.4504 0.04592 0.1586 0.2937 -0.06528
0.05466 0.2257 0.396 0.06544 0.1863 -0.006109 -0.4761 -0.2312 0.5518 -0.07288 0.3828 0.7404 -0.2486 0.3485 0.181357001304843 -0.4065 0.196 -0.4548 1.357 0.9314 0.7538 -0.5574 -0.5496 0.2659 0.2005 -0.3626 -0.1421 -0.002789 -0.9544 -0.5778 -0.3341 -0.9812 -0.8589 -1.527 -0.4301 -8.39e-09 -0.3202 -0.6923 -0.3026 -0.05803 -0.115 0.002789 -0.5885 0.7226 0.5756 -0.09754 -0.4128 0.1384 -0.5221 -0.3196 0.1023 0.3262 -0.6845 -0.1898 0.03611 -0.005196 -0.05532 0.4905 0.35 0.4399 -0.1537 0.2216 0.3183 0.09089 0.1694 0.6556 -0.1661 -0.8991 -0.3254 -0.7558 -0.3566 0.2166 -0.1432 -0.6694 -0.2671 0.2263 0.01971 -0.02735 -0.3727 -0.3413 -0.06085 0.1119 -0.09783
0.2453 0.6132 0.2981 0.4266 0.0747 0.2339 0.5527 0.3542 -6.47e-09 0.6643 -0.09181 0.0537 0.2672 0.8419 -0.1094 1.055 0.506 0.1733 -0.2698 -0.8222 0.007048 0.1582 0.3117 0.2967 0.4757 0.4187 0.2178 -0.08154 -0.1591 0.22309357456041 0.7269 -0.1014 -1.182 -0.3158 0.6258 0.6942 0.87 1.06 0.5303 0.1028 -0.254367560225529 -0.7626 -0.07899 -0.3535 -0.2553 -0.4819 -0.4431 -0.5384 -0.423 -0.9147 0.08113 0.1296 -0.7865 0.08811 -0.0657487164000857 -0.1686 -0.07303 -0.5529 -0.2474 0.3259 -0.2864 0.1735 -0.2162 0.9686 -0.1439 -0.5585 -0.3248 0.3493 -0.02904 0.1272 -0.6859 0.2292 -0.4584 -0.7672 0.416 -0.4344 0.02502 -0.1341 -0.1381 0.2247 -0.3621 0.6496 -0.3958
-0.3362 -0.2274 -0.05298 -0.6351 -0.2478 0.1196 -0.4805 -0.04615 0.4302 -0.5774 -0.1299 -0.07451 -0.3881 -0.3236 -0.5702 -0.3602 -0.4448 0.1064 0.2429 -0.1971 -0.883 -0.3271 -0.3759 -0.3068 -0.2642 0.3402 0.4461 0.4865 0.1279 -0.2584 0.2737 0.05647 2.597 0.5106 0.3342 -0.0659 -0.1206 0.04398 -0.831 0.346 0.3013 0.4935 0.2003 0.2228 0.2444 0.691 0.05092 -0.1195 0.09778 -0.4309 -0.7365 -0.2308 0.7028 0.6372 0.878 0.5666 1.1e-09 0.277 0.5439 -0.2692 -0.5291 -0.1847 -0.214 0.1311 -0.0420070373623912 -0.008732 -0.3431 0.6344 0.6677 0.3647 -0.156 0.1305 0.3263 -0.02561 -0.1258 0.1592 0.2507 0.1213 0.3239 -0.0003255 -0.08951 0.008523 0.2088
0.3445 -0.1445 -0.4624 -0.218 1.208 -0.1476 0.5065 0.002752 0.6818 0.09828 -0.3637 1.99e-09 -0.2105 -0.7178 -0.3713 0.233 0.2983 0.577 -0.4526 -0.1082 -0.3564 0.2931 1.273 0.9483 0.2886 1.277 0.937 0.06027 0.6519 0.2223 -0.4063 0.241 0.6346 -0.2365 -0.7412 -0.5332 -1.016 -0.3706 0.2974 0.3709 -0.3196 -0.2747 -0.4655 0.08427 0.2948 0.4535 0.1896 0.1002 0.3579 0.5115 -0.003921 -0.2176 -0.03412 0.3855 0.5604 0.1118 -0.4873 -0.03578 0.1134 -0.4762 0.535 1.005 0.9612 -3.21e-10 0.2772 0.6386 -0.3596 0.02891 -0.1282 -0.1365 -0.2839 -0.4309 0.1251 0.2858 -0.1392 0.3706 0.01894 -0.3617 -0.1811 -0.5188 0.07067 0.3157 -0.01597
-0.1542 -0.04665 -0.5645 -0.3702 0.2146 -0.3758 0.07625 1.012 0.1745 5.49e-09 -0.6972 0.08766 -0.1969 -0.5564 -0.5401 0.1716 0.09212 0.6453 0.0156 -0.2867 -0.5009 0.5945 0.3962 0.03598 -0.4103 0.2418 -0.000955 -0.1014 -0.1 0.7708 0.000411 -1.131 0.4416 -1.348 0.5951 -0.8272 -1.025 -0.5726 0.3178 0.4617 -0.1548 0.865 -0.1326 0.2248 1.063 0.6005 0.9044 0.4383 0.6591 0.3067 -0.3399 -0.0613 0.3933 -0.01403 0.3521 -9.43e-09 0.313 0.1938 0.4084 0.1364 0.5477 0.4538 -0.7442 -0.1179 0.03428 0.3264 0.05039 0.4124 -0.3924 0.2894 -0.3607 -0.1636 0.4008 0.758 0.05573 0.3853 0.1254 0.2956 -0.1966 -0.08135 -0.1237 0.04522 -0.1829
-0.1963 0.3949 0.04626 0.3717 -0.3639 0.6341 -0.0828 0.5042 0.4017 0.1413 0.1302 -3.92e-09 0.1677 0.6125 0.1929 1.848 -0.293 1.632 -0.125 0.7865 -0.00447161941772912 -0.2645 0.09932 0.08958 0.3428 -0.1707 0.4575 0.002483 -0.01003 0.2152 -0.1395 -0.5288 -1.071 -0.06601 -0.4586 0.6064 0.3831 0.1624 0.1029 -0.1989 -0.009204 -0.6324 0.5215 -0.1127 -0.6758 -0.1765 -0.04611 0.1582 0.1237 -0.3304 0.1233 0.02848 -0.2642 0.006186 -0.1918 -0.05832 -0.2397 1.048 -0.1937 -0.006186 0.0385 -0.3529 0.02696 -0.04011 0.3737 1.326 -0.07279 -0.4246 -0.3144 -0.5609 -0.05704 0.02079 -0.06077 -0.6251 -0.1453 -0.3317 -0.2983 -0.7569 -0.309 -0.3827 -0.458 -0.06787 -0.111
0.1683 0.03895 -0.07017 -0.1613 0.2123 0.3756 -0.1917 0.1349 -0.3135 -0.1796 -0.1732 0.1394 -0.01639 0.3674 0.533 -0.5719 -0.1701 -0.7719 -0.308 0.00389 0.301 0.07527 0.5836 0.3759 0.702 -0.3883 0.6644 0.03745 0.5445 0.5058 0.6882 0.523 -0.3933 0.01012 0.9633 1.103 0.8842 1.949 -0.2927 0.07043 -0.486 -0.2226 0.0185330754464041 -0.06906 -0.2909 0.1594 0.3861 -0.04412 4.3e-09 -0.3143 0.782 0.5937 -0.1177 0.7564 0.6499 0.6362 0.2977 -0.2147 -0.1131 0.2743 0.05611 -0.04232 -0.2864 0.4464 -0.4799 0.1935 -0.01243 0.01178 0.4013 0.6495 -0.4243 -0.1428 -0.5483 -0.9886 -0.03126 -0.583 -0.147 -0.3212 -0.3973 0.1874 -0.287 -0.03534 -0.5808
-0.1845 0.007897 -0.06171 0.06613 -0.5528 -0.2337 0.004314 -0.4629 -0.6854 0.00602 0.007545 -0.3165 0.02121 0.03931 0.03464 -0.6269 -0.8048 -1.088 0.4375 0.1242 0.4798 -0.2354 0.1109 0.2921 0.4192 0.182 0.7282 0.0691 -0.727 -0.004314 -0.3475 -0.9331 -1.122 -0.9227 0.02486 0.1432 -0.4053 0.06784 0.07297 -0.01979 0.2157 -0.2633 -0.3204 0.3968 -0.1349 0.03171 -0.3059 0.5964 -0.1909 -0.6855 0.7003 0.1649 -0.4457 -0.6141 -0.6182 0.6887 -0.2438 0.7016 0.3735 0.314 0.3161 0.3392 0.1046 -0.1046 -0.02135 0.5308 1.45e-08 -0.04888 -0.5496 -0.7222 -0.1286 0.01544 -0.9303 -1.25 -0.6486 -0.6654 -0.296 -1.164 -0.5337 -0.6381 -0.5597 -0.5925 -0.7253
0.07612 -0.06818 0.1568 0.4653 0.0780312158764779 0.04413 -0.2095 -0.0648421647188324 -0.182697332644682 -0.1715 0.326115739120616 -0.0748341022227588 0.3502 0.01668 0.9673 -0.2162 5.38e-09 -0.265430243019225 1.542 1.206 0.7094 0.01641 -0.1615 0.1733 -0.302 -0.1142 -0.01933 0.4249 -0.0375868868302549 -0.1527 0.6969 1.53 1.062 1.079 1.77 -0.1079 0.3441 0.2812 0.04532 -0.01674 0.6033 -0.189428626549136 -0.0459992716071852 0.06724 -0.1938 -0.2514 -0.2668 -0.05061 -0.1369 -0.1546 -0.3886 -0.130162770605206 -0.0819625722804355 -0.05326 -0.1025 -0.114710991784225 -0.03451 -0.1256 0.04107 0.1029 -0.4466 -0.1353 0.23424706138963 0.1442 0.0862596128514323 -0.12473772978826 0.8909 1.535 -0.0557 -0.2361 0.4179 0.225 -0.2521 -0.169309978218047 -0.08514591298844 -0.2288 0.05066 -1.42e-10 -0.149329218465831 -0.0421429588596282 0.04469 -0.157671857480951 0.3441
0.3281 0.1289 0.1215 0.04135 0.4314 0.3421 0.7039 0.6495 0.8629 0.1882 -0.2725 0.1083 -1.38e-08 -0.1108 -0.4004 0.4666 0.5885 0.6551 0.6065 -0.9579 0.1738 -0.7909 -0.1308 -0.3526 -0.3853 0.316 -0.3684 -0.3343 0.7967 0.6659 -0.7342 0.2448 0.7111 -0.756 1.45 0.1744 -0.08401 0.09062 0.505 0.2727 0.2305 0.6989 1.158 0.8006 0.3142 0.6412 -0.04704 -0.2185 -0.4145 -0.4797 -0.509 0.04228 1.024 -0.1375 -0.01542 -0.3556 0.1681 -0.292 -0.2874 -0.4425 -0.4151 0.128 0.3612 0.2048 -0.4756 0.4196 0.4197 -0.4484 -0.252 -0.2022 -0.5272 0.2353 0.5889 0.09928 -0.226 0.4081 0.2271 0.2965 0.1729 -0.05865 -0.08068 0.3426 0.4949
0.03447 0.274 0.201 0.2555 -0.4018 -0.1899 -0.209 -0.07206 -0.1314 0.03204 -0.01173 0.09861 0.1177 -0.3567 -0.07874 -0.3715 -0.6159 -0.3461 0.1438 -0.1068 0.416 -0.19 0.475 -0.04987 -3.48e-09 0.1063 0.6672 -0.2374 0.9176 0.1097 0.09892 -0.3819 -0.7269 -0.781 -0.3753 -0.193 -0.238 -0.7492 0.02661 -0.03535 0.2334 0.1629 -0.1365 0.05363 1.005 0.002768 0.6552 0.7897 0.2137 -0.2401 1.67 0.884 0.002392 -0.2361 -0.3214 0.1574 -0.3563 0.7967 0.7883 0.232 0.2616 0.887 0.4143 -0.2103 0.9301 0.5827 -0.1489 -0.2729 -0.2673 -0.4289 -0.3493 -0.03279 -0.6437 -0.3603 -0.5189 -0.3299 -0.005328 -0.7546 -0.4947 -0.5218 -0.2077 -0.2962 -0.7795
