"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47"
0.1 2.051 -1.987 -0.214 -0.454 0.725 -5.85 -0.353 0.558 0.482 -0.364948661975996 -0.392 0.344 -0.976 0.392 1.15 2.145 -2.564 -0.271322514035285 1.998 0.00749814322860611 0.446562835969217 0.152 -0.446 -0.251 -0.18 0.175 1.663 -3.516 -0.363 0.109 0.288 0.023 0.469 -0.762 0.334 0.528 0.003 -0.270890313939371 -0.847 -1.42 -0.879 -1.885 -1.235 -1.08393117767503 0.485 -0.102
1.171 1.722 1.053 -0.241 0.469 0.489 1.203 0.092 -0.897 -0.398 0.504316700167259 1.922 -0.38 -2.373 -0.167 1.963 -1.004 -0.648 0.845 -0.553 -0.52 -1.48 0 -0.288 0.227 0.673 0.237 1.267 -1.285 0.285 0.178 -0.699 -0.626 -0.891 1.464 2.737 4.699 -0.17 2.315 -0.388 0.305896250671061 4.629 -0.772 0.32 -0.068 0.044 0.306
-0.278 -0.569 -0.782 0.615 -0.671 -1.045 -2.845 -0.293 0.385 -0.264 1.273 -0.956 1.571 0.814 0.856 -0.938 -0.135 1.95 -1.356 -0.112 2.292 0.419 -1.582 0.457 1.906 1.095 0.026 -0.253 3.334 3.027 0.268 -0.803 0.775 -2.081 -0.336 -3.362 -0.488 0.201 -1.2 1.027 0.327 0.265 1.023 -0.139 2.527 -1.041 -0.076
-0.974 0.821 0.632 1.749 0.273 0.738 0.211 -1.285 -0.451 0.458 2.226 0.379 -1.172 0.921 -2.353 0.379 -1.718 -1.437 -0.597 -0.531 -0.981 -0.135 2.654 -1.4 -2.025 -0.611 -2.246 -2.211 -2.254 -2.73 0.172 -1.431 0.178 -2.172 -0.353 -1.707 0.434 0.713 -2.782 0.59 -0.14 0.556 1.779 -1.188 -2.934 0.229 0.08
7.442 -0.085 1.45242621293446 0.036 -0.911 0.801 -0.595069317389452 -0.383 -0.894 -0.342 -0.516 0.119 -0.34 -0.526 -0.532 1.358 0.19 -0.258 -2.421 -0.98 0.056 0.154 -0.069 0.197 -0.413 -2.136 0.877 0.733 -0.834 -1.159 -0.214 0.047 -0.194 0.146 -0.872 -0.657 -0.76 0.029 -0.537 0.741 -0.253830313284112 0.656 1.587 -0.898 -0.882290490111878 -0.006 -0.349
0.1 -0.811 -0.982 -2.041 -0.031 -0.833 -2.888 -1.642 -0.905 -1.077 -1.829 0.229 2.036 -1.481 -0.827 -1.732 0.989 -3.02 -0.849 -1.487 -0.553 -0.439 -1.816 1.527 -0.663 2.115 -1.16739090544888 -1.25515555923481 -0.557 -0.535 2.354 0.432 0.495 -1.447 2.113 -1.862 -2.106 0.475 -0.488381701949467 -0.597 -2.486 -1.853 -1.483 -0.808944213077245 -1.51790151917705 -0.655 2.598
0.122307794800708 2.268 1.501 0.184 0.763 -1.816 -0.436 -0.039 -0.128 0.038 -0.824 -0.346 0.731 -0.028 -0.4 0.8 0.293 -0.825 0.821 -0.81 0.779 2.167 -0.302 0.732 -3.491 0.985 -0.299709356917769 -0.183 -3.722 -5.804 -0.473 -0.58 -0.591 -0.624 -0.903 -0.781 -0.257 -0.089 -0.943 0.843 0.201 -0.899 0.033 -0.685 0.496 0.433787406102325 -0.379
0.809761479957439 0.371751619929144 1.252 -0.1 0.82 -2.238 -8.247 0.139 0.1 -0.188 -0.483197565866138 -0.003 -0.402 -0.036 -0.194 0.606 -1.292 -0.451 -0.152 0.988 -0.138 0.15 0.811 -0.299 0.032 -0.412 -0.251 0.819 -0.132 1.282 -0.359 0.358 -0.388 -0.128 -0.322 -0.191 0.896 0.114 -0.309 -0.314 0.736 0.269 0.068 -1.002 -0.402798463758449 0.21 -0.37
0.97 0.48428118226579 2.514 0.305 0.27 0.443 0.395 0.121 0.623 1.1 -0.388 -2.086 -5.086 0.019 -0.03 -0.515 0.987 -0.020664004305255 -1.012 0.3 0.532876392515064 0.162 0.064 -1.466 1.11 -0.33 -1.772 -2.176 -0.19 -0.567 -0.075 0.292 0.874 1.575 -2.199 -0.743 0.46 0.082 -0.629 0.0414593635328498 -1.858 -1.319 1.833 0.084 -2.744 2.02 1.476
3.434 2.136 1.48613523906701 0.268 0.162 4.632 -2.927 -1.342 -0.093 0.118 -0.468 -0.011 -0.177 -0.249 -0.084 0.459 2.005 0.408 -0.319348813271492 -0.285 0.778 1.047 -0.407 -0.116 0.284 -0.043 -3.872 -0.383177652794551 0.753 0.00113333968094295 0.684 0.478 -0.162 -0.027 -0.95 -0.392 -0.072 0.173 -0.294 -0.055 0.215 -0.669 -0.392 0.922 -2.894 0.79 -0.362
-0.888532095476944 -0.504 -2.017 -0.619 2.407 -1.791 -0.581 -2.465 0.633 -0.452 -1.153 -0.24 -0.554 -0.957 0.984 -1.056 -2.865 -1.28166241164474 -1.917 -2.129 -0.976 -2.187 -0.73 -0.829 1.245 2.716 -4.854 -0.044 -1.015 1.663 2.483 -0.147 -0.326 -0.785 0.372 -0.76 -0.875 -0.449 -0.504 -0.539 -1.262 -0.033 -1.084 0.247 -0.180113399984557 -0.258 0.422
0.639 0.11 1.292 -0.144505809998137 0.371541671125133 1.565 -0.294 0.1 -0.609 0.207138950148427 1.274 -0.21706094984451 -0.210580422322367 -0.681 -0.425 4.585 -0.252 0.054 -0.168 -0.297 0.241 0.442566202636379 0.522 -0.146321933072626 0.516150412093787 -0.12 -0.98 0.102 0.7 0.069 0.132 1.784 -1.458 0.246255110037287 -4.144 -0.238966478612943 -3.167 3.474 -0.415781132115518 -1.864 0.786 1.044 2.068 0.723 0.263 -0.47 0.382
-1.567 -0.041 2.467 -1.373 -0.366 2.192 -1.584 -0.769 0.502 0.464 1.214 -0.199 1.59 0.405 -1.049 1.557 -3.251 -3.126 -0.326 -0.214 0.864 3.637 0.231 0.76 -0.659 0.244 -0.695211110787329 0.721014440098761 -1.248 -2.253 -0.053 -0.198 -1.071 -0.425 -0.581 -2.077 0.118815036209107 -0.623 -1.01 -0.86 -0.997 -1.02 -0.744 -2.4 -0.659827481067711 1.398 -0.16
3.756 -0.597 0.353 -1.816 -1.523 -0.678 -0.704994410010062 0.189 -0.342 0.184 -0.423 -0.269 0.141 -0.262 2.17 -1.486 -0.725 -1.501 0.022 -0.457 0.332 -1.053 -1.396 0.754 -0.383 -0.426 -1.08 -0.753 -0.231620298775612 -0.109 -0.598 0.574 0.462 -0.193 -1.002 -0.951 -0.026 -0.143 0.165 3.343 -0.806 3.062 4.326 0.527 -1.96684228154878 -0.852 -0.063
2.819 1.391 4.546 -0.047 0.07 -0.446 -0.82 -0.447 -0.222 -0.092 -0.602 -0.544 -0.191 -1.042 -1.043 -0.252 1.27 -0.095 -0.597 -0.411 -0.431 1.938 -0.44 -0.327 0.096 1.06 -5.702 -0.419 0.914 0.046 0.33 0.432 -1.34 -1.325 -1.635 -0.617 -0.461 -0.233 -0.171591212416665 -0.333 -0.965 -1.355 -0.213 -0.581 -0.041 0.482 -0.351
0.824518472865305 1.259 0.274398444009747 -0.613 0.209 -4.293 -2.667 0.19 0.149 -0.18 -0.592 0.48 0.209 -0.405 -0.282 0.491 0.0841538572253828 0.757 -0.121 -0.049 1 1.85 -0.066 -0.54 -0.17 -0.464 -6.218 -0.951576572929437 -0.762244748763188 -1.826 0.247 0.351777259122491 -0.54 0.038 -0.261 -0.289 -0.0837175441093914 0.172 -0.352 0.646 0.464 0.189 -0.084 -0.195549047457606 -2.318 1.711 -0.458
2.072 0.40960835876878 2.392 0.687 -0.272 1.771 1.168 0.226 0.292 -2.427 -0.415 -0.505 -0.788 0.269 0.027 0.83 -3.107 -0.183 0.017 0.82 1.852 0.361 1.181 -0.264 1.059 0.8 -0.114 -1.504 1.24 1.442 0.807 4.524 -0.079 -1.143 -0.645 -0.085 -0.793 0.889 0.212 1.187 -1.265 -2.467 1.023 0.333 2.95 0.282 0.91
-1.068 0.71 0.543999018122254 -0.119 0.535 0.725 -0.332 -1.416 -0.638 0.271 0.063 -0.661 0.309 -0.888 0.703 0.367 -0.415 0.511 -1.82 -1.115 -0.493 8.002 0.638 0.456 0.12 1.279 -0.576 0.581106422555816 -0.510803300173154 -0.173541232767938 0.147 0.172 0.448 -0.943 1.017 0.117 0.904 0.039 -0.007 -0.455 0.684 0.659 0.621 -0.680800651272687 -0.953137506194973 0.205 0.696
0.431432364354145 1.037 0.271672366686913 -0.128 0.136 0.605 3.732 -0.579056133544868 -0.306356757684875 0.172 -0.075 0.508 0.138 -0.063 -0.204 0.854 0.837 -0.861 -6.386 -1.586 -3.293 0.443 -0.274 -0.683 -0.472 -2.166 -0.689 0.522 -0.566 -1.357 -0.337 -0.371 0.143 0.105 -0.958 -0.643 -0.504 0.031 -0.642 0.165 0.177 0.518 -0.28 -1.284 -1.98756351946735 0.491 -0.452
0.670001672867997 0.51644924687499 1.374 -0.619 0.178 0.208 0.516 2.596 0.12 0.167 0.041 -0.305 -1.516 -2.407 -1.756 -0.595 0.381 0.377 3.972 0.796 0.846863046069715 -0.411 -0.986 0.223 -0.119228784647696 0.629668940879111 -0.856 -4.579 0.113 -0.00786463537844125 1.169 1.317 0.176 -1.581 -2.906 0.201 0.602 -0.422 -0.302 -1.092 1.286 0.044 -1.327 0.811 -0.369400313399421 1.415 -0.379
-0.277 0.459 1.142 -0.203 -1.344 -0.4 0.069 0.232 -1.797 -0.252 1.489 -0.356 -0.091 1.284 2.674 -0.72 0.03 -3.216 -0.473 -1.589 -2.56 -1.043 0.45 -0.313 -1.302 0.377 -2.664 -2.471 -2.3 -1.86 -1.226 0.681 1.142 -1.195 -1.962 -1.026 1.687 1.443 0.96 -1.551 -0.308051368313697 1.63 -0.813 0.347 -2.573 0.933 -0.498
-0.151 1.667 0.443 0.158 -0.706 -1.094 0.549 -0.746 -0.35 0.08 -0.717 -0.174 -0.303 -1.013 0.331 -0.092 2.147 -0.492359898375625 0.889 -0.757 -0.664 0.394439480331414 0.347 -0.110080400260211 -0.098 4.016 -1.04539928875393 0.714 -0.765 -3.733 0.659 0.55 -0.006 -1.33 -0.434 0.229 0.044 -0.037 -0.076 -0.34 0.228 -0.59 -0.912 -5.284 2.542 0.315 -0.236
2.022 0.840427802935137 1.31465312539655 -1 -1.304 -0.272180232613153 0.57 -2.587 0.834 0.019 -0.578 -0.067 -0.175 -0.551 -0.297 -0.272 0.386 -0.585242468516244 -0.213 -0.207 0.769 2.209 -0.597 0.241 0.305 2.623 -0.721 -0.367 2.747 -5.581 1.565 0.966 -0.044 -0.77 -0.247 -1.344 -0.185 -0.317 -0.422 -0.276 -0.919 1.1 0.337 -2.291 -0.404905351688324 -0.482 0.367
-2.957 0.047 -2.337 -0.072 -1.238 -4.362 -3.232 -3.104 -1.308 -1.531 -0.208 -1.994 -2.182 1.48 -0.65 0.773 -2.567 -2.636 -0.995 -3.087 -2.978 -1.778 1.008 -0.776 -2.024 -1.553 -2.16501651137333 -3.869 -4.244 -2.853 -1.895 -1.329 -1.718 -0.451 -0.754 -1.113 0.13 -0.837 -2.029 -1.167 -2.581 -1.468 -1.967 -0.538 -4.36 -1.482 -0.405
-0.696 -0.454 -1.911 -1.573 -0.308 -3.416 -3.345 -2.711 -0.879 -1.006 0.619 -0.089 -0.211 0.391 1.363 -1.322 1.18 -2.276 -2.964 -1.818 0.675 0.068 0.163 -0.279 -0.882 -0.021 -1.9 -2.089 -0.286 -1.288 0.801 -0.852 -1.149 -0.898 -0.561 -1.722 -1.526 -0.615 -0.508 1.618 -2.265 0.551 2.903 -0.096 -2.943 -0.0817451266106346 0.915
0.080257041929045 0.569052493022026 4.532 0.0208799628937008 0.149 -0.785 -1.304 -1.392 -0.285 1.375 -1.538 0.155 -0.284 -0.182903332907922 1.308 -1.586 1.083 -0.715632908086388 -0.242 0.0238193729118092 1.107 2.349 0.322 -0.476 5.759 0.479 0.041 -1.304 -0.54 1.066 0.414 0.260804770936142 -0.336 -0.39456225117031 0.401 -1.248 -0.424 0.144 -0.522 0.528 1.211 0.676 -0.0281658468059774 0.702 -0.428 -1.241 0.415
1.379 0.719 -0.966 0.229 -0.253 0.552 0.344 0.349 0.053 0.324 0.873 -1.347 1.05 -3.144 0.565 0.821 -0.174 -0.035 -1.315 0.953 -3.969 -2.301 0.806165216261922 1.072 0.0789946479485647 -1.397 1.175 1.133 -3.677 -1.254 -1.388 -0.816 -0.5 0.023 0.339 1.16 0.915 0.737 1.394 -2.069 0.581 -0.758 -2.711 0.85 0.9 -0.001 -0.776
-3.506 -0.227771533953088 -2.536 -0.687 -0.51 -4.47 -3.229 -3.19 -2.347 -1.506 -1.849 -1.994 -2.298 -1.926 -2.04619505720318 0.027 -4.056 -3.841 -4.475 -3.816 -2.33297301802361 -3.108 -0.513 -1.894 -2.161 -3.497 -5.424 -5.094 -3.158 -3.88 -1.232 -1.293 -1.498 -2.625 -2.334 -2.037 -2.331 -1.612 -2.191 -2.486 -2.861 -0.955 -2.197 -3.567 -4.342 0.833 -1.747
4.171 1.113 1.85 -0.45 -0.278 -0.319 -0.796 -0.186 -0.48 -0.318 -0.365 -0.256 0.359 -0.82 0.311 -0.176 -0.295 -1.164 -1.641 -0.333 -0.116 0.28 -0.676 -0.821 0.606 0.844 -2.532 -6.306 -0.792 -1.863 0.421 0.259 -0.747 -0.552 -0.364 0.026 0.51 -0.416 0.051 0.017 -1.273 0.387 0.571 0.691 -1.346 0.278791981499354 -0.444
3.756 0.954 1.18664651366281 -0.028862454838388 0.508 -0.0724556745372846 -0.365321878738271 -1.04 2.518 0.004 -0.098 0.237 -0.327 0.233 0.029 0.274 -4.35 4.783 0.196 0.055 1.469 0.859628072221767 0.122 -0.252 0.242 0.162198215033042 -0.846159397028756 -0.258833256106618 -0.831 -0.334 -0.972 -0.229 0.329 -0.51 -0.954 -0.062 -0.396 0.275 -0.111 -0.011 0.993 -0.222 -0.244 3.244 -0.678088607015205 0.399 0.094
2.329 -1.474 -0.528 -0.038 -0.857 -0.748 -0.526 -0.736 -2.787 -1.149 -1.008 0.744 -0.3 2.92 -2.545 -1.747 -0.454 -0.759 1.21 -1.55 -0.567 -0.401 -0.139 -0.98 -1.405 -0.833 -3.712 -4.223 -1.118 -2.332 0.763 -0.808 -0.224 -2.269 -1.632 -1.15 -0.166 1.033 0.368 -1.448 -0.363 -1.201 0.953 -2.651 -0.641 0.425 -1.198
0.892 -0.432 0.547 0.309 -2.351 1.285 1.252 0.393 1.438 1.243 -1.426 -0.055 1.214 -1.775 -2.618 -0.427 0.248 -2.422 0.536 0.849 -2.165 -1.251 -0.983 -0.072 -0.274 -1.885 0.688 1.025 -2.22 -1.371 -1.71 -0.013 0.252 -0.432 0.494 0.637 1.561 -1.277 1.649 -2.899 -0.857 -2.804 -2.721 -0.169 -1.693 -0.335 -1.311
1.117 -0.37 2.055 0.374 -1.548 -1.163 -0.892 2.137 0.927 -0.569 -0.172012698917704 -0.606 -0.457 -0.067422642275725 -1.821 -0.044 0.039 -4.552 -2.592 -0.379 -2.075 0.53 -1.221 -0.676 -0.808 -2.833 -0.544 -0.668 -0.676335965805029 -2.229 -0.055 0.306 -0.32 -0.578 -0.196010117920202 0.457 1.802 -0.013 1.074 0.204 -0.453 1.64 1.938 -1.423 -2.26849588968968 0.717 0.808
-0.596 0.771 1.168 2.1 0.85 1.283 0.206 -1.293 -0.01 0.463 2.297 0.028 -1.254 0.662 -1.408 0.163 -0.956 -0.691 -0.717425620098577 -0.431 -0.853 0.018 2.764 -2.12 -2.185 -0.247 -2.114 -2.114 -1.965 -2.178 0.066 -1.943 0.263 -2.837 -0.002 -1.982 0.201 0.362 -3.195 0.837 -0.002 0.358 0.968854257090542 -0.631 -2.123 0.061 -0.141
0.024 0.528 1.79677302251905 0.217 0.455 0.374 1.133 -0.122525250990459 -0.057 0.044 -0.258 0.256 0.209 -0.712 -0.455 -0.062 5.101 -4.562 0.796 0.542 2.086 3.055 -0.276 -0.162 -0.01 -0.083 -0.22 3.388 -0.668795658573332 -0.485 0.081 0.353 0.017 -1.035 -0.697 -0.547 -0.114 -0.189 -0.306 0.344 -0.278 0.105 0.235 -1.53 -0.49056217835878 0.433 -0.004
4.849 -0.246 0.767 -0.362 -0.241 -0.241303967990427 -4.616 0.254 -1.025 -0.065 0.127 0.166 0.237 0.749 0.579 -0.228 -1.678 -1.00038777645124 -0.749 -1.565 0.305 2.255 -0.286 -0.241 0.117 -0.313421845671086 -1.70131361138673 -2.323 -1.00207737417588 -2.902 -0.376 0.247834759255535 -0.003 0.103 0.108 -0.495 -0.503 0.27 -0.128 0.785 -0.24 0.624 1.95 -0.159512722841785 -1.34856409882373 0.127 -0.492
1.946 0.228 1.22964258180109 -0.26 0.115 0.18200078833948 -0.207 -0.116 0.91 0.026 -0.515 0.051 -0.201 0.237 -0.33 0.441 -0.006 -0.562 -0.403 6.503 0.445 2.932 -0.183 -0.798 -0.057 -1.434 -2.789 -2.242 -1.937 -1.302 -0.04 0.301 -0.155 -0.441 -0.427 -1.315 0.654 0.182 -0.571 0.213 -0.3 0.082 0.312 -0.243 0.725600842920228 -0.128 -0.342
1.185 -0.006 -0.36 -1.791 -1.29 -0.207 -0.897 -0.377 -0.726 -0.24 -0.411 -0.492 -0.302 -0.504 3.12 -0.927166187800757 -1.899 -0.946 -0.94 -0.135 -0.223 -0.483 -0.776 0.736 1.257 0.637 -0.555 -0.971 -0.361936831812481 1.436 -0.974 -0.094 -0.873 -0.454 -0.679 -1.418 -0.26 -0.708 -0.508 2.63436763050064 -0.277 3.881 4.709 -0.037 -1.25483868548089 -1.136 -0.18
1.25 -0.45 -0.958 -1.45 -1.971 -0.78 -1.061 -1.113 1.484 -0.047 -0.443 -0.966 0.276 0.132371434221775 -0.695 -1.308 -0.648 -2.094 -0.849 -1.894 -2.708 -1.831 -1.694 -0.482 2.229 0.806 -0.939 -0.589 -0.992 2.754 0.538 -1.02 -0.204 -1.726 -0.144 -0.77 0.367 -0.704 1.392 -1.035 1.234 -1.446 -1.102 0.488 4.338 -1.578 0.031
2.657 1.742 0.959 -0.198009456671305 0.061 0.068 -7.722 -0.175 0.208 -0.186 -0.386 0.047 -0.146 0.028 -0.347 0.127 0.931 1.143 -0.122 0.061 0.426 1.761 -0.258 -0.131 -0.132 1.169 0.607 1.121 -0.00216955706900454 -0.442 0.953 0.492 -0.272 -0.263 -0.926 0.059 0.047 -0.086 -0.269 -0.04 -0.125159171557842 -0.172 -0.04 -0.072 -1.105 0.108 -0.068
0.471 1.659 -1.177 1.485 -0.855 0.614 0.673 -1.089 1.278 1.188 -0.807 0.057 0.882 -1.948 -0.114624691403135 -0.884 -0.437 -3.236 3.244 -0.081 -2.506 -2.365 -0.769 1.144 -0.208683540538083 -0.073 -1.275 -1.009 -3.046 -0.490494951787354 -1.14 0.89 -0.214 -1.193 -0.89 0.729 0.912 -0.217 1.336 -2.067 -1.326 -0.746 -1.609 -1.742 1.137 0.119 1.125
-0.008 0.757 -1.521 -0.842 -0.335 -0.943 -1.998 -1.72589358712203 -0.518 -0.552 -0.723963883941562 -0.255 -0.58 -1.092 -0.957 -0.245 3.262 -3.645 -0.72 -2.929 -1.757 -1.842 -1.595 -0.781 -0.906 -2.794 -5.411 -1.653 0.042 -1.034 -0.677 0.498 -0.452 0.978 0.05 -1.425 -0.784 0.016 0.278 -1.216 -1.82 -0.833 -0.448 -2.5 -2.96885210581091 0.198 0.112
0.717830835209691 1.233 1.19080651382714 0.119 -0.065 -0.291 -0.427871206964954 1.294 0.102 -0.074 -0.737 -0.018 -0.043 -0.140153747195675 -0.42 0.45 0.311 1.04 0.848 1.014 0.372 7.179 0.0840931561129454 -0.669 0.021 -0.462 -0.659029211186189 -4.175 -0.485 -0.411 0.227 0.303 -0.165 -0.558 -0.716 -0.308384683191823 0.125 0.093 -0.031 -0.067 0.217 -0.3 -0.609 0.698 -1.12979156583693 0.229 -0.425
3.622 0.144 5.63 -0.019 -0.048 -0.628 -0.331 -0.032457168360605 0.371 -0.042 -0.341 0.012 0.054 0.161 -0.356 0.375 -0.488 -0.64084385799533 -0.435352783560452 -3.795 1.176 0.851 0 -0.432 0.075 0.527 -0.586 -3.381 -0.346 -1.95 0.624 0.228 -0.112 0.002 -1.201 -0.416 0.104 -0.069 -0.005 -0.255 -0.691 -0.363 -0.356 -0.209 -1.03895633551056 0.24 -0.147
-0.585243832958103 1.05089601092749 -6.401 -0.966 -1.318 -1.031 -0.351 -0.635838653523189 -0.808 -0.264 -0.798 -0.269 -0.202 -0.719 -0.011 -0.258 -1.1 -1.7238856555209 -0.464 -2.097 -0.001 1.215 -0.184 -0.32 -0.0805497103880566 0.136 -0.546891223186205 -1.18 -6.218 0.203104284629724 -1.765 0.543 -0.498 -0.285 -0.814 -0.476 -0.593 -0.174 -0.364 -0.643 0.111 -0.078 -0.386 -0.608191078541318 -0.332304059678215 -0.446 -0.114
1.627 -0.141 2.55 -0.181 1.388 -1.185 -2.829 0.082 -0.334 0.037 0.291 0.092 0.432 0.059 0.353 0.134 2.083 -1.13 -0.417 -0.649 0.653681279085139 0.215 0.03 0.371 -0.137 0.812 0.515 1.478 0.056059635089894 -1.002 -0.984 0.014 0.29 0.043 -0.394 0.012 0.129 0.249 -0.235 0.221 -0.226988916240245 0.264 -0.117470271458521 -6.97 0.686 0.558392538994665 -0.216
0.270465602223756 0.320109406637213 0.747 0.512 1.095 0.726058349229357 1.104 1.98 1.927 -1 0.689 1.27 -0.109 0.0303896595714247 0.354 0.621 0.315870990157618 -1.124 0.643660231307842 -0.761 4.837 -0.765 0.388 0.705 -0.816 0.753 -0.077 -0.145 0.942233597824925 -2.059 0.969203268431315 0.455 -0.732 4.947 2.903 1.316 1.086 0.204 -0.506 -1.066 0.185 1.47 0.0732003023472266 1.174 3.132 0.336 -0.123
1.896 0.068 -0.379528671724239 -0.865 1.945 -1.911 -3.731 0.199 0.091 -0.578 -1.225 -0.394 -0.778 -1.215 -0.281 -0.226 1.628 -0.947855272417249 -2.893 -0.714 0.284836139138635 1.433 0.134 0.353 -0.472 -1.098 -2.252 -3.452 0.287 -1.002 0.848 -0.223 -0.994 -1.32 -0.297 -0.952 -1.546 -0.692 -0.557965183397153 -0.269 -1.727 -0.602 -0.381 -0.951 -5.104 0.414 -0.349
-1.206 0.937 -0.061 1.817 0.713 -0.425 -0.601 0.621 0.013 0.154 1.148 -0.268 -2.396 -3.172 -0.623 1.828 -0.953 0.831 -0.521 0.232 -2.793 -1.916 1.648 1.456 -0.709 0.973 2.157 2.158 -3.387 -0.731 -2.059 -1.092 0.043 0.793 -0.032 0.463 -0.394 0.322 -1.031 -0.593 0.854 0.319 -2.402 -0.025 0.341 -0.604 -0.240109175677288
-0.313 -0.037 -0.471 -0.26 3.225 -0.214 -1.898 -0.9 -0.71 -0.793 -0.581 -0.614 -0.94 -1.462 0.98 -0.533 0.975 -0.304563861786581 -2.084 -1.35 2.554 0.318 0.879 -1.194 1.865 -0.456 -0.192 0.157 3.132 3.318 0.442 1.064 1.218 -0.705 -0.163 -1.849 -0.966 -0.648 -0.973 -0.706 -2.137 -0.04 -0.425 -1.585 -2.20141991315738 -0.18 -0.599
0.599427190338851 0.722 0.023 -0.079 -0.065 -1.486 -0.195 -0.961 -0.079 -0.088 -0.498 -0.38 -0.251 -0.95 1.704 -0.405 -0.096 0.781 0.364 -0.39 -0.766 0.0774036681429325 -0.122 0.045 -0.426 0.521 1.595 1.2 -8.088 -1.629 -0.240622745428364 0.418 0.111 -0.75 -0.329 -0.464 -0.616 -0.131 0.096 -0.54 -0.466 -0.409 -0.536 -1.194 -0.461 -0.025 0.465
0.193 1.506 0.9076432374444 0.374 -0.123 0.251 -0.382 -1.366 -0.089 0.043 -0.221 -0.391 0.01 -0.428 0.053 0.249 0.168 -1.63 0.241 -0.115 0.697 0.466 0.458 0.1 -0.244 -1.408 -7.309 0.109 -0.0384518545506833 -1.433 0.389 0.354 -0.037 -0.2 0.065 -0.872 0.2 0.088 0.045 0.241 0.303 0.321 0.158 -1.344 -3.965 0.29 0.165
0.0484019465571258 1.551 1.18147392865417 0.265 -0.496 0.31 -1.65 3.387 -0.441 -0.556 0.076 -0.839 -1.134 1.163 -0.106 -0.676 0.541318102477226 -2.431 0.236985273789883 6.127 0.729 0.141 0.624 -0.776 0.358 -0.453533649542573 -0.575821659746168 -0.402367994074958 2.136 -0.156099534438061 0.767827018394231 0.132 -0.994 -0.992 -1.49 -0.202 -0.59 -0.242 0.225 -1.117 0.448 0.413 -0.741 -0.343598611811185 -1.02712254910606 -0.544 0.016
0.581589770893519 0.905 5.487 -0.079 0.023 -5.133 -0.507 -0.486 -0.269 0.281 -0.767 0.44 0.175 -0.045 0.164 -0.293 1.077 -0.411017040826045 -1.018 0.016 1.015 -1.253 0.033 -0.007 -0.0666636072358474 -2.822 -0.356600772799731 1.259 -0.821344767006349 -0.733 -2.444 0.081 -0.586 -0.338135312460502 -1.197 0.027 0.279 -0.204 -0.150379693114942 0.204 -0.685 -0.16 -0.009 -0.167 -0.710699747755221 0.223 -0.181
-0.737 0.341 -0.329 0.366 -0.198 -0.855 -0.886 0.315 -0.524 0.203 0.088 0.688 0.842 -1.323 1.703 0.11 0.062 -0.126 -0.268 -0.315 -2.311 -1.914 0.33 1.132 0.069 -0.335 1.151 2.019 -1.812 -1.471 0.236 -0.386 -0.857 0.617 0.805 0.475 -0.04 -0.0490425591425034 0.315 -0.995 0.61 -1.026 -0.214341940206513 -0.151 -7.082 -0.373 -0.404
-0.260167989263284 0.777 0.344857309818777 0.737 -0.199 -2.39 -0.181152888400686 0.264 2.497 -0.911 0.477 -0.649 -1.36 -0.939 -0.143 0.274 0.234 -0.722086747295697 -1.114 -0.519 1.446 -3.196 -0.405 1.268 0.866 4.127 -0.742093502643128 -0.322554218390642 -3.611 -0.835794016094321 -0.175 0.898 1.172 -1.306 -0.648 -0.536 2.193 1.009 0.28 -0.757 -0.062 -2.02 0.134 -0.419538741862582 0.00171652721631128 -0.919 0.72
2.485 -0.371 0.644 -1.556 -1.816 -0.0648355700160261 -0.51549436431507 -0.235 -0.58 0.076 -0.256 -0.004 0.369 -0.216707402263214 2.374 -1.442 -1.434 -0.904321710678745 -1.084 0.685 1.073 -0.831 -1.336 0.11 -0.267 -1.08846331174711 -1.12788926932454 -0.568 -0.519535097286018 -0.631 0.061 0.233 -0.013 -0.164 -0.697 0.1 -0.623 0.631 -0.263 3.377 -0.189 2.945 4.633 1.495 -1.9234157242047 -0.58 -0.297
-1.922 -0.333 -2.128 2.078 -1.54 0.715 0.852 -1.592 1.119 1.784 1.215 0.85 2.327 0.45 -1.811 1.663 0.757 0.087 2.9 -1.427 -1.888 0.316 -0.773 -0.694 -0.38 -0.68 -0.665 -0.255 -2.778 -1.586 -1.782 -0.226 -0.919 -1.322 -0.988 0.914 0.709 -0.463 -1.174 -0.419 -1.863 -0.252 -1.49 -1.553 -1.428 1.38 0.239
-0.594 0.065 0.976 1.931 0.391 1.499 0.533 -0.962 -0.085 0.893 2.759 -0.012 -0.938 0.85 -2.218 0.048 -1.393 -1.025 -1.551 -0.176 -0.535 -0.139 2.592 -2.047 -1.736 0.43 -1.831 -2.592 -1.772 -1.724 -0.191 -0.697 0.297 -1.866 0.244 -2.176 1.071 0.186 -3.155 0.889 -0.04 0.263 1.398 -0.68 -1.922 -0.068 0.147
