"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
6.1393 7.301 6.9275 6.9027 6.8565 6.5843 7.0844 6.1932 6.3672 7.8256 6.7728 8.286 6.464 7.4797 6.0191 6.4115 8.2845 6.2404 6.6965 6.6891 5.9068 7.6211 5.63 5.6015 6.2925 8.8305 7.2319 6.8701 7.2049 5.5779 6.4729 6.5214 7.2226 6.1205 5.8298 7.1391 7.4979 8.0678 6.7646 7.0512 7.9719 7.8675 7.3557 6.297 7.3301 8.0678 6.4588 5.8671 7.4159 7.8917 7.3612 7.1736 8.9396 7.4622 6.5212 5.8894 5.6951 7.1774 8.0515 5.8166 7.0656 6.024 7.9319 5.6919 6.3558 7.4347 7.7243 7.691 6.0769 7.4019 6.2054 5.8633 5.9416 8.0614 6.6437 6.8579 6.4728 7.7358 6.8387 7.3282 6.956 7.4032 7.4465 6.9582 7.2675 6.2088 6.5719 7.2627 6.5203 7.0706 9.0947 7.1147 6.5449 7.1911 7.1382 7.7198 6.0965 7.3684 5.7817 7.9987 5.8315 6.9751 6.6504 5.7826 7.0303 5.5451 5.7972 7.7502 6.2595 6.3828 5.7028 6.6567 6.5467 6.3629 8.4463 5.9518 5.8744 6.8828 6.0918 7.8566 7.6937 7.001 6.0567 5.8844 6.569 6.6696 8.5664 8.1978
6.9139 7.6381 8.2184 9.0828 7.01 7.6763 7.402 7.7598 7.244 6.7563 7.2159 6.7953 7.6818 6.6778 7.172 7.7663 7.9169 7.4343 8.1778 7.1112 6.9361 6.1538 9.5855 6.8692 7.5014 8.139 7.1234 6.3428 7.4625 6.239 7.1256 7.9228 7.318 7.714 7.4494 8.6945 7.4355 7.8859 7.2049 5.6889 6.5679 7.9102 9.0348 6.2137 7.3939 6.5692 5.7768 6.618 7.1016 7.3883 6.0001 6.7344 6.0075 7.8625 6.7401 7.4322 7.2694 7.537 7.2927 6.5764 6.3705 6.1333 7.7384 6.1963 7.1073 6.4687 8.2184 7.0696 9.8339 8.3293 7.2788 5.6687 6.9877 6.0885 7.4246 7.8154 6.7384 6.3647 8.3273 7.6232 7.7234 7.8526 7.6021 7.5934 7.3237 5.7099 7.4873 7.8814 8.0669 7.9364 7.6981 8.2346 7.5474 6.9586 7.2844 6.4755 5.6179 6.5235 6.5106 7.5014 7.4649 7.3255 6.896 8.607 7.1142 6.5114 6.4523 6.3522 8.4236 7.3818 6.4195 6.6192 6.3584 7.2791 7.1797 6.0488 5.8718 7.5572 7.1969 6.3604 7.5514 6.6042 9.0496 6.9665 7.5076 6.0903 7.0895 8.2177
9.1769 7.3636 7.6035 7.2614 7.462 6.1305 6.723 6.2827 6.9948 6.5239 7.0588 6.8513 6.757 7.8992 8.524 6.0204 7.4186 6.9046 7.2395 8.045 7.725 6.493 6.1382 8.3039 8.5249 7.6638 6.2634 7.3612 6.7904 8.4351 8.149 8.1575 6.7102 5.9942 6.9883 7.1018 7.4863 7.8973 7.1934 6.8468 6.5383 7.4061 6.776 7.0462 7.2986 7.4546 8.7301 7.3835 7.7151 7.8211 8.4561 7.4025 8.5822 7.0475 6.4303 7.5349 9.5568 6.6922 7.6308 7.9275 7.863 5.7948 7.7271 7.2492 6.9238 7.1489 7.0206 6.1632 5.7659 6.6215 7.5373 6.0568 6.3456 6.5157 7.1226 7.0593 7.6865 9.088 7.1103 7.7784 6.8649 7.5766 7.2553 8.0021 7.8436 6.2332 7.4192 7.6271 5.6925 7.1343 8.1838 6.7674 6.9943 7.4928 7.5039 7.7121 7.7007 6.4049 7.1212 7.5525 8.538 7.1052 7.7425 5.9038 7.0728 6.2458 5.6665 7.7589 6.927 5.6948 8.9783 7.272 8.5982 6.6267 8.4634 7.1868 8.3452 8.2303 7.9833 6.1814 7.9097 6.8338 5.5579 6.6541 7.5867 8.1054 7.4688 7.2527
7.0039 7.0137 8.6945 7.979 7.8907 8.0494 8.2017 8.7008 7.7021 7.7712 8.5277 7.6018 7.5913 8.0623 7.7556 7.7743 7.2842 7.2316 8.9727 6.9171 6.72 7.5738 9.7484 6.2149 7.3381 8.1334 7.9969 7.0392 8.0528 7.4186 7.2427 8.1869 7.6566 8.2393 8.3135 7.8556 7.5644 8.2335 8.9281 5.9115 7.6883 8.4168 8.9957 7.6805 7.2492 9.0453 6.042 6.5944 8.9544 7.5115 8.3155 8.3152 6.7823 8.0996 7.5957 7.2821 8.3589 8.5442 8.703 7.3184 7.3765 6.9722 7.6687 6.8687 7.3441 7.0037 7.5863 8.134 10.1042 7.444 7.4043 6.442 7.8098 6.4788 7.5165 8.2147 7.0707 5.8009 7.7871 8.6955 8.0065 8.2632 7.6516 6.7996 8.2677 6.8863 7.8176 8.4834 8.6913 7.015 7.4496 8.9098 7.154 7.3166 7.7437 7.1969 6.8258 7.0763 6.5687 6.729 7.5407 7.7049 8.389 8.8862 7.7545 8.4654 7.1059 7.0161 9.0652 6.9947 7.0818 6.9897 6.8062 7.5259 8.41 7.0707 6.4808 8.5721 8.0928 6.8047 8.5673 6.9975 10.0687 8.3084 7.4567 6.5113 7.877 8.7042
6.3863 7.0293 5.9536 7.949 8.0259 5.6826 5.5691 5.6742 5.6203 8.7426 5.7394 5.9271 6.6008 5.6336 5.7231 5.6428 5.7227 6.0498 5.471 7.4226 5.6123 5.7488 6.0546 6.0986 5.7097 5.8194 5.7286 5.7791 6.6516 5.7873 7.3097 6.1719 6.6899 5.706 5.4826 6.2619 8.5073 5.6493 6.2188 5.923 5.7005 6.7702 5.5248 5.7714 8.6045 6.1188 6.1432 6.4241 5.7844 6.0099 7.5031 6.0162 5.7435 8.814 5.7468 7.0952 5.8005 5.6045 5.6706 5.8489 5.6013 6.618 5.6479 6.5943 5.7079 6.0186 7.7114 6.4232 5.6734 6.3285 7.7128 5.6281 5.575 5.745 6.9643 5.4543 5.7717 7.1695 6.3185 5.9626 7.0832 5.6456 5.6262 8.0598 5.61 5.7846 6.7563 5.6723 5.3388 5.7086 5.558 5.6276 6.1345 5.7347 6.4523 5.8845 5.7225 5.9372 5.491 7.2383 5.6258 6.2722 6.9729 5.7526 9.0222 5.6699 5.7912 5.7422 6.9381 6.8854 5.6544 5.8047 5.7567 5.6329 5.5473 6.1116 5.6282 5.4888 5.4996 5.7877 5.5137 5.7566 5.5656 6.1418 7.8341 5.9027 6.0657 6.2899
7.3722 8.2785 8.269 8.1287 7.9084 8.9378 6.6216 7.8794 7.4111 7.6791 9.3503 7.4407 7.3148 7.7914 8.421 7.6983 8.3673 8.0922 9.3604 7.8011 8.3039 7.685 10.1315 7.2884 7.8925 7.9184 8.2103 9.0889 8.0637 8.8049 9.9763 8.9345 7.6106 8.8984 8.2426 6.7029 7.7329 9.3722 8.4748 8.3994 8.5202 7.49 6.8633 7.9258 8.5673 7.9869 8.6617 6.5671 9.07 7.739 7.4601 8.6016 8.607 8.1506 8.3534 7.8263 7.5354 9.5267 8.0478 9.3405 8.988 8.0278 8.5609 9.6214 7.959 8.3254 7.4056 7.5799 8.5046 7.192 9.9168 8.2557 8.1585 8.6818 8.3882 9.0828 7.9472 7.7034 8.3484 8.7576 7.8742 7.892 7.2978 7.931 8.1328 9.3771 7.0648 8.0466 9.4888 8.457 6.6833 8.5206 9.3984 7.8994 8.3387 7.9644 8.2557 8.8855 8.905 7.6529 8.4539 8.321 8.6704 11.509 7.7844 8.6291 9.1138 7.5382 8.1711 8.494 9.3255 7.8449 8.1461 7.6436 9.3047 8.5427 7.4786 7.8362 8.2406 9.2142 7.9201 8.373 11.0301 8.5334 8.0778 9.1486 9.6137 8.1679
9.0018 8.8679 8.0343 8.5874 7.3412 9.9791 8.4556 6.5163 8.2716 7.9291 9.2392 9.4036 8.2492 6.4889 7.8237 8.0133 8.8626 8.1267 7.5983 9.7784 7.5994 8.0696 6.6475 8.3124 7.9564 8.5221 9.286 7.1519 7.656 8.3117 8.5609 7.794 7.9998 6.9872 8.0469 6.8929 8.9165 8.5427 7.8997 7.8909 7.3122 7.5631 7.547 8.74 8.4908 8.241 7.4821 9.5473 8.7042 8.3008 8.8702 7.5863 7.9082 8.0059 8.784 7.0304 8.0841 7.4694 8.9159 8.2596 7.4574 6.4948 8.9783 7.6558 8.3776 6.7743 8.6577 7.5052 6.9271 8.6436 7.3971 7.5677 8.9646 8.4288 7.6023 7.5422 6.6266 8.914 8.0455 7.863 7.2289 8.1911 8.5941 8.4662 8.0361 6.9244 7.7263 8.3355 8.7576 8.1005 7.4558 8.5632 8.3246 9.7855 7.9733 9.0557 8.0491 7.7136 8.2226 8.2106 8.3043 7.9907 7.8689 7.7997 8.2573 7.5029 6.8036 7.6835 7.0282 7.3974 8.9204 8.1364 9.5222 6.7992 9.0306 7.2409 8.1334 8.3985 8.6808 7.1382 9.2455 6.0346 6.826 10.1562 7.9201 8.3017 8.4549 6.0801
9.6865 9.2831 8.9983 9.3232 8.74 8.2622 8.7632 8.1149 8.9396 8.8317 9.0964 8.762 9.0743 8.501 8.4726 8.8855 8.3654 8.6075 8.069 8.2157 8.7184 8.6005 9.6665 9.6487 9.0005 9.6191 8.8527 9.6114 9.5069 8.8121 9.7691 9.3604 9.5124 8.4044 8.3323 7.618 7.8739 9.0779 8.1108 8.2472 9.0005 8.3707 8.16 7.2892 7.9496 10.0103 9.3214 9.5715 9.9532 9.2161 9.2896 9.0828 10.3738 8.4256 9.545 7.0206 6.6722 6.8762 6.6291 6.8504 6.4711 8.9293 8.4272 9.2088 8.6272 8.2465 8.5664 9.5906 9.2432 9.7364 9.2627 10.1042 8.9254 7.4485 8.8009 7.9709 8.748 8.6005 8.905 8.5235 8.7025 7.8389 9.2627 9.1204 9.1296 9.0588 8.901 8.1753 7.9402 7.7789 7.967 8.1711 8.4355 8.7421 8.4912 9.8491 10.076 9.5964 9.2609 9.4118 8.8942 9.0341 8.923 8.7195 8.5282 9.3102 8.8956 8.1352 9.0271 9.3779 9.2142 7.6473 7.5584 8.0409 7.4022 7.5762 8.4954 8.2561 7.4505 7.7667 7.7505 7.612 7.3582 7.8856 7.4468 7.6666 7.5352 7.6334
9.8612 10.3503 11.1927 10.851 10.5229 10.4012 10.6559 11.0875 10.1081 10.0867 9.7798 9.6288 10.8574 10.2061 11.1745 10.8372 10.4456 10.5929 11.1745 10.9236 9.8152 10.627 11.1123 9.96 10.083 10.365 9.7855 9.4944 10.3084 9.7392 9.8612 10.1645 10.3503 11.1202 10.5872 11.8937 10.8233 10.2234 10.9855 8.501 8.8292 10.4408 10.3456 9.1335 11.2014 9.0162 8.0836 10.718 9.163 9.9363 9.0619 9.7234 8.4372 11.2111 10.6155 10.5759 10.8305 11.1745 10.7826 9.1918 9.6865 9.244 10.6874 9.0714 10.3694 9.5855 10.5585 10.4885 10.6812 11.1123 10.0353 8.064 10.3503 8.6568 10.5872 10.1081 8.6818 10.2144 9.9963 10.916 11.2706 10.7305 10.2949 10.0422 10.8026 8.854 11.3948 11.2014 10.851 10.0422 10.1199 11.0725 10.1315 9.6713 10.4359 9.6894 7.5823 9.7263 9.8423 10.4012 10.0576 10.718 9.8256 9.2802 10.6155 9.6092 9.2231 9.2357 11.0543 11.5455 9.4944 10.2407 9.1852 10.083 9.9035 10.0687 8.762 10.5872 10.1002 8.8073 10.4722 10.7438 10.4618 10.7058 11.1399 8.5476 9.4795 10.4218
8.1717 7.4472 8.6156 7.4977 9.5201 7.2829 7.2384 7.7475 7.5794 7.3029 8.7443 7.0149 8.9204 7.7765 7.0313 7.592 7.8612 7.8198 8.2853 7.8261 8.3394 7.5898 7.772 8.5553 7.8137 8.6557 9.4774 7.8044 8.1724 8.02 7.8504 8.7886 7.6482 8.0569 7.4828 6.5843 8.1724 7.5054 7.5615 6.6149 7.1229 7.9676 8.5974 8.0119 9.1515 9.1818 6.6605 7.5503 8.1237 7.9017 8.7452 9.3367 7.7369 8.495 7.4771 8.7747 6.3878 8.7947 6.4632 6.6504 7.8704 6.1176 8.1717 8.729 6.941 7.9468 8.1938 8.4201 7.4182 7.4969 7.9609 7.5943 6.8616 8.3124 8.5334 9.5158 7.9972 7.4815 8.2584 7.807 8.311 9.0889 9.3347 9.0787 8.6823 7.1932 6.8164 7.0031 7.0778 7.09 8.0827 7.27 9.0018 6.6783 7.8253 7.8179 6.5475 8.5103 7.7498 8.5596 7.8551 8.0956 9.545 7.0734 8.7323 7.7362 8.7559 10.1722 7.0863 8.005 7.385 8.7323 9.9791 7.9569 8.1325 6.7628 9.1918 7.9372 8.3638 9.0872 7.6758 8.4521 6.736 8.1706 8.9092 8.0032 8.6996 7.8638
5.6108 5.5198 5.5139 5.555 7.1187 7.3503 5.5524 5.7741 5.6171 5.7874 5.6849 5.6592 5.5711 5.5854 6.7853 5.6544 5.8258 6.2278 5.841 6.9356 6.835 5.7525 5.655 5.6458 5.5896 5.7932 7.7452 7.9075 5.4996 7.7933 5.5997 5.5742 5.8509 6.7079 7.2901 5.6337 6.2151 7.3532 7.1984 7.5755 5.5459 5.459 7.2135 7.3543 5.3747 5.6822 5.6101 5.5529 7.5855 5.5098 6.8685 5.658 5.3793 5.7813 5.6459 5.4913 5.421 6.3053 6.781 6.5604 5.7354 7.3735 5.6717 5.427 6.9678 7.4347 5.7007 5.4318 5.6392 5.7199 5.5933 6.7299 5.7103 5.4694 5.6657 7.2477 5.4479 5.6798 5.9362 5.4493 5.736 5.5432 5.4168 5.7318 5.4785 5.7557 5.7802 5.3924 6.8697 5.6687 8.2286 6.2384 5.4755 7.516 5.5075 6.034 7.5918 7.5158 6.3079 5.5557 6.2329 5.5693 5.8694 5.4809 5.5921 5.5587 6.7149 7.5918 5.5066 5.9328 7.8214 7.0406 8.3304 5.6666 6.436 7.5368 5.459 5.6698 8.109 5.497 5.6442 6.7536 5.5841 5.7358 5.6692 5.577 6.8604 5.3998
6.306 6.6421 7.8096 8.6838 7.6019 7.2158 7.9067 8.48 6.7178 6.4189 7.8635 6.8659 8.892 8.0183 7.6058 7.618 7.4235 7.2535 7.0916 7.7397 6.7858 6.4613 9.8256 6.9668 7.8879 7.7069 8.0364 7.2577 6.5179 6.4656 7.9546 8.1627 6.4789 7.6226 8.1314 6.4833 6.9462 7.4355 7.7895 6.1114 5.6421 6.9685 7.6356 6.9812 7.8465 5.8148 5.9817 7.7287 6.1459 7.422 6.3614 6.4043 7.8661 8.8305 7.7669 8.1115 7.8319 6.7874 8.2642 7.8488 7.973 6.3581 8.3339 7.4262 7.1825 6.3683 7.9033 7.5934 9.8108 8.4763 7.7911 6.2614 8.3808 6.3973 8.04 8.0934 7.2651 7.5813 7.6144 8.5107 7.2411 7.4651 8.2048 7.7373 7.4355 6.7154 8.0851 7.9219 7.56 8.2365 7.7688 7.6805 7.6826 6.8972 8.4645 6.1444 5.8142 7.397 6.9388 7.72 7.6574 6.4879 6.5766 8.3173 7.0834 6.5689 6.4274 6.8433 7.8493 7.7237 6.5967 6.9661 7.1112 6.8461 7.7477 6.8582 6.7445 7.5764 6.6828 6.7638 7.2824 6.981 9.8268 7.1861 8.5632 6.4688 7.2798 6.8791
7.3574 7.9499 8.6441 8.8516 8.0497 8.5609 8.5736 8.8612 7.8374 8.2191 8.5175 7.4154 9.3744 7.8554 8.3436 9.0005 8.3077 8.1102 8.6296 7.3992 8.4339 6.909 9.6639 7.3186 8.4185 9.7155 8.0023 8.4071 7.9687 7.2442 8.2538 9.2821 7.9296 9.0841 8.0899 9.9292 8.8504 8.7168 8.1522 6.0283 5.6653 9.0468 9.6388 7.0307 8.0447 6.6646 8.6229 7.7754 7.3376 8.1741 6.9571 7.2903 8.3439 8.1447 8.0044 8.2187 7.8209 8.4838 8.2515 7.8658 7.7302 7.4286 8.8158 6.9117 8.1443 7.5825 8.501 8.6388 10.1605 9.0596 8.5618 7.1146 7.9054 7.1369 8.8246 8.74 7.7923 7.8872 9.3347 9.4858 8.9267 8.0313 8.6568 8.4117 8.6891 7.6555 8.1255 9.0162 8.8601 8.5897 8.1887 8.3613 8.1914 8.056 9.0619 6.92 7.1506 7.3167 8.389 8.0304 8.6239 8.1474 7.4526 8.7565 8.1559 7.2659 6.9807 9.4433 9.2197 8.1901 6.451 8.3574 6.8555 8.3131 8.0387 6.5867 7.1054 8.5277 8.4847 7.3475 8.2712 8.1876 9.0652 8.3028 8.988 6.8471 8.3699 9.2489
7.9784 7.979 7.3216 7.4828 7.3685 6.6602 6.2233 7.1308 7.7846 6.833 7.3662 7.411 7.3499 6.9488 7.0058 7.0022 7.1013 7.0912 6.5551 7.0653 6.6249 6.7184 8.155 8.0851 7.7981 8.4168 8.8668 8.1277 7.6134 7.5386 7.49 7.9238 7.9214 6.8303 7.1013 6.1055 6.3204 6.3803 6.3959 6.8803 7.5682 6.7178 6.866 5.9829 6.6674 8.7097 8.0999 8.3088 8.2841 8.6132 8.2677 7.7211 9.7526 6.9795 7.6146 5.9071 6.0103 5.9132 5.9487 5.5722 5.5442 6.944 7.2557 7.7633 7.2846 6.9421 6.9576 8.4566 7.3893 8.1509 7.6666 9.0378 7.1391 6.73 7.1299 6.4292 7.3286 7.0074 7.2386 7.1756 6.9362 6.6952 7.7607 7.5796 7.1409 6.5634 7.7002 6.7908 6.1755 6.9333 6.3832 6.6748 6.6989 7.2039 6.8779 8.9152 9.4966 8.5562 8.1016 7.6947 7.4107 7.1344 7.4147 6.9149 6.9027 7.7211 6.9082 7.2827 7.0282 7.2846 8.3582 6.271 6.395 6.6506 6.5073 6.6389 6.5863 6.3467 6.3959 6.4394 6.6775 6.2159 6.1051 6.5856 6.2189 5.992 6.2794 6.2402
9.7576 6.8489 7.0295 8.8281 6.8553 7.1253 6.0066 7.4518 5.7809 5.7612 6.8361 7.7183 6.1761 7.1531 7.4955 7.5938 7.8513 7.7679 5.7946 5.954 6.1057 6.15 7.6547 6.184 7.7023 7.2599 5.9298 6.175 5.9433 6.4795 6.23 7.301 6.2126 6.9229 7.1193 5.9307 7.2566 6.6361 6.3182 5.8626 5.9016 6.0883 5.7982 6.3117 7.3358 6.3128 6.5154 7.466 5.906 7.484 6.8685 7.3904 7.0347 6.2552 7.5794 7.2718 5.9487 5.8587 6.4594 5.9554 6.0128 6.1944 6.3896 7.0551 6.425 5.8263 5.8584 6.7747 8.905 7.7616 7.2072 6.6339 6.3734 6.1762 7.3649 6.588 6.3853 6.1298 6.4457 7.5132 6.2685 6.1305 7.6943 6.114 5.8787 6.0647 7.122 6.2568 6.4294 6.3165 6.0878 6.8965 6.2553 6.9269 8.2902 6.3125 6.1299 6.0119 6.5189 7.887 7.8421 7.5758 8.5778 6.1575 7.3496 5.6789 6.4422 5.7734 5.7355 7.0964 7.3869 9.2497 6.3869 6.9043 6.868 6.1211 6.1874 6.8931 6.8134 6.7958 6.3626 6.354 6.9003 7.623 8.8848 6.9527 7.4602 6.8181
6.2443 6.1767 6.0539 5.7882 6.4957 5.7345 5.5489 6.7124 5.9152 5.6908 6.0247 5.6159 6.0585 6.0877 6.0072 5.8069 6.1879 6.3663 5.6318 6.0182 6.2967 6.0325 6.0155 6.0679 6.258 11.8785 5.7064 7.7304 6.076 5.6836 5.6135 5.6004 5.9005 9.2986 6.4265 5.6834 6.1744 5.7733 5.8263 5.8216 6.3306 6.866 5.8089 6.8121 6.1827 5.965 5.6383 5.8876 9.6409 6.0335 5.6476 6.8255 6.2206 5.8036 6.0051 5.9119 5.6104 5.8767 5.8244 6.8787 7.4946 6.1944 5.8213 7.6462 5.7439 6.1157 5.8801 5.7643 6.0339 5.9832 5.8759 5.6139 5.7279 5.6993 5.8704 5.595 5.6826 6.0712 6.9021 5.8548 5.9432 5.8527 6.0086 5.8771 5.6483 7.3219 5.8339 6.0878 6.3894 6.3603 5.9297 5.8001 6.603 6.0455 6.074 5.9432 5.5925 6.1593 5.6725 5.802 5.6912 6.4158 6.1893 5.7381 6.498 5.8819 7.9792 5.837 6.3871 6.2723 5.8634 6.2637 6.0234 5.7145 5.5907 5.8084 5.7526 5.6643 5.9208 5.4683 6.1527 7.2491 5.6802 6.4059 6.7409 6.0213 6.4441 5.6954
11.3401 10.1849 10.2858 10.3782 10.8437 10.4885 11.0642 10.0461 9.7743 10.3874 10.4456 10.2234 10.3503 10.3605 10.2102 10.6045 9.4213 9.6436 9.8196 9.6945 10.2773 9.7444 10.7058 10.9236 10.6444 10.9599 10.9086 10.6679 10.236 10.916 10.851 12.1672 10.2927 9.5883 10.0274 9.7106 10.0687 9.6021 9.6531 9.8256 7.9455 9.2576 9.9532 9.208 9.7497 9.5975 11.485 11.6662 10.2949 10.564 10.3825 10.5525 12.6141 10.1439 10.2273 8.8588 8.1842 8.5609 8.4438 7.948 8.5147 9.4194 10.6378 10.6946 10.3181 9.8365 10.3265 11.5573 10.4456 11.1654 11.485 11.5805 10.9855 10.1929 11.3625 10.0206 10.1125 10.6378 10.5461 10.2234 10.1163 9.1918 10.4314 10.1562 10.7305 10.0001 9.7339 9.6827 10.7058 9.4774 9.5222 9.2489 9.9229 10.5229 9.8643 11.3101 10.2726 11.0795 11.9082 10.9298 10.9929 10.7 10.365 10.2234 11.1037 10.9599 9.6738 10.6874 10.7952 10.4774 10.2814 9.8256 10.8931 9.9152 9.4073 9.5287 9.9934 9.6968 9.5425 10.236 9.3047 9.545 8.5533 9.6968 9.6582 9.4888 9.1157 9.4455
5.8257 5.9854 5.871 5.8565 6.1217 8.2867 5.7654 6.7812 6.1872 7.301 6.0324 5.9921 5.9266 5.9715 6.4594 5.9377 5.8232 6.1334 5.8943 6.5073 5.8474 6.3439 5.7764 8.3907 6.3624 6.268 6.2711 6.2703 5.9618 6.3028 6.3583 6.1469 6.559 5.8207 11.1123 5.6752 5.9418 6.2763 6.0128 5.8418 5.7127 5.7701 5.852 6.3507 6.9282 6.7869 5.8515 5.9737 6.1106 5.9888 8.2607 5.8647 7.8441 6.2524 5.6514 5.8934 6.3456 5.6867 5.8058 6.484 5.9486 5.7891 6.4537 5.8514 5.9117 5.7831 5.7688 6.1452 5.8532 5.7244 7.6146 5.8961 5.8792 5.9106 6.0943 6.1758 5.8675 6.3184 6.1839 5.8636 5.6903 6.0901 5.6989 6.3986 6.0718 5.8058 5.9167 7.7565 5.7389 7.6621 5.7427 6.4866 5.8268 5.7652 5.863 6.7409 5.9707 6.0368 5.7741 6.2216 5.6881 6.0881 6.0504 5.6415 9.6639 6.6871 5.7952 6.7964 5.7332 5.9464 8.9588 6.0295 6.1504 6.0175 6.9173 6.7757 6.8486 6.2916 7.5913 5.8932 5.857 5.9002 5.7214 6.5166 6.3672 5.9675 5.9328 5.7302
7.6537 8.9893 8.5371 8.5627 7.8054 8.1743 7.3883 7.4385 7.8928 8.2808 8.9293 8.2719 9.3118 8.7405 7.9894 7.0969 8.1287 8.1334 7.0369 7.2232 7.3948 7.7258 8.632 9.2161 8.7697 8.1293 8.6494 8.8875 8.0411 8.1763 7.8499 7.7988 9.1138 6.8055 7.4404 7.4175 6.3506 6.768 7.9232 8.3922 7.8723 6.69 7.3804 7.2426 7.2157 9.6968 8.3436 7.947 8.6808 9.4155 9.3484 8.4096 9.3974 7.0219 8.474 6.4524 6.5397 6.4113 6.8893 7.317 6.8943 7.5904 8.4215 8.3593 8.1002 8.155 8.0148 9.1296 8.3926 7.6666 9.2567 9.5495 8.798 8.1806 7.8564 8.2506 8.051 7.5377 7.3419 8.2529 7.7491 8.6251 8.5741 8.3428 8.4997 6.8435 7.7358 8.0824 7.2632 7.7578 8.0649 8.4335 7.8426 7.2791 8.8816 9.3779 9.3004 9.3797 8.6533 7.9778 7.6074 8.1038 8.2622 7.7782 7.1955 8.7508 9.6816 7.7032 8.3159 7.5444 8.5418 6.5133 7.5493 7.4614 7.1579 6.6151 7.5534 7.4802 6.931 6.8452 8.083 6.8987 7.1034 6.4377 6.7619 7.7421 8.1352 6.8945
8.0256 7.6394 8.0284 8.1835 7.3603 8.0555 7.9222 8.2577 8.2357 7.7809 8.4413 7.2821 7.3148 6.9204 9.3466 7.4861 7.9123 7.5073 7.2079 7.7604 6.8738 7.6253 8.0542 9.1606 9.3272 8.4687 7.6023 7.062 7.4727 9.5006 7.1373 8.3795 7.4253 6.9654 8.321 6.2795 6.9612 6.6783 7.7794 8.129 6.3096 7.2079 6.9914 7.0683 7.3222 7.5373 9.3974 8.3538 8.3808 7.9291 8.9384 7.8444 8.3819 7.1836 8.6689 6.4705 7.5354 6.3119 6.847 6.2178 6.0617 7.4414 8.3574 7.4561 9.1869 6.8147 7.543 8.4512 7.9059 8.5143 7.7433 8.2357 8.7952 8.1035 7.9831 7.4199 7.8789 7.1331 7.1534 7.3255 6.7766 6.8442 7.1097 6.9253 7.2375 6.7855 7.8336 7.9359 7.7988 6.9333 7.5266 7.8454 7.2654 7.9817 7.5604 8.6772 8.5156 8.4339 7.3551 7.747 9.1106 7.5163 7.8483 8.1131 7.2268 9.268 6.9125 7.2799 8.48 7.5893 9.2088 6.5508 7.7145 6.649 7.3192 6.0254 6.5955 6.8503 7.5764 7.6466 6.6715 6.3078 6.5713 6.9034 6.075 6.3296 6.3361 6.5242
6.1889 6.525 8.0734 7.2832 7.4952 7.3043 6.9141 8.286 7.853 6.6757 7.7207 7.256 8.0139 7.6363 8.4014 6.3641 7.8169 6.2883 7.2862 6.5211 6.3976 6.7321 6.6152 7.752 8.034 6.5514 7.4371 7.1923 7.3165 7.0485 6.4975 7.5354 7.3541 6.6594 8.1627 6.146 8.109 7.2132 7.8852 7.6077 6.3992 6.5384 6.684 6.1026 6.956 8.1144 8.0989 6.3362 6.7564 8.1724 7.8704 7.4255 6.0232 7.7674 6.7055 8.367 6.8182 7.0457 8.6617 10.7503 7.8061 5.8943 8.0617 7.3858 6.2324 5.8807 6.3415 6.5494 7.031 6.4556 5.8787 5.7725 6.5231 7.8792 6.4872 7.4152 8.4842 6.8331 7.4989 7.6356 7.2572 6.9012 8.1426 6.6379 6.4895 6.4162 7.8409 7.2101 7.1724 8.5391 8.071 6.9031 7.3617 7.1364 7.0833 6.275 8.3582 6.2087 6.3317 8.2532 8.1325 6.8194 8.1604 6.5101 6.9362 7.1633 6.3157 7.4478 7.2412 6.1447 5.9196 7.536 8.2442 7.9564 6.5003 5.857 7.1644 6.4543 7.0375 7.4946 8.1655 6.6574 7.2367 8.2818 7.3203 5.8952 7.7607 8.0214
