"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85"
10316.118 20755.732 18661.55 23614.057 10041.204 35020.035 9852.462 7905.296 33629.805 37234.355 35010.027 8602.921 34567.223 31308.66 26752.465 29788.527 24120.137 4358.18 13253.485 19189.432 31071.346 21623.879 15293.25 31686.814 13718.051 21149.95 8020.745 6610.945 6595.796 10720.852 20818.447 10123.537 6505.039 6904.973 5143.923 20488.299 21527.37 16655.264 26593.96 4321.966 5592.466 10752.459 19436.379 23673.812 23449.982 11001.366 16431.426 37615.63 17164.354 6890.306 22338.154 3267.917 7200.358 33671.52 8346.983 23938.875 4859.409 13843.152 9286.231 12517.167 11332.766 36045.75 5511.999 28024.951 13694.508 8797.599 9662.104 11287.413 16261.217 14525.358 19849.275 16214.6 9092.173 9792.418 40408.633 10195.358 10883.752 19780.629 25259.52 9288.966 19198.162 5923.013 24821.797 14539.659 9901.06
54924.582 15991.132 23073.205 24804.504 32352.635 14060.347 23780.527 18139.197 26186.498 29743.512 25072.56 29326.748 17350.738 22012.31 21808.94 26858.646 26777.295 12221.724 12324.536 29722.66 12415.826 14254.088 28985.008 15497.993 7809.917 17235.297 26061.129 20279.71 21191.346 12601.478 24452.502 16489.242 18852.25 19843.826 22482.277 23416.312 11889.253 17299.01 25766.06 13309.598 45140.45 40580.22 18402.064 17750.53 18022.074 54420.56 27839.367 11880.946 11887.107 30835.814 29728.906 7995.94 30909.977 32371.734 9787.646 14514.612 22517.146 32199.656 25255.773 16490.068 13366.383 26446.234 15686.882 23474.195 12197.478 13685.717 12371.446 17455.229 43110.24 26312.28 20363.33 25606.03 38826.92 16514.67 11165.914 24846.34 24472.918 26573.37 28513.674 35389.52 38530.164 13659.446 35339.5 32743.824 24806.39
3363.933 3093.668 3020.705 8895.218 4600.775 3193.455 6942.049 6655.797 6463.514 4338.698 3936.517 3468.203 6269.12 3814.829 22124.969 6689.568 6982.133 5510.789 5816.372 3774.954 8467.591 8167.074 3924.464 4214.282 14956.082 3337.639 15763.274 6489.386 32361.7 28875.229 4061.144 31811.53 40590.953 14431.893 4103.341 3216.33 7544.535 6760.186 6861.004 24968.701 4107.988 16283.954 13225.252 14859.05 5296.398 9033.621 12878.996 4634.406 9189.989 15005.894 11414.689 24861.902 20251.357 4301.287 44247.22 10144.391 13922.696 9850.415 6986.703 5049.905 33058.598 5241.138 14902.362 6308.866 23696.69 17418.219 8657.495 30388.732 7106.186 8692.528 15420.529 10950.501 12696.956 24253.54 1565.986 28212.742 29021.049 9769.571 14846.332 8627.61 10887.094 20038.938 8301.139 32185.867 21847.701
31064.186 14949.759 27329.953 34115.98 30651.012 12710.925 33214.727 24649.873 25857.852 27983.225 25983.922 41971.582 17430.656 28166.637 49286.19 19133.467 23471.26 17158.63 11071.771 36209.914 12209.013 15151.062 26501.492 10788.51 6511.031 12552.962 41654.8 14979.279 35961.605 23616.297 15812.623 23232.102 32194.223 35263 39360.504 42125.04 15884.894 20117.133 21036.062 28400.314 38592.992 16302.08 22914.072 25698.295 21027.22 34025.777 26105.64 15950.687 18462.662 27157.896 45513.723 27906.77 29130.604 16115.394 44222.89 19916.723 22209.326 27094.318 25609.424 24302.604 31928.824 26494.58 31904.713 22988.068 19610.232 38804.457 19388.254 23542.357 21562.217 27141.344 35207.85 43535.13 34153.016 26396.135 13039.863 41343.188 18495.27 21484.293 38697.617 42648.355 42734.99 39035.37 18050.295 25479.65 27573.979
9397.327 1061.29 7730.464 5559.772 20220.625 855.936 1438.154 4732.268 13446.845 2549.667 1431.915 3799.072 8699.227 3003.555 55301.05 891.43 1002.511 2379.922 5267.277 2052.345 1568.973 1148.326 3082.125 2200.58 34618.56 1159.278 2380.829 2846.439 8177.281 10673.976 6984.049 6504.275 22516.348 15312.469 36179.305 195.116 2868.678 809.719 550.195 3525.028 867.351 3899.108 4698.842 7719.312 5107.177 1686.5 8892.201 637.082 7381.646 4562.13 15052.214 15037.536 9223.45 483.784 9428.027 1050.836 1133.551 5021.25 13991.74 3659.986 6019.732 1827.75 17391.523 2777.642 28952.617 12072.877 4265.835 6109.72 4278.751 15738.701 6277.12 13270.628 14315.997 2711.157 751.201 11476.632 10334.789 14847.798 22468.545 19138.193 3248.45 10524.941 2348.251 31819.152 25802.277
28989.287 8305.043 5841.517 19378.441 30140.508 11354.118 6617.617 18149.176 23786.197 9589.033 31237.344 23488.93 23035.383 39794.16 7131.302 23311.33 24386.432 14361.574 16288.474 22896.635 15801.314 31037.729 17681.945 25029.027 3925.291 9062.175 13694.361 15243.819 6852.084 5441.893 13862.31 3238.853 3190.772 6661.805 24075.615 30605.139 8889.293 14480.812 18411.8 5361.643 47659.227 19828.12 12772.081 8155.354 35913.05 19330.5 11327.331 6054.439 10590.644 7770.119 11970.154 2081.53 15500.149 12499.789 3819.818 13505.453 27025.496 30246.607 31743.656 18489.955 3665.731 29777.016 17733.422 22714.84 6221.14 8270.96 8226.024 3736.884 14809.42 12175.8 3885.578 4200.78 7666.801 7609.216 17345.922 6365.464 6769.67 10019.059 11356.129 12181.5 5481.143 10128.554 18047.299 11561.205 6886.683
19363.654 23356.555 17184.996 23455.855 16067.955 20456.55 32326.102 21263.662 31795.424 30943.004 27161.012 30675.787 30736.645 23289.783 38893.08 21724.629 22963.629 33474.82 25620.143 22685.176 21747.111 19934.576 26048.389 25654.83 24075.559 18526.033 35537.438 24491.072 32397.615 37279.258 32870.258 39000.44 24892.908 41649.633 27129.502 35674.49 18021.184 23892.604 47849.758 50779.22 23704.54 35745.74 20782.19 22535.113 25148.646 56284.832 33252.082 40170.598 21886.996 24022.082 31401.293 26366.846 30769.965 44931.332 40108.023 26275.906 35471.09 21872.414 16309.088 28369.793 39085.44 25466.703 33808.094 19512.373 25665.312 28877.299 30441.084 53534.613 60125.887 23387.6 42997.875 33541.85 25402.207 31192.89 25828.197 52381.297 41432.473 12496.425 34880.06 35030.066 37937.277 32312.477 37226.82 20478.748 32418.63
16637.121 12650.492 12699.764 19327.346 15393.665 9832.443 27177.297 17346.186 27688.186 18792.854 21653.248 22971.59 20889.932 26347.084 32542.941 23012.088 19114.467 13421.325 16063.137 21187.248 13041.881 14184.869 22801.412 12239.166 17046.2 10678.658 28249.305 29268.975 26153.707 37317.18 18375.871 16270.148 24548.992 22972.201 21449.652 19409.96 17404.541 15032.552 27419.627 32744.035 17924.924 20069.951 30032.352 20582.977 28096.676 20632.23 24958.41 13247.41 17326.162 20836.56 19859.725 54987.332 34744.86 16156.492 40126.21 20670.549 27828.555 30695.635 13951.731 44669.008 37499.496 15644.206 57065.188 20484.504 31398.408 24503.969 31714.82 57548.684 35036.465 21646.15 25250.207 28833.277 18975.656 23975.08 12315.473 25865.246 34495.09 19185.764 28531.076 15668.842 19210.807 28616.098 26795.977 22802.064 31218.945
36396.992 46807.727 35461.266 29178.422 31159.04 38651.082 22700.904 28069.863 62865.69 51098.516 51844.426 43098.367 38867.586 40103.207 41864.625 54669.465 36221.016 16919.959 22214.451 34892.41 43255.668 41760.55 34968.78 28036.088 50982.266 42741.72 33378.938 25522.877 37911.414 43554.49 51594.703 36578.414 42393.586 26086.002 31447.158 33687.383 47603.75 37360.508 47509.273 33635.254 38856.32 33239.3 33836.86 37894.08 46548.723 33719.895 37156.316 61507.2 37271.273 21182.252 46821.656 33179.273 35724.15 55367.414 35208.887 38208.715 44908.22 36549.1 29422.596 40842.37 38140.695 66551.17 31427.025 40460.45 35297.016 27752.635 28237.994 51079.348 41173.11 42791.97 51106.51 37409.79 28247.3 25252.207 27564.66 30596.7 37572.902 29038.887 41211.2 31651.113 33011.176 22541.342 46981.637 41308.383 45143.363
2219.137 15089.79 10275.429 2923.146 2471.047 22476.117 1917.716 2015.359 14494.514 10186.606 19833.736 3488.275 47168.77 6705.726 24123.797 34260.56 33632.215 9833.784 8424.741 1827.087 37429.992 22928.393 3114.753 18996.354 6494.572 15558.191 4730 3340.072 2057.73 11054.521 9006.576 7150.758 4599.807 3966.096 2147.584 5915.875 18862.39 5842.132 3923.947 4667.649 4138.829 1993.502 12557.295 16300.091 9422.881 1707.375 2516.898 2151.854 6463.814 4260.477 5557.83 2349.859 11125.833 5400.406 3946.192 5209.065 2253.815 3684.321 11572.791 9557.18 3849.514 23235.598 1804.361 31008.693 11676.138 2941.099 2308.657 2380.903 3138.576 2039.334 20424.102 10647.651 2700.051 1888.592 3083.021 1828.418 5206.818 19702.682 8686.167 3384.343 3245.368 1764.553 2587.303 28375.514 4282.902
52347.195 49708.22 41077.785 36284.395 65142.94 51643.04 23608.582 48000.637 49196.51 48083.863 54157.812 45933.434 57326.266 47532.863 53253.062 70743.93 43565.42 45859.32 53170.92 51663.246 53473.78 51753.75 43015.98 57110.77 50317.535 55193.1 32760.701 33497.12 56128.273 41089.402 44594.01 40035.547 32454.715 30329.791 47496.09 42234.562 40970.58 36216.816 36709.395 26713.59 47944.438 46016.04 34620.12 47343.117 37363.45 55348.52 40975.805 48918.71 30688.277 29756.795 47600.914 30646.578 41356.98 44161.61 35037.355 43063.234 49505.09 48347.41 31395.922 29813.406 33240.76 27701.47 27865.424 30575.006 31537.049 33132.117 49323.25 20277.693 43141.71 47000.465 44176.387 41193.8 43259.83 33081.742 46768.84 36179.62 38346.234 29373.502 42743.723 37523.562 39414.36 45852.27 36916.164 46595.58 31479.617
6095.878 3049.803 2958.179 3623.123 6736.385 3203.377 3983.536 2693.33 4605.697 3508.054 3052.443 3568.298 4222.678 2912.163 4807.743 3736.754 4855.159 1915.437 2227.788 2913.3 2241.686 3405.812 2600.541 3446.988 3431.152 3040.438 68662.33 2783.718 58553.57 10572.607 3545.856 3859.075 6306.191 4544.87 3760.993 2773.681 4657.827 2025.579 3898.623 10390.292 3986.041 7272.852 5178.13 21245.277 3343.966 15115.823 8223.831 4205.268 2278.809 9154.323 8925.171 8939.694 8368.198 5415.646 7708.199 4164.69 2810.971 12917.413 4651.712 4477.24 10106.467 5456.968 4782.615 3481.029 5299.833 4330.71 2719.517 4415.199 3977.966 5442.936 7713.879 4894.149 4473.636 2800.693 2900.858 6630.77 6910.36 2924.105 5154.186 12315.67 9414.221 1742.061 3522.693 3874.947 13054.509
394.228 28369.305 10207.714 1898.557 1220.854 19216.281 5256.433 1413.569 23049.973 13935.446 17219.072 2420.941 3379.814 4762.252 5870.488 11378.738 14276.124 511.051 1189.126 917.963 19827.043 14738.986 2520.456 3711.551 27209.611 29150.621 4340.129 1680.528 2203.126 3238.686 36258.023 6062.11 9120.294 4793.605 3010.663 7540.869 25271.152 12432.023 25991.27 7453.168 8670.746 5976.259 9567.245 11897.781 9441.43 7038.391 6148.39 45924.582 16766.648 8984.843 4375.658 7362.249 6084.643 37771.91 6212.55 13835.904 8371.921 4271.047 4108.493 10057.354 14673.233 31023.045 5339.274 10408.943 13034.938 3659.825 10662.732 6253.142 14561.513 2248.025 3702.278 5931.074 3593.391 5724.155 2837.636 3983.462 2916.554 8443.037 10309.319 3916.402 9221.013 6164.85 33369.97 8200.254 7490.167
526.829 275.627 279.438 428.541 1301.374 1259.158 381.49 374.768 356.816 228.164 390.771 520.405 927.612 381.846 7076.718 957.414 1910.367 2427.256 1230.208 333.453 1111.847 1052.386 913.053 1212.675 644.667 1390.557 7708.01 1971.516 2007.106 7960.368 763.525 1855.114 2125.2 2019.892 1208.348 258.362 2226.088 747.477 1260.485 80169.086 804.999 351.022 1223.583 4339.348 1786.309 593.499 2022.496 869.284 3165.848 3096.528 1254.413 20473.783 6806.121 281.56 29094.365 1376.29 2877.745 4516.529 875.377 472.958 477.086 1162.747 1087.204 1532.655 11080.047 472.178 624.128 4087.717 2231.877 492.105 4318.337 4365.021 271.88 1923.424 299.448 662.153 853.729 5011.488 2740.988 209.813 473.14 1608.557 371.999 1293.912 4496.637
7637.886 30362.674 18308.584 5411.854 31145.592 22210.59 3795.579 8055.085 21110.373 16958.818 13607.149 13110.341 6522.496 4569.935 17068.885 15578.493 31937.39 21765.348 21719.451 4836.536 18854.865 16098.797 3757.248 11386.203 36454.246 32984.46 9472.803 5367.074 15803.896 16636.762 21310.611 4939.859 57838.383 18082.822 20950.191 9407.582 22708.414 14982.522 23986.908 11439.16 16263.369 5593.431 13016.644 15810.481 16360.4 2647.924 6749.773 43651.9 15877.03 10739.846 16320.577 6446.079 10330.507 27118.902 19359.336 13078.83 12567.039 3959.477 15974.158 12657.622 25004.072 31572.344 19511.912 13906.873 12106.549 24599.545 10969.222 19417.125 12347.186 13013.837 13082.396 20009.867 9619.271 11308.65 5171.315 13175.477 22559.266 18210.258 9995.674 25636.766 9200.14 11554.68 24727.678 15363.218 18637.604
54937.543 14691.604 18037.322 33229.77 24980.693 21530.402 20952.959 18655.744 16944.502 13976.508 19122.975 24387.646 29863.895 16506.967 6981.917 10221.51 12069.033 17728.258 27028.426 22401.684 20698.936 27589.736 15943.032 34092.004 5660.056 4107.748 31563.416 9780.825 10057.357 19963.656 4525.428 20718.402 12271.852 12018.349 28368.705 21983.322 4635.004 6509.179 19416.04 23228.54 24481.633 21081.635 9850.962 4157.584 31733.723 18145.854 18007.844 6486.528 5726.524 2720.843 14041.414 19928.61 14726.39 6176.936 28092.473 3903.694 31466.316 10047.955 13492.651 12782.651 20922.334 18451.084 7453.583 17490.117 29544.44 9643.345 27462.229 24151.803 28339.016 20053.834 15509.315 8722.927 19071.67 5642.088 22383.51 17816.22 18693.568 5892.422 6485.76 20491.201 7316.831 11870.754 18225.885 14309.193 37355
33259.375 28108.51 24728.568 34493.977 21654.822 34852.047 23653.396 20852.06 31912.543 45144.832 46487.69 13237.067 47254.06 37310.83 18118.285 41039.746 32159.879 20067.273 16502.281 15830.396 38772.715 33522.79 16507.947 30419.613 11620.75 34669.45 8398.88 15123.507 17321.623 14480.232 19923.06 12970.439 11413.494 14058.016 10736.793 13168.574 27281.143 23754.588 26319.285 12103.737 29296.266 26028.197 24211.943 35855.082 16836.145 13422.291 21124.201 26261.152 25017.38 11915.68 17493.1 22775.51 30043.365 28907.287 17435.566 34339.227 22355.766 23434.717 22036.58 17895.04 15342.079 32278.234 18114.057 25188.396 21525.15 14052.683 20231.164 12204.39 18031.535 18832.354 33482.33 21859.852 24931.96 42143.24 12878.711 16327.559 14062.849 35168.895 25358.682 10599.952 31430.27 13125.144 22387.127 19537.54 10471.757
19653.21 22547.123 15245.423 25638.564 25740.342 21338.146 22716.291 28570.95 31509.404 22962.111 28694.254 32021.451 26147.305 30145.525 36183.242 30835.984 21226.256 20117.613 17871.355 22825.852 20489.955 24236.908 23961.662 17462.113 30291.26 17611.605 29257.217 26539.455 27744.658 22692.658 35880.117 19722.418 30296.53 41248.78 30034.42 33501.797 22356.385 22351.473 53976.92 29527.814 30062.826 17782.2 29776.262 26461.828 25998.762 20718.54 24561.594 43070.56 24979.125 23349.48 29431.85 37114.074 28230.137 48385.008 50028.918 23732.486 41817.41 34569.01 12525.286 24936.59 29749.725 27578.377 41170.4 23618.824 31638.133 21172.61 34762.867 61719.996 49920.71 26752.652 31529.02 34645.992 20305.023 23614.244 22185.982 37818.535 28260.533 17915.553 31667.479 23751.117 26319.902 30578.357 58384.477 29964.021 24644.453
10852.948 8063.692 7025.342 6185.06 9848.983 8543.238 9945.098 8149.671 14590.529 6324.56 10552.712 28519.51 11731.98 5903.757 30536.594 17229.027 15073.242 8527.081 13825.637 7637.823 11637.531 10081.551 33457.168 11128.11 37574.12 9958.396 14066.673 8908.503 28980.412 13755.76 11282.586 13916.574 16587.91 18184.123 24398.396 7143.317 10144.109 6458.027 22910.361 14294.961 22619.992 13059.565 22994.021 44332.31 7102.734 17669.01 23537.295 12035.324 12856.906 7312.238 37151.355 21344.41 19081.271 11558.387 19157.305 9880.754 10889.343 30267.088 14088.177 10061.435 15962.776 10937.759 18070.068 11140.81 20020.045 7290.093 25858.74 15365.799 14419.767 12393.627 14385.102 15379.504 11777.815 8948.949 9403.66 22210.818 13026.096 14011.892 22598.658 10977.99 8211.672 46728.31 10983.883 49377.383 17150.15
13793.271 35541.44 19513.64 5173.821 15476.699 20656.205 3324.305 4069.651 16018.898 19551.469 14742.32 6696.136 4962.273 4588.837 7398.658 15748.517 18474.709 5650.473 3731.118 6549.498 23457.604 15416.26 6740.252 9917.655 46054.2 36231.31 2437.175 2728.814 11110.246 8709.694 26325.078 2346.468 12717.979 14683.522 8680.994 5879.952 15754.989 15197.48 21551.826 5854.285 8357.446 9459.319 6670.084 13148.843 3341.123 5420.468 6328.432 48925.758 16021.733 7582.979 5096.5 9456.104 8262.216 35876.984 12861.669 12336.075 6924.167 6130.198 5997.934 3735.218 15421.062 22312.107 2778.472 8473.378 11974.365 11321.224 7533.383 5843.502 10257.438 7001.803 2818.706 5452.939 3153.686 11831.007 5844.726 2475.198 6772.821 10287.572 8636.03 17911.037 5502.17 4954.602 20041.03 4635.539 8542.14
32976.156 26869.035 17698.102 20080.703 24915.107 19471.994 21702.668 18688.736 20777.637 27381.703 23700.918 23738.773 17019.49 22295.016 35092.918 15144.809 21414.646 16502.59 20770.742 19556.006 19538.129 18841.215 34915.215 17375.02 27688.002 25863.033 15906.669 30298.725 24695.74 21247.725 20814.305 20990.332 45070.547 30103.424 15680.129 32952.133 19713.13 21460.768 23652.945 7983.138 16579.791 13423.383 25327.758 27591.123 15299.414 25714.959 23313.414 26146.12 22927.031 24630.67 41070.09 7289.506 28491.006 30875.47 4258.355 21955.47 14484.015 30619.05 42507.285 26051.508 23353.193 28707.043 46654.86 23459.086 18729.916 17161.104 11693.713 42928.227 38536.598 24283.87 41444.098 17660.068 28278.465 62053.125 25424.24 29867.223 18378.684 22724.707 35244.38 15028.825 33106.105 12142.346 21785.287 24964.168 25923.354
17820.14 16849.99 24279.842 19372.023 10169.104 10114.091 13529.931 29087.5 25969.81 18801.553 41247.51 19043.506 23017.13 33843.37 11581.283 32210.535 11257.632 5158.66 3790.452 15053.28 19164.55 44370.453 24580.902 15295.559 10118.191 21222.016 8989.66 17884.766 12569.062 7041.814 29431.824 4267.457 2222.358 9933.693 12909.151 12955.93 13716.355 17446.186 13192.957 5249.502 17194.629 18869.342 30333.346 23103.004 23054.154 11770.091 24824.688 12763.553 16738.068 10343.609 16479.768 3865.01 14652.088 14181.83 3031.058 26301.139 5882.287 46615.05 14566.465 14518.16 10919.189 29821.396 12296.871 15290.02 7189.051 4633.249 13073.808 1018.379 13575.478 30096.533 10902.649 9706.393 15016.932 14816.116 5632.833 7868.595 4616.998 11643.484 16943.205 16620.441 16326.722 10035.434 19782.93 5985.832 6820.514
25685.42 26848.793 13975.42 17233.598 22481.018 17265.533 17204.848 15365.437 29997.582 33586.473 26960.258 26993.553 16501.17 32727.617 42037.254 11868.145 16112.114 14674.181 14361.913 22798.844 15744.115 12969.238 29123.078 13255.463 25804.084 24149.889 12674.75 26019.693 27508.93 15453.105 23357.543 17567.582 47149.285 18449.822 9373.664 30833.182 13147.745 18056.69 22612.871 8263.713 9667.604 9202.752 18573.734 28513.547 8767.391 21687.762 16146.811 13770.641 22361.867 23619.236 42806.17 4470.438 19580.627 29594.1 4166.231 18154.78 7334.824 18523.305 21113.346 12635.804 20019.754 22782.014 36509.777 17446.64 10166.611 15365.886 7280.696 27097.32 36605.637 21476.47 30030.129 16607.637 28226.656 48212.562 24655.479 25392.486 14122.235 12148.164 33304.47 10900.903 31553.383 11192.144 19548.48 20938.756 18992.432
9039.728 30296.252 27322.475 16758.324 9768.305 31868.713 16617.664 5399.292 24897.281 28510.27 20442.23 18747.037 22423.629 17900.695 2393.363 13880.397 18640.414 2170.7 5004.015 16201.437 22711.484 15031.282 13166.61 18510.48 23476.404 26616.98 7782.821 7266.168 1601.329 1211.804 25109.592 2914.688 471.86 6612.89 5179.431 5593.721 17716.207 16792.643 22873.635 429.381 17639.992 4894.617 7938.944 12827.036 9699.921 16078.989 12806.589 42004.984 9845.964 4771.677 6844.127 1180.287 14181.387 38351.535 331.359 12875.936 4053.148 9421.881 11647.728 13689.646 8908.304 24514.264 3877.578 13336.982 8382.128 3849.838 13127.669 1498.445 21495.84 16189.487 19441.018 2348.814 4924.197 875.754 22222.266 3541.322 4382.679 13349.588 4675.321 14505.327 10592.613 5247.877 24696.852 5689.694 3729.157
33142.945 32159.793 34478.42 19989.082 30023.066 32272.97 15175.417 34988.867 38799.758 33331.324 28178.578 32589.203 27656.102 32181.314 55663.035 37487.473 32349.34 30930.746 27930.875 26496.508 26073.434 34208.01 24073.033 33383.477 38480.305 29102.14 46379.133 24165.21 42588.156 53529.79 42216.797 37255.37 35245.08 45358.7 36149.42 18550.146 28436.582 25944.986 44337.086 34043.01 39292.5 29137.941 31279.969 32837.332 28685.146 32314.879 25285.238 43112.316 22419.977 33961.69 45313.4 34686.836 34873.855 47724.258 51149.117 23376.027 53310.188 32017.143 33301.71 21908.719 27203.201 31779.828 43331.04 29287.186 36084.918 30742.824 43978.39 56300.906 41280.266 39899.793 44170.344 42762.496 36117.875 40474.215 17891.154 38823.613 56387.395 42697.707 42183.816 47289.625 23443.51 35939.727 39989.96 41864.5 56359.45
11620.354 18282.248 11522.952 15368.07 6324.823 18898.3 5108.083 25793.918 11944.098 7339.112 22358.852 8599.999 38550.367 17190.637 7518.412 31402.66 9384.607 28873.117 14141.291 14147.387 31388.041 48372.027 7385.81 26129.088 15010.765 32137.857 16337.032 12859.674 9009.249 7319.05 22693.135 4301.377 2236.797 7076.665 9836.66 7150.151 17158.533 16623.629 12684.036 2764.38 12712.443 12535.505 19184.43 20373.053 6599.344 10302.403 19902.977 13016.243 21457.64 10577.874 6936.931 1375.463 16991.715 9426.369 2674.342 24075.354 9615.663 41864.664 15173.401 7543.319 15552.14 10151.143 6209.601 10295.556 3455.712 4315.721 21373.285 4931.363 10223.311 15848.845 12667.304 10823.78 5774.734 10848.098 26704.105 3315.923 9720.092 8190.13 7819.632 12912.179 7924.588 7987.198 24995.045 4729.543 4628.018
19874.957 18822.455 11035.395 14177.92 24926.26 13033.665 7007.072 8060.119 11486.543 9030.229 14158.481 12366.712 33896.78 4967.701 5773.047 7426.821 10024.06 36177.004 38106.047 11984.597 14616.895 11658.009 3676.115 36687.01 41500.785 19019.959 2935.84 11772.15 4409.161 5196.677 13056.66 9843.923 5599.132 9775.246 11764.407 10616.832 11491.994 5674.809 16206.83 3240.207 8193.29 6891.826 6097.523 5503.502 5504.322 8249.675 7706.664 27138.934 12912.269 463.775 2729.058 192.461 7770.923 24982.77 1691.279 7457.083 5743.748 4950.144 11131.684 19026.184 6053.419 11124.415 16493.838 6610.02 2929.07 14191.558 5712.916 4528.215 11658.509 21631.158 11878.229 8147.176 4702.83 7321.186 38458.285 4311.051 4409.004 4043.017 5296.992 18986.18 4550.778 2568.059 18077.389 14450.865 158.112
36822.434 23169.84 25590.64 42478.613 28374.861 23740.516 44887.4 29244.979 27053.363 29774.316 22488.047 29876.469 42223.54 27754.857 35426.617 24336.172 27029.24 24916.318 30986.588 32031.844 20781.84 27878.941 29272.508 39043.016 18384.518 13704.493 38327.934 27039.324 49761.54 26281.076 14938.675 34799.98 29769.566 24118.156 37636.426 40526.434 14962.04 18582.746 25296.668 27791.186 33114.96 34442.938 20258.338 22623.219 32609.059 52004.043 31834.176 16965.734 14473.711 29985.371 36726.996 24080.553 31142 14063.738 41240.98 17485.533 41877.523 24964.893 22695.857 37358.93 35399.5 26206.72 35549.062 26119.951 19142.477 31050.156 48239.05 28851.06 32980.344 27756.113 33708.49 29425.387 38683.434 30565.844 40652.09 61525.754 24593.525 20950.014 23832.174 25885.232 39834.23 46037.746 20603.695 22894.3 29957.996
2263.345 17698.893 7532.554 3490.999 3691.228 14500.857 3622.182 6086.396 6498.149 8626.276 25128.66 3417.916 3107.107 9430.973 2811.052 16478.459 5322.566 3467.405 3567.83 3921.241 24439.455 27494.787 4353.274 1974.151 9244.282 45977.98 2820.251 5945.598 2219.628 3771.801 39545.59 2247.516 1667.26 2538.774 2309.863 8862.416 24907.09 24622.762 10957.916 3170.55 4309.449 7584.318 15564.714 12738.536 3262.207 3111.075 4506.28 22391.863 15383.656 3780.356 1892.596 2507.253 2957.867 17404.686 2589.866 30224.295 4159.574 23343.482 15549.904 9472.245 5897.392 20027.854 2810.425 14325.037 6376.274 2821.424 2996.737 4462.758 11590.125 6271.425 2436.892 2703.711 2787.096 5482.325 2819.955 2104.899 4119.276 6897.665 5669.635 2906.827 3977.715 2149.859 29214.555 2335.794 2339.173
34752.86 25677.254 24751.645 28108.303 31042.758 28453.715 31177.389 28335.99 27026.283 29571.537 51807.8 41812.797 41717.83 39336.1 35315.41 64185.16 41987.805 32353.525 21412.373 63801.156 31294.088 40139.305 34737.86 38283.055 19611.068 25218.945 34586.53 29404.86 39613.69 27026.992 17697.664 32110.61 31929.469 32527.545 45007.02 37855.383 24432.873 30090.275 37164.367 19726.889 43432.035 51234.363 32922.34 33314.145 26673.22 46972.617 43400.12 22128.53 30377.94 26005.494 34996.605 19766.11 31186.723 35178.652 15301.337 41009.906 35086.51 37725.844 31054.195 29426.396 39192.5 30532.996 27903.506 26297.95 20924.852 27236.338 37376.805 21659.48 31495.379 40100.617 34912.934 32096.672 24905.953 36207.63 34845.418 29417.32 27892.186 22090.898 21205.287 34404.027 54660.56 28533.74 28442.988 40563.816 29674.102
9368.039 11804.369 11418.058 14064.013 17430.088 11331.542 16296.502 13906.287 14221.179 15942.466 9900.613 14491.092 12532.497 11454.965 21039.242 18015.094 34536.195 22784.145 19709.773 13784.251 16128.009 34422.14 24875.77 14299.474 17356.531 12220.035 17003.375 21356.139 9920.505 19221.88 13802.602 19198.99 16436.951 11443.312 15597.355 15737.089 19750.33 24038.89 7463.483 18665.55 37752.594 8003.329 15882.854 15882.372 33948.5 7388.631 10195.021 3260.699 18897.623 11715.462 19646.172 14365.192 25311.752 6389.359 12701.888 21957.023 29287.44 27079.045 67451.68 30840.1 12784.961 30502.453 36342.43 17030.818 27240.254 25242.744 13382.216 7982.952 7271.863 16467.113 14966.824 11493.591 14117.396 24064.074 11527.897 11993.788 16204.577 21754.02 18286.197 8504.831 11225.333 19538.793 7529.604 16143.384 14190.204
27204.654 17354.643 21585.668 24079.225 19969.145 18683.25 27756.47 23181.459 19534.395 22438.256 18693.266 22548.484 28517.873 19659.916 33658.117 31804.977 32215.773 31384.246 24834.672 22518.59 19278.002 20629.959 26958.29 23486.1 13929.474 17153.766 29261.512 14078.226 44172.5 30165.246 14925.763 31473.994 31204.79 33695.316 38806.777 26198.67 10942.619 15066.964 39791.82 35702.027 45325.652 35252.184 15135.545 18140.44 19194.816 55334.402 30935.11 16374.195 13207.449 22206.656 39028.02 23265.72 34500.77 26308.342 35781.527 18090.88 40971.965 25894.053 33231.43 21764.387 28277.062 17346.295 27901.273 22676.088 17907.504 31478.7 30430.48 49082.92 46630.305 20777.373 39844.934 20542.89 21909.055 41474.32 28910.51 41453.23 32823.434 22832.744 22102.518 33546.125 34697.48 31685.43 29135.078 26276.92 34294.562
