"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157"
1699.7 4775.7 5826.3 972.6 4002.6 2871.2 318.7 633.4 2210.4 3865.8 34.4 3966.8 3257.8 2445.6 543.1 232.5 1297.8 158.4 1783.3 1352.5 982.6 915.3 515.1 266.4 850.6 2645.1 2519.1 312.7 3786 3033 3567.1 3446.7 1151.5 4148.5 633.8 2390.5 8720.2 2791.2 519.5 1761.9 722.6 357.6 565.2 760.3 4180.4 1126.5 265.4 3879.2 4669.4 4398.3 3088.9 2146.9 2912.4 1754.7 2274.7 2935.7 1962.6 1194.3 466.8 800.8 869 892.3 5377.4 5586.5 4051.7 7219 3618.4 2681 1200.4 5789 5408.1 2039 484.2 3044.1 4110.2 3357.1 5953.7 6975.6 14954.4 3381.5 5595.3 6584.5 3906.2 1073.6 8885.1 2790.5 3866 223.8 1985.1 4430.9 2594.6 4400.8 4603.8 2993 359.4 1349.3 6740.9 5615.1 4172.9 3323.9 8735.5 5582.2 5012.2 6334.2 1850.7 2792.4 7027.5 4135.5 574.9 1578.2 2555.2 851 4871.9 6982.7 3136.5 5443.9 26346.3 2155.1 8809.3 2160.3 352.3 3933.7 9300.3 2388.1 1497.9 3766.8 1536.8 5556.7 3544.7 5910.7 198.1 3531.5 3969.8 1776.9 3929.3 6319.7 4452.8 1501.1 5916.5 3487.9 799.4 5477.6 325.5 4256.2 1412.3 10619.6 3202.3 3856.4 4702.3 1182.4 685.7 528.6 3207.1 2496.3 2028.6 3367.7 6559.9
451.1 142.3 108.2 222.6 66.9 57.4 47.5 144.9 229.8 243.5 221 75.9 24 113.4 186 52.3 59 89 6.8 43.3 274.9 28.1 145.9 161.4 33.7 45.6 97.9 53.6 105.2 31.3 91.8 144.3 139.8 2556.3 22.1 115.2 1428.2 73 61.4 181.5 50.1 59.8 129.5 28.4 76.3 122.8 116.8 51.9 308.6 258.1 113.3 211 65.7 157.3 41.4 31472.8 75.5 17.6 130 67.4 96.9 31.4 5.6 42.2 23.2 52.5 128.5 15.3 98.2 69.9 97.5 115.8 147.6 88 70.5 40.9 11.3 85.4 47.8 52.6 100.4 10.1 509.3 45.9 56.1 93.1 44 80.7 357.1 42.9 162.9 62 1236.2 26.6 59.7 117.1 19780.2 93.8 49.8 193.5 34.4 33.7 66 18.9 74.4 46.5 386.7 75.1 130.7 290.7 15.2 39.3 99.9 34.4 71.6 65.2 31.9 156.1 41.3 159.2 103.1 110 59.2 230.5 48.7 24.8 149.8 44.3 80.3 54 88.3 1069.7 992.6 8522.2 96 50.1 3185.7 15 84.9 128.6 269.3 186.2 177.8 299.4 270.5 3304.2 70.8 195.2 195.4 24.1 64.2 18.9 1832.8 54.3 106.5 81 46.3
2334 3546.3 5901.5 4549.9 11830 5515.8 3339.3 6110.3 8463.8 5082.4 3972.5 6490.5 4645.1 2455 3155.8 6433.7 4159.2 6245.1 4598.4 5544.9 2800.6 5604.1 4501.2 4127.8 5093.9 3477.8 3664.5 7412.9 6628.3 6065.1 2322.5 5261.3 8608.7 3179.8 6413.9 4307.6 5841.6 8522.6 10222 6718.6 11094.5 5003.3 8069 8144.9 2965.6 3175.5 7086.3 5014.4 6385.5 3813.6 3219.3 4120.8 6354.3 5298.9 2239.4 3429.7 4141.8 4764.7 3826.9 6854.7 6953 6977.3 7999.3 5194.9 6423.5 7201.3 2794.4 3287.7 6824.6 3477.7 3916 3323.5 2604.5 6901.1 4531.2 3811.4 5743.4 2412.2 6405.1 9209.7 4484.8 4222.6 4026.8 4575.3 4228.2 4431.4 1461.7 8283.1 7236.2 5612.3 5801.9 14626.4 4432.9 4827.1 8222 3134 1841.3 2780.1 1574.8 5531.5 3148.6 2414.8 2595.6 2422 13117.9 7523.3 6473.6 3024.7 870.6 5031.5 1436.6 3631.4 2432.4 5053 3685.2 4760.9 21945.1 5048.5 7755.4 3346.5 3724.1 1260.6 7205 2985.8 7708.1 3022 2779.3 4066.9 2960.4 3612.9 7959.3 1590.1 1613.1 3361 3969.1 3786.8 2420.7 3368.8 4048.4 10851.8 4191.9 2992.9 6702.7 4604.9 1873.5 3469.9 2889.7 1506.3 2689.1 12584.9 10975.9 19047.4 3196.4 4205.6 1522.5 4126.3 2260.5
655.8 2714.3 2571.6 1782.5 2831.3 2537.2 8527.3 2242.7 5887.4 1487 3352.6 3649 3204 2964.7 3386 834.7 10189.5 1511.9 4511 3922.7 1157.9 3191.5 1211.7 1706.2 3402.4 4215.5 3614.9 1938.6 3347.5 1930.4 1013 8531.1 4612.4 1987.2 9245.8 3360 5459 4997.5 8179.2 3670 1542.2 729.3 3019.6 9792.2 1940.8 1007 2424 3634.8 10670.6 5994.6 13205 6641.5 7495.9 6189.2 4634.5 3922.5 4972 10451.1 3251.8 11283 11589.7 4710.7 1808.5 342.6 1162.8 1138.3 7765.9 1120.9 1754.2 5414.9 895.7 1738.6 5919.3 1579 762.8 589 470.9 610.2 2295.4 1358.1 4260.7 508.9 5942.4 2468.2 826.2 4865.8 984.4 4085.3 5745.5 3709.8 5506.2 4014.2 12276 5988.9 2127.3 4154.8 1436.3 1155.7 429.3 1765.7 1798.3 2734.8 2124 6251.9 1484 3569.4 8632 370.2 246.2 5045.9 930.5 399.8 1784.5 2252.4 16169.6 586.4 433.1 2244.4 478.9 2009.8 2439.7 8429.9 1591.7 448.4 1015.6 316.6 439.8 1673.9 1121.3 1319 781.9 2236 2080.3 323.9 1130.9 730.1 541.8 181.3 5158.2 1019.9 5056 7088.8 2526.8 2171.6 1471.6 1851.2 5800.1 1107.4 3007.1 2210.3 855.6 948.6 2359.8 279.9 403 2549.6 7765.8
20.8 14.8 11.8 34.7 100 19.5 13.8 13.4 17.7 12.1 26.5 9.5 18.2 76.4 26 9.9 30.1 9.2 452.1 106.6 36.4 7.3 7.8 39 12.4 11.3 11.1 12.4 1562 7.8 393.7 23.8 33.7 315 10.5 14 9 10.6 7.5 14 5.6 14.2 15.3 69.2 1071.2 10.1 27.8 15.7 184.8 307.7 31481.3 25.5 25.4 851.9 9.6 11.8 19.3 7.7 19 12.8 13.4 7.6 3525.9 7.3 8.6 120.1 6563.4 28.8 7.5 560.6 13.2 11.9 23.4 223 1098.5 1011.5 1226.4 527.7 15.1 6.3 167.1 837.9 8.5 9.1 7 13 42.3 6.8 493.8 47.4 8.9 11.9 17.5 13.5 8.8 27 10.3 9 9.8 20.2 8420.9 43.4 23.2 6973.9 19.8 17.2 5091.7 8 15.3 331.7 1258.8 268.8 1761.2 11.4 13.3 11.1 8.6 12.8 14 17.2 13.4 5711.7 12.3 100 12 23.4 14 8.1 26.5 735.7 16.8 9.1 13 50.6 853 13.2 13.8 14 23.5 20.2 16 11756.9 15.2 21.2 19.4 7.6 4704.6 25.2 23.7 9.7 12.8 11.9 8.7 8.9 11.9 79 9880
8335.9 9662.2 11199 12284 7993.3 8130.7 8614.4 14062.2 13231.9 10964.8 12928.9 10022.3 8491.4 6276.5 11122.5 13189.7 8698.6 12892.9 10465.6 13691.5 7387.6 14055 12612.6 13604.5 12792.6 9985.1 8793.9 12943.6 8556.5 12042.4 9100.6 9827.2 15128.9 11197.5 10671.3 9823 8346.9 11015.2 14185.7 8940.1 11795.2 10819.2 17071.5 11043 10547.2 8372.3 12682.8 8346.1 7118.1 5851.6 5487.3 7158 7797.8 11017.4 5575.5 6518 8956.6 7019.8 11968.8 9335 9620.1 13986.1 10628.7 12527.5 12567 8978.1 10449.4 7512.8 8102.5 7228.7 11585.6 5700.8 6283.7 7301.1 7955.9 6085.2 4615.5 4462.5 6403.3 13435.5 6143.3 4030.9 3256.1 7800.9 5577.9 6610.5 6743.3 14379 8421.9 8174.3 7574.3 9328.5 3599.1 7787.9 12194.2 6548.6 5689.7 8637.3 5290 5946 6153.4 9531 7941.1 4916.5 9305.9 11602.9 8557.4 7168.1 7657.1 13154.3 6902.4 13001.2 6972.3 6987.6 9795.3 11364.8 14582.2 6371.7 11604.6 11605.5 10341.7 13167.7 6906.6 6413 10892.4 6147.3 8130.9 7149.4 7375.2 5481.9 10686.4 4647.1 5294.7 6871.7 5149.3 3923.1 5479.9 5356.3 8944.9 10966.2 5313.2 9106.4 11538.1 5835.5 3583.6 3270.8 10416.1 7665.6 2671 13165.5 14997.7 15419.3 8225.5 7299.9 10257.4 9531.4 11418.7
12312.4 11857.4 11780.1 5703.1 8217.6 7674.4 8146.6 6276.4 5261.2 13130.8 4635 9488.4 8132.6 11007.4 5058.6 8228 6469.5 7358 5313.4 6070.8 6863.5 7603 6859.4 6587.8 8748.3 11678.5 12567.4 6290 11933.1 7578.9 12824.8 8099.1 6321.9 11502.8 7545.9 14559.6 7778.8 8135.4 6801.3 8594.5 7786.8 8321.7 9149 6276.1 13383.5 7388.4 10302.8 6461.9 13178.3 12239.4 11144.6 5852.8 7530.6 7342.1 5311.6 12846.4 6259.3 7706.3 5236.6 6240.1 6201 8203.8 6225.1 7279.7 8096 11686.2 5901.7 7689.7 8444.3 6716.1 10103.4 6626.3 7177.6 8868.1 9212.8 7543.1 10063.6 2956.1 8772.6 7238.7 5988.4 11885.9 12450.4 3967.1 6443.4 11866.3 4638.9 6648.2 8269.1 10409.6 6021.7 8174.5 4638.2 9530.2 6474.1 4738.9 9383.7 11456.8 5348.2 25295.1 3443.4 12196.4 13451.1 8599.6 14975.4 5605.1 11825.2 5851.4 5731.5 4752.5 8517 6691.6 6069.6 14412 14081.3 10383.5 9819.6 7825.9 10252.3 9982.9 7386.3 7243.2 12744 8307.3 8360.2 7940.3 8630.6 10134 10530.2 6577.8 8536.2 4308.5 5233.8 5287.8 5478.1 4448.9 6278.3 7295.6 13545.7 10385.5 8341.6 6918.9 7708.3 10249.8 4051.7 7726.5 6814.6 5774.7 7739.4 7306.7 7109.8 8616.8 4358.6 7311.9 16257.7 5582.8 10160.5
2535.1 7721.4 7173.4 3867.9 4466.5 2828.5 3312.8 5269.5 6064.2 6153.8 2409.7 7751.6 6354.1 3798.4 5860.1 7648 4005 3822.8 3769 5209.8 4533.6 4855 6348.2 3582.8 4104.1 4347.4 4145.9 5354.1 4464.3 5689.6 6357.2 5550.2 8341.3 4531.4 6491.7 3235.6 8677.7 7427.6 7458 5621.4 12230 5031.4 9012.3 7268.8 3691.7 4001.3 5674.9 4315.8 8864.9 6511.4 8974.6 4667 8066.2 6452.8 7287.7 7807.7 4291.7 4695.5 6621.2 5684.9 6136.2 6869.6 3568.5 6067 11263.9 7383.2 2871.1 4111.8 5507 5161.3 5395 2723.3 3457.1 4121.3 4635.9 3428 10382.9 4008.7 8832.4 5043.9 5166 8077.4 4185.5 4423.6 4297.8 6744.5 2598.6 4358.4 8383.2 8830.1 3175.7 7978.3 3240.5 4449.6 3850.5 1855 7159.6 4369.3 3834.4 6540.9 8214.6 5775.8 6065.5 9833.7 13314.2 6503.8 4205.4 2825.9 1113.5 5895 2160.6 2947.3 3171.2 8553.4 5545.4 12738.7 28931 3444.7 6835.3 4405.8 6867.3 3630.4 6490.1 3334.5 4957.4 3426.9 3931 5297.9 4556.2 3057.4 10118.9 4974.1 6350.8 3842.6 6081.7 4154.1 9058.2 2426.5 9437.3 11188.9 7323.3 7123.9 8603.4 5706.9 2919.6 7169.7 3861.3 1996.1 9956.7 8986.1 6477.6 10360.7 2371.9 2230.2 2478.4 2849 6598.2
2107.7 2536.2 1624.5 2548.3 1101 787.4 1005.7 4078.3 3158 1942.2 3326.1 1596.7 3286.4 1713.2 4726.2 574.1 1292.9 396.3 595.6 1691.9 1511 812.5 804 1625.8 807.7 1751.3 911.4 712.5 938.8 998.9 1316.1 2164.5 3772.6 1035 912.2 1112.5 959.1 2668.1 1556.8 2519.4 813.4 588.3 1754.2 773.6 875 740 2762.3 937.5 4411.7 1706.3 1615 1857.3 1020 933 878.2 1297.5 1641.5 1002.3 3443.5 1228.2 1174.9 681.9 1502.3 1693.9 1769 1352.8 1552.1 1549.3 2709.7 1501 1420.4 1492.7 6699 1568 1233.6 1058.2 2721.8 11931.4 1894.6 1306.2 2305.2 818.3 1520.5 3700.6 829.7 7843.9 3488.4 1281.6 1417.1 2592.4 5223.9 1469.3 6242.2 1803.1 1157 2803.9 3601 1244.7 1314.9 2223.1 1314.9 1731.2 2496.9 4586.3 2083 1419 1548.6 1010.8 1814.7 30090.8 1640.6 1426 1136.8 1355.4 2491 1274.4 2826.3 1159.4 1754.7 1769.6 14790.3 1108.2 2371 1327.8 1107.1 1281.4 1860.9 835.7 1344.8 1355.5 1820.1 1282.5 1723.3 905.2 2855.4 2220.7 1278 1409.6 2062.1 2167 13304.8 1496.2 1992.2 2700.9 8088.4 1725.5 1306.7 3295.8 4239.4 1614.3 1665.6 1839.3 2071.2 756.7 1056.9 1939.4 1084.8
3478.7 2308.2 2100.7 884.9 2639.5 2633.7 839 928 1223.1 1638 1107.9 1830.4 868.6 1791 1262.5 739.8 1278.4 547.9 1269.3 990.9 3563.4 1534.6 848.4 1058.6 1130.7 2971.5 2972.6 721.8 1654.9 3049.3 2936.5 2056.8 695.4 2143.8 1046.3 2538.3 2749.7 1444.7 789.2 1610.7 1123 1324.2 546.5 976.9 2694.9 597.2 482.4 1386.3 2058.7 3511.8 3598.7 5084.2 3174.5 1082.5 1537.8 3283 1760.9 1728.8 1097.3 1350.7 1523.1 797.2 7320.2 12264.4 5234.6 9242.9 10535.9 7161.2 1806.1 5114.2 4938.7 2167.8 1675.9 3405.7 2607.2 5585.3 12994.8 18261.7 4626.4 2840.1 4254 10067.6 5987 1895.7 4131.3 6222.3 3390.2 961.5 1655.8 1785 4965.3 2335.2 7399.9 6794.5 911.8 2509.5 1434.2 2261.3 5265.4 3783.3 4656.9 2256.7 2436.9 2267.4 1962.3 1399.9 1669.1 2659.6 3361.1 1459.9 4582.9 1518 11960.6 4072.6 3236.3 4628.2 2774.4 3602.1 5201.7 4550.9 1122.3 6139.7 4091.6 4130.7 1513.8 1827.9 7652 9573.9 9633.7 3861.6 695.3 9210.6 3134.8 2505.9 6411.5 8559.9 7225.3 3754.2 2892.5 1599.2 1083.1 5359.2 732.1 2608.2 3708.5 13583.7 7710.6 4146.5 3851.1 855.7 627.9 550.2 3287.6 4842.6 2938.4 6905 9940.6
1133.8 3741 2066.5 7825.5 2606.5 2823.4 7404.4 5528 4719.2 1332.9 5386.9 5395 3780.9 1581.7 1828.6 388.7 5063 2231.9 636.3 2265.5 567.9 336.9 1907 1870.9 2482.7 2207.5 2409.9 2807.6 352.5 979.9 907.7 9911.2 1185.5 1197.9 3774.4 3718.1 2987 7146.2 3997.3 5584.1 1520.2 806.7 1875.8 11752 160 1262.7 1654.9 568.4 1011.5 294.9 418.3 1216.1 1568.8 3386 1130.6 917.4 5873.1 11518.5 1780.7 11786.8 12250.3 7063.6 357.7 70.4 106.2 100.2 81 337.1 1032 2047.2 23.8 760.8 2725.3 2879.2 173.7 131.6 571.8 957.2 432.7 370.7 2633.8 145.1 10515.4 11387.3 1265.4 7764.6 4338.8 5022.3 6897.4 1705.9 5751.9 6688.7 4357.8 2433.2 1976.9 4168.5 73.8 297.1 1771.1 6539.3 722.3 1326.6 2202.2 223.1 1910.6 1559 629.5 71.5 25.5 4751.1 189 291.3 590.7 769.9 6629.5 128.6 204.9 2645.1 244.2 98.7 17491.4 1031.7 167.2 13.6 1308.9 441.5 126.4 67.9 85.1 195.2 899.8 1231 1730.2 24.5 768.2 1098.4 301.1 167 1844.1 464.9 5732.3 127.3 3122 3207.9 1539.4 1328.6 358.4 3315 1726.6 1295.3 1150.6 1475.2 4050.6 71.8 53.6 2849.6 387
1882.4 399.1 251.5 177.3 745.6 362.3 274 142.2 378.8 19846.6 352.8 2134.3 2437 2903.5 82.4 344 280.5 366.7 442.3 334.8 609.2 767.7 283.4 434.5 514.9 433.6 473.8 489.8 450.1 3664.2 1137.2 586.7 75.4 1568.1 442.4 2077.4 731.5 335.5 344.3 448.4 374.3 476.9 506.6 252.8 2214.4 2366.7 247 1067.6 254.1 183 363 726.9 460.4 542.8 3011.9 3627.9 942.9 205.6 63.1 168.4 131.8 618 2046.9 1300.1 2508.3 4215.6 486.3 535.9 2933 1896.8 10661.6 1947 841.2 1448.6 4102.8 3238.8 4855 510.9 7525.3 2918.7 1561 1967.1 282.5 206.4 2755.2 343.8 5584.1 225.8 546.1 1236 375.7 479.2 188.5 1119.3 327.5 922.7 11007 3704.9 1109.6 418 366.4 254.8 454.5 204.7 2388 1402.6 719.5 11711.1 2054.3 322 647.3 394.2 3681.1 224.1 545.4 2733 6246 1623.6 8121.6 1069.8 271.3 324.1 1614.6 5600.4 1360.1 8633.4 2230.5 6870.4 4021.3 4048.4 323 898.6 1026.3 6153.5 1048.9 5382.7 3377.4 3958.3 3687.8 2878.5 248.2 451.6 396.6 357.2 5347.1 3484.2 433.5 4610.7 620.1 356.6 284.6 343.9 528.6 3732.8 17547.4 10566.4 217
908.5 4394.3 6727.7 5161.1 4957.5 9862.9 3167.1 1361.8 2482.9 1391.7 1104.6 614.2 2290.1 2013.9 576.9 657.2 2771.8 539.2 9504 2853.6 831.1 439.4 922.4 2339.4 3440.8 16890.1 11530.3 1134 2161.6 3085.8 632.3 931 919.7 5887.9 743.1 2469.4 3855.2 2465.3 1745.3 1538.8 649.7 1066.3 360.5 848.3 2462.4 1705.1 682.6 12770.5 1927.8 1839.2 1047.3 2492.4 1507.3 2052.5 1313.1 3795 4360.6 2673.9 664.3 1732.7 1543.1 891.8 12817.5 2731.9 2613 885.9 871.2 9741.9 2548.2 6879.8 834 7841.5 7080 1862 896 954.2 1100.9 4327.8 2710 795.8 1825.4 2343.6 7065.6 3089.7 3970.4 7444.6 1920.3 2243 2455.2 2869.1 10865 3400.6 3507.6 3237.7 1649 1946.8 1577.2 6059.7 4125.5 6081.1 4360.6 11683.8 11513.1 1337 326.4 1343.1 2009.1 3378.7 1171.7 1829.6 5456.9 3254.5 3240.9 5055.9 2677.3 2569 271.7 1151.6 6973.5 3393.7 1133.8 9316.6 2640.5 6253.4 1276.9 3272.6 994 2899.6 3343 1588.3 566.7 10157.1 9386.6 3933.9 3064.2 2412.8 4972.4 710.4 2800.3 536.3 1995.2 1464.9 817.5 3956.9 3916.4 5441.8 4806.2 1705.7 3186 870.3 795 582 4219.1 1118.6 2635.8 2345.9 3108.6
1527 2018.6 1246.1 2537.1 893 662.3 794.3 3788.2 2774.6 1736.8 2726.9 1084 2714.6 1467.3 5704.1 361.5 989 327.9 491.5 1357.6 1018.5 607.8 710.1 978.3 504.9 1347.4 757.2 539.7 974.9 931.5 905.2 1474.5 3116.2 759.2 756.8 877.8 796.5 2550.3 1436.8 2603 639.9 377.7 1753.9 683.3 735.1 803.3 2269.8 496.4 3962.2 1502.1 1497.9 1403.2 863 1049.1 532.7 1057 1201.1 753.4 3081.1 919.9 978.5 585.2 795 1275.4 1619.2 990.5 1722.2 1037.6 2311.1 1312.1 1186 1297.1 6304.8 1312.8 1151.2 1031.2 2740.6 12117.9 1514.5 1037.7 2143.5 700.4 1666.7 3510.3 796.1 7998 4292.1 1364.9 1524.3 2481.9 5624.6 1415 5735.7 1884.9 889.4 3091.2 3335.9 1591.4 1544.8 1745.5 790.1 1440.2 2116.9 4570.7 1963.9 1312.1 1114.4 755.3 1714.6 29823.4 1179.3 1320.7 891.7 1382.6 2407.1 1339.9 2213.3 1093.4 1484.3 1312.7 13688.1 889.9 1911.6 811.5 1202.2 1076.5 1695.7 683.4 1058.7 1417.5 1746.2 1407.7 1666.3 738.8 2454.9 2139.7 1309.4 1091.4 2286 1781.8 13573.8 1030 1874.6 2212.9 6397.6 1638.8 1076.2 3214.2 3343.9 1710.1 1284.1 1586.9 2023.9 655.4 933.3 1443.9 1144.2
488.7 850.7 1003.6 4911.4 3339.8 8618 3444.5 1135 7635.9 1750.8 542.6 2254.7 2443.5 567.4 898.9 269.5 3057.6 120.6 10164.8 3274.1 922.1 464.1 794.8 479.8 1929.8 3451.4 2264.1 451.8 1820.6 4819 944.4 2633.2 1457.4 6205.9 1332 4925.9 3643 5447.3 912.2 2895.1 1071.7 848.8 947 1106.8 1408.8 1688 116.9 16920.4 4022.4 1045.9 1575.5 1567.4 2431.6 3800.9 2603.1 1730.3 8957.8 3790.7 1625.1 1664 1345.2 2474.6 17537.9 1276.5 1526.9 461 754.6 2231.8 195 4000.5 53.3 7769.6 1606.7 4417.7 1132.3 1037.8 1772.8 1828.4 1312.2 1517.3 3796.5 30.5 10931 6627.2 2054.3 7768.3 2200 988.7 2421.7 5856.1 7223.9 4872.2 6148.9 7569.6 2203.2 2291.5 51.3 1342 5218.3 7320.5 4078 7822.3 8528.6 203.8 871.6 3963.2 10851.4 2017 24.3 1818.2 4140.6 8552.2 4505.2 394.1 2175.3 1504.6 7335.9 1240.3 5529.9 618.1 233.4 1599.9 699.7 1637.7 1761.4 514.6 394.3 690.3 97.8 1871.4 141.4 793.3 847 1301.2 1207.1 1416.2 707.2 743 3888 540.9 1529.3 1680.1 485.9 2963.5 908.8 6773 4520 1350 3596.6 1262.8 1127.3 811.3 8128.9 773.2 1395 1408 612
5763.6 4164.4 5036.3 3404.3 6099.3 3986.2 3819.6 3472.6 2692.3 12339.5 3130.7 6706.9 3726.3 6847.1 3712.3 4990.5 2719.3 4359.4 2697.8 3068.6 5757.2 4950.8 2011.9 3270.8 3454.6 5256.3 5734.3 3393.9 5036.5 4858.7 7221.3 2845.9 3397.6 5015.7 5208.2 4548.4 18611.2 3949.4 4969.2 4084.3 4383.2 3498 3805.3 5795.7 4461.4 3679.6 2873.7 3215.3 7795 8539.2 13902.2 7873.6 7331.8 3571.4 1869.2 7363.8 3417.8 3740.6 3582.3 3726.1 3789.5 3729.5 3840.3 7295 5501.3 8710.5 14277.7 5225.1 2828.8 2733.1 4412.4 1842.5 2748.5 3413 9792.5 7889 5527.7 9978.3 9629.1 4489.2 4622.8 6110.8 3736.9 2732.9 4873.7 7342.6 6109.7 4628.1 5337.8 3963.2 5877.8 6451.7 3101.6 5805.2 4344.4 17889.7 5613.3 7524.2 2826.1 3350.2 6425.1 6503.7 5382.6 11391.5 4245.5 6419.5 7806.3 3758.1 3824.3 3134.8 15438.6 4516.3 6827.5 6228.6 10368.5 5824.7 4107.5 4434.8 4462.5 5160 5100.6 8303.6 3866.5 4327.8 4378.5 13112.1 7779.3 5589.4 6774.5 9723.9 4755.8 11618.3 6408.1 5896.8 7889.7 4580.4 12545 5387.8 7512 3301.3 2999.1 10701.7 5274.4 4590.4 2040.3 7941.7 2888 5871.2 6292.1 4074.1 4392 4741.4 7386.6 6776.1 10753.3 2526.7 10934.4
634.8 887.1 189.4 3274.5 163.7 295.7 8635.8 6686.4 2372.5 217.7 5031.8 1865.8 967.4 726.7 1331.8 5562 2177.3 17869 3727.3 3595.1 4652 7967.4 8161.8 12946 7656.1 31.3 420.2 7198.5 10.9 3720.6 302.4 220 1852.5 291.5 5240.3 209.5 24 1906.4 13984.4 436.8 2744 15057.5 2656.5 5888.1 161.6 3305.3 1417.1 101.7 11.9 117.3 271.8 34.9 288.3 2809.7 258 104.6 4748.5 2740.2 1954.7 3697.5 3556.8 5190.9 20.6 19.3 24.8 4.8 16.1 24 536.9 3108.3 31.5 3481.5 393 459.4 37.1 61.8 62.4 68.6 18.7 5132.5 339.6 66.9 379.1 2875.9 177.1 88.1 748.2 9125.3 1321 545.5 211.6 40.2 193.3 364.6 1888.7 670.4 74.6 73.7 227.4 142.5 12.2 17.6 80.6 24.4 248.7 2623.3 14.6 46.7 30.7 1148.1 122.2 1950.5 51.8 115.4 16.2 42.1 66.8 194.1 19.1 25.4 1477.6 34.8 11.1 115.1 663 101.1 230 10.8 8.9 118.3 1443 374.3 189.3 114.6 14.9 112.7 64 46 146 933.7 2847.5 55.6 2003.8 137.5 67.5 19.8 28.8 958 25 824.5 3325.9 862.2 2206.4 61.1 10.4 6427.5 7.7
427.2 441.7 1179.9 341.8 6038.2 4550.7 123.7 177.7 326.9 343.1 393.9 657.8 1319.2 1628.5 694.2 75.1 517.2 191.1 1320.9 540.5 688 235.2 313.3 338.8 407.1 1224.3 717.9 131.4 2090 173.3 310.2 11004.1 313.7 1104.3 237.7 328.7 304.8 464.2 217.6 1806.6 121.5 226.5 1102.1 310.2 1664.6 126 269.3 335.2 9643.7 10734.2 8072.6 829.7 1877.6 528.8 208.3 279.8 266.7 215.1 375.8 156.5 406.9 150 2696.7 99.5 187.4 769.7 1813.3 651.9 131.3 2425.9 109.7 101.8 61.1 6800.3 138.3 96.9 1293.9 7275.4 1663.6 231.9 7211.6 369.4 154.1 219.5 212.2 295.6 255.7 143.2 216.3 5092.2 470.5 589.8 190.3 25449.3 728.2 200.6 134.3 252.2 1213.1 375 6684.5 1633 1292.1 2352 1358.7 60.5 4279.6 195.3 209.6 287.9 332 209.6 2762.1 2559 69.1 109 210.6 149.4 159.5 162.3 203.6 6452.2 389.6 885.4 72.1 324.9 105.9 190.5 2702.4 99.8 244.2 136.5 135.3 552.1 11682.6 358.9 504.7 110.9 692.4 212.7 1595.5 3898.2 217.4 393.9 391.3 578.1 7907.1 132 500.3 73.1 147.5 115.1 103.3 214.3 260.3 244.5 4553.5
