"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
29852.905 28989.49 26859.528 14057.55 23228.344 9193.911 15149.003 14452.601 15558.464 20101.361 20647.584 20982.076 13737.436 29314.33 21791.504 10778.986 14201.138 22274.197 24932.539 42372.718 35388.43 30107.783 11695.35 22478.709 21210.311 20916.039 22437.435 28918.555 26152.057 12131.944 19166.783 27483.63 28193.268 21798.167 19100.004 21769.404 23983.252 30474.471 30475.835 4205.463 15447.815 11312.121 21753.485 9362.721 22391.692 33229.346 25558.828 23125.732 31549.979 19091.616 19651.588 23207.936 25130.919 17843.308 21270.052 17291.467 15557.849 28733.407 24292.231 32179.658 13497.012 38143.241 39323.699 15335.166 25966.224 33055.146 28182.894 23033.27 20370.686 22268.052 17472.835 32068.079 20851.474 19594.139 9691.562 6500.928 19301.173 17770.188 14365.409 14522.885 23246.215 18266.736 22177.698 13724.68 16783.996 24177.361 31220.243 23415.772 19189.397 16222.982 24441.398 30524.642 30354.645 16784.154 28017.769 18250.593 18411.989 31949.349 11050.971 13804.373
12022.921 12140.46 7880.756 10823.497 9922.077 10156.214 13491.108 17203.896 14274.188 18109.364 11714.437 14166.545 13235.734 10513.835 16858.927 16288.906 15486.602 29418.611 10171.354 6882.969 14572.728 10395.2 11132.83 26024.723 8218.349 13728.596 8674.618 12301.852 16928.128 7184.226 7599.492 7932.878 38044.963 16097.842 8677.028 9646.809 7795.086 10235.137 40196.802 19174.811 12006.082 17097.706 7822.429 9240.899 10717.425 7179.491 10906.398 12066.484 11967.996 7955.108 6727.641 16881.532 14062.958 13831.684 13032.016 11223.5 12509.501 8043.871 11647.096 12591.826 24579.105 10078.995 10320.42 8665.781 29455.073 18773.235 6545.833 18347.498 13942.076 12302.986 11234.806 12790.374 8537.481 21190.392 12713.597 15831.493 8527.134 11461.841 12583.896 13703.48 13668.008 14707.284 9158.617 59012.469 17182.968 7907.659 13781.501 17192.281 9090.36 13706.369 19970.304 14550.574 15089.357 13989.488 14730.644 10099.893 10647.867 11864.503 9198.488 17850.944
11974.033 5325.857 9067.748 3520.54 14500.997 8577.936 1010.943 445.552 5800.308 3619.94 17558.931 2460.278 700.417 8727.791 47532.282 2664.358 5125.733 4166.133 8649.4 3603.437 4311.782 3663.464 3320.902 21307.768 18140.75 4159.108 6765.198 3679.132 5481.331 4409.747 7000.657 409.863 12153.53 4416.619 4932.021 1786.743 7118.984 1794.001 19177.86 1581.429 2775.792 861.314 482.43 551.647 4708.586 6495.317 515.845 993.582 9633.51 2766.481 5545.06 14580.648 18239.035 10625.013 14140.08 8045.44 1349.067 10227.281 3773.673 9973.938 3233.396 15842.678 17563.6 12815.239 20200.621 21365.137 5576.962 16462.219 24470.931 6704.977 4717.434 8494.253 11355.082 568.404 6835.359 6523.797 15329.39 18817.966 6942.081 11887.004 3248.462 565.206 1589.45 5554.671 2402.43 6457.761 11772.798 14421.052 4233.933 617.392 20624.723 9279.178 7433.046 6802.513 10768.449 4852.618 1996.505 5048.998 3023.004 26000.681
13565.153 11599.74 23573.619 6449.042 19330.061 12732.697 18143.286 19888.615 17792.424 20691.257 24590.588 12797.847 18873.689 31883.509 15813.329 19485.582 24070.978 26626.551 19958.429 22404.593 20135.577 17262.411 15204.867 12541.97 4588.104 16082.231 12790.481 17234.052 13323.468 15277.055 26676.646 22298.641 8744.791 14911.215 10729.644 12141.604 13201.815 30279.617 9876.599 1783.667 25476.629 27393.846 26060.429 29126.507 585.799 20124.378 17673.717 21934.049 17660.385 10377.918 19642.11 5798.019 10869.02 6571.698 9308.141 17434.867 12497.506 19027.231 18262.061 7327.681 9499.285 33243.442 16855.062 16886.826 35228.89 9639.183 22115.357 21116.579 6305.985 8253.372 8813.496 3081.605 17806.39 19982.922 8778.19 15847.611 13071.982 21664.035 14742.964 11389.836 20395.648 15818.908 24849.93 1079.13 19932.371 14550.414 5184.794 1397.894 12387.452 23092.224 9145.742 9242.632 8790.933 28576.582 13713.708 13023.617 15156.506 13164.44 9163.729 10957.354
15346.031 12998.587 20698.52 35389.989 18768.054 22571.282 10774 18527.293 15798.505 20998.82 13541.649 17186.976 30836.388 18076.71 15745.303 13738.046 31437.057 27526.47 14239.384 14871.829 16958.979 13826.631 28399.438 15967.561 15827.726 8994.858 17621.597 15973.646 24400.628 13673.886 11467.225 12746.054 8481.746 9537.882 12640.958 17125.323 9754.593 16692.881 7444.046 45114.224 14269.607 29435.016 13087.838 13620.742 15046.571 14705.826 7459.443 13796.067 17880.749 32445.013 11246.484 9379.641 14180.147 14588.273 14822.145 15236.121 30248.663 15276.567 27617.565 10387.029 32773.844 11610.091 10440.091 13696.432 15927.858 18752.65 16801.47 12292.273 11885.357 25030.542 21027.306 12900.601 16756.601 32396.803 32604.022 15457.364 18056.241 11903.902 30366.178 12073.23 17016.042 31998.079 13679.257 14018.159 21895.195 17523.677 12026.973 7621.351 19169.934 21838.54 9623.108 14391.566 10188.505 11044.665 9327.66 25379.962 17429.5 10615.712 24452.205 16895.929
20096.703 35169.02 24562.21 11600.875 23713.162 23797.549 19878.575 16438.835 15508.251 20757.156 22658.143 16256.31 8756.573 24080.747 27553.239 26122.24 10086.8 10731.371 24323.847 22768.489 16445.621 19167.261 13843.048 21339.911 16121.045 36327.364 26123.181 19336.697 20397.523 22808.435 26065.024 39285.274 24090.524 22221.217 33309.364 26739.652 23128.863 10343.287 13152.267 14449.12 36853.039 12674.646 16849.32 11800.538 30853.813 23988.057 28178.813 25668.625 25669.405 10332.706 27376.534 38765.217 27876.39 29078.914 22525.975 18192.125 16272.553 28561.246 20105.591 29645.507 11019.008 20634.3 25740.997 20126.86 14359.107 17489.584 21642.822 30375.479 25763.079 19165.597 18608.619 38661.818 25137.542 10034.088 17919.595 25652.422 23746.66 33035.046 10904.698 27062.465 23704.279 14390.442 29990.116 13380.963 9137.615 32247.69 23617.485 23938.424 18039.859 13266.706 24726.717 15251.67 16934.308 21161.645 28708.106 10725.88 23424.448 21702.3 16990.26 28750.24
7012.566 1858.369 6754.942 2855.223 9721.312 4602.808 242.143 1902.158 8447.791 1324.485 9931.901 2197.289 2113.682 7259.343 34747.457 3194.361 6204.705 8853.205 6887.686 3785.962 4725.338 3331.333 2665.124 25676.699 23148.029 4685.52 17700.345 3816.066 4027.638 1768.267 6358.887 2446.89 8661.239 8534.969 1802.648 1273.712 8529.08 2886.151 23655.765 6779.374 704.66 2470.973 852.016 704.586 6310.032 4054.025 7015.593 468.416 18188.762 5692.566 6034.353 11626.143 3147.434 4068.166 13397.671 6676.589 4860.25 9011.47 6761.164 9755.362 5669.642 9887.069 24263.51 9070.378 19704.838 7567.729 6735.724 19576.077 9100.401 6483.534 9451.437 6374.354 3631.007 2228.056 10066.707 7350.276 8763.877 15856.294 8781.35 8432.991 4810.578 3494.616 2892.712 7951.452 3912.253 5961.601 5349.286 31751.757 4550.43 1714.33 28504.488 6264.843 4819.109 4565.161 8871.135 4797.377 492.031 6920.046 5761.928 33272.083
34932.701 50861.855 37158.853 47146.59 41708.876 37670.43 37545.402 44835.242 55683.018 45751.063 37562.297 31628.291 56888.821 44876.369 51214.001 40891.517 40388.885 34572.859 52412.638 39814.532 36568.547 42193.822 42579.038 47348.771 40910.792 37906.711 40997.68 35820.903 34063.441 32547.244 43622.278 38553.2 44956.829 43473.392 56842.334 34821.972 44675.88 42652.634 54580.289 35062.049 46343.892 41908.61 35436.387 62997.243 52180.75 42407.613 31594.407 35846.825 47597.284 37859.954 43417.126 53829.088 43101.14 49522.653 55737.273 43487.309 38339.456 42112.258 35827.159 41006.049 44466.845 40031.639 45858.419 36969.241 36987.772 52208.633 38067.1 49571.134 48091.887 37434.683 38503.269 44947.741 36026.379 37981.856 51996.718 68084.332 31863.02 40758.637 41301.752 35570.463 40265.371 36198.381 38134.196 51318.862 39843.789 41786.784 41675.912 51515.3 47416.476 27199.262 46065.776 33181.561 37207.694 44276.562 43856.698 45896.042 42009.52 45826.446 38520.626 58733.359
18706.331 23390.521 24852.902 42983.244 25754.791 31248.746 18750.421 21143.517 27296.818 19204.468 22314.069 26464.613 33510.99 27773.321 24928.855 26308.336 42661.369 41417.709 32163.454 26828.758 37230.955 35813.819 34322.503 22218.107 19021.774 15655.06 22788.916 24239.121 29946.185 22493.316 20558.758 20327.662 15317.382 17324.64 19372.483 33004.869 21187.189 37282.087 20016.32 49211.036 19862.877 30366.563 22550.891 24320.868 32551.813 18807.724 14996.893 23783.401 23341.67 35825.114 27159.627 20846.019 20588.971 20111.933 23225.464 20564.968 37617.417 27564.855 32231.157 18563.566 30275.731 29181.406 25327.059 27580.523 29913.721 32896.501 29358.981 31456.025 14499.892 24060.375 30326.62 22665.185 26040.298 33711.082 37884.079 22652.287 25573.931 32232.48 36742.48 29075.468 18371.837 31346.492 24234.614 20379.575 41219.736 26911.176 16115.227 16343.48 25645.482 36000.971 31256.745 35797.943 33480.259 29269.549 30013.171 29231.654 20488.661 18878.565 34769.246 16227.176
11331.436 14785.082 27445.409 25354.58 23522.664 27565.406 6778.481 32208.585 27193.31 22192.904 1800.557 19384.439 28489.952 17213.194 15028.314 19181.127 20401.534 25599.55 9895.5 7659.116 25685.961 22642.215 24265.058 18820.857 20283.687 18859.455 25900.707 18665.046 21491.884 14166.921 11251.134 14177.779 9131.657 10126.335 9668.269 27284.405 13881.306 37673.887 14255.431 33088.639 9254.011 22834.441 23191.155 19773.106 22926.913 10015.082 9108.249 17376.828 10635.487 16724.702 10867.154 15159.054 11937.851 16868.493 19914.805 18181.019 23535.976 22274.841 10455.63 13587.296 28310.204 17627.62 11636.261 16833.867 8197.345 13673.215 24329.724 1942.474 14493.391 20117.542 22715.313 13439.441 19876.349 23100.43 34736.407 11915.794 19531.597 5453.579 27449.794 24446.304 21508.121 15618.049 23986.611 9152.442 27790.757 15790.1 18032.413 13040.067 28479.654 27460.948 7452.131 19597.72 15624.995 12199.868 14935.604 23581.04 11202.64 19740.688 17543.857 10319.304
18623.817 18264.096 20308.88 42326.964 26614.298 10199.913 8360.334 12628.156 16164.319 13803.565 22032.497 13166.578 26201.548 23182.621 22269.252 8058.827 26863.572 11391.094 13998.402 11463.63 12017.076 13059.983 38903.647 12499.143 16261.91 14164.255 26761.277 20383.952 17989.347 14844.552 18991.845 11568.384 19276.416 10923.486 13021.849 21009.932 15917.457 8751.277 18302.422 31464.633 14309.148 13054.271 7243.105 5566.916 44404.847 13490.829 12960.235 16298.065 26298.21 26165.142 21863.101 14900.01 17810.325 17404.729 20263.127 17893.624 20992.14 16972.943 16760.917 22770.681 28537.582 9375.596 15863.804 13288.406 18016.759 18179.186 24006.405 26273.394 16572.758 15328.648 13646.329 17316.588 23939.172 14081.455 18677.492 24325.005 18422.242 26899.452 31332.803 19362.003 9567.237 17600.979 11614.086 34441.593 24044.556 17183.013 10729.964 14171.13 11496.657 9036.501 21223.505 12933.18 16456.749 9319.296 19008.762 9239.944 17109.523 18564.457 12342.64 21031.516
11156.845 24354.929 15679.461 51573.187 22920.841 16426.385 17731.657 15075.133 19506.832 13424.663 20278.907 28189.6 33779.372 28822.971 13953.426 19060.622 16520.649 18444.937 13405.199 18089.225 22251.818 15496.592 33504.051 12983.313 9785.782 13401.456 9960.738 13145.328 26820.424 13738.263 17730.215 16950.17 14161.209 10830.809 10639.456 21554.947 14166.711 10461.627 13097.575 17329.332 15950.545 15983.881 15257.437 11759.13 20621.09 19588.545 13970.083 14695.753 26246.883 25876.178 13794.822 12965.391 16903.594 14604.793 11599.355 18828.409 41047.504 16566.117 20652.089 14509.866 30260.666 13826.744 11977.085 12888.964 12293.839 10444.333 24697.477 12958.689 11352.87 23932.697 15685.145 21982.878 17284.369 29416.392 23356.401 31866.002 12581.001 16560.093 32363.855 23588.007 13162.155 21448.937 13906.033 19653.149 33496.049 16410.052 13162.616 13990.079 14724.049 16351.838 15480.323 18220.126 18290.85 18512.041 19580.22 20685.104 15245.706 14830.041 30621.998 19436.872
3102.596 416.841 6842.933 2703.973 6234.899 17522.535 1933.912 14609.768 5470.215 17943.563 1251.333 12547.202 19030.601 9123.299 12007.915 21585.761 6043.987 44481.701 23318.964 4613.023 7210.119 5118.188 19963.964 3232.569 4841.92 11274.393 1122.535 18269.314 9915.078 727.68 3690.312 450.834 5854.759 917.172 5876.82 675.848 5282.635 12649.909 7222.163 9233.088 2228.893 20134.29 15105.964 608.379 978.099 1038.209 7867.871 3151.128 11324.355 1702.669 720.905 2827.996 2581.655 4348.203 3786.843 10386.644 24474.185 1708.558 1919.696 1634.75 4006.226 8521.35 1596.382 9366.266 6511.484 5243.182 602.395 250.514 2103.85 2707.892 16246.067 1543.982 1676.255 14993.967 2432.57 3023.319 2130.706 908.242 2736.604 6122.631 3137.16 1323.921 424.949 2978.921 2717.298 910.794 930.358 3266.046 1252.255 671.005 3093.476 1381.789 1046.791 5105.701 15111.466 11506.914 2545.001 1140.106 3779.248 4736.962
10469.997 14526.89 22223.595 31437.13 26139.696 17909.321 9631.852 39338.452 19618.39 16340.935 9044.945 28373.23 28603.93 15886.573 17459.323 18921.115 28809.859 38996.932 11517.403 11176.571 17534.588 9421.113 29345.098 17513.93 22725.256 14988.794 20236.341 19811.716 20148.247 10929.997 10309.275 12416.179 7903.469 11303.425 10745.247 14079.684 12864.123 20315.169 12688.215 22519.106 9424.646 29865.077 11372.692 18283.677 13838.489 11938.809 8621.687 16653.412 15994.749 27964.655 10457.625 12526.655 13918.324 18996.864 19826.294 14140.497 22743.986 18611.962 19175.571 18711.555 33345.936 12516.115 9056.875 18752.911 15595.849 22594.549 13783.389 6264.099 9752.054 20862.83 24954.603 10819.043 21841.942 24167.064 31550.269 25165.001 16621.59 6662.757 32042.836 15266.651 13485.739 25886.996 13475.138 21961.125 22592.496 14114.323 12300.77 17058.166 23538.809 18787.895 9235.557 16114.396 16704.11 12173.79 11810.458 21264.824 9417.31 12878.658 21723.76 15958.554
20197.326 10777.883 15747.732 8152.412 14268.327 25793.87 20066.983 11801.652 15505.145 20778.681 27549.108 7472.117 15587.38 13595.228 19560.161 21342.762 9926.622 9315.187 16098.803 16263.355 10305.256 24411.847 8405.466 14998.895 10995.365 13139.502 14593.997 11178.219 13292.805 16053.703 22167.7 19126.303 22094.207 14401.124 31578.107 18385.101 26131.377 11103.721 24406.822 14684.54 27832.501 15695.487 26970.469 19341.734 42344.771 14799.617 18114.876 18195.655 22517.201 10712.092 26118.36 35619.881 29576.029 20909.085 29763.024 13169.573 9782.982 19153.942 12411.117 20611.281 12005.004 18825.936 18217.999 21853.139 11405.413 14345.193 17789.761 30092.524 21363.519 7904.823 10763.558 26508.975 16250.349 9219.905 9331.182 10655.089 17239.313 31031.799 9779.764 11975.755 18668.237 7829.264 14104.055 6679.3 10392.221 20386.708 26153.128 23713.267 18142.342 12207.003 27036.673 11446.707 8617.142 18067.16 15607.19 8586.869 12234.984 28597.256 12219.046 17843.183
11068.629 18927.017 22442.866 24592.746 18292.292 8212.402 18933.864 21399.974 15591.261 27286.209 7282.978 25005.281 24763.965 14775.673 15508.641 9588.434 16845.791 23205.851 8777.527 11523.369 19594.561 20781.664 22898.39 26225.163 25695.206 21571.965 17217.672 12708.307 11595.91 8967.637 19002.033 16016.359 38644.04 24769.387 19945.162 8802.59 17602.615 23729.309 32514.165 10077.79 19938.187 24304.681 14449.394 30202.944 16580.975 15823.946 22707.121 13920.606 13445.775 14775.615 11264.111 19829.203 22340.86 23000.854 25899.835 17429.2 17906.234 18169.891 18660.788 26488.001 22711.893 15722.374 27284.119 9294.7 32085.236 11469.529 12406.259 12108.033 19465.122 24565.911 13817.607 24689.262 17768.449 7293.568 14888.681 21166.311 9198.64 10392.412 18818.824 11529.32 24376.258 21154.24 20811.822 52341.65 19805.358 13596.095 23587.439 22753.952 20671.495 15485.456 18124.632 9947.659 14983.536 16019.223 22155.865 24230.508 24086.059 27045.496 10803.068 18719.157
24931.675 13742.139 25897.932 13437.37 24806.598 20319.236 12709.359 10370.648 11945.429 7553.81 20664.322 5533.084 7333.187 24376.758 20883.64 15197.007 16450.273 7285.9 22211.656 18357.698 19114.345 15572.291 11369.335 21453.992 20132.011 13260.809 20189.207 18554.166 25565.643 24644.041 17522.518 19943.767 15950.84 11127.78 8593.378 22834.444 19428.239 6945.63 13644.378 11530.352 8833.865 5536.917 17199.116 5864.788 17900.109 30488.914 12871.856 21419.624 34860.19 17942.747 18932.623 9959.02 13767.467 24309.334 15040.582 22183.531 14179.395 19840.767 21628.113 23791.948 10740.395 30559.632 35359.78 19108.357 24652.272 18834.78 32480.171 20662.652 16564.976 14049.761 17626.532 22015.402 35175.567 12441.1 25534.259 23542.27 28415.557 24989.396 15999.062 19221.084 20044.06 9086.728 19441.877 12110.887 14210.641 25702.536 16667.19 11802.591 10447.298 5290.129 19264.128 16373.718 20379.168 35694.881 18331.864 13852.268 14267.159 18634.929 10773.367 29746.38
7294.846 15964.914 17903.391 23306.968 11509.77 16832.412 10131.934 33509.705 25233.966 18046.237 3371.067 23509.071 19181.093 17074.082 13362.332 15730.829 19977.611 28287.587 17274.67 5662.215 15061.28 13794.577 16004.282 12665.189 17874.573 17925.007 16518.967 13063.186 13676.211 7838.794 8347.53 11338.068 13936.577 14473.053 10802.753 13868.646 10731.64 45296.15 10335.279 20478.265 8423.261 22789.768 15699.156 28140.048 22240.396 12520.922 9224.259 17327.218 12176.948 22457.963 7302.05 10616.565 9954.445 22308.426 12475.696 17981.895 23786.952 13346.562 23773.195 16668.772 24486.706 14451.729 8116.31 14576.694 7417.122 14102.593 16104.242 1786.988 10954.273 23713.468 19376.314 11350.142 16425.836 17824.96 33358.514 16038.222 14211.971 3267.442 23770.841 19492.981 11945.453 26316.053 29789.422 12246.058 24906.795 17706.093 8849.977 13824.664 20374.614 18029.507 6194.8 20107.001 20008.107 9396.047 11741.055 22548.468 7950.527 12474.153 18650.134 9697.764
13233.237 17691.731 12584.473 43303.626 12205.279 15624.918 11339.7 14794.57 17836.045 9029.635 10290.153 23303.444 25114.463 17160.201 9233.626 7095.051 24700.566 24155.127 10269.237 12398.583 15761.615 14839.348 38412.88 9158.536 9820.647 8296.009 13785.207 10892.21 10776.579 9959.424 9906.903 9475.784 17361.682 8255.634 10969.427 10821.178 9312.156 12272.698 16631.024 27795.192 8702.563 16100.104 8118.395 16459.628 12580.217 12442.24 10044.101 13925.538 8634.968 23822.967 10883.632 14194.308 12769.863 11289.926 9555.266 12811.945 28893.701 9297.404 19111.61 13626.213 35252.7 8726.478 12460.733 11784.09 9468.702 10936.597 12570.07 5848.35 9089.497 14074.964 17725.598 11408.269 16098.699 23549.572 19959.905 23869.155 10175.526 10060.084 27779.395 12906.758 14547.073 20738.12 10047.573 28866.576 28444.357 10936.347 12427.307 11695.43 11024.112 10833.581 7580.483 16358.912 15006.547 15992.876 15028.873 24818.245 19009.256 12842.153 27348.045 14855.551
19255.691 29727.782 23945.602 32132.218 25899.176 31337.906 23689.212 22303.657 22486.454 39476.856 22328.235 27500.355 45472.264 22277.977 37312.45 34054.636 37073.165 32602.529 26636.674 30121.524 28160.43 33398.797 21489.33 36587.227 31992.854 22393.004 33624.619 18970.943 24971.141 36873.715 26299.749 20875.53 25626.865 30863.53 41805.244 35937.623 30212.466 43301.509 26384.114 36148.278 27865.119 56348.456 34535.073 56747.817 29162.339 27613.443 29041.477 24035.433 30975.161 26144.194 25202.141 29303.543 20845.188 35567.606 35930.279 29589.522 34829.446 35498.546 32203.783 28895.358 37342.145 33256.692 27035.879 23479.714 29524.232 37577.2 23668.221 28466.471 28826.836 31912.128 36681.529 36152.997 31669.928 31149.071 38847.319 30414.21 24829.47 29234.556 36441.34 27698.611 25839.059 26873.824 37749.343 22738.953 31189.901 37435.757 36227.304 32367.305 38819.509 46477.038 31773.361 30353.36 27254.538 31575.583 26492.024 38653.116 20014.789 25933.756 29986.137 19852.964
764.775 15334.641 9944.871 5512.72 10498.048 5429.364 447.898 1781.833 29612.046 3389.282 576.669 10696.157 8857.791 3993.993 3869.089 4410.792 18839.91 11993.568 11908.588 912.338 7807.181 2146.788 10360.667 7488.506 12449.165 2393.381 15703.644 4560.318 18847.604 1101.909 532.408 2705.488 3254.458 2088.612 1238.186 1655.484 5461.724 1796.738 3316.799 5606.886 819.551 4062.938 2752.313 2188.735 17611.146 893.303 795.894 1352.215 4364.31 37899.906 934.771 1986.931 1687.518 3700.397 2848.575 26930.772 7333.519 5005.957 3364.856 3018.824 22578.387 1835.253 1178.047 11198.526 16819.634 19782.671 2900.653 816.362 3896.356 1800.724 10696.289 1390.112 4972.363 3187.779 3071.753 3405.242 2593.163 563.663 10404.499 8920.417 1096.346 15696.597 735.627 7099.406 10231.496 4959.821 1039.717 2340.095 8246.071 7672.38 984.461 14780.103 14254.64 814.175 1256.491 11771.564 1251.439 1427.909 14733.016 4449.452
8811.261 6666.899 24050.343 22217.09 27143.715 12940.471 3197.491 7335.464 9224.575 17462.635 7071.728 10470.031 16612.6 14970.232 15153.07 10667.292 28174.962 9228.46 8303.223 5949.741 27523.817 13805.832 17341.001 17798.728 21859.685 8229.736 17370.247 12024.2 18612.908 8183.051 12495.556 4621.805 18415.777 10112.286 8957.246 18087.363 15639.138 6563.137 12852.23 1676.743 5745.159 7344.147 3825.237 3573.779 18947.154 14529.381 10525.681 12409.541 25931.528 6919.803 7603.403 7983.675 14179.901 18376.171 19452.641 15398.99 7796.376 11505.049 10537.7 21399.488 19863.021 19771.267 22564.504 22046.495 29881.749 36895.369 20310.043 7471.963 14377.773 10630.633 19697.372 19127.847 12965.623 11473.44 19559.682 17084.867 17992.531 11948.716 20058.457 19414.664 9114.285 10077.355 8377.244 10804.236 22058.596 12388.644 10839.871 20867.4 13548.339 7317.826 13361.731 30485.9 30216.476 22713.389 17624.809 14708.942 6435.528 13707.454 8875.71 17789.764
18795.828 12335.299 23337.797 21126.854 16260.821 26240.983 26164.913 24937.501 19831.577 15542.753 10504.621 10448.589 11698.572 29744.741 8885.414 8396.314 17493 15591.856 16473.474 9640.185 19947.691 34054.607 24773.706 15069.432 13018.973 11241.755 17889.807 24417.436 18277.363 13384.194 17733.725 17073.894 10720.154 11855.183 6252.903 24631.674 11920.112 16329.183 9429.382 16217.897 9157.968 7698.206 10384.389 12597.442 11068.279 14019.789 8339.348 21987.903 9855.593 16869.754 11371.448 12618.801 19479.977 18301.621 21892.966 28661.042 21923.6 14000.044 12869.104 31232.594 25847.888 20188.768 14055.691 29030.018 13603.119 10012.539 22788.691 6599.546 18326.418 18296.742 6995.733 13037.85 14947.232 18473.405 34458.245 31914.808 23589.38 8972.35 22288.438 22331.027 35043.654 24992.692 23853.072 20129.498 23461.575 20871.558 21904.648 19930.672 35906.423 12967.713 9526.22 18683.314 17615.474 19690.824 15361.131 16511.282 16994.627 9676.152 12098.277 14513.054
24242.654 12194.78 21643.085 12617.68 20290.99 21656.328 20080.404 25395.555 19876.056 23686.145 10768.483 12262.205 15022.766 25199.173 19571.48 23795.711 13302.137 10678.992 4590.684 22929.125 23172.653 27294.219 9103.732 13393.328 10926.826 24097.681 25608.376 26196.852 29676.854 21646.295 24355.487 29942.838 13153.902 20943.386 21823.584 18351.187 26891.656 18779.485 12931.305 2610.154 20224.746 14391.978 42403.922 17030.744 18212.192 17171.553 22143.339 15258.746 21421.208 5835.163 26553.106 21159.109 18586.522 21651.588 14902.369 8756.063 8401.592 27059.491 13640.167 14434.972 4824.936 25334.99 14394.82 14182.724 5171.092 3860.868 27468.003 12541.805 15662.965 17155.037 20791.12 16499.348 23954.231 16525.543 17478.405 9297.796 18988.742 17151.491 16096.865 23904.439 24673.84 7147.864 14135.864 3639.699 10364.598 22815.445 22803.02 10840.752 18209.906 14697.438 15553.899 21093.28 20742.743 14039.702 20090.343 11659.784 17765.279 21041.085 4576.662 14840.947
3342.346 16062.488 10342.23 20717.37 11473.527 3118.923 3121.907 11344.967 23839.946 3033.76 7224.842 18993.614 10750.088 22464.754 7709.547 3581.23 22585.364 28771.589 24524.01 13983.781 22699.634 4733.676 10713.963 6785.634 9391.488 4483.027 3986.272 4974.891 5886.16 7177.179 5312.649 5710.674 4952.375 2606.335 3796.122 3751.501 6022.808 11766.886 5850.47 39032.293 1566.927 6516.906 3807.894 5312.028 4040.912 6630.542 4124.895 3748.116 5702.494 13180.693 4562.121 6896.688 3895.495 2937.763 4297.161 16598.199 14663.204 4696.458 9967.602 4725.995 14950.181 7087.024 9130.38 9450.283 21820.15 21855.471 4990.764 4070.167 7685.93 6148.942 13055.564 7076.311 5930.193 9155.539 4262.889 6469.5 3849.468 3369.127 5882.97 6958.874 2390.666 11985.711 3635.79 15461.964 15419.152 4562.359 3498.904 5622.945 3559.803 11796.185 10232.05 17271.664 15470.771 8741.121 23787.449 8346.121 2910.008 2761.548 5587.68 8777.545
33521.626 35999.519 41718.061 32447.624 38107.897 35130.688 48123.476 36452.086 43782.672 56113.462 26438.336 29015.338 49277.436 29225.852 42703.58 56132.933 36613.744 40250.8 33640.856 37221.938 35091.173 42255.72 34030.593 39315.015 32779.665 42499.828 41745.035 37247.588 35255.121 49541.999 37001.313 39660.582 37315.871 41344.77 46162.384 37973.117 49258.303 41816.883 37261.174 44756.652 34174.045 47596.338 46264.021 44347.602 42553.92 36584.85 43981.491 31848.934 39242.428 33507.887 35860.518 49000.317 38711.98 44029.016 46175.576 36644.428 36152.938 48763.234 34974.143 43072.864 41945.742 40781.122 36677.602 32511.158 40684.516 28772.759 37552.122 34407.204 43355.923 31269.225 39197.917 47117.965 34802.426 26600.518 29556.292 18415.289 35737.311 33679.15 33038.091 30330.945 45144.158 39802.469 25734.551 32630.296 41042.607 42441.096 43692.395 46590.896 51515.138 59362.575 43268.078 33413.827 34304.212 35909.593 41457.072 34109.842 36412.285 41670.528 34090.898 28773.391
18991.297 8916.691 12482.967 16154.735 22498.548 8783.633 16942.027 3161.53 12451.746 3655.508 11821.817 6474.157 6440.921 9966.773 33842.402 4683.425 14975.83 10827.027 13472.586 13584.678 9804.645 20279.855 7275.42 21057.849 21597.485 4656.234 18201.909 8603.96 8912.204 23275.658 14578.483 9560.973 25586.269 15798.126 12508.38 10694.408 14904.197 8761.836 25066.339 11257.821 8714.348 7227.069 10604.57 10027.429 13069.774 15516.631 11384.344 13322.321 19503.247 23866.432 20232.848 12735.449 24317.803 13971.707 45136.04 16050.807 8494.631 16598.477 13273.868 19223.616 15185.307 17618.227 18500.763 16400.75 20960.578 23135.191 9924.006 19892.982 17798.133 11887.057 11491.374 14114.944 13294.011 3137.722 13953.362 7698.92 16179.962 20815.488 13276.789 19842.427 16343.768 6863.716 8049.218 18233.025 10660.453 11355.653 18400.661 31793.608 10583.149 7835.584 17677.224 9976.378 8629.199 8991.931 14856.408 10582.389 6938.291 13915.956 9925.091 32933.269
