"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104"
1580.8 1302.5 938.1 1130 1411.8 1578.5 1120.55 1572.5 1314.7 1229 1402.4 1447.3 1480.1 1729.8 1297.1 968 1879.9 1006.4 1760 1955.2 1672.1 1271.95 1256.05 1178.6 1644.6 1105.4 1437.5 997.3 1445.5 1817.6 1239.2 1071.3 1382.6 1364.6 1373.3 7611.4 9000.3 8321.9 1615.2 1373.4 1578.3 1260.9 1900.8 1443.8 1280.8 1547.5 1260.4 1412.3 1316.4 1329 1600.2 853.1 1190.4 1272.6 919 1295.3 1742.3 1413.8 1377.1 1612.7 1093 1324.8 1622.3 1591.9 1261.4 1390.3 1062.4 1119.4 1954.5 1757.9 1812.7 1837.5 1717.4 1198.8 1541.5 1188.5 1879.3 1268.5 1949.3 811.3 1491.7 1880.8 1344.5 1095.7 1423.7 1468.2 1379.6 8734.2 7658.9 11097.6 1526.7 2073 1748.3 1752.9 1594.9 2105.9 1266 1433 1235.2 1469.3 1426.3 955.7 1515.2 995.6
1158.4 1203 848.45 882.3 603.5 1324.8 718.85 1064 1270.3 1358.8 1480.2 775.2 1312.6 1156.2 1017.2 889.2 747.8 864.3 1151.2 1496 1669.3 1040.7 927.1 895.7 1173.7 677.8 1199.3 1006.7 1159.6 1272.7 822.8 1213.8 1765 1081 1035.6 8738.3 8390.5 11098.7 1462.8 813.1 1202.6 1032.45 1661.3 1562.3 984.2 1385.6 1074.9 788.2 663.3 1344.9 1821.9 1111.5 517.9 1047.3 798.9 1267.7 1130 1110.2 1215.6 1465.4 1032.3 1485.9 1266.4 1207.9 794.4 776.6 871.2 1145.7 1728.4 976.2 1165.6 1261.8 1683.1 1007.2 944.6 1130.8 1640.8 1076.1 1255.4 717.5 765.9 1382 1172.9 886 993.8 1158.5 781.8 6790.7 7889 7585.7 1095.7 1614.9 1646.1 1594.2 1054.9 1998.1 1695.2 1568.2 1320 873.1 946.4 1153.2 1550.5 1033
1188.6 1182.1 849.55 1098.2 845.7 1107.4 1021.65 1172 1212.9 1663.3 1476.7 1209.3 1169.2 860.4 1174.5 630.8 1300.2 1413.4 1561.9 1091.1 1133.1 961.4 1094.25 897.5 1218.2 515 1248 722.1 1375.3 1191.8 720.3 1253.3 1389.7 1392.4 1620.6 7699.9 8694.3 9817.2 1208.1 1311.2 1802.5 1131.2 1837.5 1299.8 1355.7 1863.7 1035.4 1276.6 510.9 1460.2 1704.2 1481.6 1314.8 1324.5 812.5 1339.5 1070.1 801.2 1157.35 1247.9 979.8 1640.8 1420.8 1245.3 907.7 685.8 865.3 956.9 1699.3 1516.1 1399 867.3 1097.7 939 1163.4 944.3 1107.8 855.5 1416 411 774.7 1313.7 915.5 665.9 1380.6 1342.6 732.3 8948.3 8582.7 7351.8 1250.8 1239.9 1877.7 1486.7 1761.6 1642.9 1962.2 1447.4 932.6 1012.3 607.7 1109.3 1749.8 1215.8
1274.1 1400.1 1007.35 1258.7 839.9 1335.7 1126.05 1135.5 1115.5 2150.6 1820.3 1047.6 1117.5 899.4 1021.1 609.4 1364 1817 1656.5 945.1 959.9 1007.3 1059.05 962.3 1111.7 1093.7 882.2 917.4 1529.9 1660.9 694.8 1297.2 2105 1854.5 1478.6 6414 9565.4 9975.6 1706.6 1160.1 1741.9 1135 1528 1445.8 1525.9 1679.8 1334.2 1238.4 582.8 1511.9 2475.5 1154.1 1420.2 1634.9 900.1 1523.4 1187.6 1176.2 1371.85 1248.5 1078.2 2416 1908.8 1445.6 879.7 768 930.8 841.7 1490.3 2253.1 1295 826 1263.9 877.95 1470.5 1139 1081.7 1092.7 1317.6 712.9 1052 1803.3 930.3 1011.5 1990.2 1459.4 1112.2 8780.2 9376.7 6617.4 1628.8 1662.7 1607.1 1519.5 1300.3 1765.1 2373.4 1364.3 1504.6 1259.8 706.7 1306.8 2430.7 1327.8
499.4 904.1 614 484.3 446 748.9 553.5 633.5 600.6 855 991 681.2 658.3 521.8 787.3 345.8 644.8 692.9 935.9 1089.4 866.6 505.15 528.55 709.6 849.3 264.8 388.1 518.9 905.6 934.3 558.6 504.8 658.5 811.5 716.7 6686.8 8425.1 8833.9 733.3 431.1 1354.6 547.3 1056.8 821.5 815.4 815.3 692.3 474.6 454 841.4 951 393.9 514.1 729.4 571.9 759.1 671.7 648.4 584.8 672.3 487.5 671.7 876.4 471.4 430.9 462.3 360 607.4 1232.2 589.7 1000.3 716.2 1015.9 514.1 678.45 757.1 1005.3 450 440.2 302.8 565.4 943.7 571.5 423.6 861.4 814 476.7 8013 8060.2 8364.5 678.2 613.6 1456.7 1134.9 1172.6 1016.5 1094.1 1255.3 624.7 458.5 502.3 850.2 915.6 495.1
1611.8 1709.7 1293.45 1415.4 984.9 1571.2 1558.4 1076.6 1536 1761.5 1937 1475.5 1239.5 1044.6 1242 1101.1 1010.5 2093.6 1477.3 1492.7 1602.5 1283.9 1331.05 1003 1508.5 576.6 989.2 963.5 1726.3 1350.4 1016.9 1479.2 2041.3 1301.2 1718.3 7429.2 10672.6 9974.2 1967.4 1145.4 1239.3 1548.6 1471.9 1603.1 1382.3 1913.8 1085.9 1277.7 773.4 1777.7 2349.8 1253.2 1681.1 1979.3 1123.1 1653.3 1380.8 1272 1769.45 1288.7 1478.2 1994.5 1896.7 1792.7 1146.6 894.4 1448.5 1202.2 1186.8 2137.7 1434.4 1228.6 1833.2 1210.05 1876.8 1119.4 1539.7 790.5 1248.8 643.3 1427.8 1769.2 1489.3 1139.1 1901 1619.9 919.9 7600.7 7825.1 7913.2 1762.7 1957.2 1435.5 1940.4 1241.3 2231.7 2236.1 1718.2 1441.3 1343.7 854.2 1392.9 2511.1 1139.5
1350.3 1650 1058.15 945.5 886.9 1569.9 1498.1 1039.2 1105.7 1477.1 2233.2 1312.7 1404.6 1075.2 1307.9 1176.1 1141.6 2151.9 1105 1296.4 1618.7 1180.45 901.35 1011.6 1050.6 1064.1 1319.2 1327.3 1873.2 1576.1 1211 1153.3 2118.4 950.1 1173.5 8561 9326.4 10523.6 2120.7 750.9 1676.5 1487.75 1791.3 1498.8 1615.9 1720.7 873.4 1570.8 532.2 1525.5 2031.7 1131.7 1731.9 1644.5 1298.5 1144.6 1307.3 1454.8 1760.9 993.3 1345 1960.8 2243.9 1090.4 1033.5 978.3 863.2 1554.8 1516.9 1544.5 1196.9 1347.5 1524.5 1251.45 1028.5 1141.9 1207.6 1184.1 1785.4 998.3 1254.4 1588.3 1406.8 1112.7 2188.2 1276.2 999.1 7681.2 8047 6985.5 1439.1 1934.5 2031 2429 1795.6 1624.2 1940.4 1801.6 1092.8 1347.6 839.8 1302.1 1943.3 1151.2
845.1 964.9 758.95 774.7 413.3 1023.1 686.95 887.8 1041.6 1002.3 1153.9 888.2 1056.4 838.8 800.7 652.1 665.1 869.6 974.6 1344.5 1558.7 767.95 625.7 601.3 1040.3 445.9 1023.6 779.7 714.9 1102.6 705 1016.9 1281.9 978.9 848.2 8861.7 8326.1 10804.1 1252.7 600 947.6 817.7 1405.3 1413 801.9 1043.7 858.8 746.7 508.1 1148.2 1433.2 894.6 518.3 895.2 624.2 918.1 671.4 746.9 911.6 1073.2 710.6 1123.3 986.3 939.7 737.1 695.8 659.3 913.7 1342.4 767.6 977.5 989.6 1564.6 854.8 695.05 770.5 1243.3 730.5 928.8 532.5 538 1307.2 972.9 699.7 930.6 975.4 512.2 5820.3 7440 7012.8 914 1386.6 1159.8 1128 891.7 1745.8 1355.5 1074.9 1102.3 870.2 925.4 773.3 1268.1 745.6
781.4 942.6 1045.5 949.4 750.4 1100.5 1150.05 987.3 1172.9 992.6 1663.9 1062.3 1097.9 867.4 1086.5 747.3 1410.8 1501.2 1213.7 1518.6 1374.4 1193.45 1266.2 829.6 953 570.4 908.5 767.7 1238.5 1344.8 985.2 1177.6 1519.4 977.2 1355.1 8757.8 8787.4 8853.9 1458 1236 1389.5 825.65 1464 1435.4 1482.5 1576.8 582.2 915.6 488.5 1218.5 2257.6 1305 767.7 1211.7 934.7 1105.2 1007.4 941.3 1360.55 955.7 1008.8 1068.1 1710.4 1018.9 951.3 879.4 892.1 1170.3 1562.9 1636 1060.7 1175.4 1404.5 1202.95 1316.25 900.4 1145.2 698.7 1133.3 370.6 913.5 1411.7 1211.1 817.6 1522.2 1116.6 873.3 7942 8478.7 7421 1345.8 1465.1 1786.7 1291.4 1337.9 1860.1 2007.3 1281 620.9 855.8 657.6 839.1 2280.4 1047.1
1528.8 1611.3 1143.3 1104.1 652.4 864.5 1360.65 851.7 1391.4 1572.3 1865.3 992 1053.5 894.8 1184.3 996.7 2080.4 1854.2 895.2 1130 1368.7 1048.05 926.55 1064 765.9 834.5 841.3 1187.4 1331.1 1075.8 823.4 1499.5 2274.3 777.9 1421.3 7382.3 9026.9 11417.8 1763.7 719.8 1437.7 1279.1 1584.4 1428.6 1470.4 1745.8 1217.6 1692.6 592.3 1831.9 2331.1 1285.6 1380.2 1864.9 984.6 1378.5 880.5 764.5 1605.85 1017.5 1130.6 1643 1806.7 1185.2 841.9 727.1 1140.7 1137.5 1838.2 2256.9 908.8 954.9 1264.8 1140.85 1107.35 1263.1 1113.8 985.2 1156.4 853 1088.6 1227.9 1137.8 1032.8 1887.9 1210.7 698.5 6532 7761 7491.8 1496.8 1863.4 2067.1 2628.8 1454.3 1849.1 2467 1751.4 1597 1212.4 870.8 1445.1 2074.8 1206.6
936.8 607.6 523.75 810.3 859.4 530.1 381.55 907.6 891.3 781.5 595.2 795.7 818.5 983.2 798.2 918.8 835.6 762.6 1123.3 1444.5 856 487 585.6 497.2 789.4 723.6 940 547 878.8 813.1 420.2 1344.2 1686.9 1367.7 1271.4 9372.8 6247.3 12008.2 1219.6 1286 1384.6 980.95 1813.2 1328.2 1313.9 1363.3 1519.7 1407.3 345.2 1601.9 1500.6 918.9 1188.4 571.9 402.3 1163.1 967 464.9 575.6 1014.6 595.6 1138.6 634.5 959.5 742.8 927.1 910.1 1012 1250 513.8 1388.3 1201.3 876.1 481.05 629.95 634.8 956.9 1117.9 918.2 374.2 605.2 847.4 448.4 418.3 1337.4 507.9 440.4 5865.6 7286.5 5729.1 879.4 1682.8 1764.6 1824.7 1590.9 1613.1 1863.1 850.3 1703.4 883.2 559.1 1074.2 1253.3 844.5
852.4 902.4 734.65 1023.8 776.9 931.5 877.4 982.8 1035 758.8 934.6 1196.3 987.2 692.9 988.5 641.6 1113.3 1342.7 1371 2096.1 1247.2 847.05 858.4 888.7 978.5 471.9 877.6 751.6 926.7 1310.3 937.6 840.3 607.8 796.9 876.9 8443 7993.8 8486.4 885 782.3 1070.8 828.9 1392.8 1475.9 1010.7 939.1 808.6 931.3 716 644.6 967.8 785.4 864.2 889.8 743.1 1109.6 835.4 730.1 948.75 1025.8 850.2 368 890.1 1076.1 813.2 615 648.3 733.2 1653 1144.2 1267.5 1441.8 1348.8 767.35 912.5 875.7 1079.6 763.8 920.5 509.8 914.8 1391 994.8 636.6 751 945.7 569.5 7333.2 7142.1 9603 918 890.9 1276.2 1403.9 1105.8 1768.6 1066.8 1081.8 884.9 750.6 944.9 499.4 986 746.9
1229.3 993.6 947.15 1203.1 1219.8 792.1 885.5 1477.5 1677 1622.9 1239.5 1609.1 1438.4 1712.7 1503.8 1162.9 1981.5 1021.3 1740.9 1975.2 1415.7 1024.4 649.7 1476.8 1421.2 1132.2 1980 1493.2 1677.1 1323 1277.5 1522.7 1684.6 2091.4 1542.9 7734 9559.3 9746.2 1783.8 1342 1173.9 1180.45 1839.2 1942.6 1336.7 1895 1629.9 2369.8 1029.3 1315.8 2125.9 916 1331.8 1299.6 975.1 1620.1 1449.5 755.8 1321.35 2392.9 1024 1848.6 1334 1793.1 1103.8 1454.8 1682.2 1524.8 2404.2 1041.5 2163.9 1723.8 1885.6 904.7 757.45 1296.7 1786.4 1246.9 2267.3 1315.4 1189.6 1745 1616.2 1129 1594.3 1334 1004.9 7215.5 6943.6 9837.2 1667.3 2061.7 1489.2 2050.8 1947.5 2667.8 1638.9 1712.9 1497.8 1270.8 1341.5 993.4 2002.3 783.3
1517.5 350.6 288.7 2363.4 363.4 135.1 422.35 100.9 54.9 74 655.7 147 316.3 40.2 234.5 81.8 410.7 154.5 299.5 161.8 68.4 67.5 1854.85 60.1 112.2 26.1 67.3 86.1 228.1 163.3 32.7 232.6 130.4 51.6 46.2 1537.7 12488.1 311.5 384.8 269.5 132 429.65 350.6 48.2 86.9 54.9 483.8 109.2 315.2 5.5 73.8 173.5 107.3 333.8 371.8 2025.1 263.7 42.4 943.85 181.7 117.2 26.3 1028.2 536.2 119.9 55.6 124.6 84.2 3377.3 131.8 70.3 98.8 42.8 73.8 3008.1 290.9 162.3 14.3 224.9 178 134.5 249.7 242.9 1097.1 148.8 1429.5 137.2 8977.8 7337.2 3050.6 468.1 208.9 491 595 585.4 136.2 8.4 41 552.7 1972 1110.2 11.4 72.7 61.1
1248.2 1298.7 1263.8 925.5 1233.9 1368.4 1036.5 1167.2 1254.8 1758.6 1373.3 1080.2 1630.4 1190 1397.1 806.5 992.1 1212.1 1434.2 2073.3 1470.5 1139.65 1040.35 1284.6 1461.2 963.6 1912.2 1099 1014.9 1518.8 1452.3 1000.6 1167.9 1457.6 1108.8 5145.3 9827.3 8006.6 1285.5 881.2 1223.2 622.95 1359 945.1 1106.3 1234.3 1260 1640.5 985.6 1127.5 1613.4 840.7 1373.8 1259.5 939.4 1260.1 1960.4 1176.1 1302.5 1314.1 1117.4 1597.2 1604.3 1314.7 1230.8 995.2 1392.3 1072.9 1921.1 665.8 1599 1631.1 1561.4 1040.4 1108.65 1592 1604.8 1517.5 1558.4 1162.6 1209.7 1819.5 1402.6 850.2 1083.5 1224.3 1015.3 8184.5 8241.6 10280 1199.9 1512.1 1416.1 1376.1 1474.6 1554.6 1132.8 1125.2 1138.5 1006.4 1266.7 987.2 1404 686
1074.3 1220.7 964.85 952 687.5 1012.2 1117.25 963.9 732.5 1422.4 1587.1 959.2 952.6 542.2 948 815 1032.7 1706 1012.3 1040.9 1383.2 1072.9 1068.85 809.2 1026.2 477.2 1083 653.5 998.3 1077.3 763.4 1275.3 1414.3 1236.3 944.8 6204.6 8568 10976.4 1301.8 957.8 1169.3 890.55 1835.3 855.1 1241.1 1419.5 991.8 719.3 597.4 1448.2 1527.8 1228 885.3 1252.4 899.3 1301.2 790.1 806.4 1327.6 886 931.6 1366.6 1307.9 1156.7 615.7 489.7 675 1083.9 1506.6 1699.5 843.5 889.2 1279.3 924.3 1324.3 928.8 1123.5 536.5 1325.8 507.1 905.4 1224 943 737.4 1254.5 1130.1 704.8 6878 8750.3 7085.2 1132.8 1233.6 1415.9 1523.8 1693.1 1200.2 1816.1 1316.6 1105.6 835.2 737 1353.6 1411.6 1034.8
1081.5 1182.2 808.5 1050.6 996.1 781.3 930.15 1136 896.2 1128.6 1436.4 938.9 1127.4 776 907.1 917.6 1127.6 1428.3 1178.9 1139.1 1338.9 919.25 887 817.3 947.2 660.3 1213.1 798.5 1200.2 978.2 818.9 1086.1 1698 1342.8 1184.3 7750 8774.4 10998.6 1599.6 982.1 1153.3 1124.7 1430.8 1262 1124 1237.9 1081.1 1050.6 461.3 1327.2 2006.8 991.9 673 1097.5 752.2 1176.3 978 759.7 1195.65 1113.8 852.6 1617.1 1369.5 1014.9 927 777.3 759.5 1038.3 1238.4 1652.9 1117.8 928.2 1637.9 828.85 1179.45 914.6 1121.4 765.6 1625.6 667.6 1118.7 1060.7 917.4 659 1437.4 946.4 658 5990.6 8106.1 6659.1 1293.4 1941 1480.2 1685.4 1328.7 1501.3 1645.3 1114 1190.2 1086.8 618.7 1162.7 1831.3 974.9
1128.5 1248.3 867.8 726.8 595.4 782.8 832.8 1133 989.9 1328.4 1443.2 868.6 992 763 1045.1 697.8 1142.3 1680.6 1125.8 1232 963.4 780.65 870.05 752.2 1087.5 424.2 480.6 611.1 1450.6 971.7 679.1 1383.1 1687 1117.3 1299.5 7548.4 7572.9 10245.1 1410.7 867.9 1120.8 1311.25 1745.2 1527 1539.7 1665.9 863.2 863.3 444 1256.6 2215 822.5 914.1 1454.7 735.2 801.2 768.4 659.4 1038 976.7 920.9 1506 1290.2 939.6 879.5 633.9 1086.4 953.4 1237.4 1499.2 1156.3 1052.6 1139.9 699.3 996.15 1000.9 1163.5 613.2 721.8 433 1324.6 1194 925.4 636.3 1544.4 1029.1 815.3 6941.1 7563.7 8407.5 1262 1556.4 1458.7 2266.4 1490.8 1896.5 2167.6 1335.9 1034.5 1130.2 624.4 1196.6 2036.2 893.1
757.2 1405.2 1313.95 1322.1 1405.6 558.3 1255.05 1282.1 1671.7 1496.6 1435.8 1855.8 1430.6 1196.8 1623.3 1249.4 1260.5 1785.3 1944.3 2771.7 1923.2 1659.4 1401.75 1776.2 900.7 1090 869.1 1434.3 1707.1 1844.6 1214.4 837.2 314.9 167.2 1009.5 1500.1 10803.6 9708.9 147.3 664.9 1604.5 840.85 546.8 1164.8 1046.1 1276.7 301.8 1593.9 1134.4 635 783 466.7 1467.4 1397.1 1410.9 1062.6 1571.6 653.6 1446.7 1567.3 1266.7 1073.4 1531.9 1793.1 1093.3 1122.2 1183.4 1418.5 2087.9 1233.4 2052.6 2455.8 1991.4 1134.35 1355.9 1788.6 1602.8 1488 974.9 1126.4 1593.8 1526.4 1645.5 1098 148.9 1506.4 743.6 7016.1 8404.7 6871.8 1298.3 352.6 1149.3 1672.4 109.3 1269.3 1177.3 1881 217.9 362.6 1344.6 686.7 808.3 842.9
907.5 1279.6 685.3 999.7 432.4 949.8 747.25 967.9 748.8 2119.2 1513.8 945.6 716.8 638.1 827.2 416.4 1516.9 2352.7 1274.6 778.3 756.7 610.75 725.05 408.5 663.4 428.2 578.1 583.9 841.7 1414.7 469.4 1343.6 1486.7 1389 1178.6 5587 9040.8 8896.4 1507 636.4 1099.2 860.7 1342 997.8 1134.8 1136.4 981.6 919.7 470.6 1715.5 1595.1 926.4 754.6 1599.1 591.1 1111.1 739 635.7 1043.25 1116.6 687.9 2106.5 1898.5 1235.4 890.5 532.2 775.9 499.3 1366.3 2174 1326.6 550 1013 561.85 1143.1 544.8 712.5 615.6 959.7 358 861.2 1903.5 829.6 824.8 1357.7 978.3 618.7 7419.1 9141.1 6092.8 1288.8 1418.8 950.6 1123 1009.4 1309.9 1575.7 792.2 1381 1117.5 692.4 1136.4 1911.7 886.1
740.9 1418.6 1353.8 1308.5 1285.6 571.8 1335.5 1151.3 1744.8 1746.2 1387.9 2097.3 1326.7 958.8 1591.6 1279.7 1574.8 1807 1886 2934.4 1805.7 1598.5 1374.85 1696.1 943.5 1109.8 912.4 1624.4 1580.7 1536.5 1401.7 881.9 307 170 1145.4 1557.2 10484.1 8685.1 154.9 656.8 1300.1 753.95 606.4 1278.8 960.2 1268.7 279.4 1775.4 1087.6 717.8 760.5 464.8 1473.2 1527.6 1378.5 1204.4 1270.1 589.1 1541.7 1733 1127.6 1126 1698.9 1909.2 1036.7 1056.8 1326.7 1468.4 2188.4 1244 2091.7 2432.7 2149.2 1289.15 1314.55 1731.5 1410.3 1304.5 952.5 1076.4 1440.4 1850.5 1849.3 1133.7 147.6 1515.3 649.9 6510.2 8712.5 7831.5 1590 385 1114.4 1482 104.4 1407.3 1157.9 1727.4 231.6 399.1 1381.7 655 817.7 783.5
983.5 935 1047.75 817 834.4 1055.3 908.8 715.8 1185.1 691.7 1240.7 1573.4 1165.3 527.5 1444 934.2 2046.5 1197 1325.2 1921.6 1470.3 911.95 812.9 1512.7 486.3 1011.3 425.1 902.4 1071.8 774.6 1389.5 1185 1096.7 1499.6 1653.1 5996.6 8876.8 8701.9 1537.8 1084.1 644.7 803.25 1462.4 1942.2 887.9 1360.9 1434.6 1759.7 533.1 1093.1 2220 836.8 1385.4 1176.5 941.9 1021.4 981.9 825.5 1215.6 1045.4 951.7 565.5 1375.9 1866.5 1042.2 676.9 1353 921.7 2059.1 1525.4 1347.9 1737.3 1849 906.3 961.8 1753.3 798.2 1279.4 726.3 544.8 826.4 901.2 1394.1 522.6 1038.1 1275.8 881.4 6154.3 7548.6 9860.4 1731.7 1705.4 1347.9 2040.8 1364.8 2521 1052.7 1139.4 1705.3 1132.9 1066.3 740.4 2135.9 676.8
1563.1 840.3 867.15 1885.3 1379 897.6 1029.6 1511.4 983.1 1013.8 2178.3 1596.1 1249.8 1016.8 1703.1 1005.4 1461.3 1186.2 1834.2 1620.5 782.1 1314.45 1802.25 1754.7 1346.3 585.4 747.1 962.8 1443.9 1343.6 1325.7 1217.2 2155.2 1586.6 1591.7 5494.6 10336.6 8084.4 1179.8 1696.6 1658.3 1135.05 1291.6 1960.2 946 2045.1 1295.6 1371.3 904.9 1231.1 2030.4 1130.9 1434.4 1113.1 898.6 1962 1147.9 798.6 1410.7 1675.1 883.9 1044 1409.4 1805.2 1070.9 1150.6 1280.8 1434.4 1467.3 1623 1232.5 1605.1 1110.9 1045.9 2050.85 1796.5 1604.3 659.3 1443.6 772.5 1432.3 1261.6 1576.1 1117.3 1949.6 2137.2 1280.1 8543.9 9016 6688.4 1817.5 1308.2 1972.2 2006 1187.1 2685.5 1281.8 2013.4 1284 1293.2 1003.4 1006.9 1835.5 996.2
1069.5 1060.6 844 1219.7 639.3 1058.2 1152.75 826.8 1021.7 1686.5 1669.2 1015.9 990.4 853.9 977 446.6 645.8 2030.1 1307.2 656.9 988.2 960.35 898.85 593.3 925.4 315.6 602 433.8 1042.4 1101.9 665.3 996.3 1528.7 1175.1 1082 5948.3 9238.3 9225.1 1445.3 720.4 1006.5 1114.2 1144.3 905.6 1194.2 1521.5 1197.5 754 404.6 1582.3 1765.7 1111.9 1187.8 1403.6 768.7 1511.7 768.2 795.4 1301.95 722.3 841.8 1663.8 1590.4 1248.2 657.3 534.4 852 714.3 739.8 2222.6 976 551.9 1041.7 897.65 1178.65 728.8 931.1 423.8 933.1 281.9 726.1 1391.9 858.6 747 1523.2 1299.3 765.9 7235.9 8618.7 6221.7 1355.8 1395.6 907.4 1506.6 1097.3 1009.6 1976.9 1288.8 1258 859 448.4 1504.4 1971.1 1101.4
1013.3 948.3 774.65 1002.9 1036.2 975.8 782.1 1522.1 1100.9 836.6 1193.2 1195.3 1364.3 1317.4 1218.8 1210.9 1531.9 1050.1 1451.9 2319.4 1772.6 1107 1331.9 1012.3 1774.6 1133.3 1129 693.6 1338 1307 1016.9 1220.8 1422.3 961.6 1023.7 8589.4 7918.5 10001.3 1086.2 1193.4 1585.8 1106.35 1460.6 1445.9 1171 1278.9 1289.1 1483 632.2 1426.8 1561.1 874.5 1439.2 928.9 670.8 1239.9 1209.3 807.8 1123.5 1286 922.1 1121 924.6 1361.4 1172.6 1220.5 920.3 1267.6 2298 921.3 1689.3 1928.4 1593.9 857.4 1439.85 1352.2 1921.8 1544.8 1131.8 627.5 1374.2 1536.5 896.1 640.5 1226.3 914.2 681.5 6576.7 8223.1 6421.4 1006.1 1439.4 1677.6 1857.1 1401.1 2003 1553.6 1129.7 1319.1 809.7 885.1 824.7 1293.1 904.1
1352.4 1005.7 655.15 793.9 862.1 646.2 732.9 1026.4 2169.6 1797.1 1047.3 1804.1 1516.8 1497.1 1674.2 950.7 1564.3 1018.5 1675.4 1638.9 1227.9 748.3 956.75 1002.2 751.5 956.8 1324.5 1073.1 2080.1 1079.1 849.2 1657.9 1468.9 2110.1 1315.8 7412.2 7266.3 9491.1 1966.7 1096.6 945.2 1624 1925.1 1792.8 1428.4 1709 1475.4 1493.9 1056.4 1335.8 2774.5 802.7 1171.7 1182.9 667.3 1151.3 850.7 546.8 1074.1 1335.6 857.4 2074.5 1626.3 1893.3 1003.5 1278 1932.2 1245.2 1675 1125.1 2451.9 1520.1 1666.5 851.35 1080.1 1103.8 1023.7 1244.6 1611.8 912.1 1079.8 1367.4 893.1 652.1 1481.2 910.2 646.9 6006.1 5494.6 10541.2 1470.8 2252.6 1558.1 2285.6 2131.8 2649.6 2071.2 1356.5 1629.4 1465.7 1531.7 886.1 2689.5 594
911.2 893.6 1101.75 752.2 957.3 1099.3 875.1 692.3 1073.6 609.1 1315.8 1398.3 1154.1 668.8 1583.6 979.5 1897.8 1042 1237.2 1808.1 1492.6 933.45 883.6 1970.5 455 1301.9 355.5 796.6 1210.6 865.9 1248.9 987.5 1094.4 1322.4 1347.8 5575.7 8709.3 9200.5 1262.2 1093.2 684.7 852.5 1212.5 1626.8 877.9 1463 1685.9 1651.6 495.3 988.6 2231.7 783.7 1338.8 1000.7 1127 934.9 1194.9 947.9 1122.4 890.5 1051.9 569.7 1194.1 1757.2 955.7 802 1438.6 1021.2 2004.9 1573.9 1148.7 1641.9 1630.9 810.45 898.85 1901.4 886.2 1429.3 755.5 588.2 778.6 857.2 1198.1 517.1 880.5 1286.8 959.7 6864.1 7537.6 8614.8 1479.8 1501.6 1531.2 2379.2 1327.4 2071.5 946.5 1298.9 1638.6 868.7 935.6 848.7 1999.6 755.7
467.7 14.5 65.9 5.2 161 17.7 13.95 354.4 12 11.3 17.6 11.9 11 2.9 11.4 9.6 3.7 7.7 3.3 37.8 3.5 5.45 6 8.6 19.1 6.7 2 8.5 11.6 43.4 0.2 831.6 676.1 1321.1 900 7769.4 4714.8 4799.6 1562.8 361.3 807.7 348.3 1559.4 1015.3 687.5 755.5 1243.4 7.9 16.5 1185.8 1532.8 685.6 6.3 8.3 21.7 9 396.5 33.2 14.8 342.4 21.2 7.8 10 9.2 167.8 5.3 7.7 7.5 2.8 1.9 9.6 11.7 6.7 7.2 7.25 7 7.7 3.1 4.6 10.7 5.1 60.3 8.9 26.1 570.9 246.3 722 5484.6 4516.4 11256.2 1251.3 573.6 1356.8 1497.3 1368.5 1555.7 853.5 350.6 1536.9 782.2 560.8 958.8 1225.9 718.6
1285.1 1503.3 969.05 1069.9 575 718.9 1246.85 711.5 1269.2 1590.4 1602.4 971.8 975.4 804 1004.8 953.4 1857.2 1889 700.5 1134.6 1216.6 1030.75 763.45 759.7 705.9 705.3 806.1 1116.7 1165.7 990.9 796.6 1598.8 1964.1 702.6 1421.9 7324.2 8624.7 9829.7 1801.3 619.1 1174.3 1165.05 1616.6 1460 1286.2 1605.6 1055.6 1600.3 525.5 1827.8 1924.1 1186.4 1307.3 1703.8 751 1240.8 748.9 569.5 1429.55 761.4 895.5 1460.3 1783.2 1112.1 806.8 633.8 1028.6 1039.2 1705.7 2038.5 874 874.9 1239.6 1116 1002.5 1137.3 901.5 906.6 1069.5 671.6 1036.4 1206.3 1131.5 872.9 1791.3 1112.6 609.4 5739.2 6770.9 7977 1197.6 1798.8 1743.8 2196.9 1157.6 1875.8 2333.8 1615.5 1511.8 1286.1 792.6 1312.8 1887.9 1050.7
