"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
-0.333 -0.578 -0.327 -0.352 0.082 -1.338 -0.053 1.281 -2.109 -1.934 -0.748 -1.871 -3.854 -0.316 -0.197 0.066 -0.844 -3.976 0.181 0.313 -0.83 0.227 -0.685 0.532 -0.422 -3.874 -1.098 -0.011 0.737 1.131 -0.441 -1.281 1.376 0.021 -2.257 -4.153 0.227 -0.023 -1.082 -3.558 -2.79 -0.502 -2.564 1.271 -0.129 -1.14 0.194 -2.317 0.199 1.198 -1.425 0.67 -0.426 0.781 -1.689 -2.143 -1.468 -1.118 -1.729 -0.604
0.142 2.426 2.135 0.964 2.414 0.971 2.605 3.37 2.2 1.513 2.229 1.479 2.534 1.012 1.787 0.759 0.355 -1.669 2.597 2.093 1.388 0.345 1.619 0.895 0.882 2.466 2.504 2.494 -1.261 0.072 0.752 2.387 -2.496 1.3 0.231 -2.358 1.439 -0.612 1.231 2.842 2.06 0.207 1.649 0.394 -0.388 2.483 2.789 0.994 0.552 0.745 1.542 0.502 -2.474 1.985 -0.97 0.467 2.088 1.998 3.051 1.085
-2.21 2.964 -0.925 -1.312 0.656 -2.016 0.118 1.313 -1.721 0.585 1.143 -2.315 -1.696 -1.032 2.014 0.389 -1.568 1.599 -1.104 -1.617 -1.266 -0.939 -1.332 -2.291 -1.795 -2.794 -0.197 0.682 -0.796 0.086 -2.941 -0.675 0.722 -1.921 -0.906 -2.185 0.867 0.714 -1.117 -1.516 1.659 -1.166 1.381 0.809 0.947 -0.15 -2.159 0.827 -0.212 1.073 -1.815 -1.977 -1.748 1.485 -1.181 0.034 -0.137 -1.685 -0.088 -1.495
-3.011 0.983 -1.817 -3.119 -2.669 -2.951 -2.688 -0.986 -3.253 -0.227 0.597 -2.439 -3.891 -2.565 -3.225 -1.419 -3.309 -2.878 0.035 -3.647 -2.546 -1.148 -1.172 -3.684 -2.296 -1.682 -3.664 -0.987 -0.546 -1.532 -3.107 -2.299 1.945 -2.247 -1.247 -1.567 -1.312 -0.13 -0.111 -1.892 -2.804 -1.879 0.883 0.806 -2.287 -2.106 -1.735 -0.122 -2.558 -1.498 -3.728 -2.879 -1.982 -0.506 -1.046 -2.909 -2.388 0.166 -3.549 -1.245
-0.347 1.407 1.65 -0.797 -1.201 0.883 2.435 -0.675 -1.965 -0.427 2.178 -0.655 0.96 0.025 0.621 0.878 0.018 -1.412 -0.478 0.307 -0.423 1.694 1.637 -1.087 -1.554 1.107 -0.217 2.41 -1.671 -0.099 0.787 0.631 -1.985 0.112 -1.508 -1.634 -0.847 -2.137 0.591 2.491 -0.121 -0.464 1.755 -1.892 -1.942 2.788 -0.169 -1.365 0.604 0.115 -1.636 3.294 -0.254 1.775 -1.349 -0.174 1.657 0.525 -0.112 -0.081
2.174 0.98 2.849 2.533 1.027 2.033 -0.55 1.11 -1.382 -1.828 2.938 2.015 -0.158 0.203 2.776 2.49 1.823 -0.607 -0.581 0.917 1.348 1.008 0.349 0.545 1.922 0.734 -1.068 1.96 3.331 3.903 1.432 0.732 0.111 2.272 3.375 0.626 3.303 1.487 -0.841 1.296 -1.507 2.19 0.876 3.372 3.683 0.788 1.235 1.789 1.686 -0.003 -0.006 2.117 0.487 0.736 0.197 2.433 1.52 0.208 2.867 0.122
1.106 0.146 0.732 1.138 -0.329 0.335 1.016 0.465 1.524 3.414 -0.453 0.325 1.221 -0.193 1.416 1.552 0.207 7.39 -0.072 0.742 1.341 0.15 0.64 1.672 3.161 -0.473 2.041 0.26 2.072 1.763 1.374 0.635 3.189 0.997 0.128 1.221 1.355 1.42 0.691 -0.236 1.588 -1.05 -0.202 1.943 3.089 0.956 1.152 2.057 0.302 1.025 1.67 1.662 1.768 0.877 3.002 -0.39 2.391 -0.414 4.508 0.549
4.469 3.031 4.943 5.083 4.508 3.681 2.188 2.856 0.978 2.373 3.706 1.336 1.995 4.132 4.297 4.051 1.802 5.029 1.895 2.1 4.61 4.83 5.302 3.899 2.391 2.256 3.403 4.149 2.084 5.306 1.032 3.72 0.781 4.875 5.108 1.467 4.05 3.392 0.762 3.541 2.805 5.775 1.467 5.564 2.931 4.873 3.115 3.546 2.928 1.97 2.961 3.292 2.4 2.236 3.663 4.248 1.168 5.014 1.963 2.254
-2.854 -1.851 -3.636 2.275 -1.259 -1.068 -1.751 -0.042 -4.546 -0.538 -2.503 -4.033 -1.012 -3.308 -1.744 -0.228 -2.088 -4.087 0.49 -1.238 -2.346 -2.655 -2.271 -0.745 -1.882 -1.184 -1.186 -1.27 -2.102 -2.745 -2.771 -2.424 -1.754 -1.843 -4.599 -1.905 -3.821 -1.709 -3.736 -3.49 -2.71 -5.427 -3.888 -2.775 -1.593 -2.147 -3.709 -2.43 -1.629 -2.391 -1.794 -0.399 -3.266 0.083 -0.912 -2.341 -1.458 -3.552 -2.067 -3.143
0.257 2.308 1.077 0.23 0.697 5.952 0.434 1.121 -0.048 0.632 2.369 0.046 0.364 0.127 0.025 2.825 1.623 0.71 0.915 -0.019 0.225 0.511 0.643 0.584 0.183 0.47 3.668 6.426 0.713 0.722 1.52 1.975 0.275 -0.072 0.28 0.529 3.424 0.439 0.855 -0.01 0.442 1.2 4.837 1.16 0.509 0.172 1.467 1.241 0.159 0.376 0.596 0.047 1.103 1.52 0.876 0.083 0.361 2.155 0.255 0.414
2.191 0.088 -0.62 -0.204 1.691 2.04 -1.796 1.246 -2.121 1.35 1.563 0.266 -1.61 1.973 -1.483 -0.866 -0.973 1.192 -0.083 -1.883 1.63 -1.308 0.707 -1.167 -0.243 2.34 -0.128 0.047 -0.644 -0.342 -1.755 -0.728 -1.009 1.09 -1.181 -0.769 0.239 -1.484 2.975 1.982 -1.07 2.569 -1.878 -0.86 -1.494 1.107 -1.859 -1.011 -1.639 -1.051 -2.231 -1.243 1.194 -1.13 -0.822 -0.205 -1.02 -0.37 -0.752 -1.027
1.515 1.935 2.122 5.509 1.065 1.343 1.294 0.387 -0.436 -0.293 0.861 0.612 -0.107 -0.277 0.911 0.695 1.387 -0.044 0.602 0.082 0.77 2.164 1.469 1.327 0.776 -0.654 0.196 0.426 6.376 0.496 3.454 0.894 0.083 2.596 1.004 1.073 2.498 -0.133 0.21 1.397 0.696 4.025 0.499 2.943 1.384 -0.378 0.749 0.433 -0.125 0.227 -0.04 0.269 -0.061 2.642 2.499 1.12 -0.079 1.788 -0.354 0.258
-0.063 -3.085 0.625 0.937 0.301 -1.17 -0.187 -2.382 0.742 0.387 -2.725 -0.674 -1.475 -1.871 1.255 0.629 0.183 -0.815 0.173 1.33 0.11 -1.226 -1.055 -2.653 -0.257 -2.924 -2.397 -2.082 -1.818 -0.85 -1.67 -1.72 0.287 -0.363 -1.386 -1.234 -0.898 -0.225 1.665 -2.595 -0.466 -0.297 -0.092 -0.205 -2.057 -3.548 0.706 -1.93 -3.053 -2.93 -0.038 -2.512 -1.702 -2.173 1.486 -0.77 1.98 -0.508 -1.901 -1.976
-1.565 0.821 -0.132 -0.745 2.187 3.108 1.808 2.684 -1.228 -0.568 0.147 2.225 -0.25 0.595 -0.581 0.342 -1.45 2.129 0.807 -0.597 -0.798 1.89 -1.218 -1.257 -0.259 2.331 -0.296 1.925 0.912 1.531 3.009 3.071 1.208 1.325 -0.964 -0.424 1.697 0.045 1.63 1.621 -0.022 -1.129 0.159 1.174 -0.589 1.232 1.851 -0.961 1.488 -0.447 2.205 1.616 0.158 -0.816 -0.297 -1.145 1.755 -0.334 -0.936 3.153
2.13 2.035 2.178 1.791 0.791 1.859 2.454 2.018 -1.51 1.794 2.039 1.942 -1.196 3.609 2.689 2.056 2.649 1.34 2.309 0.039 1.977 2.137 2.462 2.37 2.429 0.746 1.84 0.971 -0.527 1.815 1.665 3.221 3.733 2.207 0.438 2.751 2.921 2.458 -1.82 1.837 0.522 3.838 0.716 1.874 0.357 2.901 2.002 0.619 -0.102 2.023 0.173 2.46 1.869 1.954 4.352 2.896 -1.783 2.144 -1.254 1.987
5.572 3.699 6.923 6.095 2.924 6.01 3.686 6.73 2.394 2.268 5.718 3.143 4.704 5.134 5.115 4.634 5.093 3.19 2.962 2.771 4.078 4.057 3.473 3.459 3.508 3.464 2.325 3.216 3.817 3.785 4.548 2.749 5.853 5.85 4.331 5.044 6.298 6.979 0.248 3.4 2.791 6.046 4.561 4.817 2.142 4.199 5.784 3.539 2.449 3.54 2.226 4.253 4.196 3.9 5.082 5.14 3.75 4.282 4.48 3.697
2.828 0.264 3.381 3.42 3.78 3.612 2.696 3.195 0.875 0.669 3.671 3.409 2.005 2.087 4.622 3.102 4.603 0.834 3.205 3.682 3.44 2.295 2.309 1.802 3.042 0.613 0.36 2.109 1.236 3.232 3.624 -0.211 3.475 3.352 1.288 1.939 3.466 4.907 5.169 3.039 3.946 3.924 1.368 4.339 0.966 3.461 3.634 3.259 2.459 6.026 2.188 4.3 0.938 3.675 1.862 2.233 0.976 2.695 1.749 0.828
-2.008 -2.192 -3.347 -3.269 1.644 0.62 -2.956 -2.149 -2.872 -2.805 -2.873 1.685 -2.675 0.107 -1.514 -3.07 -3.067 -2.744 -2.564 -2.567 -0.952 -0.634 -0.757 -2.97 -2.484 0.195 -0.958 -2.361 -1.449 -1.758 -1.184 -2.482 -2.57 -3.803 -2.578 -2.457 -3.023 -2.431 -2.331 1.743 -2.963 -0.53 -2.788 -3.443 -2.828 -2.577 -2.924 1.606 -2.702 -2.688 -3.088 -2.571 -2.564 -2.524 -2.601 -1.185 -2.854 -2.82 -2.671 -2.848
-2.808 -2.913 -3.473 -3.889 -1.362 -2.168 -1.822 -2.944 -2.824 -1.608 -3.016 -2.965 -3.625 -3.407 -3.044 -3.739 -3.281 -2.174 -2.828 -3.161 -3.404 -2.291 -2.806 -3.963 -2.862 -3.34 4.418 -2.64 -3.613 -2.827 -3.11 -2.587 -2.86 -2.858 -2.828 -1.802 1.771 -3.37 -2.891 -1.902 -2.689 1.243 -2.603 -2.641 -2.794 -3.49 -1.179 -2.919 -2.73 -3.317 -2.934 -3.493 -2.162 -2.386 -3.415 -2.379 -3.507 -2.827 -3.758 -3.474
4.754 3.298 3.306 2.575 1.218 3.616 2.386 4.338 3.179 1.067 4.115 3.796 1.371 2.87 3.429 3.816 4.059 1.178 2.301 4.356 2.512 3.502 2.456 4.504 1.215 1.588 2.457 4.778 0.291 1.477 2.539 3.924 5.91 3.383 3.348 2.356 3.949 0.662 0.717 1.205 1.936 5.614 2.104 2.769 2.006 0.329 3.789 2.372 0.918 0.212 1.985 0.6 2.516 3.238 3.166 3.01 1.649 4.254 1.466 2.097
-1.938 -5.074 -2.141 -1.886 -2.905 -3.719 -4.204 -5.017 -1.443 -5.392 -4.118 -1.65 -3.205 -2.093 -1.474 -2.445 -2.187 -1.968 -5.481 -3.881 -0.514 -0.89 -1.17 -0.646 -4.935 -5.421 -3.493 -4.679 -3.55 -1.999 -1.425 -2.813 -2.686 -2.457 -2.599 -2.164 -1.652 -3.425 -2.081 -4.091 -3.242 -2.026 -4.383 -1.494 -2.301 -4.063 -2.374 -2.969 -4.371 -4.75 -2.894 -1.844 -4.606 -1.839 -1.047 -0.335 -2.933 -2.447 -4.598 -3.044
-0.814 -3.163 -1.534 0.563 -1.654 -1.739 -2.809 -2.002 0.193 -2.026 -1.711 -1 -0.669 0.117 1.224 -0.494 1.127 -0.305 -1.881 1.613 0.8 0.591 -0.247 0.355 -1.827 -2.744 -2.269 -1.414 1.832 -0.097 -0.833 -0.572 -0.611 0.564 1.154 -1.823 -0.946 1.378 0.393 -1.766 -1.439 -0.521 -1.921 -1.64 0.494 -1.655 0.77 1.806 -0.927 -2.493 -0.756 1.468 -2.68 -2.277 -0.801 1.166 -1.981 1.382 -1.178 -2.2
-0.733 -2.227 -1.242 -1.497 -1.169 -1.682 -1.123 0.115 -2.185 2.778 -1.132 -2.971 -2.105 -2.44 -0.558 -1.847 -1.091 1.836 -0.998 -1.133 0.036 0.503 -0.42 -3.12 1.354 -0.055 -1.703 -1.583 -0.331 -0.997 -2.257 -0.947 -0.453 -0.093 -0.382 2.182 -1.171 -2.03 -1.78 -1.982 1.242 -0.82 -2.257 0.726 1.371 -2.025 0.741 0.579 1.683 0.642 -1.804 -1.044 1.919 -1.905 -1.15 -0.529 0.011 -0.36 -2.52 -1.128
0.69 1.599 -0.074 1.562 1.433 -0.509 -0.371 1.006 2.085 -1.041 -1.411 -0.088 1.912 0.966 -0.787 -0.522 -1.437 -1.021 -0.972 -2.738 0.412 0.781 -0.726 1.179 1.796 -3.116 1.886 1.837 1.294 -0.229 1.795 -0.935 0.804 1.88 0.174 -0.997 1.791 0.164 -0.295 -1.369 -0.346 0.372 1.267 -0.697 -0.168 0.615 1.973 -1.17 -0.832 -1.768 -1.726 -1.999 -2.729 1.464 1.656 0.161 1.653 0.565 0.4 -1.481
4.582 5.482 5.52 3.858 3.4 5.364 6.181 6.074 6.376 4.23 4.744 4.001 4.893 5.705 4.148 5.725 3.683 5.907 4.911 4.131 3.211 4.022 2.948 5.949 2.829 5.757 5.446 6.13 2.927 3.247 4.708 5.932 0.444 5.62 5.205 3.619 6.243 3.612 5.557 4.437 4.002 4.639 5.663 3.602 1.211 2.979 4.949 4.178 1.928 4.972 4.207 3.547 1.787 5.947 3.707 5.743 2.787 4.515 5.615 6.639
-2.412 -3.903 -3.912 -3.661 -1.931 -2.516 -3.257 -2.652 -4.299 -3.554 -4.794 -4.245 -5.397 -2.167 0.036 -2.786 -2.27 -1.338 -3.821 -1.615 -3.804 -3.302 -3.637 -2.899 -4.949 -4.363 -2.454 -3.688 0.487 -1.947 -2.846 -4.268 -1.945 -4.564 -4.244 -3.694 -3.314 -3.266 -2.37 -4.415 -5.181 -3.576 -4.524 -2.09 -0.185 -4.131 -4.477 -2.117 -3.071 -1.084 -1.895 -5.07 -3.969 -4.507 -1.601 -3.457 -1.143 -3.782 -0.468 -3.479
-1.661 -2.336 0.127 -1.02 -2.349 -1.71 -0.458 -0.795 -2.964 1.664 -1.413 -1.573 -2.454 -1.488 -0.468 -2.514 -0.55 1.58 -0.55 -1.888 -1.304 -0.576 -0.511 -2.3 1.996 -1.856 -1.103 -1.752 -1.461 -1.473 -3.645 -1.461 -0.317 0.452 -0.371 1.971 -1.867 -0.91 -1.525 -1.747 1.269 -1.276 -2.582 -0.124 2.444 -0.371 0.867 0.792 -0.191 -0.061 -1.576 -0.684 2.106 -2.444 -1.27 -0.695 0.134 -0.39 -2.459 -1.657
0.687 -0.24 -3.048 0.164 0.066 -1.452 0.157 0.767 0.894 -0.479 -0.041 -0.462 0.248 -0.184 -0.103 0.092 0.291 0.804 0.685 0.334 0.797 -0.171 0.403 -3.641 -1.639 0.321 -0.457 1.079 0.509 0.134 -0.318 0.087 -0.267 0.648 -0.058 1.308 0.817 -4.158 1.267 -0.513 -2.474 -0.923 -0.553 0.833 -0.901 -3.2 -0.233 -1.071 -0.72 -0.053 0.903 0.299 0.976 0.357 -5.307 -1.088 -2.208 0.126 -0.142 1.053
1.454 -0.325 -0.915 0.641 1.322 0.777 1.323 -1.231 0.189 0.853 -2.494 0.874 -0.535 -0.736 0.545 -0.209 0.142 -0.866 -1.026 3.543 0.222 1.258 -1.408 0.442 0.602 1.44 1.475 -0.519 1.182 0.855 2.12 -1.146 0.966 -0.059 0.502 -1.674 0.611 0.209 1.911 -0.423 -1.458 -1.954 2.237 -1.145 0.619 2.531 -1.17 0.847 2.421 3.387 1.941 1.46 -1.805 -0.259 -0.421 -1.11 2.372 -1.44 0.029 0.448
-1.966 0.202 1.156 2.267 -0.909 0.702 0.928 -2.135 -1.893 -1.803 -2.044 1.092 -0.291 -2.467 0.093 -0.695 -1.002 -0.817 -2.383 -3.393 -1.549 0.103 -1.239 -1.114 0.11 -1.386 -2.75 -2.041 0.423 -2.77 -2.72 0.189 -1.309 0.296 -0.134 2.23 -1.594 -0.404 -2.73 1.486 -3.122 -1.745 -1.037 -0.325 -0.562 -0.19 0.874 -1.262 0.294 -2.04 -0.392 -2.481 -0.259 -1.336 -0.904 -1.378 0.451 -2.584 -2.962 -0.602
-0.212 2.129 -0.425 -1.478 -1.495 0.908 -2.11 0.938 -0.483 -0.624 -0.642 0.893 -0.569 1.965 -0.768 1.078 0.84 1.72 0.708 -1.492 -0.031 -0.164 0.911 0.225 0.033 0.226 -1.953 2.626 1.361 -0.488 -0.149 3.055 2.834 -1.692 1.442 -1.342 1.493 2.587 0.148 2.897 2.35 1.223 0.218 1.085 0.684 0.041 -0.874 2.524 -1.618 1.054 -0.519 -0.361 -0.69 1.367 1.949 -0.585 2.283 -0.961 -0.024 0.176
-1.735 -0.75 -1.092 0.656 2.047 -1.094 0.377 -1.618 -0.714 -1.575 -1.988 0.716 -2.416 1.326 1.373 -0.045 0.191 -0.814 -1.868 2.348 0.778 -1.098 -0.332 0.084 0.406 -2.85 -2.585 -0.971 -0.571 0.712 1.015 -0.777 0.345 -1.218 -0.049 0.473 0.673 -0.649 2.604 1.819 -0.838 0.206 -2.075 1.276 -0.247 1.311 -2.586 -1.104 0.033 1.482 -0.093 1.951 -0.869 1.113 0.55 -0.919 1.822 0.1 -1.78 -2.179
5.499 2.304 3.961 5.21 4.763 4.617 4.817 3.94 7.37 5.154 3.634 7.124 6.536 6.625 4.541 4.876 5.187 6.784 2.414 6.143 6.194 5.489 5.497 7.065 5.204 3.965 5.829 3.107 5.976 5.221 6.572 6.042 7.323 5.266 6.046 5.527 6.247 6.884 6.808 6.592 5.449 2.217 4.538 3.887 7.613 7.141 4.887 6.896 5.588 5.156 6.329 6.57 2.419 4.871 7.176 6.735 6.124 4.868 7.115 5.605
0.261 0.964 -0.055 -0.709 0.9 0.739 1.28 -0.721 -0.198 1.045 4.883 1.945 -0.073 2.756 3.19 -0.019 -0.327 -0.637 -0.204 1.992 0.116 1.517 1.438 -0.728 0.86 1.172 -0.451 3.079 -0.715 0.894 1.041 1.176 -0.325 1.867 2.329 2.81 -0.099 1.639 0.18 1.606 -0.49 0.195 -0.499 -1.09 -0.843 5.044 1.219 0.385 -0.147 0.547 -0.307 3.395 -0.076 1.395 1.863 1.251 0.265 0.171 0.669 -0.061
0.476 0.626 -0.174 -0.179 2.7 -0.304 -0.155 0.027 -0.346 1.721 0.117 3.967 -0.297 -0.291 0.15 1.725 1.358 0.489 -0.279 5.598 0.034 -0.106 4.251 2.287 -0.2 0.994 0.194 -0.164 0.231 -0.07 1.429 -0.361 -0.032 1.585 0.79 1.064 0.934 0.04 0.162 1.2 -0.104 0.21 0.151 0.431 0.118 -0.175 1.426 0.215 0.431 3.205 4.671 1.714 1.206 -0.117 -0.265 -0.244 0.006 0.431 -0.246 2.757
0.788 0.811 -0.333 1.63 0.63 1.347 2.185 -1.424 1.834 -0.262 1.668 2.378 3.511 0.295 1.37 2.047 0.264 0.643 -0.51 1.467 1.163 2.021 0.131 1.352 1.965 -1.01 3.111 1.415 0.217 2.165 2.87 1.961 -0.454 0.917 3.688 -0.301 3.229 3.223 3.621 2.517 1.142 1.711 3.335 0.102 -0.21 1.491 2.712 0.686 2.198 2.295 0.07 2.872 3.208 -0.902 0.456 3.167 0.312 3.296 2.63 -0.49
1.63 1.129 1.805 1.884 1.899 1.781 0.095 3.208 1.573 0.45 3.707 1.475 0.138 2.187 2.713 1.295 0.707 5.364 4.222 0.121 2.905 2.327 1.92 0.673 1.686 4.702 1.847 1.888 3.249 4.58 1.799 2.449 0.02 2.248 2.783 0.355 1.771 0.691 2.828 2.969 2.596 3.202 -0.58 2.932 4.265 4.116 2.825 3.944 0.993 1.799 0.454 1.64 0.714 0.144 2.877 0.861 0.751 2.437 3.131 0.353
-2.31 -1.959 -2.802 -2.19 -2.375 -0.427 -2.391 -2.64 -2.298 -2.67 -2.392 -0.761 -2.295 -1.59 0.196 -2.518 -2.369 -2.048 -2.464 -2.794 -2.387 -2.626 -2.032 -1.275 -1.918 -2.208 -2.725 -2.881 -1.019 -2.198 -2.183 -1.451 2.067 -2.988 -1.539 -0.784 -1.759 3.426 1.044 -2.387 -1.043 -2.529 -2.408 0.641 -1.415 -2.08 -2.739 -0.259 -2.361 -0.184 -2.025 -2.286 -1.759 -2.988 2.336 -0.922 -2.581 -2.321 -2.858 -2.601
2.304 -1.461 0.802 1.552 -1.421 2.099 -2.12 -0.603 -2.818 0.097 -1.035 -1.376 -0.443 -0.517 -0.051 -0.197 1.531 -3.017 -0.953 -1.368 -1.203 0.897 0.714 0.237 -0.053 -0.138 3.099 -1.185 -1.635 0.341 -0.881 -0.25 -0.463 1.014 -0.54 0.065 0.037 -0.142 -2.322 -2.031 -2.826 1.068 -2.093 0.952 1.08 -2.446 0.201 -0.824 -2.465 -1.791 -1.327 -0.462 -0.975 -1.958 0.448 -0.407 -2.288 0.233 -0.838 -1.756
-1.547 -4.328 -1.982 -1.427 -2.866 -0.494 -3.632 -3.147 -1.273 -0.438 -5.635 -1.953 -2.415 -2.141 -1.38 -0.975 -1.742 -1.855 -1.166 -2.223 -3.063 -0.896 -2.68 -1.788 -0.228 -3.524 -0.637 -4.903 -3.349 -1.739 -0.692 -1.879 -0.614 -0.534 -0.673 -2.568 -2.149 -0.248 -2.376 -3.253 -1.775 -1.892 -1.528 -1.384 -0.313 -5.517 -0.916 -2.825 -1.291 -0.256 -1.974 -1.747 -4.291 -4.104 -0.152 -2.071 -2.993 -1.886 -0.1 -0.257
-2.704 2.331 -0.335 -2.293 -2.575 0.872 -1.545 0.348 -0.102 2.848 -2.286 -0.681 -0.755 1.602 -0.874 0.281 -0.314 1.011 -0.374 -3.11 -1.906 0.549 -0.273 -0.456 -1.5 -0.622 1.47 1.964 -0.397 -0.875 -1.666 1.958 2.189 -0.772 0.949 -2.308 -1.428 -0.872 0.355 1.27 -0.197 -0.347 -0.746 -0.244 -0.963 -1.578 -1.827 1.475 -0.028 -0.182 -1.189 0.927 -1.542 0.436 0.838 0.076 0.604 -1.21 -0.453 0.789
-0.259 -0.375 0.739 1.427 0.131 -0.182 -0.146 -0.656 2.592 0.756 -1.095 0.569 0.451 3.18 -0.176 2.041 0.087 0.582 -0.634 0.443 0.378 0.187 0.072 -0.184 -1.94 -1.47 -0.862 4.676 0.582 -0.356 0.703 -0.017 1.442 0.719 0.451 0.916 -0.327 -0.352 2.925 0.377 0.502 -0.569 5.196 1.321 0.395 -0.728 0.000713 0.055 0.062 0.8 -0.139 -0.685 1.718 4.262 -0.006 0.247 0.559 1.064 0.237 0.881
3.943 2.503 3.179 2.825 1.365 2.267 3.254 2.68 1.436 5.488 2.635 0.233 2.399 2.569 1.764 1.293 2.665 3.446 1.888 1.348 3.212 3.299 3.784 1.232 5.101 2.61 2.401 2.337 2.255 3.664 2.016 2.017 2.208 4.89 4.94 3.225 2.485 1.109 0.478 2.301 4.568 1.857 2.367 3.829 4.756 1.044 4.126 3.567 3.14 3.856 1.296 2.882 7.771 4.227 2.265 2.91 2.542 4.467 1.574 2
3.457 0.754 0.547 0.465 1.755 2.182 0.554 1.862 1.568 3.149 1.823 0.676 0.372 1.581 0.886 1.284 2.595 3.205 0.946 0.22 2.87 4.481 0.457 4.894 1.923 0.852 0.535 0.013 0.732 2.171 0.268 1.384 0.457 4.122 3.925 3.693 2.723 0.383 1.606 0.528 2.625 2.053 0.914 3.802 5.134 1.189 3.038 1.776 2.495 0.671 2.688 0.293 4.683 2.665 1.927 3.017 0.538 1.454 1.717 0.759
0.845 -2.285 1.606 0.907 -1.126 -0.794 0.964 -0.478 -1.37 2.088 -0.525 -1.753 -1.021 -0.723 0.948 -0.727 0.484 0.254 -2.028 -0.712 1.214 0.47 1.013 -1.204 3.224 -1.126 -0.468 -1.266 -0.137 0.269 -1.179 -1.267 -0.223 1.67 1.945 3.146 -0.14 -1.299 -2.113 -0.313 1.483 -0.919 -1.314 1.521 1.758 -1.673 0.945 0.962 0.201 1.102 -0.925 -0.644 2.434 -0.683 -0.369 1.409 0.665 1.267 -2.159 -0.654
-0.123 -0.014 -0.084 -1.148 -1.582 0.284 -3.143 -0.42 -2.996 0.645 -0.212 -1.275 -1.037 -1.903 0.131 -0.909 -1.964 0.061 -0.391 -1.454 -2.969 -2.362 0.104 -0.577 -0.2 -1.141 -1.344 -1.203 -1.246 -0.634 -1.085 -3.4 -1.694 -0.076 -1.831 0.395 -0.018 -3.138 -2.617 -0.432 -1.548 -3.386 -3.891 0.089 -0.968 -2.745 -1.185 -0.784 -1.634 -1.256 -2.825 -0.91 2.536 -3.192 -1.15 0.315 -3.485 -2.776 -3.914 0.642
1.722 1.316 1.863 2.101 2.08 3.656 3.319 3.159 0.573 0.358 1.132 4.017 1.777 1.659 1.157 3.6 1.811 2.906 3.536 3.641 1.338 0.509 2.853 2.454 1.243 1.837 1.21 2.957 0.54 1.636 2.274 2.194 6.865 0.643 1.657 1.948 5.941 3.138 3.803 2.676 2.772 1.933 1.219 1.293 -0.191 0.951 2.191 1.13 1.368 1.687 1.367 0.539 3.257 0.431 2.033 1.191 2.774 4.369 -0.174 2.208
2.534 0.132 1.318 2.213 2.478 1.635 1.811 0.423 0.164 1.887 -0.248 0.642 2.339 0.183 1.392 1.308 1.762 -0.06 0.914 3.847 1.495 4.781 1.561 0.536 0.291 0.302 7.207 -0.102 2.203 1.197 2.07 0.666 0.48 1.855 0.488 1.69 2.007 0.249 1.023 -0.087 0.862 0.847 0.669 0.633 -0.144 -0.252 0.84 0.09 1.076 2.408 3.663 1.764 1.54 1.197 0.878 3.407 3.438 2.684 0.586 1.5
-1.064 0.54 -0.802 -1.172 -0.305 -1.455 -3.453 0.368 -0.41 -0.896 -2.599 0.648 -1.591 -1.107 0.584 -0.706 -1.051 -0.187 -3.935 0.822 -1.738 -1.013 -0.19 0.874 -0.528 -4.273 -0.993 -0.383 -1.406 -1.053 -0.485 -0.552 2.908 -2.576 -0.331 -2.341 -1.483 0.972 -1.066 -2.244 0.147 -1.734 1.285 0.472 0.731 -0.356 -0.742 -2.223 -0.216 -1.964 -0.694 -1.499 -3.421 0.891 0.431 -0.838 0.319 -2.46 -0.933 -2.218
4.823 2.85 3.257 3.85 1.165 4.268 2.367 3.207 1.511 0.518 4.841 1.576 2.804 3.548 1.991 3.185 4.312 1.251 1.557 0.349 2.274 1.655 0.987 2.235 2.208 1.764 1.732 3.828 2.543 2.632 0.301 0.829 3.346 4.313 2.553 3.549 5.115 1.035 0.11 0.86 1.343 5.888 2.599 2.7 0.824 1.096 4.092 1.51 0.58 2.189 1.362 2.754 1.482 2.697 2.452 3.413 0.426 2.066 2.991 1.384
-1.366 -0.8 -0.499 -0.731 -1.053 -1.502 -1.169 0.113 -1.577 -1 0.902 -1.592 -1.206 -0.45 -0.218 -0.275 -0.574 0.335 -0.828 2.659 -0.202 -0.871 -0.702 1.774 1.765 -1.16 -1.72 -1.148 1.839 -0.012 -0.57 -0.462 4.201 -1.465 1.913 -0.671 -0.727 2.611 3.261 -0.74 -0.432 -0.614 -1.433 0.441 1.066 -1.168 -1.409 1.953 -1.152 -0.295 0.916 -0.857 -1.399 0.688 1.743 -0.68 -0.131 -0.857 1.02 -0.768
