"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
328 925.67535 481.88876 747.8815 883.4381 670.81476 523.70386 368.31934 483.8961 425.80215 438.6391 642.9983 253.64732 406.2931 528.19495 498.9457 380.455 364.475 553.38446 483.946 246.32066 165.9 207.53394 320.91183 363.73553 371.15768 275.31784 121.97813 238.36073 168.3557 307.8763 214.7075 181.7264 322.68234 212.20189 241.59146 202.78284 229.49954 135.58324 207.96324 330.0244 310.6824 322.0357 299.1178 180.15193 147.57008 201.29163 171.44246 234.33736 257.95383
161.4 189.56929 291.34247 323.93326 228.1552 183.31856 898.668 212.5179 581.3435 350.66678 443.14148 187.68486 1033.7557 149.91823 80.89409 256.2346 209.2976 331.05374 409.19058 292.41312 157.02544 56.9 74.89126 140.66595 177.68002 9.920495 282.76883 74.57237 256.03406 261.23077 208.90071 256.45862 198.25705 138.95691 323.73843 171.10545 135.30206 277.20682 139.5878 233.32928 315.7003 174.77882 63.62316 158.4972 58.418682 168.52678 360.94604 165.40651 200.31027 371.05026
288.2 194.42331 114.14366 275.59888 72.44641 99.41466 403.93338 367.55972 400.36972 612.59424 550.247 718.6575 221.8153 126.80381 615.468 399.44128 165.23495 373.33978 540.0181 520.486 581.058 35.4 134.86249 21.60371 50.63364 114.782585 23.680874 129.2452 313.72415 319.31696 317.07257 251.73209 368.1679 515.1871 103.29609 364.85776 300.11633 161.6543 72.19664 300.186 218.38683 247.84296 438.9797 295.76865 22.736816 89.06596 67.45771 29.120865 160.71904 412.01166
313.8 795.66626 377.5639 750.763 937.5178 432.11545 822.58496 272.69473 490.57816 304.72745 568.6896 472.03372 562.8886 458.05637 424.37854 339.0838 483.7416 496.83536 342.05536 466.37335 406.14157 107.6 326.6394 443.7628 395.06204 353.53036 343.48337 95.151085 294.4483 227.44661 359.08426 254.18288 262.82648 158.02713 375.54126 224.03546 130.47797 223.53613 269.3358 288.01285 318.42868 133.61366 186.54755 222.6964 188.94792 186.42729 500.45782 209.67023 188.5399 280.1718
172.1 1126.6582 211.9482 255.05676 699.9752 295.53738 346.92947 273.7919 310.9965 485.5547 190.74652 314.3408 447.66565 390.50363 463.14322 389.33426 321.70477 610.651 406.45657 314.9136 246.08107 94.1 197.49022 295.3582 191.38536 314.4223 118.18306 43.059093 187.72168 137.33455 249.4238 180.0462 143.2288 177.62064 203.0329 264.20087 178.26503 200.50821 112.69999 119.50079 159.1575 189.21057 226.802 260.4069 54.10366 57.630917 101.18656 88.10385 241.61359 199.81511
357.9 359.7225 379.48166 440.95822 308.96863 361.43216 508.51837 423.51657 562.202 569.3756 566.3518 339.31668 694.1396 366.24976 614.62683 192.88771 774.0577 691.0454 614.03906 514.72144 716.8379 108.6 378.45923 94.314705 306.14047 127.654625 162.59392 145.681 371.27686 256.39548 389.2202 324.24948 251.67662 240.06404 302.38284 414.11935 244.44046 177.7555 167.50536 294.8961 276.1951 255.29848 454.70963 168.02269 87.46206 46.388523 132.75244 69.57239 229.02284 313.84137
53.6 28.992952 193.9982 776.7892 27.550045 17.176355 281.20367 67.519585 165.73022 808.38574 185.81119 311.51926 194.24252 92.94605 508.70746 289.68744 555.6395 301.81018 494.75507 127.19273 386.89276 98.7 69.76022 14.590566 79.24083 30.499372 107.117226 10.934565 51.646355 133.81798 151.2752 159.9584 157.81793 228.49399 217.92766 205.057 162.26033 241.197 152.63124 228.67671 84.01242 115.40088 297.0086 130.44267 2.6553946 134.5813 7.4352183 8.259736 41.196293 420.3801
241.8 658.7041 290.19183 473.95572 378.76212 176.9685 439.67758 457.69836 337.4465 774.0621 518.3838 327.1945 427.71463 303.25482 711.0829 382.64365 283.44604 734.65607 416.98758 404.54355 603.7413 74.3 217.39572 86.25362 65.97057 350.33282 41.60752 73.62154 269.44928 240.06856 347.7709 168.18608 351.24893 227.91258 187.3644 291.52686 174.97327 197.20538 94.05014 165.3891 177.40378 308.44574 355.556 269.67142 60.244263 86.44637 78.81332 106.42352 191.53601 361.75198
332.6 577.75995 455.27057 480.64816 421.61774 463.44928 577.5928 557.54297 601.4594 930.29767 647.39526 574.34076 695.933 642.4835 643.7179 643.5759 423.92535 845.4149 608.4697 539.1745 718.83466 161.7 331.87964 256.1813 330.12482 560.6309 227.36592 184.66508 362.30283 333.82278 305.5607 350.68307 401.83942 403.4983 282.03314 400.86813 375.54272 268.03235 188.21469 341.42175 205.82475 327.40405 382.6436 335.9584 164.46849 195.37755 286.25592 178.0079 304.21054 370.51193
191.6 243.7507 245.70036 288.70493 186.11586 83.79979 300.7501 306.87653 345.31192 1175.5865 387.81375 261.04498 313.83673 159.35934 502.46866 227.90645 135.62296 573.5616 262.36398 466.65228 256.62396 108.7 156.51472 65.69785 135.20433 170.04219 55.329147 79.666115 206.17334 162.13892 209.16534 226.56763 237.53125 225.00552 110.10512 222.38841 206.01784 129.36014 76.658875 128.29605 158.98698 161.14586 277.8111 170.58893 30.537037 30.8893 18.317675 23.402586 93.3426 164.23697
194.3 368.381 200.59521 453.59952 324.4783 266.80603 454.00647 182.30287 257.3308 409.37283 198.97209 324.99997 304.75787 210.47154 410.07837 215.52176 1248.3235 361.31628 532.1199 369.86307 559.25336 124 313.9392 115.35414 280.79642 262.3602 77.31326 389.63724 156.26685 130.74098 218.06389 231.46924 124.97849 203.31895 364.63132 302.5321 200.05864 178.44359 132.60841 259.01398 147.33438 275.05563 176.798 121.13466 118.08208 145.60538 202.98146 92.44551 161.7534 205.39409
259.6 626.03784 517.02167 586.70496 550.5927 335.92786 716.05304 316.58246 600.41534 698.0895 517.6911 563.4726 436.7935 534.88745 720.0555 611.40424 283.20917 160.07555 442.70755 910.3392 524.11035 267.3 218.34186 319.38025 267.36304 225.05585 197.48819 409.74054 207.86742 177.14713 106.617096 224.29189 260.77405 206.74927 425.21622 279.99753 390.1853 378.12607 199.65633 164.56056 330.0813 255.67126 333.6447 307.29492 286.11874 462.35715 214.47224 248.95692 267.79373 161.34961
-208.5 -556.50726 16.56924 55.39863 17.754473 -61.41848 -64.47982 -151.91907 -38.97897 12.662095 68.748405 22.781347 -513.6835 -296.90646 69.32778 -511.61508 -202.90141 11.10645 189.15318 -132.9573 63.816544 -310.1 -134.75331 -414.1786 -50.089775 21.15279 101.80563 -316.69485 -11.171729 -124.147415 -18.921806 -25.908447 45.154236 -64.71089 -8.859477 -102.116745 -172.98688 -119.13059 -126.31552 -243.71788 -26.090462 33.33685 -96.08806 -64.28619 -513.072 -346.65872 -433.47324 -339.91992 -21.935688 -134.62929
2 617.64166 239.71703 384.63007 419.577 103.05813 435.00513 78.06952 318.23544 539.4471 280.01553 340.3617 375.25903 169.28879 327.4318 351.46844 1082.97 384.24246 508.02008 344.29434 263.97205 158.9 163.28333 194.67523 124.00075 103.63228 144.29842 154.91765 142.16484 102.79682 143.30292 215.45149 92.582825 97.095406 345.32617 236.35088 90.068954 230.87572 242.10475 224.91643 121.92601 350.30316 120.91416 115.17579 96.67296 120.28271 86.5865 125.696236 188.68259 250.90672
299.5 276.41696 324.40427 293.44543 145.70914 212.2581 218.0477 266.61795 403.4323 300.22766 465.22064 273.48068 356.42886 332.88034 750.47845 469.47873 305.12204 487.05353 505.79236 618.298 963.5579 67.5 290.7222 59.32959 82.72156 144.13414 58.6489 137.66684 263.77185 299.41064 240.78992 270.8133 287.6225 292.97232 220.24892 426.88394 296.14355 224.40773 55.26304 278.19785 220.43312 161.19911 490.84317 211.08311 38.42024 93.97769 32.985332 99.01094 163.18011 202.75142
208.9 693.0758 531.74994 682.5371 708.1382 425.349 349.2657 265.43637 380.67142 549.9116 565.7457 456.46295 510.7693 425.33804 461.25052 507.3445 174.4739 813.62396 554.1945 486.45642 538.08765 102.4 155.45941 439.2486 314.08084 335.32913 298.99872 76.813614 253.24112 237.05437 198.87744 179.38974 228.54478 156.05034 262.03162 358.26956 180.6487 251.10545 179.17583 283.3603 113.456566 182.92664 349.72638 291.85406 158.74281 175.07574 79.28647 177.05486 232.51831 255.55586
215.4 667.8874 568.11017 900.41364 503.8597 196.53914 311.5746 290.6718 494.40646 762.4464 643.49896 309.6382 478.15268 677.4807 430.54724 404.7083 270.17987 165.06836 391.16632 298.36365 382.57977 162.1 288.466 253.19872 172.6221 579.65204 40.796024 75.25154 326.45258 366.9162 314.42615 422.41272 381.75854 291.6932 233.36404 234.70381 281.27396 143.0301 159.2674 246.07603 281.82245 232.61238 259.8197 261.27682 145.71478 170.60062 248.47148 126.75518 392.02463 208.0857
235.8 0.26237965 949.5096 4.368684 -2.8570416 651.9728 263.9156 177.8297 190.71854 14.5457115 43.985126 94.573944 8.9667635 -6.99944 14.650662 16.512897 -39.324734 23.741312 10.531012 116.50036 77.31466 17.5 377.65866 19.024162 118.29019 96.17141 15.713477 4.8899913 115.38016 173.31657 299.30856 398.51743 246.9615 109.07245 7.31197 -0.44919392 10.102252 -0.5045963 8.352385 4.5250964 103.850266 -1.9703889 18.79547 -2.8706956 0.66384864 21.065847 11.288014 -2.6473513 5.5998425 1.7128408
424.1 182.61623 739.93933 595.90704 345.498 923.0469 556.5668 432.6317 527.19055 221.84827 280.8814 330.85205 627.5614 300.97592 167.39609 480.15515 246.60872 507.43234 296.89355 480.87778 339.3698 55.2 192.32278 280.36456 471.4748 152.00493 418.50967 82.586525 199.71756 211.93602 236.12561 192.25642 254.39474 503.21005 252.20496 227.21725 234.2247 159.40654 148.28345 228.54926 237.59941 196.77261 110.15954 281.98062 164.80043 86.88297 124.6413 130.88504 336.0619 190.95729
11.8 40.931225 411.69962 771.76984 77.3442 104.20322 292.8848 102.29217 535.1952 701.96136 573.5384 487.81342 423.90375 309.76593 636.1472 228.61821 197.6897 384.9557 316.43668 330.16183 286.97476 183.8 186.60951 63.8438 92.34793 211.77385 132.4211 106.42523 188.86632 232.21909 178.26855 227.9681 185.94226 337.27573 369.77676 209.99815 593.6492 293.3539 75.057045 334.66595 93.05029 469.91113 376.6632 125.5712 177.16461 507.2176 113.691246 292.58527 212.04498 259.17728
480.7 539.05896 484.49686 969.1971 526.71606 648.3293 744.4771 540.7475 680.1134 746.43567 595.1846 564.6221 760.2695 633.6935 593.3869 522.1492 390.4046 630.01086 508.4251 561.86084 601.10547 199.1 385.2642 277.54318 353.67407 632.61597 257.83383 220.93253 438.99402 337.0254 398.11877 444.20734 347.6987 357.56693 305.0136 302.23264 387.63135 237.0685 139.35898 237.28076 388.6285 284.90756 350.6812 492.5418 215.08698 272.43707 306.73654 192.5154 299.25272 308.80075
-25.7 260.93655 373.4216 312.59326 448.96368 323.74826 257.29626 166.85777 585.0326 6.697306 313.6105 544.87134 644.0378 290.39536 5.748107 469.76343 266.74487 148.15393 557.6373 257.73264 116.93043 9.6 214.0842 278.34927 167.50978 -13.77391 339.3521 74.50445 191.38454 272.65964 652.4384 288.319 294.16818 415.9986 515.5906 103.61406 70.37524 230.73811 449.31256 444.35175 214.63525 134.945 -8.091098 164.32558 191.6033 241.98436 235.764 543.4483 422.02124 150.14273
266.6 561.62366 591.66 668.12976 474.6771 476.35757 750.7849 545.0518 726.6794 847.10455 386.8613 493.77002 699.6317 380.08588 603.411 384.20953 843.1128 528.7282 721.77936 575.62146 595.03534 143.8 357.86234 374.0344 388.31815 388.94897 270.52264 227.72418 336.80014 241.13611 386.83847 441.0563 293.1697 350.8226 375.3478 366.54224 274.9742 302.0238 279.8621 300.05853 320.13394 280.64728 327.212 319.38663 180.06894 153.7916 302.4782 131.09685 353.14673 341.1979
241.4 388.32187 445.68192 368.82843 405.0877 450.8533 390.38324 472.8903 1201.318 596.8974 400.71487 430.02405 629.2427 413.61807 544.38776 438.58823 482.67557 495.20505 495.97015 387.06384 314.84958 135.1 227.07553 206.44441 189.86255 286.7105 175.94669 205.1759 270.13608 228.89091 200.56453 238.95291 208.40843 302.68185 191.31055 251.4363 281.16043 231.65556 162.12779 197.31972 178.08586 299.17957 281.68076 201.55763 206.125 179.76917 178.64801 183.62029 196.45816 264.5605
-29.3 -375.99005 68.50154 204.95633 -255.9093 -122.83696 23.050756 37.30457 140.74191 83.1931 -23.551092 -13.585207 244.79263 -694.8979 -24.534603 -87.11977 -589.0419 130.93385 -76.85614 -17.200771 -5.5110655 -141.5 37.955093 -217.4075 -85.33209 -32.46707 67.94419 -216.6538 107.13872 56.516273 62.75291 94.13695 131.85703 40.98938 13.501999 -51.545 0 -13.394737 -202.4023 51.43314 26.999933 2.7159412 0.5025526 65.025604 -294.08493 -70.94715 -140.39044 -89.0569 60.777905 243.85959
39.1 332.435 161.08984 196.59077 213.25775 92.335915 224.12187 64.9032 267.7716 166.59549 119.31399 440.68323 181.12863 233.09763 653.3915 470.61755 539.53064 298.54956 530.49976 601.6551 209.58023 210.2 59.53455 176.6184 80.1654 74.69067 65.731026 179.57135 97.29478 118.558586 52.53117 74.486786 63.460007 153.7247 249.53549 206.6292 101.70357 427.39304 96.79613 117.97118 47.46304 817.65814 333.34314 120.22125 64.14438 199.30693 40.555737 57.50047 67.947136 265.58823
142.4 895.5017 402.26437 535.3961 587.93835 276.69543 369.66873 308.9865 446.72684 720.065 399.15637 613.21533 532.2895 396.20084 634.18445 416.66595 688.3013 771.0322 467.41492 496.59088 342.56464 168 205.20497 244.73457 281.50345 296.22104 218.73457 187.9251 305.4827 214.63625 343.50357 336.1971 186.38603 181.34166 272.82547 370.36038 321.39917 208.21477 215.10251 216.82225 221.56996 244.54123 354.45035 243.66118 204.7973 139.92961 153.57106 210.83507 193.24806 305.42398
-295.3 -642.1742 -281.98395 -321.9813 -459.16742 -442.21304 -459.30188 -304.26013 -518.6987 -447.0452 -320.27753 -384.98386 -402.3835 -910.7411 -527.7042 -575.8161 -1094.6964 -144.48576 -346.61206 -505.60968 -461.09247 -350.6 -287.19232 -397.8146 -256.43137 -333.36142 -189.59454 -541.5666 -271.647 -225.43713 -133.11424 -249.54387 -136.73857 -246.8084 -259.71036 -338.39273 -276.8471 -231.70143 -407.89386 -225.80869 -299.44345 -246.51161 -241.42628 -292.02805 -516.39124 -447.9494 -542.70337 -315.98785 -303.28317 -253.54938
210.5 405.63895 575.2442 828.09796 477.94226 516.74805 862.22284 546.4022 879.6719 546.1444 762.8129 722.106 635.7435 516.00525 282.91904 448.69528 612.49457 326.7742 725.526 610.209 560.85077 408.4 364.55814 287.05527 402.56735 384.2757 417.84573 311.0578 492.92966 417.84366 498.05368 333.13364 477.55875 297.04218 386.6833 216.96065 275.76877 196.97603 347.25327 346.39297 393.06216 320.05505 342.23834 328.3902 195.83534 226.04855 191.82863 287.1847 408.28912 278.45898
601.9 338.0762 667.60236 572.1117 368.3543 588.7846 741.7515 443.18164 542.57336 685.3228 634.927 456.77646 741.9997 471.89246 401.8067 456.3823 342.90695 481.85693 486.85678 566.6027 523.95056 123.2 386.2104 453.51666 413.3902 165.53288 285.12955 115.39021 367.93448 266.56842 434.87073 288.62537 225.99306 318.4962 308.37943 289.6552 222.13603 139.26857 184.66779 272.14313 314.44974 247.41693 134.08104 156.19194 201.89297 78.587616 182.43321 134.06187 496.2816 254.1856
201.1 886.97437 655.02203 695.6432 744.0553 570.98364 521.3676 429.93094 534.7775 643.6739 544.0995 567.02563 408.9965 476.28748 580.3485 521.0104 421.20108 477.88306 505.79236 399.89468 281.78317 133.3 286.10062 313.3344 261.59808 178.56891 266.0963 113.96397 300.6294 294.073 206.78357 322.32385 368.44525 397.7423 292.7883 333.07727 425.2594 259.3166 99.427704 241.42346 364.5275 264.99066 348.41974 307.38193 117.252266 208.47548 163.30444 155.24069 281.59717 269.9437
343.1 319.8408 501.06613 557.70435 373.04803 441.58847 368.88998 460.23035 548.00256 1079.3127 519.9423 398.77808 507.5188 668.03955 590.653 522.7186 276.57608 588.9476 395.41925 446.01135 378.26675 153 237.48315 196.77112 177.29932 311.2248 149.75757 137.19142 301.17883 283.9629 211.31555 338.86673 283.51758 262.4483 246.98212 280.37186 473.78427 201.10454 192.56252 165.13417 207.13211 228.99113 275.24808 314.55865 155.34058 145.71454 162.08777 153.2287 224.24338 294.41287
51.1 1011.4735 31.297455 68.31878 762.8301 90.98263 53.34381 50.639687 70.30135 118.04002 25.282791 59.252403 116.68001 325.39255 78.86122 304.2074 126.73936 126.24672 103.58871 32.82093 65.73344 45.6 27.00161 296.56735 48.13187 56.407444 42.05015 56.099068 28.524538 20.220266 36.05729 38.03115 24.352224 32.5008 67.54868 42.37396 35.98218 82.845535 40.04568 35.372234 13.414703 65.02283 70.60864 178.2876 36.01379 40.385303 39.001102 55.276695 35.418114 72.23295
253 600.4558 665.99146 459.54834 373.86432 346.23367 350.97894 230.83258 498.8612 863.4292 516.73865 230.42601 426.4817 797.4478 570.67487 546.9185 359.96344 510.0816 487.5656 478.92523 506.29922 202.5 259.39014 244.41214 287.59473 264.57385 218.3657 184.86885 219.95486 218.52959 352.5344 239.56563 181.44902 299.89108 291.78244 300.62302 365.83774 201.97612 113.043236 213.76302 172.00378 419.21353 492.65234 221.30453 116.422455 135.23619 90.642075 81.00895 182.72606 320.88852
155.9 619.47833 618.2015 491.43048 805.27765 477.29446 898.59015 362.58017 478.39725 638.23236 409.89288 415.1848 709.71936 314.16092 439.02917 328.12265 659.8738 281.63513 542.5496 572.36725 431.78 133.3 384.1725 456.01566 316.80017 287.03845 470.51907 146.42809 241.3368 318.4378 347.01004 348.93253 261.93896 316.57755 346.71893 311.81543 287.57367 222.71043 253.8896 288.96884 307.40134 252.05 195.94527 232.56985 230.43846 118.75462 402.04254 109.28266 281.9895 205.73665
469.8 287.30573 534.7416 450.811 362.8443 499.77988 544.26263 691.14734 624.35956 756.16766 547.04333 567.8617 897.46094 453.17303 537.5882 525.13855 387.20648 802.1099 498.29916 527.7382 325.8717 64.8 249.16446 222.6472 341.274 383.12787 233.12015 121.29896 303.92596 276.17618 292.42792 316.5032 224.27342 402.91687 277.19717 346.70282 314.0779 236.5639 198.62659 351.87405 314.22238 345.98962 297.31012 266.8877 242.80264 118.97292 195.34346 221.74214 335.7052 326.6632
109.7 573.56195 243.16896 372.63943 633.65106 525.0759 884.1056 410.60345 290.32373 190.34999 343.22253 489.79898 468.17715 408.57196 194.31406 393.03543 668.1651 235.57903 634.99976 463.21213 458.21716 110.4 399.74756 507.28412 446.23953 231.45087 602.7926 98.54691 273.75317 234.22856 251.30937 220.2218 215.78621 250.82011 403.82196 305.00266 128.26456 234.91249 478.031 172.08115 354.29596 224.51782 75.83519 278.153 222.63823 129.99701 207.98335 98.16378 277.8164 224.5779
166.9 854.8329 312.51428 555.2876 833.6439 213.61139 332.13336 221.46423 510.13727 382.26965 320.3641 424.38098 617.2496 561.90857 479.75665 581.36786 532.8975 399.119 570.2948 328.48822 449.9106 153.8 164.37503 483.66516 212.54163 193.81859 281.21964 123.47229 247.79262 212.81517 204.03793 237.63998 153.38017 173.84148 268.18295 358.71875 256.0183 253.81192 231.80728 292.9841 115.843925 239.10934 266.70468 330.43448 190.10966 156.4112 105.03935 213.80008 225.5274 218.0691
31.7 453.6544 803.0712 459.45538 262.23563 229.85086 530.3231 173.94733 249.18698 247.80032 703.06934 193.85045 382.65662 93.27161 198.59007 254.81108 106.010956 232.8279 303.67792 139.27975 25.159212 6.8 313.75726 169.84708 3.5894954 195.0484 290.44116 -0.6112489 250.95183 408.67545 308.60406 133.96243 408.66248 217.4472 122.136986 287.9333 67.31051 152.20457 94.73664 62.07668 187.86269 208.06241 2.5630183 235.74501 21.57508 5.5666227 93.14301 34.52146 46.68913 62.73891
429.8 794.87915 628.8641 362.60077 397.1288 418.37436 800.23505 543.44824 428.76868 386.35086 530.41907 589.49347 257.00986 352.73923 375.02893 397.16364 187.50317 234.05061 303.17163 503.1923 255.4259 91.5 336.9015 172.66846 170.99051 287.85834 95.01859 64.31697 258.1402 234.60533 421.04327 290.11334 359.015 268.32056 270.81372 180.35135 179.00282 101.05687 65.44608 146.84258 369.98434 160.93285 256.05057 239.61612 58.086758 151.17201 108.55419 103.246704 261.15955 226.878
10.8 1051.88 16.79937 71.2932 626.7125 70.4751 39.17071 24.897846 63.967274 139.28305 7.9658103 15.675239 127.440125 253.93317 69.39787 256.94638 192.95178 84.67395 112.803345 32.634975 24.600119 17.6 18.813791 282.7023 176.37474 102.32048 24.19728 15.688723 13.094732 8.100666 42.40866 25.383276 1.7751051 13.430563 75.44096 20.962383 4.710601 108.07535 27.574312 5.7997723 6.479984 9.745437 31.962347 144.49168 19.832478 12.22474 14.329694 63.324642 15.194476 64.45175
432.1 651.48865 343.65833 511.22894 195.50328 272.9479 427.99646 255.89923 334.7319 543.52826 539.51044 384.35684 522.8744 373.2492 693.55817 399.72595 589.0419 566.5309 658.99835 462.3753 434.89496 31.8 401.71265 95.523865 58.954742 262.11423 80.4117 172.23637 266.51898 253.82088 267.58478 261.92914 326.78574 537.16437 265.7843 421.4562 443.93155 228.49036 113.272064 328.16513 209.23528 261.20966 309.8237 267.54013 39.16707 111.11416 58.467854 83.86809 199.5256 360.67535
280.8 38.96338 205.81145 81.88958 53.059345 257.5412 378.70212 567.1645 142.13403 31.079687 42.68635 32.8135 683.4915 126.80381 58.182056 596.4572 308.67548 278.17075 37.26358 58.5756 79.47116 46.8 328.9684 58.60409 38.505497 31.97515 31.058094 30.08703 521.40845 154.47781 31.889198 30.503695 14.921977 106.45611 59.269516 60.079685 26.05019 24.77109 51.94497 522.6168 340.08545 46.703537 33.017708 47.975418 156.5853 39.293808 190.81473 125.060875 167.38892 22.756313
218.4 567.00244 421.44174 234.97942 329.58017 370.48877 358.8442 622.36176 283.8504 580.1542 376.81747 158.42442 545.85175 411.9903 355.82184 340.9344 163.45824 813.82776 273.50253 372.65237 451.10867 85.4 529.33344 137.76395 235.00317 276.95398 68.4606 107.57981 259.92584 174.19571 706.9544 379.08612 226.43684 319.31018 152.5068 246.6449 119.808174 129.406 126.42993 128.1686 357.02435 133.72017 211.92645 231.35199 135.01021 85.79148 80.30036 139.78015 185.18715 231.28246
649.8 406.55725 562.5104 605.481 361.0076 434.61383 671.1196 412.46027 590.87946 485.45004 692.41943 548.94684 608.28284 488.49582 872.9412 620.2301 746.22235 806.79706 616.368 636.0566 600.7061 257 337.7021 262.46896 310.49136 494.221 241.01378 236.21375 302.18613 326.47568 357.13254 278.99722 363.1754 252.27364 362.23267 448.10834 464.4766 276.9316 254.00403 278.89893 355.37598 485.9937 388.02087 332.0003 175.33902 198.43373 195.8842 302.4334 248.99681 436.08926
-3.5 873.1994 22.629288 86.90892 842.2151 67.35213 29.747936 27.851828 37.795677 226.97588 49.69973 90.289375 69.6045 312.85867 219.90015 292.8192 187.14783 210.3093 202.9245 90.46676 120.12525 48.4 20.160233 288.34506 34.589684 97.15526 22.205431 47.94908 16.986523 21.852959 31.029116 44.070618 10.706102 29.651892 74.976715 141.72067 48.865387 191.79245 48.16923 25.812172 1.3073652 154.32936 153.17804 166.58734 46.552383 62.4335 6.2861395 39.1808 16.977865 119.26266
167.9 541.6828 660.08484 911.2889 555.6946 336.03195 296.7785 414.40146 354.22137 735.6572 412.3173 494.81503 431.97382 439.0114 666.2196 467.7705 411.01456 742.60376 438.45465 321.05005 397.83505 189.7 240.97664 417.80606 292.43512 508.2409 387.00894 144.66225 271.50964 230.71199 307.47934 337.5976 315.08115 280.70456 222.5315 328.58533 294.61118 219.45349 148.96992 211.2774 227.59521 317.28586 463.10223 316.42896 97.91767 158.59418 150.259 184.36156 188.39725 313.1073
6.6 1022.4935 18.333559 37.73799 575.28577 36.64289 0.85661596 12.744322 15.870008 -20.824436 -20.69379 17.347265 15.243499 216.33151 80.68379 177.22893 48.800575 60.525063 76.147316 7.6241255 18.370218 -6.6 2.32898 306.16003 8.049171 -0.32795024 26.631762 20.85038 7.920939 7.6610947 18.591005 7.352397 -5.103427 0.11628193 34.43203 -3.0694916 3.802533 88.57958 -29.290556 -13.511557 -5.968406 56.92826 296.0035 137.27145 6.389543 4.14768 -19.331568 30.497486 11.77037 96.35953
13.1 62.577545 694.83417 956.7418 114.48574 124.81484 375.43143 147.6991 216.47249 70.42636 623.7576 337.22665 350.2642 110.363266 101.85365 249.40167 130.2928 194.71953 93.36147 149.13533 197.51979 89 143.1231 85.85056 100.01639 82.151535 249.20247 46.115337 240.60425 244.58987 218.92397 299.39136 350.3059 166.80643 126.586075 102.37878 263.2261 111.9745 69.336235 162.64854 135.68176 67.63226 154.08264 94.68946 97.41979 91.030655 83.544815 96.1518 110.92681 59.06854
237.6 508.8853 542.5659 692.48285 528.34863 428.78427 527.2082 355.6594 480.4158 705.31006 613.36743 678.5288 610.4124 660.55176 707.6481 526.41974 468.58026 494.5937 709.3244 535.08344 618.83673 157.4 298.65527 458.59518 322.72827 230.46704 203.98013 128.02269 306.58154 241.57568 326.335 283.94257 245.01999 277.44867 352.63815 382.07684 401.08212 236.74738 243.821 304.07376 271.47723 328.46915 291.0785 315.2111 165.87918 184.4626 152.08401 139.67426 315.16055 306.207
255.6 96.55571 441.30945 107.35808 97.95572 592.324 793.30426 764.1529 242.85289 514.4368 120.00667 64.895485 211.39145 165.38211 124.42548 146.19608 148.06 356.0178 107.43658 154.62099 90.7329 67.5 172.45367 63.763187 260.61914 88.62855 55.40292 36.674934 184.65402 106.250595 160.57071 118.16353 141.67557 137.50337 65.92379 141.53351 101.07928 60.276314 52.173798 83.04509 62.86721 45.53196 88.60003 68.287766 40.07986 61.560303 53.263203 38.43954 98.26475 39.835785
295.1 371.66077 483.95993 427.5733 352.23245 636.98254 373.3288 234.88374 457.7941 355.37582 316.29462 627.7411 757.57947 240.09708 396.89978 429.0506 183.47594 717.2322 713.1723 757.4848 411.1734 119.2 269.54303 444.0046 230.4891 101.99252 230.68567 294.55408 221.4658 242.51762 265.5338 312.56442 170.46556 126.28217 230.11427 476.25784 242.00002 216.1507 255.37701 181.2588 258.11935 257.85468 187.45213 259.18903 235.00243 207.38399 77.79942 168.15976 149.73337 267.88834
274.9 704.7518 376.95023 670.0818 539.36865 330.3065 379.87024 301.55933 485.77542 570.7361 279.7558 494.60602 382.8808 509.33133 708.2088 504.78217 665.5593 505.90393 593.382 469.16266 638.8843 87.6 178.09418 256.66498 256.92084 290.4819 226.55443 193.08673 344.30902 225.12315 239.23514 275.36478 93.24849 171.57399 491.72034 412.6595 399.15247 208.12303 148.0546 396.169 195.13846 271.59415 313.04004 311.34 119.82468 216.6617 74.89293 138.29764 299.32407 348.88123
75.1 640.20636 233.96382 585.58954 917.72266 214.44418 158.3182 53.50927 160.57944 316.97095 154.2077 173.26364 187.29327 340.53088 443.16504 443.28586 463.25012 341.65073 465.491 253.64163 294.7222 156 81.25957 379.11285 250.12256 187.09561 179.19266 180.79385 84.6579 85.96753 73.40469 114.443565 64.4585 77.327484 150.06949 185.89142 177.5272 227.34355 125.285774 147.03377 90.32188 181.86156 166.04338 191.94514 73.77018 167.6536 75.298485 105.68227 53.145 126.84811
340.7 277.2041 551.00397 869.9258 218.15555 219.75325 261.57935 240.87611 355.96152 374.63055 413.00995 289.2604 190.87997 349.8092 283.33963 192.88771 179.33026 406.55725 188.34311 193.76436 216.52898 114.1 264.92145 100.76357 106.3252 849.0632 113.97804 96.23775 147.56755 161.63654 124.64574 369.7643 497.19583 176.45782 131.26727 116.416084 227.7547 86.8823 81.12111 121.2216 190.36374 105.016396 193.83455 138.27184 83.313 138.72897 101.65971 111.71822 91.63054 126.407646
