"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55"
10.256016 9.546213 11.42772 9.79297 7.021462 10.387483 9.582211 7.554962 10.568393 10.014706 10.551993 9.653513 10.610396 10.691306 10.726771 9.873406 10.524892 7.369628 11.110678 11.765639 11.106856 9.405355 9.735336 9.507119 10.784591 10.641208 11.042573 10.856919 8.655467 10.60618 9.56812 9.625543 10.022945 9.803751 9.598166 9.244051 10.445894 9.538112 9.895151 10.478817 10.048639 8.157395 10.786224 10.639129 10.693976 10.535435 8.478545 10.536283 10.260897 10.54384 10.786264 11.51328 9.60451 10.144711 9.125796
4.549231 4.743937 4.870779 4.378614 4.591121 4.94672 4.716957 4.463414 4.540262 4.715113 4.788452 6.111758 4.548207 4.600547 4.618478 5.117911 4.663296 4.51435 4.870967 6.688062 5.082942 4.812873 8.651294 4.764341 4.478577 4.712926 5.600268 4.644573 4.998148 4.542054 4.858673 4.695122 6.56719 4.649665 4.852056 4.526369 5.678526 5.934328 5.740787 4.802943 4.932594 4.651325 4.732256 6.396065 4.971147 6.19677 4.813338 7.2645 5.824426 7.886048 4.709526 4.611813 4.665404 8.151278 4.621131
10.428347 10.004803 10.561804 10.255301 5.815031 9.057062 9.810442 8.193027 9.432764 9.557796 10.086825 10.125664 10.548415 8.89561 10.39852 10.809633 9.678351 6.519148 9.81313 10.044306 9.929442 10.598538 8.984949 8.817488 9.894424 8.611374 10.580648 9.923826 9.809312 9.756919 10.532274 8.487618 10.345685 9.412165 9.791227 10.089234 10.440225 10.450816 9.253899 10.836715 10.790177 10.350007 10.2162 10.442335 9.620483 10.546909 9.33672 9.618407 9.606875 10.209882 10.539449 9.873329 7.607921 10.12722 9.74018
6.828478 6.239053 9.288431 5.073142 7.288892 5.518478 8.000607 7.118864 5.589087 5.262195 5.03013 6.194939 5.200009 5.057403 5.696432 6.328082 5.232438 8.285808 8.025696 5.45989 6.274875 5.170213 5.24406 5.049549 5.18318 5.188543 6.554211 6.490881 6.706311 6.549951 8.042834 5.220024 5.662721 6.478076 6.350607 7.482406 5.782001 6.933976 7.155103 6.385434 6.258005 7.452118 5.860779 5.942272 5.945263 5.779742 5.294336 6.865699 5.724296 5.794677 6.360441 4.956287 5.713592 6.528137 5.36278
13.586748 13.544816 13.716125 12.503064 13.524768 12.852589 13.917026 13.72768 13.459165 12.904253 12.211545 13.34124 12.233226 11.670143 13.555608 13.3775 12.924437 13.685498 13.595037 13.142965 13.450064 9.666269 12.244103 10.04461 11.482843 10.479312 13.408118 13.26488 13.555675 13.441846 13.743139 12.983478 12.940784 13.581118 13.152879 13.433758 12.975612 13.649036 13.419853 13.457746 13.163449 13.713904 13.132171 13.161123 13.326458 12.839279 10.348987 13.506037 12.906646 13.243379 13.651606 11.213555 13.496383 13.26991 12.7105
4.785287 4.030555 4.287391 6.451407 7.967424 4.471621 5.468816 7.077693 4.038873 4.214682 4.515702 3.78102 4.010883 4.521182 3.89994 4.080525 4.765995 4.488426 4.506578 5.272885 4.140576 5.396124 4.825444 4.01528 4.731567 3.991805 3.8805 4.36897 4.138788 5.387707 4.191749 7.134892 7.009259 4.917615 5.328766 3.678916 5.308558 3.882761 4.027462 3.690326 3.640425 5.33446 5.255705 4.685159 3.915397 3.734772 4.140408 3.675663 3.689484 3.968264 5.062526 4.071532 3.947051 5.531003 4.041127
7.579156 5.708185 5.460185 5.411287 6.230415 4.860138 4.464514 7.780029 5.829002 6.028696 5.769799 6.472546 7.055704 5.862545 4.43289 5.142291 5.613034 5.009189 4.963814 6.020567 5.876652 7.499131 6.55495 7.337695 6.138255 6.043486 6.220483 6.021989 5.160102 6.379186 6.740992 5.29793 6.878822 8.110417 7.910706 7.90638 5.818573 5.003628 5.276971 7.881858 8.03481 4.925279 5.984738 5.332594 6.783964 5.980675 5.160636 7.236536 5.894372 6.727747 5.511099 5.776567 5.824048 7.253938 5.622712
6.857962 6.442527 6.585651 7.86767 6.659663 6.468341 6.693811 8.724974 6.12014 6.622729 6.458725 7.456433 6.119361 6.143822 6.452928 6.568479 6.479906 7.884298 6.680218 6.959799 6.73218 6.477005 6.322502 7.880345 7.012982 6.283278 6.528101 6.855363 7.046086 9.857455 6.412351 6.929672 6.196481 7.377737 7.167966 9.384023 6.143748 7.337411 6.914253 9.323983 8.377758 9.432065 9.525846 7.188748 7.107132 6.755099 6.287399 7.372126 6.716223 6.736376 6.68612 8.733134 6.582406 7.335603 6.495054
7.728071 6.660573 6.73492 7.564243 8.887681 7.271835 7.163892 8.23915 9.222922 9.493829 8.281779 8.264702 8.186538 8.130856 9.629188 7.005216 8.470306 10.959913 7.358229 8.957376 8.796059 6.992087 7.493948 6.513627 8.013244 7.004491 6.53059 7.078526 7.839309 7.134152 8.489473 7.859897 8.488873 9.229632 8.191718 6.466292 8.347386 7.481663 6.43867 8.283275 7.268709 7.033164 7.50382 7.279723 9.549039 7.119353 7.412639 8.852328 8.629686 6.532506 8.311418 6.526814 7.851935 8.616576 8.162885
8.994251 9.200535 9.846859 9.569031 11.346678 8.435583 7.951774 8.040498 7.847236 8.40785 9.08232 8.461909 9.717817 9.736155 7.885626 9.382592 8.697087 9.708432 9.855178 9.712549 8.830413 9.665704 8.758717 6.854756 9.05795 6.706951 8.788281 7.921701 7.848157 8.491238 8.757581 9.153367 8.373945 8.888221 8.969169 6.611046 9.837695 7.835822 7.25097 8.392272 8.530912 7.085186 9.933098 8.156422 9.275016 7.683884 8.882272 8.739055 7.33522 7.638007 8.381749 9.175518 8.686634 8.489799 6.471109
11.567077 11.696939 6.950986 11.38086 11.669157 11.212846 10.266183 12.278633 12.122801 12.273152 11.251187 11.946567 11.059126 11.993579 12.052303 9.936976 12.034135 12.594565 8.378256 12.396633 11.859434 11.431987 12.494774 10.713725 11.677086 10.823646 10.144214 11.365694 10.874679 11.834904 11.810083 11.636804 11.290006 12.714588 11.913354 10.868151 11.815336 11.050797 11.23766 10.307386 11.737403 11.315763 11.204648 10.949875 11.964176 10.081457 11.574254 11.412158 11.756456 11.022645 11.261609 10.420231 11.807311 11.637142 11.469292
5.936747 6.082442 6.462851 7.036056 7.805722 5.442728 6.366338 5.96023 6.530202 5.758555 5.443166 4.974805 8.596125 6.742249 5.549939 5.537761 6.940703 6.423203 4.929904 5.635312 5.898988 6.863658 5.828358 5.046126 6.609971 4.457514 6.441308 7.182365 5.412726 6.093761 6.562631 5.179767 6.722405 7.669341 7.049111 5.077517 5.990977 5.352375 7.980255 5.462224 4.752528 4.690018 5.506361 5.355566 7.062693 7.992432 5.754473 5.331931 5.821292 5.320704 7.807157 4.787676 5.171746 6.249305 4.892622
6.871101 6.400219 7.59192 7.787632 9.005372 7.427506 7.310876 8.356062 8.322037 8.860869 8.327836 7.763587 7.842268 9.896512 7.459387 6.81797 7.190177 9.862021 5.998927 7.451317 7.635374 7.834055 7.676942 6.756765 7.683387 6.423858 7.276659 7.023118 7.631379 7.950295 9.155041 7.466179 7.584902 10.546028 9.100156 6.335633 7.804552 7.23286 7.331701 6.662024 5.850318 6.731908 7.452415 7.275494 7.161421 6.695339 6.373054 6.342171 8.023796 8.173415 8.273549 7.163613 7.735116 8.097844 6.780531
10.217238 10.272208 9.474097 11.85155 13.312718 11.195908 10.520208 11.134573 11.272346 11.582078 11.87093 10.717926 12.04794 11.367168 11.295288 9.756895 11.261537 12.572006 8.394231 11.474386 10.961206 11.97827 11.870022 10.019106 10.592136 9.914663 9.401549 10.150829 10.486344 10.972086 10.397353 11.75595 10.066668 11.421465 10.604502 8.891775 11.278582 10.675281 10.123749 9.183823 9.520669 9.335079 10.183417 10.767048 10.557642 8.958743 11.169004 9.798667 10.050342 9.96605 10.552727 10.427476 11.351234 11.021594 10.501432
9.931254 7.359291 8.814155 10.269616 9.209954 8.596137 8.494844 9.167352 9.737523 9.550343 7.989594 7.918479 8.323355 8.939936 8.839299 7.611241 7.966356 8.787751 7.885057 8.840879 7.436826 9.939735 9.061423 8.824369 9.117911 7.604489 9.159163 10.277139 8.550192 10.442606 9.330879 10.008895 7.639689 10.549129 9.200539 11.058873 8.222428 9.510527 8.264639 10.030356 10.39463 10.701418 10.159278 8.65173 8.733601 10.808918 8.456529 8.55049 9.028945 7.991017 8.330436 10.776337 8.827183 9.445762 8.529064
6.464703 6.43368 7.317537 6.947058 4.886426 8.143611 7.211507 7.393867 5.928265 6.319104 7.715883 8.284387 7.32914 5.710301 7.482346 8.034186 6.998569 5.07159 6.610689 5.799756 5.970969 7.804323 5.589137 5.922066 7.29669 6.897811 8.039462 7.438728 7.813852 4.980374 7.807339 6.780251 9.113787 6.261122 8.289249 6.237399 8.007255 7.043638 7.198821 7.180707 6.669668 6.635512 7.05334 7.259698 7.493619 7.48273 8.239133 8.854531 6.848718 7.84508 8.542623 8.377141 6.545691 7.354157 7.725728
8.304875 7.264297 5.890157 9.055815 9.38987 8.401351 7.376139 9.433226 8.963832 10.064116 9.294942 8.715029 9.319692 9.298332 9.496966 6.646456 8.841486 10.28545 5.664749 9.236595 8.8557 8.169005 9.096517 7.438396 8.915878 8.620495 6.707336 8.589392 7.623795 8.341696 8.837039 9.036587 8.392141 9.24108 8.672687 7.173754 8.721527 8.070671 8.32247 6.68394 8.097661 8.403684 8.094447 8.023943 8.787258 7.473863 9.039076 7.571554 9.100898 7.886479 7.767211 7.635277 8.831931 9.357176 8.008687
9.771786 9.796993 9.466915 10.00154 6.52658 9.854785 9.270725 8.974728 8.379429 8.92499 9.691017 8.782328 9.455764 9.602266 9.997697 10.289961 9.950563 8.254852 10.726902 7.378732 8.736757 9.784906 7.847252 10.338977 10.290349 8.634689 10.166176 9.771445 10.263298 6.870378 10.211279 9.958663 9.757819 8.157962 8.229701 8.673777 10.028736 9.592523 9.182298 8.534549 8.076783 8.460218 7.913344 9.541781 9.615961 9.500851 10.301208 9.347383 9.687995 9.802419 9.673264 7.433624 9.35351 9.278999 10.938434
10.216722 10.037841 9.425834 9.674049 9.231563 8.373115 8.665556 7.577974 8.860128 10.196528 9.9751 7.097239 8.132314 7.980919 8.680436 8.838794 9.842924 7.697311 7.070289 8.263573 9.335381 8.700595 9.170031 9.761508 9.104858 9.865129 9.599668 8.648593 8.460784 9.696283 8.587846 10.090749 7.359623 8.627306 8.129453 10.829776 8.246061 9.891219 7.659513 8.95308 10.397721 9.674813 9.967015 8.956507 7.585683 10.282084 10.226951 10.657655 9.359669 8.045496 9.137485 8.999825 7.451634 9.613865 9.013476
6.141512 6.373798 7.301584 8.82778 9.970253 7.631546 8.37631 7.833172 8.599259 8.107542 8.140336 7.101696 8.906949 7.970022 6.159058 6.387439 7.577672 8.675832 5.722746 6.811392 7.578127 8.621093 8.456647 6.405038 7.498697 6.592984 6.59088 6.717693 7.856646 7.65078 7.427006 7.859141 7.181342 8.340468 8.561063 5.939127 7.304926 7.04657 6.924542 6.939206 5.612875 6.239855 6.496772 7.223691 5.594207 5.908509 7.589513 6.264833 7.577321 7.07373 7.443544 6.365056 7.361099 8.011538 6.699346
8.660208 7.950862 7.365991 9.180865 5.994238 7.79052 8.057037 6.062071 6.2828 6.307107 9.468531 7.779513 7.362858 6.215161 7.576672 8.369711 6.793055 6.529539 8.286708 6.493573 7.110316 7.457898 6.302856 6.274494 7.962567 6.789535 7.631967 6.733214 8.689507 5.773624 8.527849 7.378617 8.193744 5.869774 7.7335 5.898917 8.313984 7.504541 7.616534 6.993502 8.093477 5.948781 6.425559 7.894213 8.525671 7.2443 7.069499 8.570046 7.436374 7.763477 7.65142 5.461015 6.027191 6.877504 6.686163
6.023767 5.354441 6.136417 5.35766 5.88687 5.917557 6.691675 6.323885 5.622238 5.54933 5.081319 5.764052 5.445461 5.327483 6.031231 5.763054 5.560872 6.082939 5.956979 5.577432 5.648394 5.424393 5.225017 5.18103 5.237664 5.377548 5.688905 6.100052 6.626268 5.940889 7.341405 5.648857 5.428905 5.800327 5.727047 5.769034 5.235463 6.082599 6.88601 5.754455 5.724325 12.01143 5.366605 5.69349 6.401726 6.135849 5.739645 5.639105 5.246234 5.686904 5.797334 5.228498 5.451245 6.046205 5.046561
9.547923 8.251979 8.988002 10.204982 5.518955 8.900936 9.096478 8.991127 9.088493 8.644156 9.41225 6.824795 8.80991 9.821591 9.35243 9.078133 9.62098 8.204936 9.50524 8.575303 8.790866 8.658863 9.076043 9.732265 9.3542 9.862644 9.123865 9.766143 9.071665 8.860759 9.656457 10.41746 9.394528 8.70308 9.545929 9.73296 9.975294 8.75016 7.721181 8.460994 7.929182 5.264735 9.093502 9.365475 9.616545 9.760697 8.927574 10.174488 9.725289 9.633429 9.62098 8.662891 9.108087 9.274675 9.014429
7.215143 6.971669 8.006795 6.690958 6.741727 6.633861 7.626537 7.229611 8.079346 8.553321 6.445767 7.796655 7.422585 7.057513 7.640377 7.06034 6.911397 8.975192 7.751176 7.381202 7.246238 7.288223 6.496838 6.464142 6.471817 6.533319 6.677838 6.520568 6.825584 6.666624 8.053695 7.395139 6.349888 8.456282 6.978967 8.769349 6.903973 7.046637 7.174684 10.582224 10.851781 9.690952 7.894004 7.193189 7.845315 6.892181 7.259335 6.954942 6.939488 7.021527 6.293954 7.682171 7.885743 7.138821 6.707019
10.753781 8.833335 7.465611 11.068267 11.585772 9.639397 8.274783 11.055116 8.545153 9.617252 9.855718 9.436384 9.740893 10.414328 7.882802 9.491222 10.738356 10.856364 8.077244 11.142793 9.418895 10.019073 10.637141 9.233215 9.244413 9.66203 8.004857 9.223663 8.058744 11.088679 9.23999 9.121077 9.413758 10.318567 10.907947 9.535188 10.473243 8.954593 9.412095 8.199733 9.032395 9.737004 8.571332 9.361559 9.114915 8.314151 10.310348 10.007912 10.166097 9.349514 9.52922 9.414331 10.332293 10.582533 9.481727
9.549651 10.283881 10.885065 9.244623 7.875054 9.2217 10.510148 8.802655 8.459104 9.184028 9.33161 7.638044 8.376178 9.104669 8.657887 11.233311 10.152557 7.738392 9.962031 8.906263 9.1062 9.316242 8.594899 8.35285 9.156832 8.556181 10.115032 9.973015 9.345248 7.679356 8.526153 10.917126 9.808114 8.58595 8.769662 8.325346 9.849555 9.120796 10.098415 8.555075 8.327832 7.874764 8.506695 9.550662 9.054819 10.909424 9.715051 10.839557 9.887107 10.324479 9.870004 7.570772 8.536598 9.329718 11.119349
8.533491 8.958847 9.152713 7.150228 9.114704 6.243679 7.374879 7.441635 8.7677 8.165528 7.23481 9.338352 8.55071 8.32607 6.527705 9.041165 8.594451 7.792779 9.445651 6.372995 8.139463 8.527714 8.859448 8.605051 9.16579 8.731308 6.06768 8.522184 8.998402 7.922654 6.183782 8.445554 9.064208 7.876775 8.499649 8.538668 8.075613 8.505362 6.570661 8.482565 6.535921 8.150637 8.894312 8.592276 8.41149 7.973966 7.329158 8.753321 8.812993 6.636569 9.047757 9.174212 6.169837 8.276899 9.181861
7.404312 8.044706 8.317801 7.939805 6.873832 8.213335 8.378287 9.268052 7.505966 7.773724 8.252375 6.518792 7.939945 7.509916 7.957547 9.176775 6.263533 8.244453 8.107617 6.803209 7.023595 7.940811 7.356242 6.323631 7.294867 6.889238 8.497824 8.051594 8.005099 6.016474 8.549512 7.777051 8.922302 7.927553 8.811694 6.034204 8.26009 8.341473 8.26573 8.0644 7.07243 5.682321 7.339049 8.693432 9.164052 9.355572 7.905738 9.559246 7.527822 7.648057 8.394254 5.530441 6.466091 8.807814 8.910891
6.204384 5.802645 7.43863 7.38461 10.170853 7.107496 7.289202 8.128006 9.108479 8.497504 6.711659 6.330852 7.324578 9.000481 6.571148 5.997748 6.904651 7.295398 6.24413 6.251892 7.201787 7.451007 8.003069 5.835975 6.580755 5.778196 6.211875 6.813119 6.369429 7.788717 8.006119 7.159003 5.991228 9.077802 8.592101 6.1517 7.538873 6.908664 6.639423 6.665105 6.177537 6.067454 6.597136 6.739817 7.15912 6.338119 7.1814 6.571189 6.574868 6.327296 6.203793 6.446071 7.880325 7.208809 6.171974
8.310928 6.050145 7.782465 7.901765 9.735187 9.062001 9.314572 7.731778 8.265695 8.226493 8.216198 7.99802 6.993282 7.789827 7.529459 7.940398 6.642886 7.363766 8.201388 10.062746 9.286942 6.930182 7.205906 6.860928 7.874098 6.402521 7.563395 7.17812 7.843507 6.051424 8.064202 7.52509 7.928847 7.380717 8.399062 5.802367 7.783948 6.684113 7.051577 6.307275 5.661391 6.500562 9.12932 7.308659 7.094999 7.299829 7.895573 6.255445 7.427549 7.841446 8.548695 6.594218 7.603489 7.253877 8.078593
9.473786 7.986445 8.879215 9.61879 7.780801 8.202115 8.446673 8.522558 8.004173 8.119533 9.762013 10.481648 10.281571 10.08725 8.023673 8.42525 7.893176 7.693972 8.174529 8.989387 8.197319 9.690079 10.724524 10.699483 9.771335 10.284492 8.187273 8.622703 8.899065 10.807283 9.870985 9.176639 9.767161 10.569726 7.033469 8.408449 9.120565 9.256525 9.923599 8.900585 9.382231 8.1356 9.647522 9.062004 7.862598 8.787149 8.811329 7.586431 10.51739 8.364179 8.141346 9.862606 10.031277 9.015126 8.367835
8.457857 8.615542 8.084976 9.216056 3.824129 9.27196 9.250172 8.04898 10.035562 8.201144 8.926267 7.65736 8.064064 8.44976 9.279314 9.247168 9.372343 6.867759 8.480689 8.366017 8.604064 7.286641 8.880564 8.729681 8.358623 7.799519 9.206076 9.172207 8.518168 8.126377 8.636805 9.345409 9.253713 8.152964 9.429905 8.210321 9.459701 7.912887 7.523439 8.861318 8.601763 7.17578 8.919498 9.408949 8.889898 8.232697 8.659921 9.243703 8.352399 10.051576 9.355489 9.851314 7.848438 9.00634 8.846944
9.859058 8.508426 9.101707 10.894162 10.913844 10.452096 10.389119 10.8185 9.394248 10.119807 10.183564 10.91382 9.246078 10.937932 10.22389 9.718583 10.788978 10.743126 5.30821 11.477025 9.926498 9.932645 10.899696 9.144821 11.119473 9.74105 9.373524 9.982752 9.227228 10.534991 9.386578 9.625959 10.453844 11.024284 11.045973 9.495239 10.614895 10.157926 9.975055 8.958249 9.519853 9.389873 9.700882 9.924653 10.001141 9.77501 8.947288 8.779241 10.597772 10.591836 10.608055 9.291795 10.209921 11.153097 10.218059
8.158762 8.764343 6.71099 8.767995 6.4237 8.658259 8.39561 9.667391 9.852233 10.493618 8.719025 9.30983 8.942844 7.971978 10.436461 7.585487 8.941312 10.755957 7.185274 9.626279 9.562827 7.386553 9.583949 8.046798 9.60713 8.809875 7.836786 8.26744 7.839198 8.26009 9.764168 8.615353 8.969527 9.735944 8.496158 6.692043 9.055635 8.057881 8.188473 7.617101 8.848481 7.739975 9.026825 8.16913 10.044522 8.140259 8.427892 8.04756 9.128093 7.928625 8.884681 7.449826 9.364405 8.540553 8.515414
9.410852 8.984774 8.88702 7.87426 6.54127 7.906856 7.639299 8.348086 6.971952 8.163757 6.401906 9.084192 8.788234 8.579916 7.47978 9.663308 6.927504 7.91056 9.283794 9.228235 8.981215 8.739729 7.247708 5.992837 8.799959 7.256973 8.929446 8.727543 9.383925 8.213821 8.784111 8.674043 10.573756 8.509454 8.570093 6.816724 8.762589 7.618302 9.216405 10.048188 8.751794 8.717943 9.159097 8.314235 10.141064 8.22502 8.824705 9.371041 8.131802 7.79695 8.457593 8.769442 7.274931 8.865149 7.671889
10.59867 10.723004 10.722455 10.331016 7.175662 10.631283 10.795067 10.027152 10.720734 9.822153 10.641183 10.897337 10.159108 10.902296 10.726129 11.439824 10.776552 8.821987 9.974967 10.059973 9.681957 10.494522 10.498838 11.062247 10.443374 10.499891 10.940971 10.765016 10.85075 6.782406 9.775808 10.688133 11.501731 9.41337 9.283248 8.626327 10.110195 10.902051 10.794234 10.901801 10.145667 8.229284 8.324474 11.017526 10.399942 9.722644 9.872404 10.955217 9.953063 10.798197 9.889741 10.411431 10.134684 10.393377 11.370022
6.14144 6.025608 8.711178 5.939161 6.072073 6.035416 6.67881 6.130989 6.460589 5.987285 5.959477 7.306046 8.427173 6.411871 6.0777 6.913575 6.335729 6.008635 8.45809 9.120994 6.51545 8.15496 7.291895 6.152727 6.865226 7.262751 7.323007 7.073908 6.750006 6.236757 5.741344 6.10947 8.026742 7.46196 6.126733 7.347407 8.148649 6.814379 7.241113 7.504617 8.115336 7.380503 8.992718 6.920977 8.136381 6.91775 5.960073 8.259661 6.510414 8.228488 7.351186 8.75767 6.843258 7.662448 5.423083
9.316308 8.388652 11.144472 9.385943 9.515878 9.519803 8.526971 10.735272 11.88696 11.717624 10.463479 11.394895 11.880264 10.783869 8.935895 10.147297 10.254244 10.414271 10.686591 11.244587 10.871782 11.816479 11.711252 11.293865 12.22266 10.743616 11.977081 11.805397 11.142978 11.606901 11.283264 11.34081 11.048904 11.424014 11.438347 10.827472 10.903769 10.979481 11.630893 11.522188 11.04365 10.000752 10.820857 11.144905 9.923605 11.450539 9.966037 9.857229 11.962395 12.278025 10.994316 10.708792 8.808501 11.496955 10.349894
11.046805 7.995743 8.959446 7.905858 7.901802 9.110783 8.165676 7.53446 8.827563 8.940674 8.523456 8.899931 11.176868 8.3252 9.025968 7.827575 8.763347 9.560397 11.011527 9.648701 9.237317 9.200542 8.786458 8.723377 8.450251 8.830414 8.610032 8.520215 7.897625 7.362972 7.801394 9.65391 7.710705 8.80122 7.545117 8.463465 10.712967 9.197162 8.194047 8.972591 9.24293 9.159924 9.319842 8.730124 9.1896 10.243129 9.800877 10.962823 11.167037 9.171782 9.411396 9.602648 9.205352 8.492704 8.646409
4.562796 4.644656 5.098758 4.514441 4.563402 4.432692 4.375588 7.623709 4.498232 4.912486 4.78039 4.527361 4.308897 5.024798 4.356337 4.400079 5.135824 4.58096 8.334219 4.399345 4.742336 4.565789 4.287148 4.318168 4.596012 4.644944 4.716966 4.483715 6.831823 4.386903 4.282291 4.837213 4.346553 4.46139 4.297774 4.440764 4.344035 9.058491 4.45298 4.689185 4.18787 4.332358 4.621192 4.470106 4.621395 4.669006 4.352851 4.633808 4.990639 4.459612 5.349215 4.433435 4.959761 4.394256 5.040638
9.290342 9.730745 9.66781 8.104845 7.203348 10.776582 8.692616 9.343127 8.824139 9.033108 10.930625 9.588484 9.619567 9.64937 9.732946 10.692552 10.621191 7.943462 10.254782 8.386497 8.954749 10.259982 9.228368 10.80184 10.561573 9.292158 11.084316 10.486693 10.699813 9.097766 10.95433 10.639506 10.201962 11.183809 7.996277 7.64347 11.077406 9.174631 10.637555 9.667666 9.86378 9.325263 9.330604 10.750119 9.629166 9.924608 10.008449 10.224515 9.795512 10.8952 10.629897 9.068583 9.439652 9.532846 10.553065
10.206746 11.607107 10.746953 11.964414 12.411205 11.753013 11.330956 12.301146 12.028418 12.660841 11.854423 11.97509 9.860139 11.751014 12.17458 10.986912 11.786489 12.869256 9.429664 12.468896 11.893645 11.874158 12.723849 12.064449 11.803088 11.576672 10.302564 11.714223 11.479486 12.093205 11.792861 11.435222 11.668144 12.266483 12.020013 11.045402 9.487291 11.274412 11.754956 10.709841 11.387766 11.165717 11.173128 11.39718 12.144981 8.753921 8.969345 9.359922 9.983506 11.234872 11.432025 11.112679 11.826577 11.935591 11.529817
5.813173 4.805762 4.960843 6.921902 7.53113 6.04804 5.773036 7.34244 7.631097 8.182731 6.07787 6.697615 8.460235 8.225922 7.312727 5.475697 6.412779 8.417619 5.100646 7.215267 6.379232 6.343686 6.707634 5.080446 6.793127 6.396438 5.581485 5.697169 6.019234 5.646199 7.127352 6.331784 6.23885 8.402988 7.514988 7.048745 6.712635 6.027408 6.004841 4.706475 5.471018 5.550658 5.70702 5.8614 6.68182 6.229776 5.92129 6.128807 6.570821 6.721267 6.395352 7.750639 6.567823 7.586464 5.8324
6.992382 6.736515 6.775962 8.828849 11.225991 7.863104 7.549499 7.90218 7.794393 8.111673 8.239818 7.784218 9.535487 9.096913 7.255409 6.647227 8.277616 9.167097 6.676289 7.720211 7.461492 8.990018 8.924255 7.07022 7.308638 7.121133 6.960933 7.386733 7.404876 7.481085 7.539643 8.949626 6.84632 8.538091 8.192028 6.41525 8.595355 7.817749 6.849633 6.696455 6.571442 6.482905 7.435465 7.817917 6.976326 6.378338 8.176358 6.850115 6.800257 6.898667 7.267936 7.510109 8.070389 8.510311 7.138298
8.239723 7.497117 6.39509 8.477209 7.103047 7.502116 7.633433 8.476639 9.439489 9.384117 8.647316 8.090096 7.843271 9.589045 8.136885 6.400098 8.18548 8.237021 8.38395 9.411143 8.224162 8.487763 10.001757 6.819529 9.764668 8.344374 8.288801 8.580414 8.219938 9.975445 8.623143 8.71624 8.236193 10.406602 9.472905 7.395787 7.936006 7.676109 7.539254 7.514353 8.364085 7.620556 9.785535 7.381899 7.742798 7.758609 7.288803 7.310715 9.229347 8.3165 8.584357 9.983198 9.670393 9.369059 8.096597
7.910694 6.861035 7.397508 8.544139 7.477371 7.409616 6.91826 9.720603 7.889704 8.235299 6.564423 7.516444 7.202918 7.072132 7.018158 6.397885 7.30131 7.300647 6.617099 7.379018 6.819641 7.226601 7.323525 7.505181 7.928684 6.658642 7.914396 7.555784 7.081349 9.746658 7.984612 8.784542 8.200502 9.474147 9.113651 9.322658 7.149376 7.799523 6.688647 9.028421 9.438611 9.730877 9.679859 7.495952 7.730513 8.652647 6.135291 7.520254 7.855064 7.115725 7.777127 8.510484 8.238983 8.631727 7.645637
9.703405 8.59069 9.428929 11.011373 12.135731 10.103168 9.845187 10.739372 10.570108 10.759251 10.79447 9.853251 11.568217 11.393493 10.315374 8.74953 10.715855 11.577649 8.017062 10.520197 10.506529 11.002343 11.096444 9.137978 9.771781 9.232503 8.534129 9.30437 9.48093 10.296075 10.281855 10.994178 9.612265 10.721969 11.085841 8.259284 11.166295 9.434842 9.274222 8.679564 9.172129 9.328106 9.589825 10.096701 9.600109 8.133901 10.38417 9.17752 9.994399 9.378723 9.818171 9.745244 10.756414 10.570522 9.413517
11.152232 9.78071 10.808682 10.653551 7.183117 9.477547 11.780002 7.997844 10.13564 9.265429 11.598069 10.323924 10.397532 10.994676 8.98845 9.307598 9.541893 8.834882 9.92818 10.435423 10.333757 9.918806 11.077169 8.594069 9.291793 10.091391 10.112316 9.814436 9.991308 9.049538 8.192592 9.758942 9.751084 10.54594 8.959216 9.057586 9.409309 9.557815 8.882905 10.26736 10.465444 10.94711 10.163494 10.772038 10.635914 8.6653 8.613358 9.554163 10.090426 10.135682 9.425487 11.899439 10.245541 10.461257 10.560572
8.394058 8.861495 6.815751 9.782203 7.669533 8.45127 8.087109 9.470466 7.9962 8.489598 7.904864 8.300158 6.12913 8.121351 9.451811 7.618745 9.846731 8.919528 5.917342 9.579901 8.001026 8.011254 8.729109 8.636624 8.833986 8.794912 8.729782 9.140936 8.560671 10.569645 8.225636 9.233216 8.748104 10.2325 8.973979 8.839533 7.356977 8.940858 8.544716 9.546578 10.034789 10.384028 9.522812 7.847434 8.422956 8.765907 8.153136 7.687517 8.737783 7.991568 8.065965 9.772359 9.588501 9.230497 8.744904
7.298541 8.606072 6.617494 7.767462 6.120434 8.254743 7.943323 7.674639 8.637622 7.104169 8.758437 7.105097 6.444354 6.661904 8.154359 7.347749 9.090582 5.969791 7.765626 6.215169 6.670931 6.622019 6.534594 8.154429 7.112926 6.923135 9.164759 8.154389 8.621973 6.413906 9.05668 8.972652 7.838894 6.274939 9.054849 6.61406 8.646325 7.170719 7.911554 6.945372 6.326965 6.34329 7.145965 8.428202 7.80312 8.232761 6.962691 7.311893 8.484953 7.372158 9.380149 6.456599 7.40254 7.184306 7.623768
