"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47"
0.676 -0.755 -0.597 -0.814 -0.514 0.851 -1.331 -0.708 1.719 -0.511268363449653 -1.594 -1.13 -0.291 2.127 -1.628 -2.632 2.255 -2.691 -1.052 -0.712 -0.975 -0.731 -0.113 0.127 -0.132 0.484 -1.442 -0.359 -2.615 1.406 -0.903 1.075 -0.665 -1.411 0.227 0.546 -0.384 -2.005 -1.488 0.279 -2.60086801746888 -6.476 2.526 -2.461 0.112 -1.664 -2.22802909382127
-1.579 0.671 -2.585 -0.139 -0.977 -1.991 -0.452 -1.843 -2.27 1.202 1.695 -1.498 -1.6 -2.863 -1.624 2.092 -2.206 1.214 1.66 -0.532142703292582 2.429 -3.222 -0.879 -0.212 -2.758 -1.986 -0.332 1.107 1.393 -1.889 -0.494 -1.592 -1.748 -1.786 -2.38663811387511 -0.542 -0.451 -1.767 -1.714 -0.023 -1.144 -3.653 -2.026 1.441 0.149 2.177 0.068
-0.26 0.427 1.466 1.253 3.571 1.665 5.559 -1.546 0.177 -0.844381055538348 -0.412 1.005 1.146 1.085 0.481 -0.625 1.027 0.783 0.479 0.228 0.228 0.411274561435033 -0.331 0.703 -1.764 -0.338 2.634 0.506 1.68 -0.435 0.115 2.932 -2.541 -0.457 -0.725 3.392 -0.033 2.082 0.338 3.294 -1.426 -0.834645449310957 -0.894 -0.687 0.128 -1.183 -1.084
0.224 -1.957 0.662 -0.087 -0.768 -0.217 -1.511 1.391 -0.68 -3.101 -1.842 -1.283 0.281 -0.655 2.355 -2.768 1.004 -2.243 -2.743 -0.444 -1.477 -2.376 -2.44 -0.423 -0.744 -0.771 0.289 -1.797 -2.304 -0.485 -1.744 1.669 -2.535 -1.709 0.812 -2.045 -0.957 2.115 2.203 -0.279 -1.004 2.086 1.233 -3.096 1.222 -2.356 -2.77
-3.927 -4.433 -2.803 -2.044 -2.89 -2.841 -2.889 -2.727 -2.419 -1.487 -2.58799798553618 -2.919 -2.954 -2.119 -4.04 -2.225 -1.294 -1.571 -1.458 -2.287 -2.976 -5.902 -3.32 -4.123 -2.449 -2.953 -4.199 -4.684 -2.306 -1.856 -3.585 -2.51 -0.908 -1.722 -3.38 -3.782 -2.448 -4.373 -3.073 -3.139 -4.50345721571395 -9.694 -2.24 -3.106 -3.87 -4.001 -7.723
0.328 -1.345 0.735 1.683 -1.777 -0.27 1.931 3.474 1.895 -1.238 -0.717703801063071 2.518 0.189 -0.196 -0.009 -0.851 3.302 -1.46082024275486 -2.385 1.95 1.226 -0.0117034130102353 -0.458 2.475 -2.201 0.235 2.126 -2.647 -0.824 1.022 -0.578 1.06 -1.553 -0.816376928942052 0.41727836618885 -0.313709880538805 1.331 3.901 1.297 0.952 -0.88856638829788 0.772041083052377 1.713 -0.654591344539395 -0.492 -1.175 0.589573932464347
5.203 5.861 6.188 6.523 7.29 5.018 4.968 0.686 5.446 0.748 4.30508991486866 6.542 5.809 4.499 6.38 3.392 5.456 5.938 5.608 5.29 5.143 6.401 4.498 5.86 1.441 6.279 6.665 4.996 5.601 4.334 4.982 4.243 1.82 4.216 5.262 5.918 6.673 6.95 5.947 4.213 4.417 2.984 3.531 3.317 2.72 4.319 5.581
-2.675 -2.984 -4.256 -2.987 -1.289 -2.071 -1.719 -2.326 -0.475 -1.966 -0.409 -2.098 -2.257 -2.841 -0.678 -2.184 0.256 -2.668 -1.288 -2.406 -2.656 -3.261 -3.313 -3.283 -2.146 -3.159 -2.461 -2.351 -2.561 -3.72 -3.602 -2.085 0.104 -2.787 -2.806 -0.547 -1.818 -3.147 -0.206 -1.923 -2.848 -9.531 -0.068 -3.622 -3.443 -1.481 -0.197
0.419 -0.761 0.747 -0.957 2.212 -2.438 2.723 -0.896 3.439 1.659 -0.85 -0.968 -1.346 0.874 -1.852 1.328 -1.472 -1.772 2.569 -2.144 -1.349 -1.156 0.171 2.384 0.062 -1.969 -1.117 -0.249 -0.392 0.414 -1.518 -1.99 -0.225 -2.6 -2.004 -1.885 1.651 -0.82 -1.15 0.215 -1.22930787126464 -1.765 -1.418 -2.146 0.001 1.358 -2.572
1.434 3.709 1.355 1.942 1.727 0.791 0.612 0.055 2.754 4.428 1.554 0.736 1.411 1.612 3.3 4.655 0.734 3.932 3.319 1.338 2.633 -2.996 1.936 0.59 0.05 0.749 0.794 2.082 4.448 2.614 1.642 1.26362867822349 3.668 3.272 0.88 2.646 2.107 -0.633 3.145 0.118 -0.78 0.229 1.89 3.645 1.247 4.176 1.912
-3.963 -4.311 -4.284 -4.052 -3.278 -3.541 -3.132 -3.925 -5.03 -4.762 -3.484 -4.354 0.645 -5.304 -4.99 -3.985 -5.473 -3.702 -3.567 -3.764 -2.645 -4.139 -5.119 -4.864 -5.493 -4.974 -2.529 -3.674 3.397 -5.2 -4.399 -5.072 -5.676 -3.462 -5.013 -4.46 -2.735 -4.719 -4.798 -3.922 -4.063 -5.159 -5.042 -4.066 -4.951 -4.149 -1.95
2.327 2.377 4.798 4.529 4.576 4.698 2.074 3.584 2.839 2.01676186923773 0.818 3.571 1.494 5.095 4.564 -0.265 1.118 2.30993179719353 3.132 4.737 4.052 3.172 4.074 5.058 4.816 4.938 5.431 4.945 -0.195 3.932 5.091 4.366 3.159 3.865 4.423 2.988 1.426 3.908 4.124 4.451 2.773 4.044 2.904 2.67432541959956 4.083 0.31 -0.225
-1.881 -2.138 -2.784 -1.796 -2.4 -0.187 -1.303 -2.511 2.495 -2.931 -2.16214958308007 0.978 -3.025 -3.907 -2.779 -2.813 2.703 -2.456 -2.567 -2.072 -3.566 -3.037 -2.842 -3.216 -3.421 -2.901 -1.124 -2.592 -2.168 -2.922 -2.11 -2.545 -3.719 -2.509 -2.444 -2.636 -2.388 -3.525 -3.255 -1.907 -3.14054422689475 -2.5479886294565 3.08 -2.802 -1.901 -2.919 -3.37350598089704
3.003 4.03 2.154 0.938 3.772 2.875 1.065 2.834 3.754 2.156 3.002 1.686 -0.55 1.686 3.238 4.056 3.488 4.484 3.948 2.662 3.196 -0.255 1.58550389450661 2.537 1.638 -1.329 -1.084 -0.129 1.947 2.581 2.668 1.557 3.181 4.468 2.933 2.624 1.598 0.17 2.635 3.293 1.899 -2.044 3.943 3.604 1.705 1.866 0.735
-1.829 -2.602 -2.305 -3.251 -3.734 -3.821 -2.078 -2.44 0.356 1.214 -1.837 -0.281 -2.058 -3.629 -3.625 -0.893 -1.063 -2.444 -2.173 -2.789 -0.704 -4.181 -0.608 -2.188 -3.578 -3.76 -1.531 -0.947 -0.905 -4.815 -2.331 -3.374 -1.357 -7.803 -4.232 -2.382 -2.258 -3.473 -1.863 -3.451 -2.93698761848726 -3.39162004182741 -1.804 -0.233 -1.597 -0.241 -1.037
-2.138 -0.783 -3.672 -3.372 -0.995 -3.355 -1.722 -2.89 -3.028 -0.94 -0.506 -2.603 -2.884 -2.81 -3.882 -1.73 -2.715 -3.012 -0.039 -1.744 -1.171 -3.415 -2.682 -2.325 -5.275 -3.117 -1.409 -0.13 1.195 -3.993 -2.182 -3.122 -2.788 -7.146 -3.006 -1.215 -1.87 -2.836 -1.893 -2.698 -2.92166534904378 -3.79434283386396 -2.87 0.048 -1.446 0.875 -5.255
-0.051 0.363 -0.081 0.962 -1.739 -0.264 -2.095 -0.363 -2.568 -1.626 -0.906 -1.8915687096432 0.964 0.446 -1.47 -2.841 -1.70801146736935 -1.503 -1.147 -0.653 -2.602 0.307 1.004 -2.26 1.986 2.577 1.622 -1.589 -3.051 1.659 1.356 1.667 -0.684 1.609 1.11054541973793 -1.549 -1.223 -2.867 -1.123 -1.00707235204243 -1.62274285788393 -3.662 -2.07 -0.298 -0.812 -2.562 -2.03198947752837
-1.995 -2.389 -1.926 -3.958 -5.773 -4.948 -2.288 -2.414 0.388 0.922 -1.596 -0.144 -1.893 -5.911 -3.359 -0.26 -0.771 -2.86 -2.158 -2.273 -0.17 -2.82868154980786 -0.506 -2.122 -3.571 -3.111 -1.272 0.007 -0.352 -4.628 -2.333 -2.90101457905669 -1.004 -3.155 -3.831 -2.113 -2.272 -2.851 -1.933 -3.825 -2.47623431730364 -3.71795308230513 -1.638 -0.377 -1.384 -0.138 -1.588
-0.784 0.149 0.107 -0.373 -3.372 -1.491 0.29 -0.285 -1.15 0.836 1.144 0.245 -0.32 1.612 -1.964 2.663 -2.397 2.073 -1.556 -0.471 -0.862 0.522 0.954 1.276 -0.251 -0.251 0.081 -1.235 -2.564 -0.312 -1.771 0.772 0.738 0.285 -1.753 -2.972 -1.742 1.012 -2.769 -1.323 -1.647 -3.52 -1.268 1.924 -0.579 -2.899 2.628
-1.874 0.673 -2.443 -0.586 -1.32 -2.366 -1.092 -1.58 -2.687 1.142 1.351 -1.812 -1.882 -2.333 -2.099 1.988 -2.61 0.741 1.472 -0.809 2.243 -2.869 -1.415 -0.553 -2.551 -2.53 -0.469 0.899 0.911 -1.98 -0.921 -2.504 -2.063 -2.2 -3.094 -0.567 -0.821 -2.442 -1.967 -0.28 -0.766 -2.64 -2.51 1.305 0.015 2.382 0.247
-1.636 -0.26 -2.31 2.635 -0.183 -1.188 -0.892 -2.131 -2.234 -1.231 -0.961 0.896 1.245 -1.305 1.7 -1.7 1.316 -1.302 -1.729 1.806 -1.302 -1.66991150696293 -3.421 -2.97 -0.973 -1.73 -1.426 1.93 -1.306 1.608 -0.816 -2.696 1.504 -1.584 1.474 -1.98 -2.028 -0.295 1.934 -0.589 -2.04682575434978 -2.48487513325748 -2.548 -1.593 -1.68 0.623 -1.79888112956615
-2.756 -3.17 -2.926 -2.755 -1.877 -2.568 -2.437 -2.868 -1.349 -2.849 -1.014 -2.18925827646443 -2.386 -4.119 -3.983 -3.31 -2.089 -1.618 -1.469 -2.39438939825557 -2.108 -1.87026614774078 -1.143 -2.905 2.524 0.704 -2.387 -2.559 -0.107 0.363 2.241 -2.574 -3.393 -5.151 -1.401 -3.375 -2.412 -2.066 -4.305 -3.306 -3.91319220601936 -3.85940514485894 -2.475 -2.35623601652356 -4.945 -2.762 -3.73007461577697
-3.969 -4.12711524933321 -4.076 -3.681 -3.606 -4.049 -3.064 -4.117 -5.202 -3.854 -3.698 -3.684 0.907 -4.141 -4.578 -4.101 -5.078 -4.128 -3.469 -3.965 -2.66 -3.412 -4.736 -3.717 -4.878 -4.981 -2.792 -3.934 3.666 -4.977 -4.378 -5.203 -5.507 -4.61 -4.705 -4.112 -2.532 -4.656 -4.609 -4.005 -5.087 -5.43 -4.691 -3.866 -4.76 -3.607 -1.708
-0.81 1.335 0.927146631188752 -0.922 3.51 2.695 1.26 1.471 -0.595 -1.162 0.959515429904726 3.084 3.449 2.076 3.033 -2.094 2.599 0.577 0.593 0.305 1.087 0.536744149720048 -1.886 0.193 1.185 -0.273 0.84 1.08037065603082 -0.451 4.427 2.141 1.41852569980603 0.766 2.281 2.438 1.07965705219295 2.505 2.775 -1.005 3.998 0.770431698012938 1.12159205201845 2.696 0.598347962570756 -0.68 -1.139 0.815896250666328
-1.44965162671997 -1.58 -1.963 0.926 -0.069 -2.253 -0.950633056210382 -2.42 1.458 -1.367 -0.106161159323138 -0.815 0.958 -2.227 -3.452 -2.414 1.629 -1.431 -0.809997004704373 -3.548 -2.333 -1.45506562411699 -1.372 -2.437 -2.366 -2.973 1.226 -2.447 -0.118 -2.378 -1.3973162397925 0.489 -2.046 2.214 -3.106 0.044 -0.952850008961222 -2.336 -2.65 -1.084 -2.26475335412413 -3.27259397820341 3.186 -1.494 -1.744 -1.499 -2.10848036366806
-1.253 -1.787 -2.958 0 -0.728 -1.263 -0.518 -0.882 2.458 -3.56 -1.259 0.475 0.036 -1.36 -0.247 -3.143 1.319 -2.769 0.109 -1.732 -1.093 -2.655 -1.273 -1.346 0.481 -1.676 -3.424 -2.096 0.901 1.819 -1.309 -2.971 1.421 1.042 -0.746 -2.805 0.086 -2.929 -2.872 -0.532 -1.6130413051997 -3.495 0.283 -3.461 -2.658 -1.563 -2.243
-1.029 -0.862 -1.606 -1.339 -1.066 -1.324 1.26 -1.296 -0.218 -0.811 -0.453 -0.188 0.67 -2.763 -1.621 -0.279 -1.651 -0.076 -1.225 1.246 0.424 -1.353 -2.646 -0.153 -2.336 -0.572 0.847374487300281 0.292 2.199 -2.137 -1.413 -1.394 -0.278 -0.640433359972424 -1.8073451867907 0.563 2.288 -1.627 0.679 0.0940466061264344 -4.40280487644947 -4.752 0.173 -1.208 2.037 2.708 -2.352
-1.14 -3.376 0.722 -2.792 -2.024 -1.942 0.58 0.789 -0.501 -3.134 -2.784 0.253 -0.784 -0.876 -0.008 -2.566 -1.092 -4.295 -2.805 -0.867 -1.025 0.966 -0.409 0.666 -0.627 -0.951 -2.061 -3.67 -2.071 -1.142 -1.248 -0.089 -0.402 -5.631 -1.653 -1.916 -1.292 -0.282 0.486 -1.896 -2.251 0.082 -1.298 -4.579 0.136 -1.153 -4.287
-0.6 -3.863 1.692 0.938 0.296 0.268 -0.019 -1.08126574729357 0.867 -3.49 -2.097 -0.009 2.117 0.728 -1.865 -2.268 0.918 -1.751 -0.053 -1.937 -1.202 -0.911038489738263 -1.199 -1.589 -2.341 1.272 1.083 0.61 2.176 0.121 0.036 0.781668655070438 -1.087 0.451 -1.683 2.062 2.36 -0.696 -1.73 0.224 -1.40971494542368 -1.93574981502405 1.515 -2.892 -1.96 0.11 -1.6301397939422
-4.059 -4.72077378358089 -5.04 -4.838 -4.323 -4.174 -2.172 -4.57604328868097 -4.654 -6.198 -4.082 -6.036 -4.482 -4.398 -6.663 -4.416 -4.419 -4.376 -4.255 -5.406 -5.384 -2.224 -2.551 -5.654 -8.3 -5.252 -3.7766494342207 -4.725 -2.83 -6.35 -4.482923001441 -1.02 -6 -3.488 -6.439 -4.22193936919884 0.625 -5.151 -7.267 -3.67611133435825 -4.54335495112995 -5.27633967168697 -5.076 -4.065 -2.951 -5.976 -5.34703032622416
-1.806 -0.981 -1.748 -0.533 0.033 -0.194 1.199 -2.026 -1.426 -2.851 -1.1079386649521 -2.848 -2.454 -2.76 -2.925 -4.419 -1.8 -0.936 -1.55934607333574 -1.155 -2.606 -2.11 -2.345 -2.475 -3.246 -2.593 0.782 -1.219 2.802 -1.428 -0.417 -1.076 -4.504 -1.71596674776171 -2.51 -0.151 0.701 -6.149 -2.28272745967939 -0.903 -2.44517635601758 -4.34570141992656 -1.954 -1.252 -1.67 -1.847 -2.77742883500032
-0.377 1.814 -2.401 -1.181 -0.713 -1.731 2.078 -2.045 1.196 1.316 -0.89 -0.218 0.463 -2.639 -1.349 0.445 0.927 -1.545 0.978 -0.429 0.955 -1.723 0.7 -1.463 -2.616 -1.138 0.071 1.358 3.289 -2.83 0.099 -0.71 -0.133 0.73 -1.645 1.41 -0.587 -2.066 -1.568 -1.174 0.325 -2.254 2.276 1.834 0.748 2.638 -1.506
-0.219 4.32 0.189 1.097 1.006 2.42631583874987 3.458 2.669 -1.397 -1.448 2.791 1.85676071135091 2.437 1.103 1.33 -0.993 1.40942823732101 1.43178194146161 1.729 -0.321 4.343 1.25684812249181 1.755 3.561 2.65750768956951 1.039 2.451 2.006 1.961 2.042 1.585 2.865 3.903 6.039 4.235 1.694 2.34 2.577 1.835 1.493 1.93621809639163 3.156 2.02129546405076 1.79971146451889 4.401 2.466 4.797
2.163 2.188 0.41 2.524 -0.941 2.217 0.950578647716251 1.171 0.13 -0.027 2.606 0.568 2.011 4 -2.544 -0.025 0.061 1.2 -0.698 1.31 1.601 2.111 1.307 1.447 1.952 1.69 3.651 1.826 1.065 0.412 1.273 4.168 1.862 1.245 -0.979 1.428 1.167 3.786 -3.616 2.582 1.541 0.88966680013464 1.499 0.906 4.475 1.077 0.228756199096418
-1.399 1.686 -2.148 -2.336 -1.333 -1.46 -0.667 -2.567 0.178 2.526 1.115 -2.002 -0.906848543488698 -0.582 -3.08 0.259 -0.71317012840189 2.369 -0.414 -1.49 -2.071 -0.761825172458499 1.163 -3.14 -2.458 0.286 -0.928 -1.759 -0.475 -0.29 -0.669 0.871 0.269 0.099 -1.13 1.953 -2.16 -0.878 -3.703 -1.98 -1.225 -2.6997253301507 0.518 1.334 -0.73 2.159 -2.49710944615981
2.109 3.301 0.745 -1.012 3.096 -0.005 1.243 0.774 2.278 2.362 0.592 1.05377658517203 0.641 -1.176 2.527 0.96 0.876 1.874 3.548 2.414 1.611 -0.038 -0.25 1.41 0.939 0.132 1.525 -0.152 3.164 0.698 1.286 2.509 0.863 0.097 -2.573 3.046 1.944 1.015 0.59 3.948 1.595 -2.97 1.784 -1.352 0.207 3.122 -1.614
-0.643 -2.837 -1.902 -1.396 -1.15 -1.031 1.481 -1.976 -1.207 -1.796 -0.701 -0.331 -1.467 0.6 -1.549 -1.213 0.01 -0.387 -1.4457520439352 -1.635 -2.338 0.211 -2.205 -2.505 -1.981 -2.051 0.168 -2.354 0.934 -1.928 -1.668 2.835 -0.588 -1.387 -2.146 -1.297 0.016 -1.623 -1.808 -0.891 -1.90431882232131 1.318 0.32 -2 1.527 -0.625 -7.448
-3.822 -3.796 -4.646 -3.433 -2.83 -3.583 -1.809 -3.246 -4.602 -3.39227409373454 -3.994 -3.689 -0.973 -4.781 -2.417 -4.045 -2.709 -3.134 -1.367 -2.068 -2.221 -2.62193481113124 -4.065 -3.911 -7.125 -4.603 -3.833 -2.859 0.096 -4.961 -3.873 -3.34 -2.586 -4.464 -4.52 -2.184 -1.941 -4.167 -3.665 -0.286 -5.21008620621615 -2.893 -4.205 -3.541 -4.257 -4.206 -9.098
-5.535 -3.518 -4.997 -1.354 -5.5 -5.195 -3.302 -5.046 -0.273 -4.732 -3.581 -3.32093604202784 -5.023 -6.37 -6.053 -2.738 -0.627 -0.962 -4.659 -4.075 -4.519 -5.026 -4.713 -3.86 -6.466 -6.188 -5.605 -5.668 -4.138 -5.039 -6.379 -7.44 -6.346 -5.467 -4.797 -6.344 -4.747 -5.205 -5.817 -3.276 -4.96950467342967 -5.89106814742162 -4.439 -5.074 -5.754 -5.217 -4.97444843276954
0.536 -2.503 0.582 -0.456 0.247 1.675 0.63 1.416 0.454 -2.561 -1.912 0.276 0.536 2.643 0.666 -3.792 0.29 -2.939 0.621 -0.045 0.487 1.503 1.939 0.847 2.139 1.831 1.548 0.888 -0.849 2.02 1.71 0.775 1.688 -2.978 0.924 1.98 0.868 1.586 0.547 1.05 -0.03 -0.386117147981087 0.188 -2.357 1.395 -1.924 -0.682368467217996
-6.064 -5.737 -5.6 -4.498 -4.488 -3.182 -2.986 0.12 -3.773 -6.039 -4.842 -4.123 -4.372 -6.112 -5.526 -6.295 -4.375 -4.84 -4.226 -2.579 -3.247 -5.481 -1.266 -0.712 -1.705 -3.318 -5.087 -4.003 -4.522 -2.102 -5.067 -3.899 -4.439 -5.282 -5.872 -5.764 -2.989 -5.871 -5.428 -2.345 -5.838 -3.78 -6.165 -5.178 -2.802 -5.755 -4.235
0.568 2.915 -4.291 1.492 2.102 0.945 0.397 1.44 -2.765 0.473 2.088 -2.232 -0.683 1.003 -0.327 0.683 -0.539 1.457 0.781 1.146 0.935 -0.057 1.561 0.971 0.275 0.783 1.978 -0.993 -0.571 1.482 1.966 1.567 0.583 1.21 1.04 -1.184 -0.091 -3.022 -1.648 2.329 1.147 -0.214751085090426 -2.332 1.947 1.549 -1.035 -0.659371475001902
-0.5 -0.383 0.811 0.269 -2.991 -1.364 -0.651 0.321 2.164 0.663 0.371 1.079 0.668 0.847 -1.507 1.828 1.91 0.967 -0.022 -1.51 -0.228 1.306 1.638 0.442 -0.085 0.045 -0.902 -0.365 0.737 -0.676 -1.418 -0.669 0.673 -2.043 -0.448 -0.82 -0.639 0.586 -1.194 -2.295 -7.314 0.015 0.715 -0.488 -1.232 1.248 0.325
-0.864 3.114 0.551 -1.075 -0.931765120620885 -1.844 0.229 1.409 -2.09 -1.717 -0.753 2.018 -1.46688003872487 -1.433 -0.617 -0.195 -2.097 -0.411836780012726 -0.120751966333894 0.573 -1.426 -0.493025481489212 1.798 1.347 0.043 -0.107 -1.385 2.406 -1.671 -1.361 2.008 -0.428 -0.012 -0.692579322178867 1.179 -1.347 -1.754 2.8 -1.196 -3.829 0.477667263413049 -1.639 2.026 -3.16 -1.432 -0.989 -1.50136301165048
-0.523 -0.76 2.805 1.583 1.697 1.842 2.569 -1.58 0.553 -1.823 1.13 -0.246 0.823 -1.172 -0.18 -0.889 0.75 1.857 0.509 -0.442 0.232 0.84 1.01 -0.411 -1.082 0.187 2.501 -0.355270577697025 3.899 0.987 1.103 1.779 -0.351 -0.177549196773351 1.55 2.007 3.816 0.893 -0.395 1.463 -1.5135641961277 -4.762 -0.323 0.482 0.931 1.588 -0.29
-2.153 -1.945 -3.003 -2.385 -1.59 -2.254 -3.248 -1.838 -2.848 -1.92 -1.602 -0.704 -2.418 -2.775 -2.957 -2.695 -1.79 -2.279 -2.685 -1.099 -2.567 -3.95 -2.941 -4.129 -3.018 1.409 0.641 -2.28 -2.57 -2.88 -2.983 -3.723 -2.813 -1.92 3.216 -2.126 -0.847 -2.449 -2.434 -2.62 -2.22884090743833 -2.15835391601511 -1.937 -1.745 -1.973 -2.712 3.96
-3.54 -3.138 -4.754 -2.289 -1.87 -3.722 -2.012 -2.23 -3.494 -2.984 -2.88 -3.393 -2.435 -6.75 0.755 -4.767 -3.533 -2.99 -2.36 -3.087 -2.954 -3.344 -1.334 -2.53 -4.639 -3.457 -5.315 -4.477 -4.225 -4.49 -5.207 -0.907 -3.328 -2.881 -4.416 -5.401 -4.272 -7.737 -1.448 -3.745 -3.73857363291865 -0.424 -3.984 -1.954 -1.495 -3.94 -4.14932928606245
0.035 2.382 -0.476 -1.622 -0.567 -0.282 -2.246 0.557 -1.381 2.865 0.317 -1.365 0.179 -0.705 -1.77 1.976 -2.63 1.681 -0.631 0.44 2.372 -2.573 0.084 0.141 -2.797 1.019 0.837 1.949 -0.096 -3.237 -0.029 -2.091 1.07 -2.19 0.48 -0.124 -1.782 -1.895 0.59 -1.046 -0.593000551358628 -2.40235667816057 -2.025 0.960972032949497 0.385 1.711 0.448
-0.177 2.196 -1.136 0.596 1.379 -1.396 0.042 -0.723 0.285 1.591 0.523 -0.163 1.204 -3.394 1.443 1.586 1.092 1.251 2.608 0.684 2.25 -1.145 0.94 -0.499 -3.328 -0.549 1.045 1.879 2.966 -0.927 0.512 -0.25 0.569 0.787 -1.744 2.19 1.076 -2.966 0.853 1.123 0.379 -2.098 1.438 1.244 1.477 3.302 -0.686
1.809 -0.259 0.672 -1.031 0.9 2.815 -0.009 1.191 0.721 -0.0492470926054412 0.764137625154797 -1.025 1.199 0.175 1.617 -1.356 1.406 -0.752 1.458 1.559 -0.399 0.764 1.921 0.247 2.033 1.505 0.65128698113454 -0.299 -0.558 1.296 2.488 1.553 1.015 2.275 1.902 0.629 -0.373 0.473 -1.509 1.773 -0.0709500315098784 -1.09720863127668 2.074 -0.552 1.048 -1.671 -6.487
-1.606 0.054 3.457 0.816 -1.647 -0.921 -1.895 -0.578 0.613 -0.945 -1.759 -0.637 -1.5 3.411 -1.768 -0.468170367966373 0.617 -0.389 0.336 -0.712973186095336 -1.561 0.763 1.389 -1.704 -0.911 -0.81 -2.567 2.244 -1.765 2.105 0.201 -0.81 0.502 -2.024 -1.031 -1.541 0.12 3.202 -1.504 -0.64 -0.367991351906135 2.807 1.535 0.268 0.214 -1.718 -1.574
-3.818 -6.329 -3.369 -3.518 -4.829 -3.93994687565214 -3.371 -3.308 -3.977 1.343 -2.664 -6.083 -3.955 -1.518 -3.839 -4.964 -4.17467228233479 -3.69271662797342 -3.76057649536293 -2.94 -3.855 -2.8 -1.323 -5.755 -4.897 -3.117 0.495 -5.388 -5.162 -3.351 -4.791 -3.168 -4.248 -4.06100754296363 -3.694 -5.962 -4.403 -3.973 -7.741 -3.71745613231504 -4.75361924210187 -4.76646774555093 -3.864 -2.956 -4.199 -3.74 -4.28503095707305
0.65 2.943 1.905 2.441 3.912 2.473 5.319 -0.676 1.018 2.64 1.891 2.595 2.52 2.688 2.816 -0.803 2.558 1.202 1.168 0.872 1 1.642 1.684 2.848 1.554 1.694 5.005 0.92 3.312 0.753 1.487 4.683 1.154 3.249 1.059 4.777 4.861 2.88 1.517 3.616 0.73 -0.957 -0.892 1.735 2.311 -0.233 2.795
-4.451 -4.754 -5.304 -3.628 -1.631 -4.055 -1.094 -4.997 -5.098 -5.024 -2.714 -4.849 -4.145 -5.382 -5.12 -4.779 -3.402 -4.04 0.311 -2.664 -2.672 -4.163 -4.687 -5.74 -5.65 -4.433 -2.824 -3.67 -4.572 -5.174 -4.851 -5.365 -5.99 -4.609 -5.311 -3.429 1.106 -5.359 -2.362 -0.941 -3.687 -4.895 -3.921 -4.162 -4.999 -3.718 -4.124
-2.5 -1.816 -1.829 -2.021 -2.348 -1.906 -3.283 -2.16950377692603 -1.312 -2.32 -2.303 -1.98522951291566 -2.983 -2.053 -2.301 -2.629 -1.262 -0.155 -1.339 -2.792 -2.81 -1.528 -0.158 -3.18 0.13 -1.203 -3.39 -3.914 -0.655 -0.863 -1.024 -2.901 -0.44 -1.004 -1.179 -2.067 -4.204 -3.388 -4.461 -2.085 -9.551 -3.49975267756636 -1.391 -2.678 -3.871 -3.392 -2.90767969088525
-2.234 -1.122 -2.888 -1.144 -0.813 -2.492 -1.156 -2.073 -2.556 1.51 0.462 -1.262 -2.212 -2.251 -1.855 1.273 -1.831 3.41 -1.74 -1.379 -1.953 -2.241 -3.194 -2.394 -2.461 -2.343 -1.112 -2.213 -1.616 -2.613 -1.507 -3.885 -2.313 -1.491 -2.257 -1.832 -1.548 -2.23 -1.954 -1.679 -2.83763972247472 -4.642 -3.038 2.086 -2.186 1.768 -3.585
-1.066 -1.047 -1.6 -0.053 -1.074 -1.662 1.149 -0.062 1.542 4.077 2.582 2.733 -0.672 -1.841 -1.519 -1.119 2.619 -1.07 0.665 0.685 0.176 -0.92 0.0989557638065136 2.031 0.604 -1.822 -1.503 -0.021 -0.887 -1.479 -0.987 -0.209 -0.541 -0.087 -1.369 -1.272 -0.053 -2.139 -1.626 2.005 -0.336390934979443 -0.466655015104916 2.012 3.232 -1.148 1.817 -0.299602491650152
-2.281 -2.022 -2.7 -1.853 -2.334 -2.77 -0.363 -0.904 -3.567 2.665 -2.111 -1.898 -1.964 -2.47 0.465 -4.172 -4.046 -2.762 -2.656 -2.07 -0.772 -0.433 -0.727 -1.78 -2.605 -1.068 0.259 -2.041 -0.553 -4.169 -2.83 0.92 -2.391 -3.468 0.14 -2.505 -2.175 -1.638 -1.379 -2.108 -6.152 -1.068 -3.262 -2.09 -0.403 0.551 -2.43508223876845
0.692 1.39 -2.366 -0.357 -1.373 -1.495 1.198 -0.795992910166204 -1.614 1.512 0.33 -1.416 0.336 -2.27 -2.603 1.479 -2.025 0.42 0.79 0.618 1.655 -2.362 -0.723 0.951 -2.802 -1.662 1.311 1.896 0.046 -2.584 0.602 0.511 -0.544 0.316 -2.341 0.466 1.528 0.061 -1.48 0.935 1.702 -1.898 -1.711 0.88 1.554 1.752 2.946
1.814 4.982 0.258 1.488 2.446 0.99 1.612 1.889 2.245 4.486 3.203 0.396 2.336 2.878 0.254 4.133 1.47 4.625 3.725 2.736 4.07 -0.572 3.685 2.114 -0.005 1.988 1.532 3.304 4.993 0.954 1.969 1.817 4.129 1.989 -0.173 4.364 1.155 0.808 0.802 2.645 3.204 0.74 0.633 4.168 2.619 5.392 2.21
