"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65"
-2.792 -5.594 -1.063 -1.07 -2.245 -2.206 -1.372 -1.907 2.348 -0.798 -2.056 -2.027 -1.059 -1.278 -1.831 -0.757 -1.276 -0.894 -1.831 -2.154 -2.11 -1.367 -2.874 -0.77 -1.939 -1.579 -0.853 -2.446 -4.409 -1.533 -2.486 -2.127 -1.625 -1.878 -0.408 -0.337 -3.633 -2.634 -1.843 -0.729 -3.061 -0.174 -2.082 -2.729 -1.54 -2.265 -0.897 -2.469 -7.06 -1.34 -1.766 -2.002 -0.732 -1.026 2.075 3.181 -1.173 -2.534 -0.909 -2.419 -2.635 -1.44 -1.727 -2.794 -1.378
1.177 1.766 -1.691 -1.484 2.052 -0.379 2.805 2.511 -1.007 2.518 -0.666 2.348 -0.11 -2.416 -1.469 -0.451 1.421 -0.745 2.286 2.917 -0.507 0.434 1.778 2.266 1.427 -0.876 -0.078 0.257 -0.772 -0.79 -1.342 -0.17 -1.406 -0.151 -1.155 -1.401 -0.225153230789125 -1.73 0.386 0.125 -0.726 1.026 4.096 1.738 0.08 2.399 0.626 2.431 2.352 0.768 -1.396 -1.157 -0.853 -0.959 -1.462 -1.71 0.118 -0.012 -1.001 0.406 0.915 1.054 0.586 -0.172 -0.532
-2.034 -0.493728132712313 -5.289 -0.66 0.668 -2.584 -0.516 -1.273 -1.332 0.849 -4.192 -1.226 -0.088 -0.137 -0.6 0.133 -1.065 -4.004 -1.35196937541313 -1.87226760730687 0.175 -0.543 -0.35 0.042 -3.686 -1.237 -1.10463401136512 2.339 -1.818 -1.655 -0.52 0.262 -1.019 -0.518 -3.327 0.752 -0.426 -1.65 -0.75 0.116 -0.839 -2.366 0.316 -0.808 -0.493 -0.458 -0.287 -0.854 1.353 -3.322 -1.25634617821464 0.469 0.459 1.353 1.457 0.885 0.912 -0.803 0.416 0.181 -1.32091949510529 -0.281 1.63 0.195 1.592
-2.671 -0.308 0.586 0.403 1.526 1.787 0.537 0.168 -2.039 6.126 -0.475 -0.448 0.41 -0.273 0.411 -0.105 -0.775 -0.427 -0.992536729753669 1.663 -1.081 -0.225 -0.368 1.303 -0.001 -0.128 -0.158524076217322 -0.29 -1.111 0.223 0.662 -0.601 1.057 0.355 -0.92 0.943 -1.596 0.711 1.127 1.324 0.675 2.08 0.278 -1.748 -0.502297234697446 0.59 0.415 0.854 -0.232 -0.551 1.422 0.269 -0.057 0.137 -3.391 1.119 0.384 -1.6 1.863 -2.119 0.361 0.462072757961256 -1.179 3.347 4.21
1.262 7.559 2.544 5.595 4.02 4.246 5.401 4.202 1.387 6.247 2.822 4.179 5.696 3.099 4.933 6.006 5.69 5.479 6.632 5.842 5.679 6.242 4.013 5.96 3.389 2.752 3.012 3.97 4.091 6.367 2.154 3.92 5.063 3.608 3.83 3.536 5.098 2.935 3.26 3.632 2.405 1.89 2.658 4.706 3.095 2.951 3.768 2.298 3.853 1.798 3.291 4.659 4.242 3.521 2.892 3.815 3.908 5.859 4.543 2.521 1.506 1.213 2.215 4.942 4.569
0.138936700171844 1.503 1.163 -1.143 -0.33 0.787 -0.259 -0.45 -0.23 0.403241531768288 0.759 0.021 -0.774 0.734 0.347 -0.609 0.088 -1.305 0.002 1.131 -0.332 -0.252 1.771 0.182 -0.0187279251233502 2.285 2.138 -1.042 -1.285 -0.052 -0.166 -0.401885733123526 0.057 0.11 -0.519 1.738 2.377 -0.753 1.281 -0.332184836088691 -3.719 0.373245307470531 -0.743 -0.317204938556452 0.487 0.355 -6.792 0.247 -0.161616795756995 1.462 0.551 -1.919 -0.173 -4.86 1.296 -0.646 -0.408 -0.318 0.379 1.724 1.318 -0.067 -0.781 0.134 -0.0208781532463727
-1.934 1.606 0.385 0.987 -2.962 -0.33939720138585 0.548 -1.462 -1.427 -0.730322474156633 -0.871 0.302 -0.497 0.302 0.501 -0.327 -0.08 -1.031 1.255 0.245 0.372 -0.013 -0.170265801969654 -0.658061622228558 -0.482 -4.624 1.291 -0.433 -1.323 -0.165 -0.444 -3.842 0.515 -0.084 -0.078 0.60108534544943 0.852 -0.252 1.205 0.227 -0.435 1.598 -0.272 -0.473572445862832 -0.099 -0.199 -1.202 -1.46 -6.673 0.321 -1.598 0.223 1.262 0.699 2.411 -0.494 0.771 -1.157 -0.215 1.628 -0.361 1.974 -0.983 0.705 -0.646
-2.678 0.478 1.341 -0.978 2.661 1.377 -2.102 -1.907 0.0464977949403927 0.0360109965652318 -0.302 -0.245264286319953 -1.524 0.02 5.491 0.082 -3.578 -0.139 0.200463629777191 -0.086 -0.503 -2.045 1.417 0.384 -1.575 1.539 0.696 -1.185 1.305 1.184 0.293957124003394 -2.455 -0.449 -0.984 -0.039 -0.176 0.451 -1.033 2.275 -0.0284092662967699 0.342 -0.425 1.711 -0.336876629824734 1.279 -0.501 -2.216 0.604 -1.588 -0.635 0.965 0.1 -0.193 -1.009 0.36 -1.704 -0.145840086672634 -0.0841724390215961 -0.978 0.571 0.338 -3.492 -0.139 1.755 -0.027
1.84 2.255 0.823 -0.536 -3.029 1.306 -2.416 1.952 -1.009 -0.972 -1.743 1.147 -0.6 -1.09 -0.811 -2.133 0.242 0.673 -0.584 -0.413 0.449 0.515 -1.092 -2.245 -0.244 -1.501 -1.207 -1.359 -2.689 -0.796 -2.084 -2.381 0.738 1.857 1.5 0.877 1.511 0.513 -0.867 0.875 1.492 -0.243 -2.294 -1.019 0.185 2.676 -0.52 2.658 0.121 0.098 0.531 -0.825 -1.966 -1.858 0.372 1.221 -1.736 -2.413 -2.141 -0.447 -1.929 -1.837 -2.175 -1.28 -1.883
0.887 1.337 -1.096 -0.986 0.806 0.363165731869947 0.301 0.454 0.503925142165022 0.352 0.537 0.427 0.663 0.589134648442141 0.713 0.132 -0.223 -1.258 0.544 0.824 -2.278 -0.816 4.755 0.677 0.764 2.608 2.484 0.312 0.395 2.655 -0.149 -2.693 0.386 -1.654 -3.156 0.7 4.702 0.507 0.766 -1.285 0.669 -0.077 -0.732 0.0223853199115337 0.593 -1.761 -4.027 -0.15 -1.097 0.057 0.736 0.84 0.592 1.48 -0.841 -1.207 -1.173 -0.0100785218043612 0.623 0 0.749 -0.287 -0.683 -1.136 0.562913821013412
-2.095 0.332 0.018 0.511 -0.609 -1.848 -1.78 -1.732 1.304 -0.3 0.506 1.117 -1.413 0.556 0.695 -0.566 0.176 -1.216 2.215 2.553 0.108 -0.048 0.265 -0.221 1.594 0.303 -2.503 -1.865 -0.632 -0.855 -2.524 0.344 -1.456 -1.033 -0.295 -1.283 2.036 1.895 -1.59 0.006 -1.675 -0.448 0.037 -0.524 -1.083 0.052 -1.278 -1.733 0.616 0.496 0.684 0.381 1.616 -0.281 2.733 0.608 2.888 1.13 1.525 2.973 1.191 3.406 3.583 0.496 -0.044
-1.934 -3.058 -2.728 -1.485 -1.977 -3.506 -2.214 -1.999 -4.02 -3.849 -2.622 -3.67 -1.571 -1.854 -1.303 -2.709 -2.017 -0.712 -3.628 -4.748 -3.348 -3.339 -2.626 -2.194 -3.071 -1.763 -2.537 -0.829 -0.203 -3.154 -2.201 -2.61 -1.709 -1.306 -0.708 -3.518 -0.937 -0.759 0.614 -1.934 -1.103 -2.198 -3.751 -1 -1.341 -1.504 -0.561 -1.816 -1.658 -2.053 -1.986 -0.624 -3.06 -3.519 -5.879 -2.1 -3.619 -5.072 -3.293 -6.203 -5.31 -5.855 -5.71 -2.219 -2.161
0.953 2.591 -0.368 0.15 2.403 0.665 3.863 0.115 -0.388 2.204 -0.299 0.309 0.658 0.57 0.519 0.794 0.921329753879938 0.036 6.625 -0.177 1.086 1.087 0.907 0.557 0.119 2.299 1.838 0.283 1.81 -0.04 0.228 -0.513 -0.376 3.871 2.502 0.346 3.957 3.079 0.146 3.094 3.741 2.25 3.298 0.384 0.857 2.067 1.412 2.436 0.73 2.008 -1.31 2.335 1.747 2.648 0.69 2.52 1.812 4.414 1.693 2.112 3.509 2.13454447277119 2.31 2.005 1.812
-4.25 -3.043 -0.541 -2 -0.58 -2.786 -1.287 -0.885 0.483 0.016 -0.209 -2.077 -1.525 -0.696587685839958 -1.75 1.763 -1.464 -0.731 -1.317 0.161 -2.679 -1.755 0.282 0.282 -0.757 -1.834 -0.435947020068779 -1.106 -1.07 0.265 -1.038 1.054 -0.432 0.366 2.143 3.088 -0.464 2.837 1.198 0.844 -0.279 -2.266 2.035 0.133 0.956 -1.58 -0.243 -1.371 1.16 1.153 1.221 0.101 1.316 0.621 -0.157 -0.386 0.934 0.405 1.009 0.674 2.65 0.655 1.424 0.298 -0.081
-1.842 -1.21731792019745 -0.84 -1.228 -0.33443924608535 -2.066 2.592 -1.141 -1.796 -0.586 -1.04641616932311 -1.111 -0.043 0.013 -1.442 0.454 -0.541 -1.28552535802122 -1.78856142252345 -1.72134168347367 -0.207 -1.782 -1.184 0.412 -2.964 -0.862295073438469 -1.668 -1.246 -0.313 1.207 -0.891 -0.239 -0.489 0.029 -2.776 -1.981 -3.516 -1.266 -0.721 -0.045 -0.453 -1.11 0.151 -1.251 -1.65374406050328 -0.25 0.016 -0.43 -0.901411310586129 -1.525 -4.224 0.084 0.386 -0.252 -8.745 0.107 0.236 -1.072 0.364 -0.940001856763784 -1.8704875925662 -1.26516992207891 -0.55 -0.244 0.622
1.125 -0.418998146327686 1.058 0.211 0.867 -3.487 1.535 -0.555 -2.153 -0.893 -1.267 -0.539 0.008 -0.883 2.469 0.046 -1.42 0.85 -0.495912231163805 0.451618375829013 -0.793 -1.275 0.791 -0.715 4.907 -0.321 0.0948548914076522 -0.727 1.552 1.934 0.727 -0.56 -1.061 0.353 1.089 -1.229 -2.202 0.527 0.98 0.373 3.418 -0.66 1.301 -0.694 -2.813 0.831 0.007 2.711 0.17 0.974 0.22 0.93 0.941 1.982 -1.23 0.807 0.662173869984943 -0.0365547130497074 -0.234 -0.501053631856645 -3.569 1.041 -0.926 -0.174 0.449
3.358 4.175 1.378 -0.628 3.085 1.811 4.066 3.24 5.111 5.484 3.611 2.487 4.116 2.798 5.148 3.651 3.251 4.036 3.39 5.285 2.91 2.837 3.032 4.59 4.47 3.403 4.184 2.967 3.949 5.038 1.765 3.672 1.91 3.717 2 4.292 2.02 2.194 2.6 2.701 2.795 2.188 3.951 0.157 2.496 4.163 -0.121 5.003 2.387 1.978 2.753 0.417 0.802 1.794 4.641 5.148 2.966 4.818 0.614 1.609 3.16 -0.0216448724238074 1.918 2.115 1.379
0.158 -0.161 1.806 0.816 1.051 2.727 -0.44 4.216 -0.343 0.226 3.184 3.611 2.595 -0.416 0.33 1.596 1.885 0.117 -1.922 1.672 3.642 2.418 2.015 2.17 -0.075 0.891 0.926 1.594 1.055 -2.297 3.961 1.45 -0.231 0.021 -0.259 0.45 -0.19 -0.075 0.506 0.474 1.246 -0.856 -1.19 -0.484 0.147413739223299 -0.401 -0.198 -0.555 -2.345 -0.604 -1.882 0.128 0.479 1.523 0.891 -0.023 0.23 1.258 0.955 1.323 2.963 -0.048 1.261 2.661 1.64
1.651 1.809 -0.574 -0.055 0.646 1.882 0.462 -0.084 0.278889418375427 2.328 -1.625 0.084 0.806 -0.026 0.145 -1.736 1.806 0.394 1.008 1.574 0.004 2.987 2.826 2.233 0.682 0.668 2.181 -0.175 0.154 1.502 -1.409 -0.43 2.379 -0.0579694634565017 -0.667 3.57 3.411 -1.367 -0.982 -1.104 -1.701 2.073 -0.077 -0.596 2.016 0.398 -0.883 0.24496268779926 2.005 0.236417143482828 0.0577669425437452 1.676 1.065 -0.399 1.767 -1.504 1.181 0.79 1.476 -1.807 0.471734118291031 -3.977 -0.3 2.593 1.276
0.982 1.306 -0.064 -0.125 0.468 2.056 0.845 -1.667 -5.524 -0.0118730108358954 1.033 -3.094 -0.472859711293963 -1.584 1.654 -0.987 -2.193 -0.8 -0.481 0.788 1.287 0.72 0.162 1.49 0.654 1.57 1.728 -1.076 -1.533 -0.227 -2.464 -1.517 1.737 0.304 -0.123977345162016 1.341 -0.605 0.85 -1.311 -3 -0.921 1.118 -1.146 -1.541 1.166 -0.002 -0.065 0.57 2.07 0.753 0.063 -0.292 -0.212 -2.69 -0.695 -0.504 -0.389035074796829 1.75 -0.625 -1.193 1.909 -0.746 -1.871 -0.133076816645143 -0.337839681798976
-0.096 1.477 0.417761280813219 1.067 2.33 0.263268358318214 0.894 -4.503 0.13215628937277 0.777605812882788 -0.357 0.0160701139417952 -0.0123357449018006 0.634883097209817 1.344 -0.124 -2.552 -0.423 2.554 1.248 0.313 1.348 1.664 0.878 0.654 -0.086 1.743 0.673 3.419 1.31 -0.983 0.306 1.154 -1.898 0.23 1.185 2.734 0.0705330169072008 0.46 0.166 3.455 1.113 0.098 -0.206441788815054 0.919 -0.095 -1.753 -1.198 -0.767 0.207 -1.677 -1.494 0.738 0.0957598270986657 1.746 -2.826 1.75 0.166841014790344 0.477 0.576 1.039 -3.639 -0.166 1.02867078638273 0.51168196759225
-1.348 -3.122 1.475 3.744 1.317 1.251 1.386 0.78 5.337 2.789 1.149 0.258 0.113 -0.242 0.333 0.04 1.568 3.163 0.889834209442618 -4.119 1.004 1.389 1.297 2.471 0.779762522128896 0.464657202429979 0.433899505985906 0.291 0.185 1.271 2.167 -0.802 0.493 1.20248374520972 2.133 -0.531 3.344 2.191 1.394 1.401 2.178 1.879 0.331 -0.367 0.618977091517212 0.996 0.309 1.449 0.596777535036739 0.019 2.208 0.455 0.743 0.952 1.276 2.959 1.356 3.917 1.012 -0.125 2.393 2.292 0.501 1.407 0.969
0.422 -1.516 0.481 -2.638 -2.118 -2.579 -2.194 -2.148 -3.206 -2.05 -3.434 -2.974 -3.275 -4.252 -2.226 -2.427 -2.157 -2.215 0.971 -1.374 -3.025 -2.889 -2.792 -2.314 -0.155 -2.188 -3.223 -2.40936481554238 -0.874 -3.023 -0.04 -0.755 -0.919 -2.95 -1.01 0.121 -1.091 -2.591 -1.523 -2.169 -0.604 -1.93 -2.845 -1.996 -2.231 -2.934 -2.954 -1.399 -3.52 -2.505 -1.324 0.347 0.803 1.963 2.036 -0.149 -0.549 -0.594 0.844 -0.19 -2.185 0.302 0.346 0.37 -0.295
0.686 3.935 1.161 -4.073 0.585 0.658 -1.3 -0.928 -0.167 1.503 0.512 0.278 -1.288 -0.762 0.736 1.298 1.034 0.303 0.852 -0.212 0.99 -1.263 2.194 0.949 0.162 -1.06 1.31039726068338 -0.599 3.513 1.388 -0.47 0.322 2.765 0.225 0.101 0.755 0.984 -1.441 1.801 -2.622 -2.245 1.671 0.509 0.807 0.182 -0.26 -1.835 -0.641 1.63 1.179 -0.745 -0.014807691329526 0.638 0.99 1.22190171168443 -2.235 -0.625 0.073 -0.415 -3.585 1.052 -0.0198384511421737 -0.023 -1.354 0.577
-3.069 -1.65888700691427 -3.836 0.158 -2.315 -3.546 -2.07 -3.414 0.983 -2.628 -1.81155794762391 -3.12 -2.506 -1.958 -1.185 -2.944 -2.19 -2.293 -2.424 -4.298 -2.605 -0.043 -0.112 -0.805 -5.93 -1.41 -1.533 -1.60122625939143 -2.456 -2.278 -2.787 -2.355 -1.223 -0.63 -1.08 -1.639 1.267 -2.296 -2.531 0.069 0.568 -2.225 -2.353 1.382 -2.09977500308391 -2.897 1.033 -3.228 -3.668 -3.093 -2.567 -2.511 -3.38 -1.717 -4.689 -2.798 -1.147 -2.42548822471075 -1.56408393253959 -4.885 -2.084 -0.989 -1.633 -0.83 -1.36
-1.318 -0.274 -1.286 -0.693 -0.008 -1.811 -0.338705716323435 -1.526 -0.266 -0.946 -1.467 -0.916 -0.192 0.479 -1.329 2.306 0.569 -1.088 -0.393 -0.642 0.008 -0.315 -7.477 -0.277 -3.403 -0.953 -0.591 0.338 0.405 -1.286 -0.067 0.307 -0.926 -0.164 -0.517 -0.605 0.833 -0.902 0.029 -0.159 -1.27 -5.667 -0.833 -1.006 -0.534 -0.896 0.215 -1.936 -1.142 0.472 -1.346 0.765 0.696 0.52 0.928 -0.849 0.536 -1.128 0.494 -0.627 -3.222 -0.949551660513043 -0.112 0.983 -2.636
-0.998 -0.612557288387898 0.324 0.02 0.204 -0.34356657717821 -2.919 -0.267 -1.995 0.569 -0.443 -0.989 0.488 -3.27 -0.09 -0.412 -0.553 -1.015 -0.224 -0.423602844959399 -0.965 1.344 -0.853 1.317 -1.67 -0.268 0.354 -0.322 0.701 -0.283 -0.093 -3.566 -0.841 0.138 1.9 -1.484 -6.934 0.819 -0.373 0.034 -0.408 -0.071 -0.252 0.0319381349200299 -0.604 -0.104 0.125 -0.193 1.219 -0.057 -2.5 0.47 -0.111 0.272 0.180118662920055 -0.238 1.026 0.285 0.782 2.374 -0.347368881767906 2.605 1.604 -2.488 1.28
-1.28 -0.476 -0.826 0.801 0.702 -0.521 1.935 -0.601 1.188 0.762 1.14 -1.315 -0.168 -0.102 0.328 1.771 -0.21 0.464 0.479 0.367 -0.654 0.24 1.076 0.621 -1.366 -1.007 -0.0463449142184395 0.208266529679382 1.549 1.332 -0.314 2.046 -0.035 1.194 1.929 0.563 1.732 0.763 0.308 0.809 1.154 -0.329 4.972 3.15 1.879 -0.172 2.61 -0.598 2.933 1.28 0.837 1.811 2.818 2.398 1.149 1.14 1.019 1.331 2.685 4.089 3.431 5.183 3.525 1.937 2.175
0.33 0.062 0.522 -0.266 1.105 0.322 -0.362 -0.363 0.068 -1.626 -0.602 -0.128 0.65 0.363 2.04 1.533 -6.766 -1.057 -0.801249820539169 -0.6476156004932 0.593 0.684 2.517 0.424 -0.082 -5.095 1.799 0.446 0.68 1.635 -0.531 -1.255 0.543 -0.105 -0.18 0.339 1.127 0.706 3.25 0.72 0.341 -0.386 1.662 0.254 -1.03333870640692 -0.015 0.712 0.859 -0.826 -0.723 -1.128 0.963 0.132 0.186 -0.572621402812349 0.664 0.549 -1.003 0.463 -0.919 -1.42535100921072 0.377345398768421 -1.656 -0.421 0.831
-8.44 -5.615 -7.192 -6.685 -4.514 -5.38711292643714 -5.55 -6.342 -4.695 -6.005 -5.735 -6.29 -4.908 -2.572 -3.829 -5.789 -8.155 -6.202 -4.15031146514996 -5.06568640224253 -5.436 -6.713 -3.215 -3.958 -5.48187026722435 -5.255 -4.44331575581079 -6.192 -5.947 -4.41788960097452 -5.498 -6.043 -5.908 -5.161 -7.506 -1.934 -11.058 -3.938 -4.308 -4.585 -4.324 -6.386 -5.279 -6.67 -5.88494148854115 -5.112 -4.688 -5.096 -4.364 -5.925 -6.611 -5.247 -4.644 -5.793 -3.809 -5.742 -3.334 -4.96559115045748 -4.238 -5.48086790536924 -5.93428143735859 -3.315 -5.936 -3.759 -3.031
-1.684 -2.816 -0.884 -1.953 0.968 -2.718 2.01 -1.765 -0.778 -1.067 -0.378 -2.316 -0.68 -1.508 -1.755 0.805 -0.889 -2.226 2.031 -1.149 -2.469 -0.461 -1.166 -0.23 -0.694 -0.806 -0.991 -1.547 -1.97 0.284 -1.89 1.185 -1.258 -0.398 0.001 -0.099 -2.273 0.214 -0.142 0.727 -1.649 1.901 3.747 -2.628 2.717 -1.307 -2.089 -1.844 1.449 -0.122 0.43 -1.05 0.919 0.473 1.601 2.037 -0.168 0.251 0.767 -0.809 0.17 -1.743 0.09 -1.584 -1.297
-0.464 0.731015026127844 1.801 0.82 0.832 -0.028 -0.088 0.042 1.09 2.076 0.68 1.203 -0.157 1.928 0.472981029712226 0.082 -0.411 -0.482 0.655928306343119 2.201 1.402 6.379 -1.987 1.22 1.397 0.266279185916188 0.037 0.065 -1.342 0.577189138994517 -0.28 -0.561 -4.558 0.341 0.062 1.719 2.826 1.113 -1.922 0.151 0.226 1.499 0.809 1.182 0.824 1.336 0.162 1.078 2.892 0.262 0.745 -0.367 -1.22 -0.457 -0.277 2.086 3.157 0.571 -0.46 0.56 -1.253 -0.379 -0.33 0.931 1.156
0.0989123656390762 -0.0113998220880469 -0.164 -1.101 1.434 -1.38 0.144 -3.401 -3.302 -0.0839611361548697 4.79 0.433 0.069 0.123 0.094 -0.583 -0.492 -0.201 -5.032 -0.338897579041945 0.805 -0.031 0.786 2.186 -0.516 0.565 0.472 0.445 0.48 0.066 0.883 -0.761 -0.665 -0.293 0.426 0.329 0.729 -1.386 0.944 -0.72 -0.37 0.108 -1.462 -3.284 -0.0192376779637402 -0.141 -0.349 -0.644 -1.425 3.365 0.852 2.703 0.753 1.881 -0.575 -0.763 0.512 -0.686 -0.487 0.294 -0.395461823989578 0.315 -0.143 -0.298 -0.0833335095602047
-1.287 0.364334851897309 2.108 1.41 -0.08 2.83 1.925 -0.434 2.413 -1.487 4.767 0.033 1.189 1.923 0.694 0.044 3.863 0.526 3.498 0.229 2.261 0.712 0.029 0.247 1.601 1.052 0.7 1.543 0.492 0.166 0.201 -1.29 0.618 0.073 0.309 0.519 -0.554 0.604 0.351 -0.061 -0.328 1.605 1.159 0.0683966637045104 -3.817 0.134 -1.141 0.565 -2.329 0.308 1.19 -0.167 0.2 -0.391 0.907 1.276 0.685 0.677 -0.62 -0.238 0.598633718868867 -0.712 0.416 -0.471 -3.618
3.413 3.023 0.69 1.979 0.42 4.218 1.201 3.545 0.105 1.1 1.791 3.797 0.909 1.372 1.256 0.579 3.258 1.174 4.912 0.346 2.762 3.058 0.036 0.787 -0.349 0.664 1.279 -0.584 -0.161 2.894 2.079 1.096 0.24 1.359 0.950210731196822 2.066 1.697 1.215 0.602 0.433 -0.281 0.236 0.406 -0.614 -0.371 0.872 -0.042 1.84 0.303 0.205 -0.01 -0.194 -0.203 0.375 2.685 1.922 0.408 0.618 -0.13 -1.454 0.176 -3.514 -0.88 1.004 0.771
0.206 2.612 -0.127 -0.132 0.268 1.161 -0.649 0.074 -0.039 0.411 -0.224 0.126 0.23 1.798 1.171 0.124 0.756 -0.197 1.094 2.061 -0.152 1.228 1.428 1.401 0.48 0.74 1.484 0.015 -0.923 0.812286503221791 0.459 -0.741 5.312 3.759 3.659 4.582 4.644 4.587 3.005 1.746 4.065 -0.209 1.896 0.387 0.474 0.541 -0.514 1.514 0.836 1.423 0.637 2.887 0.41 0.05 1.457 1.339 2.363 0.867 0.537 1.731 1.546 -0.421049312409293 1.897 0.741 0.243
0.315 0.795 0.118 0.663 0.308 0.123 0.666 -0.084 0.004 0.437 -0.579 0.245 0.506 0.09 4.532 1.248 3.255 0.192 0.408 2.304 -1.676 3.683 0.846 1.144 1.279 1.091 1.635 -1.525 2.945 -0.472 1.05 0.689 -0.711 0.802 0.05 2.507 1.712 -1.555 2.363 1.012 1.243 1.419 4.691 2.894 2.34 0.628 3.164 0.409 2.069 1.187 0.976 2.006 1.919 2.641 2.441 1.05 2.606 2.109 1.945 3.505 4.83 1.233 3.677 1.151 0.842
-4.771 0.412 0.687 0.103 0.381 -0.772 0.697 -0.242 0.207 1.783 0.123 -0.521 -1.331 0.308 0.978 -0.188 -1.807 0.154 1.423 -0.231075425505364 -0.088 1.126 1.945 0.849 -0.8 -4.142 -2.246 0.353 -1.265 1.175 0.264 -0.692 1.326 0.454 -0.265 0.401 2.052 0.827 0.88 0.503 0.161 -0.961 0.387 -0.961 -1.592 0.303 -0.055 -0.567 -0.311 -2.765 0.287 1.381 0.771 0.165 3.675 4.061 -0.213 1.043 1.211 0.307 -1.506 0.0982344973491422 -0.566 1.919 -0.188
1.267 1.427 0.977 1.808 0.731 0.055 0.53 0.397 1.807 4.069 0.372 0.36 0.628 1.114 2.207 0.352 0.572 0.894 2.215 3.162 -0.218 0.884 3.1 2.509 1.618 1.068 1.777 1.122 3.745 1.677 0.591 1.086 1.746 2.107 3.45 1.095 3.03 3.041 1.552 1.199 1.194 0.121 1.739 1.126 0.38 0.759 0.639 0.604 0.059 0.527 0.581 1.559 3.878 1.823 1.812 1.752 3.939 2.606 3.928 5.126 2.827 7.378 4.065 3.227 3.457
0.865 0.816 2.446 -2.453 0.549 0.561 -0.259 -1.312 0.309 2.477 0.165 -0.281 0.042 2.623 1.046 -1.154 0.02 0.16 1.005 -0.151063733515694 -1.492 -0.098 1.507 1.62 -0.838 1.039 0.708 -1.318 -0.57 -0.0480539208412675 -0.914 -4.361 0.726 -0.899 0.904 0.712396832389618 2.054 -0.388 0.704 -0.317 -0.316 -0.775 -2.258 -0.841 0.802 -0.263 -0.741 -0.066 1.563 2.67 -1.08 -1.311 -0.365 -0.116928991503672 0.738 -4.963 0.821 -0.107830598570267 -2.125 -2.1 1.749 0.025 -0.671 -0.211 -0.125
-0.314 0.37 0.629 0.088 0.981 -2.356 0.388 -0.708 0.722 -2.591 -0.608 -0.801 0.402 -2.609 0.628 0.278 -1.331 -0.787 -4.817 -2.341 0.034 -0.172 -0.557 0.835 0.391 -1.975 -0.033 0.69 0.358 0.721 -0.237 -1.799 0.041 0.137 -0.64 1.667 -1.973 -0.692 0.41 0.689 0.088 -0.45 0.916 -0.524 -3.806 -0.244 -0.033 0.432 -3.326 -0.583 -0.117 1.92 0.054 0.096 1.907 -0.475 -0.522 -0.338 0.474 -0.281 -1.682 -2.668 0.719 0.096 -5.038
-0.924588433629981 0.779 0.458689001399294 0.242567342032369 1.345 1.308 0.003 -0.688416707259372 0.163 3.001 2.403 -0.22 -1.694 0.322 0.6 0.266 0.366 0.172 1.326 1.859 0.410633650719963 0.268 0.554 0.798204113193727 2.757 0.463759578339568 -0.309533266306806 -2.005 -4.49 -0.083 -1.471 1.698 0.002 -0.322 -0.824 -0.471 2.868 0.406 -0.171 1.217 -0.104 0.506865256872727 1.583 -0.537 -0.184 -0.925 -1.097 -0.96 -0.059 -0.199 0.904 0.138 2.622 -0.041 3.249 1.309 2.727 0.844691000891796 2.41 3.127 1.498 3.912 -0.415 0.481 -0.191
2.989 1.902 2.922 0.947 2.587 1.612 3.617 2.225 4.883 3.251 3.393 1.732 3.149 1.257 2.242 2.559 2.298 2.844 3.733 4.987 2.092 2.592 2.679 3.252 4.162 2.66 3.422 1.853 1.528 4.608 2.791 3.241 2.159 3.825 2.111 0.737 1.328 2.573 3.152 3.697 3.212 4.617 3.133 -2.509 3.533 3.542 -1.749 3.285 1.695 2.345 3.346 0.532 0.898 2.21 1.092 -0.636 2.371 3.489 1.295 1.44 0.988 0.654 0.937 1.06 0.381
-1.247 -1.20108529350533 0.526 -0.499 -1.195 -1.717 -0.716 -1.617 1.603 -0.567 -2.902 -0.595 0.01 0.585 0.147 -0.768 -1.749 -0.671 -0.655 -1.642 0.141487005131325 -0.723 1.015 0.41 0.661 -0.189 0.0971405330781229 -0.489 0.161 -0.86 -0.094 -0.35 -0.552 0.42 -0.567 2.612 -1.71331994876248 -0.052 0.714 -0.153 0.443 0.019 0.418 -0.097 -8.442 0.056 0.58 -0.027 -1.095 -0.37 -0.95 0.653 -0.074 0.543 1.504 -0.491 0.177 -0.0704821053080151 0.521 -1.342 -0.283 -0.216059939090686 -0.105 -3.279 1.805
