"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84"
4224.6 3346.1 2494.2 3968.5 2825.9 3465.3 3258.8 2863.7 3973.8 5635.5 6287.6 4868.2 2676.1 2922.9 1263.9 16614.5 25748.2 31518 23648.5 15989.5 24633.4 19463.5 25089.3 37450.4 2013 2501.9 3764.5 4831.6 2080.9 1911.7 2596.2 2282.9 1596 1225.9 1644.9 2168.9 1169.1 1426.2 2743.9 2413.5 2731.4 1575.1 1102.3 1958 5598.5 3104.3 8906.7 4333.4 4650 10496.3 3279.6 2125.8 7333.9 5325.1 5174.2 2888.6 2039.4 2478.7 4765 3375.5 719 1753.4 955.8 2761.6 4355.8 3681 1213.3 5299.4 3795.6 5140.4 3419 5087.7 1399.7 1678.8 3273.9 3741.1 3815.8 2916.4 3430.7 6131.4 648.9 2872.4 2037.3 1558.4
1702.2 775.7 151.3 435.8 122.2 31.9 2922.1 503.9 3600.7 389.5 1117.4 1207.3 2083.3 4784.7 76.2 14555.7 13174.7 44987.7 8072.1 27266.3 15898.1 1814.9 32379 181.1 216.2 2100.6 5224.1 1336.7 4732.7 1886.1 1649.2 4102 3092.9 180 3365.6 35.9 4469.7 884.5 18.6 5803.5 1040.9 1566.1 1074 1030.3 1368.8 2534.4 193 122.6 9266.4 11122.2 347.7 6207.8 6124.5 411.1 10438.6 119 1754.6 195.4 43.3 34.8 18.5 25.7 84 11.5 95.6 146.1 32.4 1457.5 70.7 109.7 81 42.2 688.6 79.8 87.5 194.4 164.6 117.1 544.3 80.2 113.1 120 893.7 39.1
2275.8 1802.9 3590.6 3676.6 3817.7 5366.5 2798.7 1474.6 4874.6 2857.4 3301.8 5984.2 5339.6 4719.4 1010.8 25948.3 23336 23594.2 29915.7 28512 19613.3 23667.3 21484.7 24544.8 2615.3 1257.1 3237 2732.5 3383.9 829.5 2008.9 1317.6 3605.6 3748.7 1230 1460.9 2234.5 872.7 1092.2 3703.1 1348.2 2028.4 1321.6 1046.3 3428.7 2283 9765.2 3581.5 5464.5 5625.8 1173 3608.9 5560.7 8262.6 7677.8 1799.5 2496.4 3386.4 2868.5 4393.9 864.5 2934.5 624.8 2481.8 4021.6 3714.4 1181.4 6012.9 3334.7 5974.9 3943.8 2211 1202 830.2 2751.2 1935.8 3248.4 3317.2 4297 3851.4 382.3 3185.7 1302.1 903.3
4189 3417.6 3117.3 3242.6 4191.7 5124.5 2549.8 1973.4 5458.2 2024 4347.4 3511.3 3287.1 4929.6 1376.9 24200.6 31285.1 17343.2 25968 27636.8 18871.8 30933.7 20006.8 23063.7 3041.7 1618.9 2215.2 2529.2 2811.1 975.9 1924 2030.2 3714.2 2921.5 1969.9 2140 2586.2 2204.9 1573.1 4614.5 1883.2 3078.6 2193.7 966.9 3049.8 3513.4 11178.3 5582.4 1943.1 5220.7 1503.6 3204.5 6159.5 7550.9 4749.2 3769.3 3591.4 3939.7 1992.9 5387.1 2454.5 3938.8 1408.1 4338.6 4392 3856.2 2762.5 5874.3 3882.5 3863.3 4049.8 2226.8 1717.2 1745.6 2552 3030.3 4186 3595.7 4163.6 2961.1 532 4075.1 1363.3 2508
3209.4 2339.7 538.2 1525.3 951.1 2921.6 2244 2026.1 2654.3 2867.4 2348 3331.2 3414.2 4258.8 806.6 17376.2 29138.1 25745.4 17879.4 22710.3 31700.6 12147.3 27061.6 24208.7 3065.6 2337.7 2183.9 3099.1 3402.2 2216.8 2637.4 2639.1 4003.8 3113.5 3264.4 2638.9 2978.2 2327.6 2123.3 3570.5 2398.4 2530.2 2347.9 2128.1 3584.5 4103.8 1137.5 899.8 4146.3 7886.3 2939.7 2870.1 4322.4 2781 4808.7 1310.3 2017.9 3073.7 2637.7 1504.2 347.1 596.9 332.5 696.4 1555.6 1288.7 554.7 3912.8 1362.2 1219.4 631.9 293.8 831.3 456.8 1189.7 956.2 1786.5 690.2 1835.9 3066.8 1477.8 1098.7 1809.3 1774.3
5087.5 3168.1 1822.6 6282.2 1806.2 4327.2 4373.1 2409.7 3693.3 2820.7 4245.4 3074.3 5656.2 3369.8 1936.5 18746.1 23005.5 33826.9 12545.3 13873.9 17522.1 22364.3 36749.2 27737.8 3766.4 711.6 2616 2879.5 3795.5 1619.1 1970.2 2098.1 3012.6 1123.2 1372.9 3571.1 3041.9 2162.6 2405 3038.8 2984 3517.9 1394.2 1908.5 6194.9 2699.4 7940.6 5087.7 2207.9 5447.3 1364.6 2780.4 2930.7 6254.2 4993.7 7662.7 2556.2 5589.1 2678.8 3779.9 1926.9 3106.4 1762.8 3273.6 3439.5 2796.5 1067.6 6272.4 2653.9 7191.3 3538.4 7990.8 2118 1328.5 2395.1 3213.9 3729.4 4123.5 3726.4 2399.6 3020.9 3872.5 2493 3098.2
2168.2 2253.6 1813.5 4563 2446.3 4463.3 2282.5 1172.2 4332.9 2398.5 4296 4533.9 6071 4906.4 1336.4 24013.9 20856.7 12472.9 24527.7 26290.3 30555 23801.1 24042.6 23416.6 2891.5 1789.9 2197.2 3142.6 2025.2 1051.7 1475.3 1798.7 3034.1 1357.6 1518.8 1571.8 2540.4 1020.4 1497.4 3600.3 1442.5 1518.6 1665.2 1050.4 4763.1 3408.5 10391.2 6004.7 2031.1 9762.3 1014.4 2879.8 5097.8 7975.3 5716.7 1559.4 3517.3 2819 3902.6 3764.5 1595.6 3884.6 454.4 3303.3 2435.8 2820 1790.9 4850.6 1946.6 4534.8 3780.5 2895.3 1016.4 1271.9 1415.5 4538.7 5508.3 2298.2 3423.1 4964.8 134.8 3349.8 1859.5 996.9
6835.1 3412.1 2078.1 4271.4 2730 2780.7 3874.6 3502.1 4758.2 5075 3041.3 5503.7 6252.4 4821.5 626.4 9351.5 11745.7 38179.6 27495 16511.6 29160 14506.2 28971.5 21676.7 2018.6 2940.9 3157.8 3170.1 2004.2 2387.4 3043.8 3171.4 4337.6 1291.1 2707.1 2465.8 4053 2273.1 1398.1 5772.1 1596.1 3105.7 1909.3 905 3147.9 2983.2 7343.2 4430.8 3881.2 7844.3 2343.4 3472.2 7359.7 6164.6 6471 1618.3 3053.8 2438.6 2757.5 3862.3 946.8 1520.3 1634.7 2118.7 3573.3 4150 48.2 5907.7 3092.2 4736.4 3099.8 2961.4 1425.1 541.5 3907.5 2504.9 2993.8 1785.1 3208.5 3536 553.2 2678.4 2277.2 2618.9
3518 2237.2 1953.6 3961.8 2621.8 3150.4 2589.9 2058.7 4791.3 2250.1 4108.3 3440.8 3194.7 3752.5 1534.7 25770.9 25990.4 25147.6 23646.2 22625.7 21332.3 20367.9 29399.2 17454.9 2375.9 2305.7 3165.6 2115.9 3109.2 1149.2 1832.9 1821 3824.2 2024.9 1523.6 1951.9 2616.7 947.9 854.4 3842.9 1503.2 1581 1649.3 1508.8 3857.9 2217.8 8511.5 5067.8 6137.8 5384.8 939 3244.3 5392.9 6918.1 6479.9 1581.3 2496.4 2482.5 2446.6 3241.4 1540.9 3170.4 713.6 3320.1 3032 3334 1378.9 5286.6 2615.6 4193.4 3352 2149.5 1588.4 1418.5 2524.9 3377.2 3181.9 3405 2244.9 3434.3 200.2 2608 1674.1 1219.7
4908 2392.1 3345.2 4935.8 2934.1 7511.8 2379.7 1347.4 6902.5 2902.6 6821.3 5104.6 4748.7 8249.2 1098.5 19183.5 25971.5 8030.8 32851.7 25468.5 24423.4 23697.7 13665 28384.9 4086.8 1816.2 3520.6 3645.3 3249 678.7 2349.4 2662.8 4287.5 2015.6 1706.5 1371.3 2716.3 1984.5 1192.1 4307.4 2038.2 1880 1737.1 1010.1 3571.5 2524.5 13858.5 6697.1 2749.2 6280.9 1543.4 3620 3545.5 9516.1 8957.8 696.1 4840.8 2787.9 4895.7 5733.2 2322.3 3494.3 1030.1 5378.7 4506.9 3550.3 2239.3 8044.9 3466.6 4994.6 5037.7 886.3 1727.5 1747.7 2155.4 3557.9 4472.2 3233.5 5075.7 6352.3 1381.7 4504.1 1545.8 1632.7
1574.7 2449.6 1949.7 4148.3 2833.4 3875.6 2880 1681.2 3984.3 3302.2 3226.5 6254.2 5503.1 4423.2 1517 23803 20518.3 16640 24565.2 25054.4 27743.7 19108.8 27454.5 24879 1779.1 984.5 2209.4 3988.4 1635 1200.2 1603.3 1931 3233.8 1450.6 1333.5 1428.2 1618.6 811.1 1233.3 3252.5 1084.9 1561.5 1595.5 1051.6 2711.7 2040.4 9851.6 4831.8 2352.2 7341.1 1644.8 2764 4645.7 7579.4 4472.8 3013 2636.1 2839.7 4171.8 3254.3 1718.6 3537.9 617.8 3685.7 2306.3 2530.8 1330.4 5440 1844.1 6538.9 3994.2 3488.5 1398.8 1218.8 1658.1 4132.9 4551.8 2265.5 3761 6817.4 142.7 3746.7 2316 1325.1
1574.7 236.1 2530.3 3040.6 2419.7 4960.2 2129.9 936.4 1029.5 4471.1 188.2 2622.3 4800.7 2185.8 1180.3 7855.3 13987.9 35399.9 27076.8 18310.5 33034.9 5630.3 16914.7 15997.9 180.1 854.5 429.6 971.6 420.6 467.7 405.6 563.3 637.4 533.3 144 460 1067.1 362.6 468.4 1146.1 688.9 524.1 273.4 310.1 394.8 1724.2 888.3 219.8 272.6 1004.8 1128 972.4 4006.7 3430.4 2329 313.3 441.5 223.5 751.7 277.5 200.3 325.1 157.8 110.5 579.8 238.2 129.6 574.3 435.8 360.1 381.2 509.7 219.3 94.8 296.3 59.2 406.7 390.6 651 156 16.4 1344.7 608.2 77.7
2918.5 1666.7 2058.7 4013.5 3196.3 4273.9 3103.4 1359.3 3980.9 3332.3 4635.7 3707.6 5475.8 5451.3 1254.1 21933.2 23472 16937.2 24036.1 24041.7 27329 22037.6 27011.7 23788.3 2883.9 1889.1 2645.9 2804.9 1813.3 1496.4 1534.5 2112.2 3318.9 2174.9 1788 2191.6 2371.9 1271.2 1805.7 3220.2 1590.6 1268.2 1646.3 1140.1 2660.4 3879.9 11336.5 5501.5 2573.9 9404.3 2422.5 3057.7 5160.3 8232.6 4630.9 2251.7 2414.3 2138.4 3909.6 3423.8 1374.2 2859.2 662.5 3357.6 2119.1 2755.3 1713.4 4597.4 1795.3 4707.1 3168.3 2597.9 1267.1 1245.6 1598.8 4009.7 3774.6 2866.4 3232.3 4745.7 316.5 3465.9 2339.2 794.4
5457.7 4221.5 3482 6042.6 4983.4 4113.9 2710 2941.2 4212.1 5055.5 6007.3 6001 800.7 3356.8 142.3 12375.2 34140.4 33265 21238.1 6529.9 23115.7 23849.7 17241 17890.8 4289.8 3259.1 5242.4 3930.3 2264.6 1105.2 4926.2 3592.6 4876.4 2633.8 436.2 3860.7 2093 1148.4 890 2055.8 3127.1 2899.7 2910.2 621.8 4288.6 2767.2 5232.9 1450.4 3921.1 4121.3 359 5557.1 6362.9 625 7250.8 2379.1 2336.8 5006.5 4681.3 1366.2 82.1 155.5 1058.3 3998.9 2397.4 1943.6 328.3 2755.2 1881.2 1525.1 3211.2 2244.5 2461.2 388.2 3855.6 268.4 228 4429.1 761 5927.4 222.8 1277.2 5998 1902.3
4807.9 2605.3 3596.5 5370.5 3286.2 7079.7 4111.9 3227.3 6363.8 4795.4 5879.3 6379.3 5377.4 6605 1513.8 29457.2 26863.6 18894.3 24616.6 21759.4 15964.1 29757.1 19683.4 20355.4 3985.7 2138.5 5039.8 3419.9 3239 764.6 2270.3 1737.1 3540.7 1208.6 1387.3 1950.7 2804.8 1148.6 1180 4419.9 2002.7 1674.9 1306.7 702.7 3314.9 990.4 11952.7 5117.7 3224.2 3960.9 1534.4 5038.2 6159.1 8494.1 9878.6 1641.6 4502.8 4511.8 5909 6056.7 1481.8 2595.4 1658.9 2472.8 6400.6 4223.4 1767.4 6873.7 5727.8 6316.6 5387.6 3910.3 2565.5 2890.7 3565 3073.7 4284.6 7105.6 3023.5 4926.7 2687.4 5421 2787 2405.9
2578.7 1405.2 2963.1 2166.5 3515.2 3905.8 2598.4 2150.4 3948.5 3357.9 3052.8 3846.9 2364.9 4761.3 1512.3 19504.1 17044.5 21643.3 30156.7 19962.2 28074.3 23166.2 25744.1 18883.1 2694.6 2893.8 3521.8 2667.6 2222.2 1982.1 2064.5 1014.5 3094.4 2182 1941.2 2798.5 1849.1 1061 1241.1 3274.6 1626.4 1554.9 1135.8 1032.9 3148.3 1725 7246.3 5622.3 7335.6 5849.7 2154.2 3479.8 3747.4 6464.5 6864.8 2581.1 2876.1 2305.3 2649.2 3849.7 1513 2600.2 1307.4 3428.7 4281.9 3312 1374.9 3284.4 3720.6 4138.6 2765.7 4482.6 2206.6 2129.3 2854 3766.3 3184.2 4810.1 2558.3 3483.7 75.6 2804 2451.3 1403
4990.4 15.6 92.6 895.5 6407.1 10488.3 8516.4 8.9 524.3 590.5 10187.3 1383.4 5907.1 8898.2 8570.6 3566.4 49342.3 28088.8 3163.5 6375.3 3651.2 4928.3 5420.5 9353 2768.4 23.7 8022 6460.3 799.3 1004.6 132.2 240.4 2373.1 326.9 120 2399.5 1106.3 381.7 263.7 1017.8 3677 404.3 450.9 561.9 2795.1 115.4 7414.4 10876.3 4829.5 2801.6 129.1 4743.2 61.5 6986.8 8086.6 501.7 280.5 3980.8 2667.3 2994.2 395.2 474.4 53.5 412.3 2421.3 476.3 1995.6 1617.8 1887.9 5809.6 5894.3 1218.6 2399.2 630 137.8 5724.2 5716.9 4980.7 4460 2482.3 2380.9 3150.2 2358.7 7491.4
1861.5 2334.2 2397.7 3611.7 2902.7 4792.6 3120.8 2422.7 5114.3 3760.5 5437.4 5050.7 5813.7 5616.5 1597.2 24913.3 19050.3 10039 22355.6 24896.6 26722 25730.2 23915.1 24495.1 2674.4 1994.8 2641.3 3143.1 2661 1489.7 1146.2 2316.5 2632.4 753.7 1720.4 1700.4 1250.6 637.8 1706.3 3315.2 1369.6 1562.8 2006.4 1414.8 5319.3 3941.8 10437.1 5969.5 2264.8 8300.5 1941.7 3114.1 6119.5 7990.2 5347.5 2807.3 3319.6 2752.7 4720.9 4000.1 1974.1 3778.5 797.4 3686.1 3084 3357.8 2053.4 5576.1 2670.6 5570.8 4183.7 3738.4 1561.1 1351.8 1991.2 4356.3 4999.1 3165.5 3940.7 5865.2 2046.2 4175.1 2238.2 1135.3
5017.4 21.6 132.8 937.1 6722.6 11524 9013.5 2.1 661.6 678 12804.9 1357.6 5711.9 9386.3 8601.9 2415 47198.8 28488.5 4659.7 8557.8 3334.8 6323.9 4505.8 6316.4 2648.2 32.6 8958.8 6260.7 923.5 584.8 123.1 293.3 2364.7 339.6 197.4 2155.8 1417 144.3 340.5 923.7 3214.7 389.6 249.8 498.1 2531.7 118.2 7926.1 12399.3 4974.7 2826.8 123.9 5378.1 93.2 7515.2 8684 399.8 178.9 3475.6 2274.4 3522.9 295.8 614.2 24.5 508.9 2333.2 497 1728.6 1683.7 1752.5 6338 6345.9 1008.3 1702.8 488.5 144.7 5324.3 5879.1 5545.9 4873.7 2717.1 1603.5 3702.6 1673.8 6444
5377.9 49.5 5673.5 349.2 6211.5 906.5 124.8 5614.6 1750.2 20.2 116.7 69.6 14.1 616.7 789.5 27090.8 1902.5 77.6 13975.5 48168.8 1211 11587.4 225.9 40.9 3936 3511.4 2174.2 22 668.8 1059.2 67.1 7.3 277.4 1946.4 92.3 63.2 14.3 25.5 0.4 210.7 8.3 207.1 474.9 151.6 168.9 10.8 2372 885 4972.5 42.4 47.5 1772 69.2 3399.1 8377.7 8.9 2820.9 63.5 168.9 2427.5 48 64.2 8632.8 79.1 8556.7 5111.5 2107.2 107.4 8124.1 4461.3 2523.7 1406.6 2870.4 206.1 5599.1 2549.8 2392.2 7267.3 2942.1 260.6 193.3 3187.1 5395.9 45.8
3965.6 1315.3 1897 5793.2 2023.4 6285.6 4358.5 2267.9 7207.6 2507.9 6561.2 7446.7 6823.2 5405 1132.5 20073.4 26508.6 13308.4 24468 29487.9 19819 19932.5 20554.6 22271.6 4274.5 4563.7 2516.3 4671.3 3264.6 1119.7 1601 2373.2 2667.5 945.8 995 2177.9 3445.2 862.8 1451.4 4714.6 1669.8 2171.4 1577.1 1307.9 6108.9 1558.9 13088.9 6985.8 2003 12217.2 1533 2599.8 4432.7 10873.3 6957.8 1686.2 3010.6 2531.8 5456.2 5216.3 1283.4 2773 551.4 3607.6 2285.3 2789.2 1376 6774.3 2350.6 7553.2 4947 2478.6 1065.9 1500.7 1519.7 3312.4 4996.1 3996 6078.6 6937.6 570.4 4198.3 2219.6 1086.9
6142 2949.1 3237.3 5069.2 4019.9 5688.6 3388.9 2562.2 6861.9 3919.1 4750.6 5853.6 4845.3 6130.6 787.1 19699.4 20160.2 27187.2 27157.6 20721.3 18388.5 26928.7 23615.6 21476.6 3438.9 2110 4164.7 4488.6 3503.6 1406.5 2813 2708.4 3837.3 2100.2 1466.3 2144.7 3677 1165.9 1333.6 4958.3 1241 1978.1 1693.8 1387.3 5843.3 2689.2 9920.8 4842.8 6317.8 10473 898.2 5001.3 6809.3 10062.6 7638.8 2508.9 3386.4 3266.3 4981.4 4351.9 1733.8 4638.9 1025 2881.6 5907.5 4191 1448 6190.3 5308.1 6753.9 3793.3 4683.5 1422 2489.7 2100.2 3931.3 3559.8 5203.1 4256.6 5897.8 978 3845.8 2100 1851.4
3659.3 1672.8 4090.5 3314.2 4176.8 7079.6 2246 1759.2 6916.8 3795.2 2846.8 3556 3958.7 4234.3 693.5 20207.5 16510.7 29444.2 31989.1 16745.9 11403.8 15025.5 25120.1 23698.9 3777 2159.5 2618.6 1770.6 2774.8 1135.6 1346.7 1657.3 2353.8 1951.1 758.7 1289 1149.8 836.3 1220.6 3362.9 748.4 1230.5 1081.8 498.8 1560.9 667.3 10619.8 3654.9 7756.7 2588.9 1394.9 3272.6 4568.9 4511.4 4520.9 2259.1 3485.3 2109.3 2692.5 4843.5 1570.3 2878.4 621.4 3125.4 6382.1 4475.6 948.2 6295.9 6012.8 5956 2076 4047.3 1603.9 1884.2 3447.9 2811.4 2561.3 7674.2 4803.5 2917.5 127.6 3021 2526.1 1140.7
2342.5 2455.9 2460.4 3181.5 3415.5 2671.4 2083.3 1223.5 1221.8 4192.6 5573.6 5298.4 4768.7 1124.4 370 8659.9 20328.8 30404.9 15804.4 7327.6 13347.9 26824.6 37453.2 9042 1652.2 1220.9 3102.6 2712.2 1990.9 826.4 2562.6 1765.7 2905.4 1447.6 1309 1453 1044.6 716.5 534.5 1145.8 2397.5 2721.9 1057.6 916.5 2643.5 1840.3 9128.8 2584.6 748.2 2767.5 1950.9 1887.3 859.8 5588.6 2268.7 1505.9 935.4 3376 1982 4171.1 467.3 921.3 480.5 1365.3 285.5 932.5 2010 3428.1 214.6 5475 3880 6838.1 1105.1 2123 495.3 2590.3 2831.6 2924.2 3493.3 2660.7 207.7 2300.6 2061.6 844.2
5422.5 2232.4 3744.2 4636.5 3175.6 4271.1 2892.4 2191.3 5411.2 2542.8 3931.8 4309.2 3485.8 5157.6 1216.4 21410.8 17879.3 23528.2 25375 24935.5 16181.9 29801.7 23731.9 16801.3 3772.1 2144.9 2899.3 3334.7 2434.2 1257.8 2280.8 1250.3 2102.1 799.6 1137.2 1956.1 2052.9 695.5 786.3 3770.8 1603.9 2320.4 1542.2 987 2724.3 1185.7 9410.1 5079.9 3324.2 2482.5 626 3347.6 4656.7 7571.3 6699.8 2000 4712.3 3076.5 3199.6 4515.8 1438 2988 830 3782.3 4795.5 4046.9 1744.2 6607.5 4459.4 3993.6 4478 3694.2 1782.9 1687.2 2993.7 3118.9 3245.4 4856.7 3104.8 3296.6 592.7 3591.4 2116.2 1156.9
5124.6 2847 2910.9 5111.1 3703.2 3549.5 2698.5 1818.5 4932 3569.9 4694.4 4171.6 4690.7 5058.6 1155.9 21091.3 17917.9 27927.7 21287.5 22649.4 25669.5 21884 22801 21350.7 2752.1 1515.1 2900.4 3862.2 2889.9 1504.4 2044.7 2254.2 2623.4 786.9 1395.8 1875.8 2276.2 900.1 1057.9 3522.6 1537.1 2059.8 1239.6 2140.2 5531.5 2855 9265.3 5246.4 5707.6 7852.3 1171.3 2869.3 6099.3 9361.9 6603 2259.6 3124.3 3174.9 4191.1 3979 1194.1 3617.4 998 3168.8 4405.7 4101.6 1469.2 6270.7 3798 5174.8 4063.1 4473.3 1567 1739.5 2715.1 3739.2 3321.8 3547.6 2625.3 5509.7 1278.8 3130.2 1331.1 1786.2
2912.2 2956.7 1753.6 2357.7 3196.3 4165.4 2276 2457 4096.5 4590.6 3320.1 3711.2 3745.9 5303 1966 28690 26777.2 16755.5 12997.5 14947.4 23357.5 18924.8 22955.3 28502.6 1494.1 2664.4 2949.3 2596.9 2364.8 1672.4 1711.1 2568.2 3671.8 1766.4 1413.2 2640.9 2332.3 1461 2163.8 2866.3 1881.9 1688.3 1621.5 1464.9 3607.7 4010.7 9218.6 4428.4 2687.5 9059.6 2576.9 4121.6 6519 6164.7 6376 3085.9 2438.2 2762.3 2968.2 2939.3 1958.4 2545.1 1422.7 2602.1 2327.8 3019.3 2371 4451.3 2323.9 4045.1 2519.6 3810 1521.8 1307 2133.3 3403.3 3064.5 2104 2462.1 3761.8 654.6 2559.1 2615.4 1913.5
3598.3 1709.8 2535.9 4996.9 4196 4470.1 3238.7 1279.2 3930.6 3710.2 6322.8 4273.1 5295.4 5146.2 1280 22465.7 17874.9 23174.2 21792 20693.9 16587 26347.6 25445.2 24053.6 2895.3 1846.1 2808.2 3263.8 1741.4 1316 1522.6 1404.3 2896.3 849 1011.9 2076.2 1891.1 1081.1 1323.3 3763.5 1822.3 1124.7 1197.1 1213.3 3183.9 2127.4 11554.3 5788.4 3424.1 7921.5 1275.5 2846.9 6254.4 8897.2 6016.8 3090 3007.7 2718.2 4126.3 4704.3 1269.9 3566.6 583.1 3224.9 4116.1 3934.5 1451.5 6938.2 3555.7 7002.7 4388.3 4649.1 1353.6 1504.9 2316.5 4170.3 4614.7 4160.1 4621.3 5110.9 717.9 3893.7 2231.1 955.9
4922.6 891.3 1820.9 3733.8 2220.4 1503.6 1762.9 2410.6 1855.1 2955.1 3988.2 3341.5 2374.3 2452.9 356.1 14534.9 9278.7 26353.5 26737.3 16027.7 14784.3 14586 39041.7 3486.2 1402.5 1108.7 2988 3299 1061.8 2108.8 3333.5 547.4 1039 1309 823.7 1076.3 2178.8 255.3 689.2 4911.6 1006.6 923 941 1069 2735.7 571.6 4013.3 4999.2 7711.7 5228.2 177.2 5348.6 3516.5 1979.7 7169.9 166.3 2036.1 465.9 2843 2653.1 315.9 1183.8 847.9 2373.1 3215.2 1690.5 886.9 4314.3 2801.7 1854.7 1521.4 2784.2 1565.6 793.9 1496.1 932.2 397.8 3112.4 1322.8 3680.7 146.4 3192.2 2350.1 475.2
4364.1 2341.7 2389.3 4615 3087 4156.9 2982.6 1863.2 4435.1 3582.7 4619.1 4008.2 4323.4 5006.4 1513.3 19825 20823.7 25405.2 21024.8 20476.6 20290.9 21473.8 25154.4 25416 3279.5 2060.5 3433.9 3059.4 2219.9 1196.6 1875.8 1546 3375.6 1557.3 1776.9 2091.3 2189.1 1281.1 1584.8 3743.9 2090.3 1781.3 1451.7 826.7 4683.6 2297.9 9823.6 4594.3 2949.9 6362.6 1947.5 3015.2 5957.8 7812.3 6442.4 2153.4 2677.3 3101.1 3741.8 3568.6 1763 3191.1 879 3262.3 3671.6 3670.1 1527.9 5233.2 2984.7 4612 3634.7 3545.2 1735.3 1329.9 2244.8 3238.9 3537.1 4279.5 2948.1 4895 174 3242.9 1417.6 1401.4
4430.1 1290.1 2233.3 2624.5 2422.1 4855.1 2340 1421.2 5646.3 4892.2 4863.2 5038.6 4175.4 4204.9 1414.5 20831.2 12100.6 22843.5 22030.8 22506.4 17461.5 30413.4 25140 18743.5 4127.8 2282.6 3506.1 5263.9 2215 1334.9 1570.4 1425.6 3118.6 884.5 1704 1954.5 2206.6 748.4 1313.2 4057.8 1406.5 1472 1466.2 690.6 3623.1 822.2 11198.9 5808.3 1583.8 6823.9 705.1 3542.4 6450.4 8662.3 7221.4 4528.7 3495.4 2289.8 4379.3 3949.6 1866.2 5333.3 986.8 4207.9 4599.3 2640.4 1364 7538.5 3893.8 6027.3 4675.3 7563.9 1851.5 1827.6 2325.4 3846.1 4220.1 4240.4 3776.9 5231.7 346.4 4423.9 2010.2 883.3
1825 2273.7 3258.9 1569.7 3853.1 4314.1 2435.3 1914.6 5400 4280.9 2065.9 1337.7 1556.2 5609.9 1078.8 19122.4 13978.4 30360.4 19577.5 19139.2 31990.7 16640.6 20363.1 11887.7 2253.4 1611.5 1992 1268.2 2245.5 1112.6 1430.1 1591.2 1781.4 2331 1024.4 867 1142 509.8 1005.7 1821.2 1033.3 1839.5 1867.3 1001 3275.8 1910.2 10379.9 2602.9 5554.4 2357.9 1087 1727 4554 5837 3181.7 1645.8 2070.2 1420.3 1034.6 3446.5 577 1354.7 1430.6 3898.3 5601.3 5596.5 918.8 5912.9 5447.8 3315.7 2957.7 8485.8 3190.8 2210.6 5033.1 3695.5 3658.4 3954.2 2202.7 1518.4 1241.1 2717.3 1544.7 730.4
5173.9 3867.7 2459.1 4314.2 4082.1 4429.5 2655.3 1580.3 4529.3 4420.8 5591.4 4556.1 4798.5 5429.2 1121.1 13841.9 24750 29746.1 17887.9 17773.9 20961.5 21794.6 24135.1 24817.9 3495.3 2047.1 3549.5 3421.5 2953.5 1075.5 2843.2 1926 3305.3 1508.5 1918.2 2550.9 2409 2137.7 1904.4 3908.9 2290.6 2015.4 1406.3 1020.8 4807.2 4791 8966.2 3870.7 4722.5 7765.9 1676.5 3924.7 5881.4 6566.5 6886.3 1710.9 3567.5 3622.1 4228 2608.9 1428 2968.7 1065.2 2857.9 3411.4 3058.6 1138.5 4856 3185.1 3974.9 3595.4 2759.1 1536.1 1625.8 1403.9 3509 3555.9 2810.6 2804.5 5415.2 768.4 4019.5 1339.7 1675.4
4888.5 2006.3 3626.6 4262.9 2751.1 4214 2582.2 1851.4 5056.6 2296.9 3779.8 4019.2 3137.2 4753.3 990.3 22219.3 17943.6 22642.8 23635.2 24212.6 16304.8 28061.8 23648.8 14962.1 3570 1954.6 2724.7 3274.7 2317.7 1184.1 2189 1455.9 2126 932.4 1341 1780.1 2104.7 913.3 959.1 3824.7 1388.6 2025.7 1337.2 921.4 2441.5 1122 9100.1 4493.7 3137.4 2477.2 840.5 3059.5 4513.6 7519.7 6769.7 1726.6 4547.8 2918.1 2814.3 4544.9 1352.4 2717.7 745.3 3296 4620.7 3747.8 1657.9 6330.4 4136.2 3905.9 4198.8 3757.7 1695 1536.8 2565.4 2881.7 2896.4 4778.8 2901.2 3281.3 912.3 3388 1811.8 1150.2
