"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49"
86.8 92.6 132.6 827.9 179.1 61.5 118 75.8 647.6 92.2 80.7 13.4 29.5 65.6 77.1 33.5 24.1 29.8 125.9 40.1 40.1 20.8 45.5 129 26 54.5 230.4 253.3 1206.8 96.3 388.8 120.4 582.6 808.7 84.2 126.9 19.9 39.8 261.4 208.7 13.7 36.6 136.4 396.6 360.8 42.9 59.7 73.7 83.7
100.1 186.5 560.2 392.7 157.8 405.9 87.1 657.1 231.5 284.1 370.1 134.9 419.6 176.6 44.8 320.7 317 110.6 169.1 173.6 248 96.1 137.2 887.5 99.4 1478.4 192.1 184.8 586.8 267.4 272.1 159.1 229 308.2 309.1 267.9 245.2 208.4 587.1 568.4 241.5 122.1 391.9 260.9 61.6 98.1 395.7 91.1 397.2
274.5 255.9 392.5 122.8 172.4 307.2 101.1 236.9 72.5 167.4 216.6 215.6 169.3 177.5 331.4 298.3 510 1730.5 194.2 17.8 309.4 124.6 182.2 246.2 178.5 79 236.9 499.7 278.2 364.4 241.8 394.6 350.8 229.8 387.5 543.4 411.9 151.7 312.2 123.8 101.3 228.3 369.7 475 143.7 158.7 131.3 166.5 159.7
266 202.5 413.6 32.9 98.1 808.2 557 226.5 229.2 232.2 279.7 184 248.8 312.5 188.3 490.4 37 104.6 328.6 1592.1 240 263.4 230.8 146.4 229.6 151.4 375.3 469.9 663.9 451.7 353.1 206.5 526.3 202.3 111.3 362.2 402.2 251.2 468.4 146.1 226.9 392.5 448.7 311.1 517.2 50.6 320.7 251.7 231.2
486.5 401.7 475.9 981 48.2 659.5 657.2 168.9 421.5 133.5 511.9 513 261.6 424.6 329.6 540.9 79.9 18.6 325.5 9.7 958.1 388.6 178.8 746.5 753.4 95.2 603.4 253.9 441.4 142.8 360 111.2 355.9 152.9 206.8 231 510.7 507.3 517.9 198.3 228.6 498.9 405.7 945.4 486.4 185.2 419.2 19.2 261.7
406.9 159.5 77.1 180.8 55.7 164.7 21.9 144 602 81.6 770.4 240.5 58.5 62.4 35.5 128.3 40.3 32.7 227.2 38 400.4 240.3 1430.6 80.8 246.5 60.2 139 107.4 170.1 126.2 192.6 240.9 212.4 702.1 89.7 273.1 149.2 179.9 324.8 42.6 263.1 178.6 23.7 377.6 411.6 34.3 219.8 63.5 75.1
70.7 64.1 204.4 264.8 487.7 296.9 55 363 352.6 175.7 322.5 276.8 615.2 33.5 59.4 177.2 28.3 103 38.6 180.2 43.6 79 66 279.7 86.5 209.1 42.3 347.6 112.2 351.9 106.3 416.4 81.4 209.4 898.2 363.1 44.8 515.3 122.7 35.9 102.1 76.7 141.4 293.7 112.3 94.4 92.6 503.9 1359
69.8 6.6 53.4 15.1 27.1 13.6 4.8 9.3 1140.1 1.2 1331.7 61.6 10.4 4 26.8 3.8 29 9.4 11.6 4.8 4 70.3 11.8 9.4 23.3 16.2 79.1 48.1 41.4 31.9 25.3 6.8 57.7 66.1 4.7 50.9 25.1 13 29 15.3 2.7 17.7 4.2 22.5 8.8 21 20.7 19.3 57.5
488.1 678.9 1085.7 227.4 86 598.4 48.2 364.9 527.3 330.5 434.3 466.8 811.8 362.9 167.5 254.6 17.3 205.7 194.2 106.7 170.2 162.1 89.4 103.3 342.3 698.9 270.6 896.4 677.7 455.2 736.7 390 357.8 118.4 596.8 441.7 629.3 751.4 291.7 239.7 198.7 217.1 223 224.7 278.6 306.8 239 110.1 233.8
238.3 59.4 319.4 218.3 69.5 93.9 61.2 107.8 1187.9 128.5 241.7 232.5 475 43.7 84 136.9 19.7 53.2 134.9 83.4 33 49.7 34.5 122.4 64.1 1125.8 350 420.8 558.8 153.4 523.5 137.8 149.2 205.2 227.9 177.5 353.7 599 188.2 158.7 146.6 49 263.1 262.2 480.6 177.3 136.7 104.7 56.5
591.7 462.5 801.7 354.5 179.1 1013.3 370.4 461.8 524.9 272.9 593.8 215.7 699.7 537.6 275.8 224 35.4 76.7 318.4 100.9 233.7 314.3 26 372.7 665.4 436.5 502 535.8 629.3 536.7 734 331.3 283.4 605.9 737.8 485.6 515.1 537 320.6 204.9 289.8 622.9 525.9 813.8 1023.5 171.3 532.1 18.1 762
144.7 76.7 138.4 109.7 10.8 160.2 4.9 50.1 959.4 46 1458.6 63.6 175.1 76.6 95.3 45.1 1.1 80.5 63.4 9 7.1 17 14 16.5 86.6 292.2 193.8 135.8 102.1 8 285.1 7.9 211 176.1 289.9 53.9 120.1 165.2 45.8 67.2 6.8 39.2 86.7 105 23 40.9 96.6 24.7 55.7
131.5 360.1 294.8 617.6 858 225.6 231.8 442.9 660.9 283.8 620.8 182.9 474.1 173.2 139.5 88.4 391.3 277.2 80.5 330.6 153.9 118.4 351.1 918.2 363.3 694.6 125.9 382.7 366.6 710.7 572.4 595.5 758.1 319.5 461.3 919.8 310.2 285.4 282.2 183.9 124.5 117.2 474.4 392.3 233.5 170.4 135 307.1 992.6
191 217.6 256.6 304.3 292.1 265.1 177.6 321.2 422.4 292.1 348.3 133.5 503.5 197.9 76.1 125.8 162.9 359.9 263.4 324.3 165.1 171 171.3 312.3 119.5 1615.1 77.3 296.6 276.1 273.2 469.5 883.7 586.8 417.3 259.6 520.2 390 311.2 360.3 329.4 92.6 157 126.2 254.1 176.9 181.2 298.3 158.8 488.1
169.4 183.8 162.7 122.6 15.8 396.2 811.3 119.6 20 430.4 17.8 261.8 139 289.4 426.2 512.2 9.4 34 236.4 3.6 861.9 425.5 811.4 142.1 520.8 78.4 316.4 244.3 87.3 994.1 116.3 460.7 91.7 123.1 366 194.5 257.6 242.9 332.4 257 217.3 379.8 844 302.5 493.7 531.9 413.6 189.3 266.4
58.5 253.5 323 229.8 672.2 23.7 111.5 191.2 357.8 140.9 341.1 72.3 38.9 114.3 66.6 112.7 24.2 295.5 22.9 30.7 100.7 33.7 67.1 498 137.8 134.7 69.3 132.2 320.2 442.3 295.7 23.9 1473.9 223.8 615.1 436.9 44.6 167.2 139.8 359.1 57 118.6 190.6 48.8 193 25.6 137.7 256.3 290.8
78.6 36.9 39.8 87.4 50 19.9 22.6 29.8 172.6 73.3 97.1 26.1 132.1 50 8.8 74.4 65.1 106.3 35 170.4 41.2 18.1 83.6 65.3 36.2 1730.6 19 55.9 59.9 73.9 92 42.2 143.1 71 108.7 73.8 63.3 34.6 23.8 86.1 12.7 11.6 86.5 61.5 61.7 9.9 39.4 91.2 135.1
123.5 85.7 64.2 65.4 5.7 8.6 2.6 65 209.5 71.1 8.1 112.8 98.8 95.8 62.3 533.3 17.9 12.4 62.2 47 184.6 8.6 19.9 6.6 1646.8 12.3 169.9 281.3 137.5 242.6 84.3 91.5 61 165.6 271.5 154.9 126.5 158.7 93.6 69.7 61.8 69.8 11.7 4.6 4.6 73.9 130 175.3 77.2
95.2 131.1 554.1 237 157.2 268.8 82.5 228.3 813.4 129.2 908.7 317.5 395.3 96.4 128.1 123.7 304.8 251.7 123 227.7 277.9 84 249.3 379.6 253.3 983.8 210.4 242.1 750.6 683.9 690.4 207.4 574.4 214.4 519.9 373.6 227.9 345.9 191.4 343.8 112.2 219.1 298.8 571.1 185.2 239.1 143.3 182.4 959.3
38.3 8.6 5.5 1625.5 46.4 6.6 90.7 34.7 22 37.5 30.7 20.3 4.3 4.7 2.7 1.6 4.9 5.9 1.1 8.4 148.4 13.1 20.3 30.2 16.5 60.5 84 17.5 543 51.2 38.3 79.1 13.1 17.7 9.3 13.1 57.1 3.3 32.8 2.8 1.6 25.9 37.3 100.9 1.9 13.7 25.3 1 8.6
73.3 173.4 199.9 1171.1 166.6 117.2 62.8 260.6 513.2 95.2 439.4 148.7 278.3 118.6 147.4 168 218.3 352.2 128.5 560.6 153.9 216.1 183.5 643 335.5 1257.5 150.5 126 351 272.4 322.4 231.3 278.6 157.8 77.5 152.6 180.1 209 157.9 262.4 34.9 62.5 414.9 570.5 256.3 157.6 138.1 213.8 254.2
35.1 136.3 306.6 123.3 54 136.5 2.4 163.9 144.7 99 157.1 136.5 124.2 328.5 45.9 98.7 26 18.6 82.2 3.8 4.7 176.9 9.4 29.5 27.3 1657 7.4 196.5 280.6 5.7 98.1 7.4 34.1 230.8 185 157.8 32.7 84.9 79.3 6.9 90.9 130 133.1 355.5 240.3 86.5 213.3 5.3 101.9
10.1 9.4 55.3 78.6 20.5 22.6 30.1 106.2 28.9 18.9 50.2 45 26.4 175.6 4.5 80 1682.4 25.1 12.7 36.1 12.3 54.6 12.1 19 11 26.8 42.6 16.4 30.2 271.9 56.4 12.6 58.9 55 43.3 20.7 35.8 11.3 42.2 26.1 21.8 18.5 117.7 45.6 7.9 8 13.8 15.8 34.5
1166.1 734.2 614.3 64.3 275.1 556.4 540.2 241.1 433.2 218 396.3 324.1 401.1 560.6 433 278.1 217.3 156.5 429.9 12.2 227.1 332.9 466.7 213.9 226.7 4 520.5 828.7 409.2 485.3 247.1 1059.3 754.5 653.1 210.8 284 434 650.1 514.1 203.9 365.4 484.6 164 296.8 421 421.1 534.1 398.1 94.4
4.4 32.5 47.6 119.5 18.7 105.1 171 141.1 39.1 95.7 44.2 98.9 45.1 80.2 89.7 148.3 74.6 18.4 46.3 30.7 71.6 114.2 45.5 310.9 99.3 1681.7 17.7 68.1 363 121.6 34.3 68.1 51.5 68.2 47 135 161.6 99.7 170 182.1 128.6 107 154.7 287.7 258.8 51.3 65 119.2 237.3
162 177.3 79.6 447.6 42.5 259.1 56.1 291.3 274.6 182.2 346.1 115.9 29.1 323.6 160.6 239 15.9 1277.5 237.1 17 47 127.7 548.7 225.4 170.3 32.1 419.9 104.9 200.4 355.9 146.4 114.2 64.6 409.7 99 17.1 57.2 25 295.5 126.7 102.5 536 239.6 763.1 835.8 298.2 218.6 44.5 81.5
110.8 201.1 246.5 610.8 416.6 87.2 123.3 100.3 752.4 176.7 876.9 325.4 507.2 126.5 100.7 317 257.8 478.8 136.2 266.9 257.1 329 290 498.4 122.6 1410.2 186.7 341.3 252.9 449.2 378.3 107.8 454.2 188.7 600.6 312.9 303.8 279.6 155.6 186.6 127.3 166.1 347.3 302.8 152.5 137.9 124.9 275.6 542.4
300.9 111.9 164.4 62.4 56.4 559.3 15.7 173 156.4 187.4 69.2 249.8 108.4 368.4 173.2 281.5 10.6 1475.1 357 28.7 192.6 243.8 595.3 154.8 22.7 65 147.8 215 195.1 171.6 163.9 17.2 296.6 607.8 164.9 131 65.6 63.7 147.6 97.3 148.8 170.9 107.6 150.4 609.8 50.5 155.8 45.7 80.4
145.8 121.9 41.8 40.5 259.1 235.8 592.7 133.6 194.3 321 20.5 202.8 12 267.4 96.2 174.6 441 9.2 100.4 1515.5 136 307.3 500.4 74.6 113.5 216.1 179.4 194.7 10.3 48.7 47.4 322.3 40.2 170.2 130 76.8 136.6 22.8 288.8 150.9 568.9 135.3 124.7 148.6 220.5 457.4 190.7 140.7 74.6
161.7 236.9 371.1 131.5 73.1 153.6 2.5 122.3 5.6 126.9 246.8 464.3 377.1 82 92.2 552.1 2.1 1472 193.1 43.1 280.3 96.4 470.9 2.6 300.8 67 259.4 380.9 209.4 37.3 138 191.5 105.2 91.6 181 566.1 450.7 351.6 128.9 175.3 116 116 186 53.4 22.2 214.2 490.6 73.8 167.6
185.8 325.2 578.4 28.1 25.7 206 17.7 59.1 20.8 126.2 42.5 203.1 183.1 211.3 326.7 145.2 28.7 40 36.4 53.9 97.4 79.8 23.9 3 23.3 97.7 327.2 297.6 463.6 144 1470.3 47.7 546.7 190.5 293.6 111.3 274.6 386 64.9 17.4 36.8 129.6 159.2 133.8 10.5 27.7 59.1 16.1 69.5
32.9 181.3 20.7 94.8 232.7 50.4 185.1 23.5 27.5 17.7 286.2 17.2 54 26.6 18.6 23.2 15.9 87 136.1 90.4 19.4 10.7 14.6 114.6 112.3 28 62.5 31.5 650.5 54.5 452.7 106.6 1192.8 473.1 564.6 589.5 26.6 172.4 150.5 25 145.4 52.7 14.8 707.2 245.5 27.2 24 261.5 405
323.5 471 837.4 36.6 135.1 443.6 19.7 130 23.6 129.2 544.1 128.3 502.8 311.5 96.4 453.4 121.1 683 137.8 64.6 195.7 203.7 39.3 164 16.3 765.3 114.6 269.6 455.9 97.5 486.7 646.3 132.8 301.5 977.6 345.6 640.3 237.3 114.9 53.6 89 151.3 68 263.1 330.6 132.4 290.2 49.6 121.9
376.7 393.8 629.8 138.6 84.3 267.9 72.7 199.9 36.1 287.4 420.5 391.2 943.6 345.5 295.2 400.3 101.5 116.1 230.2 11.7 252.8 213.5 46.6 545.4 481.6 616.6 168.5 457.8 486.3 204 271.5 434.8 178 616.2 553.8 285.6 547.7 1306 358 253.1 439.5 257.8 199.3 327.8 140.9 393 603.1 159 194.4
89.8 220.8 147.5 324.9 217.7 298.8 112.4 392.9 452 258.3 595.8 119.5 227.2 235.5 165.5 325.3 296.7 475.4 225.3 509.1 325.1 201.7 325.5 706.9 595.9 1229.8 169.6 252.4 172.6 250.1 138.2 242.4 400.4 279.6 173.8 44.6 130.7 94.7 243.2 465.9 256.4 266.2 827.8 1055.1 495.1 212.7 299 309.6 539.8
747.7 433.9 546.3 28.7 135.6 327.4 351.2 336.3 905.9 326.8 710 352.7 590.9 356.9 227.3 184.5 174.6 7.9 355.3 1190.5 301.7 524 335 124.1 498.9 31.3 500.3 717.3 591.7 370.5 580.7 564.8 485.2 756.5 677.8 637.9 434.1 362.1 481 439.4 479.9 239.7 337.3 186.1 648.2 600.4 448.2 681.2 148.1
569.4 492.1 605.5 783.9 1314.9 672.6 500.6 583.6 369.1 371.1 415.3 396.8 324 549.7 441.8 403.7 221.3 256 887 9.3 426.7 528.4 686.4 1085.2 569.6 85.2 330.8 361.6 600.4 534.2 426.2 716.1 698.1 337.6 270.2 477.5 324.3 310.1 559.8 439.1 298 683.2 974.3 650.8 365.6 430.4 473 334.6 559.3
429.5 339.6 70.6 130.8 53.5 21.5 15.4 75.1 1041.3 75.3 1004.8 33.8 215.6 429.7 54.8 219.4 59.5 40.4 129.4 11.2 11.4 21.2 29.7 313.1 30 132.5 578.4 74 220.2 56.2 402.3 645.6 401.1 106.5 123.6 73.8 169.1 251.4 180.6 24.7 94.4 321.6 1.2 417.4 371.9 42.4 234.3 3.1 51.5
326.2 445 509 149.3 4.4 353.1 138.1 296.7 473.7 279.6 76.9 737.4 542.6 562 258.8 196.5 15.9 64.2 346 879.6 293.3 403.6 565.3 173.5 644 62.5 284.9 205.6 330.5 73.1 648 345 80.2 128 367.3 264.7 485.5 396.3 176.4 197.1 84.5 252.8 1097.8 213.8 16.5 174.6 414 2.8 48.6
120 251.6 330 89.4 35.3 314 186 98.6 39.3 310.8 195.7 65.7 51.8 330.8 202.2 298.5 28.8 309.4 513.3 149.7 158.1 95.5 30.7 74.8 410.5 61.3 187.7 161.9 72.3 735.1 198.3 197.4 1135.3 152.8 57.6 70.1 188.2 53.5 612.8 113.8 75.1 411.4 415.4 976.9 362.5 31.8 51.3 32.4 197
175.3 197.8 628.3 526 245.4 219.7 405.6 350.1 328.6 1293.1 564 350 608.1 593.9 264.2 354.7 128.7 765.2 352.4 90.8 524.5 253.4 804.3 444.5 184.2 967.9 140.3 267.6 531.4 532.3 680.1 353.8 654.4 185.5 531.7 319.2 431 269.4 478.5 205.7 168.9 507.3 423.1 444.3 317.8 118.2 553.3 190.9 323.2
51.6 32.6 23.3 12.5 18.7 4.8 2.7 8.2 8.9 32.9 68.2 10.1 165.2 43 6.5 12.8 4.8 121.6 14 1652.3 5.7 38.2 3.5 60.7 28.4 16.3 49.1 58.1 42.8 195.9 82.7 6.5 13.7 38.4 85.1 15.7 58.1 47.2 3.8 40.3 14.2 10.7 3 13.4 22.8 18 38.5 3.9 27.6
93 227.8 127.7 515 176.8 146.4 190.6 421.2 330.1 141.9 488.1 205.4 182.1 328.2 150.4 175.2 206.4 302.5 139.5 174.3 165.9 135.1 118.2 1032.5 306.1 937.4 124.5 173.8 162.6 266.6 79.8 113.4 257.8 241.7 200.5 234.9 153.3 165.1 158.2 607.5 202.3 210.3 534.6 450.6 400.5 188.7 152.2 771.1 1049.6
80.4 135.2 247.9 44.5 28.6 578 9.5 594.3 50.9 67.8 62.4 84.7 73.8 91 128.3 66.7 65.1 65.7 135.4 27.6 13.5 36.6 69.6 109.8 548.5 53.2 345 128.4 70 34.5 240.1 17.5 37.4 204 505.2 207.7 196.6 30.4 380.8 209 185.1 271.2 395.4 932.4 767.4 164.5 166 92.2 971.1
117.5 22.7 33.4 111.5 25.8 161.5 65.6 124.8 1285.6 85.9 1053 263 338.6 94.7 108.5 164.2 27.7 50.5 92.1 22.4 52 43.4 21.5 341.1 256.6 530.1 118.2 132.8 243.3 68.5 221.9 73.9 365.2 130.6 107 323.8 177.8 117.2 107.7 180.5 102.3 131.2 214.2 196.4 184.6 111 95.4 58.3 441.4
46.8 53.5 24.9 124.6 39.8 24.5 67 40.6 1612.9 77 232.2 67.2 72.2 42.1 6.8 55.8 18.6 67.9 54.4 12.9 63.3 89.2 12.9 258.7 41.7 419.6 40.9 50.1 31.7 304.2 211.4 113.5 122.5 70.1 25.2 112.2 85.3 44.8 97.9 11.3 22.9 57 66 132.3 210.1 11.4 70.2 5.5 24.2
61.2 143.7 174.3 1576.5 94.3 213.1 57 333.3 356.3 95 394.4 88.4 143.4 170.3 129.6 225.2 81.1 471.7 147.2 20.1 84.7 57.2 314.5 427.8 457.7 596.9 212.1 151.8 166.3 131.8 66.9 103.5 229.8 143 190.7 86.1 118.5 147 222.6 271.9 147.9 142.7 299.7 420 211.4 94.3 163 232.4 280.4
252.5 247.7 245.4 49 39.6 388.3 141.9 235.9 57.9 290.2 178 114.7 64 317 201.6 193.8 211.3 196.6 123.6 1695.4 115.5 280.6 114 82.2 162.6 59.4 281.2 77.1 146.9 263.7 172.2 256.3 298.1 125.5 329.9 231.5 395.7 67.9 163.3 137.2 119.1 256.2 93.6 290.6 168 97.7 246.7 144.1 219.3
49.4 162.5 193.6 25.9 37 280.7 133 89.6 31 61.2 18.7 113.4 175 389.9 186 23.8 758.4 6.7 197.7 1505.3 190.2 81.5 7.7 150.4 252.5 87.9 77.1 201.9 193.2 400.5 180 56.9 57.8 89.1 203.1 60.3 92.1 118.3 71.3 74.6 88.5 20.9 116.5 112.5 90.3 92.8 98.5 36.5 272.1
401.8 303.7 486.3 437.7 167.1 522.4 78.4 140 998.8 241.5 1319.1 308.3 373.9 283.5 141.4 210.3 62.6 27.9 226.4 51.2 270.8 241.5 57.9 275.2 191.8 82.9 162.6 201.6 470.6 144.8 301.4 217.3 290.5 209.1 367.9 466.9 544 733.9 359.5 179.5 142.8 259.3 403.6 321.5 489 139.9 280.4 214.4 463.2
63.7 37.9 211.9 90.5 37.5 44.1 12.5 24.2 39.6 180.5 87 39.5 290.1 70.3 100.8 358.9 16.5 89.7 122.9 16.9 206.8 10.5 12.7 44.3 37.9 1389.1 31.3 51 55.8 864.1 56.3 26.9 217.8 24.4 83.4 249 130 109 36.9 167.6 20.3 161 474.3 69.9 12 27.9 130.3 130.9 32.6
372.1 32.1 263.9 458.1 7.7 170.9 116.8 195.5 973.2 73.1 1262.9 8.6 95.9 19 81.8 57.5 17.9 8.3 99.7 4.6 66.5 131.1 11.7 238.3 4.5 128.5 15.5 80.1 432.7 134.1 358.4 54.6 380.2 295 189.9 117.5 253.1 52.1 60.9 48.5 141.3 78.9 64.6 178.5 21.6 78.4 61.2 10.4 75.5
122.6 229 72.3 36.3 39.6 264.6 75.5 90 170.5 38.5 66.2 108.4 170.8 162.6 72.8 113.1 13.3 15.4 157.7 20.1 267.8 24 12.9 203.7 83.3 1567.8 83.2 49.2 164.3 550.1 32.3 11.6 20.4 218.7 57.9 86.4 153 150.9 130.3 13.6 76.8 145.4 409.3 209.6 121.5 86.6 312.1 46.2 42.9
332.9 51 497.9 1049.7 59.6 488.4 23.2 225.9 876.4 188.2 119.2 204.1 198.5 428.2 235.3 460.3 1.9 307.7 209.3 8.8 69.5 213.9 975.7 59.7 325.6 281 180.8 248.4 197.2 71.9 245.1 86.2 451.7 364.6 600.5 154.2 307 205.5 298.3 151.8 114.1 164.2 181.4 99.9 517.1 169.1 148.4 6.9 99.4
314.1 602.8 404.5 668.2 294.8 404.8 279.3 494.8 1134.9 279.6 741.9 222.4 298 647.6 384.8 523.2 204 549.3 230.8 263.3 404.4 332 141.3 908.5 435 1133.2 250 467 639.1 565.3 377.2 301.6 772.9 540.1 343.6 702 246.4 392.6 368.7 602 258.9 317.2 535.2 510.5 618 194.4 231.3 401.8 919.2
156.7 528.6 255.7 440.8 52.2 131.9 3.1 138.9 367.9 92.2 452.3 240.8 663.7 325.5 184.3 102.1 9.2 33.2 199.7 1486.4 185.7 100.8 19.3 439 192.1 117.5 124.3 308.5 196.4 174.1 334.6 361.3 370.1 366.9 458.8 338.3 288.7 470.8 182.6 162 207 69.8 258.4 206.6 41 175.5 183.7 169.3 229
23.2 14.9 39.3 38.6 50.2 344 418.7 265.6 30.7 335.5 35.9 165.2 16.8 273.2 288.1 330.4 976.7 1122 152.7 54 430.5 301.6 40.7 111.4 399 34 79.8 18.8 25.4 58.6 25.3 52.8 36.8 22 38.3 40 25.6 13.9 479.3 219.2 221.7 361.7 387.6 326.6 481.8 279.3 335.2 122.5 122.9
210.4 31.6 589.8 56.2 36.6 60.4 40.5 200.2 42.2 252.7 97.9 114.9 913.5 383.5 117.9 642.5 1.4 15.3 70.2 11.2 529 244.4 3.1 32.4 274.1 4.4 69.2 49.3 244.2 9.8 676.1 392.5 71.6 15.8 348.9 194.2 387.9 919 64.4 43.8 102.6 188.5 34.6 34.6 17 61.7 282.1 43 60.7
333.3 592.2 1089.3 7.6 31.7 383.6 53.1 25.7 47.8 190.3 281.8 122.8 412.9 363.5 171.6 298.8 42.3 356.1 141.9 1029.3 207.6 280.3 381.6 180.5 272.5 148 82.2 99 701.8 414.7 364.4 168.5 65.7 208.7 225.7 119.2 468.1 372.1 89.8 65.4 31.6 174.4 312.8 148.8 8.1 45.8 234.8 7.4 117
56.7 38.6 201.8 274.5 63.8 86 36.7 299.4 175.5 66.9 587.3 52.2 33.5 113.6 51.2 180.1 229 261.9 67.3 156.1 142.9 105.7 156.6 475.8 267.2 1470.9 83.1 157.4 99.8 236.5 158.2 33 179.4 166.6 40.8 115.5 223.3 74.6 85.5 532.3 78.2 138.9 546.8 126.1 137.8 71.3 195 286.9 464.3
372.7 507.3 681.5 905.4 103.8 610.8 280.5 523.3 611.8 283 506.4 315.5 569 410.8 146.5 109.5 41.9 684.2 279.8 23.2 149.4 183.6 594.3 751.1 805.1 463.7 461.5 572 696.8 253.9 302 296.6 501.6 754 847.4 725.6 442 499.2 328.4 232.7 146.4 287.2 569.1 731.4 183.2 247.8 287.7 136.3 365.2
422.3 164.2 410.6 206.8 143.9 470.5 120.6 214.1 381.5 669.7 147.6 304.5 594.5 87.1 215.8 151.2 10.8 136.8 225.9 103.2 180.8 240.2 166.3 991.2 230 379.7 315.8 293.4 500 718.3 250.8 215.6 860.7 97.2 718.6 426.5 806.2 592.2 690.1 528.7 241.3 214.4 150.8 270.4 249.6 113.8 566.3 424 172.2
15.3 47 32.3 46 69.6 21 14 37.9 497.7 20.3 1581 27.2 57.4 11.1 11.3 5.3 33 30.5 15.1 68.6 13.3 11.6 33.9 162 32.9 80.7 8.9 30.6 68.3 53 41.9 68.2 78 24.4 48.2 61.8 25 30 21 24.4 14.9 13.3 40.8 81.8 15.5 20.9 9.1 24.4 98.8
166.5 153.5 211.9 10 10 190 118.8 96 46 123.1 15.5 176.8 129.2 277.1 181.9 281.6 699.3 7.9 119.7 1408.1 548.6 171 102.5 5.7 183.7 9.6 64.7 64.4 53.7 15.5 56 9.7 9.4 5.7 10 12 221.5 71.8 115 4.6 22.1 301.1 379.3 47.1 143 76.8 117.6 21.7 18.1
201.2 304.9 203.7 162.7 51.6 342.4 77.7 150 70.1 149.4 89.4 215.6 401.5 158.1 148.8 206.8 1515 142.8 146.1 53.7 71.9 165.2 26.9 84.9 639.1 404.2 228.1 174.5 474.8 475.9 423 287.7 153.1 220.9 344.5 366.3 274.5 210.3 270.1 83.4 127.1 163.3 439.6 350.3 291.7 45.1 245.8 124.7 469.8
84.6 150.9 95.9 77.6 182.5 162.8 250 153.3 114 110.7 74.2 113.3 89.9 379.6 174.3 826.1 977.4 37.3 308.4 53.4 346 269.9 29.7 89.1 166.7 154.6 199.1 77.7 104.5 754.3 100 50.8 231.3 332.4 83.8 60.9 92.7 64.6 472.1 92 184.8 738.7 500.2 354.4 189.6 198.9 172.5 328.7 823
159 25.7 316 31.9 18.4 182.4 47.3 200.9 47.5 172.1 189.6 188.2 381.3 10.8 94.2 121.9 12.7 19.5 193.3 1529.8 45.9 115.6 14.7 461.2 112.1 131.5 67.2 322.3 302.5 23.3 178 162.4 278.5 124.2 141.3 167.7 526.5 446 181.1 141.5 139.7 124.2 103.6 180.6 258.8 96.9 165.5 115.7 132.6
257 70.3 94.9 119.6 201 22.2 97.7 77.5 1383.9 35.4 861.8 57.5 117.6 40.2 29.3 14.2 53 81.3 57.1 99.5 14 48.4 13.6 114.2 37.3 473.6 95.4 45 23.5 18.2 18.3 42.7 32.5 19.3 114.3 109.2 88.6 66.9 77.6 92.4 51.4 78.5 41.8 223.5 50.1 23.8 22.9 17.4 175.6
283 314.1 346.6 224 1048.5 809.3 416.3 915.6 341.8 680.3 523.2 240.7 161.9 305.5 159.6 162.1 233.8 373.6 199.9 101.1 236.2 266 532.7 732.9 615 183.9 172.8 313 588.6 758.7 421.8 198.1 331.8 824.6 450 455.1 390.7 316.3 346.4 214.9 247.1 221.2 415.5 874.3 278.4 221.2 158.9 364.3 372.4
26.4 195.9 300.1 620.4 402.7 36.2 54.7 207.6 563.6 60.1 412.5 52.1 107.6 53.3 101.3 120.3 56.6 143.9 83.7 175.8 201 98.6 151.7 216.5 358 1215.8 31.3 59.1 490 174.4 404.8 468.2 401.2 101.9 98.2 144.2 46.9 51.5 300.4 26.6 64.4 150.2 298.7 408.7 70 80.5 131.5 207 786
411.6 384.2 470.7 179.1 274.8 278.7 260.7 325.4 814.9 286.6 261 667.3 551.7 193.3 474.3 298.9 53.8 290.2 223.6 865.8 194.9 276.5 57.7 458 311.9 81.4 248.8 478.5 661.4 1039 323.9 32 896.2 86.5 611.3 278.6 286.9 341.3 337.7 329.2 276 185.9 661.8 307.4 129 213.8 271.6 141.7 153.5
218.9 41.6 30.3 52.5 38.1 112.3 20.9 176.9 762 77.6 1472.3 70.4 118.7 10.7 46.1 26.7 43.6 83.1 108 50.3 37.6 181.3 92.4 103 112.5 275.1 182.4 210.3 284.2 133.1 162 65.1 95.4 90.8 91.2 99.7 113.7 63.6 104.8 119.4 18.5 105.5 258.4 218.3 407 82.3 102.3 61.3 155.2
90.3 166.7 145.9 322.7 144.2 77.3 118 194.5 551.3 131.4 379.6 170 105.2 47.5 47.3 70.3 161.7 191.8 79.3 355.6 114.1 53.4 121.9 406.5 62.9 384.2 26 101 252.4 469.9 214.8 200.1 735.1 100.2 83.1 187.6 70.8 105.6 46.6 259.6 68.9 66.6 125.1 146 141.4 82.7 42.6 299.9 1402.6
