"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76"
2228.18 2640.95 2518.32 2179.22 2093.26 1837.87 1754.16 2138.1 2291.83 104.293 2304.12 2508.05 3208.51 962.358 2022.22 3606.99 3468.6 3646.74 1798.64 2718.5 1820.44 3781.14 3558.15 2208.19 2234.27 2830.8 3031.42 3286.68 508.043 1939.31 2125.72 1896.84 3981.36 2185.42 3331.68 2228.73 2896.98 2974.65 608.567 2666.77 973.158 2734.02 1948.39 522.469 1857.41 1429.97 1814.69 1647.47 1894.48 1432.12 1824.56 2171.95 3615.11 2815.82 2072.97 2306.69 2449.8 2616.07 3224.47 2397.48 2543.27 2419.71 2809.19 2210.04 1334.51 2513.8 2109.39 3084.41 3176.79 2111.92 2021.61 2557.26 1883.45 2771.08 3224.31 2709.93
2235.9 1872.25 1031.95 2316.9 1544.17 1980.44 2869.79 1130.26 1705.99 257.097 1309.83 923.458 2056.11 588.236 993.932 2325.25 976.671 2268.25 1506.13 1286.72 1033.26 2233.39 1653.6 1340.2 1551.77 1616.64 1356.22 2195.7 105.828 2448.93 1195.61 1361.46 1666.11 3450.92 3893.33 1022.42 2968.63 2028.27 275.351 1123.16 363.429 1101.5 2113.72 244.347 1269.31 888.421 3637.66 1082.09 1622.21 2542.47 1634.96 2429 1717.18 787.776 2016.2 1719.44 1750.79 1568.04 1746.44 1845.67 2014.5 873.949 1660.04 2114.91 3228.93 2160.93 2917.25 1794.93 2149.08 2162.82 3048.98 1982.37 1439.84 1251.23 1170.32 1508.17
1168.46 2677.39 2003.68 451.222 1674.83 646.736 1756.45 1830.93 1717.49 9.598 1450.46 1296.14 970.821 262.07 399.513 1492.57 2913.7 2980.33 739.177 1694.09 1534.43 1414.39 1949.27 1513.11 1457.14 1781.62 1524.18 1500.64 107.926 2754.2 1145.8 2183.13 1598.37 1544.53 1269.78 1274.8 1118.11 695.884 116.981 869.642 168.768 2147.44 764.85 112.692 439.124 348.998 177.195 1304.58 1297.73 2713.1 1852.77 2920.04 2089.71 1457.29 3126.85 2341.85 2142.62 2067.4 1806.12 1736.34 2038.61 1191.81 2679.84 1551.57 1646.95 1996.68 2565.35 1554.76 1584.42 1219.07 997.969 2014.35 2223 1263.87 2564.04 2504.7
2803.58 1805.47 1418.6 1861.58 1609.74 3080.33 3932.94 1871.11 2704.84 2657.99 1501.73 1845.3 3670.9 992.679 684.094 3305.06 2037.41 2792.18 1360.68 2079.37 2159.97 2231.01 2307.82 2532.7 2739.66 2288.47 2805.2 2519.49 926.181 2862.34 3439.63 2048.21 2173.97 2319.71 3639.96 1882.82 3963.5 3862.64 1276.65 1456.17 1419.84 1507.58 3673.8 1063.25 2126.09 2923.49 2844.55 1801.54 2573.78 2568.18 2209.18 3122.13 2992.94 1773.11 2633.08 2121.33 2116.31 1889.5 2537.72 2475.65 2966.99 1084.66 1751.21 2973.69 3842.28 2554.91 2717.25 2397.02 2962.16 2997.48 4127.53 2009.98 2337.84 2444.92 2171.51 2710.33
1932.06 2408.58 2312.44 1314.72 374.005 770.612 2822.45 2746.53 2188.77 129.368 1515.71 1362.87 835.092 352.03 550.389 2120.45 2226.89 2816.38 1419.08 1298.09 2012.48 951.079 1366.43 1501.69 2061.22 434.554 204.928 557.186 266.156 1695.56 1869.54 2873.53 2630.62 918.867 2080.99 2164.04 737.543 540 240.071 952.29 555.047 2891.64 713.067 382.568 1133.06 696.735 887.609 686.149 1414.26 2583.97 2199.07 980.34 1713.09 1063.37 1960.28 1372.66 1266.41 2758.54 1390.06 2926.35 1826.2 1716.55 1687.97 1791.26 971.337 1456.87 1485.07 2302.38 1720.83 1101.38 632.363 1890.94 1787.72 1309.3 2479.16 2225.18
2162.05 2631.34 2777.83 1712.82 1968.22 1319.03 3180.5 3412 2319.86 29.154 3504.91 2998.17 2249.88 630.456 1574.61 2493.25 2824.25 2825.38 2448.5 2217.82 2612.35 1659.19 1723.41 2173.68 2748.96 2386.38 2255.39 2303.39 439.889 3127 3165.82 3020.12 3430.73 1674.8 2220.04 3357.84 1594.08 1731.29 393.463 1737.77 806.834 3160.91 1686.06 813.158 2267.94 1935.14 853.801 1685.4 2088.08 2930.05 2391.22 2289.36 1908.47 3835.81 2716.67 3139.85 2481.44 2899.72 1772.97 3404.91 2894.3 1871.15 2748.89 2197.75 2207.61 1806.04 2760.19 1911.32 1900.21 2127.61 2230.15 1888.49 1781.23 2446.58 2730.42 2765.19
2604.69 1375.64 1044.51 1484.61 1386.94 2915.05 3666.95 1417.06 3030.49 2299.24 918.942 1097.95 3007.23 1404.37 571.913 2143.34 1547.62 2123.05 1285.34 1660.56 1641.02 1528.45 2017.22 1822.3 1833 2203.8 2311.24 2071.43 649.476 2518.64 2595.92 1515.84 1693.92 1913.99 2940.86 1324.82 3812.2 3506.1 1483.22 1154.81 2301.36 1142.71 2777.59 1001.53 1630.17 2976.64 2219.08 1257.4 2033.24 2203.84 1746.76 3091.15 2546.34 1100.48 2331.47 1576.26 1676.11 1454.57 1992.2 1660.54 2422.19 666.256 1330.03 2540.47 3485.91 2162.59 2089.15 1889.7 2392.55 2963.05 4329.69 1514.01 2402.17 1366.47 1375.31 1952.07
388.914 392.066 522.328 1301.34 914.4 1731.92 472.196 207.167 326.335 365.351 789.108 691.933 643.116 2490.58 3553.1 334.664 361.851 288.513 1264.36 515.202 362.499 361.173 278.07 239.531 212.523 264.716 903.725 689.165 2472.72 381.248 550.092 164.237 184.479 587.975 256.671 310.142 348.337 988.896 1878.79 2056.51 2332.07 742.138 1280.29 2559.51 1364.34 1722.5 571.911 3895.26 936.527 374.98 190.175 269.286 338.273 613.916 189.969 360.82 319.499 351.559 214.381 344.365 266.18 757.609 192.462 276.777 493.029 312.703 253.628 239.174 305.363 840.012 592.527 523.45 387.771 674.16 440.361 408.019
1284.37 1690.89 1694.86 818.207 1520.74 2031.13 520.426 1164.37 885.873 92.858 917.256 528.071 3142.16 2616.29 2214 3129.76 1164.28 3133.58 1344.13 1603.57 398.437 1549.1 841.456 433.29 602.041 1451.58 1560.53 2253.13 432.668 1900.73 1390.83 1640.89 879.962 3336.82 1930.85 536.444 2853.75 2634.76 1364.08 2113.61 2472.42 1008.57 1979.96 1094.46 1344.22 1628.99 1550.95 2106.01 1888.9 1161.6 593.085 681.914 1031.63 290.099 2182.96 801.503 768.604 714.63 1372.71 487.675 987.064 846.483 827.434 1535.46 1365.08 840.063 1716.19 3112.56 1097.67 1492.58 2617.01 987.414 1485 610.434 1742.99 1301.5
2254.2 2247.55 1659.67 1331.91 2393.62 553.282 2295.43 2625.89 1371.2 79.6594227353622 2713.1 2135.44 997.18 250.273 1134.3 1763.81 1727.63 2302.56 953.355 2056.04 1183.39 1749.63 1827.13 1857.97 1612.07 3033.98 3278.28 2562.97 141.468 1068.11 1214.63 1812.93 3036.6 1553.69 1442.18 2377.44 1035.19 721.226 118.064 959.146 243.079 1378.9 645.722 168.571 1030.1 353.704 427.121 1557.77 946.334 1671.19 2245.55 1763.11 1951.97 2025 1743.09 2417.95 2379.31 2946.88 2140.24 2812.65 2403.34 2181.92 2059.58 990.828 1460.33 1923.57 1089.76 1977.49 1701.66 975.279 919.708 1996.69 1336.47 2080.02 2029.16 1612.78
934.305 1107.28 1735.02 400.347 136.708 163.336 964.138 1815.18 1448.31 117.015 895.857 967.939 293.325 171.801 280.889 1786.2 2950.16 2810.37 440.366 582.039 1361.3 1905.61 1878.76 1323.44 1230.77 68.155 85.041 95.004 201.56 733.325 676.591 1618.83 1137.83 372.004 929.082 1395.68 141.213 311.081 185.11 410.697 160.222 1025.2 251.733 203.796 475.864 263.401 372.811 339.621 1072.74 1071.66 1308.67 1365.87 1883.08 1198.47 1484.81 1318.75 1491.65 1600.45 1691.14 1398.77 1171.31 1578.4 2246.18 1273.94 594.788 1326.33 2548.51 1718.14 2095.19 726.915 352.859 1756.59 1899.08 2954.9 3023.93 1668.02
490.883 1241.23 244.308 301.175 4179.36 506.366 316.304 260.556 253.831 48.089 197.457 240.068 376.806 228.94 414.014 398.415 578.018 605.382 519.558 533.822 230.8 182.176 178.538 795.786 321.079 2248.27 3179.86 3859.24 286.342 299.832 269.406 244.092 154.367 919.735 208.365 187.793 498.53 624.95 224.276 424.41 161.084 278.378 198.604 208.26 225.356 169.079 122.059 2646.26 214.628 342.091 186.42 248.68 215.589 163.339 322.726 181.113 175.122 222.477 390.482 207.527 167.042 539.297 569.673 173.868 163.35 417.39 322.399 416.315 331.053 193.01 227.706 221.993 501.141 237.005 619.064 307.576
1931.49 1752.83 1502.01 463.881 111.162 269.855 1778.69 2157.38 1639.19 1.971 2009.4 1858.94 311.311 129.851 287.796 1438.66 1912.77 2020.54 854.457 1232.05 2158.65 1535.41 1789.74 1572.18 1889.99 154.907 133.809 143.919 143.378 1055.38 756.498 2202.66 1870.19 451.817 1086.82 2428.24 183.021 153.825 141.843 393.989 168.023 2293.95 381.95 164.104 620.536 311.877 560.453 490.186 715.816 1252.34 1729.25 1861.19 1490.2 1494.54 1613.72 2160 2173.66 2693.27 1448.31 2566.61 1914.55 1071.9 1498.94 700.179 747.516 729.491 2170.78 501.854 1580.88 536.158 354.263 993.268 597.956 1666.95 1644.36 1951.11
1867.4 2070.87 1910.48 769.255 799.402 459.151 1508.93 2440.68 1840.59 80.2189340574085 1910.91 1737.41 567.009 280.314 547.96 1408.92 2470.75 2225.57 942.283 2025.12 1910.34 1097.95 1825.85 1722.67 2201.09 1674.42 831.804 1171.32 224.779 1842.46 1363.91 2995.46 2349.51 827.45 1270.8 1867.79 689.831 462.004 179.121 832.308 291.686 2300.69 448.915 245.616 796.576 410.257 528.22 1088.27 1097.95 2012.99 2376.04 1683.95 2221.02 2457.27 1982.32 2687.39 2434.33 2674.82 1610.89 2283.2 1771.35 1590.75 2170.48 1402.73 1587.31 1415.08 2743.95 2279.01 2387.08 944.781 914.313 2242.73 1754.14 1535.73 2226.83 2966.93
1225.22 1638.22 2194.88 532.192 1094.22 291.371 897.724 2144.62 1569.52 44.621 2314.87 2122.83 281.19 281.9 413.535 1192.51 2361.08 1663.18 563.833 2014.79 1511.51 886.244 1185.31 1967.56 2111.82 2671.64 852.125 1374.94 292.248 517.928 840.758 2061.52 2227.7 491.311 1063.98 2152.23 325.446 237.647 252.201 702.335 238.906 1746.34 306.601 248.551 508.488 287.783 417.468 745.19 823.106 1134.1 1710.24 1052.89 2071.11 2006.96 1823.4 2145.19 1894.03 2148.1 1497.03 2164.03 1658.81 2240.19 2780.06 696.893 541.179 1141.71 2272.3 1868.99 2099.37 531.097 292.264 1848.52 1990.24 1610.57 2237.84 1782.34
2177.69 2024.7 1225.15 1517.64 2507.66 2260.15 2872.38 1258.48 2175.09 46.319 686.355 627.488 1684.99 508.338 1327.4 1651.6 1182.04 2054.32 2130.21 837.539 1210.07 2547.32 2585.09 1340.21 1699.15 2271.76 4007.49 3689.34 435.538 800.454 1328.69 1212.36 754.553 2289.4 2362.84 1289.85 2191.78 2662.59 490.812 1013.96 977.944 1764.07 980.844 417.34 750.891 621.456 2309.16 1740.53 1408.3 2730.36 1050.46 1822.38 940.369 465.45 1529 965.171 808.982 950.023 1792.34 654.656 1198.1 1429.65 1619.47 1279.57 956.543 1666.52 933.543 1858.59 1637.82 1296.79 2778.1 874.153 1632.22 1165.92 1680.15 1166.12
1653.89 1434.18 2027.72 1339.88 620.716 341.461 1811.67 1522.76 1778.28 34.955 1710.79 1353.71 789.889 297.804 629.725 2974.74 2881.45 3007.15 1132.47 1022.89 2439.48 1623.26 1448.85 2017.99 2761.14 938.698 336.284 980.642 352.285 1565.88 1029.28 3053.25 1844.67 1188.46 2273.79 2212.18 557.366 517.935 276.397 761.134 325.491 1195.31 451.189 277.146 865.828 403.742 1825.18 679.334 805.673 1339.66 2305.92 800.084 1537.82 806.094 1613.02 1631.61 1060.76 1390.91 1618.1 1947.08 2200.38 1167.41 2541.31 1428.89 986.869 1348.29 3461.01 1448.74 1413.13 903.646 590.768 1576.21 1507.51 904.424 1787.58 1400.52
1322.55 1466.87 1291.6 1731.62 1527.17 3095.79 1058.49 727.461 1016.39 1319.69 1736.54 1427.85 3545.39 3048.47 4127.51 1434.87 1207.36 1417.69 3175.37 1075.87 739.653 1532.13 1538.82 1314.83 1491.8 1521.27 2547.24 1319.26 1567.86 1408.34 1436.11 1196.72 889.307 1652.23 1975.6 603.685 2110.51 1822.07 1726.83 1622.24 4293.6 1236.26 2719.44 2474.56 2486.14 2807.95 1817.93 2298.35 1449.33 1167.02 803.117 1173.06 703.102 953.66 1205.75 1116.22 1231.89 1303.97 1427.35 1504.07 1069.72 1087.54 713.902 1286.49 1417.95 1567.64 949.276 840.544 677.948 1671.71 2264.51 1540.13 1068.18 1057.07 1258.88 879.917
575.99 1286.84 281.117 279.14 3925.64 486.918 377.354 380.369 325.05 115.944 193.25 274.609 515.858 216.658 405.966 540.677 633.661 760.472 466.674 576.176 211.635 305.339 225.423 846.974 316.871 3284.12 3321.37 3460.89 266.584 364.081 409.825 245.271 216.813 1057.07 205.589 210.431 663.789 768.393 290.969 393.542 255.931 280.398 249.744 202.018 223.639 185.163 241.002 2193.14 257.356 388.829 203.037 271.742 237.097 159.465 343.98 164.05 200.168 203.157 412.713 216.817 201.355 631.052 691.019 229.174 214.745 502.138 302.978 394.353 493.952 265.739 338.397 212.602 491.426 254.559 768.589 337.359
1373.1 1378.98 1383.16 1634.42 1412.71 3498.29 923.842 622.1 853.822 1065.07 1891.96 1352.53 3264.59 2818.41 3833.41 1454.73 1062.33 1325.52 2867.5 926.949 742.987 1495.91 1464.78 1453.83 1478.51 1363.25 2760.84 1270.88 1632.05 1270.34 1360.24 1119.93 849.163 1505.52 1780.42 741.543 1925.65 1671.93 1601.02 1852.33 3914.46 1401.43 2668.42 2908.52 2589.04 3042.66 2136.56 2379.73 1333.57 956.674 724.913 1069.72 711.931 1029.77 1053.12 1279.18 1321 1258.51 1253.34 1469.4 1155.51 1143.04 559.816 1215.19 1232.19 1558.5 724.576 828.614 592.137 1606.33 1733.99 1477.04 895.74 1175.2 1234.69 773.883
2266.92 2274.19 2160.87 2169.19 1808.77 1660.39 1548.74 1980.49 2448.53 97.757 2287.23 2381.86 2981.89 928.967 1645.06 3206.58 3549.64 3550.59 1732.63 2485.86 1812.38 3459.59 3668.72 2177.59 2329.02 2859.66 2982.52 3277.01 480.399 1867.88 1818.31 1872.38 3680.46 1983.12 3271.37 1957.12 2695.98 2612.18 612.558 2345.53 915.942 2513.08 1721.41 521.039 1675.33 1441.71 1628.93 1550.19 1754.6 1443.26 1843.66 2130.41 3300.48 2719.37 2139.37 2092.63 2430.61 2584.84 3132.44 2357.56 2558.89 2118.55 2734.35 2040.38 1183.12 2276.48 2270.4 3000.95 3123.42 2009.16 2041.6 2486.89 1904.13 2716.63 2868.37 2433.4
2029.11 3284.37 2678.91 1389.61 1026.47 2312.05 2736.14 2807.28 1862.8 25.871 2242.47 1999.31 2663.77 1058.96 1873.19 2896.55 2910.56 3202.01 2091.64 3734.05 2332.03 1674.91 2207.66 1636.88 1967.68 1145.01 1181.37 1152.34 590.314 3839.47 2197.9 3430.23 2345.05 1260.71 2397.2 2125.46 1569.02 1959.86 658.865 2180.13 1369.01 2619.15 1963.61 908.5 1821.74 1723.41 2543.38 1842.41 2388.81 3581.39 2597.11 3339.58 2602.35 1809.12 3009.47 2979.5 2824.33 2291.87 1807.83 2558.73 2718.31 1497.23 2825.85 2419.1 2610.47 1915.32 2095.81 1727.14 2415.78 2216.67 2337.83 2654.94 2557.19 1522.22 3202.37 3030.65
2447.44 2606.07 2097.58 1095.76 1541.31 967.338 2534.63 2886.07 2600.65 6.227 2341.04 2263.38 813.25 464.106 1155.12 1328.54 2428.94 2065.12 2701.27 1646.2 3544.54 1261.33 2163.85 2576.93 2915.92 2155.42 1942.9 2037.52 214.7 1270.53 2877.08 2857.55 2712.47 2112.9 1785.68 2578.74 1404.45 653.057 160.795 1745.2 411.043 2831.49 904.277 328.713 1633.89 917.738 600.032 2315.5 1531.37 1969.53 2564.7 1741.07 2176.89 1719.36 2231.91 1819.44 1583.66 2661.14 1958.6 2456.27 2283.69 1843.73 2356.61 1986.28 1847.66 1568.38 2038.6 1617.38 1824.59 1105.84 1052.12 1951.23 2006.31 2339.48 2262.25 2113.66
2642.57 3064.27 2135.99 1840.51 2169.86 3327.93 3872.65 1977.86 1783.68 233.967 2561.79 2287.53 3086.26 1614.79 1962.5 1928.89 1549.37 2487.72 2370.32 1780.53 2073.81 2128.12 2280.68 1245.58 1868.72 1784.98 2998.96 2275.93 904.471 2332.23 4123.82 1765.17 2192.88 2640.01 2290.1 1595.97 2756.81 2807.02 1143.06 1861.54 2996.98 1118.41 3322.88 1416.35 2677.97 3132.02 1214.08 3358.66 1620.13 3497.13 2177.52 2295.4 1623.2 1381.47 1312.83 2455.52 1624.18 2218.1 1696.09 1511.86 2301.1 1352.25 1514.67 2448.96 2849.1 1689.56 753.907 1478.02 1445.23 1282.42 2196.99 1362.06 1371.55 841.713 1041.86 1914.33
1357.54 1662.28 1364.17 370.373 390.183 322.542 1329.47 2061.76 1405.6 21.964 1921.18 1394.76 695.131 204.808 212.583 1824.88 2984.59 3028.35 559.873 1211.08 1169.97 1161.98 1558.85 1215.17 1509.15 938.992 243.998 519.09 235.856 1042.74 1056.1 2407.45 2255.21 684.517 1178.71 1668.78 417.902 317.57 208.58 446.028 183.58 1614.58 312.604 244.589 714.833 304.233 607.018 606.247 758.687 1657.05 1867.84 816.365 2027.77 1388.27 2882.05 1204.92 1666.18 1639.31 1305.33 3063.72 1335.53 1138.54 2314.41 713.185 900.094 838.928 1804.71 931.972 2199.96 572.742 368.959 1031.07 952.741 1739.7 1873.78 2105.43
1653.82 1295.4 1904.04 623.154 746.602 373.343 638.903 2269.19 1102.56 172.812 1836.66 1283.96 260.27 309.197 529.394 990.876 1044.47 1194.01 810.921 1226.24 2979.89 883.927 1159.27 1034.56 2479.58 1549.15 656.032 1135.12 340.858 734.921 674.6 3429.56 1046.94 1254.68 2024 3069.02 711.68 344.27 266.6 729.612 322.69 1563.59 444.092 276.97 409.73 290.595 407.087 1223.91 927.661 1399.8 1429.62 770.709 1353.98 721.584 2478.69 1098.7 899.738 1592.22 2104.98 1775.38 1439.58 1791.23 1991.74 956.448 830.198 921.765 1597.93 2460.66 3082.55 913.979 557.326 1475.97 1779.31 2065.75 1283.64 2200.48
140.454 250.596 122.49 156.482 195.356 158.324 239.882 1079.01 973.776 14.713 403.482 164.745 369.464 186.124 168.492 224.817 114.814 156.915 161.937 244.382 2711.05 269.417 127.804 707.353 4555.69 3025.23 151.446 316.241 227.608 150.68 178.446 1263.74 371.096 163.003 1817.04 327.06 331.223 173.05 237.386 217.605 282.889 305.521 203.981 228.037 193.31 249.277 148.432 224.664 253.112 178.176 112.251 108.96 123.114 210.497 220.454 275.889 250.02 495.265 102.345 191.085 117.005 151.378 93.635 266.135 276.761 528.247 152.816 198.86 503.247 237.112 264.779 170.562 436.436 294.458 279.56 2949.21
411.445 2595.87 78.201 139.555 3535.29 466.483 107.901 96.294 101.242 47.5003071742997 92.202 91.481 135.377 204.118 146.139 105.544 98.869 154.44 506.836 660.698 95.811 86.833 77.049 783.908 226.988 3001.37 2840.55 3210.2 261.983 114.081 137.006 87.485 77.238 255.911 103.207 86.4 513.141 219.495 183.631 151.024 125.705 92.261 142.273 143.625 119.004 117.105 158.198 1646.58 115.523 116.368 86.581 111.532 115.658 104.202 88.562 232.279 90.498 86.974 85.352 81.557 107.296 84.676 68.833 107.952 116.9 116.208 98.872 84.492 110.416 115.53 129.67 95.903 97.424 102.886 104.587 110.099
2233.16 2097.85 1903.8 1136.61 871.941 595.91 1957.28 2530.95 2057.66 72.7688262314284 1625.76 2038.12 589.785 324.602 637.681 1250.06 2439.04 2030.18 1246.68 1790.59 2495.49 1447.15 1904.86 2573.58 3019.36 1870.57 1239.92 1135.76 338.095 1419.83 2097.34 2202.37 2663.55 1202.48 1829.59 1923.12 559.234 546.546 297.737 943.731 386.583 1983.83 454.905 337.355 1307.2 653.864 814.656 1303.75 1369.46 2165.99 2471.77 2354.32 1460.53 2186.62 2377.36 3329.01 2516.39 2576 1518.33 2563.41 1964.48 2059.79 2114.1 1285.95 1214.91 1866.13 1866.95 1754.85 1320.12 1336.16 807.273 2314.18 2773.74 1018.55 2085.79 1746.05
1089.64 1669.66 1696.8 810.169 64.606 455.043 1806.41 2489.17 1445.09 15.804 1064.85 1503.19 351.82 125.16 609.852 798.128 1337.99 947.539 536.149 1703.74 959.295 1358.85 1778.19 781.591 845.527 52.568 78.609 77.448 70.632 318.799 965.538 1830.3 1886.58 598.393 1651.8 1895.28 172.253 254.472 114.754 854.375 121.61 263.437 156.146 112.187 430.985 287.178 963.926 427.77 1231.58 1718.78 2462.55 1249.61 2600.28 2501.2 1350.9 2515.49 1187.84 1597.06 764.32 3212.04 1788.67 1344.09 1177.29 1154.65 1019.36 933.135 1513.4 1030.64 2024.97 577.861 733.673 1251.68 1054.97 381.197 1724.98 2273.85
1563.78 1320.68 1866.82 1263.74 561.786 239.055 1708.79 1479.24 1693.42 35.056 1679.59 1417.97 769.912 240.362 464.061 2788.99 2893.36 2975.98 1016.45 948.152 2359.35 1480.43 1318.5 2018.54 2752.71 908.302 289.387 876.163 259.102 1493.74 1014.77 2883.13 1755.62 1065.02 2150.05 2056.13 508.467 446.095 183.586 715.589 294.006 1141.69 429.877 201.786 786.395 365.213 1820.9 639.5 711.4 1216.03 2081.51 701.687 1446.14 791.601 1577.14 1556.25 1039.48 1339.61 1569.6 1996.46 2071.32 1065.62 2438.42 1306.79 936.842 1301.55 3251.22 1334.42 1292.78 799.443 507.499 1568.09 1440.58 903.701 1699.11 1328.81
732.512 391.71 431.576 882.935 236.045 237.648 542.999 614.388 700.332 12.707 529.969 348.681 2543.12 566.918 1085.07 2301.53 2462.34 2030.85 325.31 432.124 336.033 585.031 525.57 512.362 684.159 530.953 364.536 426.098 93.756 704.948 399.572 251.487 506.206 2245.02 1310.67 465.984 2059.72 929.923 280.351 1385.61 152.186 345.968 399.21 153.647 292.517 271.479 172.102 186.492 2555.17 307.199 210.685 958.371 1848.84 276.423 1611.27 612.01 639.762 276.887 2209.68 443.714 683.723 1267.86 1521.95 2328.43 1140.89 1282.45 1991.96 1386.64 1293.3 2785.82 1690.76 2168.34 1444.38 428.36 1668.28 567.827
1840.65 1376.18 1894.03 1406.57 622.837 309.236 1772.29 1503.79 1793.3 39.554 1766.27 1295.34 780.586 292.338 614.048 2820.28 2804.4 2948.36 1184.27 990.349 2495.05 1646.79 1515.22 2021.19 2690.72 901.264 361.364 992.778 299.794 1539.24 1040.23 3114 1804.31 1192.08 2239.86 2144.17 575.149 534.26 269.166 759.522 333.63 1181.29 418.661 257.683 887.119 427.139 1830.19 673.537 804.289 1315.01 2401.45 831.762 1525.9 770.799 1641.62 1540.11 1054.22 1391.56 1619.28 1880.26 2209.89 1130.08 2358.68 1429.04 944.653 1306.85 3335.59 1438.63 1442.76 1014.84 600.288 1628.43 1396.52 896.715 1620.95 1356.79
2300.02 2505.54 2335.1 1607.94 2509.24 1719.56 1444.34 2037.56 2050.32 86.126 2295.77 2016.63 1214.97 689.977 2931.35 2047.2 1680.94 1967.09 1644.54 3203 1379.91 2305.5 2456.91 1280.92 1346.63 2034.67 2780.95 2776.75 277.402 1687.75 1415.24 1515.69 2556.49 1962.15 2526.5 1934.02 2524.19 2262.42 437.038 2053.23 535.751 2279.27 2256.39 412.388 998.68 1471.07 752.786 2742.58 3251.35 1614.42 1501.43 3056.23 1551.2 1165.28 2578.37 1319.58 1963.97 2018.7 2249.56 1460.76 1877.83 2227.54 2693.2 2436.85 1559.3 2454.73 2730.96 3074.94 2004.99 3396.65 2201.77 2730.76 3211.43 1170.07 2694.18 2672.48
2914.68 2964.74 2744.68 2017.05 1954.83 3089.23 3665.89 2742.31 2692.41 53.975 2424.38 2003.88 3110.85 1848.64 3951.31 2507.57 2187.16 2601.69 3167.31 2486.9 2418.99 2055.56 2574.68 2011.32 2043.58 1601.94 2824.43 2574.94 514.293 3315.67 2659.77 2927.02 2873.56 2898.57 2251.23 1858.3 3052.8 2753.77 1048.08 3974.94 1463.24 2821.85 2612.15 1052.02 2399.62 2180.83 758.514 2141.63 2588.41 2740.59 2232.38 3005.13 3163.03 1162.61 2633.01 2703.06 2143.28 2998.76 2052.83 2103.8 2650.15 1168.93 2463.36 2885.22 3545.01 3152.31 2313.12 2370.54 1064.25 3157.14 3158.07 1719.28 3095.93 2456.54 2212.3 2094.92
1934.53 2350.09 2985.57 1818.62 1727.29 1502.94 1627.68 2597.05 1828.84 6.751 2694.98 2656.82 1689.59 604.207 2151 2733.58 2670.17 2300.7 1628.06 3803.85 1948.23 3095.89 2904.6 2096.72 1913.85 2323.41 2073.02 2101.76 370.431 1993.83 1896.1 1866.64 2962.26 1583.74 1874.74 2401.18 1476.03 1691.74 477.879 1654.86 638.508 2452.6 1326.9 519.061 1739.38 1949.11 1080.24 1816.74 2102.16 1678.25 2076.77 2545.03 2573.2 1724.41 2476.87 2361.86 2632.74 2708.71 2052.11 2061.77 2182.18 3201.84 3029.64 1819.76 1757.62 2622.29 2892.39 2539.7 2711.63 2860.18 1369.41 2635 2607.36 2281.56 3681.88 3645.13
2828.65 2436.38 2121.93 1235.07 1512.3 1493.33 2678.87 1440.46 2241.6 49.7022984590641 2696.36 1803.29 1774.59 369.101 1816.93 2262.74 2656.86 2531.94 2433.11 2386.34 2380.5 1652.7 1969.31 1956.24 2223.88 1716.78 2314.02 1963.91 135.18 3145.1 1203.71 2457.15 3423.95 1761 1745.3 1874.81 1265.48 1094.78 161.428 2001.73 419.348 2403.97 1149.97 309.817 1763.65 886.538 918.389 2012.04 1652.57 2546.47 2247.56 2360.67 3271.27 1926.15 2818.67 2593.89 2658.33 2582.35 2324 2327.76 2749.77 1354.29 2444.22 1703.9 2833.62 1862.84 2958.7 1077.49 2414.58 2061.58 1614.6 1749.03 1648.81 2099.73 2081.18 2489.64
2228.18 2498.63 2427.61 1560.41 1970.31 933.312 1943.95 2839.02 2235.01 203.68 2162.06 2302.87 2116.02 658.859 2063.36 3220.5 3249.65 3352.92 1769.86 2863.32 2177.79 2259.84 2395.27 2148.65 2199.39 2584.52 2072.33 1986.15 393.626 1445.62 1799.09 1597.11 2347.72 2230.15 2675.4 1625.03 1989.53 1181.85 490.399 2046.9 709.705 1659.06 1290.72 443.453 1714.27 1887.05 1234.05 1830.02 2488.94 1317.14 2086.67 2509.56 2022.05 1910.38 2721.71 2456.01 2569.03 2420.25 2789.66 2323.55 2106.19 2777.06 3397.71 2664.89 1816.87 3361.48 3042.49 1998.33 2863.5 3092.84 1811.95 3157.76 3095.23 1730.55 3257.32 2946.87
