"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51"
-0.6328675 -0.19063084 0.28515685 -0.7868359 -0.258787763772376 4.6051702 -2.067002 -1.7276294 -2.5040944 -1.6788253 -0.8518827 4.6051702 -0.503201056457694 -0.47305143 -2.0075872 0.701277020233161 -1.2888918 -0.92654294 -1.6205139 4.6051702 -2.007708 4.6051702 4.6051702 -1.7933458 0.8855555 -0.6426264 -0.91110027 4.6051702 -1.6092854 0.0555205313549472 -0.536599866371334 0.729937 -0.8106327 4.6051702 -1.6350627 -0.9545512 0.238224027850648 -2.036533 4.6051702 -0.040646505 -2.335543 -2.0589874 -1.6074804 -0.686439380992632 -0.076820247433506 -1.1909393 0.643167730704173 -1.2931423 -0.44060156 -0.67643917 -1.6263514
-0.105323794753461 -0.0405634 -0.27610862 -1.6603647 -0.195875750796133 -1.6643473 4.6051702 4.6051702 -1.7118651 -0.79198074 -0.643590046075262 -1.0451323 -0.0883008704104101 4.6051702 -0.80011684 -1.2691015 -1.0871326 -1.3348017 -0.41100418684192 -1.3739291 -2.4109335 -1.6881315 -1.3048449 -3.1541069 -0.298420945209928 -0.06712579 -1.7794515 -0.0957280267398 0.009942081 -1.161043 -0.9857515 -0.42583212 -1.8706301 0.112339562912767 4.6051702 4.6051702 -2.1887755 -1.062236 -1.3083265 -2.3127723 -0.419470134653812 -0.14386033 0.0641958941893154 -0.4687586 4.6051702 -0.6283545 -1.260296 -2.1973498 4.6051702 4.6051702 -1.3747642
4.6051702 -0.19683167 -0.108483456 -0.20903996 -0.327599373931993 4.6051702 -2.8169467 -1.492126 -2.009968 -2.6149137 -2.9513423 -1.5985807 0.00488306047859001 -0.47509173 -0.34712562 0.94437546 -0.0499926334297915 -1.1576687 -1.5685122 -0.3722071 0.0394503283947037 0.136352097923337 -0.7181199 4.6051702 -2.7636836 -2.826525 -1.1718265 -0.5123813 -1.6782782 -0.199241375749904 4.6051702 -1.7336837 -1.6754888 4.6051702 -0.0119041657061049 -1.3390906 1.1868953 -0.828368 -0.375333335605716 -0.19675814 4.6051702 -1.5136721 -1.9613898 -2.3949804 -2.21662 4.6051702 0.158097885098839 0.6422781 -0.717431 -1.0132633 -2.2634783
-1.0773373 -1.0185432 -0.22695422 -0.81755525 -0.115269215873736 -0.59332603 -1.3194623 0.36878997 -1.2427629 1.741962 -1.8416802 -0.9172145 -0.271466562478134 -2.1077578 -2.3371866 -0.9552277 4.6051702 0.5457155 4.6051702 0.332332494611958 -0.7862384 -0.5174336 -0.37395206 0.54989034 -0.9812392 1.5174911 4.6051702 -1.8035167 4.6051702 0.0613597412369631 0.25559872 4.6051702 -2.6194766 -2.341426 -0.8517745 4.6051702 -0.376773850427278 -1.4240829 -2.1403277 -1.4307753 -0.956155 4.6051702 4.6051702 0.102964595 0.97626114 -0.07048753 -2.2961926 -0.4782278 -0.3055996 -1.2543575 -2.1906168
-1.7271346 0.71868753 -0.5386354 4.6051702 -0.106928259550673 -1.7981786 -1.7382464 -0.061232544 -1.9591784 0.042592786 0.0818136235059424 4.6051702 -0.201730502772153 0.85873467 -1.6623179 -1.3782843 1.3831412 -0.7959039 -1.6706417 -0.46576774 -1.3299617 -0.74735266 -2.0683823 -0.40600562 4.6051702 4.6051702 4.6051702 -2.1870947 0.31518212 -0.537254456942074 -1.070219 4.6051702 -0.78655833 4.6051702 -1.4589919 -1.7356938 -0.28353512 -1.5902462 0.22128843 0.10867023 -1.138149 2.6644564 0.350994283979449 -1.2724087 -2.170635 -1.4786212 4.6051702 0.0844653344372259 1.3653138 -1.8029494 -0.95514536
-0.8062035 -0.29130277 -0.35073012 -2.029582 -0.574497422405519 -0.012911882 -1.1603059 -2.3445494 0.11859137 4.6051702 0.47625288 -1.2901369 -0.113345173672574 0.0790306 -0.8078844 -1.5782951 -1.3171489 -2.5399868 4.6051702 0.37812188 4.6051702 -2.8572168 -2.2374587 -3.1712015 -0.59372294 -1.0490035 1.9231384 -0.7704818 4.6051702 -0.434373875048149 1.2430929 1.2476583 -3.108662 -0.45495895 -0.4812799 -1.8262413 -0.9874359 -1.7396468 -2.3738832 -2.679704 -0.592758207305697 -2.090939 -1.7585726 4.6051702 -0.35306716 -2.0718617 4.6051702 -2.2730618 -2.6907964 -1.9650155 -2.0537577
4.6051702 -0.46357313 -0.26187673 0.84128636 0.70349047270607 -0.8027355 1.22707041481742 4.6051702 0.562215697461356 0.8111837 0.251145251406605 -1.6908962 0.46421005148988 -1.0705547 0.11582968 4.6051702 4.6051702 -1.9271889 0.8209489 -0.8894761 0.5267196 4.6051702 -1.4258189 -0.30516955 -0.905508 -0.30162528 4.6051702 -0.75529426 1.3577044 0.581858216556049 1.1349373 -0.18935972 0.335181245397928 0.018135754 4.6051702 -0.21999635 -0.514834 -1.455365 -1.4201783 4.6051702 0.238896678367059 -0.90912765 4.6051702 1.4174757 4.6051702 -1.5701112 -0.58309793 4.6051702 0.6466985 1.3329657 4.6051702
1.23883 -0.2854912 -0.012237937 -0.992898 -0.10558530322271 4.6051702 4.6051702 -1.6664164 -0.6971535 0.360457680714989 -0.314104767958381 -1.9690994 -0.247522271153967 -0.716383 -0.13199662 0.092869576796096 4.6051702 -2.1678255 -2.005726 -0.91038287 -2.2818763 1.1597409 -2.936146 -0.6910015 -2.6329865 -1.2504894 -0.6154275 4.6051702 -2.9324007 -0.8749473 1.0241268 -2.638801 0.459888830428973 4.6051702 -1.3750683 -2.8204186 -0.876118141561443 0.15708233 0.0598209829514523 -0.089436665 -1.1007094 0.013473391 -1.1051967 4.6051702 -0.5073516 -2.8529396 4.6051702 -1.8021104 -0.14974654 -0.9572873 -1.3471874
-1.7973636 0.10457659 0.025145525 1.0974497 0.0535884157977699 4.6051702 1.023017 -0.129606044485068 2.5477474 4.6051702 0.191171306953858 -1.4879339 0.189257661522767 4.6051702 4.6051702 4.6051702 4.6051702 0.19501469 -2.392499 0.217118377401761 -0.66257423 -2.4894922 0.04942153 -1.9709905 0.234436660263122 -2.2679904 0.26792482 -0.09572269 4.6051702 0.149144461757114 4.6051702 -0.27040613 0.35047236 -0.81661046 0.13091195 -1.5898275 -0.0470633216083816 -2.7559977 -0.60035884 -1.3086811 -1.0665691 -0.99232674 0.658718249990875 0.55493826 -0.9981816 0.020929033 0.02095338 -1.1609291 -0.3894414 4.6051702 -1.2656205
4.6051702 -0.08115187 0.028977841 0.10266185 0.127972967902301 -1.3950224 -1.3151586 -2.5596235 -0.74726206 -1.3773351 -0.139526563272613 -1.2967951 0.398174926718262 -0.41799983 -1.3393806 0.22314599 -1.8629714 -2.3912864 0.276432319502012 -2.9970174 -1.8557919 4.6051702 -1.8066758 0.50989807 -1.1818043 -0.02393448 -0.7054055 -0.8853095 4.6051702 0.0533866030977862 -1.7947625 -0.58235544 4.6051702 0.120121696436181 4.6051702 4.6051702 -0.24730122 -1.28903 2.818307 -0.7716354 -1.119503 -0.8715003 -0.815134 -2.8469594 0.29864508 4.6051702 -1.7242341 1.390228 2.9181538 -1.2708559 -1.9106568
2.264129 1.9601755 0.0238901607401767 -1.4564525 0.149364053250264 -1.035029 0.56082594 0.0971659591937852 -0.4538163 -1.4107667 0.0567682136985337 -0.97870076 0.27685355075385 -0.14640908 4.6051702 -0.12372644 -0.68413097 0.5324331 -1.8561943 -1.5658722 -0.3066429 -1.8544526 -3.030954 0.407705573232971 -1.1240218 4.6051702 -1.912983 -0.73108613 -0.15814269 0.426225788460178 0.159421512596196 0.8129543 -0.12781306640779 0.02894796 4.6051702 -0.9153306 -2.7187352 -0.27732053 -0.3011949 4.6051702 4.6051702 4.6051702 -1.6376027 4.6051702 4.6051702 1.5254048 -2.9236104 0.0682787 -1.8578435 1.3021531 -1.5317587
-1.868962 0.3180332 0.46390557 1.6761854 -0.100520393395913 -0.47749886 -0.001473652 0.609660399302192 0.440015668785093 -1.7981459 -0.108010554911981 2.7412632 0.0614559186453073 -0.8116932 4.6051702 0.311738 0.130840964396162 4.6051702 1.1757632 -1.3030014 -0.98607796 -2.690163 -0.9118499 -0.381165972637787 -2.2406423 -2.808063 -1.2416018 -0.9318336 -1.7517056 -0.293677402009851 -1.5458664 -2.4720874 -0.0983705826930152 -0.9263222 -0.39547107 -0.100132816 -2.2547336 -2.5865796 4.6051702 4.6051702 -1.925115 -1.0388417 4.6051702 -0.309507783762917 -0.845982 0.401372490940327 4.6051702 -1.397593 -2.3234973 4.6051702 -1.7065614
-1.9563316 0.077280916 -0.04064284 -0.5910914 0.0278981571342114 -0.77276593 -0.8404146 0.7137423 -1.8383067 -1.079438 0.0229024231067345 -1.1439003 -0.80720717 -1.8396878 0.80928886 4.6051702 1.5219761 -0.8165549 0.68094766 4.6051702 -0.6027765 4.6051702 0.6582587 4.6051702 0.22771919 -1.7234364 4.6051702 -1.7943629 -0.52215904 0.202426386211004 -0.2688145 -2.2220364 -2.4693167 -1.1802932 2.8525443 -4.2229495 0.0564968123706938 -2.4322846 -0.36099142 0.32940313 -1.9100771 -0.55636185 1.9080621 -1.2698135 4.6051702 4.6051702 -0.4298284 -1.5099782 -0.3589643 -1.3283443 1.3473945
4.6051702 0.038244583 0.066299915 4.6051702 0.24701426341725 4.1475067 0.279531717938279 -1.2259363 -1.396085 -1.5885471 -1.4617345 1.4281619 -0.0492529706600018 1.1371261 2.597312 0.18468710324267 0.40558195 0.036294382 4.6051702 0.0675755962579005 0.30861098 -0.11248578 0.193743427701751 -0.8908481 -2.0968354 -3.279618 4.6051702 4.6051702 -0.012957894 -0.0434920599777328 -1.5014147 4.6051702 -0.173323721957626 0.204283202287197 -0.5589403 -2.8669388 -0.2378797974295 3.4042776 -1.7812774 0.0984410598781842 1.2458649 4.6051702 1.3169775 -0.642121 -1.8842254 -1.4416234 -3.0848784 -0.07499794 -0.32858634 -0.009671144 -0.055300187
4.6051702 -0.054657046 -0.6729203 4.6051702 -0.0839307574758036 -0.39539647 -0.025781743 -0.6008018 0.19039592 -0.2961718 0.202675188276452 4.6051702 0.204438256929056 -0.075709045 -0.54809946 -0.034356933 -0.6717683 -0.2093264 -1.3422831 4.6051702 -1.5866843 -0.0732484170622371 -1.3749877 -1.5896977 -0.32176676 -1.4588374 -1.4525568 -0.34448174 4.6051702 0.454547852971735 -0.3651193 -1.0872148 0.512409172627157 4.6051702 4.6051702 -2.4755783 0.79482591860517 0.602510273976216 -0.67441785 -0.9950282 -2.4995458 -0.15090026 4.6051702 -1.5198328 4.6051702 1.5658369 4.6051702 0.38917443 0.031730365 -0.68353 0.19641404
-2.4611037 0.29320252 0.11695919 -1.0978673 0.195987265481523 0.102915436 -0.9387663 4.6051702 -2.8248372 0.95022005 0.212242475639843 1.0071125 -0.831832 1.6967067 4.6051702 -2.5406659 0.239549332687687 0.16418073 4.6051702 0.70518553 -0.33596614 -1.4885185 4.6051702 -1.8656901 0.39439416 4.6051702 0.599328 4.6051702 -0.09149125 0.317491211682848 0.617172009493885 0.3597436 0.000489959062777018 -0.49301884 0.20229198 -0.03597694 -2.2222981 -2.5942426 -0.0456173 0.912347216138877 -0.96263504 1.5905818 -1.4434466 -0.3282205 -0.40470347 -0.28122705 -0.6462508 -1.5799146 4.6051702 4.6051702 4.6051702
-2.3479862 -0.13634515 -0.353 -1.5029726 -0.832898763089724 -2.7178535 -0.927459 4.6051702 -0.43834945053975 -2.0353637 -0.777559545858435 4.6051702 -0.50713745222263 -1.580945 -0.2279509 -0.9744567 -0.7246958 -1.9872929 1.2454259 -2.8368964 -2.7207894 -2.5636003 4.6051702 -0.30078077 -1.4477059 -1.4235601 -1.4429793 4.6051702 -2.5132556 -0.542152647582056 -0.7262564 -1.6185437 -0.194091420298513 -0.6258757 0.6771174 -0.730447634820604 -1.06874716265695 -0.654933783954473 -1.9912018 0.5706787 -2.9133792 -1.0110189 -1.6277505 -1.3431473 -2.3529565 0.78734857 -3.1643755 4.6051702 -0.6183234 4.6051702 2.8442998
-2.7148843 0.19352601 -0.08965129 0.5600516 0.142210976994478 1.1927298 -1.218861 -0.6344141 -2.4742415 -0.404673 0.5856943 -0.82556033 0.0515244367818898 -1.1933179 -1.5127556 4.6051702 -1.7180374 4.6051702 0.043845747 4.6051702 0.16642058 -1.9097373 4.6051702 0.14026015 -1.3909769 1.3590703 0.2925845 -0.9779259 -0.12304268 0.0790572918888537 0.12725836 -0.06303518 4.6051702 -0.8373485 4.6051702 4.6051702 0.953149637495527 -1.2359287 -0.4477527 4.6051702 -1.5256028 0.94141215 0.24774747 0.3841198 -2.2129142 0.1966438 4.6051702 -0.557823 -0.6609511 -1.9940926 -1.3060869
-0.7254635 0.113017455 0.02959203 -1.8254381 -0.0114670178588888 -0.253135921443166 -2.287545 -1.6997207 -0.91523504 -0.098677285 -0.188438844822215 -0.71966124 -2.6214395 -0.5003942 0.55808091837202 4.6051702 0.593556238266166 -0.8952391 -1.5357224 0.15338145 0.22514355 -0.40197995 -1.5662904 -2.4258685 0.0385273510359014 -1.6320264 -1.0121963 -2.011891 -1.8505664 -0.452218883603268 4.6051702 0.040347964 -0.615095780282301 4.6051702 -1.0171592 4.6051702 -0.39725802285966 4.6051702 -1.057614 -1.6049281 -0.94170564 -1.0940375 4.6051702 -0.25222284 -2.7735276 1.749707 -1.0632279 4.6051702 0.93810049731529 4.6051702 -0.17861657
-1.7178321 0.29156485 0.12784381 -0.02136805 0.0407510177465006 -0.81168365 4.6051702 -2.6384006 -1.4989178 -2.3396852 -0.569558296361718 -0.32329395 -0.490125372172614 4.6051702 -0.512113012284525 -1.9284878 0.08265766 -1.042531 -0.321360626713071 -0.572161196497898 4.6051702 -0.502024626851196 4.6051702 -2.9058666 -1.8153737 -0.29160795 -0.801838 -0.268084696642859 -0.9946098 -0.632540030909828 4.6051702 -2.233336 -3.4333231 0.39107314 0.141993348754704 -1.6282804 -1.9646226 -3.1172078 -0.50393784 -1.0137075 -0.223583679163624 4.6051702 -0.42697197 -2.2354388 -1.2983316 -1.055647 -0.978513 -0.5990853 -1.649925 4.6051702 -1.970376
1.7920679 -0.08513831 0.13630252 -0.71710867 -0.0173761090832818 -0.9454722 0.19809324 4.6051702 -0.31487888 0.56124187 -0.089716596731842 1.3672296 0.281445397063327 -1.1011946 0.20469882 4.6051702 -0.71288925 4.6051702 -0.17387171 -1.1021734 4.6051702 -2.51481 4.6051702 -1.3521107 4.6051702 -0.9099732 -0.33431357 0.44091833 1.5686715 -0.23784907169214 -1.9938911 4.6051702 -0.228355557125415 -1.0107684 -0.5270076 -2.2450545 -0.12520932 -0.41521642 -1.3703747 -0.89154977 -1.2951776 -0.032218695 0.247445812266293 -2.5087104 -2.2135203 4.6051702 4.6051702 0.439054036347338 -1.3567646 -1.0379417 -0.09011198
-0.098239645 0.012111217 0.014298854 -0.4913717 -0.190016369972431 -1.6124614 -1.2044368 4.6051702 -0.8868766 -3.201028 -1.553998 -2.832592 -0.317504920817402 -0.6110224 -0.108753136125638 -1.6481858 0.80342615 -2.34241 -1.9311737 -0.5822434 4.6051702 0.32349968 -0.000784 -2.7443223 4.6051702 -0.382021584337763 -2.1235478 -2.0737662 0.089758195 0.206830488348072 -1.9643266 -2.5649812 -3.0714483 -1.212042 4.6051702 0.28225905 -2.9478807 0.0310740931424164 -2.8444877 0.5902729 4.6051702 0.0750680192383963 -0.6876329 0.13737568 -3.2140818 4.6051702 -0.78161305 -1.3322419 -1.2974844 -2.1833346 0.48235676
0.592333384160521 0.07474998 0.03760798 0.27538338 0.866709407827378 -1.020673 1.31002940522754 -1.911479 -0.57192796 0.58089715 0.395757206748834 0.97767484 0.537140694490306 4.6051702 2.4020143 -0.9036038 4.6051702 -0.43004018 4.6051702 -0.073884726 0.13622472 0.94258136 4.6051702 4.6051702 -0.12036331 4.6051702 0.727708 -1.5904422 -0.7697321 0.856030817881702 2.5404167 4.6051702 0.8719222 4.6051702 -0.19380116 -0.25184834 0.232825417470088 0.6403655 0.9935048 -0.90879864 4.6051702 4.6051702 4.6051702 -0.9856509 0.44277903 -1.5364408 -0.9915642 2.7269862 -0.5622615 4.6051702 4.6051702
-1.0703549 -0.1257439 -0.78993577 0.55308384 0.00809967416028189 4.6051702 -0.27825075 -0.180230985180002 -3.2971249 4.6051702 -0.607232669228809 -1.0164411 -0.032231366440887 -1.7981881 -1.8960706 4.403984 4.6051702 -0.31089982 -0.6565245 -2.6674669 -0.79085356 -0.371450816209156 -0.11316445 -0.46501267 -0.9568002 2.7408693 -0.48477182 0.13926823 4.6051702 -0.232668859798629 2.522575 -1.7791854 1.5734514 -1.5749475 -0.9522631 0.0025090700092088 -2.1302793 -3.027313 4.6051702 -1.0598178 2.2678483 -0.3093638 -1.9893636 -1.3305222 -1.0542499 -1.1066152 -3.3382921 -3.371674 0.10509123 -0.82475865 -1.787021
-0.3963466 -0.17807211 -0.70183676 4.6051702 0.199465473539365 -1.0181019 -0.7650078 4.6051702 0.55628111065024 -1.4696372 0.29631758 -0.122272804 0.14570801900842 -0.5684189 4.6051702 -0.49684224 -0.79035544 -1.9991025 1.1927068 0.14640747 4.6051702 -3.1367297 -0.9377012 4.6051702 4.6051702 4.6051702 4.6051702 -0.73143566 -1.3415052 0.320338956353834 -0.39715967 -0.80183 -0.43597987 -0.14689973 0.0525589494581522 -0.39520556 0.194269254413097 -3.2930984 -0.3566465 -0.20211521 4.6051702 -1.0669479 0.755731031851225 -1.7719185 0.42665347 -0.92686224 -1.1691102 1.6679419 0.7963816 -0.9247106 -0.994366
-2.5744324 -0.029887993 -0.114008486 0.2730444 -0.216603426773489 4.6051702 -1.6550223 0.146498481309544 -0.417771801156271 4.6051702 0.39458273648255 0.540226378131584 -1.2126722 4.6051702 -1.7061118 -0.8779138 -1.4334087 4.6051702 4.6051702 -1.369561 1.4016232 -3.2203796 -1.4016607 -0.42163303 -1.5647717 -1.3435736 -1.0499368 -1.213442 -0.020050112 0.20573876832615 -0.80826753 -1.5058998 2.3105602 0.71284464689911 -2.4308527 -0.376837691204774 -2.4432416 -3.1015327 4.6051702 4.6051702 -1.4418089 -0.6615478 -0.8838309 -1.1206915 0.9815376 0.007712826 -1.8374871 -1.1062925 -0.40857655 -0.05833419 1.26961621625012
-2.7079637 -0.59320134 -0.42009777 -0.02136805 0.0860240677329089 4.6051702 -0.3566128 4.6051702 4.6051702 -0.10118068 -0.074479662240151 -0.6978881 0.0460753625377681 2.3610191 -1.3723012 -0.07397075 1.2838192 4.6051702 -0.226491937189933 -2.109185 4.6051702 -0.3328157 -0.215496528782078 0.267796689643181 -1.0018132 -0.0445391958031321 0.6421811 -1.8405013 -2.0994916 -0.200349778612062 -0.52058536 1.0081007 -0.678604278869284 -1.6781317 2.5890496 1.2774997 0.0673655325161479 -1.9560682 -2.3544652 -1.359483 4.6051702 -1.5863831 -0.142279617178423 -0.3724888 0.96654856 1.0243609 -0.31840613 -2.422738 -1.4656212 4.6051702 4.6051702
4.6051702 -0.0795361 -0.34830043 4.6051702 -0.486768778654422 -2.2204509 -2.076688 -2.0226567 -1.4626403 -2.748445 -0.601029292762468 -2.350467 -0.236690718071686 0.282365364925811 -0.55863327 4.6051702 -0.463102144676617 -1.7240642 -1.5593811 -0.77888376 -2.6241624 -0.1428671 0.11488896 -1.396249 2.1832912 -1.911049 -0.37005416 -0.5635777 -2.3024325 -0.50729461108551 4.6051702 -0.54393965 -0.504018011466361 -0.6366778 -1.7067277 4.6051702 -3.248773 -3.0709033 -2.6421473 -0.38896587 -0.9973196 0.270701283677678 -1.2753098 4.6051702 -0.7608522 -0.7449579 -3.7756588 -1.6407996 0.11472784148909 -1.6294495 -0.3222033
0.8474295 0.17229265 -0.35281178 4.6051702 0.143312852344214 4.6051702 -1.502575 -0.9875593 0.47168666 0.28824514 -0.179490028207213 -1.0373253 0.0892516050298784 -2.325821 -2.0412605 -0.216212175207956 1.526742 -1.7681241 -0.4458691 -0.38162357 -0.9390217 -0.6186872 -2.7415953 -0.7714302 0.09207693 1.577595 4.6051702 -0.8503096 4.6051702 0.317735755194816 -0.25165898 4.6051702 -3.2199512 4.6051702 -0.2434626 0.73332345 -0.265118219408297 0.8691469 0.21278276 -1.3948597 0.122354106859509 4.6051702 -2.7097232 0.433697850545163 0.230696376779971 4.168745 -1.0508083 1.9117534 -1.0433499 -1.9290234 2.857759
-1.4038005 0.24002875 0.6869677 -1.7743243 -0.275903446413224 4.6051702 -1.4348896 -0.56421626 4.6051702 -2.3297348 -1.6431994 -0.6702301 0.187573032585437 -1.4095302 -1.8280016 4.6051702 -0.93871254 -2.2706013 -1.5652422 -2.428433 -0.5721168 -2.3348227 1.5673463 0.6865534 -2.1712506 0.547057238455299 -1.391686 -0.215900548292203 -2.521486 -0.014727815899529 -0.029116793 -0.022260906 -0.6474143 -1.9051892 0.010673961 -0.80093455 -0.247990663799057 -1.0417432 -1.5136821 -0.215665084144916 0.024757778 -2.289893 -1.171513 4.6051702 4.6051702 4.6051702 -0.14906237 4.6051702 -0.088935204 -2.3902552 -2.0247705
0.28042138 0.10732545 0.11777035 0.40049997 0.109293734911363 -0.89894724 4.6051702 -0.61812174 0.328840855595657 -1.1304265 -0.52292997 4.6051702 -1.6019995 -1.5492921 4.6051702 0.0372204751482841 1.0111452 -2.56361 0.43628305 -0.9642534 -0.3043633 -2.8024921 -0.5990402 -0.63220567 4.6051702 0.27082798 1.0930663 -0.5096834 0.38398758 0.261813860697408 0.8024097 4.6051702 -2.8071866 4.6051702 -2.7446063 -0.27105194 -2.465029 -1.5340662 4.6051702 -0.98038137 -0.5182167 -2.0846298 4.6051702 -0.24278936 1.4701558 0.7811785 -1.7517446 0.9391668 -0.6799032 -0.3229995 -0.050161336
-2.4223278 0.1404598 -0.16680618 4.6051702 -0.107240086530742 0.534334366283101 -0.9427537 -0.15992577 -1.5091605 -1.5333325 -0.248700396648698 0.515417665552572 -0.088269501545815 0.25713068 0.209724 -0.5509852 4.6051702 4.6051702 -0.16090849 -0.52226305 1.554102 -1.4996696 0.19617142 -1.6229231 -1.2352328 -2.6860006 4.6051702 -2.4612937 4.6051702 -0.402889942338299 -1.3275253 4.6051702 -0.2551337 -1.212042 -1.6432958 -2.2182434 0.197637677929339 -2.6909263 -1.208783 -0.8281627 -1.5106907 -1.3527682 -0.21542609 0.176510918482411 -2.7081597 0.86772394 -1.9320993 4.6051702 -2.6515756 0.50811803 -1.7793207
-1.0043262 -0.010719338 0.023274364 -1.7878096 -0.438165838276077 -2.0644464 -1.6934886 -1.2703881 -0.7032461 -2.3095322 -0.515424569056557 -0.109246011756537 -0.00513534401913302 -0.4287009 -1.5188551 0.22457373 -0.71556896 -0.06774871 -1.9485676 -2.9553447 0.0883423187891259 4.6051702 -0.9565249 -3.4535728 -1.0045003 4.6051702 -1.1040039 -0.97336084 -1.4609892 0.158290596998243 -2.3021924 -1.4602026 -0.24531883 0.115278698679934 -2.126571 -1.8834796 -1.4609427 -0.16988175 4.6051702 -1.7195677 -0.63269407 -0.78685784 2.0492742 -1.4240584 4.6051702 -0.4931145 4.6051702 -1.4510796 4.6051702 4.6051702 0.106159151046116
0.40979412 -0.16043888 -0.11087188 0.50339305 0.469354583682815 0.7749446 -2.438721 -0.5071833 -3.3084671 -1.229277 0.0311735097211879 0.7321563 0.273607154470794 -0.07626567 4.6051702 -0.1210413 -1.2127495 1.511257 4.6051702 -1.2583936 1.0160428 0.819053208312008 -1.2316377 4.6051702 4.6051702 1.5208385 -1.140939 -0.03155013 -0.5399745 0.384891946714199 0.23078656 -0.9243818 -3.2974315 4.6051702 -0.20355803 4.6051702 -0.6345907 -1.14 -0.3484403 -0.16358255 -1.0706266 1.9210318 0.6185647 -0.9469712 -0.36946133 4.6051702 -0.6536982 4.6051702 4.6051702 -0.17212598 -1.068887
-0.116351925 -0.11283566 -0.008661322 -1.9382907 0.577864405924776 4.6051702 -0.9086188 0.09482043 -1.4207063 -0.8545529 0.528451343112862 1.08117 0.438133734564013 0.30091187 -0.928737 2.3385706 -1.5484781 -0.0945397 -0.23173736 -2.2635438 -0.34096295 -2.0177777 -1.411437 -0.5751284 -1.261181 -0.30708203 4.6051702 4.6051702 4.6051702 0.553985189618 4.6051702 -0.5119141 -1.9033867 1.2884685 0.0246057928843169 4.6051702 4.257791 -0.5641096 4.6051702 0.2825547 -0.84106 3.1026573 0.415485135571867 4.6051702 -0.85512066 -2.4639049 -0.7167873 0.19754013 0.0945930568717257 -0.38009682 -0.7653083
-1.7792883 0.7093794 0.51245254 4.6051702 0.152028031748477 -0.19101784 0.86960024 0.366735622331997 -0.9798727 -0.85638064 0.25313388312753 -0.83411956 0.180022033105062 -0.6680255 -0.44599685 -2.6757023 0.2352446 4.6051702 -1.13209 0.6510332 4.6051702 -0.5840399 4.6051702 3.843947 -1.994899 -0.800208 -1.6661229 -0.6802343 0.29386044 0.134214759000042 4.6051702 -0.62531394 0.829994820044969 0.03746317 1.2950354 -0.88959754 -1.4221442 -2.3437707 4.6051702 -0.8726985 -0.042551264 0.08098053 -1.0564926 4.6051702 4.6051702 0.48888606 0.7791077 -0.97982365 -0.6070706 4.6051702 -0.20361502
0.151721285540898 1.1521271 0.021747153 -0.6091547 -0.0903274517963957 0.32429636 4.6051702 4.6051702 -3.226229 -2.460763 -0.256557279689938 -1.6124245 -0.0589642057073266 -2.0042372 -2.2604225 -2.5915577 -0.85874736 1.540208 4.6051702 -3.8926888 -1.2232693 4.6051702 -3.2078166 0.74690545 -2.0161014 -1.0871195 -1.2925833 4.6051702 -0.31247088 -0.221087994153581 -1.7245581 -0.0960748 -1.0524054 -0.22281334 0.3530566 0.92201006 -2.5195498 -0.5070284 1.5350926 4.6051702 -1.2970605 -1.029368 -0.49107948 -2.5134313 -1.0144045 -1.281911 -0.17968898 -0.7958215 -0.46879166 -1.1018168 -1.7287649
4.6051702 -0.1338635 0.106909014 4.6051702 0.499984336143464 2.1934252 0.428025794217567 0.8355958 -0.042277385 -0.10085343 -0.196807731155426 -0.24890557 -0.4887534 -2.1273699 4.6051702 4.6051702 4.6051702 -0.4859293 0.17561074 -0.7137436 -0.9541232 -1.57386 4.6051702 -0.714856 -1.1834574 -0.6127393 1.2196187 4.6051702 4.6051702 -2.7828782 -1.223295 1.0731745 0.473680445736849 0.21599483 1.5719025 -2.9059408 -1.3367249 0.42984933 2.0405574 -1.4871974 -2.010882 -0.47765437 0.8834318 0.42615926 4.6051702 -0.16505887 0.50000596 1.2045741 -1.0561618 -0.96351385 -0.44194236
0.18419631 0.07825302 0.24729772 -0.23907508 -0.0473092601052235 2.0740802 -1.0869251 0.33120704 -0.54556865 4.6051702 -0.0452312074507531 -2.3004565 0.315168461675233 -1.1467693 2.417366 0.102381836227862 4.6051702 -0.83620584 -1.8065972 -1.9533528 0.624421166415626 -0.9213784 -0.87582815 4.6051702 -0.6673943 0.62597555 -0.51002 -0.195703227887632 -1.9730778 0.369567883373023 -1.629248 3.0864124 0.2677993 4.6051702 4.6051702 -1.8395895 -2.2000751 -0.54240084 0.9871602 2.8616133 4.6051702 0.87013036 4.6051702 -1.6981004 -1.2710882 -1.3820481 -0.0294825 -1.7604984 -3.3627412 -0.1872974 -0.827312
