"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72"
8991.2 8424 13525 13105 9493 6105 6795 6662 18129 6837 11471 7265 6783 17178 10360 1314 9526 3509 7140 3758 3120 3716 5898 6316 7965 3751 7289 5577 3111 12721 1535 6798 6807 2732 8597 3917 14441 10525 7366 10712 5018 4603 9829 9454 10956 5463 3691 3048 12603 9958 5628 3931 8567 15045 6330 11136 14842 6349 14584 5318 1819 8599 7799 12188 11970 16380 15229 8090 6609 6799 5977 13891
13302.3 19161 12307 18814 8809 12009 9237 11151 9956 16788 15128 10358 8312 19768 16873 21537 23729 17997 15580 11649 14499 14068 14531 11323 22910 8386 8458 11615 8582 13204 11089 16603 16898 18088 16908 18221 18177 12780 11698 14870 14479 6709 15113 13413 16353 15153 10461 19667 20409 15357 8504 4985 14943 17522 8819 16378 12854 11596 12301 9870 9062 13030 12959 18010 17648 16792 16346 11966 11178 11454 10039 8037
15561.9 18900 15192 19870 19202 17491 16702 18884 18963 21819 19762 18371 17744 19269 21337 20983 19609 21399 19732 17837 19724 23611 20407 11943 22713 18499 15899 19004 5915 20977 5240 19093 21176 20328 20543 20991 23416 19252 15114 19068 27576 12812 21085 23224 9507 21137 17627 23648 22413 18603 22634 15100 24358 21133 23720 19198 21791 16618 20439 16448 9384 20320 22284 19163 16697 24427 15417 23763 19128 15056 20692 21640
5633.4 8908 -631 3812 2442 9054 7175 6468 512 6698 4969 1919 4725 3191 9980 1580 10201 2299 5715 2857 12082 9556 10853 5367 1827 3325 7465 3802 575 4019 5695 6131 7928 -899 11498 11085 12413 2756 7796 8187 12948 37 16442 9157 -3 6699 7705 7926 10504 11941 8384 2533 14333 9322 10429 11395 10712 4865 6978 6571 4894 10022 12046 7526 15336 7154 8314 2450 7864 6256 12483 6567
15445.9 15512 11525 16020 20896 17659 19928 19322 25486 17573 17145 19120 10148 15856 19843 15796 16920 16544 18927 20793 19703 18548 19982 16382 16693 23313 23473 15933 7759 18329 22687 19050 18915 19785 17286 21360 20226 24036 16739 23199 25994 9526 22470 21853 28264 21620 19682 20357 21397 21737 14551 11320 23178 24699 17503 17577 25723 17437 21548 23235 20841 19428 20554 15676 23420 24178 21078 23793 20826 22672 26402 17420
7624.6 9240 5890 4845 3263 3919 4288 8138 12533 10419 3435 6306 6552 8737 18431 7925 21407 11062 4356 6589 8598 7177 10078 8900 14959 6097 6382 7639 4882 9409 6553 12238 12676 6223 17137 9563 10125 13016 9003 13146 17313 8524 9926 19409 3689 10130 8322 12753 10778 9192 10353 9525 11368 10238 4876 9364 11250 4789 16968 4168 2977 8931 10607 9274 4886 11708 6990 16108 7381 9427 7651 9675
14763.9 13680 27125 17713 18993 16871 19269 19283 21970 15823 15202 18307 21476 17130 22007 18719 13350 19711 20666 18308 17040 20875 15972 21584 19372 23927 24475 23101 22377 16252 25015 21283 20250 18585 15112 21359 17598 22461 26702 19273 27142 28183 23105 22329 18928 21330 24179 24730 18890 20447 27263 26364 23167 24607 20420 18806 24213 14226 18572 21553 15653 16600 19100 14369 26214 24086 21572 27368 26660 25672 30895 22856
12754.8 14041 7409 14051 8545 10229 10365 13351 7529 14152 14779 11186 6638 15958 9659 16748 14552 8542 13540 9500 13770 8400 13225 9418 14365 14658 10141 9320 7004 15066 5284 15949 15016 13324 8168 14739 14385 5688 5631 6374 8154 4343 7304 13355 20072 9852 8746 16721 13377 8243 2856 3710 10228 4171 4913 8759 8098 7843 14417 7860 2992 12801 13314 13915 16555 6048 6620 5899 8410 6900 8912 4682
10228.6 18188 4329 19949 13755 14875 10157 16902 12159 18859 18240 12195 11967 16359 12953 18678 19670 18906 15018 12004 15371 11261 14993 10955 18202 11607 12950 9698 6395 18012 8489 13270 17937 16307 19273 13418 22170 12277 9512 16973 17504 8666 11478 17906 18834 16156 13945 12726 19212 13085 8041 11846 21450 10731 10975 16168 15349 11563 12269 8825 8484 18616 13867 20180 21163 14025 11626 12527 13548 11583 10926 6990
1347.8 4003 1723 2538 3736 3060 2470 4785 2205 3364 1988 3228 5677 2451 4465 3731 8033 3188 3499 3928 4547 5322 4734 3890 2817 3863 4764 4194 2837 9011 3115 6510 8363 4208 6429 6056 15672 5369 8224 7860 9797 4752 8788 12355 9550 7297 9275 6661 12436 5917 7191 5381 8843 9157 5309 17538 14207 4245 4118 2852 522 6323 12325 7082 22445 9283 4935 5306 14704 5633 6847 7058
19707.7 18531 34522 21405 24269 21881 24173 24517 29145 22707 20058 24130 26381 20912 22266 21590 19533 21877 22787 25098 23338 26441 22132 26100 22030 27184 28820 22864 37720 21587 28252 23675 24175 24272 22846 26989 23127 25781 34164 25188 26366 33375 24787 21078 18354 24128 28490 29066 24372 25948 30003 31871 25251 27661 29088 23578 26120 22456 25944 28708 24096 22253 26133 18709 24425 26417 27433 30819 28183 25507 30959 33541
9586.1 14024 5732 16462 4723 13410 4721 6521 8417 14244 12816 8320 5038 16505 12071 14425 12325 12494 13911 5408 8188 7639 6647 3352 9151 5033 4638 5069 1182 14719 12869 10926 7502 10406 8723 10179 12588 4192 4046 7961 6488 1703 5624 6582 4186 7426 3353 9306 11245 6759 3045 1533 5863 3835 5142 5170 7184 4750 14790 5768 10483 6748 5511 9370 3183 5965 3507 3517 1926 4061 3282 3179
6048.5 16843 849 5880 4706 9863 5243 5861 14683 8012 8814 4814 3242 16353 14850 12080 10612 12839 4558 5386 6383 3028 7462 4650 4774 6012 5162 3663 3712 5966 3028 6254 7795 6247 4281 5733 2546 963 540 2321 2420 1049 2001 1605 2267 3170 3046 6996 2239 2697 693 1167 2342 -220 1574 2845 1297 3572 6686 4976 4081 7114 4720 13737 2128 1165 843 690 1323 688 1900 1663
14675.5 12133 13025 14423 14925 10592 9507 4682 3020 8787 17206 10921 6048 13298 4689 8427 13720 6574 8969 9875 7770 5477 7603 6623 14373 4973 6684 6096 6011 5354 4412 5460 6268 6947 16362 9624 5401 6753 6363 10723 3800 9540 16708 6278 5772 8593 8124 3362 13342 10572 4840 6033 11048 10396 9938 15077 7332 8254 8262 6077 5704 14280 8168 15043 4880 10972 20199 11404 3425 5323 3820 3465
7844.7 13380 2425 16357 16284 16971 15066 15335 16433 16887 13818 18249 15626 13655 18768 17406 15440 17312 17334 13192 15803 17121 16444 9050 14924 10087 15526 10159 4819 14033 7429 12953 14590 11847 12036 12443 13519 13268 20549 17423 15211 12529 18747 21237 17743 17144 12906 20335 17673 15419 15883 13164 17678 7762 16722 15896 18834 8255 14933 15732 7126 15432 17610 13196 20483 12840 13121 4974 20883 12342 21234 17593
9492.1 10379 6371 9429 5117 7253 10830 8175 2505 7138 15180 6530 5278 46 3088 4971 1471 5162 9533 1873 2343 1925 2247 3373 2643 1717 2872 3366 8809 6417 1279 2645 2362 8477 3359 2137 14355 1285 3086 1060 1792 -30 -31 927 7077 511 -35 1437 1389 615 1824 683 2109 267 33 1536 5117 8000 3143 5182 3764 17146 3194 10894 12525 1374 613 114 3146 760 3782 778
962.2 362 625 12410 5217 1032 1716 598 454 11066 1647 8306 5417 354 847 13311 491 391 6247 366 7915 4337 9400 1366 7927 5281 7870 6479 4022 11104 6264 5596 9237 6822 9400 11522 14152 1656 497 945 1534 1523 1743 8278 3502 2595 2529 2351 154 2640 2125 1475 3294 189 2794 3567 2810 4332 825 612 164 12621 10023 11230 1458 638 1450 913 2465 712 1163 777
1285.9 2520 11006 16874 402 1389 538 1049 749 1183 1540 9280 3483 1245 1159 513 10693 2778 1062 855 1310 6242 724 1247 4358 550 866 3076 3733 1774 2842 1423 927 8235 2954 2376 1361 1802 9882 3842 2315 3839 8190 2546 732 2320 1221 1159 7461 9907 5726 1460 2410 10925 1577 13905 17657 8244 4370 935 4067 2608 2743 5757 3114 7750 3055 2245 9478 8627 263 3357
10735.3 9427 3242 10696 5349 6422 9687 12487 9553 8024 14098 9200 6986 16165 7395 286 8446 6850 10222 6219 3261 653 5162 10162 7431 3634 4558 2456 2886 8247 3881 3973 5022 8129 8571 1298 9254 3864 3030 5611 4131 4074 4724 78 62 157 43 -102 2358 2507 -66 4367 50 2395 -16 -50 1228 4703 8181 7754 8098 9715 6352 11206 115 82 3017 1059 110 2773 -58 2052
9452.4 8107 3600 7919 7254 6354 9789 8758 8903 7230 13334 7760 5154 19356 7355 8701 10388 12705 7483 6853 3454 932 5718 6686 2822 4539 4827 3067 3073 3659 851 7199 6570 8458 3486 4482 1368 1161 287 846 673 1031 1534 542 1014 717 1676 5846 568 570 235 580 994 338 662 449 92 5591 6027 9322 1780 8037 2715 7863 228 440 1256 845 610 615 547 890
27.4 -34 13 -79 94 52 20 1194 238 -22 193 -27 38 6 236 127 -76 62 131 106 551 219 201 157 447 271 -50 7347 2122 21671 562 395 6195 3771 96 1105 2814 496 1248 57 571 85 43 8335 14847 614 30 -19 1416 21 7037 1210 772 8439 433 1560 14918 98 75 -63 -90 151 2439 51 9918 1644 1280 105 4694 529 1250 55
3700.4 14846 2170 1947 10531 4935 4565 11269 4491 16434 9763 3417 7121 8536 10562 4049 20048 6895 7009 13371 14613 7951 12374 6958 2064 7193 7270 7351 1232 7032 4028 10261 15070 1227 14689 12433 12604 7202 4801 8311 9485 5311 8121 13398 385 10422 9438 12972 11406 9997 6748 5944 11476 5562 9785 10310 6325 9065 8625 3990 2874 8772 11347 9804 9517 7814 6731 7847 5253 6325 9425 3430
7068.6 13827 3514 10987 7995 14175 8008 11201 8871 16389 12912 9664 6233 12284 9693 17263 16798 16743 14028 8015 13522 7748 10225 7050 12892 8511 3841 8233 3019 6382 14026 7474 12583 10076 15942 9006 10452 3616 3333 6201 8155 3917 5076 7311 8282 7837 4865 7954 7835 6331 4467 3017 6161 3444 5868 6529 3667 10672 9282 5760 12113 8992 7603 12212 12644 4412 2445 4089 4553 3818 6247 1630
20009.3 18534 32141 22925 22120 25929 23713 22167 23204 24321 19139 21845 21517 20606 18674 22797 22941 20801 21950 23649 26245 28942 23205 20517 23939 31157 27336 24010 39677 22282 31955 20154 21227 21699 21418 24903 23187 23298 19009 24612 23300 29340 21391 21371 22456 23610 23659 22443 23056 24671 25446 23117 21706 20547 27593 19323 20324 22209 19617 23581 28862 17561 17304 18697 19257 24536 20716 25807 26347 25579 31463 15739
-466.8 -163 -165 -117 255 1285 -59 1349 898 496 -285 422 7968 74 83 106 197 -460 1755 -854 -335 -491 -366 43 1687 -388 -213 -375 186 -485 534 2284 -727 971 249 74 -955 501 112 31585 758 5449 -395 484 343 1094 -857 -1001 887 245 -78 1020 -308 1268 -509 -687 -735 229 4835 235 -334 1309 3026 -332 -490 1718 985 618 -374 -516 -847 -575
10456.7 15946 7788 13864 6671 10530 7001 8958 8521 17537 10926 9737 7101 11222 6443 13221 16167 14088 7471 6069 10590 8660 8941 6460 14178 6112 4520 10788 7623 12234 9515 6109 7855 12414 15601 6240 20964 11977 6866 11062 5238 6961 5428 13357 13271 8355 6211 8021 7670 9432 5737 6768 4472 10655 7635 8862 5633 15441 5982 5272 22927 6399 6209 13199 13036 8460 6016 4861 9685 7163 7440 2417
14605.5 11246 1517 2415 6967 8037 15908 15095 1892 11103 12289 1472 2175 6797 4459 6843 546 1637 8144 2255 316 1313 175 1865 633 219 7724 76 287 464 1253 3995 714 581 711 425 295 620 321 954 194 1475 165 467 -425 1558 3116 1413 365 2932 805 1837 1521 1437 398 1582 612 972 3665 11138 2334 1871 647 389 423 1096 756 836 412 1962 2016 820
6460.7 13511 2347 17956 10661 9979 8721 7894 9353 6415 9729 11034 10108 14480 10527 7889 6883 10685 18693 4597 7156 5970 5033 7808 8801 5003 6037 7344 6232 9399 1319 6739 8358 7020 4779 7607 3189 5087 2949 4017 3277 2731 4502 3245 2458 2916 3170 4943 2391 3478 1706 2265 2504 2199 1804 2362 4093 4536 7342 9648 3224 12918 5943 14432 1985 2866 3048 3210 2636 2970 1975 3714
4407.9 12941 1099 5857 8298 6502 11000 5994 4243 6328 9525 5026 12754 5402 16063 2973 4095 4959 12065 6749 6850 5478 14063 6962 875 9852 10344 4723 1436 5594 3830 14754 10552 494 11100 12598 8127 3122 2683 6566 1555 4550 5442 5928 640 3940 3606 14528 4272 4822 1971 3999 3979 6763 4354 5522 6444 3889 9110 12728 1748 9593 11089 9932 3329 4244 3824 4566 2613 -112 2374 1743
7753.2 11201 3710 9716 11516 8337 11478 10994 14217 11753 12543 6220 6186 15162 12185 14652 4413 8805 11756 8004 7153 6089 8876 7770 4589 10103 8829 5374 3570 15065 3599 10540 10741 6549 4312 10808 8882 2692 2073 4901 4465 2313 4087 8998 3940 9033 10007 6890 4992 2235 1511 3088 3495 1055 4804 4057 6116 9479 9570 6087 2364 12032 10013 15396 1684 1579 3526 10494 2999 3072 3604 2299
6524.2 13044 2606 5728 9025 10262 9859 13566 6228 17322 10010 7578 5087 9832 7137 11445 8350 9191 11933 18411 8144 1807 8038 5805 5869 5275 7943 5722 3015 5560 3594 9919 5371 8427 6546 4743 1730 2560 1373 1825 1131 1248 3448 1251 1810 2518 4368 6663 3251 2935 2549 2830 2226 3639 2828 4324 4273 10752 5027 7142 6351 12205 4081 11755 2626 5325 3215 3107 975 2619 1823 1949
7166.2 9584 2389 12042 6528 5389 7910 11309 5388 8406 10818 11302 10651 9749 11133 11464 9191 9656 13732 6916 4339 10446 11435 8828 11243 3995 8443 8916 6431 11689 1945 15296 8812 16397 7159 8855 14151 6165 5465 10149 5223 4519 3972 8792 21114 4660 4866 5285 6470 5718 4822 6324 9504 5654 3272 9457 10588 5963 9454 5950 1666 16161 14925 13413 13258 2619 6697 3075 12470 3930 4549 5484
859.2 1604 188 56 495 2430 1322 2643 717 1235 1664 292 694 471 396 466 839 493 1109 1367 526 193 451 379 282 132 174 468 589 5700 453 1405 1263 524 592 646 10340 2886 3767 2143 324 220 1002 4256 6660 1785 2739 325 14688 4950 11561 640 2058 5233 312 13902 3720 1027 1232 1487 907 538 2608 512 4216 23248 4972 3816 1521 1439 1929 377
378 629 298 236 569 943 580 2613 583 503 539 798 3446 230 216 458 51 2268 930 1481 785 2210 1686 3927 1409 656 528 857 1424 3450 1056 4431 2128 1267 2792 3049 4441 3448 18103 19080 2005 7354 662 5011 2954 3255 2570 840 2929 500 10309 4692 4026 1436 2403 6710 5433 311 3347 644 284 964 19649 1641 2460 3617 1916 1932 1271 1504 1546 470
2360.4 6090 439 3195 3948 5166 3055 3899 1431 4899 3334 3675 4926 1924 3727 927 2860 4062 6499 3081 4691 4909 4497 4964 2822 3871 4654 5388 2285 10155 2316 4938 6179 963 4972 3474 20934 4276 13449 11878 6853 4802 2277 8550 6210 5313 6910 4274 6527 3328 9455 5272 10522 4638 8366 7226 12303 2372 3514 5109 2777 7574 11277 6433 20269 4943 3512 492 13969 6091 6209 3488
5381 7594 4582 7938 3818 4110 5652 8239 12787 6321 9035 4366 6053 9769 12462 17474 6955 8536 6879 6051 3987 665 4305 5336 4946 34 3716 4315 1993 15565 1621 8144 6113 13210 3448 4512 9809 2995 2432 3941 3366 4715 3679 3941 4667 3894 5212 6542 9254 5124 3283 2228 2037 4435 4951 4309 4000 14145 20084 5286 2215 10991 9146 8646 4132 4426 3283 3727 3708 2259 1926 1541
6961.3 4276 4148 11762 1487 1586 546 5515 108 1513 8559 3818 2571 239 -719 9293 1849 7921 6652 223 1974 636 -108 752 15445 280 1310 2323 1652 3105 608 942 2104 14955 917 152 1598 2189 1061 3739 1229 1504 1422 5739 12014 1218 -159 2657 3744 883 1122 -348 -864 113 1508 -1058 3872 5771 1351 2213 967 16945 2391 4740 2460 387 -161 -1133 1735 1008 1389 -1027
8423 11065 1171 3888 4070 9988 7296 2741 749 7514 5999 1845 2257 -77 1574 610 2975 2154 5165 2235 658 7181 247 600 169 221 4282 1313 5 1124 -449 1343 636 450 -137 781 13269 2790 9967 3331 6141 237 1140 5378 4200 102 -769 1799 4470 7720 1586 995 -816 2651 582 500 4423 454 873 5598 2242 891 4390 -495 17143 2276 1015 1450 17806 2265 3064 1774
18377.8 17636 27117 21000 22992 22218 23412 22131 27938 20293 21139 22633 23226 19755 23230 21144 15264 22826 23041 25000 24293 25715 24755 23297 22197 26845 24693 24564 30089 21506 29784 23168 24169 23229 21664 26460 23972 28400 27264 24797 30118 30533 26417 24947 34656 27347 28395 28720 26391 25664 27361 26983 24466 26812 27850 26416 24131 21293 26091 25126 24383 21071 22813 18508 30341 24425 24376 31444 31007 27259 37215 32580
6481.6 13483 4963 11668 8568 9278 7455 8514 7350 15565 12375 7852 7062 15266 14995 15687 23562 13343 13373 10943 12373 8702 12132 7454 17910 6493 7632 5112 2958 7832 7133 13176 11579 5825 13173 14592 13118 8935 6030 10922 9538 4440 12505 8776 1821 9465 6454 11919 16147 11896 3991 3416 10443 10229 7833 10617 8351 7247 9667 8690 4164 10030 8988 12496 8939 11820 8430 8655 6379 6778 7047 3297
6680.4 9058 3220 5835 5291 6509 6547 5137 4446 5039 6419 4877 4426 5781 4432 6958 3595 3856 6365 4778 3865 6554 6074 5487 3164 4448 6120 7516 3718 10379 1755 6295 6947 5972 5776 6314 5849 2384 7657 8551 1319 2332 3034 9315 30461 5635 5843 3482 4889 3550 2439 3233 5716 1520 4111 7021 4832 3777 5102 6825 1238 10053 14628 13064 8646 2287 3970 2265 6660 3737 5096 2382
4379.2 7836 1608 4654 6078 3642 6560 6145 13522 4312 7626 5597 6406 14855 18114 13091 9631 9568 3853 10003 3721 664 5375 9289 4073 2415 3065 2060 1806 3163 1513 6271 5072 5788 6464 2186 115 2635 304 5086 1217 4755 5483 1284 584 1199 3811 7058 2160 2329 226 2584 1690 1310 2010 3312 -271 7306 14348 3891 2023 6182 5473 3845 1901 28 502 654 1087 129 1446 911
25356 23983 28812 26446 32048 28832 31538 30606 31750 27935 26974 28939 30246 26290 29819 29284 24047 29032 30570 30690 31823 30517 29639 28968 28462 38666 34079 30593 31485 26995 30429 30228 31501 22242 28684 31834 30615 35651 28284 31300 27474 39058 33413 31467 18733 32178 35189 34776 30270 32671 32086 36779 32971 34759 34112 28252 33425 29527 29016 32160 32165 27186 29659 25241 33093 33064 30572 38379 32451 31401 43253 33703
12084.2 16892 4594 12819 9548 10601 10298 11563 8004 15015 15394 11208 6379 12175 11784 17220 19046 13445 10417 9764 12678 6448 11264 6763 11666 8927 7810 8302 2038 13816 3644 9025 10898 9841 12818 9489 11179 6731 3716 8396 8474 5573 8500 7193 4612 7886 9017 10246 8401 7891 3750 4361 8544 5042 7668 8744 4558 9354 8561 7942 5986 12295 11616 19110 3329 4687 5714 3790 4080 4993 4001 3147
7971.5 16412 4566 6528 10130 11206 5605 8801 6427 15824 7194 5646 5622 7384 12471 12939 15021 9077 9125 8382 14733 6362 10428 5634 8796 7005 6301 9003 1161 12232 16056 9346 15137 2471 9510 13282 8579 5458 3035 5180 8056 2967 5275 12446 397 8867 6076 15753 9041 6439 3565 2488 5984 6899 7756 5772 5543 9065 10103 7020 9489 8151 8770 10294 1778 6283 4026 3893 3173 1800 4759 2976
3962.3 14207 2608 3163 3042 18983 11529 9779 3268 6646 15351 1514 3131 11521 1516 1734 95 2154 4297 2666 126 28 354 160 -53 383 -16 187 44 115 24 192 52 99 200 101 20 352 53 110 202 317 547 46 -50 487 907 369 204 558 215 988 438 317 1489 1082 312 843 2389 2920 4017 53 125 44 217 491 552 262 136 136 77 0
4423.6 494 11236 6860 3117 4163 7739 2201 10610 1535 1750 4979 5763 479 5444 5270 -14 8926 5030 -307 5763 11079 736 5296 5956 11410 8483 6784 11726 1024 10630 417 638 10261 800 6298 759 -363 14467 534 7638 10068 5097 2459 11084 1158 1261 2714 231 1369 2007 3319 1808 2003 8098 2369 2375 1484 8302 5528 9601 2860 2313 192 8429 1552 1548 1110 1875 1047 531 9394
616.2 3129 2562 1125 357 1241 1708 11307 1021 3815 673 4533 9695 2744 1318 2403 3527 446 1890 6418 1405 562 747 610 1858 273 365 845 1118 2802 182 2270 2083 3695 2441 2589 2284 7523 880 12992 2222 18289 7494 3046 2566 3168 4507 2366 1510 7441 2523 5790 3070 4309 336 2698 2277 19938 7663 1976 401 2177 12536 1331 1806 3116 3856 1481 2427 4560 1747 1796
57.1 2044 465 4088 268 2438 696 1309 116 266 604 986 3244 -2165 491 199 -892 600 2782 6 342 2366 12 887 3394 231 1139 3710 1282 6986 496 891 1516 2256 787 683 5472 3891 19048 3161 5171 441 1520 8713 9628 2106 1107 -658 4999 1259 13472 1576 4117 3067 3500 5421 9702 404 765 791 362 1929 4871 2699 12868 7713 1910 -91 13737 8382 2893 2289
11713.6 13348 7205 6569 11610 7742 10287 11206 13121 9020 16567 5885 7013 17187 10719 17779 5608 12235 10781 8196 6511 5321 7493 9102 6581 7650 7047 12342 12757 13143 2267 12196 11355 10668 6115 15690 11427 7175 6691 7300 6264 4482 8050 5663 19595 6442 10119 6733 10750 4861 4233 4308 6386 4240 3724 8536 8253 9734 12882 7399 3333 11550 8351 16386 2758 5400 11095 7764 5317 3697 4681 5130
1465.5 2327 1354 3534 4006 1656 1825 16191 2335 5156 6147 3703 7616 2276 2868 4882 3230 2292 5922 2360 2985 4760 2326 1800 3705 1511 7046 2428 2279 6599 1019 3358 4290 6729 3278 3412 5017 10328 2709 6102 4124 4716 4025 3343 7571 8756 5293 2605 23061 9959 3375 10405 6300 11683 3954 9317 6314 7711 2611 1540 899 6600 3437 5700 6554 15457 4120 12920 4985 4818 4351 5160
15111.4 13417 26587 15737 19453 17237 17919 17293 20419 15710 15526 18377 18668 16720 17321 16075 12275 16421 18086 19636 17711 20583 17591 21997 16792 23396 24742 20460 36820 17176 23384 17087 17992 20307 15449 19504 18408 19758 27250 19543 24132 25007 18583 18261 28593 19601 20837 21898 19298 20164 20653 24237 18668 19565 19840 18718 20915 15304 17777 18180 16974 15544 17237 14633 21957 19578 18698 20869 22324 20035 23306 26145
3994.1 3790 9499 5429 4792 3089 8081 5863 3181 8466 6899 3670 11038 3620 9252 14722 10998 10290 13760 2564 1841 6609 1115 2124 1428 885 1042 1202 1274 1578 382 2174 2926 1336 1463 1493 1485 1053 1476 2152 1800 1152 1009 1854 665 1974 2353 8239 2058 2253 2557 2344 1899 2014 994 1674 2385 11753 3457 19304 3889 1408 1916 1109 1285 1111 1304 1808 2682 2517 2120 1796
1733.2 6516 6019 10477 1267 2374 1981 2979 719 9906 744 10498 7614 -350 -258 3098 8087 9118 5105 2095 6004 13294 4880 1946 8806 5975 13462 7535 1910 9838 2543 5856 9107 5876 5948 4154 2506 9785 1884 -126 -583 457 1845 8453 10948 148 -173 2060 1796 6222 3546 -1163 789 11778 4057 3834 7444 2127 2170 3741 2272 8045 11376 10396 5147 6808 975 680 3115 2577 -93 1529
13416.4 16840 3122 11425 11128 13485 8390 9171 5990 10105 11193 11010 9851 7590 8747 14965 13632 17813 12092 7216 8063 6339 10401 6257 7376 6679 7052 10190 7542 7162 9637 8484 11031 6752 9269 8342 8554 3532 4938 10770 4137 3357 4466 9554 16321 6304 5695 6685 5033 3830 3749 4460 7029 3031 5572 4598 6274 12177 9065 8468 13085 6198 11445 15429 14108 2973 2489 1246 7975 5671 3943 1013
11906 8218 19624 14534 11348 12396 16704 15150 21216 13124 13269 14415 15300 14164 16326 15741 9914 14155 14474 12080 14509 16254 13915 16626 13946 17551 18022 15373 9448 13885 18536 14949 15445 13382 11481 15701 11673 14452 19247 4544 15682 16413 14121 10681 3880 12682 17553 20432 9517 13434 19648 18427 14702 15231 16129 6480 14200 13461 16092 17664 15449 12569 12327 10761 19285 13547 16824 20335 20833 16435 22463 25945
1089.7 1074 913 6652 368 716 12 429 10424 1055 3481 2237 2700 580 1572 134 16728 173 50 2290 4355 14082 1007 2907 3947 1535 2746 2457 5723 8909 16390 872 839 13755 3029 1407 1058 7237 2539 2185 2890 3954 221 1992 4700 1851 -30 46 2597 9852 104 1636 927 7146 884 1991 4656 756 2666 258 1272 1756 3224 7441 2500 2933 5027 662 5341 7748 269 1451
9272.5 12004 6969 7007 16282 8488 8702 6552 5469 7155 9804 10844 17404 9739 10924 2667 11901 7900 13117 11401 6122 3829 6255 7632 3898 3528 8090 3019 2253 8025 3749 10361 11133 1686 7490 6982 12181 6372 13224 15484 14622 12784 5819 10393 1112 9069 12015 8017 10056 10093 17347 11687 9879 12021 10544 11587 18186 8529 12374 12920 5201 11532 12808 7225 6782 11876 12767 8894 9144 8744 10102 15066
711.1 1252 -381 312 1195 524 312 716 66 884 86 228 422 1013 90 612 853 779 343 2928 561 1387 913 612 120 539 1155 2892 1425 4778 -69 -17 3737 1013 1027 380 7550 1695 9406 3706 4715 810 857 5807 25452 3221 1896 96 2733 1539 5696 1482 5231 1337 5557 5494 7261 89 421 140 -214 107 2861 2221 14585 3420 601 282 5205 1327 6378 2630
577.5 2471 114 2536 6058 3854 2313 4009 1842 3186 2949 1700 6037 470 4511 96 1004 2059 3307 782 4862 4538 4575 8131 395 2537 2684 4963 1365 11478 6327 4512 5296 375 15000 9152 21094 1517 9333 8671 2802 484 3168 5289 3039 1210 3211 4085 3697 1675 8125 1263 5384 2289 2005 1832 7212 1796 2101 3914 1533 10580 14832 5490 7490 2675 4653 495 1933 2529 3965 -96
6929.5 7498 1613 12843 8635 4970 8144 8166 9690 15178 7672 9880 2139 7488 8336 15321 12247 13049 10954 7924 5400 5224 8809 5508 5666 8276 8571 2774 2404 1316 1470 8771 5315 5495 9368 5919 2887 2007 902 2581 2259 1008 3667 319 182 4117 5742 7463 1878 3919 416 4246 2465 2345 4975 2897 1486 7244 8552 6329 2236 6796 8932 14782 3111 244 8918 3929 1618 4003 2407 3399
3064.2 12959 5737 6578 4370 8156 6921 9215 8346 9799 10058 4208 4256 14157 11279 7260 15231 9316 5712 7681 6958 17125 10090 4708 9649 6289 7770 4402 1662 9594 3947 14723 13014 3164 10604 13039 16511 10847 5171 7974 11871 1285 4918 8030 2722 7415 4349 12273 13063 10114 11079 2221 10907 6458 6331 4390 8621 5842 8217 6851 2875 11389 13427 12064 3803 13227 7101 11738 3885 3907 6040 6548
6634.2 11465 3943 7120 12119 11552 12432 11444 9595 11645 14666 5816 10955 16599 12854 10350 9174 7757 14100 13581 10862 8160 11027 8331 4036 6091 7755 5622 5066 9557 4698 12569 12644 3417 7878 19214 16811 6099 4640 6400 4392 3929 5526 7536 2013 7314 10265 9586 8019 8965 5661 5915 7425 7311 7424 11501 10669 5247 15815 9894 2529 11689 12832 14660 4031 8556 16222 10216 8411 5166 7467 4624
23116.7 22351 32350 25594 28379 26664 28440 27592 35224 26974 24587 30644 32090 25365 28900 26335 25004 26960 26453 28657 28567 30600 26862 30656 28312 33997 31230 29286 39222 24894 33271 29265 28601 30512 26616 31685 27890 33053 32345 31341 34389 38030 30672 28905 34856 30863 34042 34556 29828 30376 36584 35238 30020 31886 32031 28978 30817 25784 32032 31346 29105 26628 29256 23220 35848 30804 31194 34451 34847 35296 40333 32363
3556 10108 637 12244 7902 4530 3983 9165 3804 9263 6783 9303 6944 4685 4763 7932 5981 11302 9259 2623 9252 3868 6342 3924 10139 4954 6356 7529 4524 11068 3062 4978 9288 7635 7702 5252 16350 8147 9027 7854 4408 4737 4712 7399 21682 16213 11753 4397 9347 6631 6214 6758 12454 4967 8786 5522 7866 5327 3185 3116 2659 9140 7901 13958 18901 8186 5409 5779 9129 6831 9837 3702
