"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58"
1.841783 4.947517 8.907145 5.009272 1.267282 10.3666 3.651402 3.687755 3.113879 3.296052 1.067255 23.41626 5.136845 2.442959 4.005131 3.867723 14.94815 7.726894 1.427534 12.10353 15.52398 6.445899 5.153695 4.372458 13.17989 7.70869 4.322745 4.882633 5.375198 5.548933 5.521824 5.521328 4.179481 3.765338 4.215602 3.265399 4.514877 8.386314 3.984566 4.125615 10.78303 21.2403 2.141912 4.023927 1.5951 3.715523 3.743938 1.36417 5.098163 2.946879 7.16004 4.850163 12.68208 7.071564 2.513078 4.313014 6.815121 8.614261
4.626621 4.178257 6.601542 7.108721 3.455311 12.02933 7.652625 6.293971 4.874527 5.963644 2.249622 15.04577 8.84798 6.012403 3.409047 3.256597 5.802719 21.96607 2.746192 20.81868 22.48197 7.018287 11.87417 5.960433 8.978368 7.31766 4.620052 5.210733 13.00781 7.82829 7.398416 7.613081 5.729775 9.910004 5.355939 5.931824 5.374298 4.979859 6.267917 5.433111 10.46088 15.01818 2.164644 9.228879 2.885355 4.303432 3.226211 6.917031 11.1567 6.648263 13.43819 3.540645 8.364307 6.987334 5.319584 8.985697 8.796262 9.897382
1.502578 6.566483 6.778554 6.019758 3.142183 12.20406 7.161979 2.458858 7.910731 4.490971 1.574092 21.10142 11.70827 0.807148 0.979031 0.873477 11.34575 4.008784 0.91365 8.735069 2.533051 2.918964 2.600305 1.150599 7.853743 4.704635 4.15318 5.512841 3.19781 1.735413 2.680703 2.555234 3.396065 2.883253 1.769871 1.840779 5.094516 15.69643 4.702728 5.727478 3.785543 18.0885 3.914394 4.041506 1.196699 1.165069 2.488617 1.174725 1.337533 1.879292 3.085541 3.153053 1.552504 4.272374 14.72731 7.957855 9.964269 1.884254
2.560819 3.97972 14.14781 8.056997 1.898559 7.150952 5.694419 4.83609 8.188015 6.827127 2.083338 4.343998 10.73425 2.145667 2.355386 4.314899 10.44419 13.56545 1.308792 19.56711 8.906273 10.71368 14.47483 3.523335 17.28465 3.515923 6.067024 2.998899 3.07756 5.021923 1.284942 9.639179 2.174918 2.902172 2.653036 2.299942 3.238564 3.286055 7.582555 3.276201 4.839505 6.118704 1.65741 2.895514 4.366986 3.789927 2.876905 4.564003 2.794008 5.116533 5.620315 2.609189 19.27527 0.901115 2.341892 9.996151 3.188952 5.345328
1.935483 2.581569 5.904768 4.668962 1.764823 8.692338 7.164187 4.342235 4.795913 2.848937 1.332384 4.881529 3.553323 2.932356 2.047772 1.019282 3.817305 21.50611 2.662986 16.7262 6.431903 5.554203 8.279484 3.607273 7.000942 4.253517 4.18948 2.643934 6.189523 3.911206 5.420838 4.418477 3.732799 4.375336 2.239257 1.737478 2.927306 1.256778 5.965546 2.012918 2.344523 4.88387 1.372052 2.632327 1.490041 2.987869 2.290121 8.514087 24.92771 6.97527 11.40546 5.190216 6.035051 6.569953 6.739291 6.34416 5.010752 12.02642
2.371554 4.456219 4.381128 2.729923 2.004943 2.681902 5.128723 2.683921 7.421925 1.558512 0.945121 15.56182 3.177539 1.838185 1.721801 2.667334 4.158715 10.93177 1.28256 10.04186 12.40157 12.04649 6.848971 7.307119 7.975776 8.253526 3.015762 3.782872 5.735747 4.753178 3.447958 3.268311 4.329433 5.44449 4.198572 5.448914 3.78082 10.34906 5.612132 6.428323 3.073865 2.336686 2.212998 4.191013 3.86365 6.148987 2.500988 9.981903 9.162295 4.649854 9.196351 3.962262 4.193193 9.222888 9.015638 17.48547 12.64646 24.97994
3.697167 3.263529 7.567638 3.169444 3.291333 17.06907 5.465716 3.070645 8.06325 1.982107 1.755297 19.37854 6.772064 3.751883 4.212652 3.444234 13.92718 11.60433 2.656431 8.587289 11.98813 4.608766 6.047818 4.707224 14.07805 5.819874 7.718414 5.271075 4.811232 3.585587 4.956049 5.079954 5.001553 7.987975 3.52207 7.482854 6.641228 0.936392 10.38964 2.98659 16.74106 7.553902 5.991131 3.97472 2.679952 2.865374 1.776064 1.58866 14.3002 2.717548 5.819798 16.93213 3.452864 2.459558 1.890401 10.31032 5.054929 2.894448
1.953359 3.837544 7.006598 3.518229 1.735461 10.31036 3.347676 3.112489 3.733971 3.327917 1.103971 13.43888 5.876993 1.952588 1.929385 1.724487 8.594417 12.51768 1.183568 16.87017 4.228596 7.630641 5.557944 2.659092 7.430704 8.370619 5.056768 4.035763 5.275976 4.844636 5.132509 5.979836 10.15986 5.397038 5.415609 3.858473 23.46519 3.202699 6.40174 2.84727 12.85287 10.80514 3.074976 5.329169 3.427921 5.191449 6.182209 17.29077 2.12833 2.215376 1.814877 5.702672 1.895675 2.162378 1.553956 6.200953 6.11452 1.02265
2.050195 2.76542 5.635969 4.15303 2.120803 11.18906 6.754574 3.248985 5.31072 2.600533 1.253223 3.947092 7.967389 2.766531 1.948911 1.917685 4.257303 16.12852 1.372959 11.21356 6.415534 5.836912 9.514969 3.989906 7.569929 4.207272 3.450945 3.160169 6.694984 3.095321 4.843806 4.756292 2.626596 2.770643 1.969531 2.121578 3.706748 1.543875 3.226142 1.634852 5.802191 12.68778 1.030241 3.518542 1.716032 2.014811 2.836893 11.81733 24.01754 12.17629 13.91801 6.425423 8.900633 6.928353 4.840899 12.84368 7.384611 8.170527
3.170671 3.335884 10.64386 6.773214 5.684407 16.05551 7.930225 3.864117 10.93907 3.525299 2.944668 21.24375 12.16874 2.221942 2.74122 4.565247 14.35377 6.823009 2.654432 8.717848 14.07397 3.941578 7.487535 1.167837 6.893498 11.98447 4.613012 5.822223 7.680898 3.588837 6.503534 8.669165 10.91195 5.472336 6.608742 7.408115 12.91996 2.647973 10.08347 9.364277 13.76479 13.33412 3.549614 10.62491 2.566269 1.720613 4.036654 2.916369 4.76525 2.930252 4.2052 1.474143 5.79227 1.305213 2.091912 8.920625 8.733373 0.561863
2.139476 3.633031 4.622432 4.105684 1.628837 19.11066 2.722745 3.021452 3.818608 2.287301 1.059806 7.166397 2.472898 2.181473 3.175118 1.645285 5.670253 15.2676 1.465837 9.352037 6.171622 3.350563 11.72294 3.924326 5.826695 6.072113 2.645743 3.93986 11.3552 6.115202 12.53186 3.580074 4.733853 2.938646 4.694026 1.570129 3.245348 1.832921 4.341528 3.325328 3.451896 6.957962 1.522516 9.372843 4.037409 3.613183 2.940513 8.126909 7.338828 3.140244 8.544669 24.37499 6.025559 8.035069 2.384471 3.098282 6.17422 10.36417
1.691743 4.857985 13.98381 6.513289 1.015285 6.54343 3.478004 7.361779 8.040814 5.428924 3.33205 3.297909 9.603867 1.280377 2.635802 5.753519 12.48508 8.101055 0.904706 20.06062 5.033189 2.080521 2.244291 1.010574 21 4.264033 2.037388 3.401052 9.774632 2.609486 1.492891 9.973011 5.062733 4.89245 3.630994 1.957761 1.690123 3.326062 2.631065 3.111944 7.949536 11.40943 0.42613 1.728065 2.058533 1.718726 3.598881 1.795573 2.110651 0.94364 1.539551 2.078849 3.97398 1.016411 2.308716 0.476596 1.309547 1.773567
1.686384 2.929824 5.70084 4.284208 1.67675 5.169046 2.773358 2.320962 6.761807 1.732955 1.305319 3.214642 3.951246 2.222862 2.164253 1.635229 4.355572 8.580472 1.373489 11.34263 13.89298 5.432956 4.198702 1.647273 3.302631 3.557987 2.743593 3.315623 3.405937 2.853504 4.375903 3.299423 5.325651 3.862274 3.795334 1.026928 3.37949 3.832556 3.126374 1.789472 4.443799 9.640301 1.505374 3.506058 1.512854 2.138285 5.357614 8.26813 2.676818 13.46252 1.533103 5.29425 1.592652 29.66474 1.522996 3.114915 2.291868 3.80503
4.721719 0.989449 6.765702 1.404776 0.358425 13.66296 0.392583 0.512778 6.900395 0.463824 0.889896 0.67677 1.179447 4.061488 1.045901 1.227973 21.14564 7.66176 2.352373 3.050933 13.32303 4.876684 13.16468 5.960764 8.318779 5.666136 3.236058 1.729322 1.329175 5.856145 1.734647 10.01405 3.544798 1.892963 4.0189 3.185266 3.872411 6.718517 1.463454 9.325329 2.97414 1.420121 0.860687 0.780806 3.10938 0.548488 3.909202 6.165931 4.577456 14.88952 0.978024 0.683256 5.939717 1.013933 0.333713 9.361829 0.655693 0.971909
3.128693 2.770899 5.426907 2.14451 2.203741 10.76016 4.209217 1.117216 5.85874 1.080074 1.114664 16.50851 4.11206 2.577051 1.90422 0.611352 6.845141 17.01452 1.545934 16.16708 4.383737 4.398724 6.252099 3.260863 8.41835 3.924891 1.844118 3.279722 6.305874 4.193079 5.980408 2.640124 5.504004 4.084664 3.218964 3.200291 4.463843 1.294978 4.485246 6.643831 3.255677 1.455981 1.442402 7.095354 3.163599 3.735882 3.34979 9.637702 14.27215 11.45828 12.44653 5.302999 14.08362 8.296184 6.241795 12.89835 13.18747 8.93192
1.858485 2.51651 4.496343 3.080375 1.008672 4.394521 1.954074 1.196724 4.496581 1.225878 1.044402 7.220871 1.76053 0.624232 0.720647 0.955369 6.412223 2.838468 0.892058 15.09138 2.412425 1.583214 2.821843 0.874377 5.203705 8.336096 4.359691 7.69243 2.144698 2.051856 2.827173 3.767564 6.968337 2.733328 2.180854 3.078279 1.991252 2.292438 3.115946 6.720767 4.790205 5.1709 1.273533 4.400802 2.770738 1.081993 2.507654 1.230025 2.965264 12.7467 28.64029 1.904367 6.768466 5.265597 1.308817 4.341704 6.190634 4.745621
2.939773 7.205408 11.41901 5.617661 2.110077 5.73435 2.902839 4.054678 3.723373 3.680305 1.671401 12.02219 6.99181 3.963232 2.226945 1.830908 7.185407 8.742596 1.286542 21.3754 6.527093 8.945661 6.620599 2.083633 11.78987 10.21552 4.458773 4.393528 3.014179 4.73585 5.441227 3.894601 4.512844 8.880294 2.712475 2.115312 5.617886 6.097256 10.46642 7.752389 15.36233 8.237736 2.568335 2.27843 3.091631 2.459209 10.6463 3.519529 4.689811 5.095868 4.672767 18.66549 3.80745 6.028553 1.958212 13.66734 13.29863 3.581947
2.303994 3.16137 8.557481 5.715051 1.60068 11.81765 4.937447 3.994045 11.28126 3.466313 2.590912 5.625334 5.986996 3.195784 3.557378 4.669725 6.540621 14.43098 3.043144 18.24377 6.5819 13.11368 7.687088 4.539117 11.01147 7.668314 4.321031 4.691637 6.473438 9.124698 5.876506 7.455776 4.063693 10.94127 4.416559 2.365483 7.788499 2.334163 9.420307 5.47408 9.440144 4.788758 1.825077 7.994845 3.666318 3.571281 4.294993 16.43952 9.556858 4.389855 9.650342 3.405379 7.610914 3.538842 3.782978 12.86577 8.004196 23.20709
2.588948 4.356525 7.77432 5.159751 2.338867 16.93747 6.355603 4.51431 7.595716 3.01096 1.85096 8.293852 14.50747 2.153376 2.530084 2.736633 6.077055 19.45959 2.163127 18.88032 7.441857 6.578846 9.312714 5.864185 11.57304 3.69254 3.228928 5.57254 5.017807 1.730936 6.158353 2.357192 4.137134 5.220111 1.690986 3.896875 4.501279 4.856692 2.991249 3.757475 7.206853 8.713889 1.591098 4.160306 2.510781 3.07488 2.071164 4.612582 16.87561 11.44443 9.14413 1.90221 5.675305 2.831279 4.401139 6.269194 6.413042 4.231782
5.955661 2.221641 4.517794 3.775657 3.251864 2.517198 4.051358 4.14579 4.440254 2.529108 1.521764 11.51724 2.10018 3.572226 2.995476 1.373333 22.04301 7.488336 1.864902 15.9528 21.69975 3.095699 3.833702 5.648445 12.16418 7.494909 4.328645 3.915045 2.722662 2.126756 4.478102 4.999777 2.855506 3.556339 2.82106 2.600217 3.252277 2.155153 3.066045 3.039446 2.74219 1.509786 6.185405 4.403836 3.925074 2.630986 2.540706 1.282012 1.348215 5.049167 3.369502 1.776527 2.611257 1.013827 1.214725 5.631444 2.199269 0.647322
1.228256 1.198673 1.463758 1.271631 0.513039 2.106982 0.767188 0.954105 1.566361 0.713175 0.977965 2.071179 1.732648 0.781594 0.848638 1.162584 1.608635 2.297354 0.713036 2.518017 1.6104 1.384405 0.999662 1.074492 3.311151 10.01094 3.412071 5.584129 8.745387 10.80974 5.742762 5.33798 9.790177 1.187738 6.312361 3.929482 8.254297 2.397178 8.051552 13.2567 1.861812 2.369769 2.658757 8.217679 4.23702 2.997474 9.698895 8.624218 6.496462 12.13827 14.83528 7.39715 12.5956 7.058473 2.699121 5.558407 18.79381 9.070839
1.772731 2.673994 4.595625 3.542596 0.860208 2.741975 2.779268 4.290783 2.365156 4.156654 1.131775 29.89588 2.743832 1.358311 3.380312 1.888193 6.962519 11.04087 1.158436 5.538415 1.314472 2.287149 4.763302 1.536878 4.302813 6.837766 2.843047 2.937533 4.10505 2.489912 3.190353 3.554005 3.852488 5.363029 2.781871 3.201128 3.24793 2.636712 4.445534 4.146273 13.16328 13.48429 1.714334 4.611225 3.202456 3.889237 2.590067 1.220563 1.570908 1.352619 3.373039 4.151849 3.755981 3.985309 0.984474 4.846081 7.253462 3.261162
1.342912 2.967581 3.999324 2.027245 1.143666 2.769738 2.750164 1.654493 9.131495 1.988572 1.046291 6.012964 2.813771 1.0783 1.851545 1.072843 3.385454 3.257505 1.331375 5.333538 2.103311 9.021068 3.936497 1.389599 4.846951 4.783322 3.586774 3.30993 2.623186 3.700882 13.08643 3.170375 2.131059 2.829693 6.320144 1.910687 2.711723 2.017 2.885397 2.656187 4.737699 4.855383 2.066482 3.787848 6.513747 2.227159 8.148286 16.64528 4.191888 13.17045 2.365532 1.251817 2.758346 26.37872 1.711576 4.504969 3.745225 5.404714
1.628022 4.186191 8.225439 2.226748 1.609165 5.04383 2.441009 1.441899 5.212627 1.033918 1.143938 4.512225 8.278169 3.198599 1.840224 1.835047 7.335834 4.77844 1.520123 9.483123 4.4771 7.1383 16.53084 1.750404 8.301462 5.018482 4.291825 3.044592 2.487945 2.451877 5.880013 4.789898 3.345621 3.825282 2.976195 2.633796 10.87269 4.275239 3.660526 3.684947 6.91959 17.04332 2.118881 3.785258 3.731281 2.691204 24.80029 4.535426 6.19729 12.07087 3.364152 2.653148 4.529983 7.970928 2.311144 4.79696 4.463672 2.562454
1.825819 2.692161 4.726314 4.659174 1.017456 5.472031 7.591947 2.144226 4.132688 1.689565 0.833127 14.53662 2.648398 1.469934 1.348267 2.307244 5.571504 18.53648 0.913731 11.25428 7.43198 2.668682 11.95123 5.171337 10.78626 5.350485 2.536367 1.974586 2.695124 3.14227 2.995575 3.341354 3.663981 2.77686 3.19988 2.477545 1.849268 1.199056 3.582151 3.34725 4.865085 1.28876 1.263808 4.045123 1.179834 2.69448 3.296982 3.017413 17.35597 17.28189 9.09679 3.803027 5.6216 3.729048 3.516745 10.97854 4.545938 4.002658
2.222659 1.901561 4.053843 2.587318 0.959875 10.57096 2.880596 1.686589 3.068249 1.122929 1.050326 13.27488 6.513601 1.757869 2.405138 2.199789 6.893973 12.16892 1.367122 17.40063 4.789433 8.542211 8.364232 5.695322 10.74591 5.658875 3.913838 3.403627 5.708701 4.540174 7.285295 4.992563 4.096567 5.640256 3.601777 4.95483 14.50098 2.127775 7.078104 8.42222 7.274802 5.948886 5.031471 6.139607 4.46391 5.053621 4.90724 3.406921 7.466377 4.51822 5.588239 16.19996 6.09918 11.62197 2.405726 9.708064 8.222334 20.29512
1.31387 2.441641 4.514627 1.927544 0.724226 7.483162 1.815216 2.16897 2.530205 1.944702 0.84914 26.06169 2.121892 1.185348 1.309994 1.436791 3.950026 3.189858 1.097601 6.271306 16.52316 1.695731 2.727337 1.14564 5.663921 6.009799 3.294758 2.593032 2.254856 2.416989 4.234999 3.323176 4.628908 4.687659 2.166979 2.6706 2.915121 1.841395 4.001537 4.179387 5.031067 7.245756 1.076008 5.833666 3.201407 2.502676 3.239583 2.399489 11.30024 6.888137 4.136376 9.470593 7.189639 3.654438 1.624029 5.402126 12.81921 2.82735
1.255752 1.574687 2.250017 1.588008 0.697747 1.999352 1.378092 1.198907 2.782458 3.470588 0.879277 3.579318 2.919955 0.78705 2.984382 4.906055 2.876974 9.543054 1.066001 7.369902 23.18156 1.658812 10.29366 1.262911 20.09008 2.144088 1.85515 4.121621 0.689883 1.013517 0.645348 2.106001 1.654379 9.896502 3.292051 5.050357 1.603789 2.35458 1.927858 3.844428 2.230207 1.282652 0.842692 6.721443 1.327991 1.770887 1.129717 1.298149 1.329617 1.765216 2.216636 1.28832 1.760535 2.087431 1.045602 5.366619 1.814451 2.432965
1.374443 1.396425 1.52718 1.063181 0.149824 1.48923 1.522072 0.650577 1.483008 0.451348 0.962184 2.149737 6.785275 1.026974 0.858471 0.819016 1.509668 1.569909 0.879006 1.97823 1.547687 1.574406 1.232261 1.019283 2.814373 2.811308 2.496544 1.606838 2.761007 2.57713 3.357078 2.30885 1.875274 1.159841 2.706814 1.467901 2.989947 1.694158 2.687463 2.068083 1.23698 1.408825 1.390421 2.02519 1.900103 1.835352 4.30108 1.013609 1.525131 1.980463 1.470152 2.6422 2.203184 32.50958 1.050951 1.99876 1.994949 1.860898
1.454595 2.675205 4.431077 5.068419 1.157155 6.023996 2.271179 1.844648 1.637351 2.207366 0.927154 6.653934 3.199896 1.985637 2.771071 1.306999 3.99917 12.03929 1.619237 12.03383 9.060817 10.60076 5.382633 5.015977 5.372595 9.251915 3.57049 6.240335 3.900491 5.444074 4.322397 5.228956 4.055928 8.005877 4.734034 3.346276 7.272205 3.868345 6.649466 14.32311 6.980505 2.648181 1.580095 5.356857 3.8936 2.782513 6.786008 2.747217 5.452983 5.613762 23.60929 4.404676 4.797404 3.289327 4.206057 17.98636 9.683424 3.902939
1.740514 4.323466 8.084406 3.78069 1.566722 12.60425 3.480817 2.245762 4.518419 2.127769 1.004408 13.32741 3.335663 2.193029 1.728883 3.508121 8.430585 15.76681 1.0826 15.52328 13.09279 5.121707 5.389743 2.656264 9.009972 5.2284 7.602882 4.573523 4.567063 7.720393 4.495944 8.006905 4.100997 4.095604 3.338076 2.897375 9.854689 2.692971 7.626775 3.739795 8.188597 20.43263 2.079964 5.778022 2.713364 2.94261 3.591826 4.484589 3.34164 7.785783 10.84503 10.07718 7.463421 3.099668 3.243782 8.670761 6.830392 5.876441
1.369868 1.773153 2.590597 2.106654 1.143939 4.377192 6.808783 1.882778 3.450268 1.942654 0.919849 26.10332 1.631673 0.911727 1.196273 2.214326 3.021087 5.051746 0.81897 4.78506 3.091778 3.783122 3.835216 1.249932 11.84813 2.53798 2.221313 1.501253 2.62151 2.076336 1.353787 3.239988 1.676549 5.043531 2.528689 3.973878 2.205066 3.19157 2.073184 1.426567 2.202624 0.592047 1.129474 2.278624 1.2688 1.055043 1.980639 2.25842 8.5197 6.121585 3.326801 2.704476 9.681733 2.070172 3.144805 15.9585 2.83346 3.436108
3.124121 3.875946 7.482894 3.323624 1.040991 8.313179 2.832781 2.553387 12.04633 2.385378 0.8138 22.37565 8.55134 1.239667 3.272051 0.95592 15.22141 4.751256 1.395803 12.92115 6.734151 6.804664 7.173133 1.475367 12.10618 6.022334 3.681504 4.59017 8.190477 2.684578 5.018934 3.816406 3.918571 6.511421 3.52134 3.823029 8.825703 0.913067 2.713851 9.576585 2.476919 3.511551 2.327401 3.654334 2.579555 1.997073 2.386681 2.264068 2.139537 1.761978 2.275161 9.398858 2.353393 2.190907 0.696661 6.27505 5.345387 3.064219
1.579738 3.082185 5.533782 1.727548 0.803271 4.051264 2.309721 2.905085 2.373342 2.115287 0.946409 18.22433 2.609329 1.307184 1.619506 0.814703 20.81473 12.94607 1.031263 4.814295 11.53216 4.52487 10.48679 1.52125 7.947846 4.961173 3.469758 2.247232 3.195464 2.454384 3.641169 3.194966 3.549005 3.58058 2.068579 2.296225 3.255553 2.034454 3.283434 3.568909 13.41421 2.492131 1.481276 3.576233 1.561588 1.816811 2.283326 1.98058 5.509706 1.29934 2.473151 1.461554 2.389158 1.980027 0.795982 2.731369 2.824875 2.294641
1.74012 4.426002 6.097684 2.963617 1.348045 3.364644 3.390697 1.669028 3.909747 1.966475 0.913149 6.162464 3.238105 1.355511 1.935837 0.853226 4.630998 9.302283 1.018042 11.71946 3.220206 5.935212 2.445159 1.708435 6.785299 4.698496 3.845218 5.557672 4.270554 2.774306 2.309464 3.51632 3.069272 7.428096 1.515175 2.219759 2.593745 1.289119 2.427277 1.665772 8.58557 3.045751 1.419462 5.000711 1.467775 1.220008 2.715925 2.181595 4.281729 3.906919 8.380139 0.941344 7.540031 4.256771 0.880233 28.46881 4.46455 0.65339
1.365647 3.331907 5.955692 5.096456 1.390268 9.192008 4.699933 3.729564 3.882618 2.643523 1.271084 6.358462 11.32933 1.983511 2.783212 1.774672 4.739004 10.50777 1.483737 3.97595 5.19109 6.359127 21.98451 3.23322 6.346776 4.828721 2.92134 2.85053 2.823145 2.349681 3.490648 7.528241 3.551462 3.087613 1.437833 2.422027 2.728232 0.870471 2.657037 1.800925 1.731422 1.657815 1.359669 3.638546 1.211611 2.434646 2.244342 6.087216 16.88596 5.858087 8.332056 3.618603 4.811975 3.70943 2.773049 16.87174 4.538265 1.792692
2.194223 3.684674 6.376329 4.873384 2.394722 15.06932 6.468397 2.645058 8.133196 2.225082 1.139324 8.443526 5.198333 2.648191 2.233536 2.152023 6.446309 21.92138 1.691381 17.45846 6.330839 5.95618 7.856534 3.558396 10.79538 5.424246 4.805942 4.305226 9.904277 6.145353 5.719216 6.747019 5.262333 4.419966 2.910385 3.61271 5.712112 4.388672 6.093458 3.557587 7.771683 5.21838 2.029497 8.214851 2.247001 5.078025 3.108492 6.014862 9.747034 4.857931 4.745795 4.088603 7.06012 12.91168 5.169664 14.93634 4.783898 12.09938
2.875824 5.273459 11.07034 4.294374 3.195315 14.45762 3.831459 3.180833 7.403243 3.091018 1.450801 9.751897 6.964128 3.991958 2.433728 1.717784 11.46855 6.962688 1.510059 24.08316 18.93839 8.36831 7.567897 2.947713 11.93388 3.858078 6.417586 4.421857 5.29601 7.453504 6.949899 6.203468 3.373168 4.436151 4.254526 2.847974 5.234227 6.028538 6.612554 4.247252 6.445505 6.218743 5.36 3.354715 4.083384 2.972956 4.334758 2.123609 4.78699 4.776361 5.189253 3.810167 3.972303 5.818943 1.355385 4.396177 4.787872 9.612392
1.523088 2.928149 6.110295 2.918297 1.439688 8.589059 3.824284 4.284822 4.233533 3.206011 0.835535 6.118754 4.021556 1.498858 3.534673 1.278883 5.284456 8.072633 1.302543 9.658333 27.81714 5.44585 15.33121 3.306364 6.714454 6.471554 3.635417 2.588585 4.080654 2.775504 5.121593 4.662187 4.69757 8.456156 1.415697 3.635527 3.008084 3.437678 4.287801 1.828451 6.51228 6.427027 1.84293 9.21438 1.478066 2.645901 2.717178 3.002461 3.604122 2.04203 7.05012 7.643769 4.774239 3.929602 2.807546 4.821652 3.843226 1.827328
2.665458 4.208501 6.401704 4.56509 2.721294 11.31044 4.136367 3.752854 5.653394 2.76988 1.409469 7.023293 12.46605 3.527002 1.863124 1.862237 7.232055 9.713909 1.473691 11.58144 11.27356 8.913694 24.13349 3.452355 10.28628 5.654758 5.124269 3.850006 5.491316 5.547395 5.613683 4.740311 2.925985 3.879024 4.323039 2.848526 12.50638 3.600151 6.0511 5.181255 10.8047 14.01152 4.404731 6.539746 4.1162 4.08037 13.39155 5.469758 6.959464 7.531878 6.528326 7.64825 4.016417 4.836985 1.953449 11.85595 5.290925 8.501956
1.852636 3.322501 3.70076 1.555272 1.610452 4.416797 2.732023 5.9789 3.262031 3.727237 1.838287 24.92668 2.319337 1.328445 3.250717 2.102709 3.806764 3.678492 1.149442 4.914865 16.46405 7.033157 3.74744 4.016624 9.444558 3.063623 2.414508 6.001561 1.356233 1.838048 0.863552 3.667715 2.02096 2.448336 5.277567 5.232066 3.15476 0.940337 4.680092 2.144639 3.858112 2.715568 1.097511 3.561968 2.07576 3.753139 2.038077 0.801644 0.953823 1.520658 1.444556 13.90303 1.669203 1.262063 1.424334 1.544858 3.326995 6.145109
2.233093 5.219322 9.048081 2.893919 2.713408 13.42601 3.160108 2.278918 13.44127 1.733087 1.120137 17.30915 10.08077 1.918831 2.189961 2.299361 12.51453 17.19484 1.272356 13.32155 7.448121 6.29579 8.418831 3.127081 11.79703 10.12393 7.928622 3.076373 4.094072 3.445991 6.973539 4.795793 6.785346 4.014463 2.441931 5.022355 6.762527 2.866038 7.535819 3.882017 8.933018 7.340374 3.212354 4.294614 1.829803 3.983544 7.305588 4.277364 2.525718 3.513003 2.418351 10.50261 6.043186 4.849424 4.444585 8.593197 3.670107 2.823498
2.326385 4.113983 4.483379 4.915903 1.95888 15.7929 3.055579 2.364322 4.934037 2.852994 0.964851 4.301778 4.955393 1.550461 2.880337 1.345115 4.717239 17.68612 1.757076 11.3287 11.10178 4.475869 4.009584 2.523133 5.923298 4.238844 4.20409 6.062291 13.01966 4.553592 9.653588 4.78672 4.35027 7.205319 2.984443 4.388723 7.084296 6.167917 4.909827 2.573555 3.850946 10.56959 6.25725 9.3242 1.800971 4.517877 3.193758 9.618505 15.87987 3.683996 16.22227 4.262177 7.533974 5.33848 8.644392 5.817487 3.65271 10.32311
2.196637 3.742945 6.891622 5.51191 1.938541 14.23835 2.946845 3.050797 5.191137 4.334724 1.485299 4.68687 5.475309 2.059885 2.119602 0.683925 6.91253 10.77523 0.998587 18.83513 2.556801 10.18589 11.08352 1.627324 8.95161 3.33844 2.024704 3.740772 3.666003 2.595029 3.113346 1.920395 2.565086 4.20964 2.484624 2.793552 4.38353 3.591149 2.219615 5.263237 8.541246 3.781026 1.257289 3.714211 1.761129 1.849797 2.158183 4.561897 7.674831 8.799977 12.1806 3.289629 18.33827 2.893981 1.597807 5.217671 4.687922 4.446617
2.025548 4.508561 6.300154 7.65683 1.088386 7.55339 4.821149 1.758827 2.904012 1.170037 1.150186 11.07915 4.215384 1.319361 2.613321 2.274454 6.757277 9.546007 1.128744 10.28041 4.234932 5.03143 3.987788 1.324933 9.626567 5.992126 2.961887 3.280732 5.670335 3.036549 4.069632 4.271706 2.664101 5.635859 2.761062 2.747896 4.091773 3.091458 3.4411 2.818827 3.11317 6.982338 1.625126 4.878675 1.920242 3.021938 2.429522 5.186353 4.739141 7.192822 14.58096 19.3897 12.04412 7.012039 1.786534 18.07143 9.827336 3.547975
0.938979 1.402089 2.805148 1.131224 0.550754 1.513642 3.088554 1.856625 1.010416 1.089535 0.760525 2.967396 1.302766 1.887412 1.484173 3.946892 1.957142 20.64034 0.926563 11.21537 20.70123 1.538167 6.737396 0.520432 6.454434 4.695973 3.627941 1.773082 2.042609 2.253523 2.9804 3.632464 3.633199 3.485507 2.237583 1.924905 3.048275 0.975304 2.390124 1.33861 7.753335 1.65385 0.997171 3.958367 5.171675 1.25886 2.731385 0.947199 3.276608 3.623638 5.471313 4.480521 11.1333 1.569713 2.779017 2.517572 2.372011 4.657626
2.540049 3.248044 5.85981 6.141464 2.064676 11.63299 5.90489 4.773371 4.741359 2.834351 1.241985 8.664558 11.12745 3.717026 2.675258 4.230659 7.607703 16.69027 1.766281 12.78754 11.63913 5.977227 6.975606 4.298696 7.581676 4.647312 3.278562 3.732234 6.674648 4.784933 4.827158 7.346473 3.408663 5.153601 2.559359 2.702173 4.288627 3.320261 3.729367 2.336703 7.10126 7.262959 1.617581 4.485385 2.269199 3.122407 2.44206 8.483508 17.35506 8.058514 16.98142 4.363582 15.38099 9.788645 6.689845 8.539737 4.019903 4.540315
