"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72"
11359 9343 10405 8754 7882 11846 9596 10838 11295 11290 12537 5923 7673 9228 11598 10160 10102 4095 6093 12537 8800 9229 8840 6908 7808 4816 7843 6294 4535 7925 10874 10702 9504 9863 10414 13325 12176 8980 12089 2431 8509 4612 9535 5953 9589 6398 9855 5598 7545 9860 9486 8962 6279 7817 11929 3300 6718 7191 2636 11017 9365 10287 5928 4009 2466 5467 7397 4582 7428 7756 5115 4425
11731 13271 10628 14484 14923 12573 12170 9874 15537 10000 12206 14494 9023 14156 17453 11607 12614 12455 9130 15468 13237 11190 12096 13713 15481 12217 9751 10160 8995 6983 12804 13118 14816 14213 9528 10392 11606 10778 9366 8063 7998 10729 13176 10762 14083 9124 10681 14886 8856 11232 12221 11172 9964 10300 8468 11384 10021 6438 14715 9961 11141 12271 8022 10014 4738 8495 6981 12763 9286 9383 2095 9288
12625 11891 10234 9942 16848 9564 9997 10577 15442 15491 15716 12032 14192 14333 16602 16255 15734 15090 13222 16302 20182 12316 7711 14486 16804 15652 13004 15888 10298 13545 15968 17961 15524 18642 15626 10826 13953 15340 13013 9893 11265 9540 15980 12643 14274 10761 12510 15839 11289 8615 15351 12779 15397 15155 12575 13615 11693 10808 17010 15626 12394 14529 13356 14035 11415 14195 11825 16129 12134 14458 10166 6125
5807 12826 11763 7133 6423 10009 5912 3775 13407 9922 7458 6351 10209 13606 7857 8133 13962 9903 5091 11909 1621 1881 8076 8613 4908 7766 4395 8409 5044 11929 7113 3555 7471 4847 10546 9600 9113 3971 6290 6532 6777 6108 8751 7547 7047 4932 7301 5670 5610 8169 7237 6630 9180 9407 9331 9806 5901 7292 10368 6895 5010 8894 12026 6032 8574 11218 7171 6854 7687 12086 4988 9705
14205 15373 15172 11692 16152 10269 13311 14573 14373 12134 15329 11853 12943 15848 13888 14027 14701 12768 13978 17910 19835 12524 15316 15752 15527 14697 10910 15300 15379 12997 14451 17141 14340 12572 14645 10235 14806 15554 10039 13597 13353 12627 16254 12244 10306 10924 10272 10831 10514 10632 15581 15610 13695 16599 11614 7284 9911 8098 16362 15378 14691 12871 9702 10029 6367 6004 10594 12619 13368 12887 15973 11310
831 27 2419 617 286 62 164 703 -15 869 95 5 116 37 96 725 -17 3174 110 1659 3821 398 28 163 119 6116 829 615 500 350 19 2453 -31 34 -92 78 708 -98 9721 1349 5323 18 -4 3567 -56 -430 2154 725 630 6502 5901 6136 1588 459 166 2349 10366 1962 -34 192 102 756 6255 3704 11748 3126 3443 1974 234 210 5679 57
10628 5003 2689 -724 -4 1264 -1204 -1054 8979 484 1879 208 323 6109 1469 997 3471 353 447 21 -194 -279 161 -790 801 10253 -1092 -580 -1026 -1395 -923 -633 -379 -555 -767 112 966 -1105 1779 -377 819 147 240 1839 -392 836 5345 -341 1146 3649 7970 3015 -393 5325 1286 -49 929 -78 -642 -535 -794 -441 -522 -288 -272 -206 -1263 -811 241 -132 -843 799
9017 6913 4113 3434 2839 1454 3431 6677 3611 2782 2093 5218 10658 6636 7704 3129 9721 4575 5294 8946 2197 4150 1303 3567 7875 9641 4058 3905 5278 11468 6850 3270 6029 6458 8245 3536 4745 9261 6899 5962 10592 6047 9947 6088 3112 4254 8312 6558 8953 1953 9080 7905 8434 9347 5815 3390 3903 8535 4019 7038 2695 7301 3095 2791 8846 2883 6181 5822 5303 9804 8282 4517
623 7662 11301 474 345 7159 547 779 11288 7950 7169 390 410 5557 698 571 6502 384 343 518 341 248 6799 367 522 414 629 499 379 410 307 679 589 274 318 419 485 582 465 386 268 298 339 529 360 372 260 246 404 417 2278 698 331 1205 3901 416 535 335 166 570 374 344 427 343 612 371 372 347 425 442 460 500
783 4514 401 395 1393 440 1223 2452 1729 679 507 1898 1127 462 1182 789 912 2827 2678 6599 1356 426 429 445 2285 9558 1602 2560 254 9054 5104 1803 8428 1257 4756 834 4719 4784 3719 461 3456 1588 1437 2629 959 2307 7 3970 3749 4113 5059 3548 5172 8026 8006 614 386 119 4195 2815 4038 4159 1233 953 5025 754 4204 9461 2614 10475 588 3394
9324 11126 7629 10999 13543 9241 12210 5880 12629 12481 9711 11213 10858 12182 11638 10669 8666 13789 11866 11470 18006 7803 8551 11733 11813 11113 8194 13322 11994 10254 13772 14507 12919 15619 11564 12265 11196 12668 5175 11659 9357 12156 10879 7507 14993 10811 7234 12188 12674 12417 12998 9548 13356 12173 14236 19612 11994 8121 14330 13363 14807 12220 12117 16411 9421 14021 9042 14134 15172 12165 14243 12429
8097 8988 6635 10165 10857 5848 7282 5258 11559 7473 9581 5791 5327 8921 11078 9890 14736 5892 8540 14814 19055 6531 6136 10136 8514 7887 4960 10027 7069 6029 8510 9354 9170 9132 8165 6451 8294 7004 5793 7195 5981 5024 9134 5553 7723 5213 6690 8658 4878 6338 7804 7621 9311 9928 6672 5359 4271 3172 7978 8186 6410 9077 9261 6185 3786 7273 5650 8365 6348 9361 4798 6273
7558 7993 7274 8575 8059 7201 6864 6361 12228 9454 8724 4697 6708 5443 10561 6011 12432 7281 7879 13304 1945 7593 6360 9366 7250 5035 4404 7940 4159 9319 10467 14025 9274 6923 11875 6925 8324 9091 6232 5066 8518 5184 6415 4310 5358 3744 4849 2577 3726 3895 6380 8259 8033 8212 8618 6920 5366 5111 3325 9207 6784 10027 12028 5648 5344 8520 6549 4494 4937 5202 3543 4012
19910 16862 19583 20830 22607 23246 19701 23741 19378 21768 20868 24501 21692 20015 20364 22268 16509 16974 21924 13751 22892 22447 21799 19823 23431 21464 22919 19916 16786 17563 20995 23038 19969 24751 17890 21155 21096 19333 21250 20250 17283 21530 19966 21961 22181 21986 24096 23924 22238 22940 20955 20945 17801 19347 23568 17805 21205 24478 22208 19586 19456 20196 19193 21215 14472 18302 13286 23775 19269 19780 14647 21300
11003 12850 12401 10988 14453 7754 10234 9339 14765 9213 12541 11095 7957 12275 12432 10574 10255 11376 8963 16110 7424 11982 7838 13399 11475 9819 8186 12539 7538 11363 12787 12833 12809 9036 13525 10484 11931 10756 9378 5760 8030 8857 13018 3688 10187 8660 8482 12457 9233 7266 11246 10268 13881 12863 9412 8415 6095 7117 12184 10807 8152 13085 8090 8508 6107 5157 7044 10448 10032 11562 6734 5319
2762 1567 1090 1708 1503 839 993 3406 1098 629 817 3158 9319 846 2605 1407 1116 8160 3243 6136 1153 1821 566 2108 2127 3101 1381 1807 2051 5627 2441 818 4431 1028 3624 2633 2842 2884 3239 9883 1038 3242 1350 1898 831 1314 6035 1854 3899 798 4420 1910 2758 1451 2316 659 3002 3116 655 2440 1166 16454 1108 1118 2454 1161 2371 3271 1247 6420 2729 5268
158 -66 98 219 93 -87 371 1418 -153 42 79 119 191 226 56 -12 68 90 4530 1956 113 431 55 -32 2314 319 -258 55 1916 191 10263 10149 1127 5180 1122 -194 551 3976 243 -105 13752 2498 1688 -143 17 7122 102 95 -36 541 -2 235 56 368 64 471 164 625 -49 1202 1212 -131 82 -137 952 98 -45 -130 2718 -9 -119 -106
381 2320 214 429 1557 1340 488 -230 753 509 14 632 792 593 1155 110 -236 1287 413 170 64 133 -34 503 335 551 -136 685 149 6127 3832 -59 665 908 7198 1721 2596 6692 -74 445 167 1342 749 86 244 370 160 318 1171 357 374 181 634 1683 2061 499 375 1100 13455 3284 788 4446 2004 1322 4519 269 -97 1277 299 11468 515 7793
4778 2700 4926 5403 3440 3179 3978 3293 7324 2676 6134 2056 10669 1912 9211 3345 2360 1316 2492 6464 524 3253 3796 4093 1689 5204 2581 498 165 1309 852 1484 1283 1525 811 1032 1024 1827 3633 522 5358 1338 8921 4174 6400 3598 5600 7477 6841 1814 1608 2420 6203 9155 2474 3375 2417 7867 1342 1062 583 1451 626 851 751 528 754 456 836 1152 227 1957
1 27 72 -24 8 64 42 4 132 33 43 20 40 -35 23 29 63 54 39 35 3 19 -17 51 14 46 148 67 4 56 35 78 84 27 0 10 37 7 -9 -2 78 -18 19 158 36 -98 -42 -14 -1 3 20 18 23 13 28 14 164 21522 -17 6 82 -12 102 64 40 66 56 7 -15 18 21 37
12923 12948 12759 14392 14312 16330 14146 14192 12788 15852 15411 17167 12386 14808 12760 14369 13227 16250 13728 9687 13082 12428 14266 14870 15470 13425 17145 13742 12616 15145 13368 15182 14398 15862 13573 18620 14482 15461 16200 12818 11284 13058 12088 18052 17856 22046 14537 13983 17124 20770 15344 10579 12819 13592 15101 21120 17522 14016 14897 13299 12541 13877 15827 21111 12237 19166 15245 16872 18869 14401 16198 9241
8818 9644 8105 9380 8300 6280 4333 5877 9248 6389 9298 5471 5870 9578 10147 8812 12257 6202 7904 15044 16056 7361 6778 10600 8225 9812 5905 9590 6826 5460 7605 7392 9136 8638 6609 5366 9068 7747 4982 6003 6478 5963 9261 5937 6119 6268 5200 6012 3687 6214 11299 9628 6517 8621 8072 4743 5417 5279 14889 7665 6172 6887 4414 5161 3276 4022 3578 6519 6678 6976 6677 8884
1897 3753 8776 1208 1489 5585 1211 1104 10739 5078 3920 688 1144 9437 1034 2660 4848 1206 971 2224 892 716 4609 1188 1020 1555 1319 1048 803 1854 917 1147 1508 892 1120 1603 2549 1397 958 976 897 783 1555 1491 886 706 618 745 721 861 3310 2019 1510 2182 15383 1093 785 958 3414 1333 917 1439 1264 744 1511 1048 1103 1795 1719 1884 718 1987
11717 13457 12592 13384 15305 9376 8594 9229 14537 16775 13554 13107 12381 13106 14170 15241 9875 13340 15303 13965 19655 9730 10937 13478 15005 13950 9483 14241 10649 11759 14872 14907 13618 14683 11048 16012 13732 12980 9257 10785 9136 14858 13958 15357 12953 12203 12200 16239 11203 13143 13272 10450 11357 12400 9019 13251 9378 9135 15908 12550 10869 12751 12672 12581 6636 9576 8821 18916 17504 12364 13202 12853
6766 8229 6975 2771 4822 3639 2915 5196 9060 5328 7210 5542 9053 8407 4825 4219 13559 4453 2840 7960 1391 2350 2416 5840 4764 7277 1927 7420 3335 6535 3576 8956 6601 4066 9416 5744 6838 7247 3538 5916 9632 4179 8651 5191 3254 1862 2858 5981 3783 2260 5191 6880 10462 10113 6964 2828 2752 2302 5784 6873 5251 5544 9096 3044 5134 4507 7085 4734 2190 9188 6560 7267
938 1080 842 215 229 446 648 1296 835 316 526 287 495 460 373 491 1193 472 361 482 323 542 334 439 5813 530 840 635 476 20466 4896 742 1085 191 706 345 793 4189 709 486 420 359 647 955 97 278 176 146 119 54 296 719 431 542 314 509 762 348 616 816 504 1323 397 304 887 283 632 801 221 1436 902 644
8616 10125 8846 8786 12713 7612 7626 6358 13532 9079 13383 10268 6158 12465 13110 10457 9218 9526 9005 14819 16014 8223 7905 9995 6827 7655 6116 9149 6504 7334 9246 10642 11611 13069 9860 8898 10191 7754 5636 6920 5274 6564 9698 6610 8882 7319 7824 9031 5625 8050 8152 7238 10188 12112 6748 8091 6064 5078 10671 8146 7490 12355 7473 8009 3780 8019 6562 10216 11671 8027 3993 5662
14113 15157 14563 13183 15733 17872 17560 16048 14907 14186 17036 18739 15392 15857 15872 14159 13383 15096 15526 14013 22822 15327 16703 17095 16234 13817 18660 16466 14980 15603 15026 16530 14178 18673 16736 16168 16024 13424 12675 18102 10827 7625 16527 11002 17095 17977 13978 12779 18019 19096 17232 14337 14827 15349 11860 13960 9306 20258 18501 16338 15747 13838 15166 14926 12388 16601 11866 17568 20708 14386 15642 14709
6594 10565 6969 2606 2716 3769 4891 7652 7799 4216 8740 4291 5386 4006 4326 4891 10093 4957 3131 13156 11336 6327 4443 4840 9570 8893 4047 7102 5076 7473 5120 5078 6999 3525 9141 4223 6259 6621 6406 5197 7521 3650 5654 9769 2794 2629 3959 6855 3182 3486 5400 5760 5837 7997 3853 2673 3334 1408 9117 7107 2966 4000 5078 1594 6290 1923 10071 6008 2968 8740 6796 7045
524 1074 485 370 1242 736 811 371 1002 711 366 362 973 878 933 467 1647 1017 366 947 203 717 509 624 623 759 331 1561 894 14198 5692 770 1582 1582 11369 2094 2598 3807 282 1092 503 699 860 762 505 999 364 1034 1416 361 681 417 958 1279 1122 1178 543 899 5308 2574 2397 3857 1872 2547 3239 1700 1116 2052 547 9980 734 7131
341 1439 13197 539 334 4306 431 1463 15253 3607 8086 215 159 592 1180 511 1804 353 260 436 233 159 1521 688 447 223 1250 671 949 377 454 912 385 229 846 268 315 656 591 409 743 363 478 311 244 675 398 196 333 239 626 585 322 581 486 244 587 236 339 1434 426 398 224 202 899 256 570 161 82 796 1125 370
1376 1835 2034 1129 1193 1676 1097 3781 1881 3238 887 830 1451 4067 1161 1364 311 1455 2533 2270 906 1493 1734 3089 925 936 1741 7193 1565 4162 3157 3488 2840 947 6896 1828 2203 2438 907 9674 1507 1143 2526 1504 558 382 597 247 317 482 692 1026 798 746 817 896 1024 625 962 2605 1297 2508 1317 1053 1038 1890 1140 1257 680 3265 17952 4216
5204 467 -788 968 1972 -250 391 2344 -607 -283 -698 1747 6767 -102 5738 829 -1234 10433 3551 7895 184 6438 -347 729 1468 3950 -162 -278 3323 682 520 -371 3019 1724 2154 1948 2083 1412 3205 4787 2017 1914 1785 1531 4965 1742 8201 4240 4130 2159 3918 5009 4877 6754 205 674 3888 5604 2725 87 -528 6342 1332 -80 2367 570 1551 2077 436 4895 919 3424
7093 10263 10012 7288 8690 6479 3972 5473 13151 9053 9476 8310 5507 8576 10876 9058 7647 5634 5531 13522 12649 5249 6790 6677 7711 5401 4825 5803 3902 4318 7303 7159 7421 8322 6778 6328 4976 4707 4212 4829 3933 6539 9267 4601 5632 4850 6067 5967 3403 5470 3400 3996 6718 5551 4251 4286 4215 2127 10726 3906 4618 5650 6277 4377 1978 5099 2212 6601 7719 5720 3044 3926
6534 7503 9819 5832 6279 5395 4350 6610 11019 7652 6101 3417 11259 5407 6404 8023 9337 2797 5194 9913 3615 6739 4003 5995 4889 4125 3725 3432 1623 6668 4385 3189 5109 2978 10032 4763 5948 6927 3215 2639 7271 2990 5422 4561 3448 1802 2632 3352 2308 2899 3768 5671 6994 9236 11195 2346 2332 2740 2070 4885 3879 5866 3669 1806 2265 2588 4640 2759 2545 5029 1935 4438
7072 6849 8705 6609 3654 5885 7620 8243 4257 3684 4523 4064 5410 6989 5833 5822 6527 4385 3622 9305 7028 5222 5796 5141 4327 4955 7285 7887 4527 3471 4591 5800 3672 1454 2855 4295 7389 5693 2981 6065 7432 3189 5870 9208 2863 5083 3297 2548 4799 3751 5274 6337 3743 5571 3396 2264 4372 3218 1480 6762 3912 2703 2860 2504 4948 3516 5307 3120 2499 6394 18583 9183
8900 10842 9652 9961 10216 7123 7663 6539 10768 9512 6339 5575 5740 10611 9648 9952 8128 7577 8793 12866 13268 7648 8046 8162 9670 7903 2982 9755 7420 8466 9216 12478 10959 5914 10000 9137 11473 10865 5474 7137 4948 5898 11472 2112 8124 8588 7301 7120 4698 6946 9811 7870 9550 9676 7097 6797 3607 6474 13574 10869 10509 10229 5077 6340 3699 6304 4885 9886 8689 6958 5362 5008
1215 2424 1253 1219 1390 947 697 655 4641 795 1350 1691 887 2764 969 787 1284 783 557 1002 518 447 522 972 769 1370 729 1822 1555 10319 3999 769 1595 1795 10452 2325 1548 2920 383 2521 1237 1288 1153 1948 502 1273 382 653 447 728 1430 1054 1736 2011 2403 1108 1171 922 14624 7290 3228 3268 2374 1043 2689 821 2228 1503 2562 5349 2198 6602
16669 18441 15841 19541 18931 15068 21395 18736 17667 17606 19222 19701 15582 18294 18378 18785 19546 16727 17932 15909 25949 18280 15896 18692 19645 17015 19876 19830 21788 15531 19072 20307 17679 20807 18204 18346 18034 19910 15068 19260 19110 13936 18157 17989 20024 22243 17469 20931 17550 19789 17745 16743 17405 17608 16873 14107 16268 15114 22089 17350 19963 19133 16243 22151 11640 19715 12885 20525 21966 17970 14178 22984
4483 8334 7445 8127 10367 5005 5855 4826 10496 10431 8529 3699 10806 7995 8677 5577 11682 6625 5007 12931 5811 4407 5390 7804 8427 6653 6282 10377 6814 6816 5959 3950 11111 5903 11156 9226 7521 7741 5738 6453 7602 5018 10813 8003 6328 3269 3904 9625 4344 4953 6290 8311 8866 12184 5765 5886 3932 2099 2494 7296 5462 6453 7788 7431 4157 4006 10557 7051 6587 7168 7650 3746
1510 1607 1198 2386 5347 394 331 256 4150 829 202 1618 452 3817 2179 1955 1441 1058 -6 322 768 187 275 1488 72 2999 1020 2472 836 7857 3397 766 416 3299 6915 3317 2268 2099 -241 2654 287 1117 450 1491 1818 62 311 567 456 2461 350 805 5374 2252 4120 1413 656 2183 12942 5186 3624 3823 3816 1279 4039 1070 1766 4000 4036 9196 2201 9153
8408 7944 6325 7491 9729 6175 6501 8322 9403 10535 8492 11334 8225 9850 9132 10996 9004 8508 9413 15600 12191 4689 4364 9874 5546 11023 11237 9939 7384 7047 7365 8833 7963 7192 5321 6711 8180 8774 5803 11559 9983 5249 8051 10520 14670 8682 10279 9982 12634 10604 10126 9058 7582 10328 9134 10550 8149 7346 13447 7762 6567 7212 13972 16449 6651 10641 7989 10002 11197 7920 10478 8226
13008 13342 13861 13162 11780 17184 12190 13971 12719 12910 14737 18058 10624 13508 13174 12904 10753 15165 13284 11042 20770 15834 17106 11477 15308 13934 16606 14173 15307 13143 13532 13724 12671 17162 12088 15684 12557 12762 12943 12985 11210 12810 12265 16670 11297 10828 11797 13801 10897 15807 12603 12171 10809 11960 9464 11688 10554 5688 17419 13495 16968 12777 15425 11897 9050 14208 8992 13622 11868 13575 10065 14211
1184 1887 903 1161 698 48 999 308 572 968 440 1460 884 333 519 777 3562 594 261 929 724 414 539 2050 2519 891 536 894 266 637 430 1011 637 352 986 313 1121 668 17858 338 800 653 2841 908 812 382 1549 6564 8978 3324 966 789 1088 517 486 234 435 683 458 576 577 756 313 617 778 99 2821 913 247 480 216 229
2824 6881 8648 4850 7811 5512 5427 1893 12329 6141 6884 4621 5028 6143 6167 4963 11687 7235 5040 9241 2402 1509 3611 7049 4960 4296 2822 2968 3282 7068 2899 2304 5189 5445 8553 6226 6164 7107 989 3800 2340 4539 5160 5333 4672 2559 1844 5262 2103 3593 1720 2327 10271 5506 4664 5192 2317 3271 7411 1748 3435 5988 7531 2199 1938 4639 4425 4923 4466 7431 3564 3593
8409 6711 10145 6873 4278 5711 5368 9592 6743 6125 6089 3503 6150 5791 5106 5962 10631 3049 5056 10630 7314 4586 5526 8166 4571 8838 4770 9891 6182 4373 3865 4794 3737 1676 4225 3576 6023 6253 6105 10431 3585 4513 7262 6132 2633 7396 2518 2054 4050 3830 5011 5108 2061 2300 3933 2097 6908 3080 3918 4974 2526 4375 3057 2447 2608 5097 3365 4052 4461 5618 12337 8171
741 5605 1287 557 1132 714 1194 1145 1320 2693 1037 1365 1106 652 1258 1118 1506 1356 2167 2460 689 2432 444 1227 7647 4029 1380 3030 807 4689 4359 989 11578 644 6796 1117 6372 5100 3700 600 1504 691 1165 4317 277 898 323 7761 1804 3991 2450 713 1906 1643 1452 416 872 282 559 5536 963 2652 1374 898 2546 491 3639 7905 323 8835 1149 1086
670 8521 3569 466 523 1322 848 1964 3371 1308 738 1465 195 2823 1159 990 15848 409 441 660 156 -49 117 268 1089 1496 320 1916 1644 2491 423 700 291 1240 551 595 6663 589 -84 267 262 6089 548 940 40 644 158 -87 -12 -4 1695 874 601 3199 2662 299 1040 472 1896 2276 880 91 1426 1727 1177 234 186 3399 245 5138 1303 4355
3016 3424 7724 3821 5216 4194 5528 2073 7782 5204 6541 846 7743 1756 7288 6084 2455 1273 6482 7629 5746 699 2443 3840 3878 3262 1810 782 490 1648 528 99 1203 1561 1628 1784 1214 1583 4646 2141 3090 3198 10565 5279 3686 3619 5420 3770 3972 2962 1076 3102 6609 6622 1438 2833 648 4913 1439 666 764 1683 1629 469 420 1151 1012 614 2284 1453 986 720
19184 20867 20120 23086 22787 22405 23445 24582 21380 20655 22236 23020 20438 21834 21296 21239 21989 18872 20040 19559 20337 23481 24592 21318 23878 19037 22714 20513 22247 20121 21141 21716 19779 23195 20709 20909 20613 20541 20415 25795 22761 14571 21771 19659 22967 22352 19410 22769 24084 19855 20688 19591 22537 20223 18234 23996 22348 24943 24527 19401 21912 20624 20501 19399 13532 20278 16825 22473 21379 20309 12690 23564
4120 3348 691 2029 1926 890 725 2037 1086 640 818 559 991 1223 786 371 5927 9380 640 877 6492 789 805 641 652 955 3630 6794 1594 5842 6255 1192 1176 845 2991 1130 1005 2278 403 1308 1215 4070 672 2790 632 1983 687 614 415 4252 515 1409 1047 701 603 1857 1578 1858 1154 1882 3453 667 6218 2981 4027 7035 518 708 1525 4734 2426 12721
4511 2861 831 1640 783 1093 1177 1460 636 21 847 366 1517 831 1380 334 4513 11498 797 951 308 737 748 888 766 1095 187 5379 889 8793 8254 673 1919 1180 1423 923 1328 2177 910 297 605 5461 200 1363 680 1884 929 776 625 420 973 2864 1951 963 801 931 1050 1881 -83 2628 4789 890 4441 3893 4723 3319 84 437 725 4506 1865 10142
9110 1538 672 2989 3667 844 2056 4460 719 609 538 2096 8133 1396 6700 2794 2083 6581 6392 9510 4198 2250 400 2402 2690 3906 1675 2000 4210 2976 2529 644 3117 1679 5167 4583 4649 3944 4690 8939 3167 3639 4919 3719 2783 3403 6806 2829 5254 1488 4398 4580 3996 4276 1380 2102 4089 4308 3549 1377 506 5697 1739 603 6182 1962 4900 3665 756 11016 3700 6931
2069 14463 7723 1731 1483 4111 1740 3779 3251 6344 1878 1179 1453 14288 1899 1705 3578 4016 1508 1427 822 1642 1721 1396 1563 1734 2364 2966 2053 1730 2750 1652 1642 1000 2089 1729 1901 2614 1969 1955 1931 1334 1542 2095 947 1444 1304 1362 814 1358 2314 1755 1607 3471 2413 1180 1758 1311 1382 2358 1884 1734 1141 900 1826 970 1764 1580 1001 2297 1838 2824
11777 13550 13412 13358 13239 12392 12064 10009 13536 15069 13017 8309 11219 14125 15412 14593 11756 10134 13204 14522 19796 11150 11543 12534 11804 14070 9597 13425 10885 13707 11062 12710 12508 10358 13941 13395 14365 12359 8263 9950 10440 11687 14761 10520 11978 12415 9689 11226 8274 10779 15115 13111 12661 12879 11210 11853 4727 9466 18637 14445 11302 13661 12249 9912 9687 11762 8418 14478 11816 13098 14642 15098
2434 6886 6447 5181 8372 5203 5440 6361 8463 5838 4633 5084 5838 6653 7367 4250 9271 3178 5083 10555 328 4391 3852 7659 5630 4197 3229 9068 6369 10920 7311 5563 8202 4350 10903 9000 2831 7015 3225 4583 4543 6713 6817 3846 5425 3922 4062 6524 5885 3726 3051 3568 7000 10632 3313 4586 2968 1540 6702 11217 4923 7417 8824 5110 5659 3771 6805 4417 5483 9071 5186 4056
11216 15296 12911 14866 17193 9618 10481 13639 14621 14909 15308 16309 17841 14996 15507 16152 14263 14316 15996 17978 20045 14275 14087 16466 16188 16364 17153 16367 14769 13529 14877 14306 14349 15612 12776 11021 14373 13456 10894 14278 16958 19194 17884 15690 16051 14133 14412 15299 12268 16020 15920 13454 13705 16982 15887 12137 18910 9224 16968 14972 9576 12450 13631 17512 14200 13838 16827 13200 11575 14501 18386 10923
777 576 1165 1061 1630 513 803 10911 608 568 506 1667 1835 644 4576 503 4628 537 3070 12261 353 677 478 836 1268 1316 935 682 2825 594 672 781 5528 551 702 765 5796 2479 869 4712 1507 2189 879 1279 565 1048 438 2382 1377 556 698 641 1575 1198 478 1123 3393 1616 437 792 587 884 1919 436 1307 1498 9965 1683 236 884 2702 773
-27 614 9987 124 53 5371 263 407 11770 11254 2986 91 115 171 -204 691 -71 593 12 255 367 303 1424 -95 44 47 -23 360 223 178 669 679 51 420 -54 213 121 269 480 794 42 504 0 -15 255 362 630 505 226 261 -22 34 251 25 -8 84 321 297 -68 175 285 116 190 231 259 139 -54 255 -56 6 319 85
9070 10080 8602 10631 10013 7576 7952 3054 10075 7915 10758 8073 9504 10811 5935 10336 6060 10144 10014 12858 15248 9141 8705 11627 7298 9225 8950 11390 9551 7417 10724 11413 10045 6015 10342 8469 10522 10228 5887 11624 7500 10248 11871 8889 8376 5615 6075 8232 10569 10666 8888 4916 3151 10165 8088 6253 6658 6326 12253 11081 7641 10404 7043 6433 5013 8577 6419 8180 9599 6383 11082 7003
-115 2171 -26 22 244 108 -45 674 103 252 9 988 -42 389 -46 -48 -83 944 343 950 64 88 -85 -96 560 43 -269 394 72 5940 6247 6530 159 5824 7142 499 1853 6704 -219 282 4508 527 185 -341 -45 1841 72 54 -67 81 -20 43 167 118 2283 82 270 195 9988 2280 635 1214 434 76 618 187 -91 405 534 5097 243 6415
272 11799 182 11 89 94 -20 202 8426 269 103 24 61 8582 117 45 99 982 172 184 53 75 93 51 121 84 195 39 -79 125 62 173 87 11 55 -27 165 169 125 137 58 -113 79 123 76 -7 57 -63 154 -37 176 206 56 591 10145 84 123 71 76 135 -16 72 56 78 123 49 134 133 210 -19 422 203
6895 10249 9799 8140 7649 8850 6334 3970 11444 7301 10013 10993 5434 7739 6947 5748 5902 2880 3887 10744 9068 5832 6879 7294 5468 3196 5304 5700 5701 6637 12444 8774 6333 6786 8866 9667 7632 6844 4823 3544 7214 3927 6795 3809 5831 4139 5012 3578 3868 5433 4332 6734 6258 4659 5699 3053 2806 4199 3813 8080 5684 6774 7931 4101 3764 4699 5680 4316 7948 6852 5343 4448
13394 13249 15733 14004 13899 17474 17668 16114 12878 14366 12942 11361 13410 12669 12420 13995 13288 13732 13384 12925 14896 12684 17961 15580 13794 13763 15354 13285 11845 14691 11290 12795 12534 10212 12007 10562 12421 12004 18988 11347 16101 15073 12624 17180 12902 15306 13561 10822 12511 11122 12964 15247 11594 11547 15529 14464 16351 17259 8490 14923 9047 10191 14995 12565 11993 11429 15234 13658 10680 10119 11744 8572
3343 6088 6293 5603 7437 3903 4587 3656 9100 3494 5865 1557 5968 5759 7729 6312 10082 4801 3915 13742 10179 3221 4797 6125 2097 4167 4013 5276 3253 3844 3203 3378 3982 3810 5512 5585 1470 1563 2920 3187 3358 5148 6462 5320 5546 3278 3941 3260 3417 2968 2244 3424 8928 6471 2719 4451 2999 2150 3631 3614 3383 2765 6868 2865 2460 3192 2917 3104 5898 6013 2429 2571
6722 5853 5489 5853 8056 3010 4385 1758 8972 5956 6589 3622 5120 5198 6254 5609 5751 2696 1144 6609 94 1853 2371 5507 2715 5490 1718 6080 1413 7011 6442 3528 6812 7556 9710 6195 6508 7870 3592 4364 2501 2561 6274 3805 5912 2245 4033 3585 4148 4074 2998 3400 8148 7873 7432 2963 1884 4491 9142 6419 7102 9254 4799 2350 1360 2333 3860 4655 3362 5691 3654 6111
1298 1379 1496 1401 1894 528 1747 1514 803 1939 587 1347 1489 1784 2286 944 1888 2111 1983 2731 1962 1739 585 1571 1395 1437 990 4719 1106 5868 6903 7061 7113 3717 11618 1262 3088 5749 687 582 3181 1443 3187 2098 1111 1288 974 726 938 795 3367 2730 3496 3860 2977 1130 927 1026 2601 9754 7397 6793 2380 1987 1369 1210 2518 2107 1084 2381 3334 4276
