"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130"
30348.2 19474.8 23727.2 33942.8 22261.3 26852.4 26990.7 29031.9 33442.2 32975 32248.5 30781.1 31000.8 28412.8 23886.4 28498.3 28091.7 27670.9 29798.4 31193.6 26308.5 27023.7 23709 27080.5 31361.9 27401.6 26646.8 25448.6 30236.9 31146.8 34444.7 27635.8 25565.7 26087.4 31946 33635.1 22671 24786.2 25055.4 27685.4 36205.7 25866.7 22177.8 25377.1 28634.3 39530.4 32491.1 16856.9 24483.8 24893.9 26125.9 33139.6 39769.3 25379.5 24969.2 24957.5 24578.6 23347.4 29118.3 26534.7 30224.9 26721.3 30111.4 32905.3 38750.8 25435.6 29738.1 33952.9 30810.4 34854.5 24297.1 30843 28416.7 31407.1 32887.9 34500.9 28000.6 29482.1 28425.7 23367.7 30252.7 35379 29795.2 27664 19376.4 20702.5 22656.1 36155.8 25704.4 24432.5 24778.3 31921.3 20995 29579.5 30474.2 28037.8 35863.8 36693.8 28630.3 21889.5 40757.8 20884.3 21174.5 24658.2 27541.7 28754.1 25370.9 26836.3 28205.8 21309.4 31614.9 30810.4 38340 32714.3 18642.4 23876.9 40532.6 19072.7 23277 25501.1 27134.6 24204.8 33367.5 24255.1 33987.9 25764.2 18228.3 26035.3 27503.3 25322.7
16338.8 11378.8 12864.5 18907.5 12821.1 12373.3 9436.9 9631.4 15122.7 18645.8 17936.4 8233.9 8672.5 18755 12450.1 13087.8 6633.7 16145.7 14375.7 15991.7 13603.2 11860.7 15768.4 9807.3 9073.7 19424.8 13844.9 13668.4 17854 11582 16055 16520.7 15025.6 16050.5 15313.7 14599.7 18188.8 9699.7 9385.5 14398.1 15477.1 7504.7 16393.8 2041.8 8326.8 17653.2 16089.3 18466.5 8310.9 10564.8 13468.7 18103.9 18565.6 13524.4 14942.7 12826.1 9043 11744.7 19592.3 17168.4 16555.2 12899.8 16653.2 18786.8 1412.3 17050.3 11164.5 26767.2 14765.1 19890.2 11528.2 18148.1 11602.3 11879.8 15571.8 2692.5 8792.1 19719 9703.9 15048.3 17982.1 20114.9 12227.8 11933.9 11153.9 14425.1 9563.2 17863.3 19268.7 13889.8 12965 21220.9 4640.1 22241.8 13162.3 4978 10818.5 16813.3 10863 12401.2 18559.9 4716.7 14463.6 19122.6 13210.6 11905.2 17984.1 16435 19059.9 9644.4 9366.7 24019.9 30225.5 14173.6 11108.2 11395 28823 17314.7 14834 24380.3 12520.7 12506.9 12318.7 7793.4 19358 21917.2 6337.2 12587.2 14079.6 15922.3
10913.9 13210.8 8676.4 16437.5 7152.4 9655.3 13470.9 13405.5 6207.8 7131.4 5285.4 11459 9995.5 7677.5 2780.5 13130.4 7887.3 6229.9 8890.7 1017 6412.8 5147.8 5001.3 24546.1 6588.5 14589.4 5653.3 15148.9 7548.9 14537.6 11102.3 10866.5 16970.3 7553 8568.9 15117.4 1396.3 2507.9 12659.4 10380.2 9312.8 10404.2 1552.2 8014 15459.3 16856.7 12886.7 9538.5 11673.6 2515 14253 5737.7 16252.5 7862.5 14042.4 13779.6 1436.8 9798.6 3852.1 3827.4 6746.3 7260.1 11437.1 18379 14098.7 10968.4 14541.5 13938.9 8935.6 9124.5 5162 10799.4 14163 12617.3 15181.6 13310.2 13506.1 10621.7 15048.6 8281.2 13802.8 23010.3 9313.1 9371.5 6447.6 6341.3 2218.7 17330.8 3635.8 10764.8 13339.8 14712.5 13082.9 10162.9 12232 21624.3 16764.7 10692.1 10167.8 5560.7 12828.5 13536.7 7971.7 15665.3 23145.6 8017 11337.3 8560.3 3638.8 9586.4 6212.6 12183.4 4739.1 6454.1 4089.1 9719.3 9357.5 9639.7 7923.3 3528.9 14641.1 3009 9502.9 9662.8 7793.9 4406.6 7921.9 26249 4241.2 6604.8
153.6 110 90.9 276.4 74.5 8164.6 146.1 84.4 171.8 96 281.6 1022.3 10533.3 467.5 411.6 101.3 94.8 11600.4 63.3 581.1 71.1 79.5 53.7 163.5 148.2 30352.4 75.9 98.5 20.6 897.8 119 52.2 61.8 80.2 86.1 194.1 136.9 104.7 14133.6 25.2 24599 124.4 40.5 123.4 90.5 13400.5 389.9 173.7 60.1 43.9 146.9 115.4 106.1 18.3 81.9 4947.7 65.6 2078.6 354.6 97.8 110.2 86.4 87.9 130.1 85.5 100.8 311.8 53.6 167.1 153 143.4 133.1 259.7 253.6 81.9 191.5 47.3 58.5 67.1 36 115.3 84.7 174.2 140.5 80.3 76.6 4413 462.6 65.9 9381.8 92.2 75 84.4 107.5 225 68.6 46.4 12.2 127.3 1205.9 122.4 7746.2 78.1 770.4 229.7 537.8 4252.2 691.2 5.3 12992.9 141.2 114 142.3 119.4 680 69.2 139.8 97.2 63 64.1 90.6 72.8 28588.9 42.3 126.3 118.1 78 87.5 59.6 60.6
27707 24533.4 18253.7 32157.7 20658.8 21901 26821 27375.8 25345.1 21658.8 35324.6 24521.3 32792.5 26171.7 21383.1 30406.1 26584.9 23696.2 19185.5 22042.1 27776.4 28069.8 18525.8 40079.5 29865.5 26831.3 18885.3 22667 24863.4 27576.9 22499 23824.5 19578.2 22296.3 28746.1 27309.8 29808.9 17210.6 30172.5 22577.6 28920.5 28511.7 23060.5 25615.6 22666.2 37468.2 24047.5 35446.7 20896.6 25125.6 19043.6 28894 27047.6 24366.9 20352.8 24925.3 27068.5 18799.5 33550 24015.8 22147.1 23249.1 31022.6 31708.1 35998.7 26278.2 25526.2 29679.8 21227.8 27294.3 24286.1 34594.5 28296.8 25836.8 25145.2 42935.2 25313.7 26863.1 21485.5 27289.2 22597.5 26876.4 20207.2 23100.3 19477.3 19120.8 26409.5 30703.5 20184.4 24043.8 24188.3 22633 21268.5 23602.1 27626.7 20857.5 24717.7 31710.4 24245.3 29072.7 29053.1 19713.4 19860.4 24910.1 21636.5 23564 21989.6 21421.9 27321.4 19684.7 14539 24257.8 34610.2 24597.9 28303.3 19625.4 35079.7 27975 24548.9 25166.4 21613.7 19231.2 24731.4 18369.8 26908.4 25233.5 22445 28826.5 19992.9 18911.3
31856.9 25114.3 22964 36479.1 23113.1 28168.5 32002.9 33151.3 35604.7 33979.9 35194.4 31735.1 40996.3 28813.4 24825.3 34180.5 31908.7 30556.3 30856.7 31114.2 29733.2 29598.3 24223.5 30492.1 35125.8 29647.1 27072.9 27709.1 31242.6 35925.1 35535.5 28284.2 24940.6 29052.5 35148.3 35621.2 28679.6 27071.1 29188.4 28080 35933.6 26547.7 25158 27099.3 30437.4 38991.4 33889.4 22547.9 24451.4 28657.5 26828.1 36617.2 41358.3 26842.1 24954 28470 27093.8 24466 34103.7 26961.2 29528.6 28820.1 34330.1 31369 43280.4 28578.7 31901.4 33852.9 33867.1 36986.3 28399.2 35375.8 30186.4 34840.6 35967.4 31509.1 29442.2 30976.7 29122.1 26950.7 30083.4 33867.6 30741.6 31468.7 20738.5 22599.3 28315 39695.2 25130.8 27639.4 26665.1 31177.5 22619.2 31319.7 32454.1 28415.6 38491.6 38604.5 31546 25671.3 40594.3 22248 22187.5 26194.7 27900.6 31315.8 27618.6 27543.2 30357.8 23261.1 28660.6 35274.9 40024.7 34343.9 22614.4 24347.5 38972.6 23353 25939.4 26682 27329.8 25341.2 38351.1 25963.3 34319.6 29311.7 21747.9 26449.8 29228.2 23906.6
18990.5 11780.6 8415.9 13140 7676 6844.1 21103.3 10833.2 15495.2 11556.4 6698.1 15723.3 18713.5 5462.4 21203 8705.9 9905.3 11850.2 9345 20361 16382.5 11431.8 11008.5 11192.7 20803.5 14808.5 7248.6 10053.2 11778.4 18622.9 13616.8 13998.5 16433.6 8481 6468.4 21934.2 16432.1 17652.3 14813.7 14609.5 11119.5 23564.1 14835.2 6736.5 21135.7 8269.3 14052.8 4988.9 13082.5 17539 15080.8 9320.3 13905 8742.7 6809.6 17924.5 15523.4 13557.7 11086.3 15372.6 7791.8 6858.7 7886.1 12779.7 5505.3 26022.9 14047 14626.6 11375.2 24142.1 14793.5 8947.3 17139.1 15801 10768.4 7592.6 21451.1 18681.1 22601.6 9647.5 4878.8 18264 11450 12536 9414 7362.2 13694.5 12997.4 12975.7 18441.4 10177.5 20284.9 10828.4 7842.9 26740.7 17599.2 10038.2 11812.9 12816.9 8992.1 9850.9 16508.2 10082.8 10454.4 14877.1 14586.5 24611.3 10134.8 7467.5 16283.2 14878.5 8610.3 7685.1 12640.8 11502.4 6244.4 14320 7051.2 5663.5 8413.3 12480.9 6743.8 12390.8 8291.4 11321 8835.5 8969 12605.1 15684.4 14238.9
23896.3 22529.3 13894.9 30787.8 14526.6 17070.5 24427.4 18181.4 28348.2 14898.9 21943.3 21185.3 15942.1 22253.9 21504.8 20600.3 21152.1 23598.1 20295.4 25361.3 25931.3 24666 15752.5 31401.8 23827.6 19685.1 15960.8 22493.5 22226.7 31612.9 15945.7 23874.2 15903.6 16213.9 18453.6 29515.7 30272.7 20857.6 24383.5 23294.5 21775 29462 23262.3 23712 20182.7 34489.1 24377 19124.7 16726.2 24061.5 21296.2 21047.3 23571.3 20401.8 17154 26282.9 24166.6 19111 27534.6 20737.8 21723.5 17094.8 27626.8 17873.6 29901.4 22439.4 21748.5 21892.7 25856 27528.1 20993.5 27789.7 24299.5 26918.6 26813 44368.1 21962.5 27686.4 23770.5 20070.5 15413.3 21375.6 14854 14340.8 17880.3 16523.4 31490.2 28708.8 19898.8 20801.1 23714.1 27514.1 21475.5 19458.7 29578.7 22605.8 27543.1 27250.7 21824 22261.9 20867.3 18767.1 17589.2 18800.9 20822.1 20101.3 21678 21793.9 23781.1 16290.3 16302.2 26101.6 27137.6 24457.5 29713.9 17515.1 24380.3 27549.5 18181.7 19334.5 23525.9 13323.4 21632.7 15022.1 27283 24881.4 21244.7 25886.3 17481.5 20926.2
15918.2 11869.8 8589.4 16436.4 10762.2 15386.6 8543.7 11186.6 8124.3 5737.5 13015.7 10207.9 15801.3 7186.3 14715.8 17038.4 11415.4 10450.2 11441.3 9108.6 14574.2 21270.4 14884.4 22071.5 11269.6 13651.8 9970.5 22023.5 6691.4 21547 13365.1 14803.7 6485.7 12256.7 11132 11397.4 16419.8 11272.3 16790.1 4877.6 20558.1 18774.4 12309.1 15540.2 12695.6 20741.2 15063.1 11264.5 11541.6 14780.5 15099.6 24408.8 14736.5 13616.3 7741.1 18820.9 7582.3 17135.4 12324.3 9285.2 19456.5 13115.4 21890.5 18041.4 11143.8 18108.2 16964.1 18718.8 18230.6 16196.2 10651.5 25875.6 15337.3 8863.1 16721.4 13272.5 17374.6 23915.5 18825.9 13659.8 6503.9 22248.6 8099.2 9188.5 13462.5 8596.2 15469.6 12276.5 10289.4 14694.5 14522 11489 14928.9 5949.4 17288.8 12697.3 19227.2 8726.9 10429.4 5307.1 17992.9 4506.9 13927.6 20236.8 6410.9 11615.4 19961.4 10123.4 26449.1 12940.4 11540.3 14816.6 12202.5 4840.7 8943.9 9499 14478.1 10060.8 11284.1 9551.6 19134.3 11251.6 6766.5 16187.8 21954.8 8539.8 19918.5 18647 6140.4 14829.8
29254.2 23191.9 22791 36114 21923.7 27483.2 29609 28128.7 36673 32641.4 35144.2 31263.6 34778.5 28586.4 26158.1 33056.2 31243.7 30479.5 27665.2 30738.2 26798.3 29384.5 24654.1 31517.1 31295.5 28262 28279.5 27610.1 30858.7 32127.7 38102.7 25611.8 26049.7 26535.1 30623.1 34716.9 24841 27512 28021.7 29141.4 37772 23907.2 26158.2 28045.3 28466.6 40620.3 37351.5 22256.7 25046.8 28063.7 26558.5 35418.3 37199.5 25256.4 26930.4 25916.9 26748.9 25321.3 33210.3 28451.7 30753.6 28202.1 35825.2 31758.1 43758.8 27688 31618.6 32537.4 33846.7 36796.7 27630.2 37536.2 30034.5 33609.1 34937.1 28908.4 27131.6 29972.1 29207.4 25100.9 30706.8 35530.5 28374 28662.8 20569.3 23412.6 24454.5 37086.8 26895.8 25549.7 25035.7 33188.2 21292 30881.1 34306.2 27043.1 39106.4 33072.7 30419.9 25927.7 38795.6 23959.4 23434 26147.4 27410.3 29613.4 25559.7 28355.3 30455.9 24313.2 29486.7 33334.1 41852.9 33207.7 22229 25070.2 40083.2 22762.8 25293.6 25880.6 27794.3 23127.5 38394.1 25701.6 36330.5 27083.1 22110.2 27931.2 28279.4 26016.8
14160.5 17286.5 13096.8 23146.2 13069.7 12510.5 19656.3 17952.9 22444 9393.8 21476.2 12121.3 17181.3 13553.2 17482.5 16984.2 12671.3 14252.5 12329.4 15057.7 17664 11904.5 24534.8 22882.5 28908.2 24499.1 11316.9 22826.3 15084.6 30545.4 15090.5 17495.9 14721.8 14181.8 13542.6 19832.8 21035 11879 16121.1 14482.9 15929.8 25595.9 18464.3 37449.1 21063.9 17856.8 17593.5 15511.6 12138.7 21088.3 11614.8 20638.3 22872 12696.9 23501.8 19968.3 13419.1 15580.8 14675.2 10290.6 13033.3 16608.7 24937.5 17862 16795.6 14536.2 16882.6 19169.5 14992 16020 13363.2 17804.6 21961.2 18652.3 21795.9 26247.7 16229.2 21411.4 24113.9 17899.6 10697.3 28239.8 11237.7 13287.4 12621.6 16739.2 13729.5 22040.4 13964 19165.9 18029.2 20048.7 7494.9 16860.5 21263 18093.2 21393 13752.3 13086.6 19492.6 20353.6 11864.1 13138.3 24454.6 15987.5 14956.8 17628.7 13196.2 21452 15106.5 13533.5 12926.6 14148.3 12800.5 24058.6 14576.6 18577.1 14444.9 12500 12049.9 27142.6 17024.5 12264.1 16767.2 18912.4 13697.3 16449.8 22312 11185.2 13510.4
28651.4 20397.3 14227.9 30823.5 20139.8 16768.4 24836.1 24059.3 24948.8 23133.8 28175 18643.5 23703.7 18517.4 18779.9 21880 20044.5 23327.4 22243.5 25185.7 31381.1 23890.4 18652.7 40661.3 25895.3 32019.5 19559.6 21111.4 25445.8 31249.5 22646.4 26178.6 23612.1 21601.2 24016.7 32545.3 22218.7 18839.5 23530.7 24209.8 25576 24283.6 23778.4 23228 25234.7 25267.9 24717.5 19428.4 19306.1 22859 23529.7 30647.8 31800.7 21113.4 20950.4 25898.8 25041.6 18134 29552.5 21154.1 22823.6 20328.8 28249.2 23068.5 25371.8 22050.8 21391.7 25683.4 22098.5 29336.8 22080.8 24734.9 26562.2 27707.6 30894 51557.3 27843.2 28495.6 26966.7 21208 18038.3 28225.9 16986.7 27408.4 17039.6 18319.8 27788.1 34453.5 19543.2 23966.5 26316.5 24657.4 22026.6 19390.7 29397.9 27995.3 24812.6 23041.3 23397.5 23725.6 25840.6 19390.8 17760.4 20345.7 24706.9 22526 25177.8 19484.8 23027.9 20216.4 22189.4 24346.6 27200.3 20207.3 25887.8 17767.7 24335.2 27220.2 21633 17109.1 22999.9 16591.5 23941.6 20062.5 22992.5 22563.2 24008.8 27023 27345.6 18601.7
3186.2 436.1 6540.7 2065.1 4057.1 3895.6 4923.2 5199.4 2815.3 2130.5 2391.2 3542.2 61.7 3131.3 8155.1 2175.8 13418.8 10395.4 6076.8 2182.1 1104.6 178.4 1568.4 1476.1 5995 157.5 2845.6 589.1 5584.5 19680.8 310.6 378 5452.1 4743.4 10453.7 5785 1877 241.7 17226.5 115 4765.6 3079.5 10167.9 4687.2 1267.2 17367.2 6123.2 829.2 3664.5 9828.3 2223.7 1569.2 645.3 2849.8 5635.1 15296.5 10823.3 1118.4 8118.7 6235.1 3227.1 9324.2 2768.1 3329.3 9986.9 6455.4 6987.7 4751.2 5002.8 2250.5 455.3 14591.8 1338.3 3649.5 4658 49.8 1345.3 18.9 2920.2 10994.6 10995.5 1223.1 622.4 38.2 11653.8 8217.7 3307.8 1671.9 4998.5 360 2602.4 445.5 4166.9 67.5 1645.3 16.2 4457.6 7066 2940.7 4431.2 2895.6 324.8 1144.7 2458.9 3157.1 5985.8 6560.8 12982.1 24536.1 655.8 4165.6 4195.2 4743.9 10361 20226.3 10432.4 6319.1 2565.5 3109 5304.5 10504.7 3800 1610.1 1593.2 5012.1 19485.6 1643.8 31.9 7261.7 608.6
23482.1 14059.5 16636.6 30469.2 17409.5 14572.4 25862.3 19851.7 24104 11955.5 22192.2 15707.7 25736.4 18975.9 24468.8 15033.3 15447.4 22871.3 28352.4 18619.6 21642.7 20314.1 21386.8 31985.3 28137.1 27068.5 13064.6 32736.5 17570.1 29220.5 16755.1 19991.6 16347.5 16351.8 17856.6 20024.1 18018.8 18060.7 22523.3 19848.9 18685.5 31092 15318.2 25985 21889.7 26458.8 18803 27687.2 17477.8 18362.2 19559.7 23595.4 22169.9 17508.4 17058.8 23242.6 25363.9 22727.8 18561.4 14368.5 23726.8 19551.2 25015.3 28041.7 23021.2 16108.2 17611 23610.9 20775 24047.6 16452.9 21183.7 27607.1 22602.5 24642.3 39271.3 20503.2 24929.7 27172.2 21210.9 16472.8 28084.5 14866.6 14655.1 15829.6 13362.2 25893 24976.2 16504.6 22222.3 21217.2 17707.5 26737.6 18840.5 23975.8 22489.1 27221.7 23595.2 20599.8 20374 24587.7 13974.6 16431.2 23704.8 23993.2 18029.1 16313.7 18915.6 23102.4 18023.9 14654.6 19634.2 20005.7 15634.3 23319.9 16775.5 25307.1 23636.7 19841.7 18461.4 27192.3 17392.1 16322.7 19048.5 21894.3 16084.4 17296.3 27329.1 13089.4 20124.1
30831.2 20325.2 23782.8 32987 22080.2 27110 26384.1 26883.7 29643.8 28537.8 33843.3 28590.6 31729.7 26598 22723.2 28643 27352.2 26366.4 30821.5 32007.5 26409.8 26143.5 22383.8 28788.8 29153.9 27698.3 25680.9 22646.5 32095.6 29349 29117.7 26425.6 25137.7 25140.2 32746.6 32688.4 21225.4 23992.9 25261.9 28450.2 35266.3 26883.7 21432.2 25764.9 29304.8 37934 31680.7 15554.2 23978.8 25180.2 22789.6 33412.6 38176.1 25362.7 23483.1 24068.5 25651 22067.6 29722.3 26233.4 31974.8 24865 30868.5 35530.6 37285.4 26107.2 30065.2 31797.1 22908.9 33058.2 24212.4 31162.7 25685.1 27919.6 30891.9 35092.2 29420.2 29593.1 27005.6 24241.9 26158.2 32855.3 29109.8 27413.5 19043.5 20223.2 23711.4 33634.2 24538.2 23714.2 23769.8 31485.9 22397.1 30175.8 26400.1 27728.2 33945.6 39131.2 25605.9 22520.3 40398.3 20903.8 19605.5 23822.7 25590.9 28217.7 23416 27157.4 28795.3 20158.4 27657.1 28723.4 38058.7 28128.1 17800.7 23057.9 38444.3 18501.9 24821.2 25108.5 25570.4 22751.1 30907.5 21447.8 30705.4 25081.8 18099.4 25499.2 28348.5 27323.5
24929.3 20628.7 14746.1 23890.9 16507.6 13759.7 18692.8 20800.7 18188.9 12372.3 26154.6 16720 15773.3 20499.4 18279.8 12251.9 15973.7 20582.4 19347.7 18827.1 20926.4 15666.6 17732.9 17725.5 26481.4 33748.6 12057.5 22764 19618.1 26573.9 16038.2 24410.9 15840.9 16462.3 19862 26361.5 22067.9 14811.7 25895.1 27240.2 25555.2 21132.4 18995.1 19762.8 17873 31948.2 16835.5 20337.5 17459.2 24032.9 21852.7 15855.4 20107.5 21951.5 21714.5 22368.3 20461.2 16216.9 19549.2 20407.6 18732.8 19344.2 20155.5 19413.8 18564.8 16324.5 17919.5 26801 19935.4 20539 13475.6 26257.9 15953.8 14037.9 30942.2 36252.7 25486.6 29194.2 18225.1 20782.6 15574.5 28844.3 13966.3 15949.6 17038.6 17175.5 22979.5 21371.7 17003.4 18810.3 20660.3 23017.5 11539.8 20189.6 15187.1 14824.6 28623.4 22895.1 19550.7 21103.9 24745.4 11575.7 16196 19732.4 25428.5 19438.5 24882.9 18379.2 23102.2 13882.7 20889.4 18718.8 22243.3 16925.6 24304.9 17598.1 32346.8 24000.4 18283.8 20202.4 24216.2 17046 23644.8 16607.6 22316.5 19240.4 17015.7 33307.9 18435.7 15278.2
4759.9 986.8 2112.3 1703.2 4503.6 837.2 14090.8 5372.2 3653.7 820 1755.2 1451.6 84.4 2319.8 4773.8 4613.4 10452.9 3666.3 10929.8 1472.6 850 183.5 1847.2 1033.1 8953.5 436.5 8795.3 1106.9 1557.6 16886 585.2 525.1 6444 1984 21593.6 7688.1 1922.8 1448.5 12725.8 481.2 3029.3 1735.9 3558.1 3268 3826.1 7336.9 1597.6 1426.3 872.8 11865.6 2580.8 2835.9 962.5 2084.2 7502.6 9782.7 4663.7 902.4 10099.2 1788.9 1282.7 3053.3 4622.3 1019.3 2954.3 16272.7 5962.4 5183.7 6985.5 2144 1111.6 11493.7 1025.2 2602.2 20999.3 405.4 1144.7 107.9 1648.7 9258.7 11470.2 423.8 580.9 232.3 11204.9 1964.3 7925.5 1059.3 5194.5 389.2 3115.9 616.9 1409.6 501.9 1344.7 123.9 9066.9 10179.3 2804.4 4193.9 4683.8 986.2 954.7 3903.1 2077.3 2494.3 7465.2 10777.7 15362.6 547.6 10989.3 5164.8 4598.5 10183.9 4739.4 6535.6 9874.4 5025.4 4966.6 5393.4 2205.6 6904.7 836.1 1996.8 6977.5 21711.3 777.4 157.1 15010.2 1749.2
15423.9 10907.8 9861.8 14862.8 8382.8 17521.8 20629.5 16025.2 16513.1 8590.4 13480 14232.6 27826.2 9061.1 13776.7 18815.2 11078.9 13562.2 12463.8 28883.9 13475.7 11273 13842.9 15559.9 11246.2 25628.5 10247.2 17289.8 12706.8 13433.5 13733.6 9095.6 10618.4 9339.9 17101.4 29647.2 18225.5 14874.8 10502.9 11060.7 21833.3 20213.2 11074.2 10878.9 16382.6 8367.2 18825.6 16340.8 21025.4 10089.5 11412.5 21679.7 16266.6 8197.6 8599.3 14628.1 9555.7 17541.5 10049.9 9373.5 15614.3 10830.3 24179 14768.9 14759.8 9853.1 11070 11793.2 11767.1 10708.2 13124.4 12227.9 29827 19465.5 19110.4 10845.9 15388.6 12294 12873 8512.8 8002.9 22309.7 11919.8 15254.3 8111.7 10757 13315.6 13180 7552.3 16281.7 10174.7 19324.8 13697.3 12030.1 13338 17790.8 9451 11530.8 16060.5 12193.1 10669.5 19719.1 9590.7 12554.6 18459.6 11634.2 15221.9 10348.1 11770.8 11116.7 8503.6 16383.3 7821.5 9547.7 12050.7 11270.1 10175.3 10931.5 9060.7 8566.9 16939.6 18567.2 15136.3 17205.4 12229.4 7613.9 17568.5 12303.2 10632.9 4460.2
26881.9 20026.5 22437.5 31983.5 19658.2 24953.9 26557.5 25834.3 34344.5 30234.1 28811.7 28779.7 29128.7 24756.6 23854.5 25917.7 25346.2 29024.8 25308.8 30835.6 23492.5 24530 21598.1 25923 27501.6 26631.8 25764 24378.9 27540.5 32105.3 32095 23227.9 22560.2 22557 27944.4 31185.1 21657.4 24419.8 22543.2 26195.8 32588.5 24864.3 22541.9 23660.9 25929.9 40429.5 32207.5 18156 23347.1 23735.7 24306.4 31021.9 34106.2 22317.5 25735.6 23373.5 21162.7 22424.9 27015.3 25687.6 27344.5 25197.6 29571.6 34011.9 40694.9 24083.5 27387.7 30593.1 28484.3 33083.2 22832.2 31590.2 27242.7 28668.4 30803.8 36477.7 24538.9 27476.4 26969 21103.8 28146.4 32798.9 27034.8 23526.5 18243.9 20640.2 21311.5 33731.7 24807.2 21454.9 21809.7 30689.8 18797.9 26386.7 31527 26036.8 33724.2 29655.6 28869.4 21277 34940.7 20716.6 20744.6 22998.6 27123.7 25416.6 23416.6 26796.2 28651.4 21236.1 30568.9 28971.8 41080.7 30371.3 18873.4 23690.9 34663.6 19118 21871.5 27230.9 26164.2 19860.9 33245.5 22432.8 31888.6 22900.7 17956.2 28229 26389 24309.2
13780.7 10947 8579.6 24307.1 11749 8278.3 15555.8 14694.9 16831.3 15103.2 17860.6 7033.3 10726.9 13550.6 10753.1 16534.1 14284.5 17238.4 7293.6 6463.5 11486.6 16889.4 13960.8 22929.2 17264.6 11209.3 8516.2 15026.4 13972.1 15600.3 14101.7 13694.4 11565.4 9607.7 16343.8 18854.8 13248.2 13165.2 17515.8 14457.3 13553.6 10702.2 14296.3 15098.6 10330 30435 19390.2 23409.3 7936.1 14641.9 10560.9 20012.4 9973.9 9465.2 10228.4 12957.2 15728.9 9225 20701.8 13339.4 9424.1 12151.3 23057.1 11733.5 29335.2 17485.5 16781.6 10247.5 10014.3 23678 10659.3 21368.4 10919.8 13693.4 11538.2 13905 14402 13912.2 9721.7 11442.5 8315.9 17920.8 7670.3 10623.8 8141.1 14995.7 16135 18513.8 8871.5 9433.7 10260.6 13342.5 9497 11812.8 10651 7202.1 20557.1 17345.3 6719.6 10927.1 21545.2 13999.2 11851.1 15996.7 5535.6 11010 12066.3 14403.8 15421.6 11441.4 5509.3 12408.8 26325.4 9328.7 12424.2 6379.4 22490.6 15403.6 12107.8 15620.6 11606.3 13111.7 15664.1 7475.7 14830 10970.1 12352.9 18882.1 9100.9 17389.9
16984.3 5170.3 11355.4 3913.4 8199.3 2104.3 4637.2 5229.7 3423.3 2247.8 5499.7 6809.2 1470.8 2078 7293.3 12807.6 3180.7 5989.6 2311.2 8009.2 5005.2 1231.6 7601.7 4494.2 18757.4 2429.2 2651.1 7449.2 3233.1 3089.3 11788.9 5973.5 20448.1 2432.2 10959 7766.9 4352 8325.6 3891.1 6146.4 4561.3 3452.8 2246.7 3604 6408.7 3513.7 3966.4 2953.7 6571.2 3661.8 7439.3 3482.9 8752.9 6661.6 7599.6 2842.6 24461.6 3994.1 966.9 4530.1 2913.2 7553.7 6318.5 10492.1 5056.6 3785 4759.2 3666.5 4865 4958.7 2672.3 18593 2632.1 4536.6 8084.8 7724.1 10683.5 2027.6 6021.4 3060.7 4727.5 4117.5 5293.8 4733.5 3938.7 3783.8 5628.8 7499.6 3075.5 5644.7 8068.6 432.2 3332 12209.5 5686 3983.3 22580.8 2486.1 6112.3 3537.7 5107.1 4108.8 4055.7 3800.1 11237.4 3580.3 3898.3 6599.7 4487.9 4865.4 4150.4 18748.3 4319.8 3787.5 6269.8 7586.1 4634.1 3117.3 2316.2 4311.7 28405.2 9128.9 16686.7 9188.6 5068.5 1341.7 4149.3 3880.3 9079.5 5771.6
