"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86"
5816.7 6892.5 5930 5886.5 15018.4 10268.5 9391.9 2960 9667.2 8101.8 5753.1 8515.1 5640.5 17473.1 9144.1 7872.3 2647 6164.6 5755.2 6245.9 3817.5 14182.8 6274.9 17090.4 5635.3 6668 13936 5963.4 5763 5746.1 9397.3 7964.2 7203.5 6762.3 2861.6 4189.9 4766.1 6862.7 14283.2 2972.2 4937 14275.5 7600.9 10161.6 7681.2 3448.3 14529.5 3327.3 4492.2 7598.7 4169.1 7323.8 10538.4 5313.6 5401.7 4223.8 9499.8 6839.4 2013.8 11557.8 9732.2 9845.2 10626.6 8926 7409.8 2237 6146 4724.4 2011.9 5822.3 7583 10060 7019.2 5447.8 5149.5 4981.2 6269.2 13118.7 5615.8 5857.6 5794.7 9455.4 4766 6320.7 6575.4 11297.5
952.2 391.8 1143.9 458.1 303.5 2495.4 1103.9 880.9 14740.5 446.3 438.2 425 3157.2 3906.9 349 907.1 417.9 398.6 549.2 2637 756.8 194.6 1393.7 79 296.6 303 1953 546.7 305.6 3948.9 1162.9 8059.1 793.1 206.9 108.9 178.6 300.4 463.7 931.1 168.3 8110.1 1292.9 393.1 1702.6 1493.9 90.2 15144.6 69 2185.8 10625.6 1676.9 1469.4 417 762.2 975.5 125 6464.7 459.5 439.3 1135.3 11859.7 924 1335.4 250.9 5590.3 70 7060.8 7564.8 580.7 192.5 350.2 10553.5 651 1125.5 818.1 610.3 1161.9 539.4 926.6 2244.8 6907.1 10550 5351 2852.7 767.9 118.9
9860.8 14943.6 9093.3 9910.4 6560.2 10645.9 10603.1 20750.8 9212.9 10394.6 9449.8 8557.8 10955.2 10873 12649.6 10125.6 7931.3 11361.3 9365.7 14161.8 9099.2 9508.4 6239 7842.3 10164 8784 11672.9 14467.4 6362.5 9822.1 13853.8 9057.1 6540.4 6845.9 18593.3 13124.9 12501.9 7878 9356.1 15333.4 11454.4 11027.7 7631.9 9172 11194.8 8992.3 10441.1 8616.9 15225.1 13305.1 10440.2 11512.7 7719.5 11796.4 8961.7 9174.7 10868.3 17477.7 10601.8 14398.9 8044.1 12132.2 6320.9 7320.4 8441.5 20447.5 9471.3 11315.3 14767.4 10180.8 6833.6 17218.1 12650.1 11569.1 10004.2 8601.8 7441.9 15095.7 6280.3 15247.3 19159.6 4235.7 13979.5 10850.5 6754.3 8721.7
4827 7797.1 7268.9 7793.5 12395.5 11988.6 9824.9 6015.2 6035.7 7409.9 3890.6 9043.1 4129.4 11718 7360.4 9271.9 6373.8 9036.8 5762.9 7854.1 6854.6 8887 10705.6 12311.8 7395.8 8602.9 5561 7842.2 9449.4 9865.3 8026.9 10974.3 13578.9 17089.9 7459 11412.7 1730.4 5812.2 15558.3 2679.8 11344.2 11181.3 15481.8 9126 7822.8 3269.3 13997.5 12875.9 7092.5 6254.4 6957.3 4468 8301.2 6696.1 10960.5 5969.8 8736.5 3364.7 4809.7 7512.5 11662.6 6319.3 8466.7 11963.2 13290 511.1 10163.8 9810.3 4223.4 5198.9 7095 11400.3 6662.1 6450.7 5830.5 10878.5 8848.4 8730.2 9317 8952 11724.5 10721.3 6239.1 6782.1 8007.9 19153.8
9762.1 3703.7 5252.6 2170.8 3288.9 15626.1 10841.8 2979.1 3841.4 2571.2 4726.4 5358.7 5861.3 4463.5 1880.5 2803 2395.7 2825.2 1978.5 1995.4 1558.1 7193.9 1132 1653.8 6253.4 6683.8 7703.8 6455.5 1661.8 6023.2 3676.2 6531.2 7112 3312.5 3144.6 4641 1890.6 8812.8 5959.6 3255.4 7879.9 11063.5 8131.4 6988.9 3567.1 1249.3 10715.1 547.4 2368.2 7715.1 8079.1 11924 8712.8 4989.9 1993.3 2881.8 9613.3 6495.4 6498.9 4479.6 4309.6 10030.4 17515.3 6068.2 9725.7 4663.8 5562.5 5592.3 3046.6 1427.6 6230.2 3963.2 5592.5 6671.7 4770.1 5289 1145.3 5010.2 1610.3 11040 2300.4 2124.2 4033 7831.1 3399.9 1350.1
9311.1 13613.2 13461.7 12673.4 9992.3 11414.9 10546.3 15548.2 11695.1 16561.8 11324.5 12951.1 10187.1 14873.8 12028 12470 10096.5 13738.2 14713 16438.8 14835.2 11105.7 13720.7 9476 18280.8 11529.5 10511.2 18485.3 14856.1 19739.7 12778.9 12906.7 12609.9 20099.4 22289.9 17850.9 14508.3 9478.1 14404.5 17295.6 14870.9 12366.4 14716.5 8869.8 16725.4 20249.2 16320.8 16887.8 12997.6 14972.9 9384.5 9975.1 17624 15253.5 12732.2 14765.7 11974.7 15809.4 17851.4 16473.8 14091.9 12811 20786.6 13438.6 16762.8 16857.4 15182.4 16129.5 14689.1 9019.8 15345.9 16282.7 12269.9 15090.2 13080.5 21393.4 12868.2 15604.3 16044.1 19219.5 15234.7 15657.8 16623 7026.7 22734 12535.9
14685.7 13121.6 11147.4 7180.1 12902.2 14127.7 6014.7 4325.6 8349.4 12323.1 11626.6 14017 7718.4 15160.4 13706.5 11548.5 7723.7 7097.8 12979.7 7791.9 6926.7 13704.9 8471 14623.4 8638.3 10192.5 17755.8 7940.7 17237.3 11619.8 6340.9 11646.7 11878.7 11053.1 8431.6 11171.6 6403.3 7514.6 15008.3 5159.2 8753.8 13570.7 7387.2 6985.7 15032.7 4303.3 10326.7 12491.4 10250.8 10955.5 14823.4 13052.8 19871.9 8591.8 9737.1 6499.7 8844.6 7764.7 8018.2 11836.4 11085.7 12396.8 11117.1 7915.9 12247.7 10609 6800.1 8545 9737.9 5373 12021.4 6345.6 10952.1 9651.4 8265.1 12053.9 8747 16370.8 7813.4 12323.5 9123.3 13474.6 8131 14428.9 8536.2 6900.4
15314.6 14191 13870.5 15822.8 20380.1 13774.8 17436.1 14450.3 12738.6 18019 14837.2 13118.6 15853.6 18605.6 13712.9 16191.3 11925.4 15970 13002.2 12151.5 13123.5 18442.3 12217.2 20988.7 12610.9 16829 14200.7 12334.6 14626.2 16188.3 15161.6 17711.9 18300.9 19377.4 7800.5 20188.9 10462.1 17426.1 19021.4 10685 13500.8 12433.2 14483.9 11496.1 21586.8 12188.2 13526.7 12871.5 17519 13647.8 17794.2 13631.5 15482 16981.7 16150 17124 18316.7 9218.7 15820.6 14757.2 18233.7 11404.7 18457.1 16278.9 12963.9 5418.2 14238.4 15810 5170.7 8592.7 15928.9 15907.9 17274 10193.7 16859.6 19390 14736.5 15054.4 11385.4 14766 11553.7 17010.7 11213.1 13995.9 19708.1 13770.1
1840 385.3 78.1 1580.9 10899.7 116.3 2290.2 52.6 1.3 -5.1 1207.2 28.4 4232.5 8876 98 4296.9 6849.1 610 800.2 2670 988.2 5422.3 125.7 2707.4 20.4 95 96 2743.5 4369.1 1276.6 15.4 147.5 3245.5 9062 1806 145.1 72.9 -9.6 15712 457.3 1458.3 1037.8 8066.2 755.6 665 9169.7 5566.4 24.3 3 13.2 157.1 1446.8 625.1 1399.7 1121.9 1750.6 3578.6 48 96 1546.8 5684.5 10.6 2803.5 7049.6 1792.1 1071.9 1877.1 367.5 700.8 550 39 9785.5 -13.7 6801.2 692.6 120 5821.8 120 91.3 1288.9 16.7 411 245.1 1868.4 4229.2 11309.5
5150 2384.6 3344.9 1012.5 2108.9 7177.4 11011.3 2155.7 6864.7 2859.7 7342.4 2475.5 8971.4 7440.4 1493.8 5124.6 3603.3 5119.5 3492.9 3097.1 3634.8 1701.4 357.5 1075.7 2479 10532.6 2728.3 2189.6 625.1 6011.4 1162.9 7243.4 6850 8837 1351.4 3560.7 7998.2 6792 11185.8 2700.2 4319.9 1691.6 5969.1 2728.3 8050.6 3423.6 1993.7 -62.2 6609.8 2715.2 4281.9 5949.3 3380 5085.6 3732.4 2189.8 6733 1510.9 4576.3 5893.1 1429.8 3802.5 532.6 9393.7 4044.8 901.4 5869.9 2994.6 1177.6 1794.8 4452.5 8511.4 16173.3 1985 13635.5 7147.3 7291.1 9681.3 564.6 1659.1 6119.7 1446.6 4309 5015.6 3813.2 468.1
6501 6490.2 6283.9 5238.6 3672.2 7131.2 9745.4 11334 6431.1 11511.3 11519.4 16697.3 7829.7 5714.5 5609.1 2926.1 5599.8 11492.1 6421.5 6893.4 4770.2 6598.5 9784.1 7051.3 7762.3 6123.7 9801.7 4742.6 5771.5 6892.9 4300.2 6907.7 5505.3 6646.4 4400.8 5710.8 20110.6 6286.2 4712.9 7035.1 8531.7 9644.2 12365.7 15346.5 5738.2 4771.5 11704 5628.7 6715.3 7792.1 5953.1 8630.9 6821.4 5398.1 3457.4 7997.5 5960.8 9778.9 9190.5 12396.6 15228.7 10102.7 11731.8 6392.1 9135.7 10690.8 7386.1 11831.8 12358.4 7291.1 5647.7 10137.8 6546.5 10793.7 5930 5308.2 4667.4 6703.9 6045 8713.9 14068.8 10849.7 4952.9 8807.1 4151 5656.8
3886.3 898.6 5623.5 6298.5 3550.1 611.3 3677.7 1706.3 6879.2 400.9 223.8 2439.3 6326.9 2010.1 2292.7 5785.4 4116.4 717.4 9854.4 6706.4 9796.3 1832.1 10945.3 1688.8 6143.9 5042.4 1786.1 10702.7 8601.5 9166.9 5439.1 2315.2 -12 -44.4 12736.6 8314.2 358.2 561.2 527.6 2122.2 3111.2 23 4727.9 2781.2 1841.4 8622.4 615.8 7963 227.3 4046.7 6163 4695.9 8155.1 4728.4 4341.5 7734.6 3041.4 2641.3 7290.7 3262.2 5105.3 401.6 617.3 6641.5 1488.6 3666.1 4834.6 1484.2 10351.3 2949.9 2844.1 1085.7 2830.9 7914.2 5521.9 233.9 8117.6 1003 7146.9 3075.5 -55.9 1384.4 5870.3 3662.8 8871.2 5295.2
8213.1 7604.8 8502.4 12633.3 6312.2 7570.9 7777.7 15107.9 7301.4 10687.5 6250.4 10880.1 8147.3 6680.8 10046 6655 6458.5 4087.1 6188.9 14245.9 7952.6 4338.1 6689.1 5311.5 7543.3 6903.8 8910 13209 7623.7 7526 7860.4 7382.5 8116.9 9120 16262 14417.6 15239.9 7747.9 8204.2 14082.7 13165.9 9647.7 6236.9 14460 6032 8383.6 12323.5 10010.9 11761.8 8495 9817.9 6622.3 7425.9 10146.6 9572.8 6963.7 5820.1 17645.5 12485.4 10790.9 8569.9 10483.7 9640.2 6814.6 5524.9 18398.4 6771.5 9484.8 11296.8 8583.2 8910.4 10264.4 5973 7612.8 7239.3 8626.6 5626.5 7465.1 6189.8 10163.6 12553 7969.4 19147.1 7781.9 9430 7829.8
11531.4 14428.5 15737.1 12587.9 16623.1 14449.5 17006.2 11676.5 11356.5 15466.7 16491.4 13039 11521 12023 10553.3 13798 9248.5 13808.3 21554.4 8803.5 9109.4 15741.5 16942.2 13697.1 11246.6 13221.3 17997.2 12201 16230 11187.6 11838.7 11265.1 13701.8 12589.6 8259.4 12012.9 5457.2 9888 14040.6 8709.5 12331.7 11069 10070 12974 13630.2 15674.9 11533.5 9999.7 16723.4 10143.5 14334.4 12610.4 17575.8 13995.5 17584.8 12415.3 11627.3 8660.9 13349.7 11177.2 14115 16990.9 12188.3 12420.6 13019.7 11663.9 12676.3 15303.8 9157.1 9546.9 11860.1 14213.3 12154.3 13332.3 10772.7 11674 7142.5 16854.8 11172 26573.4 14067.9 14965.2 11793.9 11240.4 13047 16005.3
11955.5 11334 7883 15953.7 9633.4 11080.9 11341 15066.1 9667.2 13885.2 12846.1 13498 10721.8 9943.5 12942.8 13436.6 9594 11021.3 11645.9 12651.7 12806.9 9862.8 19156.9 9496.2 8545.6 13071.8 11859.3 11658.8 12362.2 12553 15880.5 8172.8 9587.9 10221.9 12067.7 13403.2 14711 8793.7 7435.6 13185.3 7447.7 9325.9 11974.6 12623.5 14037.6 6205.7 15317.3 14476.2 9494.2 16272.3 13312.3 14400.3 10755.6 10617.6 10605.7 10878.7 11543.8 15768 15257.5 10735.8 11103.9 13879.1 9621 6990.1 8030.3 19692.4 9080.6 15983.9 18680.5 16244.2 11110.7 13811.3 10338.8 7105.1 9597.5 16521.8 8556.4 7156.5 7596.1 10630.7 20856.8 6936 13279.2 13584.5 12958.5 8988.9
8128.3 3210.1 3664.5 5147.6 6306.4 2050.9 4795.2 1756 5564.6 6881.3 4913.3 5318.7 5116.4 2355.2 4382 5339.2 5017.6 5466.6 9171.6 3215 5930 3933.1 2114.4 1892.5 2987.2 4803.6 4826.1 6358 6927.1 2878.1 5298.6 3925.8 7213.7 5946.7 3463.5 5485.2 13046.7 7791.8 5599.2 4738.9 7971.5 8236.7 6651.1 17010.6 3415.5 20777.3 4669.9 2204.7 5912.2 8441.8 6539.7 3913.7 5644.9 7546.4 2690.2 9836.9 3739.8 7636.4 6411.5 7467 2818.2 3510.1 4397.1 7670.6 1746.4 5286.1 6375.7 6749.7 3530 4474.6 4594.5 3302.1 2937.6 3501.1 2813.7 2520.4 1676.2 6000 5975 3057.4 3451.6 9904.9 9408 1452.4 3010 7619
12972.7 11807.9 13669.3 15245.3 11589.2 12635.9 11520.8 10908.7 13717 6989.4 15618.9 17360.8 9486.7 15615.9 10717.4 11151.7 7888.1 16887.2 18777.1 7814.3 9419.3 6643.8 13823.2 11489.5 7738.2 16511.1 13435.1 13781.1 16807 11166.4 13472.7 7893.8 8219.3 11816.4 12484 12726 5796.9 8958.4 9132.9 9406 15753 11636 8482.4 12325.3 9654.7 10628.5 6326.5 11195.5 11463.7 8550.9 12789.7 15466.9 10076 12010.6 16481.8 12381.5 9390.8 6261.3 15093.1 5934 10726.6 15506.2 12205.8 7135.4 16082.3 11324.4 7438.8 12127.5 10415.3 11679.8 12456.4 11575.5 10399.8 14688.7 8785.2 9769.6 7728.9 6855.8 16419.9 11954.8 9542.8 11163.1 7412 8214.1 11703.9 11340.2
2078 1072.1 5901.6 8929.5 7374.2 2190.4 7069.9 10631.3 3524.1 1896.7 1175.8 1507.7 2742.6 3657.2 8440.4 3655.4 4116.4 4462.4 6066.9 5742.4 5101 2160.1 6767.7 1145.1 5575.2 1874.2 975.4 5149.3 15147.5 1399 6156.1 1057.6 1426 459.3 4602.2 2129.5 228.2 3693.7 5745.9 835.9 3228.3 940.1 12112 3189.9 1109.4 4138.7 1876.8 3304.1 6144.4 4745.6 2732.3 488.5 3222.8 1960.3 3548.2 2341.9 2527.2 414.7 4693.5 4095.3 9895.3 1021.1 5434.8 9216.6 8473.1 353.7 5317.1 7137.1 2793.2 9842.9 1925.2 7452.3 1584 3262.4 3011.6 2342 3949 839.7 6070.9 3567.5 823.9 3453 6242.4 2462.1 3105.2 8979.5
5825.6 8995 10622.9 4674.5 6469.8 6490.5 8554.9 7059.6 4924.3 8496.3 6416.8 7778.5 5113.1 5205.3 8528 10466.6 6309.5 9505.9 9203.5 9184.4 8544.8 10643.8 15156.3 8145.9 9766.9 7709.1 7668.9 5869 7077.3 10335.8 6347.6 5439.1 5790 7203.5 4632.6 4312.7 5186.1 3021.2 5854.6 3584.6 4647.4 3692 2145.4 4415.3 8306.9 11702.4 3213.1 12155.9 11439.6 6051 10208.3 6416.2 9798.5 5384.6 6049.3 4350.7 2877.4 10622 8143.5 5421.4 13657.4 8028.2 4289.1 1923.9 5224.2 11234.5 11312.3 8353.9 13144.5 4506.7 7064.4 16844.3 8285 7858.1 9391.7 10065 6058.2 12123.6 4352 9608.5 10568.4 8162 6449.4 10143.7 9909.7 7875.1
3372.2 2698.4 11937.5 2620.7 5005 1378.7 4331.9 1147 6985.7 5928 3880.6 2714.5 2397.7 7513.2 3965.2 2197.6 2465.5 9871.2 813.4 3982.8 3865.7 2554.6 350.2 5605.1 13505.2 2944.3 1883.7 2404.7 840 1765.3 3022.8 3913.1 1311.9 2037.4 11532.2 1455.7 574.7 5336.1 2124.5 1502.7 6875.3 5122.1 6565.8 1050.1 2976.9 4064.6 1472.8 1057.5 1677.2 6148.1 2070.8 3036.8 1465 5269 2528.2 2746.3 17374.8 3120.5 4155.4 4948.4 669.2 1875.3 3840.2 7579.2 1325.3 1438.3 2548.6 1599.1 2386.5 6078.7 2044.1 6522.8 3264.6 2477 3886.2 3351.1 2496.4 2594 3481.9 4364.5 2246.3 1290.7 3269.6 1690.2 3098.9 1044.3
630.2 304 416.9 250.6 481.2 210 552 427.1 22911.3 535.1 212.6 283.6 1966.5 220.4 362.5 980.1 1605.4 435.9 424.3 944.1 379.5 574.4 457.6 355.1 404.2 623.9 596.6 357.1 842.4 1731.9 1488.8 403.9 295.5 213.6 316 160.5 344.9 734.8 458.6 268.8 174 144.9 259.7 322.4 223 264 111 515.8 206.9 9908.9 711.7 430.1 674.8 303.6 473 480 12148 1183 590.1 332.9 445.1 378 1281.1 354.9 195.3 317 799.6 508.9 995.1 869 379.6 3192.6 457 1885.7 367.1 286.3 523.9 461.4 2257.3 301.2 244 567.2 647 210.6 274.6 1565.7
12643.2 9608.2 11715.2 14837.8 8428.5 10431.8 12098.5 11272.1 14399.6 11646.4 9649.8 10903.1 12684.5 7442.3 12363.7 13743.8 7864.6 9894.9 9946.3 16424.2 10690.7 10477.6 15766.2 8822.9 11089.6 9543 11186.8 16458.8 11342.3 9366.1 14730.5 8573.8 8346.7 5700.1 13065.9 7847.3 10964.6 7786.7 12094.2 16674 6627.2 9056.5 12017.7 16539.1 9306.7 10792.2 15783 18211.9 8472.7 16866.1 13672.2 12457.3 12185.8 11562.1 15591.2 11894.5 7030.2 12970.4 11971.7 10888.3 7833.6 10874.2 12282.7 6471.5 12274 10730.5 15700.8 13336 16907.2 11095.9 15629.7 10415.2 7831.6 10322.3 8640.1 10433.7 7654.8 5773.6 8244.9 9998.5 7372.7 12667.4 11951.4 12432.4 13051.8 8763.5
10997.9 9560.1 7598.6 15792.2 8899.2 9348.5 10204.2 9695.6 10743.6 10882.1 8493.6 9902 10781.7 15136.1 9362.6 12348 8658.8 10868.6 12366.2 14249.2 12075.6 8255.4 11368.8 8464.2 12126.9 8737.7 10210.4 13557 13868.1 16652.8 12286.2 10461.3 12213.2 9252.6 13675.2 11966.8 15852.7 9662.9 14036 16835.1 12218.2 10889.2 10371.9 17442.5 15948.6 13179 13398.4 19770.6 14069.5 12174.2 9075 10581.5 11638.9 12619.2 8622.6 11791.9 13250 13971.4 11995.9 13747.7 15851.8 12901.2 17082.5 11505 10116.9 15139.7 13402.6 10656.9 7631.9 8675.1 11964.2 14191.9 10582.2 9965.7 11423 12380.8 9260.3 11521.7 13492.8 13727.6 9457.5 14841.4 24457.5 7138.2 14515.7 13188.8
118 130 437.8 89.1 8066.7 61 239.8 161.4 142.1 71 40.2 129.1 339.6 67 334.2 391.7 624.7 223 178.3 161.4 203.5 5369.2 283.4 21427.4 122 186 206 7964.4 104 175.8 1799.3 384.2 201.3 261.9 293 239.2 159.1 285.8 374.6 265 338.9 426.3 216.5 506.6 184 179.3 166.5 186.8 516.4 225 91 108.8 121.7 97.1 98.9 1780.8 160.3 129.1 255.8 123 6106.5 76.7 223 256.2 77 81.6 214.5 306.3 398.1 2597.6 125.7 1127.9 104 1233.7 128.2 125 44.5 248.2 157.2 387.5 481.9 4261.3 2164.8 47.8 204.5 9337.9
13377.3 10567.8 9186 21642.4 12159.1 12267 11306.9 13977.4 14031.1 14387.9 9719.2 10416.1 10761.5 10885.6 9271.3 14608.8 10404.9 12978 9105.9 17473.9 12524.1 7210.7 15485.2 10573.3 11948.1 12072.7 10912.6 11534.9 12584.2 16365.5 14798.8 9777 9310.5 8203 14854.1 11774.4 10570.4 11226.4 12839.6 13583.6 10179.9 9463 12133 13658.2 13945.8 9484.9 16951.2 18929.7 9205.3 14140.8 7648.9 11558.9 11449.9 15228.5 8579.7 14002.8 12291.3 15682.9 12619.9 12469.2 11602.9 15901.4 13853.2 6739.1 14848.6 10854.5 14971 12917.3 16057.7 10084.9 17223.5 15950.8 11145.4 9449.4 11725.2 13430.8 11346.1 9386.7 14711.2 10412.9 8450 15246.5 17747.2 12745.4 18129.9 12980.6
7932.5 8689.9 8400.2 13782 7773.9 7615.2 7503.9 8477.4 9923.1 10995.6 9184.5 10165.6 8158.9 8137.8 11747.6 9430.7 8102.6 8217.5 8000.1 11137.6 10117.9 8543.5 10463.2 6252.9 8087.9 9383 8133.8 10628.9 8835.9 9061.8 10015.1 10028.9 8097.8 4938.7 11335.4 11453.8 21890.9 8224.9 9403.3 12469.3 6234.8 9102.7 7036.2 17380.4 10304.1 7921 17999.1 11411.5 10482.4 12429.9 9384.5 10452 6187.4 9615.6 7022.5 10109.8 8449.7 12584.5 9214.6 11810.8 12963.6 11341.8 11698.6 8725.9 7357.2 18150.5 8563.3 9597.6 15347.7 11217.5 10172.3 9439.9 8319 12662.2 8321.5 10289.5 6952.3 7591 8683.9 9075.6 11651.4 10346.7 17558.3 9630.7 12057.1 8526.3
7021.4 3108.5 4480.4 9583.1 9525.5 6703.7 8736.8 4753.1 7053.2 5494.7 6910.7 3352.2 8320.8 13399.4 10995 7611.9 6481.9 9395.4 10800.8 6162.5 8314.2 10960.4 14778.1 14713.5 6077.5 9918.8 7331 9130.6 12285.9 7624.3 6544.9 5156.2 5494.2 3665.8 12820.8 5827.3 8980.3 4287.6 10608.9 4378.9 2656.1 6618.3 3384.3 4430.1 6578.6 2403.8 4244.5 6200.9 5930 6799.6 5804 5630.4 8101.5 6356 8952.3 8829.1 9365.3 2781 10569.6 3868.7 10137.5 4323.8 8465 7588.8 9581.6 4063 5183.5 3925.5 4710.9 10370.1 11657.9 5557.2 6148.4 8946 7771.4 6673.5 9756.4 5911.6 6199.6 7123.4 3276.2 5309 4470.9 5232.4 6127 12455.7
1014.3 1893.1 1498.7 1766.1 1615.5 1839.8 4189.4 3808.6 2482.7 8221.7 1778.8 2705.2 906.7 1897.6 151.5 3558.5 17.6 2720.1 552.8 457.7 1322.1 1788.2 64.2 229.4 443.1 1807 5547.2 49 122.3 1105.6 2633 6867 2561.6 2865.3 558.3 576.9 330.2 2474.6 1085.1 997.9 8922.5 8932.5 2290.1 1196.9 5242.6 356.3 18829.2 2740.6 1751.7 2360.6 4302.7 1485.8 1516.3 1503.2 3327.2 1768.4 7652.9 7845.5 4377.3 2700.4 1543.8 4475.6 2369.7 2532.9 1093.4 4834.6 2191.9 1732.1 21.6 -342.2 3065.6 211.9 1873 1842.9 2167.1 820 598.4 4608.5 -1791.3 1983.6 7104.2 3570.7 438.4 3983.1 835.1 -1479.1
12946.6 12788 10801.9 16812.1 9964.1 13451.2 10810.8 14480.4 13375.3 14267.9 11841.9 13098.1 10005.8 10895.3 12831.2 12573.8 8018.5 9284.8 11883.2 17652.1 10187 9198.5 15141.7 8145.9 13709.6 12189.6 13068.7 18266.5 13169.2 12969.2 14659.3 12174.1 9705 10001.3 21469.6 20083.7 13368 8997.1 12898.9 16272.8 11476.3 10692.2 13049.7 18021.9 11265.2 11765.2 12849.7 10629.9 20720.9 12466.6 12893.6 12984.7 14585.2 15020.9 15846.5 11406.5 11733.8 15620.4 13165.8 15563.2 11839 16945.8 15261.9 13665.7 15694.2 14546.7 14420.5 15007.5 16320.1 9653.7 12637.1 14998.8 9600.9 13276.1 11445.4 12275.8 8818.8 9483.4 8173.5 12138.1 15240.5 8729.2 14017.5 15293.3 11319.4 9080.2
2222.3 703.9 1032.6 3556.7 1447.1 697.6 2014.6 1505.8 1021.7 695.7 763.7 820.8 917.2 443.1 2755.2 15771.2 1263 4953.9 2824.6 3410.5 1401.1 663.6 9315.3 970 945.2 280.3 457.9 637.2 1119.1 1404 2447.8 2120 2039.7 372.5 4490.2 1489.1 833.4 6040.5 4322 374.6 4354.2 409.1 1589.3 1578.7 847.5 496.2 2162 4416.3 407 474.1 1551.3 132.3 917.8 3517.1 2520.2 1313.8 13480.4 3760.5 1335.2 1549.1 1462 1385.1 2236.5 2803.6 3925.7 1202.6 5300.5 1543.3 3547.1 9460.4 5986.2 6666.8 3641.2 8878.6 1206.5 6748.6 1846.7 2891.3 4551.1 3378.8 245.1 2873.7 720.3 487.8 4974 7036.1
13228.8 10590.3 11165.3 14892.7 7326.6 12729.3 10782.9 16778 12830.6 5797.6 10458.1 7636.4 12735.9 9458.8 12055.6 11446.1 8030.9 10721.8 9446.4 15225 10565.4 10659.8 11912.2 8941.5 10922.4 10477.8 13046.4 19404.5 8403.4 12982.8 13879.8 7862.4 6388.9 10411.3 18086.2 12913.2 14452.1 8414.8 8194.9 15374.9 9766.5 11964.7 9444.2 11658.8 11842.6 17021.8 13147 12556.8 16966.4 16079 9806.4 13041.9 10878.9 13363.6 12883.9 12336.7 9546.5 14294.2 12509.6 11174.8 11376.5 11314.5 7830.1 7694.4 10508.2 19045 10116.8 10871.1 12356.1 9667.2 11545.6 12740.6 12740 13066.3 10166.8 11138.8 8746.1 8153.6 6992.8 10462.5 16256.2 10646.3 16460.1 12700.8 12083.7 13215.3
6945.5 787 958.4 3833.5 3515.3 354.8 4557.3 1371.7 2993.4 1769.2 92.4 544.6 890.5 656.3 649.5 7837 -6 977 8697 9212.4 6998.8 966.3 502.3 1753.3 3724.8 7858.6 1128.5 5606.7 828 2464.5 5863.9 1319.8 1365.3 56.4 4615.5 1291.9 122.4 509.2 5626.7 86.7 1333.7 41 5025.1 1606.4 2852.8 16 401.8 3402.6 159.1 217.1 7904.9 4490.1 5448.7 1227.8 1053.8 4813.4 7926.4 192 1016.8 7751.1 599 33.2 290.1 7513.3 694 1869.6 7008.1 1098.6 6289 1520.1 1504.6 182.5 1335.1 5655 4667.5 192 654.7 1022.8 2154.1 54.1 -14.6 1152.8 4144.6 10571.3 3144.8 8143.9
6601.3 5007.8 5763.1 13897 4907.5 6531.1 5923.8 3026.9 4780.7 5035.2 6306.6 5371.3 6305.9 7040.2 8515.1 7188 7750.2 9323.6 7743.1 7258.7 6701.2 4894.5 8637.4 2758.8 4914.6 4628.5 8614.5 6156.7 7476.9 7297.2 5890.5 7195.1 6093.2 5877.6 12962.7 3047.1 1298 6021.9 7123.6 3740.4 20825.1 6885.6 3880.8 3028.3 7147.3 8760.3 2331.7 11360.3 5651.3 3999.4 8617.4 4288.2 6695.4 9487.2 6226.2 5930 7449.8 3998.4 5332.2 5304.2 4351.3 2455.1 5354.3 6854.3 3917.9 2054.4 5877.6 2654.5 2251.8 3660.9 7185.9 5240.1 6908.1 4239.8 7816.8 8221.1 6540.4 6216.6 2945.5 3449.4 2534.6 2898.6 3214.2 7492.7 7765.2 6049.5
4946.3 3860.1 1938.9 5584.3 867 2263.2 1953 12647.3 5717.1 5127.5 1498.5 3240.1 8667.9 3240.1 3194.4 2362.7 2563.3 4366.7 4304 4740.3 3354.4 765 14523.7 3651.2 1386.5 5537 3504.6 5586.1 2263.1 5890.1 1964.2 2688.5 3952.1 5982.4 6961.3 8983.6 5696 2596.2 1552.7 6313.9 13817 5181.8 4336.6 7479.7 1898.1 10917.8 4790.3 4318.6 1613.4 3304.5 5968.8 5721 5296.4 2025.4 4079.2 2526 3550.5 1697.3 775.4 4380.1 8325.3 5118.5 3226.1 1675.3 7466.6 367.5 5265.3 4531.8 2556 1352.5 3581.5 2848.2 2250.5 7531.7 1484.6 3562.4 3972.4 3816.4 6010.7 3628.6 8569.8 10063.9 4836.1 4235.4 2470.2 2671.7
