"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173"
983.4 1869.9 844.7 3300.6 3221.9 944.6 1120.5 2054.3 1452.3 1364 1312.5 8870.1 5458.3 3627 2609.1 813.4 2379.5 2730.4 1841.6 2242.9 1072.8 459.7 1768 1864.7 785.4 2441.2 2306.1 1009 1272.2 1777.7 2259.2 8481.2 3330.6 2000.8 5221.7 1047.4 894.7 2271.8 3720.1 1949.7 5461.3 2642 987.1 1555.3 2187.4 3236.3 1078.5 6125.7 10456.9 970.8 3930 2789.8 2889 4197.1 1423.3 2859.4 2493.6 838.9 5816.5 734.7 2720.8 1517.7 1586.7 1431.8 14266 1385 1395.6 768.4 1154.4 1795.9 2944.4 1360 4736.8 1194.5 5102.4 1864.9 3316.7 3029.5 2115.9 1173.7 4403.5 3247 6147.3 1952.2 4663.4 6790.6 2785 2468.3 1520 1557.1 1268.7 4973.2 1416 1394.4 1417.3 3913.1 1993.2 15174.5 2114.9 5762.4 4753.4 2679.3 943.8 3284.4 3918.5 2716.7 4479.2 2546.1 3929.5 1437.8 2034.8 1605.7 7419.3 5082.4 1604.8 1468.7 2000.3 2391.1 4581.9 2721.1 360.9 1535.9 5385.1 2540.2 1081.6 8707.6 6336.1 4813 5576.7 964.4 2648.3 2726.1 7060.9 3915.6 1239.9 4238.1 4595 3539.9 2022.6 1427.3 1879 2158.8 483.2 1016.1 3317.7 2403.9 5014.4 2352.3 1292.7 4334.7 2635.2 5076.1 799.1 1204.1 3486.7 5295.9 2995.9 2487 2109 1117 2341.8 4931.5 2284.2 2267.6 4877.6 4961 3206 1975.5 3327 3509.2 2321.1 6880 2867
6978.8 8393.5 8916.8 7795.8 7675.4 6527.5 7215.3 3859.5 6871.8 6005.7 3303.1 6086.5 6165.5 7641.1 7755.2 6445.3 11716.3 7817.4 6983.6 6455.9 6806 2957 9139.9 12551.6 13841.9 6199.2 7145.7 8240.5 5321.8 9454.8 8761.2 8110.2 7850.4 5160.3 7403.3 8883.9 2733.1 5381.9 10828.9 6905.6 5315.3 4518.6 5519.1 10545.7 11504.5 3603.9 8597 7711.3 10574.8 6354.7 11928.4 19410.6 8335.4 7442 9803.4 6711.4 15097.6 8235.9 6149.6 6252.4 6983.2 8780.8 7119.3 7009.5 7481.6 8182.9 6927.4 8865.4 8404.1 10665.5 5918.2 7176 7516.8 7141.4 8657.6 10421.5 10365.1 8780.7 8341.2 4687 4526.2 7769.4 10451.5 7501.4 8094.7 7590.5 10631.9 7462.5 5905.5 6393.4 10885.2 9712.7 7462.1 7469.9 7578.6 8902.3 5941.5 6259.7 6743.5 8325.1 5226.4 8191 9379 6325.7 9593.5 11142.2 6481.1 9847.7 12893.2 7285.2 5350.2 7668.4 6370.6 7060.3 8883.8 10041.6 6331.5 6474.5 7053 7888.5 3564.9 6189.3 6345.8 8270 8187.1 6586.1 6902.3 9774.2 6042.2 5587.2 5651.2 6581.2 6941.2 8236.3 6838.8 7357.6 8415.5 5086.4 5028.6 11636.1 6253.3 7374.5 6904.1 4861.1 5728.1 9851.7 10504.7 9088.5 4839.2 8878.1 7047.7 8267.1 8621.6 7718.3 6529 6095.6 8012 7205.5 9568.4 6510.8 7368.3 7365.8 10460.1 12651.2 5800 10282 9114.8 5365 9641.7 7488.5 9242.9 8731.9 8515.8
1929.9 9755.9 1797.6 2921.3 2298 1715.9 7478.3 3266.7 2154.7 1941.7 1752.4 2022.4 2838.5 1044.4 3313.8 6636.1 3184 4647.6 2639.1 2570.9 3559.2 709.1 4888 3336 2188.1 2688 6673.3 2742.6 1901 1226.4 1920.7 1875.6 860.5 3805 4720.4 1294.1 5405.6 7295.9 2283.9 3181.8 4029.3 9057.4 3218.7 4341.5 3040.2 2393.6 4732.2 6939.9 3434.1 4861 5924.6 3729.7 4881.9 1787.3 3727.8 5354.2 5750.4 927.4 2638.3 2945.4 8880.9 4832.1 6931.6 9707.3 3103.8 4123 5540.9 3045.4 1987.8 5605.9 5968.5 1810.9 5994.5 3466.7 2217.2 3065.9 2150.2 3651.3 2275.9 2662.4 5410.2 1532.2 4670.9 5391.7 3371.9 2472.9 2882.3 2687.3 4530 6920.9 9583 4823.9 8480.7 3267.7 2690.1 1465.2 7493.9 4286 6359.2 3493.3 9659.7 4626 4285.5 9550.4 3481.7 1978.5 5251.5 3759.7 1926.4 1967.9 3680.7 5634.5 2289.1 3726 2986.2 1169.7 2353.4 7774.2 5298.2 2052 12853.3 10267.8 4668.3 1990.9 6990.5 7842.2 3716.9 2207.1 2634.4 7345.4 3216.5 4713.2 7179.6 2081.1 5021.8 3325.3 2019.5 6492.7 3234.3 2464 3997.8 3817.5 2303.2 4065.5 2839.3 4017.5 1437.7 4407.6 5373.1 3073.8 2110.1 2344.4 5226.9 3279.4 6974.5 1940.6 6735.1 7418 2049.8 5027.5 826.2 3440.4 1982.6 3321.3 2668.4 4754 2986.9 4074.7 2876.5 6380.7 4638.3 1640.4 2640
8300.4 7131.9 14392.8 1961.9 4970.3 8671.3 10350.9 5577.4 4735.9 3745.5 7840.9 6240.6 5835 7386.9 9151.6 5521.5 4663.3 8359.8 4915.9 3608 8623.1 6564.6 3654.1 4925.8 9311.4 3877.6 8193.4 1988.2 5223.5 1870.2 3784.3 8200 6746.1 6422.5 6546.8 5252.5 3217.1 6884.1 5264.2 4556.6 6119.4 7123.1 1970.2 3822.5 4429.6 4384.2 5759.4 3778.6 3438.1 6897.9 10449.8 3450.1 9076.4 2993.4 5259.6 9536.4 5239.5 8228.1 9341.5 10866.7 4612.8 5016.5 5154.4 7405.3 5285.8 7601.8 3732.4 4537.7 7117.8 4887.3 4269.7 4006.8 2732.2 4737.2 7961.6 2071.6 10559.8 7122.8 7364.7 7030.8 2611.3 5500.6 3691.8 3151.3 4641 5070.8 13047 3621.6 6924.8 4566.2 3564.6 7131.9 2592.9 4262 7012.7 5394.5 10009.9 4334.4 6185.5 5542 5641.2 4265.3 4238.7 6583.8 6802.5 5608.8 7971.9 6438.3 8549.3 11073.2 10065.4 3933.5 7699.2 3475.8 4264.1 4228.7 4370.9 5294.6 5785.2 7019.7 5380.3 4218.1 4854.1 5316.5 4767.2 3215 4781.8 5414.8 4762.2 6668.7 5535.5 5415.8 6176 5089.9 4903.8 3423.4 4741 5366.2 4928.5 5690.7 3652.6 3776.6 5151.6 3494.3 5826.1 4174.2 5974 4204.5 2952.3 5218.7 9970.8 6344.6 8523.7 4797.6 3208.3 5053.7 3362.5 4321.4 4529.3 3846 7061.7 7736 3289.9 7926.2 5553.1 9850 10096.9 3479.1 3474 5530.6 6168.1 6930.8 2422.3
9645.7 9775.2 11510.3 6981 3342.6 5729.7 7602 6437.5 8958.8 5343.5 9566.2 5238.3 8191.1 7803.8 9278 6138.7 7287.3 6826.2 7978.4 4164.2 8298 3009.2 6422.5 13348.8 9759.1 4190.4 7240.3 6740.4 5766.3 8860.8 5517 7069.3 11910.3 4290.3 5959 13015.1 5134.3 5168.9 6612.4 7505.6 6822.5 11007.1 6764.1 6883.3 9367.2 5497.4 7881.5 6240.2 2654.6 7250.6 9474.5 6608.9 4889.8 9058.2 5094.3 6768.3 8778.8 6390.5 3400.3 8828.8 6211.5 5315.3 12827.4 6987.8 5317.7 12178.6 6047 11045.9 14561.5 12790.8 6405.6 6325.1 9015.5 7632.3 6366.8 11577.7 7346.8 6383.8 6634.1 5311.4 4435.8 5842.1 7087.5 4965.6 6281.7 8061.5 4657.5 5931.1 5066.5 8645 5476.8 5232.9 6896 5094.9 5747.2 13436.4 9964.7 6310.9 7915.9 6248.7 6817.8 9821.7 7345.9 9633.1 9363.5 5449.9 6654.6 6862.5 6936.2 2757.5 6751.4 4544.8 4549.2 3826.2 8364.8 3526.8 6821.8 5782.5 7259.8 8038 7433.6 7255.2 5940.8 4921.1 8872.8 6512.9 4356.2 5392.6 4768 7724.5 6464.4 6223.8 7452.7 6852.2 5535 5705.7 6388.1 5514.3 3792.9 5062.8 6841.7 6635 6111.7 7936.2 6546.7 6501.4 3662.6 6330.5 8788 4612.3 4142.9 6109.7 7937.2 4922.2 4503.2 2901.9 5966.2 5113.9 5307.9 7172.5 6386.8 6404.8 8696.5 6983.8 9231.3 8351 4017.1 4752.1 6977.4 8388.4 3599.7 4715.1 7578.4
1106.6 901 2335.5 3891.3 1533.6 3020.8 2145.4 2111.8 4073.6 3252.3 2434.1 765.4 1994.8 3833.8 6021.4 7529.5 4481.1 512.9 3599 3923.6 11422.9 1769.8 2112.8 3179.8 1696.9 3053.9 2554.7 13254.2 2685.7 2197.5 4525.7 3182.4 2746.4 3924.8 2032.7 8192.4 1884.8 8442.2 3544.1 2122.1 3483.5 7727.5 3619.9 6411.8 5195.7 4068 2255.7 1028.7 1914.8 2349.2 1035.2 1390.2 1843.4 2814.1 4284.7 3943.5 5443 2953.4 1443.8 1889.1 1649.8 3129.2 951.6 1836.9 3951.6 4254.4 1678.7 1765.4 3479 2705.7 3005.2 1361.7 516.3 5369.4 1473.1 1891.3 1093.6 631.8 3807.7 3993.6 1761.4 4963.9 3281.5 3896.3 3197.4 2519.4 1264.7 3078.1 3633.1 2683.6 4829.8 4521.8 5447.1 3475.7 5623.5 2953.5 4104.7 3893.7 1449 5654.3 2914.8 12964.2 3519.5 1947.3 4288.6 6751.4 1557.6 3908.6 2198.3 2551 898 1214.7 3168.5 1219.1 1685.2 4282.6 4536.7 3349.7 2248.2 4351.1 6546.2 3041.2 5622.6 11545.5 3481.7 3597 4785.9 3511 2717.4 4912.3 8633.9 2408.4 2111 2149.2 5177.7 1856.6 4119.3 5016.1 2922.5 4424.9 6581 3713.7 3354.9 5592.7 6120.7 2649.3 4498 3081.9 8675.7 6706.7 2378.5 3614.8 4741.1 3976.7 4088.5 2724.4 4373.5 2205 3990.9 6909 9314.1 3573.8 1884.6 2863.6 6976 1484 1198.6 1736.4 2588.6 2795.6 4478.5 1772.2 4778.1
6748 6954.1 11773.3 8830.1 8036 4933.8 6832.9 6549.5 5512.6 6229.2 10283 6529.3 7979.5 6742.6 5405.2 3873.5 4816 4766.6 6090.3 4108.8 3583.5 6498.9 5756.4 5120.9 4760.9 5225.3 3206.7 3654.8 3856.5 4068.1 5912.7 4975.2 5302.9 4040.1 3252.4 6054.1 7382.4 5311.6 5045.3 7031.1 8351.3 4341 4215.3 3871.1 11275.6 4405.1 6277.2 2448.4 3564.5 7760.4 5399.2 3215.2 8334.8 6168.3 5464.3 6890.8 4250.5 5030.3 7813 7726.9 5711.2 10034.5 21145.2 8122 4778.2 5004.5 8582.3 12445.3 8679.8 5230.4 4639.9 6109 6378.5 8028.8 11123.9 8681.1 8126.4 5951 6609.8 4922.9 4110.9 3706.1 3022.4 6495.8 4399.4 6284.6 5313.5 6086.4 4390.4 5821.8 3470.6 5042.9 4652.1 3973.3 4325 5885.1 4634.4 3959.8 4249.3 3302.2 2875.2 7103.7 4367.6 4919.3 5171.1 5937.9 4657.3 5652.5 3782.5 7309.9 5179.8 4946 5994.3 4666.1 4341.5 6439.7 3444.6 2595.4 5253.2 4217.5 6010 2841.7 4692.6 6433.8 5556.4 3854.2 3563.3 6363.3 4008 4227.2 3832.1 3963.9 3696.9 7682 5100.4 7243.4 3221.8 3283.8 4960.6 7824.9 3944.4 3840 4983 6208.6 5180.9 7868.6 9462.3 7389.7 4026.2 5503.4 5340.9 4637.2 4696.3 2316.1 2796.6 5428.6 3468.5 3455.5 4040.2 4599 4878.8 6794.3 6078.5 7167.7 5420.6 8536 6190.1 4100.7 5579.2 3164.3 4385.3 8858 3535.7
516.4 14950.8 1024.6 1345.3 3986.3 12823.7 1822.7 7655.4 5074.3 1035.4 2632.8 4693.4 747.2 816.7 1231.2 305.3 924.4 325.8 630.1 677.4 6169.3 576.5 709.7 926.1 175.5 790.3 580.2 957.2 607.5 416.6 401.5 842.6 479.7 578.1 855.7 546.4 1171.5 1372.5 10282.9 871.8 543.8 1726.9 1518.9 464.4 1897 3217.8 1304.1 2499.1 1143.8 2249.9 838.8 1979.2 426.7 1819.3 508 907.3 663.8 701.7 575.3 2395.5 309.2 1787.2 3169.5 1242.8 1200.6 1762.2 2483 1761.5 1848.3 5621.9 2097 1170.8 1759.1 1591.7 4754.6 1238.2 1164.2 1629 6426.7 275.2 1003.2 411.2 796 700.9 431.5 456.8 3961.5 2235.4 460.7 570.7 384.8 396.7 575.3 862.9 170.9 1807.4 286.7 2639.5 978.3 349.1 272.9 1002.5 564.3 934.9 2286.4 4423.9 658.1 1006.2 723.2 381.2 599.6 638.8 660.2 603.5 314.5 394.6 680.9 9201.5 944.3 2331.4 348.2 742.7 421.5 705.9 969.3 553.1 224.4 967.4 178.7 616.8 1278 498.2 406.8 583.4 427.3 813.1 921.4 490.5 1675.9 415.2 617.8 3068.2 1232.2 1729.3 237.2 615.7 163.8 531.7 670.2 5099.6 139.9 1303.8 1579.6 519.3 1139.6 196.4 1237.1 2132.3 8609 488.2 1058.7 897.3 963.8 8884.9 1155.5 654 561.7 501 618.7 805.7 1119.4 998 6394.2
2502 5694.3 3571.5 2729.4 3672.7 6896.8 4419 2834.1 6061.9 2647.9 2507.8 4989.7 3611.3 5021.9 7226.2 5413.2 5271.4 4234.8 6281.6 5898.7 7588.8 1945.6 2944.4 2569.5 2641.6 3939.9 4672.4 2516.4 9124.9 2866.3 4812.5 3112.7 3147.9 3845.1 5833 5767.1 2008.1 5489.8 1827.8 4703.6 6679.8 9751.2 3854.6 16143.8 1559.4 3240.4 6047.4 6982.4 3091.8 5645 4271.5 4387.9 9678.4 2963.3 3979.4 3659 3841 3815.5 5319.5 2308.4 5687.1 2909.9 3383.9 7037.2 6227.8 6989.3 4704 2260 3867.6 2567.3 4094 3428.4 5364.1 3486.8 3028.7 3213 4618.7 5867.1 2839.8 8456.6 8138.4 3588.8 3329.4 3759.5 6443.3 2716.5 3662.7 3005.2 6857.6 6792.1 10454.8 5413.8 3747.9 7134.5 5597.3 3249.9 4565.1 2886.8 3361.9 2749 3945.3 2967.6 3921.8 5828 3622.1 3424.8 4465.2 4221.2 3438.4 3023.4 7820.9 4738.6 4764.8 3682.7 3105.9 2793.9 15453.3 6604.9 2496.7 2762.2 4009.6 5217.2 7959.7 9185.3 4333.6 7250.3 4601.5 2566.1 3547.4 9615.2 7067.2 8397.9 5707.1 2241.5 3829.3 3460.7 5061.3 4804.9 3774.9 2729.3 3874.2 6244.3 7032.7 5712.6 2118.3 3458.2 2650.2 3532.1 5187.7 2930 4216.8 4443.4 7145 5635.1 4171 3896.5 4492.3 8974.6 4928.4 4342.7 3356.9 3411.4 3211.3 2691.6 2773.2 2298 2480 5035.4 3641 7030.4 7047.4 2107.5 6484.2
11840.2 9177.8 5096.6 3779.4 4240.2 6367 9650.5 6184.3 7804.8 6792.8 5875.9 9013.2 5460.1 3806.3 6058.9 5034.8 4296.1 4160.8 5427.1 10161.8 6966.4 6676.9 6962.6 5006.9 4112.6 4650.5 7882.3 5717.6 5578.4 4395.8 4609.6 8233.9 5910.2 6524.1 4297.5 3693.3 9810.4 9876.7 9471.6 12519.8 9624.6 5337.2 11531.2 8387.5 4804.6 5659.6 7142.3 3584.8 17023.3 9171.6 2902 7656.8 5104 5095.8 5531.3 5486.8 6222.3 6378.7 4397.8 6158.9 6271 6831.1 5291.1 6344.7 7863.8 5264.4 4191 5060.2 4551.7 5967.3 6829.9 7277.7 4637.6 6662.8 6123.6 4053.2 5616.1 8030.8 7580.3 5536.1 3397.6 4389.5 3514.1 3936.8 9168.8 7215.4 5308.2 5811.4 5275.2 3847.4 5298.4 5849 5190.9 5455.4 7236.4 6628.4 7083.2 7030.3 6475.5 4923.4 7618.4 5392.1 7722.1 9133.4 6495.8 6892.5 8674.3 5730.6 3442.4 9683.9 6949.9 6219.2 10203.2 6950.7 8033.6 4424.9 9042 7271.6 7696.8 6049.3 5434.1 8294.1 4717.7 5405.5 5719.5 7130.2 5494.4 3748.7 8381.1 15335.9 7816.4 5999.4 10625.4 4096.7 5878.7 5151.5 3163 6467 7040.1 5469.7 5338.2 7766.8 13771.3 3702.2 5921.4 2970.9 6240.5 5220.3 6517.8 3757.1 4240.4 4586.5 4096.5 9871.3 6408.9 6550.9 6910.5 4063.4 6626.7 4604.9 5693.4 7906.3 4796.5 5616.4 8966.6 4382 5839.1 6147.9 5238.3 4965.3 4729.9 8394 7540.1
5904.9 3119 4624.9 3685.8 4744.4 7214.8 5277.7 8135.3 8450.7 5523.6 10096.5 2804 6686.5 6562.2 3120.1 5920.4 6361.7 8137.6 3702.5 7732.7 10011.2 4778.2 7561.2 6273.4 5295.5 7090.1 8215.3 7179.4 6432.2 3505.4 6055.9 7568.5 5164.8 5241.5 7598.5 9110.4 4011.9 6910.4 6129 6017.7 5695.5 13229.1 3903.8 5351.1 7674.9 6596.4 3728.4 6745.8 2737.3 12971.3 7868.3 6026.6 3563 7580.4 3741.8 4015.6 3406.4 6941.9 5614.4 4391.7 9934.7 5263.3 7282.7 9398.7 4274.7 3277.2 3873.7 2987.2 6662.2 6116.3 4030.1 3736.6 7725.1 2759.4 3208.8 3470.2 5657.1 6950.4 7916.9 4511.4 11766 6018.4 6465.4 7457.5 6166.2 4068.9 8200.5 7954.6 8931.4 9188.8 7865.2 5760.8 10845.9 4692.4 8253.4 9209.7 7984.9 3048.4 3534 5269.1 5491.7 2751.6 7212.2 5875.2 3201.4 3233.1 1772.4 4263.1 4749 5936.4 6966.7 3282.8 3698.5 4025.9 10122.9 4253.7 5379 6481.3 4443.5 6119.5 10069.4 5773.3 7103.5 3688.6 7153.2 3376.3 8533 5245.7 3057.6 5912.1 7141.2 6277.1 7052 5764.1 8760.3 4820.1 6353.6 3450.6 5029.3 5234.1 8713.3 3694.8 5995.2 13592 4991 6424.5 7531.6 3159.9 7428.3 5201.7 7771.3 3592.3 5443.4 5799.9 5089.7 4055 5912.9 6928.4 8687.1 9313.6 10236.8 2959 7948.9 6062.3 6579.2 5522 4890.6 3501.6 3811 5754.7 5142.5 5841.9 3016.4
3391.3 426.7 2576.8 1133.9 1505.5 2205.1 1088.7 2321 950 1517.1 2279.3 629.7 1980.7 4317.7 5764.6 2276.9 108.9 803.9 6963.1 5573.9 1828 1905.4 3450.9 3553.1 3926.2 541.2 667 1602.8 6710.4 1111.7 13382.6 4480 1231.7 1467.3 2009 4895.2 764 6039.2 745.3 1601.2 1848.4 851.1 1461.4 7053.8 753.1 2021.6 437.4 574.3 935.5 2855.7 389.6 447.3 1118.5 1368.9 678.3 444.4 940.7 1075.2 986.4 719.1 1329 662.7 224.2 463.9 892.8 1096.5 985.8 3130.8 979.7 442.1 943.7 5187.1 906 2203.8 965.1 3920 2998.9 1291.6 3594.2 1728.5 1448 1897.7 445.9 839.6 554.9 1668.3 358.7 1220.8 378.9 6620.7 1883.1 1001.5 709 6320.9 708.4 789.3 741 807.6 585.1 1233.7 527.8 13956.4 525.5 1393.4 2490.1 419.3 1135.6 1663 790.9 889 3356.7 2128.1 1208.4 2478.9 510.1 6316.9 13069.2 902.8 942.7 783.3 301 585.7 903.8 6454.8 594.1 1377.9 1792.8 966.3 1301.8 2204.3 3300.5 1837.7 1645.2 2401.3 1598 1465.5 1800 2913 1265.3 4893.3 671.1 1589.8 2127.6 620.2 867.9 5241.3 1929.2 2106.4 934.8 1000.9 745 3970.1 1182.2 2824.1 4110.9 1417 2324 372.1 5855.5 988.6 3868.1 1682.2 2282.3 930.3 1912.3 633 834.4 6508 1730.3 1906.7 3676.2 979.8 2005.8
6905.8 8922.6 6305.6 5981 9824.5 4599.6 3089.2 7942.3 7853.7 4404.5 5400.8 10425.7 5196.2 6882.4 5137.1 4225.2 5109.8 5612.4 6740.8 8765.7 4541.2 3421.6 5636.3 7877 4527.3 9739.6 5208.7 5656.3 7524.9 7171.6 10538.5 10485.7 6121.2 4588.9 6929.7 5295 4006.4 8213 6968.7 4005.8 4044.1 5028.5 3575.2 12137.6 4355 5596.9 5987.2 8485.8 8663.4 4186.2 6417.4 8862.8 8289.2 3229.4 2088.6 10184.4 3556.8 5614.1 5948.3 6493 2827.1 5717.8 5272.6 4433.4 12596.6 8162.7 4561.2 3317.1 4298.8 2968.9 4799.1 6547.2 6317.5 3211 4159.6 3940.2 4768.1 6022.4 6392.7 3671.7 7278.4 6933 3925.7 4939.9 11157.4 4811.3 5429.7 5679.2 7163.2 2720.4 5095.8 9390.1 4547.6 5458 5110.7 6015.1 3208.1 8741.7 2934.9 5035.6 6593.9 7021 6501.9 4403.3 6341.2 4898.5 5537.2 6627.7 4938.2 7892.2 3386.6 6993.1 4613 10784.5 6286.8 4527.2 10609.4 6408.4 5775 7288.1 9927.8 9285.1 3813.9 4874.4 6324 7414 7544.9 5493.2 9040.4 7186.2 7357.9 6942.2 6089.9 11670.3 6217.4 6956.9 4396.4 5355.5 8258.3 6024.6 7776.1 7414.5 7610.3 7613.1 5528.5 5343.8 6658.1 6338.2 4245.6 10341.2 5783.5 6529.5 3660.9 7540.8 4290.2 6285.7 7192.8 5143.6 10556.7 3415.2 5197.6 7397.6 5078.5 7854.4 4623 5580 4258.4 6110.4 5520.8 4149.9 14659.2 4431.5 11878.1
3020.7 7857.4 2081.5 2734.6 3433.9 5455.5 8593 2683.2 3598.5 5332.7 6538.1 2223.6 2935.5 2028.7 5494.2 5493.7 8345.8 3022.8 6354.9 4973.5 5515.2 1652.5 3549.4 2316.6 2667.3 3791.9 3324.9 4040.6 3036.5 3063.1 4186.6 2920.8 2100.1 6132.5 5755.3 3422.8 2646.5 8825.3 2787.6 3557.3 5896.4 10309.6 4981.3 5944.3 6122.3 5837.4 7432.5 6908.6 5873.9 8026.2 8641.4 10025.6 1940.9 2121.9 3267.6 9495 12303.7 5769.8 3450.5 5478.6 5372.3 3776.1 6724.5 7236.2 6085.1 8540 9511.6 7071.6 6637.2 15011.4 4929.2 3208.4 4469.9 4416.7 4798 4787 4276.2 5429.2 2399.1 4167.9 4037.5 4330.2 5052.7 3142.5 4185.4 3625.7 4053.7 3972.9 6750.6 3200.8 3343.8 4690.8 6980.9 4295 4265 3303.1 4685.9 3369 3979.2 5868.5 8487.7 3735.1 7011.2 6648.3 3165.9 3219.4 2653.7 5083.5 3810.2 2394.2 4060.9 4571.7 3004 3899.7 2603.9 2031.8 4353.8 10570.8 8604.2 6350.6 6745.5 6843.5 4607.6 2265.7 8572.4 9110.7 5781.8 7962.1 2658.2 8060.5 4630.9 6299.8 7406 2884.8 4729.4 3950.9 3912.4 7179 4405.9 2459.2 7735.4 6119.8 4950.1 6110.9 3751.1 3888.1 4149 5318.4 4149.9 5627.2 5751.3 3287.8 2988.3 4893.5 8269.4 2498.7 7631.2 8668.5 3078.4 5624.5 4273.8 6451.8 3145 4550.6 5095.4 5697 3375.1 4375 4822.2 6551.4 7011.1 2631.4 3236.8
174.9 278.8 2198.1 150.5 3664.7 2672.8 101.6 219 1104.7 2426.5 10.1 2702 2722.8 4202.7 355.3 3626 279 3062.4 4738.6 306.9 443.3 367.1 625.4 497.5 174.9 347.3 181.7 240.9 411.4 3149.8 195.3 4205.9 202.5 94.4 5328.3 243.2 140.6 2309.9 2506.1 818.3 2397.2 243.2 803.2 680.9 276.6 622.8 700.7 551.4 758.9 2768.7 195.3 8931.2 1077.3 339.3 433.1 427.4 441.7 4642 915.1 1211.6 405.3 201.5 246.3 320.4 2767.3 124.4 16.4 3241.8 1172.8 680.7 2021.1 473.5 7035 2126.5 2682 192.5 6650.2 4095.2 264.4 526.5 428.3 3961 446.3 357.7 8759.3 3518.2 211.9 287.1 254.2 2745.6 534 511.6 130.9 172 107.3 5463.7 164 8029.6 3053.5 1934.5 705.1 380.9 236.4 507.5 3917.9 544.8 2693.7 306.9 215.4 203.2 206.7 263.7 598.5 625.3 6814.3 404.3 9121.6 5750.5 888 3630.6 5473.9 2852.4 572.1 226.1 167.9 1102.4 10865.1 413.8 494.3 5209.7 6305.2 3497.2 563.5 387.3 108 257.7 260 239.6 1567.6 139.9 2256.5 327.3 3273.7 4314.8 781 827.4 2588.6 528 186.2 172.9 5071.8 199.3 168.1 160 122.8 526.5 6152.6 8680 236.1 2768.7 127.4 285.7 670.4 306.5 2261.6 202 251.9 237.6 3223.4 2520.5 4670.5 2891.3 271.2
11303 5885.5 6052.6 10936 8184.2 5275.8 7022.7 11808.4 8039.1 8138.2 6536.6 8388.8 10707.6 10123.3 7864.6 8672.2 6941.5 6524 5041.9 7083 8368.8 7624.6 8209.8 5272.6 3958.7 8005.5 7876.3 8252.7 8037.4 6826.8 6357.5 7037.6 5886 6525 12966.5 8389.4 6508 9847.4 9952.4 12926.9 10235.3 9983.1 8039.5 8478.7 8661.9 13344.7 14694.6 7527.8 7340.9 9667.9 11305.1 5236.4 7144.5 9929.4 10522.7 5429.5 7574.7 8982.3 7462.3 9368.3 7829.8 11165.6 18331.1 7104.5 8480.4 13375.5 11389.1 11906 8804.9 12316.6 11844 8434.5 10603.4 9513.9 6824.3 13005.7 9499.9 8815 7620.5 6706.7 6298.6 7827.6 6556.5 6174.1 8201 8547.5 8467.5 8026.7 6422 5211.8 7585.5 7347.4 6989.1 6921.4 5051.4 7278 6340.1 9025.9 8246.6 6225.9 7030.8 8104.3 7877.3 5991.1 6848.7 8153.4 11204.1 10176.6 5630.4 10011.5 7050.2 8747.8 7965.4 12742.2 6895.5 5686.2 6629 7291.4 5780.5 6526.4 3461.9 6899.5 4584.2 10150.8 7650.5 7129.1 8190.3 10791.6 5919.6 5330.6 13207.9 10957.7 7310.1 8982.4 6370.6 6934.6 10247.3 9439.1 6921.2 8945.2 10491.5 7896.1 7712 8781.2 10135.6 10208.4 8473.4 8890.9 7188.4 8976.5 7988.7 9637.2 9757.2 5481.9 7917.1 8923.9 6643.5 8932 5239.1 7119.1 6585.8 10396.5 6673.9 5484.4 5672.1 11174 9024.7 6642.9 7669.3 11313 6640.4 8462.7 8362.4
