"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111"
29942.1 47957.4 33668 44962.5 42739 40999.4 40969.9 64601 60403.4 51753.6 38790.2 37938.5 46585.1 52499.6 38269.7 43302.7 64355.7 57048.2 45807.5 49188 56749.7 25447 77623.8 61151.5 66778.6 50802.7 35252.1 87712.7 72081.2 41996.3 22023.1 62209.7 73547.1 63984.9 51277.2 53854.2 48075.3 45941 64672.3 46129.2 68090.5 75871.5 37553.8 74622 78508.8 65138.2 59198.8 53028.7 61922.6 64884.1 37235.2 37613.2 37360.3 48594.4 48223.4 70885.8 42484.4 51714.3 36122.5 64162 34643.9 53903 40037.8 37199.9 43080.9 46213.7 42237.4 39393.8 53873.3 44373.6 46252.5 31324 53440.7 58675.8 51783.4 57000.9 51365.6 61783.8 36588 39376.9 38925 35925 42717.3 52790.9 59864.9 42059 40063.5 51626.7 59718 42794.9 41892.2 68035.6 59376.2 58069.4 62710.5 66517.7 50152.1 76515.4 76410.3 66961 53149 57887.1 60997.1 80810.9 73103.7 65046 41106.6 49742.9 60341.5 52189.5 47524.3
46019.2 53110.1 62580.4 39288.4 32794.7 53727.9 45703.3 35910.8 54788.6 57155.9 43782.7 53214.5 60182.9 52018.8 40219.1 48674.5 75249.9 36212.5 39645.8 39629.3 43774.5 10364.7 64768.7 65941.4 54524.9 68442.1 44641 76094.3 36289.9 52483.5 25773.9 65915.9 47761.7 31635.9 31126.9 46920.7 53006.1 34658.1 42946.7 47167.8 50786.9 51125.7 47390.7 54126.4 39857.6 67783.9 39297.3 51070 59430.3 66293.7 41646.4 37937.3 38361.8 56898.9 54987 69091.5 45443.9 45448 29090.8 49709.9 34425.8 32948.5 32397.4 33781.3 31857.4 45276.3 55875.1 36449.3 48086.3 46480.5 52918.4 50780.2 49547.3 47290.8 50973 53038.2 47569.8 62579.8 49532.5 42524.2 39955.6 26566.9 36133.8 39893.6 56699.6 37029.6 44918.7 58915.6 30819.7 42142.2 16347.5 61611.8 46982.4 72120.2 73881.6 61938.3 50507.8 70342 72917 67178.6 63678.5 68948.2 65233.5 69669.2 51733.7 75296 48150.6 46757.1 67868.1 38092.3 47616.4
56.1 413.5 671.3 816.9 1401.1 1031.1 438.3 353.7 286.4 608.5 198.8 178.7 148.3 42647.9 5462.8 342.8 550.7 1057.6 100.6 1745.7 377.1 764.3 133.8 219.6 397.7 176.2 255.1 510.4 418.3 5826.2 77.9 574.4 102.9 226.4 51.4 3763.3 197.6 191.2 2042.7 3085.2 148.3 122.9 264.8 253.1 73.2 111505.6 282.7 149.4 195.6 1346.8 412.7 31.1 354.4 3335.8 666 408.6 242.6 213.7 175.7 2295.2 185.4 3724.5 179.7 174.3 73.6 8675.2 13771.7 186 538.2 9567.5 257.4 475.3 857.8 1062.6 197.3 501.9 1870.5 472.9 1342.8 775 293.8 357.2 223.5 70965.4 8291 324.3 181.7 569.7 284.9 1002.4 239.2 348.3 222.5 895.6 464.8 1120.6 349.2 430.3 737.5 213 575.8 18026.7 173.1 470.9 350 186.3 268 112.2 821.3 57.6 270.7
7369.8 2421.8 6047.2 2384.8 387.3 14602 557.4 5297.5 1253.5 4068.5 7960.4 25662.8 35.1 1042.9 2373 887.7 1957.8 811.2 613.7 3845.9 3565.4 1253.2 2593.1 7255.7 275.4 1915.9 1274.2 853.1 271.7 11080.4 3626.2 1402.6 277.3 17.4 65.8 1846.7 1177.2 1100.9 3254.1 5037 5231.9 554.5 275.3 76 1664.4 5005.9 78.8 1285.1 360.3 1731.9 625.6 5189.6 8411.7 6870 5535.3 567.1 6120 9956.5 56.3 10004.8 4109.7 3313.9 6875.2 3176.5 1312.4 4028.9 6344.2 1361.3 1440.2 3512.8 21.7 33.8 240.9 18369.8 19.4 1795.2 1574.4 204.9 176.5 9347.2 9547.5 571.2 550.3 2352.6 7643.7 1291.2 374.5 1433.4 496 727.3 51.6 606.6 37173.8 81838.9 97.9 8064.3 6789.7 3373.2 3029.3 3823.3 2959.3 3282 56951.9 6912.2 3361.9 75510.8 27.4 652.9 15762.6 7622.2 54356.7
4679 5694.9 3685.4 47855.9 20000.9 7011.9 20668.9 52249.8 61928.4 44449.9 21744.4 17445.2 4355 2977.3 21519.9 16077.2 3972.1 25468.6 25898.8 23876.3 14384.1 9103.9 30015.9 5621.1 8007.5 7015.6 4339.3 12637.8 20484.9 2938.6 3344.8 13163.2 40389.9 2299.2 8349.2 28586.6 38664.5 20137.5 9479.4 7202.4 15364.2 65668.9 8347.3 29380.7 27194 5795.4 20032 23586.9 1603.9 13118.5 20217.1 36013.6 21917.1 4447.5 17620.7 31957.5 9647.1 22713.5 9627.4 5367.7 14232.8 17245.5 29570.5 26156.5 18506 4619.7 3446.8 14872.1 8507.4 19559.8 26909.6 9592.3 13244.5 13867.6 51.6 15996.1 32899.1 43872.1 28446.7 9192.3 14848.4 29940.3 9133.5 32560.1 21612.6 24211.1 6435.9 23124.7 38732.3 25418.7 31661.1 5452.7 8673.8 3227.4 39328.9 6292.4 27197.5 8492.5 8318.6 13458.3 15855.7 14345.3 14940.1 1561.2 10211.1 17932.1 25521 18901.8 22993.9 37702.2 25347.2
42306.2 38638.6 52793.4 62177.4 36659.8 30083 63206.1 51791.5 33049.6 42026.5 29597.9 39124.2 75408.4 37718.2 37059.3 31677.5 59923.9 38410.7 41329.7 29068.8 38024.6 50042.6 55925.6 52613.4 73699.2 51296 39972.4 77847.8 44209.1 52445.9 18666.7 51831.2 39999.1 39287.1 84573.1 35184.1 34690.9 35971.3 31558.8 41581 56148.6 49865.8 34668.6 49243.4 51023.7 55900.3 67533.3 45449.6 52630.4 56567.8 36849.6 43029.2 31953.3 48846.2 49611.8 60160 43369.3 45178.7 25013.2 48679 32036.6 30012.4 36947 31779.5 32431.7 36782.4 54483.4 36803.5 53263.1 37786.5 43919.7 25772.5 38468.1 54737.9 53174.2 46941.5 41953.3 53815.2 36155.9 30434.1 36793.4 34015.3 33455.6 48504.7 57639.3 37131.5 32949.2 50513.1 44760.9 39195.7 11011.8 77570.2 52645.5 52111.8 51720.9 43319.8 73202.6 58389.5 72562.9 54954.9 55058.7 56991.7 59287.4 53218.9 53489.2 63767.5 59564.3 49686.4 60554.7 40732 42973.5
44388.3 47187.1 46172.3 49458.2 40526.5 38831.4 68577.5 56923.5 41632.7 47194.4 31788.1 41468.7 51343 50354.7 31776.4 36545.6 88214.7 42902.3 35822.9 58147.2 48307.4 47410.2 42749.1 48790.1 45513.8 39244.1 47426.1 66933.5 44522.2 59074.3 21946.3 61042.1 33862 36584.2 62947 42094.4 63208.5 28334.9 60531.7 53224.4 53527.1 44315.8 50795.2 75108.3 69624.8 89567.7 51577.1 39377.5 51116.9 61208.5 35247 34078 25682.9 36162.9 39560.8 55440.4 33497.5 36837.1 23226.7 41772.7 23591.5 38110.5 28765.1 22758.1 27554.3 35613 42996.6 27395.1 49076.9 41171.7 39610.2 42627.5 40529.2 42119 41270.7 36506.7 35244.2 45283 32807.2 46773.3 28592.1 23891.9 28293.4 45196.8 52269 32483.9 30787.6 49374.5 45672.6 31000.6 17303.3 60284.5 46285.7 47548.9 50079.3 58794.1 55785.9 37453.9 51849.1 49868.9 51543.8 44338 55217.5 48239.5 47509.1 42639.6 56467.2 39026.5 75745.8 47221.7 45159
50702.8 51090.5 55230.9 50289.3 45835.4 27054 49380.5 53315.3 49435.9 36736.2 27724.7 32111.6 59800.1 29098.8 31174.4 27043.4 67960.4 43437.3 36329.2 41206.3 27241.2 109754.1 33740.5 51311.1 26808.8 36148.4 40118.8 39741.3 26506.4 52371.7 22959.7 44245.4 53625 37213.2 60448.1 37712.9 47401.5 41244.6 30922.2 46157.2 53717.4 65870.1 40903.3 47166.3 28071.4 46970.3 34945.1 37470.7 45492.9 35864.3 25523.8 37630.1 23165.6 38265.7 40925.3 54054.2 34778.7 30205.4 41834.5 28057 25243.5 26880.1 32148.2 23191 26930.5 35059.2 51606.1 27628.6 39127.6 35330 22644.2 38710.2 27342.6 33256.7 39947.9 28857.4 29655.1 42646.2 34743 29027.4 32807.9 25286.9 22208 45672.3 31463.7 34108.3 29381.7 42452.3 33331.2 31816 44675.9 64138 54620.8 49428.5 64945.2 37625.6 63615.8 43443.5 50064.2 51637.5 46291.7 32971.6 47313.3 48136.9 37496.5 53522.5 61838.3 46949.5 61640.7 35858.9 43324.6
23159.3 36130.9 16769.8 50094.6 21487.1 15439 23703.9 72213 46621.2 29098.6 39509.6 18212.7 72717.8 27855.1 18722.6 27222 30493.9 39895.7 45130.1 35285.8 28633.4 21027.7 38645.5 58023.2 44743.5 24582.9 25988.3 65078.5 20776.9 46013.7 12537.9 39736.8 58624.8 42512.1 50165 42377.1 35480.9 40076.9 37475.1 17915.6 33530.3 47806.3 28732 38215.2 28642.2 29942.8 64994.1 41848 58990.1 42677.8 23260.2 34779.6 26905.2 26916.1 36969.2 55603.6 28552.3 32058.2 19149.3 20137.9 24581.4 14773.3 33431.2 37433.5 30204.1 32550.7 33462.2 28601.6 31526.2 32017 23361.2 14723.9 28643.5 31228.3 58350.1 43223.6 30787.8 42143.6 21612.8 18828.7 27980 33498.6 32633.4 57412.7 33666.7 45452.4 20741.5 44356.4 23598.8 26963.7 15250.4 53683.8 46232.2 33564.1 30522.8 23507.5 54724.2 38745.9 50559.5 40295.8 39465.8 40668.3 46374.6 43573.3 51401.5 29100.1 48375.6 47965.3 51195.3 36855.5 41431.3
3100 334.6 1012.1 3259.4 566.4 169.1 812 124.5 998.1 116.1 599.2 273.5 175.3 776.5 7331.8 616.4 369.5 1312.8 704.6 175.5 4356.2 306.3 1667.9 361.5 9138.4 413.9 412.3 5053.2 114883.1 787.4 174.6 535.2 705.6 28061.8 408.7 544.3 246 607.4 1790.9 735.2 833.4 1039.1 1509 6033.8 223 837.7 359.9 1598.7 320.2 657.8 276.7 589.4 628.8 1579.7 941.7 88.4 936.3 865.5 376.6 7186 2492.5 737.5 30166.8 12650.4 2629.6 325.6 910.6 380 823 217.3 342.1 336.9 291.4 224 5308.6 315.1 1690.3 66425 1084.4 391 1162.4 293.2 2346.9 1074.5 1972.4 3836.2 669.6 3120.6 779.5 790.4 57.4 790.1 1909.7 245.7 117.4 104 302.5 274.9 570.7 2124.1 322.9 1470.3 103.9 211.6 714.7 465.2 417.2 99.7 561.6 798.6 93.2
17370.6 35621 31921.6 56289.3 12826.5 11703.8 15172.5 15344.5 19307.1 25553 10381.4 18471 26124.9 19239.5 15793.2 18208.7 24501.9 31475.9 44642.6 13205.9 9682.1 26598.9 16834.5 35419.4 13778.1 20305.2 22841.7 30391.5 8533.8 20931.1 7036 29712.5 10618.4 20460 50993.9 17093.7 7281.1 27540.2 15249.9 19610.3 20167 16456.4 20809.2 42687.3 23873.3 33897.3 19799.4 13241.7 30805.3 26820.4 17534.2 13222 22091.9 22722.2 33462.5 12937.5 25518.7 29127.1 17207.3 11620.7 26384.7 8834.1 28719.9 21952.1 13566.9 39212.2 55187.5 34201.5 12815.2 23946.2 9733.7 40918.5 11492 32435.2 31292.9 14716.5 23508.7 27674.1 15150.2 12513.5 24347.2 24794.8 12953.6 40240.5 14337.8 30571.5 14799 19513.1 7570.6 29725.5 19845.4 70312.1 29137 34243.4 28493.9 26026.6 69009.7 24551.9 27377.8 42349.7 52171.4 38605.3 35962.6 24147.1 39635.6 45629.5 31216.9 43412.7 60499.1 25351.3 31265.2
29773.6 52049.5 32776.9 66182.8 35577.6 23983.3 44671.7 33689.2 37305.2 43078.5 28896.3 28707.6 77192.4 38202 26231.3 34397.4 47724.5 37198.1 51323.5 25737.1 33060.9 23029 41808.1 55791.3 67852.9 43330.6 29866.3 55338.2 54756.5 41551.4 16852 54826.6 37799.3 32162.8 97121.5 40209.9 35847 38176.3 40603.5 30648.7 46408.9 57539.8 31914.7 57632.2 35710.6 70946.8 43598.6 38588.9 55749.8 48223.1 29203.2 42535.1 32457.7 35236.5 34980.6 57304.4 37238 33838.1 18491.9 28341.3 28573 29306.7 32912.5 31723.7 30913.3 47280.1 47920.7 30025.3 35727.4 33715.2 42105.8 40305.5 42699.1 44628 54438.8 35369.6 35853.3 49588.7 27735 25879.6 28538.1 23185.1 35919.1 50037.4 39489.6 34741.1 29461.2 48063.7 30251.5 42138.9 21550.5 70043.1 45539.1 41762.1 42330.2 37272.1 65036.2 45532.5 60747.4 40491.8 41454.5 46586.8 40494.6 36336.7 37203.7 43805.6 56524.3 51018.6 55022.6 26345.2 37627.4
7538.5 4072.9 2631.7 11.1 15.1 845.1 13300.1 5380.4 313 217.1 8434.6 20114.5 16496.6 9928.9 23.9 3697 33530.6 453.6 2498.7 13655.4 1413 3587.1 107.4 4583 45.4 15686.8 6100.2 12.1 1171.9 12413.1 43.2 71.6 21967.5 2371.6 61 6183.7 1240.6 16.3 242.3 12629.4 387.9 4840.5 14627.5 51936.9 16.8 1935.3 10362.6 11079.2 21.7 4316.6 12222.3 74.7 4706.5 15920.7 38455.4 591.4 22322 123.7 75440.9 20682.6 3976.8 2837.9 279.5 6718.1 7.8 2478.1 8.3 6148.8 11892.3 1570.8 12.6 28460.5 5626.2 2539.9 8.4 42031.4 13478.8 3582.5 10168.4 2595.7 23798.8 1182.5 1758.9 4898.1 12665.8 8.5 7097.7 6883.5 31643.9 2603.7 13 645.3 33 911.8 62818.3 1753.7 15.4 27.7 1949.9 14163.5 24209 27397.3 6391.1 5715 6663.9 2214.5 19 4591.4 10829.2 7002.8 1553.4
33893.1 52915.9 27711.6 62264.8 62006.2 20248.5 55239.5 63050.6 39741.2 40921.9 36003.7 26619.4 78292.6 40039.4 28902.9 33842.1 54639.1 38229.7 46028.4 28104 32217.4 45312.8 48711.5 59531 60628.5 32398.1 33617.1 47465.8 36552.7 47550.8 15342.2 40045.7 48981.2 49644 68124.3 35549.6 33946.8 43995.8 40484.7 26103 38178.5 58384.1 35293.7 76486.7 41428.5 41270.3 59524 33790.5 53456 54604.7 30351.6 54934 29099.3 39124.6 40518.8 69129.2 39645.9 40598.1 28116.4 33019.1 29934.5 26206.5 35001.5 32155.3 35733.3 41415.1 47117.4 35043.2 54494.7 33733.4 59806.2 27995.4 40746 60073.3 57828.2 42472.7 35063.8 47022.4 23058.3 26440.6 34232 33369 37535.1 55929.7 40986.7 43848 32826.3 59134.6 43972.7 32427 10477 73398.8 56647.5 44444.3 32749.2 40765.7 58474.3 48691.6 51799.4 46490.7 39793.7 42088.1 50333.8 43602.1 31893.9 48681.1 62489.6 50475 55573.5 38026.7 35701.3
6480.7 4697.8 7379.9 10071.7 12567.7 16392.2 12779.7 29706.6 13484.7 6090 17879.6 7709.4 8653.9 13166.1 11155.9 32688.9 9746.5 38438.1 10048.5 12335.4 15921.4 9896.1 3750.1 4867.3 14115.7 22747.8 44795.7 12061.9 8443 29816.9 6472.2 3647.9 18977.9 13784.8 18610 12233.9 22198.8 11378.3 4220 12564.4 1390.6 19864.6 5487.4 11394.3 19373.9 22264.8 3450.4 22244.6 47606.2 21577.1 15463.6 31964.1 11211.9 9188 10371 32582.3 16710.3 12068.6 2259 21463.5 5487.1 16215 28904.9 12624.2 11536.1 25716.2 6912.8 14316.3 10215.9 9792.8 45222.4 23114.1 36142.9 10986.7 139.8 6230 18887.3 33302.1 2495.5 3362 5058.6 21558 29775.8 20949.6 19950.6 24874.3 4109.1 7652.3 30812.6 21679.1 96273.2 14077 9720.7 6449.6 2589.3 1289.1 8474.4 5984 4680.3 17055.1 17758.7 24960 6665.5 8836.6 21941.7 7866.9 1371.1 11133.4 7898.3 13795 3542.7
5244.2 2952.4 30355.5 3525.6 1060.6 27263.1 718 11834.8 875 5056.4 8383.8 39013.4 382 881.4 2155.4 1626.7 8293.4 1491.5 430.1 5366.2 5462.2 2118.6 3970.7 9303 139.9 2526.6 4750.9 2802.8 948.6 26620.9 1898.2 2630.2 528.7 45.3 1095.7 1526.5 758.8 1623 6558 5907.1 4827.9 376 328.5 98.2 1339.3 12157 395 914.7 527.4 2028.2 855.7 9273.6 17979.6 10997.4 9724.3 1101 5232.2 30144.5 374.5 9674.2 7317.5 6091.3 2627.3 5879.8 1556.9 7672.3 18522.4 1340.8 2429.1 7533.4 204.9 40.5 1263.5 15496.4 32.3 1753.6 4647.6 434.4 506.4 16179.8 15487.1 898.9 460.7 4593.5 17940.8 1784.8 246 4637.8 4624.9 3130.8 454.9 1202.5 25375.6 77720.5 223.5 21910.9 9164.7 2453.9 5307.2 6674.7 3417.5 2064.6 50252.2 5198.4 4000.8 55063.2 648.3 876 37516.8 4254.3 47315.8
50511.5 47924.4 56610.5 57892.5 45844.6 34062.8 49055.4 38330.9 43074.6 49380 22876 34430.6 66545.5 43340.6 29217.2 40346.8 63762.1 30613 38884.7 27912.4 35501.9 33860.2 40269.7 73000.9 53920.2 53320.3 33446.6 53309.7 28652 44694.6 15800.5 56640.5 32204.9 28788 77391.5 33888.6 26166.4 31254.2 36933.7 37427 49934.4 52900.9 29436.1 38485.1 50464.6 82125 41518.3 47511.4 52750.7 47365.2 36645.9 40167.8 33975.4 42872.8 45519 58703.9 46452.5 36016 31216 34826.6 30697.8 25650.3 32583.6 30299.2 28344.3 44266.8 62138 29691.8 56938.4 33942.6 37681.7 63536.4 41482.7 48398.9 64038.4 45393.1 38494.5 55584.6 40814.6 40420.9 40205.6 25103.8 27273.5 60585.6 44467.1 42435 37214 46897.1 34488.5 41887.2 24577.9 82614.3 37451 47811.9 52724.6 39317.1 54311 65131.1 51044.7 54228.6 50683.7 42941 45897.7 48848.3 47534.4 50032.6 59671 52017.8 64540.1 31817.5 44273.4
33458.2 49998.7 37668.3 47082.6 48067.4 44563.6 55060.8 67251.5 62724 54691.8 39617.3 37280.8 54657.7 55369.3 38436.7 48254.6 68372 57029.1 45766.2 54288.2 57353.3 45134.7 77971.7 64020.6 55182.2 48567.2 35476.6 88477.2 80870.7 48972.3 29719.3 66706.8 64470.2 78622.4 64782.5 53522 55223.5 45034.8 70149.9 42635.9 59310.4 78842.8 37057 81821.5 83595.5 78171 58990 50137.2 66421.2 68138.1 38812.9 44555.3 36843.8 48788.9 47381.7 72813 42233.6 52881.3 44530.7 65229.4 34632 55781 39062.5 37047.5 41314.4 51434 42226.6 40336 57621 49851.1 46996.7 38102.4 52881.3 60076.3 54378.7 57965.3 49578.7 66319.8 40801.9 48761.6 38665.7 35485.1 41146.9 61131.4 64283.9 47196 39941.5 63561.4 66462.3 47076.2 54197.7 70166.6 55679.3 54437.2 60029.7 64811.3 53242.1 63552.5 75028.1 56650.3 53997.5 53787.6 63885.8 71384.7 54749.3 68088.4 38142.1 49914.5 62964.4 51784.3 57958.7
138.5 14596 76.9 28610.1 58.3 363 1020.4 35749.9 10408 3309.5 16279.3 524.5 23535.3 74.9 9413.1 101.5 16.1 12643 25378.7 51.3 406.4 1934.4 3475.2 513.1 20572.4 95.8 158.7 13841.4 470.8 48.4 144.7 1603.3 21369.6 568.2 248 31769.4 41366.4 2432.6 2285.6 276.2 49744.8 31801.2 12973 37096.7 1989.6 186.4 12935.8 655.9 259.4 1023.7 277.9 45785.7 1409.2 111.9 12.4 44610.6 1082.4 206.3 39 211.4 4932.5 1658.7 25993.6 10918.6 9623.8 196.3 789.7 2888.4 71.1 53.9 154.4 526.6 1669.6 11140.1 14.9 17370.9 788.5 662.2 306.9 865.7 123.3 1369.9 334.8 560.1 571.1 11080.7 17.5 6902.8 20816.8 1460.8 25808 21 49111.3 2925.3 225.2 49.5 4672.4 103 1636.6 381.3 5723.5 33.9 870 411.8 627.7 65.6 13012.9 40926.4 38.9 522.3 422.2
36869.3 56529.3 42427.4 45512.1 51011.2 41545 61269.6 66876.9 66246.8 53937.7 37398.8 37856.1 57905.5 55059.1 40434 43953.3 66890.6 58757.7 46516.5 55169 55875.9 53710.7 77020.3 65518.5 60892.5 52058.3 42789.3 89514.1 84492.5 52231.6 30084.1 66815.2 68574.4 79771.5 72473.5 52968.7 55372.5 50083.1 68544.4 46724.2 61347.1 83196.8 38165.3 82611.5 77849.8 71684.3 61512.3 51067.7 65840.7 66381.2 39325.4 44263 36550.3 48821.8 46600.2 71976.9 43176.1 53424.3 47839.6 61389.8 35490.6 53783.6 40098.8 37202.8 40364.1 54870.3 41981.8 38678.6 56030.2 47633.7 46361.6 39117.3 56020 58635.3 53876.2 54711.6 48632.3 64173.2 39842.3 49568.2 40058.2 35815.6 41824.5 59674.8 58520.4 44179.8 42161.4 59532.7 65410.4 46827.7 64992.2 75617.9 59814 56742.1 62753 66724.8 59693.3 69256.4 72029.3 58941.4 56214.5 52278.5 64409 78777.4 60280.5 67421.3 50037.4 55271.5 65692.8 53155 60107.2
51567.7 57018.5 68916.9 52737 52965.4 44599.8 51609.7 62316.2 51942.3 53836.2 39403.4 50348.2 66715.8 43385.4 37412.3 43621.3 84875.9 45231.8 39832 49019.3 58027.8 70920.5 61945.9 63087.6 74370.9 65433.5 47528.7 68525.2 70309.3 61685 52709.3 59720.8 47846.6 59205.6 70046.2 50690.7 61077.3 44780.7 55629.1 70015.3 74622.1 65556.3 49090.9 74947.5 54448.3 81888.9 58705.5 50055.2 61757.7 57434.4 37548.5 49445.4 35463.7 52204 48732.9 64001 43949.8 41924 46013.8 47700.4 31800.7 41899.2 33349.1 32489.6 30446.6 41663.4 51997 32813.3 50074.3 43790.4 45273.6 59937.6 45598.9 47757.9 50342.8 51803.4 43888 51000.6 42482.3 43441.7 34747.8 27782.4 31022.9 52357.4 51254.6 37000.3 40550.5 52195.8 45872.1 40343.1 46036 65458.2 54300.6 67040.5 71454 61677.4 74137.2 58412.2 48705.8 74189.2 65157.1 50627.9 57921 83511.7 70248.7 66036.7 67596.6 51574.7 74227 41832.3 44754.6
9678.5 7212.2 2755 32218.9 28019.2 888.8 1524.5 53956.9 30248.8 3442.7 15973.6 629.3 24234.3 327.4 31833.9 365.1 2294.8 11108.6 7006.2 986.7 560.8 2718.9 5088.1 681.4 22701.2 822.2 3525.4 21812 343.5 1517.9 923.6 2443 25998.3 315.8 420.7 44030.5 17012.7 7339.6 1611 1102 5353.9 29665 5902.4 39772.4 4690 833 10281.9 1191.5 222.9 618.9 2626.5 37288.5 32984.4 2617.3 1049.3 22775.8 2210.1 13578.6 1044.9 1069.5 9825.6 4370.2 24680.5 23803.3 28566.6 867.3 4058.9 4797.1 299.5 739.2 728 184.9 454.3 2940.2 1067.1 2217.9 485.2 2904.8 615 1250 1662.9 23041.6 393.5 891.4 2023.2 24687.6 2525.6 23067.7 19063.4 1636.5 6598.8 411.5 12348.6 2050 949.2 1134.5 55845.5 5459.1 696.8 1403.9 2349 427.4 7437 2269.9 430.2 2897 31403.3 14462.1 1327.4 17679 1567.3
48715.6 47566.6 56435.1 48194.8 43988.6 28160.9 56694 44616.4 40783.4 51150.3 36162.6 40170.4 66343 49507.7 35076.2 35985.1 70902.2 41164.4 40204.7 29973.5 47396.5 59261 57097.1 62617.1 63523.2 51667.6 37804.1 65061 34031.4 47398 28313.8 47604.7 35695.4 41885.7 106536.9 45674.1 36321.1 37816 31957.5 46884.9 62006.1 51574 33530.7 52229.1 43061.8 44356.3 55631.5 34302.8 44148.1 50038.5 31878.1 38396.6 29679.1 44610.2 45986.6 59030.6 40577.5 40231.2 21563.7 38311.7 29232.4 34615.3 33787.9 29736.6 32946.6 33269.9 50401.6 34303.7 53439.4 31926.7 34804.7 37571.1 34388.2 45774.5 44909.3 35892.4 45403 38094 32609.2 36131.8 37877.4 27081.5 26394.5 51018.1 44808 38166.3 32227.5 39676.2 32492.2 37402.7 34771.6 61992.4 50123.1 62474.7 48405.9 31064.3 70303.1 52861.1 69084.3 61400.5 40438.8 58672.9 47236 52635.7 51227.2 55809.4 53026.3 45577.1 70179 40601.5 46803
38916.2 56037.7 47126.9 48532.8 50459.6 42264.9 64065.6 67921.6 64666.5 54585.9 39023.6 39399.6 57482 56328.1 38583.6 44785.7 70999.7 59048.2 47012.4 55669.8 58875.8 58537.8 76285.4 65541.8 62916.4 53244.3 44327.7 89873.9 83361.5 54216.7 35190.7 67675.3 72703.6 80933.2 76501.8 55756.3 59404.8 48624.1 69180.4 50983.4 61994.8 83243.4 39509.8 83368.2 77741.7 73337.5 62702.8 52577.2 67126.9 67319.7 39001.2 46387.1 35902.9 49397 48521.3 73022.4 43288.8 52659.4 49375.7 64538.5 35264.8 53913 38193.3 35762.4 41597.7 49985.1 42480.5 40017.3 57754.8 50608.3 47394.4 41290 56929.4 57622.9 53826.4 56009.6 48989.6 64452.7 41213.6 46260.2 39589.1 35020.4 39729.9 60781.5 59647.9 41887.3 42315.7 60966.1 63527.9 45987.8 64622.4 68702.2 57923.5 55250.2 61975.1 64064.4 56239.8 66550.2 73294.3 58803.8 55510.5 55122.7 64231.3 75721.2 61805.5 70749.8 44753.6 54523 67530.9 54989.5 58540.3
32353.4 40317.8 32487.5 58165.8 22684.6 34822.1 56044.3 56178.6 43304.9 44617 29000.5 37093.1 69561.4 45838.7 35393.9 45247.2 80727.8 46824.8 43536.4 38092.7 28283.7 38942.6 56208 65359.6 59502.9 54992.6 45472.7 57513.3 41515.3 44698.5 19348.8 57547 48401.6 45783.7 64575.4 43177.6 42620.4 38215.7 34592.9 41026.9 41271.5 63714.6 37441.3 61317.1 38020.4 65933.3 43499.2 40924.5 52694.8 43438.7 36593 43271.5 27839.1 45713.3 44378 67937.9 46269 34704.6 34448.9 39060.3 32566.4 30962.2 39133.4 26440.6 26187.3 42680.1 58478 39805.4 41360.4 43576.5 48826.1 24588.8 27102.3 56786 53195.1 42060.1 37760.2 54826.1 38564.4 27473.3 37193.6 32516.3 26033.3 58814.1 42958.3 42274.3 29840.5 48707.7 37690.5 39163.6 29340 80984.9 62692.5 50709.6 50664.7 43787.6 76036.8 49284.1 43533.1 49772.1 57961.2 63815.4 54651.1 43621.7 43671 52971.5 55941.5 44324.3 69774.1 44904 34374.7
10145.1 5050 7375.4 1471.5 7442.6 32077.8 14716.3 7821.7 14486.3 15781.1 15092.6 40734.8 4866 21523.2 18168.6 20201.8 9075.7 11683.2 2854.4 34222.6 54625 2472.5 9057.6 52055 16658 39975.5 16292.7 17094.1 41561.2 14698.9 26055.9 26115.8 26390.8 9847.6 2185.5 23382.9 19992.9 11414.5 45609.5 29145.4 15540.3 21413.5 17531.6 7688.6 29289.7 15558.3 9319.6 12824.9 12532.8 6031.1 19614.2 9950.8 11182 24009.8 16978.4 4578.4 17574.1 5739.4 55726.9 9644.6 6074.2 7808.2 4631.7 2792.7 8187.6 13361.7 11882.6 11303.5 16748.1 13015.5 2371.3 29383.1 15338.7 7340.1 7991.4 14902.6 20919.7 2091.5 43707.7 18756.7 16316.1 5296.7 8528.1 9509.8 10531 2839.4 15919.6 4403.6 3101.7 17230.1 15585.8 5840 13491.2 20920.1 54572.8 19360.7 28330.7 5440.1 20206.8 45557 15998.2 24381.4 9499.8 24092.8 20992.9 9588.7 8970.3 4135.1 20379.3 21256.5 35442.8
