"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
362.6 1299.2 111.9 199.3 557.8 1190.2 641.1 906.1 486.7 1305.2 813 990.3 632.4 618.4 67.9 73.7 38.1 117.2 2.3 422.574100771175 733.1 746 860.7 1139.7 509.7 1131.9 702.6 1188 1079.1 1746.7 1116 875.4 407.7 1272.3 1588.3 911.6 1125.1 130.5 1269.5 1251.7
645.2 719 868.6 283.5 533.9 799.6 977.7 79.5 1835.7 459.3 139.5 396.9 644.2 451.7 1838.5 481.3 1701.6 166.1 624.748149877511 626.21002592279 1115.9 1205.5 1622.3 781.8 857.9 1020.2 243 740.8 959.3 224.4 1051.7 81.4 318.9 376.8 568.5 699.6 899.5 53.7 524.3 840.2
81.8 132 208.9 169.8 79.7 58.3 132.8 165 159 252.3 165.1 110.9 444 315.7 449.9 367.2 1166.7 2825.6 93.7 637 171.5 205 136.1 187.7 192.3 121.3 356 118.6 289 155.8 146.6 230.4 167.3 127.3 491 149 109.4 776.6 75.4 118.5
1006.3 22.3 87.6 601.6 349.9 111.6 973.2 270.4 435.6 472.5 382.8 715.2 736.4 424.6 1986.5 1686 909.7 1822.1 566.7 498.1 259.518841739031 269.4 244.9 103.9 445.6 164.1 187.7 379.4 410 44.1 248.5 767.8 460.9 111.280934677836 110.9 225.4 569.6 743.7 359 114.7
1726.9 1775.9 1749.2 2030.5 1743.1 1160.8 2017.6 1672.5 1214.3 1529.8 1045.7 1738 2384.9 1743.6 1674.7 1328.7 1380.7 1452.4 1535.2 1549.7 1633.1 1472.9 1285.2 1562.6 1318.8 1744.6 550.2 1097.5 551.5 1017.3 800 886.8 561.5 1161.3 837.2 746.3 827.1 717 736.4 803.3
1842.9 1590.9 2562.1 2060.9 1703.3 922.5 1144.9 926.1 846.4 1092 1868.9 969.1 1200.6 1632.7 1049.2 890.1 2165.6 1376.8 1151.6 1697.6 2670.3 1856.9 1733.3 1835.1 977.3 1835.8 884.1 1772.9 1037.8 1400.9 1191.3 1316.9 936.8 1811.2 1333.9 1191.9 1263.1 1115.9 1245.1 1264.9
1256.3 511.8 830.4 783.1 1332.9 737.8 987.5 849.1 1380.8 946.7 952.1 948.7 933.9 1110.1 341.6 306.6 1090.6 876.5 401.9 650.5 2193.1 1890 989.4 1779.5 608.4 1991.5 744.6 1339 1211.4 279 1454.1 238.1 730.9 1323.9 1141.3 1368.1 958.3 590.9 1166.4 1076.9
1360.1 1226.4 1179.2 683.9 521.1 1114.1 731.5 1184.6 1423.8 1803.4 1525.3 1341.4 1487.4 1483 167.8 558 318.5 1304.4 580.6 1501.2 794.2 820.3 1875.4 738.7 1360.2 435.7 1220.8 1560.5 1375.5 1806.8 1629.3 1187.8 1177.2 1973 1873.8 1405.2 1508.8 1685.9 1318 1279
1813.4 1603 1692.2 521.1 863.3 750.6 927.9 404.4 1147.1 328.4 295.7 701.522218879279 258.2 750.7 990.5 821.7 1078.7 213.9 17.5 575.825048793325 1187.6 1346.6 1683.5 1117.8 1183.7 1008 469.1 1380.8 1117.5 325.6 1161.2 230 942.2 964.8 542.7 821.1 770.2 116.3 1101.5 1124.6
1222.2 11 252.1 6.9 9.4 225.086586440519 154.350984846173 214.199863355565 94.8513952194367 78.2725602773166 371.1 80.1 14.6 2645 206.317005788338 155.7 180.6 29.5 206.317172604801 185.183661923383 114.6 29.9 28.2 0.1 552.9 18.2 57 16.3 26.9 70 101.1 30.9 794.2 98.6 74.2 55.3 89.2858882801053 130.5 14.2 131.7
2086.5 1621.4 1890.1 1547.3 1702.8 2323.3 1651.2 1210.1 1903.8 1468.8 2264.7 1490.1 2412.8 1661.7 1571.2 1615 1699.7 1374.8 1835 2708.2 1893.4 1977.3 1698.8 1789.7 1295 2248.2 796.7 1246.4 941 1275.9 1135.1 997.4 831.5 1589.7 1225 1091 1247.5 1092.9 1043 1132.7
413.9 2138.3 605.1 467.9 1324.5 935.1 1343.8 505.5 648 317.9 223 706 599.3 831.9 270.3 430.1 288.5 132.9 220.1 11.3 1764.1 482 563.4 486.8 140.4 361.2 491.9 272.6 770 1459.3 356.9 533.8 236 646.2 713.3 1039 298.1 388.8 915.9 328.9
1602.7 2116.7 1790.9 1889.8 988.7 2131 2223 1224.6 2055 1532.1 1582 1344.8 1582.9 1618.6 773.1 1050.6 808.9 923.1 1335.1 778.6 2149.3 1965.4 1470.6 2417.6 1290.1 2029.9 884.2 1868.7 1182.2 1779.6 1526 1316 906.6 2047.7 1684.5 1396.3 1500.5 887.7 1153.5 1431.7
511.6 778 1177.6 2160.1 946.4 118.8 586.9 954.2 922.2 2060.2 654.2 1006.2 319.3 482.3 358.2 532 214.5 390.4 1455.1 1181 463.3 1129.2 1187.3 1310.1 916 1377 774.8 754.8 534.8 1184.6 501.8 476.5 483.3 503 1039.6 881.2 1403.3 775.6 484.8 965.3
999.5 564.4 798.1 624.7 317.7 448.7 1923.7 104.7 1094.9 1030.5 164.3 361 500.2 540.6 433.9 409.8 660.3 163.1 283.6 34.2 984.4 1287.6 1193 1163.8 355.4 1691 420.4 932.2 932.9 46.4 1025.9 142.7 565.8 1240.8 856.1 1042.1 632.8 116.4 919.4 968.3
1280.6 1802.6 2733.2 1258.5 1280.6 1206.6 1073.4 2276.3 688 1918.5 1577.2 1614.3 925.7 986.4 832 542.5 1518.4 1497.9 743.6 1265.2 2111.8 1626.2 1503 1878 1283.5 1875.1 1061.1 1890.5 1294.7 1400.5 1301.7 1200.2 969.8 2035.9 1740.4 1354.6 1339.6 1273.9 1297.1 1512.3
569.4 1334.2 183.5 234.4 565.8 1474.3 1283.2 557 1168.7 1895.5 1114 991.8 968.1 820.3 212.5 165.9 65.9 170.9 125 100 548.8 1255.2 894.1 929 737.8 1060.8 307 831.6 867.6 1566.4 945.4 765.7 416.3 828 930.9 834.6 738.5 110.7 995.3 843.6
1511.1 1064.8 1120.5 1030.1 815.6 1762.5 1983.9 2447.2 955.1 1935 1475.8 1684.7 1263.5 1585.3 1160.9 1877.6 1780.6 2007.1 734.7 429 1129.5 2001.7 994.7 2093.2 1681.5 1863.4 1171.1 1797.4 937.4 643.2 1633 1456.6 1194.1 1202.4 1344.7 1387.6 1732.3 1635.5 1179.9 1459.8
2326.5 3 37.7 225.427814212353 86.6 245.2 66.3 140.284572305907 29.1 134.826606511303 575.9 5.3 126 106.9 434.5 20.1 656.3 29 1.1 150.412318406392 62.3 58.9 775 45 128.4 899.5 30.5 52.9 13.8 31.3 950.5 145.6 1148.3 36.4 214.1 17 28.8 37.7 20.3 204.106293193133
543.6 389.5 39.2 82.1 150.8 370.1 328 172.3 1089.1 291.2 341.5 529 1267.2 1606.6 1306.1 1174.6 1442.4 551.1 165.1 755.1 529.3 327.5 551.9 538.1 391.4 516.9 794.9 686.8 306.3 383.7 646.9 323.3 1255.3 499.6 1596.6 1205.7 163.7 1284.9 307.3 451.9
1322.6 1130.4 1310.1 1371.2 1157.4 1291.5 870.3 1680.8 1737.6 1702.7 889 1497.7 868.6 935.8 637 753.2 662.4 1074.6 957.2 2267.6 2280.5 1428.3 1696.5 1547.3 1392.7 1618.6 1386.7 1815.4 1580.3 1342 1614.8 1313 1261.5 2451.9 2061.2 1597.2 1796.6 1717.6 1791 828.1
1210.7 2208.2 1677 1398.6 751.6 496.3 645.8 623.9 448.5 529.7 828 1844.2 1480.3 1360.4 1500 1264.5 1625.9 1236.1 967.9 445.7 543 1362.6 808.6 724.5 830.8 161.7 936.8 961.4 681.5 717.5 1029.2 1273.1 968.2 678.6 1239.8 1292.8 1215 1332.4 868.2 1600.4
442.1 289.7 333.6 267.1 331 888.5 572 1213.3 640.2 763.6 979.5 633.3 540.1 835.6 135.5 805.2 325.7 502.2 1688.7 2341.2 230.6 274.1 350.6 271.2 575.1 276.3 657.5 790.1 528.9 1435.3 919.8 997.5 516.9 506.5 391.3 373.7 753.4 1095.3 472.2 310.4
1022.7 2074.8 1731.9 2467.2 2013.1 1119.7 1753.1 756.7 1359.9 1165.4 1663.1 1183 1353.3 1327.2 978.8 683.5 1546.3 1083.7 1657.2 1706.2 2718.7 1812.9 1744.4 2129.2 1074.4 1758.6 1037.7 1755.5 1204.8 1611.2 1342 1223.7 1027.2 1846.8 1454.2 1295.7 1221.3 1083.3 1315.5 1434
676.7 633.6 302 780.9 1639.1 1950.1 1199.3 1128.2 755 1296.5 786.2 878.4 2537.6 596.4 981.1 1041 503.8 745.9 508.9 1885.2 767 510.2 920 590.4 636.1 530.3 1179.3 952.1 1013.2 930.6 769.8 931 840.9 1343.5 976.4 1199.6 710.4 1023.5 1044.4 1065.9
189.9 26 158.699522129575 6.4 116.5 4 100 18.8 171.7 215.6 2806.6 51.6 93.4 56.6 166.4 40.4 194.2 48.8 7.5 7 167.7 164.4 158.4 321.7 15.8 110.4 271.3 121.5 254.4 29 158.5 46.7 313.3 86.2 156.5 315.4 157.1 179.8 403.4 73.2
1814.4 1580.7 2063.6 1166.8 891.6 1074.8 760.3 1076.4 1678.9 1512.7 765.1 787.4 680.4 829.8 1210.1 1250.5 1305.3 738.8 653.9 385.7 378.1 1387.6 1420.3 1268.6 1379.5 688.4 281.7 589.3 1009.4 539.9 953 629.1 441.5 754.1 504.4 1112.7 798.6 319.3 482.8 1081.3
300.7 576.8 668.1 647.3 401.3 656.9 241.1 410.4 514.8 380.3 272.4 3043.2 473.6 415.6 325.1 369.1 511 453.9 549.3 837.9 185.2 360.3 426.6 589.7 466.9 264.5 461.4 417.4 740.7 392.8 592.5 356.9 615.6 624.7 635.6 641.8 537.8 723.7 324 665.6
761.5 1813.1 2842.6 1321.2 841.9 790.4 793.1 1320 669.6 597.1 1154.9 1548.8 914.8 919 1401.8 312.1 1539.2 1315.4 1018.6 1305 1311.1 1487.7 1414.8 1408.5 1340.2 265.3 901.8 1486.8 1017.8 1283.1 1001.2 1178.2 862.3 1506 1325.6 1016.6 1080.1 1227.3 1074.7 1177.3
1249 1325.9 392.3 1385.8 2284.6 640.3 933.2 1785.1 984.4 1810.6 2143.1 962 1583.6 1048.2 1459.8 731.1 578.6 678.6 833.6 1831.2 1837.4 1243.9 1603.7 678 888.9 1579.7 1036.8 1422.8 1179 1566.6 1152.6 1391.8 886.1 1701 1346.7 1162.1 1144.8 1188.5 1171.9 1348.5
1580.6 2371.9 2836.3 1515.3 1709.1 906.1 1066.7 1575.5 1053.6 1423.8 1365.5 1292.7 1255.2 1409.2 1117.8 819.3 1363.3 1135.7 1036.3 1391 2212.4 1896.5 1623.8 1945.7 1089.2 1990.8 940.8 1715.6 1084.8 1351.2 1277.7 1015.6 928.9 1844.2 1467.1 1208.5 1203.2 1156.6 1110.6 1295.4
502.9 435.5 491.5 808.1 1070 1958.9 610.7 1079.9 412 587.9 511.3 1630.7 363.7 680.2 1713.4 984 501.4 1137.3 725.2 1182 111.9 746.9 12.2 367.6 381.8 606.7 653.8 243.8 242.5 284 280.7 1094.2 684.9 242.5 265.2 740.5 603.6 992.6 568.3 631.6
207.9 105.4 77.5 48.5 92.2 245.5 242.5 207.9 584.7 39.5 241.8 267.3 709.9 1670.5 672.3 1529.4 1788 192.3 149.7 238.9 141.2 188.6 309.7 113.6 245.5 139.5 117.7 114.9 106.9 309.7 60.9 101.1 803.9 105.9 768.5 193.7 86.7 333.8 101.4 138.4
183 684.8 616.6 612.6 291.1 140.7 155.6 1598.2 1141.9 579.6 287.1 750.5 871.8 566.1 460.7 1719.7 590.5 1391.1 535 271.8 203.4 346.7 230.5 325.9 1661.4 207.9 568.4 296.9 135.7 573.6 68.8 583.6 410.2 143.5 299.1 399.5 247 807.4 154.7 261.2
1340.3 1135.4 758.6 1315.4 1969.3 2476.6 1841.3 1128 731.5 2079.7 1426 1254.1 2798.6 1293.1 1289.7 859.4 1452.3 794.7 1454.3 1173.5 1365.6 1040.9 1033.1 1065.1 840.1 1643.6 1109.9 1273.6 1285.7 1340.1 1491.4 1325.9 946.9 1590.8 1149.9 1228.7 1151.6 956.1 1475.3 1298.9
205.2 655.9 770.2 604.2 270.9 68.5 153.8 1721.5 1104.2 527.5 268.7 760 828.3 639.3 414.2 1664.7 547.9 1306.6 521.2 287.4 266.3 365.4 255.2 309.6 1660.3 218.2 524.6 278.4 132.2 622.1 84.8 519.8 395.6 149.1 313.6 310.6 256.8 766.5 159.4 296.1
377.8 109.5 218.2 348.7 243 98.6 174.1 239.5 97.4 453 311.4 408.2 241 394.8 822.3 2155.8 1114.2 1202.9 422.8 311.5 84 563.8 301.7 266.1 271.1 711.5 515.7 84.7 29.9 266.1 492.3 1220.6 712 47.5 781.3 92.5 551.9 1156.5 318.4 78.4
1057.7 1286.7 2518.7 1256.2 1338.4 1144.3 522.5 816.8 1227.1 840.5 1513.3 1730 706.9 627.1 1054.4 898.2 1325.1 811.3 773.7 699.9 1327.6 634.4 1278.2 1780 840.4 130.8 984 1864.7 1200.3 1046.8 974.4 730.1 932.7 952.7 1515.1 1288.4 727.8 911.5 1036.9 1382.9
371.1 193.3 1153.2 1798.4 609.2 333.4 879.7 354.6 297 322.9 414.8 1046.4 810.5 882 321.9 286.4 190.4 154.2 1881.2 492.6 504.6 235.1 1319.7 1240.3 740.8 107.6 436 301 485.6 747.5 431.6 704.6 283.9 261.7 773.5 879.2 844.3 658.9 950.6 1057.6
85.4 119.1 115.1 80.3 73.3 100.4 175.9 202 128.3 105.8 126.6 87.7 87.2 67.9 2768.5 133.9 54.9 75 80.9 71.6 76.3 109.1 74.8 108.7 147.8 69.5 54.5 82.6 67.3 79.5 68 67 39 109.3 77.7 82.7 52.3 55.6 85.4 109.5
290.5 622.8 537.8 96.1 235.6 686 1328.4 277.6 121.8 164.3 478.1 953.2 188.3 200.6 145.8 391.6 303.5 177.6 1878.8 35.9 118.1 582.3 944.6 833.5 1271.4 185.4 154.4 37.9 176.1 705.2 478.5 186.7 566.2 268.3 168.6 1283.3 48.1 242.6 29.7 500.3
1379.4 1096.6 1082.2 578.1 915.2 290.9 508.4 245.2 1422.6 824.1 624.3 611.7 814.7 548.6 1703.8 1272.5 969.7 660 958.5 634.1 833.4 958.3 1746.9 704.5 1243.7 1179.1 276 235.4 602.1 250 493.5 214.6 344.8 294.5 417.2 734.7 246.4 17 470.3 907.6
420.3 94.6 428.8 461 10.7 80.3 19.7 133 277.2 178.7 82 826.2 532.4 93.3 81.2 702.7 795.5 1219.6 317.767490967714 228.908052928499 773.4 304.5 365.3 634.9 1889.5 267.791281201653 178 27.5 418.2 74.5 33.3 26.2 1070.1 57.9 1001.8 280.8 19.4 1138.4 21.6 151.3
238.1 96.2 49.2 336.3 158.4 94.8 399.3 216.1 189.5 158.8 523.5 477 305.9 613.8 1259.5 954.8 366.4 1758.6 404.1 216.8 42.9 62 223.6 90.5 367.7 152 650.6 361.6 70.1 104.1 172.9 1221.5 791.4 47 320.2 87.2 419.1 1617.7 259.5 104.9
593.4 309 103.5 456.1 509.1 516.3 872.1 1185.8 636.2 786.7 112.2 582.6 639.9 607.5 1173.5 820 813 806.1 1735.2 1305.1 61.3 217.6 186.3 182.6 490.5 145 827.8 271.4 231.1 220 155.4 1284.9 1065 133.4 113 524 946.1 1337 733.2 238.2
400.5 852.4 246.8 1101.6 770.7 157.6 323.6 204 567.5 870.1 917.3 359.5 829.4 291.3 1285.9 1815.4 1055.4 287.4 290.7 346.4 457.7 306.3 1989.8 260.2 277.7 546 451 267.3 512.8 460.2 514.2 560.2 389.6 271.2 223.4 190.6 399.2 215.9 479.7 215.5
1860.2 1183.7 1880.3 470.4 476.3 979.6 373.2 969 622.3 550 1027.4 659.6 426.6 1028.2 427.4 198.4 156.8 470.9 377.9 187.8 1386.7 98.2 1047.1 1283.9 762.1 425.6 367.8 1027.2 743 198.5 685.9 644.8 483.9 942.4 708.2 857.3 583 391.9 418.5 782.6
131.1 26 131.562267604166 51.5 4.9 2 37.8 17.3 56.8 56.2 386.3 11.5 18.3 10.4 24.4 35.2 65.1 166.2 11.7 16.2 2352.6 44 82.5 39 80.5 7.9 29.8 33.8 199.4 146.1 61.6 17.8 806 33.4 20.6 20.6 22.3 1188.4 5.5 32.5
186.1 195.2 391.9 184.4 106.2 36.3 20.5 1955.7 659.8 170.5 216.6 197.7 117 55 134.4 1184.8 115.6 209.8 103.8 100.9 83.3 166.9 145.2 98.1 1643 92.1 22.8 6.7 58.9 419.9 25.1 16.5 27.7 79.6 16.9 103.8 36.7 32.6 44.5 133.9
719.3 895.7 1496.2 602.9 312.2 279.4 477.7 224.6 795.4 325.5 850.4 838.6 487.1 795.1 265 403.9 686.4 888.6 795.9 701.6 1427.8 969.5 771.6 803.9 514.9 1066.7 1066.6 1112.6 1252.3 1666.6 1147.7 1291.8 958.7 1848.4 1548.8 1252.8 750 1115 1040.5 1737
1632.5 1338 692.9 1483.9 1217.8 2010.1 1746.8 2641.2 1713.3 1830.1 1949.7 1470.8 1135.1 1645 1081 1599.7 914.6 1647.5 1483.7 1972.1 1258.7 826.3 1235.8 819.5 1272 1187.2 787 1417.9 884.8 1599.5 1089.4 1184.5 777.6 1393.5 1124.8 899.4 1048.8 1066.8 940.4 989
1433.6 1163.9 914.1 904.8 1118.7 2111.4 1915.2 450.8 1116.7 1769 889.2 702.9 2192.2 845.9 720.3 429.7 399.1 474.2 822 836.8 939.2 1462.5 1220 1044.8 779.3 1148 800.9 686.9 1116.9 1172.9 1240 988.6 877.2 1440.3 1034.7 1119.5 1006.5 558.1 1150.4 1165.3
594.8 429.2 459.3 419 626.8 2092.2 1289 1717.4 1408.3 1272.6 1329.5 703.7 970.1 1039.5 448.3 1104.7 779.5 653 1906.7 1507.4 615.1 590.1 570.5 830.1 842.9 674.3 620.4 1001.2 602.8 1057.5 793.9 631.1 624.4 631.2 654.3 481.1 775.8 826.5 612.2 359.6
889.6 599.1 1248.7 1594.8 944 1554.7 905.6 1156.3 1097.2 833.5 472.1 437.6 825.9 615.2 229.6 186.3 341.8 274.2 471.7 55.6 1511.1 1486.6 1109.1 1011.9 967.4 1583.2 805.5 1402.6 591.5 752.3 1042.2 810.9 627.5 1407.9 1099.9 1040.5 1123.2 306.6 999.3 1085.1
343.5 758.3 394.8 956.7 884.6 782.8 500.3 1963.3 1050 1199.9 393.5 1347.7 940.2 649.7 1298 551.5 546.8 405 639 2375.9 795.8 400.9 667.4 594.1 488.6 385.2 605.3 527.3 561 510.3 646.4 612.3 627.8 334.7 477.2 783 580.3 559.7 721 711.5
180.2 53.9 40.2 47 76 33.9 61.1 106.8 50.4 64.9 34.7 445.6 212.7 364.6 2334.4 485.3 629.3 1323.8 220.5 136.6 32 33.3 20.7 62.6 145.9 44.6 328 61.8 82.6 58.7 30.8 192.6 178.9 37.5 54.7 309.5 113.1 343.5 22.9 56.2
721.8 1861.2 65 36 28.5 72.3 14.9 1.8 35.5 48.4 259.8 261.7 61.8 400.8 168.7 172.1 141.8 596.8 797.1 149.5 4 1285.6 446.017124983312 421.9 601.6 292.1 798.6 394.4 11.1 386.033539141183 1018.5 874.5 343.8 209.9 69.8 32.7 338.8 1075.6 132.4 24.5
1833.2 1530 1299.4 1614.8 2366.1 2564.7 1684.8 1254.2 2023.9 1596.3 1202.8 1789.7 1819.5 1661 2045.4 1195.5 2105.8 1420 1879.9 1808.2 2031.2 2136.5 1883.1 1869.8 1108.1 2260.4 822 1607.1 1127.3 1029.4 1312.4 1290 885.2 1537.3 1368.2 1316.2 1328.4 1224.1 1237.4 1317.9
334 647.5 543.7 614.1 2469.9 925.8 767.5 479 619.7 347.1 128.7 595.2 639.2 592.3 472.8 279.8 182.1 348.8 253.4 1560.3 610.7 796.9 368 917.6 414.4 406.1 1105.5 815.6 601.7 837.3 573.3 544 601.6 671.2 259.8 595.6 511.3 440.6 1343.9 734.4
1112.5 333.3 842.3 1029.2 714.4 784.5 541.5 279.8 202.8 347.4 26.7 1.8 40.8 680 48.2 1011.2 65.9 183.5 339.671067003361 76.7 896.1 1046.5 196 650.3 354.7 1712.4 99.7 1310.9 470.5 262.1 888.4 58.3 601.9 953.9 321.6 846.9 330.8 79.2 629.3 438.9
508.2 635.5 470.9 679.6 443.3 267.1 544.5 608.3 615.2 419.4 357.2 965.1 467.4 473.5 1541.1 1828.6 2204.9 661.4 746.5 777.5 382.9 432 326.8 440.6 768.9 484.4 482.2 310.7 393.3 409.4 253.1 1045 740.7 212.3 356.1 329.3 345.6 747.9 485.6 452.3
1388.6 1114.6 1690.3 1154.2 1567.6 1539.7 1679.3 1884.3 1150.9 852.6 1148.6 2301.6 863.6 1304.2 1980.7 706.4 842.2 1479 1654 1045.5 1150.7 1551.4 1067.2 1465.4 906.5 517.8 603.1 870.9 1133 1276.9 783.5 990.1 670.9 1008.4 698.9 1124.4 919.5 771.3 864.9 754
1883.1 2024.8 2394.3 1853.2 1317.9 1587.4 1978 1895.7 1547.4 1531.3 1343.2 2135.7 1221.4 2083.2 1389.6 1107.1 1241.2 2050.9 1539.4 2072.6 1793.1 1572 1269.1 1543 1543.8 1671.2 800.1 1423.4 914.2 1241.7 1073.8 1139.1 839.2 1496.8 1153.2 1078.2 1146.9 1065.6 808.7 1174.9
1810.3 2192.4 2468 1902.3 1718.4 1434.5 1699.3 2295.3 2541.2 1529.2 2576.2 1292.3 1405 1520.5 1465.3 1037.9 1477 2526.1 1636 1495.7 2034.1 1965.3 1389.1 1492.2 1898.6 1778 1184.5 2095.3 1392 2279.4 1669.4 1480.9 1161.1 2338.6 1888.6 1527.1 1470.8 1525.8 1484.6 1620.6
1331.2 780.7 979.2 1410.5 842.7 1384.3 1037.8 653.7 878.5 1151.7 1521.6 543.7 796.9 886.8 1305.8 543 1138.4 1201.4 778.3 1018.1 2376.5 2030.1 1181.5 1762.7 739.2 851.2 1169.3 1715.8 1311.4 992.8 1428 719.8 1135.2 1821.9 1489.1 1574 1311.2 1122.5 1215.7 1590.3
373.5 569.6 292.2 774.3 235.5 924.5 544.3 454.8 499.2 575 1889.1 1401.6 427.1 142.6 386.5 143 120.5 121.4 1202.5 1728.5 821 405.2 579.1 496.6 249.8 596.8 1108.1 481.6 930.5 398.3 529.2 694.7 440.1 422.8 561.9 517.3 773.4 213.5 870.8 308.1
1637.3 1534 1791.1 2131.5 1848.3 1659.4 2054.7 2351 2202.2 1107.2 1970.8 2491.8 1548.9 2018.2 1573.6 1200 2160.3 2546.9 1185.5 1675.7 2534 1961.1 1962.9 2112.5 1564.3 2380.7 1133.8 2044.1 1393.3 2307.1 1697.1 1363.3 1179.3 1729.6 1779.2 1432.6 1690.8 1497.5 1392.3 1568
668.4 1161.3 531.1 334.5 230 984 832.6 73.5 448.2 601.1 470.9 219.8 691.7 879.8 48.8 125 41.8 105.2 107.1 53.6 620.7 878.4 751.3 782 615.6 464.6 719 922.9 1247.6 1477.5 1079.4 921.4 361.5 1509.1 451.3 1200.1 635.2 132.4 814 1019.9
858.9 430 521 1742.8 843.8 537.2 444.5 675 379.4 1142.4 1981.3 475.1 975.1 802.2 363.8 1278.9 688.5 508.3 469.8 254.9 760 526.9 458.9 690.9 716.5 641 1104.6 799.3 1101.9 1525.7 813.2 1584.4 727.2 789 779.5 1018.1 788.5 1530.3 599.4 1182.8
236.6 864 128.1 253.5 2242.8 475.8 1541.7 95.8 522.3 345.9 400.2 377 412.7 326 161.2 35.6 68.2 213.2 255.6 246.6 411 536.4 402.2 353.4 270.3 329.9 422.2 789.6 248.9 734.7 253.9 713.2 216.9 413.2 122.2 389.3 289.8 88.3 804.9 411.1
117.2 387.4 212.8 247.1 87.5 149.7 316.2 190.1 227.6 220.6 264.9 899 409.4 350.4 869.5 2436.8 253 300.2 392.7 9.3 114.2 144.9 684.6 340.9 998.1 165 176.7 115.8 301 54.9 130.7 456 376.5 160.8 243.6 350.7 251.8 328.4 137 400.2
668.7 716.1 511.7 779.2 2468 953 808.4 487.1 677.8 997.6 1315.7 793.5 840.9 691.5 573.1 537.7 519.8 412.6 728 2266.4 781.5 665.8 663.1 677.9 462.4 724.2 689.2 752.8 802.2 817.5 825.5 715.9 593.4 1118.9 778.7 844.2 773.5 492.8 890.4 748.2
479.3 741.1 410 613.9 716.1 892 951.6 1200.6 1367.7 445.5 863.9 751.3 604.8 1769.8 1316.4 2006.8 1740.1 1001.7 621.5 1541.1 533 365.4 539.4 1103.4 569.7 424.9 908.2 616.3 919.8 1095.5 719.5 732.6 1074.9 773.5 966.3 1225.9 496.7 1075.2 812.1 395.4
1079.9 1069.8 1993 941.2 668.4 379 530.9 1532.4 636.9 662.3 514.6 582.3 456.5 701.4 301.8 256.7 16.5 493 718.4 180.4 628.2 20.3 1032.2 1208.6 930 496.2 553.5 1195.8 802.8 814.7 872.2 411.9 666.2 1360.8 1122.5 930.7 775.2 422.2 799.2 1078
1116.8 864.4 1533.4 1098.6 407 571 330.2 781.1 706.5 1158.5 493.5 1202.4 472.1 934.2 1048 750.2 1596.6 1223.2 488.8 650.1 413.3 1609 934.2 1421.1 662.6 155.8 1116.9 1050.4 1291.8 519.4 1350.6 879 1030.6 929.4 1339.2 1594.8 1210.5 1326.1 1322.5 1645.1
245.1 470.9 833.8 326 436.8 372.1 203.7 113 200.6 88.2 403.7 496.1 270.3 565.2 226.2 211.9 331.5 338.9 50.5 147.4 666.1 598.2 1332.2 867.4 1743.3 195.1 672.6 186.7 291.6 177.6 172.9 1044 926 354.6 1086.1 1402.3 256.2 439.8 259.7 975.8
1129.3 1949.9 1807.6 1759.9 972 684.2 669.9 1034.9 1039.1 869.5 1619.4 1799.6 561.8 1431.1 1311.7 1165.2 1967.9 1032.2 1442.8 1204.1 1688.1 1184.2 1405.4 2011.1 985.9 1199 713.2 1027.4 796.5 910.3 981.1 867.4 683.8 787.7 1122 965 811.8 931.9 901.7 1009
202.4 78.2 1544.9 16.8 36 1083.7 71.5 7.9 401.5 4.2 63.7 44.9 107.9 300.7 200.6 80.9 76.9 50.7 1134.8 64.9 1164.5 150.2 31.2 285.4 122.4 32.2 11.2 569.9 70.5 197 103.8 1.4 23.3 1234.9 13.6 175 100.1 175.5 9.1 96.4
1079.4 858.7 720 1327 456.4 345.7 751.8 570.5 1310 628.7 567.4 1138 870 820.2 1787.2 390.2 1355 470 907.2 678.2 1104.6 1903 1582.5 1236.6 586.6 311.5 536.5 1198.5 1108.3 546 1064.6 456.2 581.9 1052.7 705 1116.8 818.5 311 1194.7 890.3
1427.7 1491.7 1930.2 1863.5 1489.4 1077.8 1219 1215.9 2050.8 1609.5 1140.4 1631.3 1452.3 1543.7 1073.7 705.1 1461.6 1165.6 980.6 2804 2147.5 1481.4 1665.5 1850.2 1189.2 1833.9 1097 1528.3 1276.1 868.5 1539.2 1069.4 1044.7 2001.9 1643.7 1363.4 1466.9 1345.5 1428.4 1299.1
1431.1 1764 2136.4 1784.5 1673.2 1972.1 1974.8 1601.6 889.1 1529.8 1204.8 1117.8 1291.3 2030.4 1527.2 1543 1707 1604.3 2191.1 896.2 1466 1555.9 1027.1 1701.8 1266.5 1730 767.1 1256.7 948.4 1246 1043.1 994.9 836.1 1347.4 1024.7 1073.8 996.3 882.4 899.2 1075.1
962.2 1759.3 1289.6 523.7 97.4 733.4 1227 640.8 379.2 502.2 1375 215.9 881 580.9 464.6 211.2 441.1 426.3 1682.7 249.5 758.6 1199.9 802.6 662.3 1121.7 1045 288 630.4 371.8 678.6 660.2 528.1 303.7 573.7 446.4 491.1 303.5 398.9 740.3 716.3
