"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49"
2128 2304 847 1184 237 110 1484 908 2851 9261 2862 1408 2053 885 1945 1617 1858 2225 3033 3306 1436 991 1768 2362 2703 1304 1144 1156 3093 1664 428 5201 6256 2753 1317 835 1966 5303 974 2252 371 1767 638 755 2091 5972 974 766 355
-1086 -754 -1189 -1532 -2852 -602 -1364 -560 -1351 -848 -5192 -7325 -649 -571 -748 -2176 -937 -1002 -3916 -802 -1459 -1456 -1199 -1855 -843 -1893 -1079 -1179 -896 -9878 -394 -759 -792 -660 -943 -717 -991 -448 -588 -580 -1116 -533 -457 -846 -702 -628 -738 -863 -685
1404 2965 3942 4115 2460 5694 3147 3641 2073 1563 422 -482 2929 3696 1547 3873 1769 3223 912 2340 1313 3044 4652 2637 2633 3321 4758 5108 2200 1542 2660 2637 2125 2641 4008 4720 5337 2650 3129 2841 10175 3562 4381 4709 5148 5820 5140 5468 3392
3053 1789 1312 2733 2164 1947 1063 1370 1691 1210 1805 1306 1259 4694 898 2207 1258 944 371 1925 967 1085 2130 1025 1072 2227 1029 1213 1150 1288 4988 3930 1362 2212 3345 3307 4229 4236 2745 7661 2063 6442 6884 1985 2010 687 2278 6641 3988
1475 4069 2436 5976 3294 2496 3420 8114 3613 4540 2995 100 4152 2201 5556 6944 2247 2000 1540 1919 2654 5604 5454 7600 4952 3640 2886 3638 8044 2182 3235 3084 3797 3847 2509 3238 5248 3146 2935 3078 6211 4605 5035 2932 2165 4245 2328 2455 4798
237 2096 255 -5 -282 172 347 28 140 56 -1589 -4749 136 26 -87 75 1373 1739 2869 154 49 190 -91 240 112 343 283 -53 204 4087 -114 168 44 78 45 -183 -754 208 35 60 79 -55 -230 88 -2 9489 -121 -357 44
-52 2767 10244 214 -78 -351 -50 -272 -126 -151 56 -3077 -74 -13 -353 -95 -243 -50 -374 81 -243 132 -150 -50 -135 -147 -264 -88 -236 -1034 10 -204 4570 152 -237 -80 102 1406 -40 -42 -214 -33 71 -107 -38 -214 44 -26 -89
1201 1115 470 926 1031 514 1388 1320 1527 1922 8118 8531 1201 899 1701 1349 1554 1525 2081 1566 1230 1087 1323 551 1658 1220 1725 779 1567 7054 999 402 723 791 683 573 264 301 657 670 358 551 667 383 1047 468 922 608 1152
4099 5771 5182 7481 2435 4629 6510 5436 5388 8994 5298 2450 5306 5012 6781 7427 4041 4270 2881 5298 5505 5383 9972 5806 9982 3274 2581 5830 3161 3196 5644 6006 4052 2876 3877 4198 4233 3929 4226 3231 6417 4290 4322 3938 3607 4127 3699 4514 5708
-35 12152 28 48 -52 26 102 23 111 111 46 822 7 72 -16 22 52 36 307 4 142 84 71 -63 -16 11 -8 22 2 8 46 49 12 0 -2 -49 43 3 32 185 98 31 -13 -44 34 57 -1 -58 -32
2742 5746 6460 4961 3250 4781 3367 7040 4566 3426 3891 5851 5178 4586 5663 9130 2590 2790 881 4194 2876 5289 5853 4803 6588 8753 4597 4052 3815 3917 3479 3434 2530 3659 3894 3163 7756 2987 5615 3316 4207 2761 3326 5827 5118 2153 7114 4808 7246
-80 1276 -120 -71 -91 977 452 71 260 429 -991 -974 209 1894 1948 173 427 222 321 2570 -285 -37 3876 -62 -142 1572 2144 -183 -68 106 -100 595 800 -184 -26 -211 10258 261 -24 2185 -205 3022 3072 1300 452 1240 1388 1088 229
314 463 477 607 1107 1021 938 677 1007 751 5733 8649 1671 1141 1071 1796 1103 535 1302 759 1230 753 440 811 693 988 8766 1812 975 731 1189 350 1050 775 794 1116 656 1272 664 518 564 673 673 698 1067 954 1652 698 697
-789 -244 -500 -771 -1053 -435 -964 -259 -645 -762 -5715 -11491 -507 -527 -636 -594 -598 -716 -2526 -408 -1575 -880 -507 -638 -616 -695 -699 -826 -715 -703 -1141 -855 -714 -588 -389 -566 -736 -724 -473 -326 -737 -550 -416 -446 -419 -378 -764 -894 -659
454 710 1050 810 1657 840 842 886 709 564 3941 7416 637 632 777 861 681 932 2172 836 928 669 1058 1040 1120 705 703 511 917 10355 804 656 401 573 636 417 717 685 892 557 600 502 460 603 511 676 673 824 535
1812 896 107 154 4841 2432 2639 759 418 950 1031 199 4489 1093 853 1972 326 730 463 221 216 123 1882 2990 104 7074 2394 2445 379 266 1270 117 689 1083 332 180 1836 86 3095 82 2277 4354 2956 2154 2534 2686 7354 2621 241
290 41 186 1138 63 3187 4910 38 341 226 -2072 -573 267 820 -36 3720 104 177 -438 47 54 395 120 -58 45 238 263 2044 270 -2108 129 78 8 124 22 24 9 -50 77 107 -101 1482 174 43 1747 1366 181 9290 117
1686 1046 1548 1341 230 2001 951 692 896 11230 437 3007 845 2511 1618 1956 830 989 2539 448 880 4405 620 581 543 248 706 928 1116 3170 2437 2325 2514 1974 2840 1980 2742 2244 1161 1205 655 795 1864 1134 734 1126 541 505 4445
1366 775 1294 798 145 2358 3462 1366 3956 5535 848 2192 2345 1197 1764 739 3384 5211 1363 515 3262 4835 442 -400 549 423 66 1703 1315 1749 8034 780 699 2340 3380 5427 318 744 1087 1537 734 2234 1789 790 3970 2029 1153 380 1548
2138 2255 3354 657 786 791 659 1639 3081 2094 6938 6749 448 831 1415 324 1729 2840 3652 2925 2784 1437 608 1707 3134 860 5947 1092 1225 4501 1251 5868 2419 2446 2199 4138 1099 3179 2836 5050 1769 332 1170 572 313 664 872 931 1955
2023 1339 1321 1410 980 3582 2805 1582 1234 3688 732 2618 1227 2921 3955 2125 220 1126 1569 1629 916 1731 4445 1177 1497 1332 2226 2497 1560 2733 3737 2717 1828 3193 3432 6076 10741 2642 2472 3802 2409 2813 4268 3075 1675 800 2699 4920 3721
2191 643 4441 2739 1045 2346 1591 1031 1790 4444 3591 4462 291 1361 134 1278 6175 1490 3054 3500 2833 1978 820 363 547 1525 564 1255 1018 7324 1223 6107 3780 2552 1780 3455 5322 3454 1661 3836 500 969 933 1296 911 967 617 2461 1367
2220 1328 1012 1325 1245 1496 1579 544 2223 3675 1816 2815 2338 5631 5345 5294 1404 3564 1054 995 1239 907 888 1658 1094 677 780 820 1782 2278 1449 1040 1316 1472 1424 1063 1568 1063 508 427 7644 2127 7890 1020 2138 986 919 774 531
935 409 1782 1196 712 473 918 750 3174 870 3337 4827 858 808 473 900 1786 1376 2614 723 2950 2996 585 1006 1538 1242 921 748 1201 10532 877 1855 1437 605 719 748 652 789 550 1247 881 691 477 1207 5498 721 1419 502 677
2518 4598 3357 2706 4119 1785 4742 5015 4665 3862 3939 6759 2953 2637 7453 4083 3143 5267 5277 5409 3745 4088 9927 6257 5267 3928 6034 5499 5333 4490 3991 5427 3210 5344 6065 3401 5296 3495 3799 5306 4594 11050 4527 4890 4735 4180 4015 7641 4515
2237 4242 2938 10996 3659 3147 5256 4445 3275 2865 4130 3018 3284 2356 3878 3815 3045 2821 2327 4018 4037 3775 3177 8999 3161 3976 2743 3419 2591 5163 3070 5143 1827 3682 3601 3734 1453 1818 4446 4661 2038 2170 1127 3344 1888 4554 1784 2429 1876
-1054 -831 749 24 -224 -426 -1169 792 -1225 126 -2246 -7385 2091 571 -67 529 -1 -652 -3885 -102 -459 290 -587 -1489 -1730 -647 2324 2346 173 -5323 -114 -145 333 -900 -354 342 894 -118 85 -1254 -1351 119 649 -1033 -271 2330 -532 -1980 -825
294 356 89 274 -10 -25 24 154 488 520 -10004 -5563 147 631 808 397 242 -47 -490 499 385 875 -132 1319 504 -529 178 457 406 218 -44 40 100 82 -128 -73 -59 146 -23 409 393 21 357 115 449 249 162 -353 113
402 274 230 3360 1456 2349 562 307 532 568 -7274 -5173 1050 1412 557 981 2214 1338 2493 504 475 1681 1119 1103 323 1617 1925 1817 1225 3635 621 1021 770 921 3395 876 962 992 300 1194 896 673 353 920 1250 741 1045 700 1041
1898 2197 2676 967 1991 1636 1275 1605 1800 1642 5035 10202 2344 1103 1001 676 1654 1631 2681 4060 3172 1108 1283 931 1980 980 1581 1505 1490 1244 1289 5166 2844 975 3057 3150 991 2434 3224 961 680 404 727 1349 1606 1309 3116 758 5942
2285 3575 3318 3838 3334 3659 4695 3791 2004 2417 3387 2964 1674 1588 4827 1371 3779 2034 2874 2187 1938 3762 2780 5054 2679 2956 2863 2099 1898 2645 4313 4491 1147 1475 9237 6880 3295 2026 7484 5227 7178 1962 3090 2677 1161 3389 3555 4984 3365
1418 429 1670 1342 2079 1989 4391 1386 4702 2625 1234 4235 2115 3220 1394 1514 4230 3969 1621 2415 1916 5916 4245 2971 1546 7593 2293 1964 2317 351 5332 1848 907 4858 3457 3862 1011 1199 818 3743 1093 3081 5496 6556 4239 2640 1380 1271 2726
1014 1017 440 1244 -23 1080 956 1134 1182 300 -7750 -7657 518 491 417 450 1543 712 415 513 974 636 756 508 506 509 868 453 608 1068 331 22 207 137 242 404 -55 73 83 269 313 211 62 128 173 441 194 394 243
220 390 635 349 357 638 127 209 275 263 179 1505 457 670 245 405 1226 920 1087 681 272 563 338 241 227 471 603 306 246 294 384 888 356 268 384 387 351 284 427 424 12067 419 380 168 656 205 317 411 191
5810 1648 3424 8708 658 1631 1035 2444 4197 2148 2766 4007 596 2884 732 1278 3849 2324 917 6177 4494 3712 966 1128 2023 1074 609 1552 1577 2131 2357 3862 3119 3173 2778 4873 1864 2287 1551 3451 2632 291 1328 1452 863 1616 451 477 1956
-335 562 -133 -783 -2683 -587 -323 1121 -420 -27 -4730 -7950 703 -570 742 130 -3089 -845 -4047 825 488 -736 1208 -255 609 -112 340 66 441 -971 -82 1232 1371 405 -98 -227 1023 978 209 323 -475 506 118 940 163 385 1312 -267 950
2355 2414 1440 1424 1115 1266 2192 3072 2006 2950 2381 1127 10804 2495 818 4188 2399 3388 1247 3608 1764 1571 2145 1372 3484 3251 2097 2867 3376 1217 1444 1674 2228 2007 1637 1885 1911 1380 1959 3188 2107 2701 1549 1057 1364 5290 6740 4803 2728
-265 -182 -416 -489 -1090 -185 249 -101 28 106 -10172 -6401 -105 -279 -512 -394 -478 -199 -887 -315 -266 -83 -154 -949 -311 -620 -553 -176 -319 -924 168 10 -190 -248 290 49 -352 -59 -8 -234 -348 -209 -217 -202 -15 -50 -153 -625 -348
-673 -915 -1198 -1120 -2036 -538 -1198 -1392 -1643 -1498 -5211 7844 -581 -703 -720 -903 -608 -1486 -3216 -772 -1374 -1578 -1415 -1697 -1160 -1945 -177 -861 -727 -5964 -843 -985 -1262 -863 -491 -929 -1282 -51 -753 -728 -678 -676 -777 -591 -511 -774 -703 -1281 -604
2380 2269 1082 581 457 3047 3072 3273 3630 2959 2287 1582 2759 1162 1559 686 4425 2115 1454 2128 3005 2833 1224 586 1667 6539 1747 1493 696 1091 3904 3302 3012 1460 3243 4072 4326 4534 2543 2147 3129 6775 7569 6587 1509 2070 2238 4496 2096
4730 3272 2932 6910 3517 3607 2440 2429 3615 3365 6482 4228 2396 3101 2048 1840 2204 3239 3363 2402 3501 4506 1548 2721 2440 3958 1487 5558 1688 3798 4191 5427 5004 3784 5930 7230 4859 5286 6926 4954 8906 1999 4287 2865 2025 2093 3414 4842 2689
-29 925 730 -492 205 591 316 -487 369 715 1313 -346 2164 597 7819 1058 500 911 304 243 989 1072 3292 1959 10 -203 1127 274 266 3508 585 260 1276 1004 409 753 1858 467 115 749 1692 2803 4129 7437 1271 278 2341 933 1398
-664 -272 -619 -859 -728 -951 -1084 -861 -2394 -1932 -5599 -8836 123 -256 -435 -263 -938 -446 -2014 -315 -570 -841 -231 -1542 -1862 -1349 -372 -1819 -414 -6859 -458 -850 -1428 -389 -1167 -781 -1594 -1112 -1200 15 -198 -311 -692 -282 107 -441 -377 -686 -1132
225 315 524 463 784 656 535 396 410 312 -8622 -7120 386 435 351 545 439 329 20 330 435 319 965 474 621 350 595 373 482 44 245 250 132 219 387 164 262 262 339 54 245 389 69 143 229 275 173 425 401
-469 -195 -250 -372 -836 -390 -335 -302 -436 -325 -620 11277 -241 -320 -254 -268 -384 -284 -875 -193 15 -286 -189 -498 -179 -216 -328 -440 -85 220 -242 35 -90 -285 -284 -322 -363 -240 -115 22 -338 -133 -151 -184 -221 -94 -302 -269 -310
81 11754 72 536 160 206 354 287 197 163 -505 -386 13 6 227 105 465 -72 720 341 21 515 212 559 425 463 275 78 244 188 530 95 307 400 520 376 494 468 307 1204 385 268 273 190 214 241 294 195 471
3503 2307 482 752 1222 1399 816 3456 1874 1922 2085 1229 3480 1755 2778 3182 1966 1489 -270 2879 1498 503 3716 2303 2975 4441 1937 1553 3648 379 1747 1029 2300 2634 1231 640 837 1581 2611 7433 410 5388 1639 2515 2336 3012 2093 676 8493
1228 1061 1675 2066 2066 1355 1915 2960 2018 2421 4289 3527 2617 2896 4350 6027 3008 1449 5233 1984 3657 2176 3168 7468 7676 3358 4456 4341 4296 6969 751 2187 2867 2691 1043 987 3341 2794 988 853 3437 3934 1767 4081 2672 3526 3895 2882 1467
1003 783 317 782 844 435 20 679 345 93 -8279 -6160 659 603 414 586 1271 959 308 602 2 1081 394 365 771 1737 851 630 718 -1385 502 567 1425 713 1270 117 1169 842 634 430 796 134 52 918 838 1207 432 -518 139
351 227 327 1945 1378 4463 774 738 294 388 -106 3302 1963 2173 59 1366 106 -18 454 99 411 1162 158 -77 612 418 2789 3566 6614 665 303 -7 1702 670 407 350 4595 623 272 8 829 738 383 85 7270 1504 1673 2384 368
301 369 306 163 148 91 109 170 -399 -33 -7351 -8268 60 183 634 437 104 -22 1178 196 -2236 515 749 -106 42 411 290 60 -79 -219 -291 247 311 286 325 -85 -10 -169 370 319 583 100 246 212 175 194 139 -221 66
2830 2438 4880 3419 1207 2407 2086 2346 3945 4900 7650 3404 2168 2884 1524 2149 5680 2802 2598 5994 4054 2168 620 352 2966 1505 1486 1541 2647 2621 2415 4830 2258 1991 4252 8057 3699 3044 3841 2257 891 2762 2713 1370 1022 1473 1895 2042 732
907 1270 1572 1320 3356 756 637 1273 1341 1203 3868 6931 1411 1719 841 1421 2055 1487 4619 1222 2327 1996 1284 1687 1624 2496 2764 1597 1922 9624 737 769 1238 1416 1937 177 165 1552 1334 596 1628 398 358 988 540 1307 1021 460 797
526 647 1289 363 610 2029 2113 2741 2291 2656 -438 1860 2909 2657 3672 4312 2338 1732 198 3596 1310 2177 2341 2729 1915 2496 4441 2822 3862 802 3303 655 1897 3292 3747 4534 4248 1942 757 1884 1621 4135 7649 4980 6943 5072 2454 3103 1518
756 1142 268 -214 -1230 454 575 995 448 525 -6229 -7193 1988 -6 63 436 34 -131 -1178 1479 549 -851 499 -803 128 1637 872 -442 1264 -3025 -211 182 674 655 280 -108 711 -88 773 1039 -79 1272 182 891 1585 895 864 -269 327
1138 2720 2059 1723 4921 2063 3384 2792 3321 3780 32 -530 3392 2886 3464 3841 3661 3467 5955 2970 3586 3127 3059 6674 7296 4250 3003 6120 3769 8172 4701 5039 3468 3047 3742 2007 4276 4926 3618 1347 4277 2917 4969 4646 2520 3182 2655 2899 1480
1735 1062 2887 2608 4430 2772 3301 1688 2728 3188 126 3753 5795 3646 1213 4102 1563 1570 1222 1297 1273 2228 634 1445 1710 2277 5193 7695 6128 4313 2158 1756 3117 1010 2303 2037 2562 1997 1745 916 935 1244 707 765 4581 1922 5574 2188 771
615 514 987 642 1402 755 355 500 1170 748 3061 7177 1371 1019 750 1213 2237 1099 775 889 2230 1204 821 1301 1002 1418 1371 1418 1192 10437 1309 1259 1261 1090 1255 998 956 1722 738 1328 1672 689 652 1329 754 1144 1360 1046 1548
8701 -168 -273 -216 -405 13 -122 -144 -223 -63 153 704 -49 1300 -67 12 -196 -110 -382 -69 825 -18 -210 -149 272 -266 -173 -65 -125 756 -132 -213 2246 -42 -143 -146 6814 1967 12 -30 -124 -1 699 -29 -67 -50 -113 -118 -61
1885 2273 2074 6084 8745 3529 3926 2287 2601 2198 2529 2650 5704 1555 2082 2337 1768 1720 539 2144 991 1960 5141 6568 4002 4099 2491 2096 2113 1363 2193 1774 2865 1467 2580 1188 2358 2067 3557 1265 3329 4839 2149 1260 2310 2331 6081 3205 3478
2565 451 6695 59 99 491 809 968 3917 1641 1977 1808 1164 1361 984 396 2506 5190 1950 650 7391 1161 14 119 723 313 160 1052 825 758 756 4827 1686 1593 729 1880 506 1727 1088 2521 259 478 537 435 604 512 343 327 528
2110 1771 4674 5132 3757 5835 1864 4096 2853 2266 2608 3937 2039 9172 1332 3866 1410 1416 596 3470 1902 4081 1225 1294 1697 2052 1500 5160 2167 3464 2122 3994 2091 1704 2024 5445 4680 2136 1723 1876 1029 1659 1437 879 3155 3385 3234 1883 1137
5655 3479 2847 4612 4984 3916 2475 4370 1520 2476 8802 1549 2601 3331 3817 2260 1717 2020 2415 1504 2592 1655 1481 5657 809 1373 1943 2982 2350 -1220 2962 3273 899 6660 2237 2068 3763 1983 2136 3213 3340 2283 2328 1839 1208 2624 3450 3443 2720
348 279 148 557 -238 -67 307 191 209 -212 -8267 -7407 -301 -137 412 264 -52 -35 -114 535 140 634 192 515 -377 3 -95 -226 265 -1025 112 92 544 106 -283 855 178 518 439 351 37 -178 211 7 -73 49 109 120 -303
4191 3974 3814 2804 3990 4965 7079 5166 5435 6131 5051 3490 6365 3551 8106 8258 3790 3963 3336 6506 5694 5592 4053 4272 4963 2811 8106 4103 7839 4083 6151 4288 4290 3787 4297 5782 2489 3429 5243 1992 1368 2776 4889 1624 3644 5264 4366 2950 4013
2562 4549 3121 3891 2802 3085 5404 3038 5015 3718 7300 5643 4342 8299 3161 6776 6400 3413 3677 6151 3421 4139 7367 5862 4181 5656 3603 5073 4129 9417 4394 4148 3829 3804 3160 3564 4284 3956 2452 3273 2765 5974 4573 7910 4157 5448 2146 3727 3773
1890 594 2067 2193 2177 3073 1913 1662 4136 3691 2680 9753 2602 2025 620 839 3768 3042 2423 1143 2970 3316 832 2737 1215 872 789 4740 3118 3349 4697 1733 2347 2870 3156 3095 4250 1118 815 771 4247 2400 2550 1972 5832 1948 3231 3772 988
3440 2074 3081 4253 4465 3258 656 1834 2371 1533 2688 1266 885 1291 888 1057 572 1160 362 901 811 863 911 868 2983 1524 659 1965 1159 966 3933 3297 3404 4493 4626 3551 4291 4420 3118 3511 7170 3144 5428 3291 1752 583 3306 5466 3980
572 945 -202 -96 152 -558 399 -275 187 176 -3148 -8674 79 93 875 203 1068 567 1090 1016 -98 216 987 1369 304 -313 949 374 843 -4070 -237 818 477 411 998 -348 343 835 735 240 278 557 -93 2060 731 1227 -11 -1302 514
3309 4916 3151 2636 867 5552 5409 4922 3543 3452 5646 6198 3320 6914 5154 3330 3956 2429 220 3574 2858 3086 1877 1981 2118 3216 2721 3029 1987 2584 3463 3410 3925 4273 5184 5014 1156 3846 4416 4177 5946 3225 5303 4369 1965 3773 5689 3932 8893
2337 2728 2305 1403 177 1887 5596 3251 2735 3128 2241 2661 3300 2147 1006 1530 4846 3414 6038 4185 4687 1643 6821 1988 5720 3776 1724 2170 4514 3979 8179 3847 5519 2813 2059 3080 2142 5303 3500 2329 1832 3501 3923 5219 3934 3626 1860 3283 1697
857 290 689 338 230 222 2173 492 514 434 1123 -1940 863 137 340 412 445 768 844 555 464 775 48 360 2876 528 478 600 3137 1286 2042 675 1179 725 243 477 115 1105 425 591 941 136 93 5606 306 4710 122 175 8516
3238 5327 3611 6566 2133 1378 3354 7046 4137 5155 5645 4205 2913 1727 2986 2648 5347 4093 2915 4005 3774 3372 2797 2921 6606 1679 3609 1871 5708 1742 4592 2369 4733 2814 6430 2745 1291 4199 6686 4141 2354 2700 915 1324 1633 5486 4509 3059 3493
1186 1994 1975 555 668 1640 2805 1962 4590 3358 1256 2240 1928 711 2219 636 3598 4727 3483 1120 2964 4812 691 2569 1387 781 660 647 1007 1046 6366 705 1183 5092 6575 4851 663 1162 1537 1199 4624 1207 2247 1514 2065 1308 2135 525 2980
499 528 1721 1176 356 6186 2485 696 3235 1240 1062 1120 595 207 367 156 876 2636 -327 272 2059 8231 447 828 397 63 42 1814 441 3077 5019 511 278 1429 1056 1056 1275 444 351 199 311 336 730 349 595 588 1033 774 584
-264 30 -1 301 431 308 140 80 12 57 -10898 -361 43 248 131 153 45 183 1302 94 130 204 -16 -13 85 140 303 350 269 236 48 208 106 59 198 243 135 100 21 142 172 63 179 208 296 82 130 286 85
1530 1630 1868 1480 3909 2971 1519 3279 1710 1795 1049 -84 3215 2637 5680 4355 1173 1156 2000 1406 1111 1588 7786 5772 1802 2451 2157 3981 1230 472 1943 1650 1991 1648 984 1434 1455 1370 1901 1596 1011 6436 2754 2000 3780 946 4404 3514 3390
1843 3385 1353 3550 5271 7837 4221 5085 5179 5189 3143 3039 6297 4294 1799 4135 2197 2660 2110 1905 3324 3058 4330 709 3027 3406 5450 7285 5174 1983 3800 1567 3852 2821 2361 4628 4433 2416 1798 1999 1663 3667 5861 3836 6140 3730 4455 4664 2795
3679 5752 4693 4937 2122 2550 2729 5523 5295 6575 5661 1308 4337 2994 5262 3517 3913 4279 3069 5492 4373 10636 7859 3584 3876 3129 2090 4215 6147 2361 3146 5774 4781 3947 4437 3305 2541 4816 4363 4077 5294 4429 2848 2849 3750 3574 3276 3417 4248
3600 3015 4754 6166 5096 4032 4900 6561 4677 2036 3387 4532 5154 2204 3400 2832 4121 2205 193 3421 3324 1627 5632 3448 2927 3723 4161 3064 6173 1822 3891 2165 1152 3514 3332 1307 1425 2427 5873 4242 2448 6718 2393 3768 1165 1509 6292 4232 4945
1011 1673 1468 1539 664 1349 1609 1502 1191 916 -3900 -6616 2853 1121 523 197 466 383 -2448 1216 623 563 495 789 2044 446 1293 2032 861 -3485 185 1504 953 467 203 627 894 81 334 997 1308 514 867 353 428 1515 2147 1132 437
1066 1948 2405 242 466 2946 893 819 2217 2409 2291 1691 8196 3158 3354 3693 3006 1614 1069 1713 5776 2462 4469 60 565 1744 1630 2972 1346 2792 1404 1611 1156 1793 3899 3987 1112 949 4385 2573 44 2523 5850 2768 3780 2499 1727 2847 1625
2304 3069 5189 3083 2252 7692 4339 3101 4602 4604 6458 5625 7296 4925 5444 4289 3204 2802 442 2719 3466 3607 4635 2825 2574 3437 3288 5198 3618 4891 3798 3427 5385 3878 4479 5642 4681 5583 4219 1670 3963 5417 8708 6403 3327 3246 5040 2101 2841
3819 4642 2536 1438 887 1169 2993 2700 2517 1229 6616 6625 580 1178 965 1134 905 3656 1438 3000 1719 884 573 1415 3509 2120 357 791 2819 725 2114 2519 4317 2363 3805 4618 1252 3560 2888 6030 954 739 1259 1144 1539 1959 630 1811 2372
-1464 -1156 -1384 -1495 -1977 -1244 -880 -410 -1210 -1966 -6989 -9384 -696 -490 -740 -322 -754 -593 -3447 -356 -1603 -574 -1138 -601 -631 -1334 -477 -773 -1025 -2042 -837 -501 -1136 -539 -720 -1545 -771 -439 -206 -1016 -748 -692 -463 -1124 -933 -924 -835 -2217 -1300
951 744 2095 3621 6849 1344 846 2438 2143 1661 952 1763 2406 2108 546 3734 2755 1428 2759 1252 1084 4088 650 403 1931 1398 4766 5840 5800 3984 1521 978 935 929 1381 1319 3095 749 848 1225 1211 1245 318 774 3482 915 4712 1622 662
898 786 1205 1298 338 1176 1625 2273 1086 852 1286 4116 1265 620 5114 212 2539 1828 97 4538 2110 420 1021 4031 1589 2167 1318 2002 1698 1048 354 2654 1547 846 997 1996 792 1305 1289 3150 846 660 456 9259 3137 2032 1570 1089 1623
783 -65 812 1372 1215 1013 2591 275 650 2270 -249 -1372 582 1215 916 1519 2624 5709 2111 284 1241 7578 813 1668 551 664 1316 1108 1063 5951 236 1631 759 -116 324 1352 657 217 1187 1222 1546 -236 -323 710 727 1643 -149 1332 301
7447 7257 3481 5196 3173 2735 4633 5757 4794 7829 5419 3922 5969 3693 4804 4035 3086 2539 2452 5625 5989 4944 5864 2841 4451 2749 1618 5125 3570 3145 3815 5001 6685 4621 6278 5743 5520 4654 5500 6024 6388 3472 3128 1696 2890 3487 2594 1820 3561
1161 1161 601 647 612 1411 2228 2054 2734 3423 507 2188 1831 848 2555 3689 2621 2982 2216 3313 1583 844 2860 5117 2504 3736 2577 3666 658 2559 536 2852 3674 1403 645 1129 294 1654 873 909 5977 1789 2332 6603 5207 5628 380 813 2314
2386 2516 4146 4090 3751 5628 2949 2964 2855 2148 3057 1339 4852 6147 1970 4485 4033 2326 3891 2855 2535 2205 4856 4695 3164 7889 3843 5788 3089 5812 3417 3496 2769 3833 3246 3285 5904 4067 2540 2551 2703 7286 7347 4066 2599 1955 6581 5719 4198
1015 1194 636 496 992 644 537 673 2245 1283 1775 3276 556 2511 2379 544 1596 2666 1924 1320 1299 1980 1018 2141 1137 2754 1603 559 1541 4188 1187 3248 3833 1362 2778 3665 1818 813 954 5508 5094 1162 3560 6828 5707 4009 395 189 1003
1093 7828 984 133 -176 79 69 169 327 179 762 693 154 328 176 182 347 372 305 56 6955 187 1 113 190 106 151 164 135 438 234 153 3826 159 181 333 296 2614 152 74 215 99 97 88 100 205 179 206 346
1778 2361 1710 1574 816 1290 2232 2904 1666 2749 1725 -220 3647 2014 2740 1247 3603 2528 1310 1545 2164 1631 777 795 2165 1920 11456 2470 2423 997 1610 2144 2918 2449 3126 2195 2489 2271 2071 3126 1936 1203 1312 1782 1656 2323 1847 1241 2377
718 803 1071 1191 2450 1062 1197 700 -13 1312 5888 7605 835 768 1308 562 326 1157 1182 949 355 494 842 1183 1494 1068 1638 1536 873 7535 597 885 252 1097 1349 309 666 1183 707 713 1661 606 695 865 536 394 882 1075 846
332 2449 76 814 1422 814 743 265 105 814 1130 1550 1674 4073 2657 6655 28 342 1701 1196 225 1225 6567 5735 69 547 301 1934 1278 1477 2819 259 247 608 556 816 986 198 1478 23 459 2319 1306 1415 1581 2998 1447 504 1843
-261 -286 -670 -741 -169 -205 588 -244 764 -528 790 -10486 -961 -207 -450 -737 -528 -567 1602 -600 -860 -673 -426 -1063 905 -906 -645 -361 -512 -436 -515 -356 -261 -129 -308 -565 -139 -220 -98 36 -31 -190 -240 -240 -146 -303 -66 -509 -214
273 647 625 255 793 1072 1489 611 944 1746 -3472 -8314 802 898 1878 571 1764 1442 -59 947 45 1707 440 780 436 70 1353 2430 1619 849 250 878 1106 730 1251 958 892 959 928 666 215 602 804 647 1063 1860 1040 722 569
2589 3283 3695 2485 3367 4540 5132 2678 5833 8273 3188 1729 3079 4148 3007 4717 4047 4646 2923 3859 3315 2274 3904 1761 4930 3100 4832 2940 4707 3384 2926 2605 3350 4768 2405 2519 2259 2570 1968 4443 1003 7183 5383 6559 5782 5450 7029 3869 4673
3160 6661 3731 3195 2170 3847 3609 2675 2294 2198 3595 1586 2968 2651 4476 1702 2581 2635 468 4058 2243 2119 1443 1930 2202 1785 5189 4447 1326 2290 5109 1830 3118 4180 4191 4424 3905 2914 7274 2256 3142 2691 7012 1580 1923 3851 3676 6882 3051
1246 257 709 30 1372 1667 591 3233 965 4217 495 -29 1135 1917 905 487 -957 355 -1394 345 1352 50 4932 -285 221 -278 164 3269 490 -158 4899 376 2540 1170 134 -62 735 1711 1051 878 -333 4136 4959 -571 642 2476 1942 415 462
4124 4192 3884 3562 4004 5405 3864 3042 3394 1861 3888 1970 3021 3718 2381 7158 2350 3307 1324 4102 2692 1989 3631 6381 2168 7384 6090 3219 4675 1541 3034 2732 1164 3103 1895 3156 2944 1249 4889 4776 6132 4458 2029 2270 3593 2637 5574 5722 3257
