"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54"
5285.3 5996.6 7086.6 10798.5 7062.6 12415.1 7344.1 11689.1 10459.1 33360.6 5694.7 16111.6 16741 24881.8 28292 13673.3 7987.7 20750.1 14411.7 24876.3 13074.3 7072.1 6706.9 6714.8 12488.2 9112.8 14196.7 10967.3 5384.3 11617.9 13640.5 11501.7 10956.6 11969.8 26363.1 10001.3 5786 16899.8 18214.4 21607.8 8080.7 9899.9 4612.6 8181.1 9964 11863.2 22974.5 12596.9 24490.2 29676 14661 13098.6 15225 16257.6
12.1 19190.8 5497.4 188.3 655.1 355.1 40064.1 1139 705.7 3256.9 353.8 859.6 3622.3 86.6 11230.4 63.2 11471.2 201.5 40.1 18.6 305.3 43.1 130.4 348.1 339.5 2545.6 15.8 33.3 719 6714 23578.8 71.9 200.2 614.5 49 2024.7 21.6 31.2 18.3 74.9 74.9 4458.9 322 114.6 843.1 441.4 41.6 3443.3 243.3 1995.5 324.6 544.4 124.3 60.9
493.5 943.3 599.1 1565.4 1103 649.8 323.6 262.6 15493.6 2176.3 135.4 383.4 210.5 1629.8 185.8 187.5 365.2 97.9 805.8 5576.2 38764.6 29346.7 444.3 652.7 568.5 763.5 924.1 907.1 527.9 222.4 1509.7 559.5 1527.3 13494.6 1045 2916.2 221.8 311.7 1530.4 890.9 255.4 3211.3 209.6 358.7 283.9 146.7 3492.7 3499.4 1573 4497.4 240.5 197.1 647.7 379.2
20223.2 25027.6 23638 21227.4 24873.7 24704.9 24963 22486.3 21195.4 16301.2 18477.4 31998.9 21695.5 10364.4 37359.4 37968.7 24498.7 35030.7 30646.2 36883.8 26896.1 29288.2 25957.1 29608.5 27431.5 20664.3 20614.3 30323.9 25506.7 19009.9 26549.3 32736.3 37195.8 32225.2 34036.8 17448.8 27340 25016.3 21023.6 27482.8 27628.6 23301.4 27908.2 31974.2 34763.9 19933.2 29030.7 32955.5 39168 49639.6 23999.9 27978.2 31737.7 30151.2
3567.5 8144.7 24601.2 5681.9 10157.2 9406.3 9961.2 8796.1 7962.9 19522.2 5208.5 7067.5 19852.7 3483.5 35477.4 11207.2 18240.3 7355.4 4116.3 5212.9 8472.9 7543.8 21182.9 6267.2 12407.7 15568.1 8956.3 5836.1 18492.4 18301.5 24645.3 15094.8 13450.8 4462.2 4229.4 8287.3 16432.6 10547 18800.4 15502.7 14590.2 14638.5 8097.1 4052.3 7137.7 12961 4493.4 5113.8 2633 6742 4517 4596.8 2035.8 4431.4
1155.6 4487.3 17952.7 2136.8 2642.5 8886.4 3277.1 5215 7191.7 15047.4 2584.6 5917.6 17519.7 1576.2 25878.2 12698.9 8533.3 2716.7 1943.6 1976.8 11794.6 4652.8 8918 5132.9 12358.2 9182.2 557.9 8566 8292.2 19011.6 36277.6 5961.9 3307.9 3868.7 2112.7 7406.1 4956.6 4763.8 3437.2 5033.3 712.7 18592.1 5563.9 6726 4513 11353.3 1536.5 2295.6 416.4 3542.2 4945.4 3760.2 1306.3 2241.5
50.2 53.5 128 198.1 330.1 80.9 58 157.2 61.8 239.4 1866.2 50314 89.8 42.6 45.2 139.2 33.8 68.3 145.7 104.5 95.3 66.9 26.3 48.6 134.3 80.8 126.6 168.1 46.6 26.8 334.7 73.9 25.6 88.1 124.6 64.8 108.7 107.2 19.9 85 9.9 79.8 45.1 107 29.3 20.8 46.2 110 144.2 136.6 48.2 91.4 200 155.2
1922.9 666.1 5158.3 1184.6 1685 2107.8 1176.4 4042.3 2647.4 995.7 20657.4 42840.7 1759 1883.2 888 232 78 84.6 162.8 4820.2 3152.8 331.7 361.8 445.7 2111.9 1197.9 596.4 444.1 272.6 1068.1 581.5 2752.7 406.5 580.3 8429.3 3508.9 3576.9 877.3 107.6 257.9 166 1981.8 2407.7 178.5 890.4 484.2 14904.9 4050.2 12121.2 11759.1 1097.7 2250.6 285.4 954.5
51 12601.9 4079 925.9 1430.9 543.1 33031.6 944.2 1037.9 3234.1 503.2 1532.6 2020.1 332.8 13905.1 456.8 17191.2 737.8 324.7 392.9 922 351.8 327.9 644.8 738.5 2378 212.5 464.2 846.7 13404.5 29633.9 471.2 667.1 904.6 104.7 2499.4 370.5 174.3 209.1 188.4 254.8 9868.9 656.9 541 998.9 595.2 312.9 5475.7 629.7 2567.8 867.5 1030.7 270 390.6
30.9 4544 2177.5 339.8 205.9 28.1 42418.5 329.8 128.5 2561.9 177.2 559.6 2032.3 33.5 17310.8 43.4 3176.6 37.6 35 33.2 52.6 12.8 22 102.8 58.1 2045.9 26.4 26.9 514.2 2649.2 21748.9 26.3 37.5 23.1 19.4 1063 84.6 19 61.8 13.7 18 1534.1 39.8 89.3 227.6 93.3 29.8 764.7 117 295.3 119.6 24.7 21.6 36.4
396.4 549.3 314.9 281 404.8 3092.1 1345.1 816.9 8490.5 2080.4 242.9 47172.6 2138.7 555.1 11986.1 2521.5 5571.9 96.3 121.1 1413.5 3634 1716 8643.4 4140.4 6124 7175.4 1428.5 2567.8 1350.1 2708.5 1320.3 3568.7 1956.4 8795.1 655.4 2973.1 7101.2 3256.2 10698.6 732 1769.9 3159.3 5011.9 4920.4 6506.8 2989.7 252 210.5 140.7 525.5 835.9 167.2 295.8 125.1
1496.1 24.7 55.8 18.6 143.4 11.8 70.1 53.2 31.9 96.8 13.4 49340.4 36.8 43.7 54.6 36.6 35 7.3 12.1 8.5 7.2 21.8 14.4 21.5 9.1 7.6 105.7 39.6 13.8 9.9 14.9 44.4 7.9 48 8.5 11.3 8.5 17.5 9.9 12.7 7.1 19.4 55.2 10.4 7.8 18.6 29.1 19.1 16.9 8.6 9.7 13.8 46.7 10
16605.2 6200.7 15072.6 8585.4 8328.9 15235.1 9999.2 14862.9 12898.2 23692.4 15862.5 25140.2 23223.2 22564.4 24345.6 21737.4 9593.3 8208.5 6531.2 8890.6 16396.9 15155.3 11960.4 14391.1 34486.2 22686.9 10346.5 32140.6 17937.5 23872.5 13788.8 16577.6 16687.5 23252.4 14630.1 22709.2 23126.6 19063.7 19447.2 16529.2 16040.4 12718.6 10550.7 23700.5 18836.8 17201.8 18653.7 7849.7 11099.6 16532.4 7685.7 7551.1 4788.8 4822.8
6875.6 15046.8 12829 11908.4 9905.5 10368.3 8570.1 8242.1 8841.1 7585.3 9676.4 4561 7995.1 3308.4 1146.2 3065.1 2945.5 4831.5 5552.8 5643.8 4390 3819 6824.4 7688.1 27432.6 17556.2 36873 20249.6 15081.3 16797.2 1890.6 24099.1 3420.4 8876.7 3229.3 4569.5 6614.8 8429.2 3929.5 11856.2 10222.9 4200.4 4916.1 11695.9 5606.1 4730.1 5784 3639.7 4035.4 5783.8 6937.4 3991.7 7566.1 4191
184.8 1649.9 1434.6 613.5 1003.5 7112.9 902.7 662.4 11886.3 4381 483.7 520.1 11346.1 1235.3 8561.4 8959.9 671.2 476.6 510.4 4762.3 6968.7 1163 505.6 343.6 3572.1 3640.4 382 571.3 900.1 2432.3 4043.8 7313.1 11465 15059.5 1723 3831.1 3749.4 17521.2 2877.6 25257.1 31601.2 7761 11302.8 10008.2 11892.9 18199.1 363.8 674.4 22.2 1908 1972.3 868.4 87.6 308.7
19847.5 26687.4 27755.3 26700.7 30996.4 26167.3 28803.5 21616.5 20553.1 17412.7 18799.1 30207.6 21026.4 10415.1 36308.6 36514.2 23891.6 33057.9 31744.8 35406.6 29347.4 29786.1 26863.4 28500.1 34091.7 21346 23196.3 34543.3 24580.4 19017.4 31884.6 33555.3 38934.7 40729.1 32849.1 18966.8 28760 25598.2 20623.6 29861.2 29144.9 24877.8 27953.2 34846.9 34403.1 19231.8 27739 37354.2 37802.6 42769.6 23376.9 27524.7 32259.2 29503.6
8.7 17.6 9.7 11.2 6 5.9 15.4 5.1 12.3 7.5 13.6 18.8 8 15 5 14.6 1563.1 14.4 7.1 6.3 6.6 6.1 4.8 6 11.5 14.4 10.9 24.3 306.2 7.2 12.7 10.4 80.5 40.5 18.4 286.6 706.1 10.6 9.1 7.1 7.1 7.4 8.8 1688.8 5.3 4.5 19148.1 16398.6 30557.9 22488.7 189.7 18223.4 11141.9 12007.2
691.9 4947.1 8583.4 7630.5 8635.4 22023.4 7198.4 6595.3 17378.8 4362.9 3806 1484.5 9104.7 4593 5779.3 16189.4 11356.1 3810.4 9955.5 12342.2 12100.5 10680 3315.4 2750.4 11869.7 9652.3 12314.6 9077.5 14120.8 12528.6 8223.8 12887.2 17117.6 24990.6 11110.4 9892 12912.6 21422.7 20809.3 19112.6 20217.5 15686.7 17185 34117.6 20728.9 17384.2 11416.9 9399.7 4356.2 11762.4 7260.9 4416.1 9651.5 3570.9
234.6 4761.3 5084.8 725.5 5784 8016 4102.5 1459.9 13781.9 3497.9 229.7 637.3 4039.8 754.2 5889.8 12975.3 4601.5 6187 6648 5553 12359.2 25306.5 10995.3 3244.3 5973.5 9978.1 7129.9 8307 22059.3 10415.5 4637.4 12248 18634.5 16261.3 9704.6 8397.9 24578.8 3693 1773.9 8283.2 5476.5 22236.1 12286.2 21928 23403.9 16267.2 2753.7 6891.4 4212.6 7592.7 12011.4 6746.2 8640.5 8507.4
5512.8 8556.9 7849.1 16231.2 8598.9 13966.2 8017.8 9452.1 10163.1 8060.6 6569.7 6296.3 9654.2 15540.1 7473.4 15763.6 9177.8 22736 15116.2 21661.6 9534 6695.1 9584.5 9472 17444.8 13829.2 13156.9 12760.2 5610.9 9106.3 15325.5 11838.5 9716 26329.5 13495.4 7329.6 8589.1 18599.5 14976.2 15508.7 8971 8577.5 4168.9 11746.1 8696.6 7988.4 27522.3 29588 26759.7 35336.9 16113.8 15169.8 13957.9 14985.5
6378.9 8539.3 5814.5 21014.2 8471.8 14083.8 9140.6 13400.7 9910 26517.6 5380.6 27627.3 11529.5 18382.9 26167.8 17940.9 7704.8 22265.9 16378.6 21696.5 12916.2 8017.7 6050.4 7402.1 13769.2 7129.8 12689.6 9433.6 6350.9 10384.5 13324.9 8714.3 12270.6 13311.9 14603.8 10364 7835.9 23247.6 21672.2 8016.8 6236.8 6712.1 2584 11322.8 10127 10569.7 27836.6 14751.9 25476.5 22555.1 14918.2 18880.8 18879.9 8403.8
2581.5 4985 7735.3 13544.5 9337.9 13064 10726.4 8602.5 8452.7 13175 4535.5 17962.2 7456.4 15873.4 16148.8 13687.5 9099.6 24208 12333.6 20226.4 10235.8 5142.3 5837.4 5718.8 19505.1 16558.3 10900.3 16368.4 7750.2 8089.5 17218.2 11739.9 16945.4 15407.8 13196 9490.4 6966.8 15478.1 19480.8 9863.4 9716.7 10292 5791.8 11869.6 7581.6 7264.9 22539.4 25610.7 28477.8 36025 12999.9 18154.2 21663.7 15369
630.4 176.9 182.1 243.5 282.1 86.4 221.6 60.7 93.7 144.3 92.4 47867 52.9 128.5 135.5 182.2 99.2 115.8 48.2 91 126.9 48.9 111.8 24.3 58.1 85.6 191.4 167.1 188.8 124.9 117.6 16.9 38.7 229.8 64.6 132.6 107.8 54.5 69 98.3 40.1 33.6 129.3 48.5 80.2 84.3 208.1 277 77.8 150.2 82.6 70.9 192.5 32
6809.4 13476.7 13042.5 9990.1 8336 10700.8 10718.8 10930.6 13286.2 12947.1 8260.5 17338.7 13229.8 6229.4 23105.4 14215.2 13188.2 10002.8 10056.6 11395.4 13967.4 9845.1 12208.7 11112 36343.1 22878.3 33539.6 26514.5 12039 13080.7 12043.6 17434.2 14584.9 31799.2 23675.6 9849.9 11304.6 16028.1 12742.4 19009.3 18948.4 7476.7 7390.3 13897.3 12432.7 9292.7 15704.1 14747.5 18583.1 18583.1 10457.2 10162.9 11069.9 8603.4
4577.9 12520.5 7789.2 18002.1 7219.5 15280.7 8680.7 8162.6 8956.6 2111.6 8338.1 6553.9 2782.4 10710.8 4754.9 11088.6 8598 21008.8 13061 18128.1 11645.4 8961.2 9686.5 9845.3 19428 16680 12268.9 13110.4 5779.6 9546.1 18050.8 14308.8 13886.7 18645.8 14838.2 6674.5 8952.4 15810.2 11833.9 13515.9 9564.2 9924 8549.6 9205.4 10885.3 6797.2 25212.1 26656.4 32921.9 31147.6 15229 17129.3 20312.5 14407.7
10494.8 10239.1 13340.3 23024.2 12875.3 10735.7 12482.4 12224 8921.5 20434.1 9729.6 16854 11952.8 18256.5 21506.7 13012.8 6527.8 26717.2 12201.5 13856.6 16747.5 9075.3 8401.5 9727.3 13555.5 12202.4 5045.2 8250.7 5435 7773.8 11187.7 11934.9 10303.1 13590.5 14583.1 8877.8 8121.7 18592.8 12575.8 8165.8 9757.6 13476.5 11585.2 11795.5 13571.1 5237.9 22175 20634.7 36722 24213.8 18732.5 24012.9 29870.7 18977.8
1818.9 85.8 340.1 1640.6 440.9 1156.9 7.6 26293.8 184.7 2851.7 138.1 116 18.1 1162.7 124.2 135.1 49.1 5305.7 131.9 24582.6 26159.8 714.7 937.8 69.4 47.1 7.3 11.8 154.5 78.8 72.8 82 130.5 20751.3 26.5 130.2 110.9 140.2 55.2 15.1 1220 73.7 121.3 19 64.6 44.6 7.9 556.4 705.1 187.8 6591.7 261.3 500.4 1632.2 856.8
3453.6 9131 9662.9 19918.6 6710 12706.9 10530.1 7071.5 7544.9 4502.2 8424.4 6635.7 4156.3 6799.7 5423.4 11890.8 7699.1 23515.1 13618.4 20144.6 7946 3717.7 2924.3 7661.4 11895.7 7582.5 7894.7 10555.5 4935.1 7095.3 10331 12479.6 6205 15006.9 9395 8906 8329.6 15388 9590.4 10847.3 11311.3 7689.6 6955.5 11502.6 11925.9 7566.1 18408.4 23450.1 31691.8 32547.8 16232.8 17289.5 20252.8 10917.3
138.6 14.2 47225.9 101.5 14.1 5.4 12.8 207.3 7.3 61.4 11 39.2 22.5 7.6 10.5 8.4 5.3 6 10.4 8.1 8 10.6 71.7 5.7 21.1 16.8 9.1 10 27 6 7.6 9.6 7.2 22.8 10.3 8.4 9.6 20.7 5.7 14.1 5.8 6.1 28.5 8.8 6.2 6.2 16.5 24.9 9.2 11.2 7.3 5.9 11.7 5.9
31.7 35.8 15.4 42.9 47021 35.7 28.5 21.2 14.5 42.1 16.5 88.4 8.5 17.8 15.5 11.4 26.2 19.8 13.6 18.8 30.9 14.4 22.6 47.3 31.8 8.5 68.8 31.6 58.8 11.6 28.6 24.2 12.1 129.2 21.4 16 19.9 21.8 15.6 25.9 10.4 25.8 34.9 33.8 65.9 28.9 35.9 59.5 27.1 17.8 13.1 22.5 23.5 12.2
9785.6 9578.7 7771.9 2967.1 4160.4 6047.8 13579.3 2086.8 14031 1686.1 2111.6 594.3 3977.9 1775.7 815.1 815.3 1090.1 2905.8 3742 2012.9 14623.1 6545.6 10144.8 19326.8 11974.5 13575.2 10001.7 21285.5 6854.8 13620.1 7131.9 24569.5 5286 30790.6 3643.9 3365.1 2733.1 2428.1 4205.1 6942.3 8629.7 7057.1 1822.4 2598.5 1328.9 1992.3 8478.2 6142.2 5705.5 13621.3 3641.8 3247 1643.5 3317.3
4358.4 16320.6 10182.5 1338.4 7149.7 8526.5 9604.6 2707 14943.8 13226.7 1585.8 1074.1 7708.3 24083.9 539.7 3855.2 5554.5 4267.4 4586.1 4349.8 3206.5 2486.5 4267.6 4340.8 17945.5 13055.6 32332.1 9141 13265.9 14871.5 1338.5 17692 2286.7 4014.1 5940.1 11120.8 2173.3 321.2 1438.9 7516.4 2291 10085.6 3877.9 6148.9 2403 5869.6 852.1 1389.3 1174.7 4208.4 4739.8 1560.1 8307.4 9528.1
4183.7 9207.3 8524.2 18057.9 8211.9 13054.6 11969.9 8471.8 8860.1 7346.1 8705.3 15188.7 6383.8 14510.9 11493.1 13464.9 8625.8 18844 11018.7 14900.3 10743.6 7251.4 7578.4 7863.2 22545.2 13721.4 14921.4 13055.2 4222.8 10991.5 14497.1 13460.5 14159.1 16377.9 18623 7396 6472.5 11050.6 13226.7 10795.8 6950.4 8047.1 11215.6 8517.7 15256.8 5554.6 23165.3 27705.3 34184.6 34133.2 13402.2 15093.2 18179 12476.9
4380.1 7211.2 5928.2 4791.7 15190.4 22375.9 2517.7 15075 13247.4 10562.7 6520.6 16465.1 21153.9 7771.6 11232.7 9357 8598.4 673.6 2345.9 5281.3 4926.4 1546.7 1804.4 4587.6 11115.6 29448.5 2159.8 6092.4 4005.6 6653.8 13061.8 27332.4 5772.1 8095.5 7886.6 9934.9 6200.2 11998.9 15409.4 4165.2 18851.5 7936.1 3255.2 7895.4 2924.5 6832.4 4610 7085.3 1719.3 3944.2 5712.3 1595.3 10195.6 7969.8
1244.1 2932.6 2381.5 2025.7 3814.6 4837.4 11790.2 9761 4828.1 28244.4 27899.2 17753 18247.2 11954.7 14275.9 1117 885.1 238.7 846.2 943.3 1743.5 734.2 1404 7540 3936.8 2216 297.8 554.4 704.3 1442.7 1555.3 2696 1747.5 312 4857.5 7179.5 2684 1384.5 4094.2 8047.8 1501 1640.1 1224 674.1 395.6 2002.9 2622.8 1407.2 601.7 1347.7 1592.3 281.2 178.1 320.5
2145.1 1590.8 1023.4 12546.8 5138.1 2377.1 1305.1 21443 2883.5 4039.9 2382.4 42311.7 7093.9 2048.8 1959.6 1280.4 697.6 2340.5 4529 1363.2 4633.6 2282.6 3876.5 4229.6 540.9 1293.8 434.2 537.2 1578.5 3655.7 864.6 2844.5 1450.4 856.1 1978.7 4400.4 1645.1 741.2 632.1 498.7 235.3 1633.2 2863.5 1360.5 694 971.5 4158.6 2979.6 5347.2 5343.8 2443.9 4375.7 1865 3520.4
15.6 51.1 66.2 95.6 158.5 49.5 35.3 24.9 242.7 40534.6 196.2 34.3 108 23338.6 57.5 68.5 37.9 289.7 244.6 121.6 310.5 45.4 23.8 112.6 39.2 134.6 84 42.1 42 29.6 107.5 45.7 375.4 65.2 44.1 26.2 119.1 39.8 8.5 59.3 126.7 427.7 37.1 16.3 41.1 24.6 37.1 155.8 52.2 30.7 72.4 38.8 42.3 72
124.6 5370.7 24270.8 5444.4 287.6 93.3 39566 116 96.1 154.3 116.7 34 58.1 266.5 117.4 148.1 130.1 110.9 102.2 82.6 109.8 75.8 79.2 105.5 88.5 211 209.7 56.9 130.8 89.4 194.5 110.8 72 96.3 155.3 139.8 80.3 19.3 43.4 105.2 173.8 63.6 161.3 157 130.8 109.7 128.8 191.3 87.3 80 102.1 76.1 190.8 104.8
4942.8 8875.1 9222.5 11158.7 12037.5 17391.2 10392.6 9788.7 10026.1 7470 8009.4 10399 7840 13054.3 21094 6451.7 7531.9 23689.6 15392.9 21640.9 10592.8 6007.9 7001.4 8696.6 18272.8 16336.5 9343.8 14749.3 7051.3 8522.3 14739.8 14807.8 8391.7 17046.8 11221.9 5516.1 5520.7 15401.4 12982 11277.5 6966.1 7629.9 2253.3 8352.5 7935.9 6603.8 20816.9 19507.4 31405.8 32547.6 15733.8 19266.5 16402.1 14316.2
1321.8 1316 1724 516.4 1020.6 228.9 6388.3 9932.9 2240.4 3643.5 2906.5 41923.8 2793.8 50.4 16011.3 214.3 984.3 136 218.4 90.6 286.3 380 2543.5 2589.6 376.6 5809.9 167.9 309.3 575.9 2367.9 9419.8 7969.2 143.3 50.7 680.7 1638.3 7480.2 97.7 287 141.6 139.3 845.3 389.3 52.2 192.5 245.1 76.8 526.6 1610.8 3159.7 338.6 220.2 58.4 15.8
349.9 3101.5 8912 1356 2249.7 1211.3 2739.5 327 1908.9 30365.2 433.8 290.9 245.6 32112.5 333.9 845.9 490.8 716.1 257.1 1308.3 1922.9 1820.9 652.9 593 10083.4 8342.9 16273 6802.6 5260 5888.9 395.5 6220.4 852.3 3901 234.5 794.8 802.9 1434 755.7 2229.3 844.7 1999.3 413.3 4457.5 1163 4371.5 407.2 581.9 514.9 1051.7 2258.7 1651.5 2320.3 1925.1
2933.9 6040.6 5614.4 5693.3 6658.9 8974.7 5450.2 10176.5 20760.1 20545.3 18238.4 3855 12373.2 1775.2 6590.7 1885.4 10541.6 1536.6 5616.7 4641.8 12405.3 9468.4 24258.5 1701 18684.1 16775 10553.5 6210.7 23931.2 20475.2 6961.8 22805.5 10214.3 13735.5 3650.3 5325.4 9237.4 3665.5 5706.8 9501.3 5147.7 14384.4 2917.8 8240.1 3794.6 12589.2 5167.2 7537.5 2829.9 13178.3 15382.4 1880.8 11033.9 12340.3
6587.3 10037.7 14733.8 11864.3 16748.5 16422.9 11164.4 10572.1 12047.3 7045.2 10112.2 9282.5 12806.8 10493.9 20156.4 13335.1 16642.5 21420.1 25340 19057.3 24231 20653.7 11971.2 11938 21166 16679 33848.7 14896.6 19152.1 10204.6 11287.5 12275.9 13637.6 25885.7 15687.6 7534.9 9255.9 13463.1 7560.2 17556.6 10614 10468.1 12809.5 16036 10660.6 9117.9 29052.3 19838.8 31825 22872.8 14780.1 17568.1 21663.6 20062.2
127.9 5509.3 18354.7 124 11011 487.3 6002.8 259 962.1 24208 86.4 201.2 1069.4 24414.3 311.9 90.6 66.6 11.9 100.8 44.8 213 101.2 45.7 86.8 9448.9 6565.7 11290.9 10850.8 590.5 11435.5 55.5 19401 2395.9 433.7 42 623.4 16 94.9 96.9 121.9 50.3 2362.5 116.6 91.8 63.9 35.2 41 112.2 88.4 144.4 97.1 106.7 32.3 39.8
6457.6 10375.9 10930.1 20964.8 16995.9 16580.3 12173.5 13940.3 10511.5 18522.2 9011.9 18095.8 16865.6 10201.4 27710.9 11393.4 7092.7 22042.7 10396.2 16881.2 5795.3 6296.8 3710.9 4108.4 9855.5 8170.5 13872.8 6462.3 3986.9 10970.8 15065.1 19949.8 14071.4 7487.9 13410 5799.7 4508.7 12122.6 12355.8 16732 10515.8 9311.4 10367.8 3813.3 12610.5 7356.5 17865.6 27427.3 26450.2 24998.4 12638.3 14317.3 21092.6 6991.9
10589.9 8997 9380.1 6942.1 8055.2 7630.1 6290.2 8846.7 11121.3 946.6 15262.1 1716.5 5978.9 4085.2 1425 18558.9 12083.2 12914.4 11772.9 15690.7 15357.7 7408.9 5743.4 6635.6 16954.4 16802.1 16142.9 11437.1 14267.3 6413.3 11380.5 10224.9 22939.1 17209 12505.1 11731 16553.7 13011.1 29857.6 14530.5 18368.8 11702.4 16393.3 24564.3 25519.5 7894.7 21747.5 22765.6 21359.5 17487.2 12191.1 14160.7 9901.5 12553
4192.8 8134.2 8890.4 20310 6309.7 12820.4 10378.3 7433.9 9080.5 6874.7 8732.4 8263.4 5417.6 9798.7 13284.3 9774.9 9244.2 19007.9 12687.6 19517.7 10496.7 7452.9 5854.1 8797.7 14272.9 10691.8 10503.9 10808.1 6123.8 8598.1 10576.1 11893.7 8653.3 24470.3 18464 9730.3 6720.1 15003.5 12403.3 9951.3 6165.6 10906.1 13409.2 15414.1 10806.9 3649.4 13288.9 21625.6 39576.5 26497.6 11631.3 16539.5 13172.4 14966.3
4735.9 7827.1 5835.6 13726.1 6143.3 11816.6 7145.2 7414 8693.1 4634.8 6988.2 8382.1 5226.4 11653 6853.9 11927.6 8457.2 20654.7 12758.1 18504.9 11362.3 7832.1 4939.2 5446.5 18541.4 11502.5 12292.1 9052.3 7036.6 7975.4 14529.1 12243.1 12191.7 18547.9 10143 4280.7 4790.8 12096.1 10770.5 11246.8 5531 7905.3 8508.6 11112.7 11841.6 8906.8 13574.7 22385.4 33388.6 30915.8 12545.6 16780.6 23131.8 13679
18813 20719.7 19651.8 21442.3 17176.6 18281.3 19578.9 20576.5 18229.3 16832.1 16920.9 28831.3 19288.3 11487.4 31455.3 31162.2 19833.2 28726 27637 33548.7 22402.6 26531.4 21018.3 25115.1 25291.2 17602.1 18348.5 25476.5 21435.8 17478 25027.3 28798.6 33063.8 32089.1 27282.7 15647.6 20616.5 22761.2 17584.6 23378.4 22010.5 17986.2 21780.3 27189.4 28407.6 16740.2 24991.4 33019.7 40466.2 40913.9 19715.2 20084.6 24866.4 23948.3
20295.9 22898 21706.6 18888.8 22228.6 20724.1 20860.3 22058 20872.9 17940.8 17961.9 28645.3 22351.4 10539.6 32985 34480.6 22325.2 31004.5 28379.7 34318.1 24061.3 28501.1 24911 27925.6 27006.3 18989.6 19757.6 27523.1 24519.8 20013.4 27146 34410.2 41618.7 32845.9 30413.8 16533.9 23314.5 23602.5 21705.9 25473 24192.5 20043.4 24560.3 32043.5 31662.7 19296.4 27010.3 32097 35745.4 39929.2 21702.3 23007.4 27864.4 26264.1
1678.3 4293.5 3965.7 3215.1 5808.1 8057.9 8097.2 7947.1 11091.2 18919.2 3816.6 21611.6 15034.7 2357.1 34629.4 2036.3 19243.7 1685 2551 13266.8 13015.8 8026.7 9524.3 5849.5 10213.3 9112.1 2419.6 5121.5 4247.1 11358.3 4959.5 11053 7047.7 4801.5 2076.2 7976.2 14070.7 9076.3 8963.4 5048.7 3663.6 9357.7 8937.9 3863.4 4963.6 10212.8 2067.3 2964.6 2624.7 8993.5 3111.4 1112.2 1184.1 2075.4
5094.9 9791.2 21323.6 15104.6 2441.9 1916.1 1167.6 7568.2 3594.9 2760.7 11485.7 36852.4 2902.6 2230.5 5499.1 946.4 336 109.7 231.4 278.5 262.1 685.4 727.2 156 1630.8 1840.8 1485.4 1098.4 767.4 721.3 604.4 1651.5 708.6 3830.7 1203.5 2276.1 5026.9 2074.9 8063.2 1113.2 4548.6 975.2 685.6 2227.4 1669 737.2 180.6 238.6 53.8 385.9 624.2 4100.5 303.3 57.3
19326.3 22305 23910.5 21949.8 20892.6 22854.1 22992.1 21539 20635.3 14399.9 15794.6 24914 22407.8 8968.2 36296.7 36668 22133.3 33427.7 31224 36110.2 26176.7 28712.5 24932.6 25569.7 28064.1 19003.5 18874.4 30294.1 22778.9 19527.2 27027.5 34524.6 35535.7 33873.2 28588.9 18067.2 27697.1 25716.8 18805.1 27656.9 27384.9 23263.7 24390.1 32502 32783.7 20629.6 26916.9 31881.6 31550.9 34901.8 21185.6 24149.8 27602.3 28725.5
195.8 664.2 666.8 30.2 404.3 116.4 309.2 87.3 419.4 37551.8 150.6 47.4 145 25841.2 79.4 73.3 46.8 321.1 164.9 343 273.4 197.4 6.6 54.6 510.8 445.7 2845.5 983.8 416.4 1557.6 49.1 615.3 238.6 518.4 23.7 533.9 331.8 94 67.6 164.2 214.4 1250 131.7 430.8 515 811 126 317.4 300.2 580.2 448.4 242.9 625.1 379
6.1 15.2 6.1 28.4 24.6 5.2 11 4.2 3.7 9.3 4.3 11.8 4.9 10.1 6.5 6.2 1228.1 10.6 4.8 6 6 5.5 5.2 4.6 11 10 3.1 9.3 57 4.3 13.3 7.8 6.3 11.7 8.2 284.9 457.6 7.1 4.4 12.3 7.3 3.9 10.1 1369.1 4.7 7.4 18370.2 13743.3 27243.2 20162.8 103.1 18302.7 8920.5 12220
3155 12916.8 3618.9 42993.8 8338.5 4393.4 13428.6 8135 3889 12098.2 3227.1 15423.8 6923.5 3895.7 19735.9 8731.9 8393.6 5021.4 4502.2 10030.9 5907.4 3931.9 6933.2 5515.5 5448.3 4265.6 2702.2 1706.2 3046.1 7786.1 10870.3 2618.6 3587.6 8255.3 4644.9 4579.5 6614.9 12347.5 7399.7 8736.1 2218.3 7105.4 7886.7 6804.5 6668.3 4167.9 10076.4 8661.9 6720.5 6330.9 3290.4 6648.1 3672.9 5612.9
